Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000117154,IGSF21,30,-1.5711,71,-0.2966,110,0.81101,38,-1.2544,78,-0.1617,79,-0.1514
ENSG00000159423,ALDH4A1,40,0.44820,19,-0.6681,22,-0.8061,52,0.88955,21,-0.5377,48,0.87704
ENSG00000169991,IFFO2,15,-0.0667,19,0.33012,19,0.59316,20,0.34299,2,-2.5696,9,-0.8845
ENSG00000127463,EMC1,26,-0.3533,20,-0.7890,38,0.43046,33,-0.0200,28,-0.2474,31,-0.1123
ENSG00000053372,MRTO4,13,-1.3649,33,0.02219,39,0.53986,10,-1.8100,29,-0.1650,37,0.21729
ENSG00000053371,AKR7A2,50,-0.0397,56,0.13058,39,-0.7083,110,1.24340,60,0.22439,54,0.08929
ENSG00000040487,SLC66A1,24,1.20157,12,0.05025,11,-0.1585,4,-1.5202,0,-5.4103,16,0.62421
ENSG00000077549,CAPZB,127,-0.7721,244,0.23683,234,0.33073,239,0.20331,154,-0.4761,176,-0.3025
ENSG00000173436,MICOS10,266,-0.0866,459,0.78743,228,-0.5533,298,0.08996,478,0.85538,255,-0.1717
ENSG00000158747,NBL1,68,-1.5058,163,-0.1862,200,0.25206,217,0.26289,195,0.09873,181,-0.0240
ENSG00000169914,OTUD3,4,-1.8651,13,-0.1875,20,1.06616,7,-1.1106,8,-0.8308,12,-0.3463
ENSG00000162545,CAMK2N1,590,0.23168,389,-0.4225,573,0.35988,174,-1.6316,496,-0.0441,515,0.01857
ENSG00000090432,MUL1,21,-0.1414,16,-0.5993,27,0.38413,35,0.63415,12,-1.0296,19,-0.3603
ENSG00000183114,FAM43B,6,-1.8442,13,-0.6869,25,0.70428,3,-2.4654,27,0.46542,21,0.07953
ENSG00000158828,PINK1,264,-0.5766,548,0.57400,422,0.29076,284,-0.4650,322,-0.2697,325,-0.2824
ENSG00000244038,DDOST,28,-0.3757,15,-1.3132,43,0.63138,60,0.85726,18,-1.0381,23,-0.7280
ENSG00000117245,KIF17,5,-2.1888,44,0.96297,28,0.49044,13,-0.9315,39,0.77748,9,-1.5145
ENSG00000189410,SH2D5,1,-4.7900,65,0.59978,59,0.92794,29,-0.6708,36,-0.3304,26,-0.8687
ENSG00000127483,HP1BP3,185,0.26813,154,-0.0254,154,-0.0453,117,-0.4508,179,0.21704,159,0.02679
ENSG00000075151,EIF4G3,76,-0.6149,121,0.09993,146,0.83368,42,-1.4925,96,-0.2673,77,-0.6494
ENSG00000117298,ECE1,45,0.92538,2,-3.7614,7,-2.6363,172,3.79091,12,-1.1628,17,-0.6746
ENSG00000162551,ALPL,5,-2.1520,13,-0.7718,6,-2.5510,124,3.24932,61,1.71915,12,-1.0225
ENSG00000076864,RAP1GAP,53,-2.0034,185,-0.1370,288,1.31018,108,-0.9628,128,-0.7017,111,-0.9923
ENSG00000090686,USP48,59,0.54870,21,-0.9981,52,0.75246,9,-2.2966,34,-0.3288,31,-0.4733
ENSG00000070831,CDC42,294,0.23535,193,-0.4199,302,0.55466,267,0.08394,149,-0.8161,164,-0.7275
ENSG00000070886,EPHA8,1,-3.4821,13,0.04889,20,1.98525,0,-5.9786,14,0.20665,0,-4.1390
ENSG00000173372,C1QA,19,-0.6367,2,-3.5705,7,-2.7002,149,2.98751,77,1.62037,29,-0.0024
ENSG00000159189,C1QC,21,-0.0805,1,-3.8964,2,-4.0942,108,2.86871,61,1.67998,31,0.61775
ENSG00000173369,C1QB,67,0.61622,5,-3.1144,13,-2.5728,186,2.49824,69,0.66570,70,0.79819
ENSG00000004487,KDM1A,21,-1.3861,44,-0.2387,66,0.80394,55,0.10739,43,-0.2808,31,-0.8443
ENSG00000169641,LUZP1,6,-2.3258,27,-0.1781,35,0.41855,12,-1.3460,57,1.00468,27,-0.2148
ENSG00000125944,HNRNPR,112,-0.1093,83,-0.5753,130,0.23168,156,0.40808,98,-0.3136,107,-0.1930
ENSG00000125945,ZNF436,13,-0.4118,12,-0.5968,23,0.93270,0,-7.0460,14,-0.3501,16,-0.1153
ENSG00000088280,ASAP3,42,2.29334,1,-3.4921,6,-1.2722,5,-1.1796,14,0.36098,17,0.72000
ENSG00000117318,ID3,212,1.52303,12,-2.8607,7,-4.4537,687,4.48125,18,-2.3246,25,-1.9565
ENSG00000142676,RPL11,1090,1.13559,552,0.01900,337,-1.1618,881,0.77481,819,0.65214,591,0.14089
ENSG00000011007,ELOA,20,-0.0183,15,-0.4268,24,0.57369,9,-1.1637,10,-0.9736,21,0.06408
ENSG00000057757,PITHD1,117,-0.7513,237,0.34262,249,0.90154,105,-0.9146,139,-0.4887,100,-1.0657
ENSG00000011009,LYPLA2,11,-2.2723,56,0.06299,69,0.84083,33,-0.7270,32,-0.7823,48,-0.1713
ENSG00000117308,GALE,5,-1.7108,3,-2.5139,21,1.05259,16,0.03666,11,-0.4759,13,-0.3461
ENSG00000117305,HMGCL,25,0.34609,13,-0.6575,16,-0.5521,40,1.13779,25,0.36850,20,-0.0203
ENSG00000179163,FUCA1,9,-0.7069,3,-2.4774,16,0.16464,37,1.44452,5,-1.6311,16,0.09308
ENSG00000189266,PNRC2,55,0.13864,52,0.04815,41,-0.5527,81,0.76488,63,0.34448,55,0.13869
ENSG00000188529,SRSF10,40,-0.4563,61,0.18311,57,0.16073,76,0.53734,35,-0.6722,47,-0.2268
ENSG00000001461,NIPAL3,142,1.80145,12,-2.0982,43,-0.3689,57,0.23835,44,-0.1727,38,-0.4118
ENSG00000133226,SRRM1,89,1.00583,23,-1.1365,43,-0.3011,43,-0.1794,78,0.78572,43,-0.2020
ENSG00000169504,CLIC4,347,3.54706,14,-2.0699,8,-3.5266,121,1.27529,54,-0.0483,41,-0.5171
ENSG00000117614,SYF2,64,0.15242,66,0.20707,48,-0.5068,98,0.84582,73,0.36081,54,-0.1223
ENSG00000117616,RSRP1,81,0.38023,46,-0.4802,71,0.33040,80,0.36443,33,-1.0164,49,-0.4433
ENSG00000183726,TMEM50A,140,0.89687,34,-1.3130,70,-0.3641,138,0.88072,94,0.25334,68,-0.2785
ENSG00000204178,MACO1,41,1.02541,15,-0.5761,25,0.36049,8,-1.4982,4,-2.4209,23,0.09842
ENSG00000117643,MAN1C1,48,0.32816,10,-2.0835,53,1.02573,56,0.56302,16,-1.3739,12,-1.8186
ENSG00000162430,SELENON,80,0.67200,39,-0.4675,45,-0.3878,84,0.74477,39,-0.4577,58,0.17618
ENSG00000117640,MTFR1L,63,-0.1441,61,-0.2007,73,0.13003,50,-0.4979,87,0.35419,68,-0.0323
ENSG00000182749,PAQR7,8,-0.7115,9,-0.5770,15,0.23450,14,0.01168,11,-0.3739,17,0.32116
ENSG00000117632,STMN1,715,-0.7928,1828,0.68417,1475,0.68894,569,-1.1369,1563,0.42864,407,-1.7315
ENSG00000158008,EXTL1,4,-3.7267,83,0.77521,63,0.65994,26,-1.0442,41,-0.3669,43,-0.3203
ENSG00000175087,PDIK1L,4,-1.6634,15,0.12940,19,1.29407,3,-2.0638,9,-0.6357,8,-0.9338
ENSG00000142684,ZNF593,31,-0.0531,54,0.85929,32,-0.0076,16,-1.0727,47,0.64091,21,-0.6420
ENSG00000142669,SH3BGRL3,187,-0.6895,527,0.95823,217,-0.7616,393,0.47111,519,0.93098,291,-0.0080
ENSG00000158062,UBXN11,6,-2.8053,39,0.00885,48,0.73367,41,0.09473,51,0.43773,19,-1.1866
ENSG00000117682,DHDDS,10,-1.3158,35,0.52059,32,0.80687,17,-0.6367,16,-0.6743,16,-0.7853
ENSG00000198830,HMGN2,289,1.08533,113,-0.4259,128,-0.4121,205,0.51375,132,-0.1860,140,-0.1030
ENSG00000117713,ARID1A,50,-0.2196,71,0.32905,61,0.16399,71,0.31575,30,-1.0191,53,-0.1567
ENSG00000204160,ZDHHC18,28,-0.4370,22,-0.7518,44,0.56934,45,0.31795,32,-0.2355,25,-0.6222
ENSG00000142751,GPN2,17,-0.2198,21,0.11469,22,0.47909,20,0.07725,4,-2.1294,17,-0.2051
ENSG00000090273,NUDC,139,-0.3430,204,0.26297,178,0.08945,153,-0.1882,232,0.46579,139,-0.3723
ENSG00000253368,TRNP1,10,-2.8366,93,0.41901,90,0.78212,37,-1.0180,106,0.63807,34,-1.2046
ENSG00000090020,SLC9A1,5,-2.5820,52,0.76244,34,0.15788,48,0.62742,19,-0.7553,29,-0.1821
ENSG00000142784,WDTC1,29,-0.3905,33,-0.1864,35,-0.1980,47,0.35750,40,0.09723,46,0.34418
ENSG00000186501,TMEM222,82,0.01962,61,-0.4241,92,0.38022,64,-0.3691,63,-0.3979,76,-0.1098
ENSG00000142765,SYTL1,13,0.52404,0,-6.9301,7,-0.7489,0,-6.1561,0,-5.6667,29,2.36535
ENSG00000158195,WASF2,89,1.79793,7,-2.1727,13,-1.8972,96,1.93483,31,0.02835,34,0.18870
ENSG00000126705,AHDC1,26,-0.9666,64,0.44712,58,0.56448,25,-0.9789,26,-0.9300,46,-0.0804
ENSG00000126709,IFI6,92,-0.6219,108,-0.3781,95,-0.9275,367,1.65033,230,0.82892,143,0.06694
ENSG00000009780,FAM76A,33,0.71643,15,-0.5629,21,-0.0588,13,-0.7371,36,0.83823,17,-0.4112
ENSG00000117758,STX12,97,-0.1114,154,0.63182,104,0.00798,85,-0.3071,132,0.38057,77,-0.5086
ENSG00000117751,PPP1R8,53,0.96789,28,-0.0470,31,0.22251,9,-1.6653,8,-1.9275,31,0.11928
ENSG00000117748,RPA2,60,-0.1962,50,-0.4595,78,0.45205,120,0.92662,44,-0.6664,34,-1.1014
ENSG00000126698,DNAJC8,121,-0.1216,149,0.19648,132,0.00466,99,-0.4435,223,0.85948,97,-0.5055
ENSG00000130770,ATP5IF1,161,-1.8123,820,0.69101,632,0.53925,519,-0.0430,659,0.33672,225,-1.4022
ENSG00000130766,SESN2,14,-0.4436,14,-0.3813,24,0.98806,23,0.35298,3,-2.6617,10,-1.0320
ENSG00000242125,SNHG3,20,0.51124,29,1.16204,13,-0.2324,23,0.76805,3,-2.2456,9,-0.7916
ENSG00000180098,TRNAU1AP,13,-0.9060,21,-0.1222,25,0.21349,47,1.13767,14,-0.7652,17,-0.5218
ENSG00000197989,SNHG12,30,0.70422,12,-0.6904,16,-0.5351,21,0.15808,18,-0.1303,28,0.66350
ENSG00000120656,TAF12,8,-1.1018,11,-0.6299,21,0.81644,22,0.44917,0,-6.4452,15,-0.1291
ENSG00000198492,YTHDF2,55,-0.4542,77,0.05784,91,0.66191,51,-0.5954,52,-0.5420,55,-0.5109
ENSG00000116350,SRSF4,45,-0.1890,44,-0.2277,52,0.04084,71,0.51273,46,-0.1672,48,-0.0993
ENSG00000116353,MECR,38,0.06766,47,0.39385,43,0.51366,13,-1.5732,35,-0.0502,24,-0.7259
ENSG00000060656,PTPRU,7,-1.8934,37,0.63836,27,0.32320,23,-0.0624,10,-1.3723,27,0.15734
ENSG00000162511,LAPTM5,103,1.41760,20,-1.1585,20,-1.7551,73,0.82335,76,0.88167,67,0.77431
ENSG00000162512,SDC3,157,-0.4269,148,-0.5224,244,0.52972,229,0.15880,72,-1.6012,205,-0.0159
ENSG00000134644,PUM1,66,-1.1865,179,0.34887,175,0.63432,71,-1.0755,80,-0.8991,139,-0.0510
ENSG00000060688,SNRNP40,32,0.68540,21,0.01180,23,0.36972,8,-1.3562,23,0.13639,12,-0.8538
ENSG00000121766,ZCCHC17,40,-1.8068,178,0.46335,143,0.21723,132,-0.0096,170,0.39579,108,-0.3446
ENSG00000121769,FABP3,24,-2.3504,245,1.23139,157,1.06839,33,-1.8758,69,-0.7873,38,-1.7737
ENSG00000162517,PEF1,38,-1.1272,91,0.22462,90,0.41768,79,0.00889,83,0.07143,57,-0.5369
ENSG00000084636,COL16A1,132,1.90945,31,-0.5023,27,-1.1205,56,0.41355,54,0.34448,41,-0.0855
ENSG00000121753,ADGRB2,57,-2.2179,300,0.28349,328,0.91729,149,-0.8053,147,-0.8250,194,-0.4315
ENSG00000184007,PTP4A2,670,2.41965,126,-0.4637,115,-0.9667,55,-1.6984,167,-0.0269,167,-0.0354
ENSG00000121774,KHDRBS1,120,0.03147,94,-0.3406,132,0.36364,104,-0.1841,70,-0.7917,113,-0.0560
ENSG00000121775,TMEM39B,13,-0.4634,39,1.30591,17,-0.0904,3,-2.3859,32,0.94884,11,-0.7862
ENSG00000025800,KPNA6,30,-0.5150,47,0.20127,47,0.33807,8,-2.3933,86,1.17305,25,-0.8461
ENSG00000084652,TXLNA,40,0.43214,32,0.08279,33,0.26971,23,-0.4413,17,-0.8544,27,-0.2298
ENSG00000160050,CCDC28B,34,0.90166,15,-0.3849,17,-0.4088,9,-1.2090,14,-0.4597,31,0.81492
ENSG00000084623,EIF3I,65,-0.7033,75,-0.4843,112,0.27835,173,0.84164,61,-0.7900,91,-0.2036
