Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000008130,NADK,36,-0.0218,37,0.03231,68,1.00800,25,-0.6573
ENSG00000078369,GNB1,316,-0.3373,448,0.50115,324,-0.3010,314,-0.4189
ENSG00000187730,GABRD,9,-2.8487,82,1.23070,27,-1.2782,46,-0.5566
ENSG00000067606,PRKCZ,100,-1.0507,252,1.00397,116,-0.8313,137,-0.6824
ENSG00000162585,FAAP20,76,0.15981,64,-0.2423,105,0.68371,66,-0.0909
ENSG00000157933,SKI,49,0.61946,28,-0.5092,59,0.94341,31,-0.1357
ENSG00000157916,RER1,101,0.48365,79,0.20642,58,-0.3844,61,-0.3750
ENSG00000157911,PEX10,58,0.73946,34,-0.2190,31,-0.2669,37,0.01498
ENSG00000149527,PLCH2,35,0.41307,35,1.22341,11,-1.3359,9,-1.7265
ENSG00000157881,PANK4,19,-0.1331,25,0.89371,20,-0.0461,9,-1.2865
ENSG00000197921,HES5,1,-5.1465,44,-0.8929,204,2.11996,68,0.25343
ENSG00000272449,AL139246.5,1,-3.6746,17,-0.7216,74,2.10845,22,0.01644
ENSG00000157873,TNFRSF14,6,-1.5438,15,-0.3240,68,2.42220,7,-1.3703
ENSG00000157870,PRXL2B,23,-2.0581,102,0.46867,102,0.20664,80,-0.2065
ENSG00000177133,PRDM16-DT,12,-0.3168,9,-1.3726,15,0.08998,29,1.54364
ENSG00000158109,TPRG1L,50,-1.7268,207,1.24869,89,-0.8768,99,-0.8374
ENSG00000116213,WRAP73,21,0.40423,20,0.71392,15,-0.1127,8,-1.3111
ENSG00000130764,LRRC47,86,-0.0377,104,0.63084,74,-0.2819,58,-0.7570
ENSG00000116198,CEP104,66,1.68002,21,-0.4392,7,-1.7684,23,-0.0746
ENSG00000198912,C1orf174,15,-0.2772,22,0.91214,12,-0.6374,10,-0.9159
ENSG00000196581,AJAP1,21,-0.3243,31,0.64897,8,-1.7325,23,-0.2524
ENSG00000069424,KCNAB2,19,-3.6672,300,1.15517,204,-0.1989,150,-0.7823
ENSG00000116254,CHD5,12,-3.6934,182,0.82164,83,-0.8893,139,-0.1253
ENSG00000116251,RPL22,1002,0.88557,410,-0.9979,660,0.20354,811,0.68757
ENSG00000116237,ICMT,43,0.40546,36,0.35100,32,-0.0377,22,-0.7010
ENSG00000097021,ACOT7,52,-2.3137,346,1.83131,116,-1.1287,106,-1.4417
ENSG00000215788,TNFRSF25,10,-1.4684,28,-0.0737,62,1.28724,24,-0.2769
ENSG00000171680,PLEKHG5,0,-8.1045,28,0.82100,16,-0.5264,21,-0.1728
ENSG00000162408,NOL9,23,-0.6817,42,0.59887,18,-1.0864,33,-0.1927
ENSG00000204859,ZBTB48,9,-0.6945,14,-0.0890,45,1.97141,6,-1.3486
ENSG00000162413,KLHL21,54,0.51479,36,-0.2565,88,1.35348,24,-0.8403
ENSG00000116273,PHF13,15,-0.1153,20,0.80680,16,-0.0204,8,-1.1543
ENSG00000041988,THAP3,12,-0.8173,24,0.39556,27,0.34443,17,-0.4207
ENSG00000007923,DNAJC11,25,-0.3811,37,0.45278,6,-2.4598,34,0.08654
ENSG00000171735,CAMTA1,92,-0.7887,133,-0.4525,209,0.49446,203,0.56837
ENSG00000049245,VAMP3,151,2.11421,16,-2.3122,109,1.50869,52,0.30820
ENSG00000049246,PER3,46,0.48892,28,-0.6003,42,0.32375,42,0.39409
ENSG00000116288,PARK7,370,0.00144,375,0.05248,437,0.26693,334,-0.1923
ENSG00000116285,ERRFI1,35,1.00576,19,0.18364,6,-1.7285,15,-0.3701
ENSG00000162426,SLC45A1,10,-1.7861,42,1.18648,36,0.16689,15,-1.2815
ENSG00000142599,RERE,87,-0.4534,111,-0.1571,130,0.17663,134,0.27864
ENSG00000074800,ENO1,437,-0.8294,832,0.39734,1049,0.54010,557,-0.5428
ENSG00000171612,SLC25A33,42,0.18520,34,-0.2965,58,0.72013,36,-0.0513
ENSG00000188807,TMEM201,18,-0.1429,21,0.23488,27,0.47228,15,-0.5102
ENSG00000171608,PIK3CD,3,-2.2689,23,1.49921,9,-0.9169,9,-1.0670
ENSG00000171603,CLSTN1,234,-1.3067,705,1.07857,506,-0.1306,309,-1.0265
ENSG00000178585,CTNNBIP1,52,0.33671,35,-0.5642,71,0.84836,45,0.15011
ENSG00000162441,LZIC,101,1.47325,29,-1.0305,69,0.82281,42,0.02513
ENSG00000130939,UBE4B,43,0.13888,47,0.65285,15,-1.4799,30,-0.5085
ENSG00000054523,KIF1B,369,0.14573,346,0.09673,194,-0.8435,351,0.08243
ENSG00000142657,PGD,75,0.07765,80,0.40714,80,0.17270,49,-0.7067
ENSG00000241563,CORT,5,-3.9128,100,1.85813,27,-1.4171,35,-1.2135
ENSG00000160049,DFFA,58,0.88521,28,-0.5104,51,0.68106,31,-0.1310
ENSG00000142655,PEX14,15,-0.8815,32,0.78644,31,0.23352,16,-0.9258
ENSG00000120948,TARDBP,105,0.55552,69,-0.2491,70,-0.0809,78,0.09195
ENSG00000271895,AL109811.2,15,0.34231,13,0.31063,15,0.33466,7,-0.8153
ENSG00000116649,SRM,55,-1.1771,141,0.69161,127,0.10953,85,-0.6156
ENSG00000171824,EXOSC10,37,0.01459,39,0.21202,69,1.03909,20,-1.0348
ENSG00000198793,MTOR,37,-0.3614,51,0.28581,68,0.59380,34,-0.5762
ENSG00000116661,FBXO2,551,0.63504,270,-0.9241,879,1.43466,378,0.03415
ENSG00000132879,FBXO44,49,-1.9854,232,1.02356,146,-0.3508,125,-0.6922
ENSG00000116670,MAD2L2,58,0.90215,31,-0.2318,17,-0.9938,36,0.13008
ENSG00000177674,AGTRAP,45,1.38897,8,-2.1426,73,2.29497,20,0.06443
ENSG00000177000,MTHFR,9,-1.3292,24,0.27601,24,0.09099,22,-0.0167
ENSG00000011021,CLCN6,51,-0.8118,99,0.50871,70,-0.3211,75,-0.2649
ENSG00000116685,KIAA2013,55,0.57149,42,0.33933,38,1.71697,24,-0.8235
ENSG00000083444,PLOD1,36,0.44150,22,-0.6098,81,1.85505,18,-0.7630
ENSG00000116688,MFN2,88,-0.3159,132,0.83925,75,-0.5516,68,-0.8195
ENSG00000116691,MIIP,11,-0.7715,18,-0.0045,48,1.56548,11,-0.8634
ENSG00000048707,VPS13D,25,-1.1628,64,0.63745,65,0.30282,38,-0.6537
ENSG00000162496,DHRS3,61,1.09307,15,-1.7558,86,1.70358,39,0.47130
ENSG00000116731,PRDM2,32,-0.8589,66,0.72976,20,-1.5150,49,-0.2201
ENSG00000189337,KAZN,77,0.67805,52,0.15923,77,0.67444,27,-1.0772
ENSG00000142634,EFHD2,31,-2.0176,144,0.73079,51,-1.2894,117,-0.0537
ENSG00000116138,DNAJC16,26,0.08249,32,1.14659,6,-2.1087,13,-1.0887
ENSG00000197312,DDI2,10,-0.9975,23,0.71849,17,-0.1336,14,-0.5771
ENSG00000116786,PLEKHM2,41,-0.7009,70,0.27579,59,-0.1447,63,-0.0612
ENSG00000065526,SPEN,51,0.84649,24,-0.6658,45,0.64081,32,0.12492
ENSG00000116809,ZBTB17,13,-0.5710,16,-0.5494,24,0.33659,27,0.69475
ENSG00000185519,FAM131C,26,0.49749,22,0.47361,16,-0.2765,12,-0.8494
ENSG00000288398,AL109627.1,5,-1.2928,8,-1.1908,22,0.89150,23,1.23575
ENSG00000037637,FBXO42,17,-0.5332,30,0.86969,20,-0.3277,15,-0.8683
ENSG00000055070,SZRD1,48,0.82212,19,-1.0806,54,1.03631,35,0.40406
ENSG00000157191,NECAP2,56,1.51119,16,-1.0168,45,1.10444,20,-0.2263
ENSG00000219481,NBPF1,17,0.51083,13,0.08741,10,-0.2559,11,-0.2697
ENSG00000058453,CROCC,14,-0.4206,20,0.17401,34,0.96860,13,-0.6716
ENSG00000238142,BX284668.5,11,-0.2457,13,0.11564,0,-5.9832,17,0.52838
ENSG00000159363,ATP13A2,40,-2.0056,200,1.27211,109,-0.5008,88,-0.9662
ENSG00000117118,SDHB,80,-0.1152,102,0.68510,76,-0.1828,53,-0.8505
ENSG00000117115,PADI2,465,3.87560,14,-3.2936,54,-0.3462,64,-0.1042
ENSG00000179051,RCC2,28,0.42494,22,0.10635,28,0.45103,15,-0.6069
ENSG00000074964,ARHGEF10L,25,0.47918,17,-0.2844,33,0.94243,15,-0.3789
ENSG00000117154,IGSF21,30,-1.5711,104,0.77746,38,-1.2544,78,-0.1766
ENSG00000159423,ALDH4A1,40,0.44820,21,-0.9633,52,0.88955,39,0.54741
ENSG00000169991,IFFO2,15,-0.0667,19,0.76404,20,0.34299,7,-1.3902
ENSG00000127463,EMC1,26,-0.3533,36,0.24555,33,-0.0200,30,-0.1806
ENSG00000053372,MRTO4,13,-1.3649,38,0.58213,10,-1.8100,34,0.10316
ENSG00000053371,AKR7A2,50,-0.0397,42,-0.6577,110,1.24340,56,0.16063
ENSG00000040487,SLC66A1,24,1.20157,11,-0.1457,4,-1.5202,11,-0.0957
ENSG00000077549,CAPZB,127,-0.7721,235,0.43197,239,0.20331,168,-0.4070
ENSG00000173436,MICOS10,266,-0.0866,261,-0.2488,298,0.08996,329,0.30734
ENSG00000158747,NBL1,68,-1.5058,194,0.20590,217,0.26289,186,0.02354
ENSG00000169914,OTUD3,4,-1.8651,19,1.10497,7,-1.1106,10,-0.5586
ENSG00000162545,CAMK2N1,590,0.23168,547,0.25499,174,-1.6316,509,-0.0039
ENSG00000090432,MUL1,21,-0.1414,25,0.23790,35,0.63415,17,-0.6279
ENSG00000183114,FAM43B,6,-1.8442,23,0.55671,3,-2.4654,23,0.26496
ENSG00000158828,PINK1,264,-0.5766,440,0.53246,284,-0.4650,324,-0.3148
ENSG00000244038,DDOST,28,-0.3757,39,0.36340,60,0.85726,21,-0.9160
ENSG00000117245,KIF17,5,-2.1888,30,0.98420,13,-0.9315,19,-0.4128
ENSG00000189410,SH2D5,1,-4.7900,60,1.31183,29,-0.6708,30,-0.7424
ENSG00000127483,HP1BP3,185,0.26813,154,-0.0544,117,-0.4508,165,0.11196
ENSG00000075151,EIF4G3,76,-0.6149,143,0.94479,42,-1.4925,83,-0.5704
ENSG00000117298,ECE1,45,0.92538,6,-3.0428,172,3.79091,15,-0.9134
ENSG00000162551,ALPL,5,-2.1520,7,-2.5188,124,3.24932,28,0.49740
ENSG00000076864,RAP1GAP,53,-2.0034,274,1.41719,108,-0.9628,117,-0.9832
ENSG00000090686,USP48,59,0.54870,48,0.54310,9,-2.2966,32,-0.4751
ENSG00000070831,CDC42,294,0.23535,286,0.46237,267,0.08394,159,-0.8412
ENSG00000070886,EPHA8,1,-3.4821,19,2.44897,0,-5.9786,5,-1.4886
ENSG00000173372,C1QA,19,-0.6367,7,-3.0930,149,2.98751,45,0.90846
ENSG00000159189,C1QC,21,-0.0805,2,-4.4201,108,2.86871,41,1.35603
ENSG00000173369,C1QB,67,0.61622,12,-2.9400,186,2.49824,70,0.90361
ENSG00000004487,KDM1A,21,-1.3861,63,0.78779,55,0.10739,35,-0.7042
ENSG00000169641,LUZP1,6,-2.3258,34,0.38487,12,-1.3460,37,0.37124
ENSG00000125944,HNRNPR,112,-0.1093,123,0.08491,156,0.40808,104,-0.2658
ENSG00000125945,ZNF436,13,-0.4118,21,0.82686,0,-7.0460,15,-0.2206
ENSG00000088280,ASAP3,42,2.29334,5,-1.7022,5,-1.1796,16,0.70676
ENSG00000117318,ID3,212,1.52303,8,-4.5606,687,4.48125,22,-2.2186
ENSG00000142676,RPL11,1090,1.13559,368,-1.1111,881,0.77481,667,0.40138
ENSG00000011007,ELOA,20,-0.0183,23,0.48094,9,-1.1637,17,-0.2649
ENSG00000057757,PITHD1,117,-0.7513,247,1.13590,105,-0.9146,113,-0.9396
ENSG00000011009,LYPLA2,11,-2.2723,67,0.93816,33,-0.7270,43,-0.4058
ENSG00000117308,GALE,5,-1.7108,18,0.67149,16,0.03666,12,-0.4395
ENSG00000117305,HMGCL,25,0.34609,16,-0.7169,40,1.13779,22,0.14824
ENSG00000179163,FUCA1,9,-0.7069,14,-0.2275,37,1.44452,12,-0.3762
ENSG00000189266,PNRC2,55,0.13864,43,-0.5357,81,0.76488,57,0.25041
ENSG00000188529,SRSF10,40,-0.4563,58,0.22930,76,0.53734,43,-0.4157
ENSG00000001461,NIPAL3,142,1.80145,38,-0.7330,57,0.23835,40,-0.3675
ENSG00000133226,SRRM1,89,1.00583,40,-0.5563,43,-0.1794,55,0.24806
ENSG00000169504,CLIC4,347,3.54706,9,-3.6388,121,1.27529,45,-0.3843
ENSG00000117614,SYF2,64,0.15242,51,-0.4390,98,0.84582,60,0.07408
ENSG00000117616,RSRP1,81,0.38023,67,0.20975,80,0.36443,43,-0.6900
ENSG00000183726,TMEM50A,140,0.89687,65,-0.6441,138,0.88072,77,-0.0834
ENSG00000204178,MACO1,41,1.02541,23,0.21851,8,-1.4982,17,-0.4785
ENSG00000117643,MAN1C1,48,0.32816,47,0.67982,56,0.56302,13,-1.7967
ENSG00000162430,SELENON,80,0.67200,44,-0.5150,84,0.74477,52,-0.0277
ENSG00000117640,MTFR1L,63,-0.1441,71,0.07446,50,-0.4979,75,0.13304
ENSG00000182749,PAQR7,8,-0.7115,14,0.08743,14,0.01168,15,0.11666
ENSG00000117632,STMN1,715,-0.7928,1526,1.05844,569,-1.1369,792,-0.7457
ENSG00000158008,EXTL1,4,-3.7267,66,1.07688,26,-1.0442,42,-0.3800
ENSG00000175087,PDIK1L,4,-1.6634,19,1.52158,3,-2.0638,8,-0.9170
ENSG00000142684,ZNF593,31,-0.0531,35,0.34620,16,-1.0727,30,-0.0957
ENSG00000142669,SH3BGRL3,187,-0.6895,261,-0.3635,393,0.47111,367,0.45491
ENSG00000158062,UBXN11,6,-2.8053,47,0.79423,41,0.09473,29,-0.5031
ENSG00000117682,DHDDS,10,-1.3158,33,1.11229,17,-0.6367,16,-0.8302
ENSG00000198830,HMGN2,289,1.08533,125,-0.5290,205,0.51375,137,-0.1503
ENSG00000117713,ARID1A,50,-0.2196,63,0.28785,71,0.31575,45,-0.4600
ENSG00000204160,ZDHHC18,28,-0.4370,41,0.39891,45,0.31795,27,-0.5384
ENSG00000142751,GPN2,17,-0.2198,22,0.54853,20,0.07725,13,-0.7211
ENSG00000090273,NUDC,139,-0.3430,182,0.18331,153,-0.1882,170,-0.0358
ENSG00000253368,TRNP1,10,-2.8366,91,1.02870,37,-1.0180,58,-0.3810
ENSG00000090020,SLC9A1,5,-2.5820,36,0.47756,48,0.62742,26,-0.4063
ENSG00000142784,WDTC1,29,-0.3905,35,-0.2557,47,0.35750,44,0.30094
ENSG00000186501,TMEM222,82,0.01962,87,0.27599,64,-0.3691,71,-0.2334
ENSG00000142765,SYTL1,13,0.52404,6,-1.2297,0,-6.1561,19,1.63870
ENSG00000158195,WASF2,89,1.79793,12,-2.2172,96,1.93483,33,0.15353
ENSG00000126705,AHDC1,26,-0.9666,59,0.78440,25,-0.9789,39,-0.3739
ENSG00000126709,IFI6,92,-0.6219,96,-1.0107,367,1.65033,172,0.44575
ENSG00000009780,FAM76A,33,0.71643,20,-0.2088,13,-0.7371,23,0.15398
ENSG00000117758,STX12,97,-0.1114,111,0.25065,85,-0.3071,95,-0.1657
ENSG00000117751,PPP1R8,53,0.96789,31,0.21691,9,-1.6653,23,-0.3987
ENSG00000117748,RPA2,60,-0.1962,74,0.34284,120,0.92662,38,-1.0407
ENSG00000126698,DNAJC8,121,-0.1216,134,0.07045,99,-0.4435,139,0.11374
ENSG00000130770,ATP5IF1,161,-1.8123,659,0.87968,519,-0.0430,370,-0.6688
ENSG00000130766,SESN2,14,-0.4436,23,0.94997,23,0.35298,7,-1.5336
ENSG00000242125,SNHG3,20,0.51124,15,0.27528,23,0.76805,7,-1.2572
ENSG00000180098,TRNAU1AP,13,-0.9060,24,0.18430,47,1.13767,16,-0.6718
ENSG00000197989,SNHG12,30,0.70422,15,-0.7072,21,0.15808,24,0.47931
ENSG00000120656,TAF12,8,-1.1018,19,0.69127,22,0.44917,10,-0.8546
ENSG00000198492,YTHDF2,55,-0.4542,89,0.73132,51,-0.5954,54,-0.5847
ENSG00000116350,SRSF4,45,-0.1890,51,-0.0249,71,0.51273,47,-0.1402
ENSG00000116353,MECR,38,0.06766,44,0.70130,13,-1.5732,28,-0.5202
ENSG00000060656,PTPRU,7,-1.8934,28,0.60029,23,-0.0624,21,-0.2723
ENSG00000162511,LAPTM5,103,1.41760,20,-1.9374,73,0.82335,70,0.99010
ENSG00000162512,SDC3,157,-0.4269,231,0.40954,229,0.15880,161,-0.4676
ENSG00000134644,PUM1,66,-1.1865,175,0.82001,71,-1.0755,119,-0.3413
ENSG00000060688,SNRNP40,32,0.68540,23,0.39297,8,-1.3562,16,-0.5024
ENSG00000121766,ZCCHC17,40,-1.8068,148,0.40102,132,-0.0096,129,-0.0551
ENSG00000121769,FABP3,24,-2.3504,169,2.05153,33,-1.8758,48,-1.5020
ENSG00000162517,PEF1,38,-1.1272,90,0.52260,79,0.00889,66,-0.3410
ENSG00000084636,COL16A1,132,1.90945,28,-1.2202,56,0.41355,45,0.09146
ENSG00000121753,ADGRB2,57,-2.2179,324,1.12608,149,-0.8053,179,-0.6227
ENSG00000184007,PTP4A2,670,2.41965,117,-1.0684,55,-1.6984,167,-0.0371
ENSG00000121774,KHDRBS1,120,0.03147,127,0.28033,104,-0.1841,99,-0.3158
ENSG00000121775,TMEM39B,13,-0.4634,20,0.52222,3,-2.3859,18,0.02457
ENSG00000025800,KPNA6,30,-0.5150,47,0.42638,8,-2.3933,45,0.15173
ENSG00000084652,TXLNA,40,0.43214,33,0.30985,23,-0.4413,24,-0.4737
ENSG00000160050,CCDC28B,34,0.90166,16,-0.5159,9,-1.2090,25,0.51252
ENSG00000084623,EIF3I,65,-0.7033,107,0.15449,173,0.84164,81,-0.4338
ENSG00000116478,HDAC1,31,0.96664,8,-1.7873,56,2.06158,19,0.26146
ENSG00000175130,MARCKSL1,1222,2.43680,193,-1.2873,292,-0.0842,280,-0.1857
ENSG00000160058,BSDC1,69,-0.0622,81,0.49362,50,-0.5504,57,-0.4329
ENSG00000176261,ZBTB8OS,31,-0.2394,38,0.15232,41,0.18271,33,-0.1892
ENSG00000162521,RBBP4,86,0.13414,83,0.17682,94,0.26964,63,-0.4355
ENSG00000162522,KIAA1522,4,-1.7657,16,0.17295,15,0.03464,17,0.19816
ENSG00000134684,YARS,40,-1.3431,128,1.25132,66,-0.5907,54,-1.0426
ENSG00000116497,S100PBP,19,0.31530,14,-0.2436,31,1.13057,12,-0.5015
ENSG00000121905,HPCA,28,-2.7006,224,1.16910,40,-2.2020,143,-0.3448
ENSG00000121900,TMEM54,66,0.64579,36,-0.6140,69,0.72407,47,0.12942
ENSG00000116514,RNF19B,15,-0.6283,29,1.10051,12,-0.9354,13,-0.9294
ENSG00000004455,AK2,93,1.75206,18,-1.5633,74,1.32855,34,0.06280
ENSG00000142920,AZIN2,27,0.18052,26,0.32521,33,0.51619,15,-0.8655
ENSG00000160094,ZNF362,26,0.22601,20,-0.3937,48,1.23494,19,-0.3113
ENSG00000134686,PHC2,124,1.00778,70,0.15498,58,-0.2219,44,-0.7653
ENSG00000121904,CSMD2,9,-0.5728,16,0.71828,6,-1.3003,11,-0.3305
ENSG00000163866,SMIM12,39,-0.8989,86,0.81188,99,0.53495,35,-1.2048
ENSG00000116544,DLGAP3,2,-4.2500,50,0.62666,14,-1.6437,48,0.24572
ENSG00000163867,ZMYM6,21,0.51071,18,0.52295,2,-2.8050,12,-0.3745
ENSG00000116560,SFPQ,212,0.37778,172,0.09106,165,-0.0247,143,-0.2942
ENSG00000146463,ZMYM4,29,-0.6221,48,0.29224,34,-0.3984,44,-0.0145
ENSG00000142687,KIAA0319L,38,-0.5279,56,0.16100,64,0.27961,49,-0.1491
ENSG00000020129,NCDN,71,-3.1053,755,1.25215,271,-1.1425,414,-0.5959
ENSG00000126067,PSMB2,92,-0.4299,151,0.93292,112,-0.1190,64,-1.1345
ENSG00000142686,C1orf216,17,-2.1063,85,0.83254,42,-0.7722,59,-0.2828
ENSG00000134698,AGO4,21,0.23978,16,-0.3729,24,0.42732,20,0.18380
ENSG00000092847,AGO1,42,0.40400,34,0.10315,27,-0.2956,29,-0.2153
ENSG00000126070,AGO3,38,1.38483,14,-0.4059,0,-6.2230,19,0.31532
ENSG00000116863,ADPRHL2,13,-0.7215,22,0.16766,32,0.69632,17,-0.3432
ENSG00000054116,TRAPPC3,53,-0.1438,65,0.41375,48,-0.2791,47,-0.3853
ENSG00000116871,MAP7D1,304,0.79159,204,0.35316,106,-0.8682,130,-0.6497
ENSG00000054118,THRAP3,67,0.12479,64,0.10109,50,-0.3202,60,-0.0646
ENSG00000196182,STK40,20,-0.0517,21,0.00059,13,-0.6983,23,0.24292
ENSG00000181817,LSM10,38,-0.3964,48,-0.0808,90,0.97648,42,-0.2919
ENSG00000116885,OSCP1,9,-0.9223,24,1.65110,2,-3.2476,9,-1.1571
ENSG00000116898,MRPS15,42,-0.5052,56,-0.1173,54,-0.1217,69,0.35748
ENSG00000163873,GRIK3,0,-7.7503,36,1.05858,4,-2.8631,27,-0.0575
ENSG00000163875,MEAF6,59,-1.1528,160,1.00494,76,-0.7939,88,-0.6681
ENSG00000163877,SNIP1,21,0.44015,14,-0.3637,36,1.34680,11,-0.5896
ENSG00000134697,GNL2,23,0.53425,21,1.13139,1,-3.9004,8,-1.2423
ENSG00000116922,C1orf109,11,-0.3971,17,0.75739,9,-0.7302,10,-0.5977
ENSG00000183317,EPHA10,7,-1.0630,18,0.94903,1,-3.8185,13,-0.2245
ENSG00000185090,MANEAL,13,-1.5792,49,1.35931,17,-1.1545,22,-0.9287
ENSG00000196449,YRDC,12,-0.5711,20,0.69064,19,0.15655,11,-0.8385
ENSG00000197982,C1orf122,475,1.04201,205,-0.6124,206,-0.3042,297,0.33320
ENSG00000183431,SF3A3,50,0.16740,46,0.08296,50,0.15840,39,-0.2577
ENSG00000183520,UTP11,18,-1.1328,38,0.06981,28,-0.4178,45,0.37240
ENSG00000116954,RRAGC,58,0.36665,48,0.19690,38,-0.2779,38,-0.3330
ENSG00000174574,AKIRIN1,107,0.36340,97,0.47382,40,-1.1561,67,-0.4537
ENSG00000168653,NDUFS5,331,-1.1011,746,0.35202,510,-0.4447,694,0.04244
ENSG00000127603,MACF1,177,0.44599,111,-0.5720,205,0.67947,149,0.20602
ENSG00000090621,PABPC4,66,0.39039,41,-0.6513,54,0.07765,69,0.59394
ENSG00000116983,HPCAL4,25,-3.8294,414,0.80961,172,-1.0420,328,-0.0709
ENSG00000084072,PPIE,49,0.31859,41,0.07710,58,0.59060,29,-0.5881
ENSG00000168389,MFSD2A,26,-0.5370,24,-1.1730,152,2.52526,31,-0.2882
ENSG00000131236,CAP1,186,0.53683,136,0.08299,161,0.29837,99,-0.5478
ENSG00000131238,PPT1,96,-0.3128,121,0.11171,152,0.41199,104,-0.2252
ENSG00000259943,AL050341.2,17,-0.3407,23,0.19495,21,-0.0685,20,-0.0979
ENSG00000084073,ZMPSTE24,28,-0.6727,44,-0.0106,57,0.41009,45,0.05129
ENSG00000049089,COL9A2,159,3.73271,9,-2.2252,2,-3.1520,20,-0.3071
ENSG00000084070,SMAP2,31,-1.9935,155,1.21698,113,-0.0704,63,-1.1190
ENSG00000117016,RIMS3,17,-2.0236,80,0.78144,40,-0.7498,58,-0.2375
ENSG00000066136,NFYC,43,-0.0084,50,0.63550,16,-1.5077,34,-0.4050
ENSG00000179862,CITED4,23,0.60707,18,0.69537,0,-6.8552,11,-0.5670
ENSG00000171793,CTPS1,3,-2.8288,22,0.46723,46,1.39014,10,-1.0873
ENSG00000010803,SCMH1,3,-2.1436,20,0.88643,11,-0.5791,13,-0.4043
ENSG00000204060,FOXO6,2,-3.1031,28,0.76498,48,1.16428,10,-1.3420
ENSG00000127124,HIVEP3,6,-1.7669,27,1.14674,5,-1.9309,16,-0.4641
ENSG00000198815,FOXJ3,33,-0.9673,74,0.62815,35,-0.8930,57,-0.1995
ENSG00000177181,RIMKLA,9,-1.6830,39,1.90788,0,-6.6771,14,-1.1386
ENSG00000127125,PPCS,40,-0.5668,59,0.05550,73,0.38275,56,-0.0500
ENSG00000186409,CCDC30,22,0.69958,11,-0.7830,7,-1.0771,22,0.88753
ENSG00000171960,PPIH,13,-0.4917,19,0.34700,11,-0.6578,17,-0.0432
ENSG00000065978,YBX1,226,1.12328,74,-1.2045,232,1.16837,131,0.27310
ENSG00000164008,C1orf50,21,-0.5277,31,0.06451,34,0.18990,30,0.01967
ENSG00000177868,SVBP,22,-0.6365,34,0.07893,55,0.77713,29,-0.2971
ENSG00000117394,SLC2A1,80,-0.2639,32,-2.5030,576,3.47936,87,-0.1737
ENSG00000117395,EBNA1BP2,35,-1.2668,95,0.69382,124,0.71199,44,-1.0303
