"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Micro.1","RANBP9",3.79320310525859,0.000218431730589554,0.225528661032472,2237,0.230073998727289,"ENSG00000010017"
"2",2,"enrichment","Micro.1","ENSG00000286153",3.72208835938845,0.000282872692949609,0.229975499368032,6109,0.878555674122793,"ENSG00000286153"
"3",3,"enrichment","Micro.1","ADAM7-AS1",3.60885675901842,0.000423845161913564,0.240222885012779,2942,0.646891149109359,"ENSG00000253535"
"4",4,"enrichment","Micro.1","ENSG00000234428",3.38854452908133,0.000906998876801511,0.294956034735851,4092,0.830630524460515,"ENSG00000234428"
"5",5,"enrichment","Micro.1","RASGRP3",3.35003889626236,0.00103228161168885,0.305179981928378,688,0.497935103633258,"ENSG00000152689"
"6",6,"enrichment","Micro.1","ENSG00000286044",3.29285287619014,0.00124849167581253,0.313896161613441,3995,0.768049009683808,"ENSG00000286044"
"7",7,"enrichment","Micro.1","DDX5",3.20429805062615,0.00166810400772653,0.313896161613441,5465,0.24351521111612,"ENSG00000108654"
"8",8,"enrichment","Micro.1","BROX",3.18489225889604,0.00177608529731245,0.313896161613441,554,0.330401645450175,"ENSG00000162819"
"9",9,"enrichment","Micro.1","NPL",3.16685847178685,0.00188221868126141,0.313896161613441,473,0.222001377027659,"ENSG00000135838"
"10",10,"enrichment","Micro.1","ENTPD1-AS1",3.10202469329426,0.00231432029163464,0.351332635781643,3615,0.337969039800639,"ENSG00000226688"
"11",1,"enrichment","Micro.2","EIF1B-AS1",9.8367477230557,8.93279568774973e-18,5.80989031531243e-14,1225,4.28811060229573,"ENSG00000280739"
"12",2,"enrichment","Micro.2","SS18",3.61101199100349,0.000420623530715755,0.0804628071698608,5577,0.271170911843541,"ENSG00000141380"
"13",3,"enrichment","Micro.2","RNASEH2B-AS1",3.38406201998269,0.000920801806045467,0.111541610308543,4475,0.729884152889063,"ENSG00000233672"
"14",4,"enrichment","Micro.2","RPAP3",3.26812398582057,0.00135447878260541,0.128509616996211,4130,0.404085073969268,"ENSG00000005175"
"15",5,"enrichment","Micro.2","ENSG00000225889",3.02243437801381,0.00296987102009112,0.176005397096154,763,0.305240111981771,"ENSG00000225889"
"16",6,"enrichment","Micro.2","TSPAN15",3.02058211844027,0.00298699054625,0.176005397096154,3542,0.459273530560654,"ENSG00000099282"
"17",7,"enrichment","Micro.2","ENSG00000255968",2.99287610292231,0.00325416009713175,0.182457390273663,4090,0.694522521832328,"ENSG00000255968"
"18",8,"enrichment","Micro.2","ANKUB1",2.9681694923642,0.0035107846460462,0.184146317241004,1454,0.655061462872022,"ENSG00000206199"
"19",9,"enrichment","Micro.2","PDLIM5",2.96483162653154,0.00354684695056589,0.184549540531845,1743,0.310074228780276,"ENSG00000163110"
"20",10,"enrichment","Micro.2","SLC8A1-AS1",2.95336202821369,0.00367337556913336,0.185920723209404,708,0.624170578933646,"ENSG00000227028"
"21",1,"enrichment","Micro.3","CPE",7.22308757886179,2.73398296299061e-11,1.7781825191291e-07,1844,1.08090624791622,"ENSG00000109472"
"22",2,"enrichment","Micro.3","CALM1",6.78657345639988,2.79089158290184e-10,6.4516467528243e-07,4723,0.627390507250403,"ENSG00000198668"
"23",3,"enrichment","Micro.3","PLCB1",6.64398150296135,5.87374428376008e-10,7.64056656431511e-07,5938,1.59302695601664,"ENSG00000182621"
"24",4,"enrichment","Micro.3","ENSG00000289901",6.31936270200096,3.10330033651086e-09,2.74663188681112e-06,4522,1.0109234898405,"ENSG00000289901"
"25",5,"enrichment","Micro.3","KCNQ5",6.05931458094969,1.14087833767432e-08,6.74570246203072e-06,2365,1.43765579507092,"ENSG00000185760"
"26",6,"enrichment","Micro.3","CLU",5.99147729415403,1.59447794293054e-08,7.97729580063097e-06,2949,1.01551871152419,"ENSG00000120885"
"27",7,"enrichment","Micro.3","SLC1A2",5.76051230183806,4.90584663924457e-08,1.87691920833216e-05,3780,1.01482708269721,"ENSG00000110436"
