"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Micro.1","LINC01375",4.43698981099879,1.57406174575359e-05,0.0466379866885781,7203,0.88925856137502,"ENSG00000226159"
"2",2,"enrichment","Micro.1","ENSG00000258225",4.30721615457792,2.69568842644237e-05,0.0466379866885781,8592,1.06853548229602,"ENSG00000258225"
"3",3,"enrichment","Micro.1","SLFN12",4.25592054711823,3.32374185978826e-05,0.0466379866885781,10941,0.996651588381424,"ENSG00000172123"
"4",4,"enrichment","Micro.1","KCNMB1",4.22899817651655,3.70720684780706e-05,0.0466379866885781,4287,1.12747737216118,"ENSG00000145936"
"5",5,"enrichment","Micro.1","IPO9-AS1",4.2140404743595,3.9381940283181e-05,0.0466379866885781,1081,0.926677269459525,"ENSG00000231871"
"6",6,"enrichment","Micro.1","BVES-AS1",4.20090075280249,4.15241334866874e-05,0.0466379866885781,4852,0.960117732290819,"ENSG00000203808"
"7",7,"enrichment","Micro.1","DOCK4-AS1",4.19728096021276,4.21335852587317e-05,0.0466379866885781,5620,1.01440564831673,"ENSG00000225572"
"8",8,"enrichment","Micro.1","ENSG00000234428",4.1855246609354,4.41725236673105e-05,0.0466379866885781,8316,1.13139291185966,"ENSG00000234428"
"9",9,"enrichment","Micro.1","DDX5",4.1618460552805,4.85692168261316e-05,0.0466379866885781,11207,0.432315886501,"ENSG00000108654"
"10",10,"enrichment","Micro.1","CCNJ",4.15273124614651,5.03707165212415e-05,0.0466379866885781,7235,0.866025862313484,"ENSG00000107443"
"11",1,"enrichment","Micro.2","LINC02384",6.66500652375885,3.02706606722353e-10,4.15525359047773e-06,8554,0.643127342392207,"ENSG00000251301"
"12",2,"enrichment","Micro.2","TRPM6",6.28719533761716,2.31574051118529e-09,1.35905782655491e-05,6500,0.821438455556531,"ENSG00000119121"
"13",3,"enrichment","Micro.2","IKZF3",6.24006199988521,2.97018538622038e-09,1.35905782655491e-05,10981,1.30837563961141,"ENSG00000161405"
"14",4,"enrichment","Micro.2","SYTL1",5.90999179075189,1.6433416055049e-08,4.34664961895407e-05,220,0.514818887774058,"ENSG00000142765"
"15",5,"enrichment","Micro.2","KLRC2",5.88147646637252,1.89989784466558e-08,4.34664961895407e-05,8242,0.692902678824065,"ENSG00000205809"
"16",6,"enrichment","Micro.2","LINC01608",5.75493198439045,3.59735989249384e-08,6.60295816769876e-05,6193,1.37265432358116,"ENSG00000253877"
"17",7,"enrichment","Micro.2","CADM4",5.71367331240325,4.42125617296933e-08,6.60295816769876e-05,12183,0.924801207405791,"ENSG00000105767"
"18",8,"enrichment","Micro.2","BCL11B",5.70656866019469,4.58064026999997e-08,6.60295816769876e-05,9574,1.29996846398393,"ENSG00000127152"
"19",9,"enrichment","Micro.2","TC2N",5.68013392665651,5.22450321481791e-08,6.60295816769876e-05,9540,1.17194236658869,"ENSG00000165929"
"20",10,"enrichment","Micro.2","KCNH8",5.67029501053822,5.48606146564697e-08,6.60295816769876e-05,2396,1.38849625503262,"ENSG00000183960"
"21",1,"enrichment","Micro.3","EIF1B-AS1",8.94277544049179,4.17110890871957e-16,5.72568119899936e-12,2469,4.20440003795161,"ENSG00000280739"
"22",2,"enrichment","Micro.3","IMPG2",4.31872405955028,2.57109204432299e-05,0.167574821535571,2699,0.82819305552382,"ENSG00000081148"
"23",3,"enrichment","Micro.3","CIC",4.23198958399321,3.66230396012759e-05,0.167574821535571,12171,0.94689506781351,"ENSG00000079432"
"24",4,"enrichment","Micro.3","FAM227A",4.02251292549091,8.4200935626658e-05,0.275683428620396,13115,0.602244757129522,"ENSG00000184949"
"25",5,"enrichment","Micro.3","TMEM30A-DT",3.97660039781525,0.000100634077002646,0.275683428620396,4776,0.756462589286634,"ENSG00000225793"
"26",6,"enrichment","Micro.3","MUSK",3.92980224253398,0.000120499786677524,0.275683428620396,6648,0.777807558156454,"ENSG00000030304"
"27",7,"enrichment","Micro.3","MYRIP",3.8873797222736,0.000141682212660619,0.277838819027473,2468,1.07825745360398,"ENSG00000170011"
"28",8,"enrichment","Micro.3","SHOC1",3.84379112300343,0.000167102811908903,0.283849620175087,6656,1.10104369082018,"ENSG00000165181"
"29",9,"enrichment","Micro.3","ENSG00000268056",3.81514468868314,0.00018610377952763,0.283849620175087,11918,0.817529503071909,"ENSG00000268056"
"30",10,"enrichment","Micro.3","LINC02812",3.75495575148276,0.000232901499285987,0.299988027374153,430,0.648559397356475,"ENSG00000230138"
"31",1,"enrichment","Micro.4","CDIN1",10.1058531614134,2.36507275134415e-19,3.24653536577012e-15,9693,3.68591886397053,"ENSG00000186073"
"32",2,"enrichment","Micro.4","MIEF1",4.51374220778315,1.13881411904046e-05,0.0781625070603417,13130,0.877019733640053,"ENSG00000100335"
"33",3,"enrichment","Micro.4","ENSG00000289353",4.05912001811698,7.29664076716688e-05,0.260829173296893,10473,0.84729031611407,"ENSG00000289353"
"34",4,"enrichment","Micro.4","GDPGP1",4.04871858036915,7.60047128423962e-05,0.260829173296893,10044,0.742327257064914,"ENSG00000183208"
"35",5,"enrichment","Micro.4","CENPK",3.97414224102504,0.000101597679312394,0.278926268784248,3864,0.746879948132058,"ENSG00000123219"
"36",6,"enrichment","Micro.4","DACT1",3.8835333504542,0.000143772124436486,0.32892665868994,9366,0.727961974646587,"ENSG00000165617"
"37",7,"enrichment","Micro.4","PTCSC2",3.83246592829004,0.000174387846565953,0.341974567115835,6601,0.475854170244982,"ENSG00000236130"
"38",8,"enrichment","Micro.4","NFS1",3.6946169192839,0.000290852829235212,0.416064734359714,12612,0.794391243356035,"ENSG00000244005"
"39",9,"enrichment","Micro.4","PAQR3",3.61738277456568,0.000385004169693397,0.416064734359714,3367,0.903340472375734,"ENSG00000163291"
"40",10,"enrichment","Micro.4","DANCR",3.51722309949887,0.000550193176421706,0.416064734359714,3295,0.751582633559723,"ENSG00000226950"
"41",1,"enrichment","Micro.5","PPFIA2",5.27909513140292,3.66007708649973e-07,1.33978341777018e-05,8602,1.22909324578766,"ENSG00000139220"
"42",2,"enrichment","Micro.5","TUBB3",4.97431516663294,1.50499675195445e-06,3.70899289301234e-05,10651,1.17472456708153,"ENSG00000258947"
"43",3,"enrichment","Micro.5","NEGR1",4.40735209193082,1.78207525634066e-05,0.000228621934988676,498,1.24549016197205,"ENSG00000172260"
"44",4,"enrichment","Micro.5","COL24A1",4.25168803450521,3.38208961531558e-05,0.000368167677632331,542,0.963295246461979,"ENSG00000171502"
"45",5,"enrichment","Micro.5","LRFN3",4.06579186007156,7.10939939115143e-05,0.000631655180856542,12062,0.697420996813505,"ENSG00000126243"
"46",6,"enrichment","Micro.5","LRRTM3",3.82138115245535,0.000181835794125905,0.00128266184273705,7081,1.07063480637886,"ENSG00000198739"
"47",7,"enrichment","Micro.5","NCAM2",3.78974944082166,0.000204682721740772,0.00140836076257422,12809,0.945946681334224,"ENSG00000154654"
"48",8,"enrichment","Micro.5","ENSG00000289731",3.74776525962182,0.000239227558987609,0.00157727027003982,4309,0.787700782985862,"ENSG00000289731"
"49",9,"enrichment","Micro.5","CADM1",3.74550516387199,0.000241235496378941,0.00158442088937499,8031,0.901574840388783,"ENSG00000182985"
"50",10,"enrichment","Micro.5","PTPRD",3.73127399785272,0.000254249761974998,0.00164394087735789,6355,0.960899338193633,"ENSG00000153707"
"51",1,"enrichment","Micro.6","EIF1B-AS1",9.3164741448204,3.90906829539337e-17,5.36597804908647e-13,2469,4.40362862203558,"ENSG00000280739"
"52",2,"enrichment","Micro.6","CDIN1",4.23377880541212,3.63643297015399e-05,0.000683798840839778,9693,1.90469439027177,"ENSG00000186073"
"53",3,"enrichment","Micro.6","ANKRD30BL",3.37887433307458,0.000889771882575589,0.00584919831640875,1866,0.830597686570095,"ENSG00000163046"
"54",4,"enrichment","Micro.6","GRIN1",3.22503137080524,0.0014924982262976,0.00838522544083052,6855,0.876567741049389,"ENSG00000176884"
"55",5,"enrichment","Micro.6","FASN",3.20546713007982,0.00159188416963147,0.00879347846942902,11378,0.677686552194331,"ENSG00000169710"
"56",6,"enrichment","Micro.6","KCNH3",3.12494250047258,0.00206912110645119,0.0106099459948657,8405,0.545474780577108,"ENSG00000135519"
"57",7,"enrichment","Micro.6","KCNC1",3.05512120630133,0.00258668603428195,0.012415188528877,7558,0.640886597982254,"ENSG00000129159"
"58",8,"enrichment","Micro.6","ENSG00000262528",2.88844128302616,0.00433979927832534,0.0179597300854905,10113,0.443960977418026,"ENSG00000262528"
"59",9,"enrichment","Micro.6","ENSG00000289155",2.85075501633452,0.0048635831803027,0.0194572247440533,4137,0.433369718934093,"ENSG00000289155"
"60",10,"enrichment","Micro.6","TUB",2.70643083014062,0.0074460459946658,0.0265692418426767,7501,0.571746930766562,"ENSG00000166402"
"61",1,"enrichment","Micro.7","MS4A4E",16.3479741849788,1.32742921554617e-37,1.13885130261264e-34,7690,4.56869120137328,"ENSG00000214787"
"62",2,"enrichment","Micro.7","CR1",16.1096896685565,6.50855714260523e-37,4.4671481948271e-34,1130,3.5691648262704,"ENSG00000203710"
"63",3,"enrichment","Micro.7","SIGLEC1",15.9164047812177,2.37098554078765e-36,1.47938720538146e-33,12490,4.13703888786786,"ENSG00000088827"
"64",4,"enrichment","Micro.7","CCDC170",15.8031252979095,5.06429892155512e-36,2.78070525184748e-33,5050,4.16529441194846,"ENSG00000120262"
"65",5,"enrichment","Micro.7","MYO5A",15.6551285584186,1.36677895048704e-35,7.21606717435986e-33,9816,1.64631657742298,"ENSG00000197535"
"66",6,"enrichment","Micro.7","CD200R1",15.4747021462833,4.59413550519557e-35,2.3356925214748e-32,2733,3.70077556100318,"ENSG00000163606"
"67",7,"enrichment","Micro.7","SNX6",15.3329340970071,1.19265991720764e-34,5.84701524411045e-32,9262,1.77881375082784,"ENSG00000129515"
"68",8,"enrichment","Micro.7","FCGR2B",15.2916310807273,1.57514680918852e-34,7.45587594818303e-32,926,3.02355961325997,"ENSG00000072694"
"69",9,"enrichment","Micro.7","JAML",15.0692503110768,7.0544606408856e-34,3.04317409503419e-31,8046,3.22547532177778,"ENSG00000160593"
"70",10,"enrichment","Micro.7","COLEC12",14.825361850685,3.6632651405509e-33,1.3233063311669e-30,11398,5.63645943407907,"ENSG00000158270"
"71",1,"enrichment","Micro.8","LINC02465",12.3976026442623,5.33364142382832e-26,1.22024826374819e-22,3533,4.97642297028125,"ENSG00000249618"
"72",2,"enrichment","Micro.8","ENSG00000287880",12.1954617561023,2.09486016305065e-25,3.19512727313292e-22,9095,4.17305782070754,"ENSG00000287880"
"73",3,"enrichment","Micro.8","ENSG00000232667",9.2970549404678,4.44285290461761e-17,2.1030014421271e-14,5452,3.97664812871212,"ENSG00000232667"
"74",4,"enrichment","Micro.8","ENSG00000286318",8.86820953466063,6.70101115582943e-16,2.55513278155752e-13,3208,3.60092670234465,"ENSG00000286318"
"75",5,"enrichment","Micro.8","ENSG00000250723",8.85843646835883,7.12461387398399e-16,2.64323174724806e-13,3231,4.020972778394,"ENSG00000250723"
"76",6,"enrichment","Micro.8","ENSG00000286376",8.18668479226,4.51166920265227e-14,1.16852232348694e-11,5194,3.67249899663705,"ENSG00000286376"
"77",7,"enrichment","Micro.8","ENSG00000288036",7.80309401514402,4.52314098449684e-13,1.0178550212162e-10,11130,3.95355959922048,"ENSG00000288036"
"78",8,"enrichment","Micro.8","CCDC178",7.50240980423989,2.65648538920297e-12,5.36258454964547e-10,11497,4.01844950289253,"ENSG00000166960"
"79",9,"enrichment","Micro.8","ENSG00000248837",7.40898041905582,4.57278401517856e-12,8.59871317484329e-10,3212,2.92716659046519,"ENSG00000248837"
"80",10,"enrichment","Micro.8","PPP1R1C",7.27634432715198,9.82787380827634e-12,1.64521004592938e-09,2033,4.03301639709546,"ENSG00000150722"
