k20,n,rank,cell_type_k20,median_sum,median_detected,median_Mito_percent,median_scDblFinder.score,passALL_metricQC,sctype,sestan_EC,snDLPFC_PEC
1,4499,1,Micro.1,4817,2342,0.04645760743321719,8.042380213737488e-4,TRUE,Oligodendrocytes,Micro.C1QB.CD83/Micro.C1QB.P2RY12*,Micro*
4,2785,2,Micro.2,2871,1685,0.0923076923076923,7.28043494746089e-4,TRUE,Oligodendrocytes,EC.L2.CUX2.IL1RAPL2*,Vip*
3,2415,3,Micro.3,1899,1255,0.13979496738117428,7.65566888730973e-4,TRUE,Oligodendrocytes,InN.LHX6.AC008415.1*,Oligo*
5,1906,4,Micro.4,4048,2117,0.05856515373352855,7.322972815018147e-4,TRUE,Oligodendrocytes,Micro.C1QB.P2RY12*,Micro*
2,1848,5,Micro.5,4471,2269,0.0576288529176506,8.238386071752757e-4,TRUE,Oligodendrocytes,Micro.C1QB.P2RY12*,Micro*
6,75,6,Micro.6,9732,4056,0.08153281695882593,0.9990853071212769,FALSE,Oligodendrocytes,NA,NA
