Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,11,-1.4448,31,1.44483
ENSG00000188976,NOC2L,32,-0.7919,55,0.79197
ENSG00000188290,HES4,239,1.56713,80,-1.5671
ENSG00000187608,ISG15,221,1.13788,100,-1.1378
ENSG00000188157,AGRN,34,-0.0673,36,0.06735
ENSG00000078808,SDF4,86,-0.1797,97,0.17975
ENSG00000176022,B3GALT6,29,-0.3677,38,0.36772
ENSG00000160087,UBE2J2,35,-0.6290,55,0.62909
ENSG00000131584,ACAP3,62,-0.6507,98,0.65076
ENSG00000127054,INTS11,56,-0.0333,58,0.03335
ENSG00000224051,CPTP,21,-0.7384,36,0.73843
ENSG00000107404,DVL1,75,-0.0606,79,0.06067
ENSG00000175756,AURKAIP1,171,0.09608,160,-0.0960
ENSG00000221978,CCNL2,71,0.64258,45,-0.6425
ENSG00000242485,MRPL20,199,0.12659,183,-0.1265
ENSG00000235098,ANKRD65,26,0.10703,24,-0.1070
ENSG00000179403,VWA1,35,-0.1761,40,0.17613
ENSG00000197785,ATAD3A,8,-1.0086,17,1.00863
ENSG00000205090,TMEM240,31,-0.6496,48,0.64965
ENSG00000160075,SSU72,175,-0.2106,203,0.21065
ENSG00000228594,FNDC10,31,-0.3509,39,0.35090
ENSG00000272106,AL691432.2,15,-0.9757,30,0.97579
ENSG00000197530,MIB2,29,-0.6691,47,0.66915
ENSG00000189339,SLC35E2B,21,-0.6207,33,0.62076
ENSG00000215790,SLC35E2A,2,-3.3299,28,3.32998
ENSG00000008130,NADK,48,0.62625,31,-0.6262
ENSG00000078369,GNB1,291,-0.6774,465,0.67748
ENSG00000187730,GABRD,56,-1.2746,135,1.27466
ENSG00000067606,PRKCZ,78,-1.4220,210,1.42204
ENSG00000162585,FAAP20,46,0.05376,45,-0.0537
ENSG00000157933,SKI,36,-0.3333,45,0.33336
ENSG00000157916,RER1,83,0.14222,76,-0.1422
ENSG00000157911,PEX10,16,-0.9689,31,0.96899
ENSG00000149527,PLCH2,5,-2.6413,32,2.64136
ENSG00000157881,PANK4,18,-0.1130,20,0.11307
ENSG00000197921,HES5,8,-1.7821,28,1.78210
ENSG00000157870,PRXL2B,49,-0.6039,75,0.60399
ENSG00000177133,PRDM16-DT,25,-0.0016,25,0.00167
ENSG00000158109,TPRG1L,154,-0.4016,203,0.40169
ENSG00000116213,WRAP73,13,-0.2205,15,0.22055
ENSG00000130764,LRRC47,36,-0.9142,68,0.91420
ENSG00000116198,CEP104,24,0.24932,20,-0.2493
ENSG00000196581,AJAP1,10,-2.1240,44,2.12404
ENSG00000069424,KCNAB2,161,-0.8291,287,0.82914
ENSG00000116254,CHD5,78,-1.1895,178,1.18959
ENSG00000116251,RPL22,1237,0.92494,651,-0.9249
ENSG00000116237,ICMT,26,-0.5689,39,0.56896
ENSG00000158292,GPR153,2,-3.3430,24,3.34302
ENSG00000097021,ACOT7,133,-0.7973,231,0.79730
ENSG00000215788,TNFRSF25,16,-0.5509,23,0.55092
ENSG00000171680,PLEKHG5,25,-0.5493,37,0.54935
ENSG00000162408,NOL9,22,-1.0185,45,1.01853
ENSG00000162413,KLHL21,18,-1.1535,40,1.15352
ENSG00000116273,PHF13,15,-0.5447,21,0.54479
ENSG00000041988,THAP3,9,-1.1997,21,1.19972
ENSG00000007923,DNAJC11,17,-1.1142,38,1.11426
ENSG00000171735,CAMTA1,195,-0.1206,212,0.12063
ENSG00000049245,VAMP3,79,1.33377,31,-1.3337
ENSG00000049246,PER3,26,-0.5532,39,0.55321
ENSG00000116288,PARK7,356,-0.0113,359,0.01138
ENSG00000116285,ERRFI1,81,2.06980,19,-2.0698
ENSG00000162426,SLC45A1,20,-0.4822,28,0.48224
ENSG00000142599,RERE,66,-0.9680,130,0.96805
ENSG00000074800,ENO1,481,-0.4574,661,0.45743
ENSG00000171612,SLC25A33,16,-1.2582,39,1.25822
ENSG00000188807,TMEM201,1,-3.6016,18,3.60162
ENSG00000171603,CLSTN1,406,-0.6835,653,0.68357
ENSG00000178585,CTNNBIP1,32,-0.0876,34,0.08768
ENSG00000162441,LZIC,46,0.42101,34,-0.4210
ENSG00000130939,UBE4B,23,-0.8824,43,0.88247
ENSG00000054523,KIF1B,139,-1.1859,316,1.18597
ENSG00000142657,PGD,46,-0.1078,49,0.10785
ENSG00000241563,CORT,25,-2.4395,137,2.43958
ENSG00000160049,DFFA,33,-0.0257,33,0.02573
ENSG00000142655,PEX14,16,-1.0060,33,1.00601
ENSG00000120948,TARDBP,85,0.28436,70,-0.2843
ENSG00000116649,SRM,69,-0.9385,133,0.93859
ENSG00000171824,EXOSC10,30,0.30696,24,-0.3069
ENSG00000198793,MTOR,38,-0.3179,47,0.31792
ENSG00000116661,FBXO2,201,-0.3041,248,0.30418
ENSG00000132879,FBXO44,98,-0.7326,164,0.73260
ENSG00000116670,MAD2L2,15,-0.8461,27,0.84614
ENSG00000177000,MTHFR,22,0.41398,16,-0.4139
ENSG00000011021,CLCN6,32,-1.1919,73,1.19197
ENSG00000116685,KIAA2013,49,0.40012,37,-0.4001
