Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000228794,LINC01128,24,0.02894,32,1.13845,12,-1.3606
ENSG00000188976,NOC2L,68,0.76866,47,0.36890,28,-0.8035
ENSG00000188290,HES4,51,-0.4469,68,-0.0100,73,0.14938
ENSG00000187608,ISG15,124,0.43452,96,0.05440,85,-0.2394
ENSG00000188157,AGRN,24,-0.1062,29,0.33396,22,-0.3268
ENSG00000078808,SDF4,80,0.11799,75,0.01781,72,-0.0630
ENSG00000176022,B3GALT6,19,-0.9031,43,0.73155,27,-0.5309
ENSG00000160087,UBE2J2,44,0.07079,44,0.12296,39,-0.1594
ENSG00000131584,ACAP3,20,-1.7602,75,0.55649,59,-0.1947
ENSG00000169972,PUSL1,0,-4.5860,14,0.41443,13,0.10456
ENSG00000127054,INTS11,59,0.48456,49,0.39447,32,-0.6625
ENSG00000224051,CPTP,25,-0.2553,37,0.72287,21,-0.7151
ENSG00000107404,DVL1,61,-0.1848,61,-0.3574,82,0.43307
ENSG00000175756,AURKAIP1,201,0.19105,179,0.00681,172,-0.0799
ENSG00000221978,CCNL2,53,0.48669,41,0.13906,33,-0.3613
ENSG00000242485,MRPL20,198,0.22773,167,-0.0860,172,0.00564
ENSG00000179403,VWA1,20,-0.8548,20,-1.3934,61,1.60030
ENSG00000197785,ATAD3A,23,0.36832,19,0.19978,15,-0.3730
ENSG00000205090,TMEM240,14,-1.4180,48,1.19248,22,-0.9267
ENSG00000160075,SSU72,85,-0.9358,184,0.58339,132,-0.3624
ENSG00000228594,FNDC10,65,0.84780,43,0.39121,25,-0.8873
ENSG00000272106,AL691432.2,48,0.87883,30,0.19803,20,-0.6610
ENSG00000197530,MIB2,40,0.24173,37,0.24557,29,-0.3670
ENSG00000189339,SLC35E2B,6,-1.3701,19,0.50008,15,-0.1914
ENSG00000215790,SLC35E2A,17,-0.1940,24,0.67865,14,-0.6868
ENSG00000008130,NADK,47,0.84221,27,-0.1536,25,-0.2206
ENSG00000078369,GNB1,292,-0.5059,456,0.41360,354,-0.2863
ENSG00000187730,GABRD,104,-0.4812,196,1.37213,68,-1.4129
ENSG00000067606,PRKCZ,152,-0.3761,217,0.39010,169,-0.2988
