metric,name,value,form
Min.,APOE_carrier,0,global
Min.,round,0,global
Min.,Sex,0,global
Min.,Visium_slide,0,global
Min.,APOE_num,1.3523126107690977e-11,global
Min.,Anc_Afr,5.204815739067215e-12,global
Min.,Age,3.2420368818581904e-11,global
Min.,Rin,6.139957637289539e-14,global
Min.,ncells,5.551603852071636e-9,global
Min.,Residuals,0.03158986655164999,global
1st Qu.,APOE_carrier,0,global
1st Qu.,round,0,global
1st Qu.,Sex,0,global
1st Qu.,Visium_slide,0,global
1st Qu.,APOE_num,0.00475783535567921,global
1st Qu.,Anc_Afr,0.004928376755354,global
1st Qu.,Age,0.00250883282496139,global
1st Qu.,Rin,0.004759793385948757,global
1st Qu.,ncells,0.014252615641397147,global
1st Qu.,Residuals,0.5500857907287764,global
Median,APOE_carrier,0,global
Median,round,0,global
Median,Sex,0,global
Median,Visium_slide,3.0822845884031176e-11,global
Median,APOE_num,0.02165010488099577,global
Median,Anc_Afr,0.017153122113309056,global
Median,Age,0.01191026513839001,global
Median,Rin,0.02062144236400008,global
Median,ncells,0.05751302888775919,global
Median,Residuals,0.694911475500887,global
Mean,APOE_carrier,0.007982999010105248,global
Mean,round,0.008837866103974202,global
Mean,Sex,0.011554636512385995,global
Mean,Visium_slide,0.06453050819834498,global
Mean,APOE_num,0.03626874312017718,global
Mean,Anc_Afr,0.031032996552227653,global
Mean,Age,0.03027100210342188,global
Mean,Rin,0.04070641334098312,global
Mean,ncells,0.097907826689933,global
Mean,Residuals,0.6709070083684467,global
3rd Qu.,APOE_carrier,0,global
3rd Qu.,round,1.5747095554505911e-12,global
3rd Qu.,Sex,0,global
3rd Qu.,Visium_slide,0.10267347530541727,global
3rd Qu.,APOE_num,0.05067683566925114,global
3rd Qu.,Anc_Afr,0.044708597090029466,global
3rd Qu.,Age,0.0376875946159865,global
3rd Qu.,Rin,0.05396166421642322,global
3rd Qu.,ncells,0.15071300479858052,global
3rd Qu.,Residuals,0.8139067906891101,global
Max.,APOE_carrier,0.5865899830523952,global
Max.,round,0.4429212400551957,global
Max.,Sex,0.8966745884897848,global
Max.,Visium_slide,0.9591664209810736,global
Max.,APOE_num,0.49646032455054817,global
Max.,Anc_Afr,0.45835429516245124,global
Max.,Age,0.4551297778384656,global
Max.,Rin,0.5039919921159062,global
Max.,ncells,0.6308052472452749,global
Max.,Residuals,0.9946292046685689,global
Min.,APOE_carrier,0,carrier_i
Min.,APOE_carrier:Anc_Afr,0,carrier_i
Min.,APOE_carrier:Sex,0,carrier_i
Min.,round,0,carrier_i
Min.,Visium_slide,0,carrier_i
Min.,Anc_Afr,2.6218641564767066e-27,carrier_i
Min.,Age,8.09487574684869e-33,carrier_i
Min.,Rin,6.413308898737948e-31,carrier_i
Min.,ncells,1.34785562895458e-34,carrier_i
Min.,Residuals,1.3297159413049964e-15,carrier_i
1st Qu.,APOE_carrier,0,carrier_i
1st Qu.,APOE_carrier:Anc_Afr,0,carrier_i
1st Qu.,APOE_carrier:Sex,0,carrier_i
1st Qu.,round,0,carrier_i
1st Qu.,Visium_slide,0,carrier_i
1st Qu.,Anc_Afr,0.004984150132716358,carrier_i
1st Qu.,Age,0.0011211633667342561,carrier_i
1st Qu.,Rin,0.0035829220393477435,carrier_i
1st Qu.,ncells,0.009212850667663816,carrier_i
1st Qu.,Residuals,0.34955827096277764,carrier_i
Median,APOE_carrier,0,carrier_i
Median,APOE_carrier:Anc_Afr,1.1896167397130013e-10,carrier_i
Median,APOE_carrier:Sex,0,carrier_i
Median,round,0,carrier_i
Median,Visium_slide,4.531032058475218e-11,carrier_i
Median,Anc_Afr,0.01901753864243535,carrier_i
Median,Age,0.008942411447779405,carrier_i
Median,Rin,0.019672618506626,carrier_i
Median,ncells,0.05509801981194832,carrier_i
Median,Residuals,0.5773836725263134,carrier_i
Mean,APOE_carrier,0.014945811395881657,carrier_i
Mean,APOE_carrier:Anc_Afr,0.1639182772387283,carrier_i
Mean,APOE_carrier:Sex,0.018019007738741363,carrier_i
Mean,round,0.00865590874485928,carrier_i
Mean,Visium_slide,0.059688904814122534,carrier_i
Mean,Anc_Afr,0.03338764123384053,carrier_i
Mean,Age,0.028516203387294835,carrier_i
Mean,Rin,0.039657627424775514,carrier_i
Mean,ncells,0.09863573774969953,carrier_i
Mean,Residuals,0.5345748802720565,carrier_i
3rd Qu.,APOE_carrier,3.6625271896814505e-7,carrier_i
3rd Qu.,APOE_carrier:Anc_Afr,0.1854829480215018,carrier_i
3rd Qu.,APOE_carrier:Sex,9.126120376112927e-12,carrier_i
3rd Qu.,round,2.72158217510407e-12,carrier_i
3rd Qu.,Visium_slide,0.09202751863677025,carrier_i
3rd Qu.,Anc_Afr,0.045978200412202644,carrier_i
3rd Qu.,Age,0.034955205912503756,carrier_i
3rd Qu.,Rin,0.0527805550244592,carrier_i
3rd Qu.,ncells,0.1563468835396923,carrier_i
3rd Qu.,Residuals,0.7675404684565653,carrier_i
Max.,APOE_carrier,0.6521434901051778,carrier_i
Max.,APOE_carrier:Anc_Afr,0.9999999999999986,carrier_i
Max.,APOE_carrier:Sex,0.8034072571828292,carrier_i
Max.,round,0.4759435114444516,carrier_i
Max.,Visium_slide,0.7351785618854387,carrier_i
Max.,Anc_Afr,0.45704568135391854,carrier_i
Max.,Age,0.48039034371404604,carrier_i
Max.,Rin,0.49805215453693946,carrier_i
Max.,ncells,0.6352137701797451,carrier_i
Max.,Residuals,0.9974410201752074,carrier_i
Min.,APOE_num:Sex,0,numeric_i
Min.,round,0,numeric_i
Min.,Sex,0,numeric_i
Min.,Visium_slide,0,numeric_i
Min.,APOE_num,4.2230377202876155e-10,numeric_i
Min.,Age,1.8988361331203128e-11,numeric_i
Min.,Rin,5.683120059862823e-10,numeric_i
Min.,ncells,1.2344259726519431e-12,numeric_i
Min.,APOE_num:Anc_Afr,2.585336876499917e-10,numeric_i
Min.,Residuals,5.491537140101905e-4,numeric_i
1st Qu.,APOE_num:Sex,0,numeric_i
1st Qu.,round,0,numeric_i
1st Qu.,Sex,0,numeric_i
1st Qu.,Visium_slide,0,numeric_i
1st Qu.,APOE_num,0.008069145294009624,numeric_i
1st Qu.,Age,0.002211342249087766,numeric_i
1st Qu.,Rin,0.0034920395370572747,numeric_i
1st Qu.,ncells,0.011963225964147868,numeric_i
1st Qu.,APOE_num:Anc_Afr,0.005218103397915969,numeric_i
1st Qu.,Residuals,0.5092839464170339,numeric_i
Median,APOE_num:Sex,0,numeric_i
Median,round,0,numeric_i
Median,Sex,0,numeric_i
Median,Visium_slide,2.991032651741348e-11,numeric_i
Median,APOE_num,0.030924259713374414,numeric_i
Median,Age,0.011200116083502123,numeric_i
Median,Rin,0.014926656601332449,numeric_i
Median,ncells,0.05143919735491178,numeric_i
Median,APOE_num:Anc_Afr,0.020884346838797373,numeric_i
Median,Residuals,0.6601201658185671,numeric_i
Mean,APOE_num:Sex,0.037087015001332956,numeric_i
Mean,round,0.010661641524050074,numeric_i
Mean,Sex,0.014712163926960339,numeric_i
Mean,Visium_slide,0.06510511692413525,numeric_i
Mean,APOE_num,0.04602120655631062,numeric_i
Mean,Age,0.02906247441501502,numeric_i
Mean,Rin,0.03435112788785229,numeric_i
Mean,ncells,0.08858741330208242,numeric_i
Mean,APOE_num:Anc_Afr,0.034271275247542574,numeric_i
Mean,Residuals,0.6401405652147185,numeric_i
3rd Qu.,APOE_num:Sex,0.016823530184096595,numeric_i
3rd Qu.,round,1.7956264006223074e-12,numeric_i
3rd Qu.,Sex,0,numeric_i
3rd Qu.,Visium_slide,0.10504331841368644,numeric_i
3rd Qu.,APOE_num,0.07079782896737968,numeric_i
3rd Qu.,Age,0.03566693405272805,numeric_i
3rd Qu.,Rin,0.043498503526536725,numeric_i
3rd Qu.,ncells,0.13433212699770558,numeric_i
3rd Qu.,APOE_num:Anc_Afr,0.04979838875175313,numeric_i
3rd Qu.,Residuals,0.7945739978508132,numeric_i
Max.,APOE_num:Sex,0.9741115728398823,numeric_i
Max.,round,0.4344143667134959,numeric_i
Max.,Sex,0.8982787101882497,numeric_i
Max.,Visium_slide,0.9592416014538229,numeric_i
Max.,APOE_num,0.35710263533513054,numeric_i
Max.,Age,0.4376762537626064,numeric_i
Max.,Rin,0.5011850499232999,numeric_i
Max.,ncells,0.6013738287964551,numeric_i
Max.,APOE_num:Anc_Afr,0.40156087324383527,numeric_i
Max.,Residuals,0.9954645983081756,numeric_i
