metric,name,value,form
Min.,APOE_carrier,0,global
Min.,round,0,global
Min.,Sex,0,global
Min.,Visium_slide,0,global
Min.,APOE_num,2.498488423309533e-12,global
Min.,Anc_Afr,1.8964064712978607e-9,global
Min.,Age,1.31466756697634e-11,global
Min.,Rin,6.161677542270799e-11,global
Min.,ncells,1.09502321332386e-10,global
Min.,Residuals,0.015233215301113831,global
1st Qu.,APOE_carrier,0,global
1st Qu.,round,0,global
1st Qu.,Sex,0,global
1st Qu.,Visium_slide,0,global
1st Qu.,APOE_num,0.0031376702752884704,global
1st Qu.,Anc_Afr,0.0036049856266577845,global
1st Qu.,Age,0.00355423377254288,global
1st Qu.,Rin,0.006347098545212615,global
1st Qu.,ncells,0.007812260288692868,global
1st Qu.,Residuals,0.5855086010388595,global
Median,APOE_carrier,0,global
Median,round,0,global
Median,Sex,0,global
Median,Visium_slide,2.1520341745415945e-11,global
Median,APOE_num,0.01444598133260644,global
Median,Anc_Afr,0.014765248971397882,global
Median,Age,0.015120993345106873,global
Median,Rin,0.022446266820401968,global
Median,ncells,0.030841061419148885,global
Median,Residuals,0.7382713888723731,global
Mean,APOE_carrier,0.010549620442512012,global
Mean,round,0.015984899166019154,global
Mean,Sex,0.012128952620272882,global
Mean,Visium_slide,0.06526994023892002,global
Mean,APOE_num,0.03225711139735779,global
Mean,Anc_Afr,0.028468623132123123,global
Mean,Age,0.033892412166621366,global
Mean,Rin,0.04036985293534453,global
Mean,ncells,0.06153406654020584,global
Mean,Residuals,0.6995445213606233,global
3rd Qu.,APOE_carrier,0,global
3rd Qu.,round,7.111679653600846e-11,global
3rd Qu.,Sex,0,global
3rd Qu.,Visium_slide,0.10180525175402452,global
3rd Qu.,APOE_num,0.04400964786108566,global
3rd Qu.,Anc_Afr,0.03821056765686293,global
3rd Qu.,Age,0.044959973952834395,global
3rd Qu.,Rin,0.05883047219770252,global
3rd Qu.,ncells,0.08217806208828508,global
3rd Qu.,Residuals,0.846813495812134,global
Max.,APOE_carrier,0.5803682659375714,global
Max.,round,0.5257506999055978,global
Max.,Sex,0.8856760867923985,global
Max.,Visium_slide,0.9541425059716077,global
Max.,APOE_num,0.46439595356808455,global
Max.,Anc_Afr,0.5148163389820825,global
Max.,Age,0.4560560692816081,global
Max.,Rin,0.4861471755013237,global
Max.,ncells,0.7225368781326137,global
Max.,Residuals,0.9992361779925852,global
Min.,APOE_carrier,0,carrier_i
Min.,APOE_carrier:Anc_Afr,0,carrier_i
Min.,APOE_carrier:Sex,0,carrier_i
Min.,round,0,carrier_i
Min.,Visium_slide,0,carrier_i
Min.,Anc_Afr,4.480570119056865e-31,carrier_i
Min.,Age,2.87683035510601e-32,carrier_i
Min.,Rin,6.481874303439503e-33,carrier_i
Min.,ncells,7.236906322900935e-33,carrier_i
Min.,Residuals,9.91767064946426e-16,carrier_i
1st Qu.,APOE_carrier,0,carrier_i
1st Qu.,APOE_carrier:Anc_Afr,0,carrier_i
1st Qu.,APOE_carrier:Sex,0,carrier_i
1st Qu.,round,0,carrier_i
1st Qu.,Visium_slide,0,carrier_i
1st Qu.,Anc_Afr,0.003566182226408949,carrier_i
1st Qu.,Age,0.0013562396487382684,carrier_i
1st Qu.,Rin,0.0028237107744430658,carrier_i
1st Qu.,ncells,0.0034314858709194257,carrier_i
1st Qu.,Residuals,0.3725220453377901,carrier_i
Median,APOE_carrier,0,carrier_i
Median,APOE_carrier:Anc_Afr,2.5443979034329037e-12,carrier_i
Median,APOE_carrier:Sex,0,carrier_i
Median,round,0,carrier_i
Median,Visium_slide,7.212504851023095e-12,carrier_i
Median,Anc_Afr,0.015191199663976002,carrier_i
Median,Age,0.011978845547347012,carrier_i
Median,Rin,0.018690953799891167,carrier_i
Median,ncells,0.02505166299409989,carrier_i
Median,Residuals,0.6451088885383682,carrier_i
Mean,APOE_carrier,0.011715828740075894,carrier_i
Mean,APOE_carrier:Anc_Afr,0.16913381450743117,carrier_i
Mean,APOE_carrier:Sex,0.014715437551114704,carrier_i
Mean,round,0.01664185637347811,carrier_i
Mean,Visium_slide,0.060783105922954654,carrier_i
Mean,Anc_Afr,0.03126160611435988,carrier_i
Mean,Age,0.03118546514397679,carrier_i
Mean,Rin,0.03567307521755621,carrier_i
Mean,ncells,0.058117424695817974,carrier_i
Mean,Residuals,0.5707723857332346,carrier_i
3rd Qu.,APOE_carrier,2.3416759523492815e-10,carrier_i
3rd Qu.,APOE_carrier:Anc_Afr,0.20123853743539635,carrier_i
3rd Qu.,APOE_carrier:Sex,1.9807653592471623e-13,carrier_i
3rd Qu.,round,1.270123869816754e-10,carrier_i
3rd Qu.,Visium_slide,0.08979874673512869,carrier_i
3rd Qu.,Anc_Afr,0.04240028434664644,carrier_i
3rd Qu.,Age,0.041980010111720534,carrier_i
3rd Qu.,Rin,0.05091046520584473,carrier_i
3rd Qu.,ncells,0.07781230160639256,carrier_i
3rd Qu.,Residuals,0.8173000890505393,carrier_i
Max.,APOE_carrier,0.7786486468016234,carrier_i
Max.,APOE_carrier:Anc_Afr,0.9999999999999952,carrier_i
Max.,APOE_carrier:Sex,0.8753459044054577,carrier_i
Max.,round,0.5224345487701282,carrier_i
Max.,Visium_slide,0.8123581478886822,carrier_i
Max.,Anc_Afr,0.5151966082168421,carrier_i
Max.,Age,0.4584741568208688,carrier_i
Max.,Rin,0.48984959692995256,carrier_i
Max.,ncells,0.6277639327328993,carrier_i
Max.,Residuals,0.9974025472918256,carrier_i
Min.,APOE_num:Sex,0,numeric_i
Min.,round,0,numeric_i
Min.,Sex,0,numeric_i
Min.,Visium_slide,0,numeric_i
Min.,APOE_num,6.420824099224807e-11,numeric_i
Min.,Age,6.2031507929639685e-12,numeric_i
Min.,Rin,1.3566783521810912e-12,numeric_i
Min.,ncells,8.111287319573846e-10,numeric_i
Min.,APOE_num:Anc_Afr,8.192743598398192e-12,numeric_i
Min.,Residuals,0.002995434991833388,numeric_i
1st Qu.,APOE_num:Sex,0,numeric_i
1st Qu.,round,0,numeric_i
1st Qu.,Sex,0,numeric_i
1st Qu.,Visium_slide,0,numeric_i
1st Qu.,APOE_num,0.005080374079520754,numeric_i
1st Qu.,Age,0.0028764140189478597,numeric_i
1st Qu.,Rin,0.004496508118659125,numeric_i
1st Qu.,ncells,0.005899338743999636,numeric_i
1st Qu.,APOE_num:Anc_Afr,0.004423350614754665,numeric_i
1st Qu.,Residuals,0.5563344707202196,numeric_i
Median,APOE_num:Sex,0,numeric_i
Median,round,0,numeric_i
Median,Sex,0,numeric_i
Median,Visium_slide,1.2390024766545326e-10,numeric_i
Median,APOE_num,0.020276353833798652,numeric_i
Median,Age,0.013288118135507804,numeric_i
Median,Rin,0.01921225052968205,numeric_i
Median,ncells,0.026089448741262213,numeric_i
Median,APOE_num:Anc_Afr,0.01808297127092933,numeric_i
Median,Residuals,0.7138058217974885,numeric_i
Mean,APOE_num:Sex,0.029934445975077408,numeric_i
Mean,round,0.016416873109420135,numeric_i
Mean,Sex,0.010891528350404939,numeric_i
Mean,Visium_slide,0.0695084251370017,numeric_i
Mean,APOE_num,0.0355930129913579,numeric_i
Mean,Age,0.03141070347420729,numeric_i
Mean,Rin,0.0357373080255236,numeric_i
Mean,ncells,0.057005763283724746,numeric_i
Mean,APOE_num:Anc_Afr,0.032764303678293256,numeric_i
Mean,Residuals,0.680737635974989,numeric_i
3rd Qu.,APOE_num:Sex,0.008139144793518478,numeric_i
3rd Qu.,round,3.3999937201576427e-11,numeric_i
3rd Qu.,Sex,0,numeric_i
3rd Qu.,Visium_slide,0.10936489260288453,numeric_i
3rd Qu.,APOE_num,0.05173410882632815,numeric_i
3rd Qu.,Age,0.04035433846810761,numeric_i
3rd Qu.,Rin,0.05044588029526893,numeric_i
3rd Qu.,ncells,0.07564265745158502,numeric_i
3rd Qu.,APOE_num:Anc_Afr,0.046712049774073464,numeric_i
3rd Qu.,Residuals,0.8337636324074591,numeric_i
Max.,APOE_num:Sex,0.9707149277547292,numeric_i
Max.,round,0.5415645411075256,numeric_i
Max.,Sex,0.8808254491946848,numeric_i
Max.,Visium_slide,0.9534062492567188,numeric_i
Max.,APOE_num,0.4013357660729346,numeric_i
Max.,Age,0.46231506704644343,numeric_i
Max.,Rin,0.4743175642600058,numeric_i
Max.,ncells,0.731770298426703,numeric_i
Max.,APOE_num:Anc_Afr,0.3949035928152424,numeric_i
Max.,Residuals,0.9960413085960661,numeric_i
