Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to9,Feature log2 fold change topic 5to9
ENSG00000132879,FBXO44,4,-5.5635,331,1.68650,122,-1.0245
ENSG00000011021,CLCN6,23,-2.0234,102,0.33386,92,0.16505
ENSG00000116685,KIAA2013,152,1.82124,52,-0.0934,37,-1.0618
ENSG00000116688,MFN2,86,-0.4661,150,0.61178,101,-0.4149
ENSG00000048707,VPS13D,290,2.00807,92,-0.0928,60,-1.2390
ENSG00000162496,DHRS3,328,2.23143,21,-2.6784,99,0.01236
ENSG00000116731,PRDM2,81,0.09757,117,1.07354,50,-1.0941
ENSG00000142634,EFHD2,84,0.62151,66,0.28918,48,-0.5564
ENSG00000116786,PLEKHM2,15,-2.7076,97,0.18348,100,0.37856
ENSG00000065526,SPEN,287,2.01812,72,-0.5574,70,-0.8453
ENSG00000055070,SZRD1,1,-4.9557,10,-2.4221,64,3.02761
ENSG00000159363,ATP13A2,79,-0.8334,154,0.31626,132,-0.0279
ENSG00000117118,SDHB,1,-5.6363,75,0.42694,67,0.23609
ENSG00000117115,PADI2,48,-0.4888,43,-0.8072,81,0.87289
ENSG00000117154,IGSF21,30,-1.3589,138,1.75817,43,-1.3757
ENSG00000159423,ALDH4A1,1,-5.1960,4,-3.9163,80,4.44393
ENSG00000053372,MRTO4,16,-1.6834,72,0.95435,41,-0.4926
ENSG00000053371,AKR7A2,1,-5.2155,39,-0.3547,60,1.00898
ENSG00000077549,CAPZB,220,-0.1900,259,0.10598,245,-0.0242
ENSG00000173436,MICOS10,67,-1.5718,215,0.31930,193,0.11691
ENSG00000158747,NBL1,636,1.47814,232,-0.3422,226,-0.5598
ENSG00000162545,CAMK2N1,433,-1.1585,1073,0.37710,905,-0.0133
ENSG00000158828,PINK1,238,-0.6609,435,0.42065,342,-0.1729
ENSG00000127483,HP1BP3,125,-0.7507,204,0.02152,216,0.22822
ENSG00000075151,EIF4G3,38,-1.5258,141,0.78610,91,-0.3485
ENSG00000076864,RAP1GAP,42,-1.9964,286,1.68475,98,-1.1951
ENSG00000090686,USP48,165,1.95495,47,-0.3493,39,-0.9568
ENSG00000070831,CDC42,237,0.13671,269,0.48813,183,-0.5128
ENSG00000169641,LUZP1,242,1.86992,91,0.13585,51,-1.3317
ENSG00000125944,HNRNPR,60,-0.7522,108,0.22769,98,0.03560
ENSG00000142676,RPL11,940,0.97434,329,-0.9386,568,0.23863
ENSG00000057757,PITHD1,1,-6.5952,187,1.06779,107,-0.3971
ENSG00000011009,LYPLA2,2,-4.8933,90,1.21277,46,-0.5590
ENSG00000189266,PNRC2,39,-0.7243,57,-0.1539,69,0.38187
ENSG00000188529,SRSF10,12,-1.9191,46,0.06799,50,0.40961
ENSG00000001461,NIPAL3,70,0.21553,74,0.42816,52,-0.4890
ENSG00000133226,SRRM1,230,2.02652,42,-1.1383,65,-0.4520
ENSG00000169504,CLIC4,389,3.28050,5,-4.4756,60,-0.7311
ENSG00000117614,SYF2,58,-0.2633,55,-0.4430,78,0.48804
ENSG00000117616,RSRP1,154,1.42677,54,-0.4829,59,-0.4086
ENSG00000183726,TMEM50A,177,0.75954,134,0.39061,87,-0.7320
ENSG00000162430,SELENON,175,1.21040,90,0.08915,67,-0.7377
ENSG00000117640,MTFR1L,49,-0.9536,114,0.51830,85,-0.1944
ENSG00000117632,STMN1,270,-1.0335,837,1.19537,384,-0.8550
ENSG00000158008,EXTL1,9,-3.2042,114,0.94538,69,-0.3445
ENSG00000142669,SH3BGRL3,125,-0.7571,221,0.19261,207,0.06999
ENSG00000198830,HMGN2,205,0.41547,120,-0.5713,173,0.29512
ENSG00000117713,ARID1A,1,-5.8278,102,0.85916,67,-0.1937
ENSG00000090273,NUDC,115,-0.3030,175,0.53430,122,-0.3911
ENSG00000253368,TRNP1,1,-5.0103,45,0.25276,45,0.40153
ENSG00000142784,WDTC1,196,1.53695,76,-0.1545,62,-0.7648
ENSG00000186501,TMEM222,36,-1.5313,144,0.93379,83,-0.4951
ENSG00000158195,WASF2,69,0.52809,27,-1.1717,60,0.67144
ENSG00000126705,AHDC1,188,1.40634,99,0.38686,53,-1.1783
ENSG00000126709,IFI6,443,1.18287,156,-0.7089,218,-0.0632
ENSG00000117758,STX12,56,-0.8017,91,-0.0573,103,0.31454
ENSG00000126698,DNAJC8,56,-1.1037,107,-0.1112,128,0.43733
ENSG00000130770,ATP5IF1,272,0.41159,269,0.54772,166,-0.6981
ENSG00000198492,YTHDF2,17,-2.0721,78,0.41611,67,0.09030
ENSG00000116350,SRSF4,123,1.11203,73,0.27008,47,-0.8402
ENSG00000162512,SDC3,118,-1.1453,243,-0.0202,272,0.36170
ENSG00000134644,PUM1,77,-1.2207,259,1.04503,135,-0.6622
ENSG00000121766,ZCCHC17,2,-5.8127,160,1.06134,91,-0.3960
ENSG00000121769,FABP3,31,-1.2648,126,1.51209,46,-1.1349
ENSG00000162517,PEF1,3,-4.5963,106,0.63060,82,0.01734
ENSG00000121753,ADGRB2,93,-1.8364,416,0.73134,282,-0.2491
ENSG00000184007,PTP4A2,203,0.06694,163,-0.3750,213,0.29897
ENSG00000121774,KHDRBS1,186,0.37940,181,0.47206,119,-0.6078
ENSG00000025800,KPNA6,25,-0.9256,39,-0.3330,54,0.59730
ENSG00000084623,EIF3I,151,0.33522,138,0.25727,108,-0.3812
ENSG00000175130,MARCKSL1,11,-4.3279,105,-1.2341,294,1.85136
ENSG00000160058,BSDC1,98,0.25412,90,0.14672,78,-0.2413
ENSG00000162521,RBBP4,87,-0.0385,74,-0.3831,98,0.34993
ENSG00000134684,YARS,139,0.79758,99,0.29752,68,-0.6646
ENSG00000121905,HPCA,10,-4.2934,311,1.35424,144,-0.7133
ENSG00000121900,TMEM54,13,-1.6330,30,-0.5106,49,0.91062
ENSG00000134686,PHC2,244,1.60762,93,-0.1023,71,-0.8685
ENSG00000116544,DLGAP3,53,-1.4950,175,0.53975,134,-0.1102
ENSG00000116560,SFPQ,272,0.89484,139,-0.2941,150,-0.1963
ENSG00000146463,ZMYM4,79,0.68643,55,0.12522,45,-0.4395
ENSG00000142687,KIAA0319L,160,1.14506,99,0.42299,56,-1.0153
ENSG00000020129,NCDN,187,-1.6693,974,1.52338,369,-1.0744
ENSG00000126067,PSMB2,77,-0.7492,155,0.52587,113,-0.2514
ENSG00000142686,C1orf216,52,-0.8157,146,1.34390,58,-1.0627
ENSG00000092847,AGO1,71,0.47864,63,0.39039,43,-0.5779
ENSG00000054116,TRAPPC3,150,1.21248,91,0.46517,49,-1.1082
ENSG00000116871,MAP7D1,276,0.32563,273,0.42780,188,-0.5390
ENSG00000054118,THRAP3,1,-5.8998,114,1.00822,67,-0.3422
ENSG00000116898,MRPS15,1,-4.9782,41,0.09231,46,0.56069
ENSG00000163875,MEAF6,1,-5.8084,158,1.36479,73,-0.6997
ENSG00000197982,C1orf122,155,-0.7518,207,-0.3824,293,0.59449
ENSG00000116954,RRAGC,86,0.58429,62,0.06337,54,-0.3276
ENSG00000174574,AKIRIN1,26,-2.0011,144,0.94933,84,-0.4460
ENSG00000168653,NDUFS5,213,-1.0218,460,0.26612,417,0.06414
ENSG00000127603,MACF1,802,1.71405,171,-1.1285,288,-0.1888
ENSG00000090621,PABPC4,200,1.12158,103,-0.0005,84,-0.5943
ENSG00000116983,HPCAL4,68,-2.8813,638,0.82372,419,-0.2421
ENSG00000168389,MFSD2A,64,0.08096,39,-0.8608,73,0.68243
ENSG00000131236,CAP1,292,1.03081,171,0.15891,126,-0.6797
ENSG00000131238,PPT1,157,0.09689,148,0.00108,146,-0.0406
ENSG00000084073,ZMPSTE24,73,0.36850,57,-0.0669,57,-0.1025
ENSG00000084070,SMAP2,200,0.78053,166,0.65349,87,-1.0099
ENSG00000117016,RIMS3,14,-2.8009,119,0.58372,92,-0.0089
ENSG00000066136,NFYC,1,-5.1550,71,1.13911,38,-0.4812
ENSG00000198815,FOXJ3,152,0.96443,121,0.81463,52,-1.3046
ENSG00000065978,YBX1,400,2.41769,59,-1.2015,84,-0.7818
ENSG00000117394,SLC2A1,690,1.77601,33,-3.4731,302,0.61670
ENSG00000142949,PTPRF,59,-1.7181,243,0.71964,165,-0.2536
ENSG00000126091,ST3GAL3,3,-4.1967,94,1.19615,48,-0.5573
ENSG00000117408,IPO13,136,0.59380,86,-0.2216,93,-0.0837
ENSG00000117410,ATP6V0B,104,-1.7218,453,0.85877,278,-0.3915
ENSG00000117411,B4GALT2,39,-1.5644,93,-0.2869,128,0.69168
ENSG00000117419,ERI3,89,-1.0409,210,0.43843,168,-0.0974
ENSG00000187147,RNF220,158,0.67976,126,0.41526,82,-0.7101
ENSG00000142937,RPS8,851,0.60513,373,-0.9109,671,0.44703
ENSG00000126088,UROD,15,-2.2619,47,-0.6905,88,1.17261
ENSG00000117450,PRDX1,346,-0.2344,292,-0.6403,477,0.64199
ENSG00000085998,POMGNT1,19,-2.0145,98,0.68593,69,-0.1821
ENSG00000132128,LRRC41,32,-1.2004,92,0.65602,64,-0.2772
ENSG00000173660,UQCRH,144,-1.1098,370,0.53453,278,-0.1762
ENSG00000123472,ATPAF1,7,-4.2902,107,-0.3414,162,0.97471
ENSG00000159658,EFCAB14,62,-0.8116,83,-0.4494,124,0.67047
ENSG00000162368,CMPK1,106,-0.0990,95,-0.3593,125,0.35405
ENSG00000162374,ELAVL4,26,-2.8935,312,1.51241,126,-0.9334
ENSG00000123091,RNF11,174,-1.4381,615,0.80392,388,-0.3806
ENSG00000085832,EPS15,29,-2.5042,179,0.39543,157,0.15380
ENSG00000078618,NRDC,83,0.03548,117,0.88455,59,-0.8683
ENSG00000169213,RAB3B,26,-2.6634,258,1.35403,116,-0.7899
ENSG00000134717,BTF3L4,1,-5.6729,87,0.60345,68,0.06025
ENSG00000162378,ZYG11B,77,-1.2934,283,1.20951,131,-0.8158
ENSG00000116171,SCP2,104,-0.3485,116,-0.2226,142,0.32732
ENSG00000157193,LRP8,46,-0.2776,44,-0.4286,63,0.48101
ENSG00000116209,TMEM59,4,-5.2696,140,-0.1836,190,0.83986
ENSG00000116221,MRPL37,56,0.04417,53,-0.0773,56,0.05116
ENSG00000157216,SSBP3,134,-0.6216,267,0.70784,169,-0.4644
ENSG00000116133,DHCR24,133,-0.4407,311,1.53883,102,-1.3871
ENSG00000162407,PLPP3,32,-3.4115,51,-3.0749,515,3.46343
ENSG00000162409,PRKAA2,119,0.97407,96,0.87361,39,-1.3780
ENSG00000177606,JUN,117,-1.1079,170,-0.6762,303,0.94788
ENSG00000162599,NFIA,598,1.59998,72,-2.1780,272,0.41940
ENSG00000162604,TM2D1,6,-3.5311,42,-0.8000,86,1.39059
ENSG00000116641,DOCK7,87,0.71605,32,-1.0602,65,0.48466
ENSG00000079739,PGM1,1,-5.2791,23,-1.4335,74,2.07676
ENSG00000158966,CACHD1,17,-1.5398,35,-0.6022,60,0.97698
ENSG00000162434,JAK1,182,1.22468,84,-0.1205,73,-0.5597
ENSG00000162433,AK4,34,-1.8537,115,0.02866,129,0.43853
ENSG00000116675,DNAJC6,272,-0.5128,557,0.96503,288,-0.7550
ENSG00000213625,LEPROT,228,1.78255,33,-1.6982,85,0.05984
ENSG00000184588,PDE4B,134,0.51014,91,-0.1682,96,-0.0851
ENSG00000118473,SGIP1,166,0.48632,147,0.39006,101,-0.5815
ENSG00000142864,SERBP1,418,1.62625,110,-0.8199,150,-0.3170
ENSG00000116729,WLS,114,-0.2674,65,-1.3743,181,1.21905
ENSG00000033122,LRRC7,115,0.22127,159,1.14624,63,-1.2309
ENSG00000116754,SRSF11,368,1.33514,162,-0.1015,136,-0.6560
ENSG00000132485,ZRANB2,120,0.15202,146,0.68943,85,-0.7187
ENSG00000172260,NEGR1,134,-0.0578,201,0.90015,102,-0.8465
ENSG00000178965,ERICH3,47,-0.2104,93,1.41573,32,-1.3374
ENSG00000117069,ST6GALNAC5,44,-0.4275,95,1.24372,39,-1.0722
ENSG00000154027,AK5,214,-0.0081,375,1.47351,119,-1.4889
ENSG00000077254,USP33,104,0.06210,89,-0.2429,106,0.18857
ENSG00000180488,MIGA1,83,0.12304,101,0.63827,61,-0.6550
ENSG00000162613,FUBP1,68,0.07927,81,0.51772,54,-0.5175
ENSG00000162616,DNAJB4,149,1.22907,61,-0.3488,64,-0.3712
ENSG00000137941,TTLL7,278,1.13690,161,0.25759,106,-0.8454
ENSG00000142875,PRKACB,245,-0.4436,452,0.80298,262,-0.6119
ENSG00000174021,GNG5,1,-5.8260,21,-2.1920,116,2.83482
ENSG00000117155,SSX2IP,249,1.20528,166,0.69319,73,-1.3486
ENSG00000162642,C1orf52,53,-0.7730,125,0.88631,70,-0.6025
ENSG00000153904,DDAH1,212,-1.0074,254,-0.9067,530,1.11976
ENSG00000097033,SH3GLB1,99,0.75805,34,-1.1815,73,0.53871
ENSG00000183291,SELENOF,100,-0.0695,89,-0.3290,115,0.31644
ENSG00000153936,HS2ST1,98,0.50936,81,0.25351,62,-0.4634
ENSG00000143013,LMO4,70,-3.3487,1014,1.13850,538,-0.5306
ENSG00000197147,LRRC8B,3,-5.1019,187,1.26973,92,-0.6127
ENSG00000162664,ZNF326,72,0.27296,74,0.45001,51,-0.5361
ENSG00000122482,ZNF644,271,2.57843,44,-0.9182,46,-1.1312
ENSG00000189195,BTBD8,67,-1.0477,202,1.08965,100,-0.7435
ENSG00000122406,RPL5,459,0.71939,268,-0.2287,285,-0.1471
ENSG00000117505,DR1,66,0.10740,54,-0.2683,65,0.19102
ENSG00000117528,ABCD3,1,-5.3747,49,-0.2848,71,0.94195
ENSG00000117525,F3,351,1.96664,14,-3.5484,135,0.45086
ENSG00000117519,CNN3,217,-0.0643,119,-1.2194,291,1.01534
ENSG00000152078,TLCD4,9,-2.6343,60,0.37114,54,0.18852
ENSG00000117569,PTBP2,13,-2.5914,99,0.73462,68,-0.1744
ENSG00000117600,PLPPR4,182,-0.3107,370,1.33885,139,-1.2150
ENSG00000162688,AGL,39,-0.2653,37,-0.4354,52,0.48231
ENSG00000156875,MFSD14A,65,0.22295,78,0.75863,42,-0.8207
ENSG00000170989,S1PR1,109,-0.0086,45,-1.6346,148,1.26914
ENSG00000134186,PRPF38B,93,1.12267,41,-0.3273,43,-0.3155
ENSG00000116266,STXBP3,166,1.73166,52,-0.3727,48,-0.7399
ENSG00000085433,WDR47,86,-0.3411,168,1.14476,73,-0.9969
ENSG00000197780,TAF13,5,-3.9117,56,-0.5534,97,1.16945
ENSG00000215717,TMEM167B,100,0.62371,80,0.33623,56,-0.6024
ENSG00000031698,SARS,114,-0.5039,185,0.38069,147,-0.1793
ENSG00000143126,CELSR2,58,-1.2228,200,1.14409,97,-0.7626
ENSG00000134243,SORT1,755,1.18266,437,0.31896,270,-0.9379
ENSG00000181754,AMIGO1,1,-5.4868,94,0.69418,70,-0.0323
ENSG00000116337,AMPD2,193,0.84251,108,-0.1683,107,-0.2701
ENSG00000134201,GSTM5,15,-1.9414,15,-2.2302,83,2.44859
ENSG00000134202,GSTM3,116,-1.2385,194,-0.5607,321,0.87666
ENSG00000168710,AHCYL1,193,-0.7386,120,-1.7436,443,1.68168
ENSG00000143093,STRIP1,81,0.72473,76,0.89241,33,-1.2313
ENSG00000197106,SLC6A17,200,-0.1787,362,1.22301,146,-1.1396
ENSG00000116396,KCNC4,31,-1.2319,107,1.11053,53,-0.7266
ENSG00000134248,LAMTOR5,30,-1.8183,74,-0.5624,125,0.98976
ENSG00000177301,KCNA2,12,-3.2124,130,0.47287,109,0.12618
ENSG00000116459,ATP5PB,132,-0.0568,107,-0.5096,156,0.46328
ENSG00000116473,RAP1A,121,0.98910,55,-0.4198,64,-0.1535
ENSG00000197852,INKA2,69,-0.1192,114,1.04661,52,-0.9750
ENSG00000171385,KCND3,37,-2.1534,234,1.04434,128,-0.5243
ENSG00000116489,CAPZA1,21,-1.6394,66,0.12116,68,0.31840
ENSG00000155366,RHOC,429,1.93421,57,-1.7586,145,-0.0441
ENSG00000155380,SLC16A1,1,-5.1608,11,-2.4206,74,3.03555
ENSG00000163349,HIPK1,84,-0.1140,88,-0.0432,92,0.08328
ENSG00000197323,TRIM33,92,0.47283,72,0.09256,63,-0.2963
ENSG00000116752,BCAS2,115,0.39690,143,1.14289,54,-1.3180
ENSG00000009307,CSDE1,466,0.61252,307,-0.1073,304,-0.1917
ENSG00000163399,ATP1A1,245,-0.0785,414,1.21557,165,-1.1716
ENSG00000198162,MAN1A2,223,0.23055,211,0.19586,177,-0.2760
ENSG00000092621,PHGDH,84,-0.7584,27,-2.7705,211,2.33230
ENSG00000134250,NOTCH2,1,-5.7883,31,-1.5914,113,2.24304
ENSG00000265808,SEC22B,99,0.74218,80,0.53903,46,-0.8692
ENSG00000265491,RNF115,101,0.69101,70,0.10673,58,-0.4252
ENSG00000265241,RBM8A,106,0.44574,68,-0.3608,84,0.10988
ENSG00000265972,TXNIP,676,2.80643,12,-4.2256,147,-0.2788
ENSG00000178104,PDE4DIP,428,1.10549,231,0.06965,179,-0.6470
ENSG00000159164,SV2A,253,-0.5859,658,1.58194,213,-1.3854
ENSG00000023902,PLEKHO1,88,0.29905,63,-0.3170,77,0.14555
ENSG00000143401,ANP32E,81,0.00456,91,0.28039,74,-0.2598
ENSG00000117362,APH1A,54,-0.1092,61,0.14505,56,-0.0899
ENSG00000266472,MRPS21,113,-0.4286,184,0.48953,134,-0.3071
ENSG00000163125,RPRD2,1,-4.9235,69,0.87477,44,-0.2204
ENSG00000143384,MCL1,647,2.28215,48,-2.4439,184,-0.1037
ENSG00000143420,ENSA,484,0.44946,532,0.88563,248,-1.0650
ENSG00000213190,MLLT11,37,-3.0438,478,1.42305,206,-0.8334
ENSG00000159352,PSMD4,158,0.79254,84,-0.3208,95,-0.1129
ENSG00000143393,PI4KB,131,0.17687,150,0.55232,96,-0.5930
ENSG00000143416,SELENBP1,1,-5.8065,12,-2.9872,122,3.60867
ENSG00000159377,PSMB4,125,-0.6809,239,0.50678,177,-0.2508
ENSG00000143442,POGZ,75,0.74455,46,-0.0945,44,-0.2762
ENSG00000143376,SNX27,5,-4.0724,109,0.79187,74,-0.1565
ENSG00000159409,CELF3,3,-4.9259,139,0.90776,88,-0.2533
ENSG00000197956,S100A6,1345,3.09196,139,-1.3885,168,-1.3848
ENSG00000188643,S100A16,53,-0.9008,45,-1.3860,131,1.47615
ENSG00000189171,S100A13,57,-2.7579,159,-1.4861,523,1.96983
ENSG00000160678,S100A1,19,-3.2656,115,-0.7266,224,1.30280
ENSG00000160679,CHTOP,64,-0.3703,89,0.23018,78,-0.0781
ENSG00000143621,ILF2,24,-1.8357,109,0.74777,73,-0.2655
ENSG00000143624,INTS3,46,-0.1938,49,-0.1293,56,0.18982
ENSG00000143614,GATAD2B,114,0.63483,104,0.68463,55,-0.9558
ENSG00000198837,DENND4B,1,-5.2781,56,-0.0006,67,0.65789
ENSG00000143543,JTB,213,0.47212,166,0.07318,146,-0.2784
ENSG00000177954,RPS27,1875,0.44951,818,-1.0836,1706,0.65633
ENSG00000143549,TPM3,334,0.37289,299,0.25241,234,-0.3946
ENSG00000143612,C1orf43,146,0.30919,126,0.08784,113,-0.2128
ENSG00000143569,UBAP2L,59,-0.3431,104,0.85294,57,-0.6947
ENSG00000143575,HAX1,113,0.59924,105,0.68551,56,-0.9366
ENSG00000160714,UBE2Q1,10,-3.6045,184,1.20724,93,-0.5882
ENSG00000160716,CHRNB2,3,-4.4320,104,1.34382,48,-0.6994
ENSG00000160710,ADAR,231,0.14568,264,0.51258,176,-0.5405
ENSG00000143603,KCNN3,57,-0.4571,55,-0.6521,93,0.73366
ENSG00000163344,PMVK,7,-3.6842,67,-0.5713,118,1.17658
ENSG00000163346,PBXIP1,49,-1.6311,50,-1.8842,215,2.09114
ENSG00000179085,DPM3,2,-4.4663,56,0.08383,63,0.55853
ENSG00000163463,KRTCAP2,98,0.05475,49,-1.2463,121,0.97697
ENSG00000177628,GBA,75,-0.3565,121,0.57226,82,-0.4106
ENSG00000160767,FAM189B,45,-0.3217,72,0.60347,48,-0.4526
ENSG00000116521,SCAMP3,68,0.13517,86,0.72281,48,-0.7451
ENSG00000160752,FDPS,1,-5.7954,90,0.48057,77,0.18412
ENSG00000160753,RUSC1,80,-0.1477,101,0.30691,81,-0.2269
ENSG00000116539,ASH1L,296,0.97569,164,-0.0262,142,-0.4757
ENSG00000163374,YY1AP1,33,-0.5648,68,0.89953,37,-0.6728
ENSG00000132718,SYT11,274,-0.5782,391,-0.0171,420,0.21539
ENSG00000116584,ARHGEF2,198,2.02279,73,0.25345,34,-1.6157
ENSG00000163479,SSR2,2,-4.7891,42,-0.5946,76,1.23820
ENSG00000160803,UBQLN4,64,-0.4061,85,0.03763,86,0.11207
ENSG00000116586,LAMTOR2,1,-5.2764,64,0.20232,66,0.45577
ENSG00000196189,SEMA4A,43,-0.2702,36,-0.6931,62,0.69903
ENSG00000160785,SLC25A44,1,-5.3710,78,1.00841,46,-0.3477
ENSG00000160781,PAQR6,14,-3.4112,73,-1.1853,196,1.75272
ENSG00000163468,CCT3,8,-3.3033,90,0.54811,73,0.05628
ENSG00000125462,C1orf61,306,-2.5687,1140,-0.7433,2229,1.25824
ENSG00000116604,MEF2D,411,1.69468,181,0.30325,94,-1.3411
ENSG00000163382,NAXE,1,-5.6747,81,0.38667,74,0.27667
ENSG00000132692,BCAN,107,-1.7787,149,-1.5405,499,1.84800
ENSG00000143314,MRPL24,1,-5.2395,47,-0.0398,57,0.69632
ENSG00000143321,HDGF,103,0.98812,53,-0.1740,51,-0.3552
ENSG00000162706,CADM3,144,-1.1831,508,1.30190,218,-0.9328
ENSG00000158710,TAGLN2,358,2.85612,24,-2.2310,64,-0.7364
ENSG00000177807,KCNJ10,9,-4.1546,48,-1.9995,231,2.57849
ENSG00000162728,KCNJ9,1,-5.8845,145,1.89014,46,-1.2254
ENSG00000162729,IGSF8,25,-2.5544,207,1.10417,110,-0.5467
ENSG00000018625,ATP1A2,294,-2.0095,271,-2.4584,1734,2.64361
ENSG00000162734,PEA15,331,-1.8973,1497,0.64812,1080,-0.1589
ENSG00000132716,DCAF8,153,0.80033,128,0.70800,63,-1.0795
ENSG00000162735,PEX19,26,-1.5062,70,0.01154,78,0.40113
ENSG00000122218,COPA,133,-0.0019,132,-0.0243,135,0.02265
ENSG00000162736,NCSTN,14,-1.9897,33,-0.8277,69,1.26072
ENSG00000143256,PFDN2,4,-4.4893,121,0.77900,83,-0.1330
ENSG00000143222,UFC1,63,-0.6498,75,-0.4717,113,0.64281
ENSG00000158864,NDUFS2,80,-0.9216,168,0.34295,143,-0.0322
ENSG00000143252,SDHC,15,-2.8393,108,0.16360,112,0.40791
ENSG00000198929,NOS1AP,1,-5.3422,111,2.10886,30,-1.4513
ENSG00000152332,UHMK1,183,0.68981,147,0.43578,93,-0.7359
ENSG00000117152,RGS4,46,-2.7167,534,1.84241,169,-1.2829
ENSG00000143248,RGS5,188,0.60903,46,-1.8980,169,1.05205
ENSG00000185630,PBX1,14,-3.1531,126,0.19601,129,0.39638
ENSG00000143198,MGST3,42,-2.8226,315,0.31986,294,0.25319
ENSG00000143149,ALDH9A1,16,-2.4105,54,-0.7205,105,1.21900
ENSG00000143183,TMCO1,1,-5.7536,56,-0.3891,88,1.05060
ENSG00000143157,POGK,1,-5.0931,33,-0.5085,57,1.15939
ENSG00000143195,ILDR2,29,-0.8528,61,0.46399,47,-0.1654
ENSG00000143158,MPC2,91,-0.4718,142,0.34336,116,-0.1533
ENSG00000143164,DCAF6,133,0.49552,135,0.75837,69,-0.9554
ENSG00000143155,TIPRL,42,-0.5327,102,1.46498,36,-1.2751
ENSG00000143153,ATP1B1,603,-0.4441,1427,1.56677,457,-1.4167
ENSG00000075945,KIFAP3,63,-1.8459,369,1.50822,143,-1.0329
ENSG00000117523,PRRC2C,715,2.02004,205,-0.2878,158,-1.0711
