Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000160072,ATAD3B,8,-0.5274,9,-0.3651,13,0.12850,8,-0.6276,15,0.58762,7,-0.7841,15,0.38075
ENSG00000197785,ATAD3A,25,0.09958,12,-1.0071,21,-0.1345,19,-0.3180,20,-0.3464,32,0.51865,41,0.96215
ENSG00000205090,TMEM240,20,-1.0459,30,-0.4086,37,-0.1047,39,-0.0312,47,0.38078,40,0.03734,48,0.32907
ENSG00000160075,SSU72,104,-0.7278,139,-0.2715,194,0.26832,204,0.34985,163,-0.0306,172,0.06275,184,0.17429
ENSG00000228594,FNDC10,11,-1.9381,40,-0.0697,45,0.12570,35,-0.2790,57,0.76502,43,0.06995,27,-0.6619
ENSG00000272106,AL691432.2,17,-0.4819,14,-0.7841,31,0.43281,19,-0.3230,21,-0.2184,33,0.50855,35,0.64397
ENSG00000197530,MIB2,35,-0.4965,57,0.29054,54,0.21068,51,0.12442,37,-0.4932,61,0.39884,59,0.33383
ENSG00000215790,SLC35E2A,18,-1.6151,50,-0.0551,59,0.23051,66,0.40982,52,0.02336,52,0.00972,62,0.31247
ENSG00000008130,NADK,13,-1.2278,24,-0.3038,36,0.31789,43,0.61070,25,-0.2938,31,0.10218,41,0.54554
ENSG00000078369,GNB1,234,-1.0056,436,-0.0325,433,-0.0436,533,0.29763,525,0.37557,396,-0.1886,396,-0.1881
ENSG00000187730,GABRD,19,-2.8642,66,-1.0613,101,-0.4056,155,0.27373,189,0.89916,127,-0.0528,140,0.11224
ENSG00000067606,PRKCZ,89,-1.2477,196,-0.0294,220,0.16265,162,-0.3319,242,0.44580,189,-0.0870,210,0.08947
ENSG00000162585,FAAP20,91,0.25951,65,-0.2917,98,0.37587,86,0.15640,86,0.21938,50,-0.7099,53,-0.5953
ENSG00000157933,SKI,29,0.56090,19,-0.1290,19,-0.1112,18,-0.2045,21,-0.0073,30,0.61992,9,-1.3483
ENSG00000157916,RER1,70,-0.0150,52,-0.4762,74,0.07844,81,0.22590,73,0.07055,79,0.17888,60,-0.2505
ENSG00000157911,PEX10,37,0.22307,28,-0.2211,27,-0.3031,31,-0.0772,40,0.49954,13,-1.3312,34,0.07626
ENSG00000149527,PLCH2,18,0.29139,15,0.04738,3,-2.0774,12,-0.3286,26,1.51421,3,-2.1166,2,-2.8157
ENSG00000157881,PANK4,4,-1.8030,3,-1.9010,21,0.80571,13,-0.0479,15,0.29712,18,0.48162,14,0.07968
ENSG00000157870,PRXL2B,25,-0.8885,41,-0.1115,59,0.47003,25,-0.8711,50,0.26413,47,0.08225,52,0.25043
ENSG00000177133,PRDM16-DT,13,-0.4422,33,1.10619,38,1.33771,21,0.31123,9,-1.2612,23,0.46167,1,-3.6426
ENSG00000158109,TPRG1L,58,-1.7463,157,-0.2257,176,-0.0434,227,0.37825,188,0.09082,199,0.15796,244,0.49431
ENSG00000116213,WRAP73,9,-0.8832,12,-0.3393,10,-0.6294,10,-0.6675,17,0.28344,24,0.71243,21,0.50405
ENSG00000130764,LRRC47,49,-0.9207,59,-0.6510,109,0.34489,84,-0.0887,103,0.33054,72,-0.3292,116,0.44737
ENSG00000116198,CEP104,34,1.30066,13,-0.3153,13,-0.2667,14,-0.1994,15,-0.1137,8,-1.1075,16,-0.0146
ENSG00000198912,C1orf174,10,-0.2759,14,0.27541,9,-0.3675,12,0.07306,14,0.44335,3,-1.8696,14,0.29131
ENSG00000196581,AJAP1,10,-1.6020,11,-1.4913,27,-0.1096,28,-0.0651,39,0.70233,38,0.46056,29,0.01241
ENSG00000069424,KCNAB2,51,-2.2526,246,0.14484,153,-0.6111,168,-0.4615,301,0.68167,286,0.39402,219,-0.0459
ENSG00000116254,CHD5,40,-1.4908,89,-0.2717,88,-0.2784,102,-0.0456,132,0.52897,115,0.14775,115,0.14464
ENSG00000116251,RPL22,1222,1.57515,527,0.08499,410,-0.3196,670,0.48572,301,-0.9906,406,-0.3326,361,-0.5193
ENSG00000116237,ICMT,15,-1.4595,37,-0.1043,26,-0.6763,43,0.13773,66,1.27202,18,-1.2497,22,-0.9196
ENSG00000097021,ACOT7,68,-2.0924,182,-0.6166,216,-0.3447,250,-0.1102,387,0.89069,220,-0.3131,314,0.26086
ENSG00000215788,TNFRSF25,2,-3.2859,12,-0.6542,16,-0.1681,22,0.27801,21,0.28739,24,0.47040,26,0.55827
ENSG00000171680,PLEKHG5,12,-1.2287,15,-0.8798,16,-0.7841,17,-0.7220,27,0.02708,45,0.86076,55,1.21668
ENSG00000162408,NOL9,18,-0.6063,19,-0.5810,34,0.35655,36,0.46512,27,0.02929,28,0.06285,26,-0.0380
ENSG00000162413,KLHL21,25,-0.5789,23,-0.7120,31,-0.2262,39,0.12041,36,0.00607,48,0.45656,51,0.55361
ENSG00000116273,PHF13,7,-1.1109,6,-1.3831,22,0.68868,13,-0.2177,17,0.31830,9,-0.6618,24,0.78843
ENSG00000041988,THAP3,19,-0.0110,18,-0.1364,18,-0.0927,10,-1.0352,27,0.73695,9,-1.2516,21,0.13517
ENSG00000007923,DNAJC11,20,-0.6935,31,-0.0088,25,-0.3258,39,0.36380,33,0.13177,23,-0.4664,42,0.51557
ENSG00000171735,CAMTA1,103,-0.6852,124,-0.3985,221,0.54293,145,-0.1563,153,-0.0881,187,0.26237,195,0.33328
ENSG00000049245,VAMP3,127,3.25241,27,0.09721,8,-1.6813,9,-1.6336,9,-1.7839,16,-0.7431,15,-0.8247
ENSG00000049246,PER3,27,0.44765,14,-0.6267,34,0.80257,12,-0.8689,19,-0.1505,29,0.53556,13,-0.6782
ENSG00000116288,PARK7,318,-0.1383,325,-0.1039,433,0.36744,321,-0.1231,305,-0.2690,380,0.14927,427,0.34479
ENSG00000116285,ERRFI1,21,0.09137,12,-0.7351,21,0.12318,17,-0.2831,18,-0.2109,28,0.58264,25,0.38464
ENSG00000162426,SLC45A1,15,-1.4029,28,-0.4912,42,0.11396,36,-0.1356,48,0.46241,49,0.36196,37,-0.0827
ENSG00000142599,RERE,58,-0.5481,70,-0.2365,57,-0.5736,95,0.25504,96,0.37025,79,-0.0494,86,0.09370
ENSG00000074800,ENO1,481,-0.5576,461,-0.6232,803,0.26628,753,0.15921,675,-0.0239,806,0.27305,815,0.29047
ENSG00000171612,SLC25A33,26,-0.4255,29,-0.2778,51,0.63993,37,0.12494,31,-0.2576,54,0.74575,22,-0.7267
ENSG00000188807,TMEM201,8,-0.6214,14,0.18572,7,-0.8976,18,0.56117,12,-0.0505,20,0.76094,9,-0.4963
ENSG00000171608,PIK3CD,6,-1.5586,11,-0.6221,24,0.54893,22,0.42006,19,0.24036,18,0.03306,16,-0.1448
ENSG00000171603,CLSTN1,184,-1.9922,422,-0.7366,519,-0.4121,564,-0.2794,904,0.70356,601,-0.1797,1042,0.73598
ENSG00000178585,CTNNBIP1,39,-0.0955,47,0.18823,38,-0.1678,33,-0.3988,48,0.29896,35,-0.2608,41,-0.0379
ENSG00000162441,LZIC,58,1.21203,24,-0.3072,20,-0.5935,42,0.61539,27,-0.1332,23,-0.3434,11,-1.4536
ENSG00000130939,UBE4B,37,-0.0493,18,-1.1289,27,-0.5441,29,-0.4190,38,0.00715,67,0.93400,51,0.45735
ENSG00000054523,KIF1B,249,-0.0582,208,-0.3461,310,0.29783,251,-0.0447,234,-0.2121,339,0.44635,267,0.05563
ENSG00000142657,PGD,30,-0.8914,32,-0.7990,51,-0.0439,54,0.04373,60,0.28049,81,0.70362,48,-0.1605
ENSG00000241563,CORT,67,-0.1797,49,-0.6808,24,-1.7334,50,-0.6562,148,1.90566,17,-2.2469,27,-1.5506
ENSG00000160049,DFFA,52,0.74663,23,-0.5667,28,-0.2425,31,-0.0904,39,0.35074,29,-0.2137,18,-0.9310
ENSG00000142655,PEX14,18,-0.7497,20,-0.6197,24,-0.3393,18,-0.7663,38,0.59113,38,0.39876,34,0.20711
ENSG00000120948,TARDBP,51,-0.3062,52,-0.2797,63,0.01953,44,-0.5404,65,0.07961,64,0.03056,92,0.65342
ENSG00000116649,SRM,63,-0.8160,113,0.10310,88,-0.2948,86,-0.3323,127,0.41072,103,-0.0397,119,0.19063
ENSG00000171824,EXOSC10,39,0.77608,16,-0.6349,16,-0.6621,21,-0.2548,21,-0.2752,20,-0.2947,43,0.96642
ENSG00000198793,MTOR,16,-1.3048,37,-0.0542,44,0.20686,41,0.09442,50,0.58820,22,-0.8483,37,-0.0683
ENSG00000116661,FBXO2,396,0.51781,362,0.36291,360,0.35468,289,-0.0083,236,-0.4278,276,-0.0817,221,-0.4329
ENSG00000132879,FBXO44,52,-1.5813,96,-0.6525,167,0.23128,128,-0.1993,165,0.28323,208,0.60306,160,0.15599
ENSG00000116663,FBXO6,7,-1.1821,6,-1.3037,13,-0.1510,15,0.05125,18,0.56181,20,0.52524,14,-0.0667
ENSG00000116670,MAD2L2,33,1.01719,28,0.74724,11,-0.6691,16,-0.1958,14,-0.4177,17,-0.0719,12,-0.6300
ENSG00000177000,MTHFR,9,-0.8736,9,-0.7843,15,-0.0602,21,0.45111,18,0.24407,23,0.64928,11,-0.5307
ENSG00000011021,CLCN6,21,-1.4119,30,-0.8469,70,0.47348,46,-0.1901,66,0.55764,42,-0.3546,61,0.26417
ENSG00000116685,KIAA2013,37,-0.0605,15,-1.4708,34,-0.1663,39,0.01547,48,0.53326,30,-0.3808,45,0.25767
ENSG00000083444,PLOD1,27,0.24297,20,-0.2445,23,0.04117,20,-0.1781,20,-0.2835,30,0.45064,26,0.19476
ENSG00000116688,MFN2,64,-0.5637,66,-0.5159,109,0.28083,65,-0.5342,107,0.35843,104,0.21481,93,0.02775
ENSG00000116691,MIIP,27,0.47342,14,-0.5716,19,-0.1138,17,-0.2347,20,0.01386,26,0.39703,18,-0.1998
ENSG00000048707,VPS13D,28,-0.7440,31,-0.5955,47,0.06347,39,-0.2167,51,0.25878,45,-0.0235,64,0.58268
ENSG00000162496,DHRS3,53,1.34965,16,-0.5887,38,0.75716,12,-1.0275,22,-0.1700,10,-1.3883,21,-0.2315
ENSG00000116731,PRDM2,48,-0.4104,37,-0.7917,88,0.58102,85,0.52274,48,-0.5008,62,-0.0054,92,0.66161
ENSG00000189337,KAZN,53,0.13393,28,-0.8840,29,-0.8245,52,0.09834,61,0.52070,57,0.23828,38,-0.4135
ENSG00000142634,EFHD2,101,-0.8911,97,-0.9618,348,1.14417,154,-0.2345,13,-4.2824,317,0.97656,549,2.05321
ENSG00000116138,DNAJC16,9,-1.5028,18,-0.4235,31,0.41613,21,-0.2066,27,0.28953,21,-0.2086,33,0.55221
ENSG00000197312,DDI2,12,-0.7083,13,-0.5797,23,0.28290,29,0.67941,16,-0.3835,27,0.53446,22,0.16048
ENSG00000116786,PLEKHM2,41,-0.9822,109,0.57969,101,0.44178,64,-0.2902,87,0.26368,47,-0.7809,71,-0.1337
ENSG00000065526,SPEN,44,1.03412,25,0.10451,18,-0.3973,16,-0.6198,22,-0.1557,19,-0.3266,24,0.06150
ENSG00000116809,ZBTB17,22,0.32476,13,-0.5171,23,0.41065,20,0.18673,13,-0.6509,28,0.71180,17,-0.0790
ENSG00000185519,FAM131C,7,-1.8577,21,-0.2168,15,-0.7686,39,0.77947,42,1.37838,5,-2.2941,7,-1.8070
ENSG00000037637,FBXO42,5,-1.7864,11,-0.5580,11,-0.5575,25,0.66715,15,-0.1866,14,-0.2486,36,1.35634
ENSG00000055070,SZRD1,55,1.33886,22,-0.2113,18,-0.4952,34,0.49358,17,-0.7309,20,-0.3676,25,0.00392
ENSG00000157191,NECAP2,34,1.69820,10,-0.3035,17,0.44721,11,-0.1775,7,-0.9950,12,-0.1122,8,-0.7290
ENSG00000219481,NBPF1,16,0.33899,12,-0.1677,8,-0.6798,6,-1.2705,17,0.56926,8,-0.7509,18,0.45921
ENSG00000058453,CROCC,7,-0.9494,10,-0.4092,10,-0.4807,10,-0.4164,18,0.62570,10,-0.4523,21,0.67235
ENSG00000159363,ATP13A2,49,-2.1699,151,-0.4812,221,0.12784,195,-0.0739,271,0.67114,209,0.04181,197,-0.0579
ENSG00000117118,SDHB,79,-0.3061,67,-0.5525,55,-0.8668,101,0.09416,121,0.53727,83,-0.2236,112,0.26500
ENSG00000117115,PADI2,261,3.65865,45,-0.0605,28,-0.8113,26,-0.9382,13,-2.2181,20,-1.3287,3,-3.8478
ENSG00000179051,RCC2,13,-0.9106,15,-0.6835,39,0.83471,10,-1.2873,37,1.12917,14,-0.8060,9,-1.3963
ENSG00000074964,ARHGEF10L,12,-0.5591,21,0.23339,17,-0.0577,23,0.39449,17,-0.1235,28,0.74344,9,-1.0298
ENSG00000117154,IGSF21,8,-3.7845,76,-0.5826,161,0.63868,127,0.24016,73,-0.8071,136,0.35318,260,1.50954
ENSG00000159423,ALDH4A1,21,0.09737,24,0.34151,40,1.21073,32,0.83271,11,-1.1059,21,0.13726,5,-2.0422
ENSG00000127481,UBR4,10,-0.4401,8,-0.8799,6,-1.1820,15,0.07439,16,0.35659,15,0.07053,23,0.78444
ENSG00000127463,EMC1,23,-0.3944,11,-1.4892,38,0.44031,28,-0.0761,34,0.37085,35,0.28345,25,-0.2554
ENSG00000053372,MRTO4,21,-0.7930,26,-0.5193,33,-0.1436,38,0.08802,43,0.41543,43,0.31046,32,-0.1812
ENSG00000053371,AKR7A2,66,0.96964,36,-0.0488,32,-0.2094,28,-0.4429,29,-0.4694,47,0.41508,35,-0.0824
ENSG00000077549,CAPZB,144,-0.3463,138,-0.4172,169,-0.0915,146,-0.3194,194,0.17890,207,0.23996,223,0.36636
ENSG00000173436,MICOS10,342,-0.0119,356,0.05273,346,0.00739,488,0.58152,297,-0.3084,382,0.17175,293,-0.2571
ENSG00000158747,NBL1,138,-0.7586,176,-0.3867,232,0.06228,210,-0.1007,259,0.33025,242,0.12546,238,0.09961
ENSG00000169914,OTUD3,2,-2.6080,12,-0.3197,25,0.91749,13,-0.1706,20,0.71934,11,-0.4736,8,-0.8748
ENSG00000162545,CAMK2N1,556,-0.9119,1091,0.15456,921,-0.1213,750,-0.4468,1598,1.21000,454,-1.2238,369,-1.5345
ENSG00000090432,MUL1,18,-0.2997,11,-1.0131,11,-1.0524,20,-0.1608,25,0.21531,32,0.57210,34,0.69275
ENSG00000183114,FAM43B,22,0.14792,12,-0.8251,31,0.70513,18,-0.1428,4,-2.5584,23,0.26085,61,1.99753
ENSG00000158828,PINK1,251,-0.9765,394,-0.2749,516,0.16156,572,0.33334,494,0.12506,481,0.04739,507,0.13427
ENSG00000244038,DDOST,20,-0.8109,18,-0.9622,49,0.59059,23,-0.6408,41,0.37831,44,0.40629,32,-0.0984
ENSG00000117245,KIF17,8,-1.3406,11,-0.8296,44,1.38689,16,-0.3307,12,-0.9469,12,-0.7866,49,1.61572
ENSG00000189410,SH2D5,1,-4.8783,25,-0.5376,30,-0.2093,35,0.00580,44,0.54537,49,0.58066,40,0.23240
ENSG00000127483,HP1BP3,145,0.13326,99,-0.4805,124,-0.1216,149,0.17792,125,-0.1370,145,0.13696,164,0.34324
ENSG00000075151,EIF4G3,84,-0.6972,80,-0.7635,92,-0.5446,90,-0.5864,173,0.66646,168,0.41967,139,0.10291
ENSG00000117298,ECE1,38,1.51106,9,-0.8002,20,0.37078,8,-1.0765,16,0.05625,10,-0.6179,8,-1.0248
ENSG00000076864,RAP1GAP,55,-1.8919,118,-0.7501,208,0.15797,184,-0.0445,169,-0.2355,215,0.21190,415,1.36222
ENSG00000090686,USP48,52,0.63522,36,0.03421,26,-0.4833,28,-0.3416,32,-0.1802,27,-0.4073,51,0.60534
ENSG00000070831,CDC42,145,-0.8430,151,-0.7764,218,-0.2045,171,-0.5841,330,0.67817,313,0.38481,239,-0.0572
ENSG00000173372,C1QA,69,2.12539,35,0.78155,24,0.16618,13,-0.8084,13,-0.9209,9,-1.3924,5,-2.2146
ENSG00000159189,C1QC,62,2.64419,23,0.68416,10,-0.7162,10,-0.7027,5,-1.7975,7,-1.1194,10,-0.6898
ENSG00000173369,C1QB,111,2.10740,72,1.23693,33,-0.0847,28,-0.3751,12,-1.8728,21,-0.7794,13,-1.5478
ENSG00000004487,KDM1A,25,-0.9136,31,-0.5467,44,-0.0109,37,-0.2873,49,0.23669,31,-0.5840,83,1.07084
ENSG00000169641,LUZP1,11,-2.2949,30,-0.7922,44,-0.1735,77,0.73421,67,0.73523,38,-0.3927,42,-0.2562
ENSG00000125944,HNRNPR,87,-0.1360,60,-0.7177,83,-0.2192,100,0.07453,87,-0.1786,150,0.76451,113,0.28778
ENSG00000125945,ZNF436,7,-0.8729,7,-0.9335,9,-0.5889,24,0.95442,14,0.16810,16,0.28794,13,-0.0038
ENSG00000117318,ID3,155,4.20071,16,-0.6274,9,-1.4635,6,-2.1637,6,-2.3770,10,-1.3202,4,-2.4517
ENSG00000142676,RPL11,1304,1.83887,512,0.14472,484,0.05219,514,0.14963,259,-1.1428,316,-0.6233,309,-0.6580
ENSG00000011007,ELOA,13,0.03112,11,-0.1399,9,-0.4339,9,-0.5454,11,-0.1634,8,-0.7020,27,1.34697
ENSG00000057757,PITHD1,96,-0.9864,134,-0.4764,136,-0.4531,222,0.33912,216,0.41079,153,-0.2603,234,0.43107
ENSG00000011009,LYPLA2,18,-1.2461,29,-0.5466,42,0.02477,43,0.07752,40,-0.0655,60,0.62362,58,0.57470
ENSG00000117308,GALE,4,-1.9770,13,-0.3739,14,-0.3233,16,-0.0316,19,0.29791,22,0.41487,24,0.58536
ENSG00000117305,HMGCL,20,0.15594,20,0.15716,17,-0.0490,25,0.53285,17,-0.1320,15,-0.3317,15,-0.3236
ENSG00000179163,FUCA1,14,-0.0705,5,-1.6698,17,0.23308,6,-1.2470,14,-0.1391,11,-0.4848,38,1.66209
ENSG00000189266,PNRC2,57,0.78334,30,-0.2610,31,-0.2234,36,0.04193,29,-0.3818,37,0.08022,39,0.17583
ENSG00000188529,SRSF10,40,0.09809,30,-0.3645,20,-0.9482,28,-0.4425,39,0.09243,39,0.08380,62,0.84845
ENSG00000001461,NIPAL3,114,1.05945,39,-0.7064,50,-0.3289,54,-0.2166,57,-0.1657,53,-0.2335,72,0.25921
ENSG00000133226,SRRM1,94,1.40034,35,-0.3102,21,-1.0704,29,-0.5814,35,-0.3757,36,-0.2470,58,0.53785
ENSG00000169504,CLIC4,163,3.69250,23,-0.3389,16,-0.9503,11,-1.4387,8,-2.1791,9,-1.7399,13,-1.1890
ENSG00000117614,SYF2,110,1.20559,41,-0.4391,40,-0.4720,44,-0.3437,47,-0.2851,43,-0.3561,68,0.37581
ENSG00000117616,RSRP1,56,0.45712,40,-0.0970,34,-0.3231,53,0.36771,34,-0.4279,30,-0.5182,64,0.69126
ENSG00000183726,TMEM50A,98,0.60263,42,-0.7474,43,-0.7317,67,-0.0242,71,0.10216,73,0.11875,75,0.16542
ENSG00000204178,MACO1,28,0.34756,16,-0.5260,13,-0.8545,32,0.59401,22,0.01342,14,-0.6913,31,0.52289
ENSG00000117643,MAN1C1,17,-1.4190,17,-1.3591,22,-1.0135,36,-0.2612,71,1.31864,36,-0.2634,41,-0.0637
ENSG00000162430,SELENON,43,0.39322,35,0.04754,27,-0.3613,36,0.10004,32,-0.1439,48,0.55576,21,-0.7100
ENSG00000117640,MTFR1L,43,-0.6228,61,-0.0453,78,0.34350,61,-0.0699,60,-0.0998,68,0.11229,78,0.33747
ENSG00000117632,STMN1,705,-0.8845,726,-0.8385,1363,0.15985,1296,0.07746,1327,0.15758,1467,0.28133,1582,0.40820
ENSG00000158008,EXTL1,17,-1.2331,44,0.27428,52,0.53876,32,-0.2414,26,-0.7029,45,0.29967,68,1.00505
ENSG00000175087,PDIK1L,5,-1.4590,12,-0.2745,7,-1.1557,20,0.56532,17,0.32218,19,0.46740,16,0.14747
ENSG00000142684,ZNF593,28,-0.3521,37,0.07842,43,0.36160,45,0.40006,31,-0.2688,32,-0.1136,37,0.08969
ENSG00000142669,SH3BGRL3,221,0.00843,242,0.15809,191,-0.2236,243,0.16569,151,-0.7428,344,0.75487,281,0.40492
ENSG00000158062,UBXN11,22,-0.3906,19,-0.6161,32,0.18331,35,0.30527,30,0.06328,44,0.71227,17,-0.8152
ENSG00000117682,DHDDS,9,-1.1049,15,-0.3363,21,0.11883,11,-0.8248,23,0.34742,22,0.18958,27,0.56419
ENSG00000198830,HMGN2,233,1.45677,105,0.05570,98,-0.0470,68,-0.6272,65,-0.8783,116,0.22218,96,-0.0811
ENSG00000117713,ARID1A,45,-0.0658,35,-0.4790,59,0.35469,43,-0.1488,40,-0.3193,48,0.01499,74,0.74952
ENSG00000204160,ZDHHC18,10,-1.7051,19,-0.7777,25,-0.3121,29,-0.1268,46,0.93390,33,0.10224,26,-0.2674
ENSG00000142751,GPN2,6,-1.2972,13,-0.1188,13,-0.1386,18,0.43132,16,0.26124,11,-0.3014,17,0.32473
ENSG00000090273,NUDC,157,0.04845,142,-0.1059,180,0.27875,153,0.00707,136,-0.2289,168,0.15696,160,0.08172
ENSG00000253368,TRNP1,11,-2.8372,57,-0.4611,75,-0.0235,96,0.39899,111,0.93341,70,-0.1212,39,-1.0478
ENSG00000090020,SLC9A1,3,-2.6992,16,-0.5632,7,-1.7749,15,-0.6269,29,0.52911,55,1.51226,23,-0.0011
ENSG00000142784,WDTC1,30,0.25967,28,0.18851,22,-0.2195,18,-0.4918,24,-0.0649,27,0.13000,28,0.16378
ENSG00000186501,TMEM222,66,-0.1998,58,-0.3857,75,0.01451,77,0.04362,85,0.29258,44,-0.8144,96,0.40627
ENSG00000158195,WASF2,94,2.48313,24,-0.0363,14,-0.8418,22,-0.2262,13,-1.2228,20,-0.3663,12,-1.1474
ENSG00000126705,AHDC1,12,-1.7021,25,-0.6140,39,0.07194,30,-0.3323,37,-0.0341,45,0.28424,75,1.18117
ENSG00000126709,IFI6,275,0.30698,196,-0.2468,302,0.45915,244,0.10863,102,-1.5151,379,0.85418,354,0.73438
ENSG00000009780,FAM76A,19,0.62096,8,-0.6557,14,0.12402,10,-0.3522,8,-0.9056,6,-1.1857,35,1.73205
ENSG00000117758,STX12,80,-0.2512,59,-0.7170,86,-0.1273,103,0.15967,92,-0.0261,107,0.21827,129,0.52906
ENSG00000117751,PPP1R8,26,0.31672,17,-0.4075,26,0.29408,18,-0.2982,21,-0.0414,12,-0.9389,32,0.66911
ENSG00000117748,RPA2,28,-0.9059,32,-0.6982,50,0.02010,38,-0.4292,40,-0.4361,89,0.98712,90,1.00068
ENSG00000126698,DNAJC8,114,0.00890,100,-0.1973,103,-0.1481,130,0.21647,119,0.09600,105,-0.1276,113,-0.0039
ENSG00000130770,ATP5IF1,277,-1.2925,438,-0.5876,810,0.40564,778,0.33800,739,0.34839,522,-0.3110,659,0.06518
ENSG00000180098,TRNAU1AP,25,0.68424,21,0.34998,11,-0.5794,20,0.26389,13,-0.4999,13,-0.4164,21,0.39029
ENSG00000197989,SNHG12,16,0.23412,9,-0.7335,19,0.47908,18,0.35261,9,-0.9402,25,0.98071,14,0.00280
ENSG00000120656,TAF12,11,-0.3826,10,-0.6185,11,-0.3961,16,0.09864,18,0.45081,17,0.26700,13,-0.2399
ENSG00000198492,YTHDF2,32,-1.2885,20,-1.9474,110,0.69734,61,-0.2818,94,0.60542,57,-0.3803,91,0.36305
ENSG00000116350,SRSF4,46,0.23591,27,-0.5738,29,-0.4806,32,-0.3212,42,0.10641,33,-0.2896,64,0.79623
ENSG00000116353,MECR,13,-1.7597,29,-0.5716,49,0.26508,41,-0.0251,43,0.08109,79,1.07962,34,-0.3045
ENSG00000060656,PTPRU,13,-0.8449,7,-1.6627,28,0.30420,17,-0.4450,1,-4.2993,39,0.90080,97,2.79861
ENSG00000162511,LAPTM5,104,2.56573,34,0.38985,18,-0.6333,21,-0.3851,10,-1.6896,17,-0.6757,15,-0.8403
ENSG00000162512,SDC3,94,-0.6119,124,-0.1776,136,-0.0238,101,-0.5040,171,0.48707,127,-0.1366,149,0.12891
ENSG00000134644,PUM1,70,-0.7589,50,-1.2708,102,-0.1719,159,0.55580,108,-0.1067,131,0.23951,185,0.82375
ENSG00000060688,SNRNP40,23,0.21649,15,-0.4495,30,0.65121,19,-0.0479,18,-0.2469,17,-0.2257,22,0.18407
ENSG00000121766,ZCCHC17,60,-0.7758,102,0.05677,80,-0.3219,104,0.08799,96,-0.0418,123,0.37108,126,0.41237
ENSG00000121769,FABP3,18,-3.1703,111,-0.4579,99,-0.6363,149,0.01379,231,1.11818,166,0.18932,94,-0.7057
