"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Astro.1","HS2ST1",12.1808484208081,1.68579127471974e-20,1.08783119315738e-17,441,0.491348288034418,"ENSG00000153936"
"2",2,"enrichment","Astro.1","SEPTIN7",11.3262379865677,8.39277376804087e-19,2.78996146167904e-16,4210,0.509579013953984,"ENSG00000122545"
"3",3,"enrichment","Astro.1","LMO3",11.2342482433543,1.28315436509794e-18,4.02177239574982e-16,6631,0.596267993126395,"ENSG00000048540"
"4",4,"enrichment","Astro.1","FAM171B",11.2233385981775,1.34947552283414e-18,4.11215180152515e-16,1614,0.690172526740248,"ENSG00000144369"
"5",5,"enrichment","Astro.1","MAST4",10.5190861468038,3.55793989739319e-17,6.84747380252689e-15,3123,0.484260406268661,"ENSG00000069020"
"6",6,"enrichment","Astro.1","PPP1R12A",10.1509038686778,1.99345759905854e-16,3.31336816085942e-14,6888,0.360964513280112,"ENSG00000058272"
"7",7,"enrichment","Astro.1","CPE",10.0628703658558,3.01298840167018e-16,4.93320638303312e-14,2928,0.473741881943006,"ENSG00000109472"
"8",8,"enrichment","Astro.1","PTN",10.0386486399747,3.37583949893117e-16,5.29569142028316e-14,4557,0.769810143274712,"ENSG00000105894"
"9",9,"enrichment","Astro.1","ERBB4",10.0384366354586,3.37920145323447e-16,5.29569142028316e-14,1708,0.542174648627517,"ENSG00000178568"
"10",10,"enrichment","Astro.1","ATL2",10.0292629492259,3.52793612013614e-16,5.37899972171426e-14,1162,0.631690795497747,"ENSG00000119787"
"11",1,"enrichment","Astro.2","CRTC1",9.85869753855495,7.91159528204526e-16,8.67902002440365e-12,9589,0.529782086523952,"ENSG00000105662"
"12",2,"enrichment","Astro.2","NSMF",9.24970516431358,1.39204611243432e-14,7.63537292670227e-11,5500,0.75123848964188,"ENSG00000165802"
"13",3,"enrichment","Astro.2","ZER1",9.05452333639873,3.49356997842959e-14,9.89296200877132e-11,5412,0.578664230219931,"ENSG00000160445"
"14",4,"enrichment","Astro.2","MMD2",8.97926334086725,4.98139577911541e-14,9.89296200877132e-11,4113,0.599058123116158,"ENSG00000136297"
"15",5,"enrichment","Astro.2","PTGDS",8.97595572792182,5.0596729335105e-14,9.89296200877132e-11,5483,0.719792662960327,"ENSG00000107317"
"16",6,"enrichment","Astro.2","ZBTB4",8.95366739795734,5.62018262818793e-14,9.89296200877132e-11,8669,0.454421443669248,"ENSG00000174282"
"17",7,"enrichment","Astro.2","SNRNP70",8.84368306811627,9.43784025460442e-14,1.29416384491263e-10,9828,0.558308755482842,"ENSG00000104852"
"18",8,"enrichment","Astro.2","MAPK8IP3",8.63842027962835,2.48181976366395e-13,3.02506253415484e-10,8180,0.462970664850161,"ENSG00000138834"
"19",9,"enrichment","Astro.2","AKAP8L",8.52429349023733,4.24646010295152e-13,3.94513460366501e-10,9545,0.510819888972018,"ENSG00000011243"
"20",10,"enrichment","Astro.2","ENSG00000259972",8.51442979064865,4.44813602751525e-13,3.94513460366501e-10,8516,0.489484160495158,"ENSG00000259972"
"21",1,"enrichment","Astro.3","LHFPL3",11.7782113829724,1.03744854492618e-19,1.13808105378402e-15,4459,2.79762653539029,"ENSG00000187416"
"22",2,"enrichment","Astro.3","PCDH15",10.4870256077305,4.08415766362688e-17,2.24016047849934e-13,5657,2.38462827794602,"ENSG00000150275"
"23",3,"enrichment","Astro.3","DCC",10.2188936258761,1.43331920567323e-16,5.24117056207843e-13,9279,2.03352178258673,"ENSG00000187323"
"24",4,"enrichment","Astro.3","TMEM163",9.63958256891197,2.18383867928597e-15,5.98917757794177e-12,1478,2.06460696642225,"ENSG00000152128"
"25",5,"enrichment","Astro.3","DSCAM",9.58456444021395,2.83017146929267e-15,6.20939620362811e-12,10302,2.36955958714097,"ENSG00000171587"
"26",6,"enrichment","Astro.3","MMP16",9.27293277191787,1.23033880522939e-14,2.2494694488944e-11,4882,1.19755017573977,"ENSG00000156103"
"27",7,"enrichment","Astro.3","NLGN1",9.08243321849607,3.02248724490812e-14,4.73666929666315e-11,2412,1.66148264655362,"ENSG00000169760"
"28",8,"enrichment","Astro.3","ENSG00000225096",8.9003525637898,7.1354242454157e-14,9.78445049652627e-11,3784,1.25560450445075,"ENSG00000225096"
"29",9,"enrichment","Astro.3","FANCL",8.50395133693076,4.62100888777543e-13,5.63249638876627e-10,1233,0.625017701946687,"ENSG00000115392"
"30",10,"enrichment","Astro.3","MEGF11",8.40340165684566,7.41646236779402e-13,8.13585921747004e-10,7971,1.51489033484632,"ENSG00000157890"
