k20,n,passALL_metricQC,metric_fail,rank,cell_type_k20,median_sum,median_detected,median_Mito_percent,median_scDblFinder.score,sctype,sestan_EC,snDLPFC_PEC
k4,10907,TRUE,NA,1,Astro.1,9488,3610,0.07959671000265323,0.0010052856523543596,Astrocytes,Astro.AQP4.CHRDL1*,Oligo/Chandelier*
k2,5548,TRUE,NA,2,Astro.2,3359.5,1896,0.12479720648625266,7.515111356042325e-4,Astrocytes,Astro.AQP4.GFAP*,Astro*
k3,4219,TRUE,NA,3,Astro.3,5693,2685,0.08607703894986013,0.0010052856523543596,Astrocytes,Oligo.OPALIN.LINC01098/Oligo.OPALIN.SLC5A11*,L6b/L6.CT*
k6,818,FALSE,detected,4,Astro.4_QC,1739.5,1170,0.17932268973315968,7.343803881667554e-4,Astrocytes,NA,NA
k1,309,FALSE,"detected,sum",5,Astro.5_QC,1080,812,0.2097902097902098,6.227280246093869e-4,Astrocytes,NA,NA
k8,182,FALSE,scDblFinder.score,6,Astro.6_QC,17299,5479,0.08323875147793663,0.9992308616638184,Astrocytes,NA,NA
k5,80,FALSE,scDblFinder.score,7,Astro.7_QC,29853.5,7194.5,0.10077724049021158,0.9993094801902771,Glutamatergic neurons,NA,NA
k7,44,FALSE,"detected,subsets_Mito_percent,sum",8,Astro.8_QC,567,473.5,0.4686997701074903,6.477788847405463e-4,Astrocytes,NA,NA
k9,38,FALSE,scDblFinder.score,9,Astro.9_QC,52586,9233.5,0.06804779405484082,0.999239593744278,Glutamatergic neurons,NA,NA
