"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"18",8,"enrichment","Astro.02","MROH7",4.68933458675693,6.37842188410483e-06,0.00767403882931362,282,0.353407723198448,"ENSG00000184313"
"19",9,"enrichment","Astro.02","STARD3",4.57402592817606,1.03450785102865e-05,0.0110634867401675,7806,0.544224956352113,"ENSG00000131748"
"20",10,"enrichment","Astro.02","DYNC1H1",4.47082124899228,1.58397741464436e-05,0.015245782615952,6844,0.387547003327727,"ENSG00000197102"
"21",1,"enrichment","Astro.03","BCAS1",8.3135765025102,6.86864096464498e-14,6.6110669284708e-10,8922,2.67862370402527,"ENSG00000064787"
"22",2,"enrichment","Astro.03","SLC24A2",8.18076180688124,1.45500429827473e-13,7.00220818544714e-10,4503,2.01837774951104,"ENSG00000155886"
"23",3,"enrichment","Astro.03","LINC01608",7.96296926121892,4.93868806069913e-13,1.23744763283627e-09,4378,2.51116139892529,"ENSG00000253877"
"24",4,"enrichment","Astro.03","ZNF536",7.90077123859607,6.98660218661925e-13,1.23744763283627e-09,8489,2.35174317484862,"ENSG00000198597"
"25",5,"enrichment","Astro.03","ST18",7.88300423359826,7.71299583057588e-13,1.23744763283627e-09,4215,2.53029082204772,"ENSG00000147488"
"26",6,"enrichment","Astro.03","IL1RAPL1",7.88298178887456,7.71395926962872e-13,1.23744763283627e-09,9360,1.86783665293604,"ENSG00000169306"
"27",7,"enrichment","Astro.03","ELMO1",7.78550822338757,1.32532162923637e-12,1.82231724020001e-09,3711,2.05950106566018,"ENSG00000155849"
"28",8,"enrichment","Astro.03","UGT8",7.66771280702105,2.54046033808623e-12,3.05649134425999e-09,2478,2.12243234952981,"ENSG00000174607"
"29",9,"enrichment","Astro.03","CTNNA3",7.63560367450009,3.03150130822154e-12,3.24202223240359e-09,5023,1.5577390239124,"ENSG00000183230"
"30",10,"enrichment","Astro.03","GLDN",7.59462961128403,3.79673830361903e-12,3.65436061723331e-09,6981,2.12535303341961,"ENSG00000186417"
"31",1,"enrichment","Astro.04","CCDC14",14.6555900431938,3.54515877397175e-30,3.79135035549756e-27,1966,1.76810381817893,"ENSG00000175455"
"32",2,"enrichment","Astro.04","RNF19A",14.3048106466227,2.77431180703197e-29,2.42752283115298e-26,4350,1.69713470902904,"ENSG00000034677"
"33",3,"enrichment","Astro.04","PLEKHA5",14.098595874638,9.34154407570951e-29,5.99415744858027e-26,5870,1.87624244117077,"ENSG00000052126"
"34",4,"enrichment","Astro.04","CERS6",13.6590901728061,1.25498477272165e-27,7.54951777340367e-25,1338,1.68486214200368,"ENSG00000172292"
"35",5,"enrichment","Astro.04","PPP1R12B",13.1795359570816,2.1663549962257e-26,1.09742983361434e-23,730,1.0022770156101,"ENSG00000077157"
"36",6,"enrichment","Astro.04","CP",12.7150460516494,3.45785172247432e-25,1.23266010477094e-22,2060,3.82709736834876,"ENSG00000047457"
"37",7,"enrichment","Astro.04","ENTREP1",12.6623945555066,4.73610465864207e-25,1.62803597640821e-22,4570,1.16448798087984,"ENSG00000135063"
"38",8,"enrichment","Astro.04","PPP1R1C",12.6060454564796,6.63249307943643e-25,2.12792486298585e-22,1392,3.52437918220474,"ENSG00000150722"
"39",9,"enrichment","Astro.04","DCLK2",12.5048698760084,1.21448697169155e-24,3.5422536674337e-22,2544,1.09084659031538,"ENSG00000170390"
"40",10,"enrichment","Astro.04","OGFRL1",12.3783412753359,2.58895208349002e-24,7.11961822959754e-22,3338,1.34178249068781,"ENSG00000119900"
"41",1,"enrichment","Astro.05","MMD2",4.25929257000131,3.71468128370062e-05,6.54831636549789e-05,3624,0.585539912691277,"ENSG00000136297"
"42",2,"enrichment","Astro.05","NECAB1",3.83359581382461,0.000189257483632663,0.000297356069207375,4314,0.99562817630821,"ENSG00000123119"
"43",3,"enrichment","Astro.05","SYT1",3.83175833300471,0.000190542368045329,0.000299228306809641,6088,0.941041584987125,"ENSG00000067715"
"44",4,"enrichment","Astro.05","CSMD1",3.64434432112242,0.000375330290729084,0.000564020928691246,4091,0.696881250183008,"ENSG00000183117"
"45",5,"enrichment","Astro.05","EDIL3",3.6349454101489,0.000388061566999028,0.000581518057580008,2812,1.04255870048651,"ENSG00000164176"
"46",6,"enrichment","Astro.05","GIGYF1",3.61193931050528,0.000420966756496783,0.000627117324142012,3901,0.521513411519926,"ENSG00000146830"
"47",7,"enrichment","Astro.05","AHDC1",3.55022849955136,0.000522714011146586,0.000768344892682634,140,0.35509326788685,"ENSG00000126705"
"48",8,"enrichment","Astro.05","RYR2",3.54889462505382,0.000525150058301979,0.000771572173890482,859,0.925644895700977,"ENSG00000198626"
"49",9,"enrichment","Astro.05","RBFOX1",3.51057335025585,0.000599876817610434,0.000872704711230415,7286,0.660086364909186,"ENSG00000078328"
"50",10,"enrichment","Astro.05","LINC00342",3.47909796522638,0.000668620963589213,0.00096730449038722,1163,0.342430350694998,"ENSG00000232931"
