"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Astro.1","CFH",3.39265955333705,0.000898102408292717,0.00117861943232928,1139,1.1885514255992,"ENSG00000000971"
"2",2,"enrichment","Astro.1","ABCB1",3.0693918274961,0.00257227391575729,0.00318508034862888,5733,1.15413757094284,"ENSG00000085563"
"3",3,"enrichment","Astro.1","SYT1",2.94962364211876,0.00372472594435853,0.00452911675112419,9120,1.12435485298036,"ENSG00000067715"
"4",4,"enrichment","Astro.1","COL1A2",2.86658247544093,0.00478423772016308,0.00573929356074273,5765,1.00288275732196,"ENSG00000164692"
"5",5,"enrichment","Astro.1","SH3BP5",2.71432010628428,0.00746845866071598,0.00877433729593764,2515,1.25333166770611,"ENSG00000131370"
"6",6,"enrichment","Astro.1","ENSG00000288085",2.67244287689504,0.00841535815862375,0.00982102823279907,5087,0.891114404312227,"ENSG00000288085"
"7",7,"enrichment","Astro.1","ENSG00000243620",2.52546952268175,0.0126576194982124,0.0145155283139668,3089,1.20542420553151,"ENSG00000243620"
"8",8,"enrichment","Astro.1","COL6A3",2.46117360918384,0.0150525295972929,0.0171418984168878,2383,0.839527596948514,"ENSG00000163359"
"9",9,"enrichment","Astro.1","ITIH5",2.33962942546752,0.0207028676864934,0.0232636891146557,7308,1.02372579209708,"ENSG00000123243"
"10",10,"enrichment","Astro.1","PSCA",2.29346454317931,0.0232960407419566,0.0260623460885833,6605,0.719270762260899,"ENSG00000167653"
"11",1,"enrichment","Astro.2","SH2B2",5.21795346046179,6.27867872777702e-07,0.00925163310537944,5855,1.60531661955119,"ENSG00000160999"
"12",2,"enrichment","Astro.2","ISYNA1",5.01802915057821,1.53573995567764e-06,0.011314564123455,12774,1.29667849393149,"ENSG00000105655"
"13",3,"enrichment","Astro.2","TKFC",4.79009051098343,4.14361208021791e-06,0.0143244927767493,8164,1.24636049628923,"ENSG00000149476"
"14",4,"enrichment","Astro.2","ZNF414",4.7696155659399,4.5234027481653e-06,0.0143244927767493,12580,1.38289058243249,"ENSG00000133250"
"15",5,"enrichment","Astro.2","PACSIN3",4.75278155265022,4.86070335145887e-06,0.0143244927767493,8114,1.31197992608484,"ENSG00000165912"
"16",6,"enrichment","Astro.2","LURAP1",4.63432136955647,8.02485769363815e-06,0.0151754850729092,438,1.33795864953112,"ENSG00000171357"
"17",7,"enrichment","Astro.2","TSNAXIP1",4.60973363280375,8.89562322545296e-06,0.0151754850729092,11198,1.35026465682141,"ENSG00000102904"
