"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","Astro.1","LMO3",8.7267153634958,6.51905724202236e-15,7.84324074430815e-12,5869,0.794487887038198,"ENSG00000048540",1
2,"enrichment","Astro.1","FAM171B",8.30287335168482,7.32095902971268e-14,7.82935896233161e-11,1401,0.946638334541129,"ENSG00000144369",2
3,"enrichment","Astro.1","ERBB4",8.04626379900569,3.10775505226778e-13,2.7192856707343e-10,1487,0.761487850495453,"ENSG00000178568",3
4,"enrichment","Astro.1","SOX5",7.97102120543129,4.73457664580917e-13,3.79752501799277e-10,5885,0.662674102249126,"ENSG00000134532",4
5,"enrichment","Astro.1","APC",7.87062768218753,8.2848294606804e-13,5.69582025421778e-10,2874,0.570397639416532,"ENSG00000134982",5
6,"enrichment","Astro.1","CARMIL1",7.79669822384288,1.24886757200689e-12,8.01356692037752e-10,3180,0.811056494630235,"ENSG00000079691",6
7,"enrichment","Astro.1","GPM6A",7.78233850659417,1.35227101803357e-12,8.1347553428582e-10,2596,0.705193868735584,"ENSG00000150625",7
8,"enrichment","Astro.1","CADM1",7.70487208482204,2.0750370786511e-12,1.1748371695304e-09,5720,0.865173589292902,"ENSG00000182985",8
9,"enrichment","Astro.1","ADGRB3",7.6850396683887,2.31484412252486e-12,1.23779859329455e-09,3330,0.685704272289763,"ENSG00000135298",9
10,"enrichment","Astro.1","CDH2",7.65769924159581,2.69105004284463e-12,1.36322929801998e-09,8143,0.635513060873516,"ENSG00000170558",10
11,"enrichment","Astro.1","LGR4",7.61066402938846,3.4851636536233e-12,1.67723500830621e-09,5399,0.70316824512788,"ENSG00000205213",11
12,"enrichment","Astro.1","FAM184A",7.51835637716546,5.77871262582456e-12,2.41826560972006e-09,3462,0.805404563654627,"ENSG00000111879",12
13,"enrichment","Astro.1","MAST4",7.49207100112442,6.67071224719092e-12,2.57317341703905e-09,2748,0.703574074969983,"ENSG00000069020",13
14,"enrichment","Astro.1","ARHGEF12",7.40421917912268,1.07619733749117e-11,3.83644421235277e-09,5749,0.643644275582716,"ENSG00000196914",14
15,"enrichment","Astro.1","GPD2",7.36755857251774,1.31303962248244e-11,4.35793322979087e-09,1308,0.886111652039743,"ENSG00000115159",15
16,"enrichment","Astro.1","CPE",7.33243995641799,1.5880499533791e-11,4.95117971500182e-09,2577,0.678016571246631,"ENSG00000109472",16
17,"enrichment","Astro.1","WDR17",7.33167142108345,1.59466567444214e-11,4.95117971500182e-09,2598,0.699542041128644,"ENSG00000150627",17
18,"enrichment","Astro.1","SLC1A3",7.32485835327382,1.65451932565006e-11,4.97648390918182e-09,2685,0.808482785698996,"ENSG00000079215",18
19,"enrichment","Astro.1","ADGRL3",7.23642976581017,2.66563668159759e-11,7.33050087439337e-09,2359,0.74366515408309,"ENSG00000150471",19
20,"enrichment","Astro.1","NHSL1",7.22653966792732,2.8112572149848e-11,7.51620852617464e-09,3516,0.755504053578436,"ENSG00000135540",20
21,"enrichment","Astro.1","NFAT5",7.20810272891606,3.1040338870064e-11,8.07468274660447e-09,7492,0.534496272544253,"ENSG00000102908",21
22,"enrichment","Astro.1","LSAMP",7.16694519271197,3.87083294959383e-11,9.80441240522122e-09,1931,0.54769361804452,"ENSG00000185565",22
