"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","Astro.1","LMO3",8.7267153634958,6.51905724202236e-15,7.84324074430815e-12,5869,0.794487887038198,"ENSG00000048540"
2,"enrichment","Astro.1","FAM171B",8.30287335168482,7.32095902971268e-14,7.82935896233161e-11,1401,0.946638334541129,"ENSG00000144369"
3,"enrichment","Astro.1","ERBB4",8.04626379900569,3.10775505226778e-13,2.7192856707343e-10,1487,0.761487850495453,"ENSG00000178568"
4,"enrichment","Astro.1","SOX5",7.97102120543129,4.73457664580917e-13,3.79752501799277e-10,5885,0.662674102249126,"ENSG00000134532"
5,"enrichment","Astro.1","APC",7.87062768218753,8.2848294606804e-13,5.69582025421778e-10,2874,0.570397639416532,"ENSG00000134982"
6,"enrichment","Astro.1","CARMIL1",7.79669822384288,1.24886757200689e-12,8.01356692037752e-10,3180,0.811056494630235,"ENSG00000079691"
7,"enrichment","Astro.1","GPM6A",7.78233850659417,1.35227101803357e-12,8.1347553428582e-10,2596,0.705193868735584,"ENSG00000150625"
8,"enrichment","Astro.1","CADM1",7.70487208482204,2.0750370786511e-12,1.1748371695304e-09,5720,0.865173589292902,"ENSG00000182985"
9,"enrichment","Astro.1","ADGRB3",7.6850396683887,2.31484412252486e-12,1.23779859329455e-09,3330,0.685704272289763,"ENSG00000135298"
10,"enrichment","Astro.1","CDH2",7.65769924159581,2.69105004284463e-12,1.36322929801998e-09,8143,0.635513060873516,"ENSG00000170558"
1,"enrichment","Astro.2","SNTA1",4.98143734781225,1.80943962211297e-06,0.00701281037018639,8826,0.535597926139879,"ENSG00000101400"
2,"enrichment","Astro.2","PTGDS",4.91594970187675,2.41025978256054e-06,0.00701281037018639,4843,0.569107166459815,"ENSG00000107317"
3,"enrichment","Astro.2","PPP6R2",4.80636241533832,3.87315332432749e-06,0.00701281037018639,9277,0.325039301638468,"ENSG00000100239"
4,"enrichment","Astro.2","SLC27A1",4.80049012514392,3.97208544648263e-06,0.00701281037018639,8430,0.494192058587703,"ENSG00000130304"
5,"enrichment","Astro.2","PRKRIP1",4.7832177635761,4.27747253669608e-06,0.00701281037018639,3909,0.414197653315802,"ENSG00000128563"
6,"enrichment","Astro.2","SNRNP70",4.77813316411151,4.37162204894736e-06,0.00701281037018639,8645,0.454452270779673,"ENSG00000104852"
7,"enrichment","Astro.2","PLXNB1",4.72423575006562,5.50132649521462e-06,0.0075643239309201,1770,0.585720704534972,"ENSG00000164050"
8,"enrichment","Astro.2","MROH7",4.68916369145383,6.38303172523011e-06,0.00767958504441748,282,0.353401515911156,"ENSG00000184313"
9,"enrichment","Astro.2","STARD3",4.57401922937407,1.03453656226577e-05,0.0110637937908978,7806,0.5442268451964,"ENSG00000131748"
10,"enrichment","Astro.2","DYNC1H1",4.46933566908281,1.59364456961654e-05,0.0153388289825592,6844,0.387480648508127,"ENSG00000197102"
1,"enrichment","Astro.3","BCAS1",8.31374533826393,6.86206809510761e-14,6.60474054154107e-10,8922,2.67874196380911,"ENSG00000064787"
2,"enrichment","Astro.3","SLC24A2",8.18022752124199,1.4593918426043e-13,7.02332324253319e-10,4503,2.018314840031,"ENSG00000155886"
3,"enrichment","Astro.3","LINC01608",7.96289441601417,4.94074982223986e-13,1.2407242102515e-09,4378,2.51103979633685,"ENSG00000253877"
4,"enrichment","Astro.3","ZNF536",7.90012308160857,7.01186386685109e-13,1.2407242102515e-09,8489,2.35159883836564,"ENSG00000198597"
5,"enrichment","Astro.3","ST18",7.88326779282881,7.70168680470602e-13,1.2407242102515e-09,4215,2.5302065398092,"ENSG00000147488"
6,"enrichment","Astro.3","IL1RAPL1",7.8825064928511,7.73438468728207e-13,1.2407242102515e-09,9360,1.86778003404444,"ENSG00000169306"
7,"enrichment","Astro.3","ELMO1",7.78543222593096,1.32587893071113e-12,1.8230835297278e-09,3711,2.05953586880424,"ENSG00000155849"
8,"enrichment","Astro.3","UGT8",7.66764094949098,2.54146459853973e-12,3.05769959511812e-09,2478,2.12242923056909,"ENSG00000174607"
9,"enrichment","Astro.3","CTNNA3",7.63462542825731,3.04785092499408e-12,3.25950723922978e-09,5023,1.55769428547008,"ENSG00000183230"
