top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,HumanPilot_anno
38,enrichment,Sp09D04,GRIK3,7.329312494835376,2.518624439209658e-12,8.05701500091787e-10,328,1.6849303993763467,ENSG00000163873,L6~Sp09D04
39,enrichment,Sp09D04,STUM,7.292365448502742,3.17206452130719e-12,9.893669241957126e-10,1150,0.7210159958378172,ENSG00000203685,L6~Sp09D04
40,enrichment,Sp09D04,CACNG8,7.206870070780502,5.3938514771350636e-12,1.6413095372862696e-9,11163,0.8050078409177205,ENSG00000142408,L6~Sp09D04
41,enrichment,Sp09D04,SDK2,7.187815836517434,6.0679525458703594e-12,1.8024708562447286e-9,10086,1.5681045920915029,ENSG00000069188,L6~Sp09D04
42,enrichment,Sp09D04,NOS1AP,7.166895119960083,6.903883984067281e-12,2.0030896880284514e-9,918,1.19105521509363,ENSG00000198929,L6~Sp09D04
43,enrichment,Sp09D04,HS3ST2,7.154424122213918,7.455131934400647e-12,2.1138687730359654e-9,9135,2.007116283298093,ENSG00000122254,L6~Sp09D04
44,enrichment,Sp09D04,CABP7,7.141028893410978,8.0955677477511e-12,2.244451182687616e-9,11820,1.8708257974168063,ENSG00000100314,L6~Sp09D04
45,enrichment,Sp09D04,PARVB,7.117972652540272,9.327183781773548e-12,2.529694453508843e-9,11967,1.3357424334343042,ENSG00000188677,L6~Sp09D04
46,enrichment,Sp09D04,TLE4,7.0839650425251,1.1487575732522335e-11,3.0493403157223115e-9,5677,1.360610710918386,ENSG00000106829,L6~Sp09D04
47,enrichment,Sp09D04,RASGRP1,7.071765060517818,1.237705007329189e-11,3.217001598216451e-9,8591,1.0997706595303354,ENSG00000172575,L6~Sp09D04
48,enrichment,Sp09D04,NDFIP2,7.0607643782432765,1.3237026135670831e-11,3.370308940176108e-9,8057,0.7087027615863246,ENSG00000102471,L6~Sp09D04
49,enrichment,Sp09D04,CDH24,7.0282520387528065,1.613749762553989e-11,4.026628407524714e-9,8153,1.699096931207894,ENSG00000139880,L6~Sp09D04
50,enrichment,Sp09D04,MPPED1,7.022045406687801,1.675839927741127e-11,4.0995644977447645e-9,11964,0.7728903502508253,ENSG00000186732,L6~Sp09D04
51,enrichment,Sp09D04,ATP2B1,6.958768809033977,2.4594847961274735e-11,5.9008715993243e-9,7654,0.8385136347941272,ENSG00000070961,L6~Sp09D04
52,enrichment,Sp09D04,NR4A2,6.924826013510907,3.0185871503777106e-11,7.10564024304006e-9,1750,1.680503525085448,ENSG00000153234,L6~Sp09D04
53,enrichment,Sp09D04,CPNE5,6.897538074245879,3.5572212067427056e-11,8.099908658354334e-9,4047,0.969420721540139,ENSG00000124772,L6~Sp09D04
54,enrichment,Sp09D04,POU6F2,6.896903275721387,3.570815775965761e-11,8.099908658354334e-9,4591,1.6600860653821177,ENSG00000106536,L6~Sp09D04
55,enrichment,Sp09D04,KCNF1,6.811247295079345,5.961489336706656e-11,1.3281346600848612e-8,1276,0.7768738197447955,ENSG00000162975,L6~Sp09D04
56,enrichment,Sp09D04,DGKZ,6.806328956112778,6.138732694117034e-11,1.343628580557967e-8,6727,0.60964928013003294,ENSG00000149091,L6~Sp09D04
57,enrichment,Sp09D04,ZNF503,6.762546553513655,7.962902655179643e-11,1.712847819414159e-8,6262,1.3029146583502933,ENSG00000165655,L6~Sp09D04
58,enrichment,Sp09D04,CELF4,6.725251391895751,9.929594128999318e-11,2.0996884127694153e-8,10335,0.7188702443154901,ENSG00000101489,L6~Sp09D04
59,enrichment,Sp09D04,FILIP1,6.713992375058122,1.0612061528916152e-10,2.2066013272459653e-8,4174,1.3692272678935768,ENSG00000118407,L6~Sp09D04
60,enrichment,Sp09D04,KCNH5,6.679236302477686,1.3022866580107148e-10,2.6634964500560127e-8,8310,1.6360805541876773,ENSG00000140015,L6~Sp09D04
61,enrichment,Sp09D04,CPLX3,6.613485735902028,1.9144035041308694e-10,3.852273889925278e-8,8802,1.528407253889272,ENSG00000213578,L6~Sp09D04
62,enrichment,Sp09D04,IGSF21,6.5966021258606276,2.1125969126174273e-10,4.1836125526690515e-8,150,0.7842963838877816,ENSG00000117154,L6~Sp09D04
63,enrichment,Sp09D04,GNB4,6.580564963836754,2.3194507314529472e-10,4.521479269626089e-8,2687,1.0353425723850282,ENSG00000114450,L6~Sp09D04
64,enrichment,Sp09D04,TUBA1B,6.5760263822956215,2.3815178833339496e-10,4.571048786534516e-8,7448,0.5147732958889993,ENSG00000123416,L6~Sp09D04
65,enrichment,Sp09D04,ASIC2,6.5212582694360295,3.272035424951299e-10,6.185138479044304e-8,9777,1.267811955737655,ENSG00000108684,L6~Sp09D04
66,enrichment,Sp09D04,NXPH3,6.435601641922501,5.357780795385807e-10,9.97666764227363e-8,9955,1.5327411538642643,ENSG00000182575,L6~Sp09D04
67,enrichment,Sp09D04,COX7A2L,6.416267615711385,5.984840753079215e-10,1.0896263378109302e-7,1403,0.4847897587666861,ENSG00000115944,L6~Sp09D04
68,enrichment,Sp09D04,BRINP3,6.413032857953986,6.096560447542251e-10,1.0896263378109302e-7,1007,1.362146940776495,ENSG00000162670,L6~Sp09D04
69,enrichment,Sp09D04,GDA,6.412543300600292,6.11364569146883e-10,1.0896263378109302e-7,5661,0.8438429296288382,ENSG00000119125,L6~Sp09D04
70,enrichment,Sp09D04,RPRML,6.388096242724297,7.029270825397117e-10,1.2351715889810482e-7,9932,1.3424174586164546,ENSG00000179673,L6~Sp09D04
71,enrichment,Sp09D04,GMFB,6.382848381516922,7.242688679380583e-10,1.2430587932443205e-7,8273,0.44096091375318974,ENSG00000197045,L6~Sp09D04
72,enrichment,Sp09D04,SV2B,6.382105028974747,7.273428334949936e-10,1.2430587932443205e-7,8904,0.8596550600280016,ENSG00000185518,L6~Sp09D04
73,enrichment,Sp09D04,CYP26A1,6.35229238005229,8.617542495185182e-10,1.4528710833774368e-7,6319,1.546012999996071,ENSG00000095596,L6~Sp09D04
74,enrichment,Sp09D04,SLC17A7,6.332249221470352,9.655138597256144e-10,1.6019552547112977e-7,11097,0.7575267123106143,ENSG00000104888,L6~Sp09D04
75,enrichment,Sp09D04,TMEM155,6.3280595064664436,9.88702746174815e-10,1.6019552547112977e-7,3096,1.3721885324947984,ENSG00000164112,L6~Sp09D04
76,enrichment,Sp09D04,SNCA,6.313699121303404,1.0724020537006005e-9,1.7152933361498323e-7,3032,0.7391689200288277,ENSG00000145335,L6~Sp09D04
77,enrichment,Sp09D04,MAS1,6.260364559790534,1.4485591412608587e-9,2.287623271692465e-7,4416,1.5704743286589256,ENSG00000130368,L6~Sp09D04
78,enrichment,Sp09D04,MAP2,6.249777882345962,1.537312960641751e-9,2.3974395621208107e-7,1926,0.5920358983908157,ENSG00000078018,L6~Sp09D04
79,enrichment,Sp09D04,FXYD7,6.23796186698335,1.6426714804830454e-9,2.5301196778403053e-7,10846,0.5526095538853156,ENSG00000221946,L6~Sp09D04
80,enrichment,Sp09D04,LY6H,6.190311307004216,2.144141021556195e-9,3.262232120114036e-7,5459,0.6175998654611883,ENSG00000176956,L6~Sp09D04
81,enrichment,Sp09D04,CAMK2B,6.187639530181969,2.176316891514178e-9,3.2712927154856484e-7,4615,0.6731170287352584,ENSG00000058404,L6~Sp09D04
82,enrichment,Sp09D04,FOXO6,6.182128501902737,2.244186306052078e-9,3.3331509945602055e-7,367,1.4430367147502514,ENSG00000204060,L6~Sp09D04
83,enrichment,Sp09D04,PDE1A,6.140017058729842,2.8358898225234127e-9,4.162418991270835e-7,1836,0.79580695751308,ENSG00000115252,L6~Sp09D04
84,enrichment,Sp09D04,SEMA3C,6.082336618273172,3.900197969870582e-9,5.658008124663416e-7,4721,1.503098458806934,ENSG00000075223,L6~Sp09D04
85,enrichment,Sp09D04,NEUROD2,6.078211098464924,3.989784569006089e-9,5.721442791140226e-7,9826,0.8565491729923292,ENSG00000171532,L6~Sp09D04
86,enrichment,Sp09D04,PPP1R9A,6.071042928923575,4.150255287475151e-9,5.883930109834089e-7,4762,0.5251150769368278,ENSG00000158528,L6~Sp09D04
87,enrichment,Sp09D04,VAMP2,6.0679315394536095,4.221858439189704e-9,5.918191672733791e-7,9634,0.41584043067525955,ENSG00000220205,L6~Sp09D04
88,enrichment,Sp09D04,KIAA1217,6.056204383089828,4.502764238974017e-9,6.241831849493315e-7,6103,1.0888792959061686,ENSG00000120549,L6~Sp09D04
89,enrichment,Sp09D04,AK5,6.047633533112912,4.719550645029726e-9,6.470452071141853e-7,522,0.6030279005101479,ENSG00000154027,L6~Sp09D04
90,enrichment,Sp09D04,FIBCD1,6.0220309035535,5.429739955098099e-9,7.363199530413465e-7,5925,1.5655267835934885,ENSG00000130720,L6~Sp09D04
91,enrichment,Sp09D04,PPP1R14C,6.018806934885117,5.526266741086304e-9,7.413516544278789e-7,4381,1.1977601924580157,ENSG00000198729,L6~Sp09D04
92,enrichment,Sp09D04,YWHAB,5.982048304478613,6.752700175164854e-9,8.962413551633692e-7,11457,0.47664416590697317,ENSG00000166913,L6~Sp09D04
93,enrichment,Sp09D04,PAK3,5.978369113024913,6.889198424776271e-9,9.047330478685133e-7,12310,0.6003443752009514,ENSG00000077264,L6~Sp09D04
94,enrichment,Sp09D04,PPP3CA,5.948749682570159,8.0908956114717e-9,1.0434859464948893e-6,3048,0.6200239415229503,ENSG00000138814,L6~Sp09D04
95,enrichment,Sp09D04,MAP1A,5.948245526546007,8.113027958480622e-9,1.0434859464948893e-6,8642,0.46380680106390554,ENSG00000166963,L6~Sp09D04
96,enrichment,Sp09D04,FAM43B,5.924265234461269,9.236956176956827e-9,1.1759210741195242e-6,165,1.10087578443511,ENSG00000183114,L6~Sp09D04
97,enrichment,Sp09D04,PHACTR1,5.898069571621555,1.0638764408178235e-8,1.3272922475643166e-6,3862,0.547089069932599,ENSG00000112137,L6~Sp09D04
98,enrichment,Sp09D04,GPR26,5.840777110609251,1.4467910335846402e-8,1.787145043069502e-6,6474,1.4219404090087493,ENSG00000154478,L6~Sp09D04
99,enrichment,Sp09D04,MAPK8IP2,5.827803648528603,1.5506261092238795e-8,1.896628562615404e-6,12012,0.42589923879317954,ENSG00000008735,L6~Sp09D04
100,enrichment,Sp09D04,KHDRBS3,5.817983960077852,1.6340238266206907e-8,1.979231190380557e-6,5439,0.5144610552454532,ENSG00000131773,L6~Sp09D04
1,enrichment,Sp09D05,CLU,13.437069281095239,4.5769984092703887e-32,4.0299078140274673e-28,5143,0.911938563920726,ENSG00000120885,L1~Sp09D05
2,enrichment,Sp09D05,GLUD1,13.394999868100971,6.460256194337075e-32,4.0299078140274673e-28,6292,0.9132321270728317,ENSG00000148672,L1~Sp09D05
3,enrichment,Sp09D05,TTYH1,13.313708911769293,1.2565541058966502e-31,5.225589675055537e-28,11173,0.8804318660399594,ENSG00000167614,L1~Sp09D05
4,enrichment,Sp09D05,SLC1A3,13.114909547428944,6.370598151457546e-31,1.9869895634396087e-27,3310,1.301141453405091,ENSG00000079215,L1~Sp09D05
5,enrichment,Sp09D05,MLC1,12.618805513650232,3.5698288836837983e-29,8.907437030567813e-26,11992,1.3669551882879611,ENSG00000100427,L1~Sp09D05
6,enrichment,Sp09D05,CST3,12.424059179870808,1.7151705199466427e-28,3.5664112344757196e-25,11349,1.1341211045927708,ENSG00000101439,L1~Sp09D05
7,enrichment,Sp09D05,NTRK2,12.361674234682047,2.831787320818876e-28,4.5375013323211595e-25,5687,0.8312942002391421,ENSG00000148053,L1~Sp09D05
8,enrichment,Sp09D05,TUBB2B,12.356486725342695,2.9522547656016717e-28,4.5375013323211595e-25,3828,1.009439723054947,ENSG00000137285,L1~Sp09D05
9,enrichment,Sp09D05,GJA1,12.343630853973435,3.273285667753321e-28,4.5375013323211595e-25,4295,1.4722404694970204,ENSG00000152661,L1~Sp09D05
10,enrichment,Sp09D05,MT1G,12.188893709610616,1.1311804726017575e-27,1.4112607576179526e-24,9281,1.7255395087882786,ENSG00000125144,L1~Sp09D05
11,enrichment,Sp09D05,GLUL,12.020502549848645,4.338517791617453e-27,4.9206679971108496e-24,986,1.0906000608924928,ENSG00000135821,L1~Sp09D05
12,enrichment,Sp09D05,AGT,11.988943591404423,5.5780722487504736e-27,5.366581224300509e-24,1176,1.5107948805012537,ENSG00000135744,L1~Sp09D05
13,enrichment,Sp09D05,AHCYL1,11.979742974540827,6.001873625229408e-27,5.366581224300509e-24,644,1.0324153116327937,ENSG00000168710,L1~Sp09D05
14,enrichment,Sp09D05,ATP1B2,11.979319519101361,6.0221334674741204e-27,5.366581224300509e-24,9623,1.1405642758291243,ENSG00000129244,L1~Sp09D05
15,enrichment,Sp09D05,SERPINE2,11.946431200118592,7.822924078013e-27,6.5065867198193464e-24,1989,1.0061408891890022,ENSG00000135919,L1~Sp09D05
16,enrichment,Sp09D05,ALDOC,11.690534831644367,5.943485012927799e-26,4.521225873529782e-23,9728,0.794133918936883,ENSG00000109107,L1~Sp09D05
17,enrichment,Sp09D05,MT1E,11.685989134912388,6.160695723790181e-26,4.521225873529782e-23,9277,1.1881891681298178,ENSG00000169715,L1~Sp09D05
18,enrichment,Sp09D05,MT1F,11.661006020169285,7.503588099721395e-26,5.200820285118007e-23,9280,1.2443198957503268,ENSG00000198417,L1~Sp09D05
19,enrichment,Sp09D05,FBXO2,11.631838751618593,9.444403099611079e-26,6.201493319513043e-23,109,0.8137541169405526,ENSG00000116661,L1~Sp09D05
20,enrichment,Sp09D05,ITM2C,11.603008734798333,1.1853408772840565e-25,7.394156392497944e-23,2005,0.7522696536668522,ENSG00000135916,L1~Sp09D05
21,enrichment,Sp09D05,MT3,11.514673718714295,2.3749351085376075e-25,1.41093763876739e-22,9275,0.8387789541825199,ENSG00000087250,L1~Sp09D05
22,enrichment,Sp09D05,SPARCL1,11.498733351566788,2.6917264248473593e-25,1.5264535852907117e-22,3021,0.9245386981691013,ENSG00000152583,L1~Sp09D05
23,enrichment,Sp09D05,CPE,11.477284967257516,3.1853677943948195e-25,1.7278542870812943e-22,3185,0.8352099182605277,ENSG00000109472,L1~Sp09D05
24,enrichment,Sp09D05,ATP1A2,11.41208964461668,5.3107448178984975e-25,2.7607021811709024e-22,889,1.160560852296764,ENSG00000018625,L1~Sp09D05
25,enrichment,Sp09D05,PON2,11.19399782213576,2.914277179449854e-24,1.4543408836326553e-21,4764,1.1978852174566297,ENSG00000105854,L1~Sp09D05
26,enrichment,Sp09D05,SLC1A2,11.114916553342082,5.387129255753288e-24,2.5849932536453088e-21,6697,1.3232155806219772,ENSG00000110436,L1~Sp09D05
27,enrichment,Sp09D05,APOE,11.053829330361467,8.649509121263452e-24,3.996713918403067e-21,11009,1.1134112854986364,ENSG00000130203,L1~Sp09D05
28,enrichment,Sp09D05,C1orf61,11.008845044421571,1.2250335488439151e-23,5.458399484063101e-21,863,0.8187723827929555,ENSG00000125462,L1~Sp09D05
29,enrichment,Sp09D05,ENHO,10.906924507365252,2.690022395214571e-23,1.1572661862998961e-20,5594,0.8164865650408913,ENSG00000168913,L1~Sp09D05
30,enrichment,Sp09D05,SLC3A2,10.84298133145646,4.3999758074510345e-23,1.829803272458637e-20,6829,0.7888066774519813,ENSG00000168003,L1~Sp09D05
31,enrichment,Sp09D05,METTL7A,10.834122488323965,4.709963074917802e-23,1.8955322362153062e-20,7469,1.2108973356226256,ENSG00000185432,L1~Sp09D05
32,enrichment,Sp09D05,MT1M,10.78094999678407,7.08413059663377e-23,2.761925416362591e-20,9278,1.2057056541769904,ENSG00000205364,L1~Sp09D05
33,enrichment,Sp09D05,AQP4,10.633272744264424,2.191790518869384e-22,8.286296519216494e-20,10311,1.592481454827019,ENSG00000171885,L1~Sp09D05
34,enrichment,Sp09D05,FXYD1,10.429007572888773,1.0344493760980993e-21,3.7958207106470255e-19,10845,0.88403546850520065,ENSG00000266964,L1~Sp09D05
35,enrichment,Sp09D05,LRIG1,10.421260896037916,1.096881859958597e-21,3.909913738526702e-19,2394,1.3786891913773047,ENSG00000144749,L1~Sp09D05
36,enrichment,Sp09D05,NTSR2,10.342655956718417,1.985876697192084e-21,6.882166020602344e-19,1282,0.9867389732376581,ENSG00000169006,L1~Sp09D05
37,enrichment,Sp09D05,F3,10.313434005656793,2.4750062744658562e-21,8.345453589252978e-19,583,1.5284140236662074,ENSG00000117525,L1~Sp09D05
38,enrichment,Sp09D05,SFXN5,10.258223447071728,3.7490908008587865e-21,1.2308857060924796e-18,1512,0.9562509001481779,ENSG00000144040,L1~Sp09D05
39,enrichment,Sp09D05,ETNPPL,10.247910573031897,4.051047874646579e-21,1.295919827797198e-18,3072,1.189958481450237,ENSG00000164089,L1~Sp09D05
40,enrichment,Sp09D05,LRRC8A,10.243900730033735,4.1748784763131126e-21,1.3021445967620598e-18,5899,0.7960171650540211,ENSG00000136802,L1~Sp09D05
41,enrichment,Sp09D05,PTPRZ1,10.144298037974677,8.805190201938037e-21,2.679354950228755e-18,4901,1.00194555961958,ENSG00000106278,L1~Sp09D05
42,enrichment,Sp09D05,TPP1,10.130372662288964,9.77100321150387e-21,2.902453239683864e-18,6585,0.7519980039285803,ENSG00000166340,L1~Sp09D05
43,enrichment,Sp09D05,PLPP3,10.08573213090188,1.3634906590211258e-20,3.956025456266876e-18,467,1.450670152694959,ENSG00000162407,L1~Sp09D05
44,enrichment,Sp09D05,ALDH6A1,10.081691704036416,1.4051935177252264e-20,3.984362347077256e-18,8381,0.9348712936519193,ENSG00000119711,L1~Sp09D05
45,enrichment,Sp09D05,HTRA1,10.044531245161448,1.85336739068101e-20,5.1383581258080626e-18,6468,0.8856530972187299,ENSG00000166033,L1~Sp09D05
46,enrichment,Sp09D05,SOX9,10.03829207425658,1.9414562448445728e-20,5.265566980582802e-18,10078,1.3175042117849822,ENSG00000125398,L1~Sp09D05
47,enrichment,Sp09D05,PRDX6,10.01140765292738,2.371145520294525e-20,6.294130108764786e-18,958,0.7755799376661829,ENSG00000117592,L1~Sp09D05
48,enrichment,Sp09D05,CDC42EP4,9.962103145436268,3.419217354794007e-20,8.82543510226673e-18,10085,1.2299574693457358,ENSG00000179604,L1~Sp09D05
49,enrichment,Sp09D05,BCAN,9.960261757515973,3.466225713458398e-20,8.82543510226673e-18,868,0.8743790928575164,ENSG00000132692,L1~Sp09D05
50,enrichment,Sp09D05,NCAN,9.949339235345544,3.7585661742892974e-20,9.378374318086656e-18,10786,0.8796106971500692,ENSG00000130287,L1~Sp09D05
51,enrichment,Sp09D05,METRN,9.923448508942895,4.553105380871863e-20,1.1138145633677914e-17,8958,1.016573755504192,ENSG00000103260,L1~Sp09D05
52,enrichment,Sp09D05,ALDH1L1,9.540933662739187,7.531679617279776e-19,1.8070237481765865e-16,2522,1.1490596975383918,ENSG00000144908,L1~Sp09D05
53,enrichment,Sp09D05,PLEC,9.5124192148475,9.264260374852332e-19,2.1807719327671264e-16,5478,0.6776694043051693,ENSG00000178209,L1~Sp09D05
54,enrichment,Sp09D05,RAMP1,9.507482340221873,9.602086293413478e-19,2.2184375666041954e-16,2032,0.7715115167124674,ENSG00000132329,L1~Sp09D05
55,enrichment,Sp09D05,GPR37L1,9.451294329935822,1.4425164679854004e-18,3.272151900833792e-16,1036,1.2421913230870911,ENSG00000170075,L1~Sp09D05
56,enrichment,Sp09D05,LRP1,9.442965647752535,1.5320647201145198e-18,3.413221330026562e-16,7552,0.5560519503116161,ENSG00000123384,L1~Sp09D05
57,enrichment,Sp09D05,SNTA1,9.405654995767629,2.0059110776701923e-18,4.390481860528652e-16,11374,0.8470886535312899,ENSG00000101400,L1~Sp09D05
58,enrichment,Sp09D05,MT1H,9.350824266860313,2.977723012715305e-18,6.405184880454508e-16,9282,2.701403478617399,ENSG00000205358,L1~Sp09D05
59,enrichment,Sp09D05,RAB31,9.29779551513176,4.3585315114265204e-18,9.216447311280893e-16,10267,0.8319802051706856,ENSG00000168461,L1~Sp09D05
60,enrichment,Sp09D05,ACSS1,9.265284758025443,5.502282785274249e-18,1.1441080004846922e-15,11352,1.1977258063623413,ENSG00000154930,L1~Sp09D05
61,enrichment,Sp09D05,MT2A,9.24111974564616,6.541084544271656e-18,1.3378126356448063e-15,9276,1.0723471962257864,ENSG00000125148,L1~Sp09D05
62,enrichment,Sp09D05,FGFR3,9.232155817686802,6.974049788193622e-18,1.4033587928629618e-15,2804,1.3711284158835353,ENSG00000068078,L1~Sp09D05
63,enrichment,Sp09D05,EZR,9.218440410101852,7.692158904387693e-18,1.5232916585895375e-15,4408,1.3190173510252847,ENSG00000092820,L1~Sp09D05
64,enrichment,Sp09D05,NEBL,9.104545057862946,1.730794807226502e-17,3.373968127337162e-15,6093,0.65991586499353,ENSG00000078114,L1~Sp09D05
65,enrichment,Sp09D05,PBXIP1,9.013842440830823,3.2892600755612486e-17,6.3133551850310975e-15,819,1.1392847045945143,ENSG00000163346,L1~Sp09D05
66,enrichment,Sp09D05,PSD2,9.011251675124457,3.3499760441614493e-17,6.3324698677209455e-15,3609,0.9726871142567074,ENSG00000146005,L1~Sp09D05
67,enrichment,Sp09D05,ID4,8.905404898209524,7.055761195530973e-17,1.3138459205290211e-14,3886,1.4791131699227553,ENSG00000172201,L1~Sp09D05
68,enrichment,Sp09D05,SLC15A2,8.823526333756421,1.2513890488892136e-16,2.2959308491090923e-14,2498,1.4263892881056568,ENSG00000163406,L1~Sp09D05
69,enrichment,Sp09D05,ADGRG1,8.820779320441837,1.275615434173709e-16,2.3064606024277092e-14,9296,1.0364992723987332,ENSG00000205336,L1~Sp09D05
70,enrichment,Sp09D05,MT1X,8.767666758906792,1.846936030616166e-16,3.2917677025667554e-14,9283,1.1015101557912501,ENSG00000187193,L1~Sp09D05
71,enrichment,Sp09D05,CLDN10,8.69730436247159,3.010044005119528e-16,5.28919845181285e-14,8066,1.4153630560134436,ENSG00000134873,L1~Sp09D05
72,enrichment,Sp09D05,OAF,8.65881455543288,3.9283626015384018e-16,6.806979418999042e-14,7179,1.4321678692848356,ENSG00000184232,L1~Sp09D05
73,enrichment,Sp09D05,GSTM5,8.656145140512928,4.001484077976791e-16,6.838700733813487e-14,641,1.4758754451315228,ENSG00000134201,L1~Sp09D05
74,enrichment,Sp09D05,SOX2,8.578969113643787,6.810754817424981e-16,1.1482564473269467e-13,2698,1.2121852027722881,ENSG00000181449,L1~Sp09D05
75,enrichment,Sp09D05,EMID1,8.54526908675633,8.584058105787871e-16,1.427929452370793e-13,11809,1.1810365667128973,ENSG00000186998,L1~Sp09D05
76,enrichment,Sp09D05,CD81,8.523351869542076,9.97547754741915e-16,1.6375533931789647e-13,6556,0.6524913689940437,ENSG00000110651,L1~Sp09D05
77,enrichment,Sp09D05,SLC4A4,8.516160013314451,1.0479034317229794e-15,1.697875742100765e-13,2967,1.236664832399346,ENSG00000080493,L1~Sp09D05
78,enrichment,Sp09D05,S100A1,8.48621754932553,1.2860472303450611e-15,2.057016057151921e-13,795,0.8020557358892901,ENSG00000160678,L1~Sp09D05
79,enrichment,Sp09D05,DBI,8.460262217049827,1.535349113685463e-15,2.424685511688587e-13,1676,0.9391195073506484,ENSG00000155368,L1~Sp09D05
80,enrichment,Sp09D05,LRP4,8.402242384614476,2.2789606129388916e-15,3.554039075878201e-13,6734,1.1932718868238341,ENSG00000134569,L1~Sp09D05
81,enrichment,Sp09D05,ATP13A4,8.400366171686896,2.308194807286883e-15,3.555189927865574e-13,2747,1.2819104777564438,ENSG00000127249,L1~Sp09D05
82,enrichment,Sp09D05,LGALS3,8.363923075979592,2.9556671034368397e-15,4.496939363716831e-13,8278,1.2290518290184005,ENSG00000131981,L1~Sp09D05
83,enrichment,Sp09D05,S1PR1,8.3407894940247,3.456864096653178e-15,5.196124875884946e-13,611,1.2256172460358814,ENSG00000170989,L1~Sp09D05
84,enrichment,Sp09D05,PRDX1,8.322715551570036,3.90620908370246e-15,5.801650539079987e-13,412,0.4725233293820574,ENSG00000117450,L1~Sp09D05
85,enrichment,Sp09D05,APCDD1,8.315753309630745,4.094322939133523e-15,6.009502704544687e-13,10269,1.1527470541135065,ENSG00000154856,L1~Sp09D05
86,enrichment,Sp09D05,SCARA3,8.277456766392756,5.301083884146279e-15,7.690270062628951e-13,5144,1.269569228899425,ENSG00000168077,L1~Sp09D05
87,enrichment,Sp09D05,FZD8,8.232242751702557,7.18497073597406e-15,1.0303413207127859e-12,6136,1.710087868907071,ENSG00000177283,L1~Sp09D05
88,enrichment,Sp09D05,GJB6,8.220109219138505,7.794584146021587e-15,1.1050594523382423e-12,7907,1.5184736718642298,ENSG00000121742,L1~Sp09D05
89,enrichment,Sp09D05,PPP1R1B,8.204092022621396,8.678303864194378e-15,1.2165226855021242e-12,9827,0.7400021517939745,ENSG00000131771,L1~Sp09D05
90,enrichment,Sp09D05,GATM,8.192879192959618,9.355239873015393e-15,1.296844140619334e-12,8660,0.8620564120929372,ENSG00000171766,L1~Sp09D05
91,enrichment,Sp09D05,STON2,8.137290951931575,1.3563916744373937e-14,1.859598080250651e-12,8427,1.1570405011069484,ENSG00000140022,L1~Sp09D05
92,enrichment,Sp09D05,ABLIM1,8.112269604703615,1.6024791227426585e-14,2.173101036449718e-12,6434,0.6002021955226843,ENSG00000099204,L1~Sp09D05
93,enrichment,Sp09D05,PHGDH,8.097296663542853,1.7703474480616582e-14,2.374930619571747e-12,699,1.0719649881834277,ENSG00000092621,L1~Sp09D05
94,enrichment,Sp09D05,STOM,8.041675786817013,2.5607511609525884e-14,3.398716115323882e-12,5824,1.0037870130368223,ENSG00000148175,L1~Sp09D05
95,enrichment,Sp09D05,ADGRV1,8.01610077552062,3.0329034542015946e-14,3.9830003678546415e-12,3466,1.5397650792234496,ENSG00000164199,L1~Sp09D05
96,enrichment,Sp09D05,SLC39A12,8.010812547694544,3.140777698709243e-14,4.081702350947554e-12,6088,1.587437300212379,ENSG00000148482,L1~Sp09D05
97,enrichment,Sp09D05,ENTPD2,8.008128229109548,3.196977773585024e-14,4.11190667043781e-12,5994,1.8232809619339019,ENSG00000054179,L1~Sp09D05
98,enrichment,Sp09D05,FABP7,7.983467882803388,3.7620812441471516e-14,4.789359755304068e-12,4299,0.8104165661062307,ENSG00000164434,L1~Sp09D05
99,enrichment,Sp09D05,PLTP,7.943021166403406,4.910042766913806e-14,6.187645814143095e-12,11472,1.4335523308643845,ENSG00000100979,L1~Sp09D05
100,enrichment,Sp09D05,SCG3,7.896385231310024,6.668090317404404e-14,8.319109479993735e-12,8685,0.6131324684951018,ENSG00000104112,L1~Sp09D05
1,enrichment,Sp09D06,CLDND1,17.993530213856715,1.5208324093496995e-48,1.897390513904685e-44,2430,2.368513290825585,ENSG00000080822,WM~Sp09D06
2,enrichment,Sp09D06,DBNDD2,17.613030317652246,3.6445626753914063e-47,2.273478196909159e-43,11464,2.303467692575041,ENSG00000244274,WM~Sp09D06
3,enrichment,Sp09D06,FEZ1,17.479177433024994,1.1153485394679424e-46,4.638362792800683e-43,7206,1.2346165919141197,ENSG00000149557,WM~Sp09D06
4,enrichment,Sp09D06,SLAIN1,17.094488641653136,2.782852011450135e-45,8.67971542371297e-42,8051,1.8895692804937012,ENSG00000139737,WM~Sp09D06
5,enrichment,Sp09D06,CNP,17.022148769534855,5.0972675849789815e-45,1.2718702078039555e-41,9856,2.494549609283622,ENSG00000173786,WM~Sp09D06
6,enrichment,Sp09D06,ABCA2,16.598866167121788,1.7611295611368057e-43,3.661975400790465e-40,5992,1.430159957346271,ENSG00000107331,WM~Sp09D06
7,enrichment,Sp09D06,CNTN2,16.412229311585104,8.398882093284076e-43,1.4969207570830304e-39,1063,2.2085357721535708,ENSG00000184144,WM~Sp09D06
8,enrichment,Sp09D06,QDPR,16.310978997197132,1.9599532813489412e-42,3.056547142263674e-39,2867,1.6629732407674718,ENSG00000151552,WM~Sp09D06
