Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000011009,LYPLA2,11,-1.7541,41,0.31194,37,0.13543,32,-0.1352,37,0.12224,36,0.05084,42,0.37201,27,-0.3479,32,-0.1185
ENSG00000117308,GALE,6,-1.2331,18,0.31781,11,-0.4263,15,0.00126,14,-0.0565,14,-0.1174,22,0.74475,11,-0.4099,11,-0.4413
ENSG00000117305,HMGCL,28,0.49332,19,-0.1537,22,0.15957,20,-0.0306,25,0.32056,15,-0.4138,18,-0.1700,25,0.34462,14,-0.5970
ENSG00000179163,FUCA1,4,-1.6664,13,-0.0155,10,-0.4347,13,0.00476,24,0.96853,15,0.20143,16,0.34289,15,0.17531,6,-1.2242
ENSG00000189266,PNRC2,68,0.23195,42,-0.5438,56,-0.0721,37,-0.7034,82,0.55016,80,0.49859,63,0.13120,60,0.05495,49,-0.2705
ENSG00000188529,SRSF10,50,0.02822,49,-0.0189,65,0.45727,38,-0.3883,57,0.23374,55,0.18903,49,0.00491,50,0.03390,29,-0.8332
ENSG00000001460,STPG1,5,-1.0229,12,0.48305,10,0.15074,4,-1.2466,5,-0.8009,8,-0.2979,16,1.06395,7,-0.3773,6,-0.7117
ENSG00000001461,NIPAL3,151,1.22182,35,-1.1815,47,-0.6665,59,-0.3245,111,0.69135,146,1.16022,71,-0.0347,48,-0.6440,22,-1.7784
ENSG00000133226,SRRM1,132,1.29726,37,-0.8176,50,-0.3006,69,0.21293,59,-0.0310,68,0.19178,58,-0.0677,54,-0.1863,43,-0.5381
ENSG00000169504,CLIC4,250,4.02692,6,-2.6959,10,-1.8806,3,-3.6784,48,0.44504,17,-1.1443,5,-2.9874,39,0.11179,10,-1.9647
ENSG00000117614,SYF2,126,1.01105,53,-0.4255,64,-0.0859,60,-0.1935,71,0.07543,80,0.27054,57,-0.2975,78,0.21802,47,-0.5604
ENSG00000117616,RSRP1,70,1.12835,36,0.02295,24,-0.6135,26,-0.4709,37,0.09524,30,-0.2658,37,0.07050,34,-0.0447,22,-0.7293
ENSG00000183726,TMEM50A,116,0.59934,118,0.71548,70,-0.2163,51,-0.6946,54,-0.6198,85,0.08254,82,0.03564,63,-0.3770,44,-0.9328
ENSG00000204178,MACO1,28,0.16306,22,-0.2421,22,-0.1642,25,-0.0109,16,-0.6463,32,0.41054,28,0.21887,30,0.30209,21,-0.2756
ENSG00000117643,MAN1C1,10,-1.8999,104,2.14120,23,-0.7574,44,0.22429,20,-0.9655,21,-0.8906,26,-0.5969,17,-1.1988,20,-0.9660
ENSG00000162430,SELENON,54,1.06441,37,0.47847,16,-0.9057,26,-0.1208,26,-0.1623,15,-0.9723,19,-0.6402,36,0.38988,26,-0.1142
ENSG00000117640,MTFR1L,33,-0.9626,72,0.26367,59,-0.0652,91,0.62425,58,-0.0943,60,-0.0464,58,-0.1049,66,0.09724,53,-0.2416
ENSG00000117632,STMN1,953,-0.7522,1182,-0.4598,2046,0.45174,1647,0.10062,1879,0.31346,1964,0.38504,2102,0.56348,1015,-0.6551,930,-0.7881
ENSG00000158008,EXTL1,6,-2.6835,36,-0.0102,47,0.40296,29,-0.3674,36,-0.0266,59,0.76131,51,0.60446,23,-0.6833,28,-0.4167
ENSG00000175087,PDIK1L,10,-0.4384,8,-0.7426,13,0.01162,17,0.49401,17,0.47049,23,0.93687,12,-0.1312,9,-0.5595,12,-0.1169
ENSG00000142684,ZNF593,22,-0.2129,23,-0.1689,30,0.27387,15,-0.8213,40,0.74870,18,-0.5543,27,0.11368,26,0.02611,28,0.15588
ENSG00000142669,SH3BGRL3,198,-0.2989,192,-0.3822,228,-0.0758,185,-0.4034,301,0.36855,282,0.26109,300,0.40950,229,-0.0732,227,-0.0848
ENSG00000158062,UBXN11,11,-1.0317,18,-0.2479,31,0.61195,23,0.10779,16,-0.4107,20,-0.1258,24,0.24357,20,-0.1231,28,0.44189
ENSG00000117682,DHDDS,7,-1.2826,12,-0.5300,21,0.45797,14,-0.1948,23,0.59533,33,1.19579,16,0.03145,13,-0.3175,8,-0.9555
ENSG00000198830,HMGN2,257,1.39943,87,-0.4207,104,-0.1055,79,-0.5450,119,0.10092,91,-0.3274,67,-0.8553,180,0.77375,90,-0.3309
ENSG00000117713,ARID1A,66,0.13284,58,-0.0868,53,-0.2152,59,-0.0383,81,0.46426,65,0.11457,63,0.07477,57,-0.0992,44,-0.4975
ENSG00000060642,PIGV,4,-1.0980,7,-0.5452,8,-0.2003,8,-0.3282,14,0.58864,15,0.68435,9,-0.1265,18,1.01636,6,-0.5770
ENSG00000204160,ZDHHC18,14,-0.5882,17,-0.3371,32,0.72231,21,0.04842,24,0.25498,24,0.21061,25,0.34320,14,-0.6393,14,-0.5940
ENSG00000142751,GPN2,11,-0.5974,22,0.49766,17,0.03125,23,0.49099,12,-0.4402,12,-0.5533,21,0.43075,8,-1.1299,14,-0.2694
ENSG00000198746,GPATCH3,14,0.56908,10,0.12040,9,-0.1343,15,0.71136,5,-1.0580,12,0.42724,8,-0.1900,6,-0.6115,6,-0.5671
ENSG00000090273,NUDC,165,-0.1043,190,0.13350,218,0.33969,201,0.20624,160,-0.1561,180,0.03083,164,-0.1215,156,-0.1866,151,-0.2472
ENSG00000253368,TRNP1,12,-2.0655,48,0.00683,62,0.42415,62,0.42324,35,-0.4559,35,-0.4600,64,0.53889,45,-0.0817,48,0.01008
ENSG00000090020,SLC9A1,3,-2.5281,17,-0.2558,22,0.15112,17,-0.1907,8,-1.2517,29,0.60531,41,1.42973,9,-1.1562,12,-0.7590
ENSG00000142784,WDTC1,38,0.53463,23,-0.2964,21,-0.4108,37,0.48434,37,0.48392,22,-0.3115,19,-0.6519,39,0.57004,23,-0.2588
ENSG00000186501,TMEM222,48,-0.4215,58,-0.1611,71,0.17809,55,-0.2029,83,0.44204,41,-0.6605,77,0.35637,70,0.17363,56,-0.1778
ENSG00000158195,WASF2,135,2.60666,12,-1.5142,14,-1.2457,16,-1.0805,32,-0.0207,18,-0.8557,10,-1.8583,73,1.36277,21,-0.6665
ENSG00000126705,AHDC1,21,-1.2810,48,-0.0626,46,-0.1340,47,-0.0970,63,0.37841,78,0.73177,68,0.55414,30,-0.7707,31,-0.7214
ENSG00000126709,IFI6,195,0.83367,65,-0.9762,68,-0.8324,43,-1.5303,213,0.99028,193,0.82257,122,0.08173,133,0.20270,65,-0.8961
ENSG00000009780,FAM76A,12,-0.0636,15,0.26737,3,-2.0513,9,-0.5047,11,-0.1520,19,0.64600,15,0.33672,18,0.54391,6,-0.9883
ENSG00000117758,STX12,80,-0.3912,73,-0.5991,107,0.04955,116,0.18885,148,0.58398,147,0.57253,104,0.00267,109,0.08537,76,-0.4711
ENSG00000117751,PPP1R8,43,0.71564,26,-0.0912,27,-0.0173,12,-1.2159,35,0.38770,45,0.79361,27,-0.0267,22,-0.3644,12,-1.2418
ENSG00000117748,RPA2,43,-0.8061,83,0.25119,42,-0.8260,68,-0.1023,109,0.67146,115,0.75634,72,0.00227,66,-0.1381,40,-0.8995
ENSG00000126698,DNAJC8,146,0.15780,140,0.09150,126,-0.0869,118,-0.1807,131,-0.0244,133,0.00044,145,0.15769,117,-0.1963,119,-0.1687
ENSG00000130770,ATP5IF1,202,-1.4283,646,0.41667,702,0.50405,504,-0.0284,501,-0.0396,429,-0.2844,576,0.20536,412,-0.3463,455,-0.1921
ENSG00000130766,SESN2,8,-0.5713,13,0.26299,11,-0.0165,15,0.44444,8,-0.4847,9,-0.3116,11,0.03898,18,0.74590,5,-1.0547
ENSG00000204138,PHACTR4,40,1.87685,3,-2.1698,9,-0.6399,11,-0.2446,13,-0.0911,8,-0.6785,8,-0.8941,35,1.62036,9,-0.6579
ENSG00000242125,SNHG3,12,0.30190,15,0.73242,8,-0.3767,6,-0.7918,12,0.31458,7,-0.3933,9,-0.2034,11,0.22834,5,-1.0363
ENSG00000180098,TRNAU1AP,21,0.36815,10,-0.7775,10,-0.6915,16,0.01548,25,0.69282,14,-0.2633,18,0.18923,25,0.67964,11,-0.5352
ENSG00000197989,SNHG12,20,0.76979,10,-0.3673,12,0.01655,9,-0.4225,15,0.28122,9,-0.4879,9,-0.5844,25,1.15934,8,-0.6597
ENSG00000120656,TAF12,19,0.30520,11,-0.6200,20,0.37433,15,-0.0943,21,0.48160,16,0.01248,17,0.15666,10,-0.6530,16,-0.0012
ENSG00000198492,YTHDF2,50,-0.6851,73,-0.1054,73,-0.1007,67,-0.2343,87,0.17983,107,0.51402,114,0.71195,57,-0.4897,40,-1.0342
ENSG00000116350,SRSF4,59,0.40440,48,0.08141,33,-0.5022,45,-0.0136,39,-0.2471,66,0.57592,44,-0.0771,45,-0.0174,33,-0.5167
ENSG00000116353,MECR,13,-1.3685,35,0.09503,29,-0.2001,42,0.38305,54,0.81335,29,-0.1982,40,0.35484,23,-0.5457,22,-0.6374
ENSG00000060656,PTPRU,10,-0.7546,3,-2.4538,12,-0.5247,14,-0.2408,31,0.98007,59,2.16444,21,0.36471,5,-1.7862,7,-1.3755
ENSG00000162511,LAPTM5,86,1.49024,21,-0.8386,37,0.07227,18,-1.0132,33,-0.1170,21,-0.7811,12,-1.7660,88,1.52866,40,0.20184
ENSG00000162512,SDC3,138,-0.0847,154,0.09566,112,-0.4062,90,-0.7423,197,0.48938,168,0.23150,112,-0.4509,254,0.91222,110,-0.4325
ENSG00000134644,PUM1,85,-0.7656,119,-0.2728,118,-0.2667,149,0.10089,197,0.55022,238,0.86941,162,0.25823,104,-0.4576,85,-0.7683
ENSG00000060688,SNRNP40,33,0.95199,19,0.04578,11,-0.7985,30,0.78061,13,-0.5582,10,-0.9536,20,0.16942,18,-0.0583,10,-0.9231
ENSG00000121766,ZCCHC17,75,-0.7961,131,0.07939,116,-0.1251,109,-0.2148,161,0.40132,167,0.46637,151,0.34383,87,-0.5700,98,-0.3893
ENSG00000121769,FABP3,26,-2.3356,129,0.04632,197,0.73128,120,-0.0696,71,-0.8775,121,-0.0553,210,0.97080,64,-1.0456,104,-0.2912
ENSG00000162517,PEF1,40,-1.0436,124,0.85854,75,-0.0599,69,-0.1938,70,-0.1780,84,0.11588,89,0.23034,41,-0.9768,55,-0.5368
ENSG00000084636,COL16A1,66,1.33737,22,-0.4549,25,-0.2217,27,-0.1263,19,-0.6817,30,0.04730,32,0.15183,34,0.22609,13,-1.2329
ENSG00000121753,ADGRB2,59,-1.8994,273,0.51705,164,-0.3597,175,-0.2519,223,0.12444,270,0.43669,274,0.52079,132,-0.6949,148,-0.5147
ENSG00000184007,PTP4A2,680,2.37248,120,-0.6865,129,-0.5209,95,-0.9871,136,-0.4484,211,0.24741,128,-0.5866,149,-0.3063,92,-1.0448
ENSG00000121774,KHDRBS1,84,-0.3848,128,0.30931,61,-0.8807,133,0.33949,150,0.54002,120,0.17784,95,-0.2019,121,0.19737,66,-0.7595
ENSG00000121775,TMEM39B,15,0.31389,16,0.53891,7,-0.8596,12,-0.0365,8,-0.6500,14,0.22654,16,0.50781,6,-0.9572,6,-0.9088
ENSG00000025800,KPNA6,51,0.08732,36,-0.4944,31,-0.6639,52,0.12535,50,0.07215,65,0.48973,66,0.58391,37,-0.3991,38,-0.3793
ENSG00000084652,TXLNA,20,0.40270,16,0.02994,8,-0.9171,9,-0.8103,18,0.24970,18,0.18996,18,0.28662,18,0.17583,12,-0.3952
ENSG00000160050,CCDC28B,16,-0.2334,24,0.44446,22,0.21439,22,0.25944,7,-1.3681,21,0.14681,10,-1.0476,30,0.73896,21,0.17574
ENSG00000084623,EIF3I,68,-0.5099,93,-0.0117,108,0.22303,96,0.03092,96,0.02815,104,0.16712,109,0.26182,97,0.05085,61,-0.6780
ENSG00000175130,MARCKSL1,1199,2.59455,83,-2.0101,337,0.24636,159,-0.9233,277,-0.0681,170,-0.8211,94,-1.8233,474,0.80903,210,-0.4960
ENSG00000160058,BSDC1,68,0.04045,56,-0.2717,67,0.02222,61,-0.1135,96,0.61323,98,0.64477,60,-0.1511,57,-0.2152,44,-0.6337
ENSG00000160062,ZBTB8A,14,0.54465,10,-0.0222,9,-0.2500,19,1.00951,1,-3.1935,14,0.53224,10,-0.0794,8,-0.4134,7,-0.4720
ENSG00000176261,ZBTB8OS,44,-0.0217,43,-0.0707,63,0.54923,29,-0.6365,35,-0.3531,34,-0.4348,49,0.18792,50,0.20021,49,0.16905
ENSG00000162521,RBBP4,106,0.26101,99,0.17237,75,-0.2710,69,-0.4163,78,-0.2167,125,0.54039,93,0.05770,95,0.09580,55,-0.7565
ENSG00000162522,KIAA1522,1,-3.0647,22,0.73524,12,-0.2527,19,0.39898,1,-3.7507,6,-1.2865,17,0.25447,18,0.33325,25,0.88668
ENSG00000134684,YARS,54,-1.1194,106,-0.1021,122,0.13143,140,0.35513,154,0.51297,133,0.27694,127,0.22651,85,-0.4360,79,-0.5431
ENSG00000116497,S100PBP,24,1.16356,8,-0.5700,10,-0.2237,7,-0.8327,11,-0.1202,14,0.27048,10,-0.2467,17,0.59396,9,-0.3241
ENSG00000160097,FNDC5,2,-3.6712,27,0.24675,46,1.08896,38,0.75773,9,-1.3638,10,-1.2896,36,0.78345,12,-1.0725,17,-0.5302
ENSG00000121905,HPCA,14,-4.1752,284,0.25324,353,0.57961,191,-0.4057,87,-1.5837,201,-0.3207,459,1.19990,135,-0.9287,246,-0.0053
ENSG00000121900,TMEM54,37,0.05123,40,0.16474,41,0.20271,43,0.29226,17,-1.1351,21,-0.8186,39,0.14503,50,0.53151,29,-0.3311
ENSG00000116514,RNF19B,8,-1.9152,32,0.16340,23,-0.3864,28,-0.0919,21,-0.5121,41,0.53750,41,0.59339,34,0.23935,22,-0.4299
ENSG00000004455,AK2,80,1.92279,22,-0.2678,15,-0.8511,12,-1.1603,28,0.13701,26,-0.0138,16,-0.8066,29,0.14760,21,-0.3601
ENSG00000142920,AZIN2,27,0.20878,25,0.11681,18,-0.4510,22,-0.1142,20,-0.2556,28,0.25788,37,0.83202,5,-2.3376,16,-0.5839
ENSG00000160094,ZNF362,15,-0.3590,13,-0.6709,17,-0.1227,17,-0.1783,47,1.52232,20,0.08093,12,-0.7243,28,0.61516,14,-0.4168
ENSG00000134686,PHC2,98,0.99245,50,-0.1109,44,-0.3177,47,-0.2089,41,-0.4038,67,0.35240,54,0.01465,44,-0.2929,39,-0.4726
ENSG00000163866,SMIM12,23,-1.2666,65,0.38293,56,0.10754,38,-0.5060,71,0.49438,44,-0.2617,69,0.48792,34,-0.6769,43,-0.2932
ENSG00000116544,DLGAP3,3,-3.4409,64,1.07449,29,-0.3186,33,-0.1295,19,-1.0104,25,-0.5859,32,-0.2190,35,-0.0464,62,0.88342
ENSG00000163867,ZMYM6,10,-0.5766,22,0.79494,15,0.02909,6,-1.3023,22,0.65337,14,-0.0637,11,-0.4907,18,0.35826,8,-0.8108
ENSG00000116560,SFPQ,170,0.21382,130,-0.2305,168,0.19409,141,-0.0808,169,0.20471,140,-0.0961,153,0.04409,165,0.15990,118,-0.3660
ENSG00000146463,ZMYM4,18,-0.7980,32,0.07591,36,0.25671,33,0.09484,27,-0.2102,32,0.07485,32,0.07725,35,0.19263,29,-0.1009
ENSG00000142687,KIAA0319L,47,-0.2712,57,0.01240,49,-0.2055,42,-0.4549,63,0.17528,98,0.90514,68,0.33543,32,-0.8908,39,-0.5670
ENSG00000020129,NCDN,71,-2.8006,741,0.91069,310,-0.6064,511,0.17741,439,-0.0624,538,0.26176,565,0.38532,210,-1.1922,335,-0.4866
ENSG00000126067,PSMB2,95,-0.2555,113,0.03137,100,-0.1683,97,-0.2251,144,0.40601,131,0.26085,140,0.40893,89,-0.3580,65,-0.8399
ENSG00000142686,C1orf216,13,-2.4377,68,0.04282,72,0.11983,100,0.65228,88,0.44813,106,0.74586,80,0.32474,15,-2.1952,43,-0.6730
ENSG00000134698,AGO4,19,0.75729,13,0.19649,7,-0.6354,6,-0.8344,12,0.11811,16,0.51231,8,-0.5960,13,0.20451,11,-0.1131
ENSG00000092847,AGO1,27,0.23881,17,-0.5088,25,0.10630,30,0.40330,42,0.94482,21,-0.1735,19,-0.3673,22,-0.1171,18,-0.3845
ENSG00000126070,AGO3,34,1.12525,11,-0.7589,23,0.46956,17,-0.0111,16,-0.0803,24,0.55141,12,-0.5970,17,0.00221,11,-0.6582
ENSG00000116863,ADPRHL2,25,0.30102,24,0.21732,15,-0.4866,16,-0.4046,22,0.10194,30,0.56976,21,-0.0188,20,-0.0815,13,-0.7598
ENSG00000054116,TRAPPC3,31,-0.8060,64,0.35695,63,0.27583,40,-0.4052,62,0.26581,43,-0.3072,64,0.36569,32,-0.7508,49,-0.0998
ENSG00000116871,MAP7D1,222,0.50311,185,0.23686,165,0.02196,116,-0.5174,127,-0.3784,207,0.38932,155,-0.0837,127,-0.3871,141,-0.2163
ENSG00000054118,THRAP3,59,0.18540,47,-0.1878,57,0.13196,48,-0.1236,72,0.52312,56,0.11783,53,0.03859,41,-0.3612,40,-0.4047
ENSG00000196182,STK40,12,-0.5265,17,0.07024,15,-0.1378,20,0.34574,8,-0.9869,23,0.55758,16,-0.0465,23,0.55400,12,-0.4450
ENSG00000181817,LSM10,33,-0.4649,45,0.01902,42,-0.0688,51,0.21273,43,-0.0533,36,-0.3078,47,0.11689,50,0.19244,48,0.12588
ENSG00000116885,OSCP1,0,-5.1700,21,0.37767,17,-0.0223,13,-0.3774,15,-0.1768,20,0.25422,23,0.59185,19,0.22522,13,-0.4392
ENSG00000116898,MRPS15,29,-0.7637,56,0.27339,42,-0.2161,64,0.44094,42,-0.2140,54,0.15912,50,0.07384,50,0.06077,37,-0.4088
ENSG00000163873,GRIK3,7,-2.4213,5,-3.0703,18,-1.0122,23,-0.6424,187,3.16836,91,1.57767,17,-1.1788,9,-2.0675,12,-1.5744
ENSG00000163875,MEAF6,56,-0.8612,109,0.20119,107,0.15159,79,-0.3215,110,0.19800,109,0.17172,130,0.51861,62,-0.6980,71,-0.4873
ENSG00000163877,SNIP1,13,-0.0113,14,0.19671,16,0.38818,13,0.02321,9,-0.5840,12,-0.1115,16,0.42865,10,-0.3882,7,-0.9171
ENSG00000134697,GNL2,22,0.36217,16,-0.1284,24,0.48106,23,0.46233,15,-0.2572,16,-0.1654,18,0.04871,12,-0.6203,13,-0.4884
ENSG00000116922,C1orf109,6,-1.2049,14,0.12671,9,-0.6415,13,-0.0606,11,-0.2499,12,-0.1715,17,0.47315,20,0.65751,12,-0.1188
ENSG00000183317,EPHA10,0,-4.1417,17,1.18172,6,-0.6880,12,0.43067,7,-0.4499,11,0.36570,8,-0.1247,4,-1.2711,9,-0.0062
ENSG00000185090,MANEAL,6,-2.3812,41,0.51904,17,-0.9432,34,0.13435,38,0.33861,37,0.27286,40,0.47838,23,-0.4796,23,-0.4566
ENSG00000196449,YRDC,10,-0.5847,13,-0.2456,19,0.39473,18,0.32173,21,0.58312,21,0.53226,12,-0.3630,14,-0.0525,10,-0.6362
ENSG00000197982,C1orf122,435,1.21553,172,-0.3421,228,0.13203,137,-0.6573,198,-0.0867,189,-0.1627,147,-0.5968,238,0.20500,241,0.22228
ENSG00000188786,MTF1,30,1.67539,10,-0.1112,5,-1.0609,11,-0.0203,19,0.87623,13,0.28927,3,-1.7469,12,0.10438,3,-1.7613
ENSG00000183431,SF3A3,23,-0.5537,34,0.01819,24,-0.4883,37,0.17235,44,0.42870,61,0.97498,33,-0.0415,27,-0.3310,18,-0.9084
ENSG00000183386,FHL3,6,-0.5067,14,0.93276,5,-0.6338,13,0.63244,11,0.39532,2,-1.7761,6,-0.6471,10,0.20239,6,-0.4192
ENSG00000183520,UTP11,22,-0.4923,42,0.61168,36,0.29165,27,-0.1654,24,-0.3698,26,-0.2246,32,0.09532,17,-0.8942,32,0.08089
ENSG00000185668,POU3F1,2,-2.2496,26,2.13692,5,-0.7823,11,0.29092,0,-7.3960,1,-3.1394,10,0.21221,0,-5.4472,10,0.18907
ENSG00000116954,RRAGC,42,-0.0646,47,0.14698,40,-0.1265,45,0.06240,45,0.05506,56,0.41110,45,0.06149,46,0.10856,19,-1.2724
ENSG00000174574,AKIRIN1,63,-0.4359,118,0.62567,78,-0.1046,78,-0.1104,97,0.23990,74,-0.1814,95,0.22054,56,-0.6079,48,-0.8642
ENSG00000168653,NDUFS5,411,-0.7295,723,0.17190,681,0.05716,820,0.35739,791,0.29797,535,-0.3207,656,-0.0008,546,-0.2893,680,0.05523
ENSG00000127603,MACF1,135,0.44182,68,-0.6912,83,-0.3395,104,0.01494,158,0.69458,125,0.31939,80,-0.4187,152,0.63755,76,-0.4770
ENSG00000090621,PABPC4,115,1.35218,39,-0.4707,34,-0.6394,49,-0.0806,39,-0.4388,51,-0.0179,43,-0.2992,68,0.44658,45,-0.1973
ENSG00000116983,HPCAL4,55,-2.0859,245,0.21460,197,-0.1533,219,0.01236,281,0.41237,299,0.51418,221,0.02643,186,-0.2466,223,0.03871
ENSG00000084072,PPIE,28,-0.1450,30,-0.0478,32,0.03410,36,0.24550,27,-0.2353,23,-0.4329,34,0.18419,36,0.24618,29,-0.0808
ENSG00000168389,MFSD2A,18,0.76950,9,-0.2442,7,-0.6092,7,-0.6793,17,0.73204,13,0.27031,8,-0.4508,17,0.70482,5,-1.0512
ENSG00000131236,CAP1,146,0.01871,154,0.11880,132,-0.1406,122,-0.2660,130,-0.1638,130,-0.1696,187,0.46673,141,-0.0377,105,-0.4923
ENSG00000131238,PPT1,90,-0.3941,120,0.05896,94,-0.3277,100,-0.2257,167,0.58495,122,0.07264,124,0.11150,121,0.07017,95,-0.3123
ENSG00000117000,RLF,13,0.33354,9,-0.3045,18,0.75436,13,0.30911,7,-0.5971,17,0.71475,10,-0.1845,7,-0.6842,6,-0.7565
ENSG00000259943,AL050341.2,16,0.05132,14,-0.1901,21,0.51813,10,-0.7084,20,0.37711,15,-0.0289,19,0.35091,11,-0.4770,11,-0.4530
ENSG00000084073,ZMPSTE24,48,0.60723,30,-0.1789,33,0.01249,22,-0.6137,26,-0.3460,40,0.30956,41,0.38667,29,-0.1863,22,-0.6063
ENSG00000049089,COL9A2,72,3.17873,2,-2.9058,6,-1.0891,3,-2.2449,21,0.71328,9,-0.5245,2,-2.7653,20,0.63748,8,-0.6913
ENSG00000084070,SMAP2,31,-1.9085,148,0.52833,104,-0.0929,95,-0.2404,92,-0.2841,110,-0.0080,161,0.69494,66,-0.7957,100,-0.1589
ENSG00000117016,RIMS3,7,-3.8135,89,-0.1026,105,0.16468,177,1.02135,65,-0.5783,73,-0.4168,128,0.55119,84,-0.1934,98,0.04346
ENSG00000066136,NFYC,11,-1.7054,29,-0.2752,32,-0.1257,45,0.43264,57,0.82109,36,0.06523,40,0.26890,38,0.16263,21,-0.7668
ENSG00000179862,CITED4,18,-0.1555,28,0.64685,17,-0.2343,19,-0.0610,17,-0.2237,11,-0.8535,31,0.81050,4,-2.3441,14,-0.5826
ENSG00000171793,CTPS1,5,-1.0230,18,1.20513,6,-0.5997,6,-0.8167,7,-0.4432,5,-0.9422,11,0.14216,9,-0.0963,11,0.12352
ENSG00000010803,SCMH1,4,-1.5600,15,0.44653,11,-0.0540,20,0.94772,16,0.57491,6,-1.0069,9,-0.2971,10,-0.1616,9,-0.3461
ENSG00000127124,HIVEP3,7,-1.4923,7,-1.6657,18,-0.2149,30,0.64450,16,-0.3450,37,0.96783,27,0.50323,24,0.28241,23,0.17060
ENSG00000198815,FOXJ3,21,-1.3119,51,0.05603,32,-0.6589,55,0.15680,58,0.23430,76,0.68648,61,0.37881,45,-0.1463,34,-0.5767
ENSG00000177181,RIMKLA,7,-2.0419,33,0.30211,41,0.59809,41,0.58801,17,-0.7598,25,-0.1733,38,0.53142,18,-0.6748,18,-0.6525
ENSG00000127125,PPCS,44,-0.4961,59,-0.0382,72,0.30036,57,-0.0686,57,-0.0833,59,-0.0357,76,0.42718,50,-0.2910,52,-0.2323
ENSG00000186409,CCDC30,12,-0.1804,8,-0.8833,17,0.30337,10,-0.4482,22,0.78605,11,-0.2672,10,-0.5032,28,1.18389,13,-0.0370
ENSG00000171960,PPIH,12,-0.1630,14,0.01272,14,0.07163,15,0.21015,10,-0.4151,16,0.27746,15,0.21792,10,-0.4763,13,-0.0917
ENSG00000065978,YBX1,217,1.82008,50,-0.7036,52,-0.5844,57,-0.4428,85,0.19234,51,-0.6191,42,-0.9529,114,0.67126,70,-0.1266
ENSG00000164008,C1orf50,16,-0.4359,15,-0.5361,20,-0.0298,23,0.15868,28,0.45034,26,0.34728,20,-0.0954,26,0.37369,20,-0.0391
ENSG00000177868,SVBP,37,0.01652,48,0.52328,36,-0.0192,32,-0.2151,38,0.08520,36,-0.0034,32,-0.2071,30,-0.3107,30,-0.3174
ENSG00000117394,SLC2A1,73,1.00527,23,-0.9114,46,0.26372,19,-1.0850,48,0.31942,35,-0.1629,21,-1.0307,98,1.52995,26,-0.6514
ENSG00000117395,EBNA1BP2,50,-1.0249,133,0.57761,112,0.22902,90,-0.1206,67,-0.5762,107,0.16258,115,0.30479,71,-0.4844,74,-0.4238
ENSG00000179178,TMEM125,172,5.81578,0,-5.9297,4,-2.3071,0,-6.4503,8,-1.1120,7,-1.3684,1,-3.9927,4,-2.0051,1,-3.9099
ENSG00000066322,ELOVL1,237,4.02643,11,-1.7458,20,-0.8053,4,-3.0225,31,-0.1465,12,-1.5529,1,-4.5646,39,0.20839,8,-2.0756
ENSG00000159479,MED8,20,-0.1218,25,0.30169,24,0.17264,19,-0.1869,11,-0.9555,12,-0.8616,30,0.63731,19,-0.1811,19,-0.2082
ENSG00000198198,SZT2,18,1.32644,3,-1.4004,6,-0.3516,7,-0.1709,4,-0.8918,9,0.22125,10,0.30976,7,-0.2159,10,0.40364
ENSG00000178922,HYI,33,0.91393,17,-0.1630,24,0.39322,15,-0.3110,11,-0.7917,13,-0.6207,14,-0.5190,31,0.79109,18,-0.0565
ENSG00000142949,PTPRF,104,-0.2080,205,1.03911,95,-0.3544,128,0.11806,38,-1.7453,48,-1.3741,150,0.42439,93,-0.3892,91,-0.4181
ENSG00000066135,KDM4A,17,-0.0882,19,0.08717,16,-0.1852,24,0.47351,11,-0.7263,20,0.14835,23,0.43320,14,-0.3526,12,-0.6454
ENSG00000126091,ST3GAL3,12,-1.4589,38,0.25549,45,0.47288,51,0.69190,39,0.26590,32,-0.0750,29,-0.2302,25,-0.4083,26,-0.3896
ENSG00000117408,IPO13,153,1.79854,46,-0.2722,51,-0.0914,31,-0.8310,50,-0.1048,67,0.36606,28,-1.0801,46,-0.2507,44,-0.2903
ENSG00000132768,DPH2,7,-0.4791,14,0.56870,10,-0.0529,5,-0.9531,11,0.17270,9,-0.1424,14,0.52940,4,-1.2600,9,-0.1853
ENSG00000117410,ATP6V0B,261,-0.5729,504,0.53128,352,-0.1089,362,-0.0654,404,0.10901,312,-0.2953,518,0.58272,170,-1.2261,242,-0.6883
ENSG00000117411,B4GALT2,31,-1.0544,50,-0.3381,73,0.28322,104,0.86954,45,-0.4767,44,-0.4942,72,0.30406,40,-0.6635,90,0.62452
ENSG00000159214,CCDC24,5,-1.6404,18,0.21186,22,0.49397,18,0.21064,7,-1.1989,24,0.64183,19,0.31754,10,-0.6592,14,-0.1263
ENSG00000178028,DMAP1,40,-0.0658,42,-0.0008,55,0.43329,40,-0.0657,24,-0.8401,57,0.48347,46,0.16470,32,-0.4279,37,-0.1879
