Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160075,SSU72,131,-0.5707,195,0.05209,190,0.01170,194,0.04191,124,-0.6620,224,0.27293,167,-0.1915,272,0.59772,215,0.20690,176,-0.1078
ENSG00000228594,FNDC10,42,-0.1207,49,0.12003,31,-0.6008,62,0.49835,42,-0.1200,35,-0.4342,41,-0.1703,43,-0.0984,44,-0.0733,68,0.63874
ENSG00000272106,AL691432.2,20,-0.4304,15,-0.8551,20,-0.4662,22,-0.3214,34,0.39923,9,-1.6378,35,0.41442,29,0.09691,24,-0.1782,60,1.36886
ENSG00000197530,MIB2,38,-0.3661,60,0.36672,60,0.38201,60,0.36445,38,-0.3694,37,-0.3899,42,-0.1904,35,-0.4880,47,-0.0175,60,0.36627
ENSG00000189339,SLC35E2B,17,-0.4075,15,-0.5795,20,-0.1745,35,0.72399,32,0.56460,23,0.02973,19,-0.2576,28,0.36889,17,-0.4223,17,-0.3789
ENSG00000215790,SLC35E2A,18,-0.7335,31,0.06354,34,0.24398,26,-0.1825,20,-0.5557,31,0.10300,29,-0.0090,39,0.46961,16,-0.8858,48,0.79342
ENSG00000008130,NADK,24,-0.0564,21,-0.2829,15,-0.7724,30,0.30671,11,-1.1802,14,-0.8368,27,0.12865,17,-0.5912,58,1.43474,31,0.35715
ENSG00000078369,GNB1,405,-0.3327,515,0.04694,420,-0.2756,619,0.34590,431,-0.2364,553,0.16240,523,0.07177,569,0.20871,426,-0.2548,539,0.12122
ENSG00000187730,GABRD,90,-1.0157,128,-0.4739,154,-0.1840,162,-0.1070,146,-0.2683,154,-0.1819,195,0.18661,309,0.96194,210,0.31481,184,0.09295
ENSG00000067606,PRKCZ,139,-0.7033,261,0.29752,248,0.21244,175,-0.3415,298,0.51460,207,-0.0808,301,0.53213,164,-0.4412,199,-0.1367,181,-0.2886
ENSG00000162585,FAAP20,64,0.64811,33,-0.3870,78,0.99539,44,0.04030,22,-0.9831,53,0.34979,30,-0.5333,28,-0.6746,38,-0.1697,37,-0.2403
ENSG00000157933,SKI,41,0.38870,32,-0.0411,35,0.10777,15,-1.1958,14,-1.2456,28,-0.2259,29,-0.1625,39,0.29583,53,0.81754,38,0.25045
ENSG00000157916,RER1,33,-0.8781,53,-0.1509,70,0.31252,38,-0.6632,56,-0.0510,55,-0.0917,69,0.27377,72,0.35679,85,0.61628,49,-0.2507
ENSG00000157911,PEX10,37,0.38357,21,-0.4662,27,-0.0977,37,0.41769,18,-0.7123,17,-0.7732,22,-0.3891,19,-0.6527,50,0.91726,39,0.47098
ENSG00000149527,PLCH2,32,0.03973,28,-0.1725,29,-0.0974,46,0.64622,25,-0.3065,37,0.29100,33,0.12258,39,0.34979,26,-0.2571,14,-1.1905
ENSG00000157881,PANK4,10,-0.9475,15,-0.3098,17,-0.1525,34,0.98249,6,-1.7720,13,-0.5718,10,-0.9643,29,0.68020,28,0.64369,26,0.53153
ENSG00000157870,PRXL2B,64,0.10292,31,-1.0305,40,-0.6247,68,0.20398,56,-0.1195,48,-0.3494,78,0.43325,46,-0.4188,90,0.66925,78,0.43720
ENSG00000177133,PRDM16-DT,43,0.82949,12,-1.1727,16,-0.7627,19,-0.5035,35,0.49151,19,-0.4369,16,-0.7636,19,-0.5064,61,1.46164,19,-0.4598
ENSG00000158109,TPRG1L,108,-1.0110,205,-0.0187,153,-0.4805,192,-0.1229,245,0.27036,255,0.33418,299,0.60077,202,-0.0401,215,0.05860,199,-0.0639
ENSG00000116213,WRAP73,11,-0.3439,8,-0.7405,10,-0.4878,18,0.46965,3,-2.0845,16,0.24762,20,0.63451,17,0.40380,13,0.02096,18,0.44937
ENSG00000130764,LRRC47,46,-0.6331,62,-0.1645,39,-0.8949,63,-0.1443,38,-0.9248,127,1.01788,108,0.74447,67,-0.0386,74,0.10722,65,-0.0849
ENSG00000196581,AJAP1,18,-1.2487,65,0.79141,17,-1.2846,47,0.24664,27,-0.6414,49,0.33364,37,-0.1427,40,-0.0092,56,0.53497,46,0.22732
ENSG00000069424,KCNAB2,259,-0.1186,357,0.40410,272,-0.0370,295,0.08818,284,0.03040,188,-0.6160,238,-0.2480,296,0.09817,374,0.47727,224,-0.3475
ENSG00000116254,CHD5,88,-0.8030,171,0.24097,129,-0.2012,131,-0.1821,167,0.21081,201,0.51384,140,-0.0711,125,-0.2496,130,-0.1981,186,0.38171
ENSG00000116251,RPL22,639,0.42243,690,0.54994,427,-0.2285,625,0.38516,671,0.50406,390,-0.3707,369,-0.4569,367,-0.4638,321,-0.6726,430,-0.2165
ENSG00000116237,ICMT,24,-0.3889,15,-1.1487,28,-0.1671,29,-0.1452,27,-0.2109,27,-0.2481,53,0.86844,23,-0.4660,49,0.73138,38,0.30558
ENSG00000158292,GPR153,13,-0.2653,12,-0.4686,20,0.35543,15,-0.1014,15,-0.0759,21,0.42583,11,-0.6267,15,-0.1308,27,0.85396,11,-0.5397
ENSG00000097021,ACOT7,147,-1.0832,348,0.26635,273,-0.1253,152,-1.0349,242,-0.3152,281,-0.0766,487,0.82887,506,0.89529,220,-0.4649,297,0.00792
ENSG00000215788,TNFRSF25,13,-0.9073,18,-0.4501,14,-0.8856,12,-1.0790,12,-1.1044,34,0.53772,21,-0.2485,25,0.03532,36,0.63452,59,1.50115
ENSG00000171680,PLEKHG5,18,-1.1365,34,-0.1412,27,-0.5283,48,0.40014,31,-0.3169,18,-1.1035,27,-0.5311,67,0.94688,51,0.48715,56,0.63715
ENSG00000162408,NOL9,30,0.00812,38,0.39098,15,-1.0997,28,-0.1161,30,0.00039,24,-0.3799,34,0.20597,47,0.71641,36,0.27905,19,-0.6867
ENSG00000162413,KLHL21,22,-0.5636,50,0.72913,15,-1.1459,17,-0.9648,26,-0.3236,30,-0.0993,39,0.32268,25,-0.3939,55,0.89073,41,0.38302
ENSG00000116273,PHF13,14,-0.1982,7,-1.1613,13,-0.3257,7,-1.2516,12,-0.3467,14,-0.1675,19,0.31500,25,0.77056,29,1.02167,16,0.04957
ENSG00000041988,THAP3,16,-0.3152,16,-0.2765,31,0.72940,31,0.73124,8,-1.3998,27,0.50389,17,-0.2259,23,0.27384,6,-1.6887,21,0.11918
ENSG00000007923,DNAJC11,29,-0.3348,50,0.53647,45,0.37196,25,-0.5707,29,-0.3157,29,-0.3037,38,0.12064,34,-0.0815,32,-0.1475,45,0.38117
ENSG00000171735,CAMTA1,180,-0.1138,229,0.27291,192,-0.0060,145,-0.4458,125,-0.6851,256,0.46226,205,0.09406,229,0.27878,156,-0.3360,213,0.15910
ENSG00000049245,VAMP3,42,1.22683,20,-0.0332,12,-0.7892,27,0.49164,7,-1.5270,19,-0.1329,17,-0.2396,14,-0.5387,18,-0.1872,25,0.36307
ENSG00000049246,PER3,25,-0.3639,14,-1.1771,21,-0.5727,17,-0.9171,18,-0.7998,65,1.22374,27,-0.2496,36,0.21444,55,0.92417,34,0.13560
ENSG00000116288,PARK7,372,-0.1570,371,-0.1615,381,-0.1169,381,-0.1188,360,-0.2064,482,0.26176,438,0.10606,299,-0.4976,466,0.20705,551,0.48295
ENSG00000116285,ERRFI1,8,-1.0159,12,-0.4512,19,0.18112,24,0.55358,14,-0.3161,17,0.00296,27,0.74723,20,0.29297,15,-0.1653,12,-0.5314
ENSG00000162426,SLC45A1,15,-1.3955,42,0.21897,35,-0.1040,27,-0.4988,45,0.31080,34,-0.1328,46,0.35857,61,0.82976,30,-0.3161,35,-0.1041
ENSG00000142599,RERE,73,-0.5525,87,-0.2871,60,-0.8643,68,-0.6556,89,-0.2421,193,1.03654,89,-0.2410,128,0.33964,132,0.38876,120,0.22611
ENSG00000074800,ENO1,399,0.25387,265,-0.3995,262,-0.4129,352,0.05264,195,-0.8701,348,0.03397,304,-0.1806,441,0.42030,463,0.50057,378,0.16765
ENSG00000171612,SLC25A33,67,1.36408,16,-0.9955,16,-0.9161,24,-0.3600,15,-1.0049,40,0.47458,26,-0.1934,37,0.34723,32,0.09821,25,-0.2652
ENSG00000171603,CLSTN1,433,-0.8873,678,-0.1905,624,-0.3197,580,-0.4363,606,-0.3659,690,-0.1621,1178,0.71315,1316,0.90489,751,-0.0281,785,0.04301
ENSG00000178585,CTNNBIP1,23,-0.1700,47,0.97292,27,0.07712,21,-0.3111,14,-0.9055,32,0.33304,31,0.26140,38,0.61950,12,-1.2282,15,-0.8898
ENSG00000162441,LZIC,28,-0.1538,23,-0.4687,27,-0.2084,19,-0.7192,35,0.21791,43,0.53984,24,-0.3635,51,0.83099,37,0.28871,20,-0.6440
ENSG00000130939,UBE4B,20,-0.7567,37,0.14415,30,-0.1810,52,0.70621,14,-1.2965,39,0.24235,52,0.70809,47,0.55186,28,-0.2656,16,-1.1251
ENSG00000054523,KIF1B,195,-0.3287,253,0.08049,278,0.23366,198,-0.3063,191,-0.3658,275,0.21320,225,-0.1073,333,0.53333,278,0.23250,179,-0.4628
ENSG00000142657,PGD,46,-0.1142,60,0.32420,33,-0.5966,36,-0.4828,33,-0.6217,81,0.82780,61,0.35469,58,0.27320,52,0.08216,30,-0.7351
ENSG00000241563,CORT,18,-1.3240,32,-0.4707,148,2.18619,14,-1.6717,13,-1.8698,79,0.98889,54,0.33949,50,0.21268,11,-2.0406,17,-1.4176
ENSG00000160049,DFFA,28,-0.1517,60,1.10896,23,-0.4448,34,0.15581,18,-0.8180,35,0.18503,31,0.02250,29,-0.1157,26,-0.2479,24,-0.3789
ENSG00000142655,PEX14,18,-0.5164,12,-1.1720,31,0.27255,12,-1.1015,19,-0.4701,41,0.76119,18,-0.5464,27,0.09378,37,0.57606,42,0.79716
ENSG00000120948,TARDBP,57,-0.2635,58,-0.2570,29,-1.2758,48,-0.5560,31,-1.1953,90,0.46743,74,0.13858,114,0.85792,68,0.00591,109,0.77389
ENSG00000116649,SRM,103,-0.0122,82,-0.3732,97,-0.1114,114,0.14309,87,-0.2858,83,-0.3669,110,0.07984,117,0.18970,135,0.41373,115,0.15166
ENSG00000171824,EXOSC10,12,-0.9888,29,0.41900,30,0.43467,26,0.21423,18,-0.3207,17,-0.4142,19,-0.2859,38,0.87274,19,-0.3001,18,-0.3757
ENSG00000198793,MTOR,27,-0.6286,55,0.48788,38,-0.1151,39,-0.0849,33,-0.3536,59,0.60155,41,0.01473,55,0.47432,29,-0.5151,32,-0.3689
ENSG00000116661,FBXO2,414,0.82817,222,-0.1943,211,-0.2785,265,0.08748,289,0.22671,246,-0.0337,198,-0.3788,201,-0.3497,259,0.04997,206,-0.3119
ENSG00000132879,FBXO44,111,-0.7545,232,0.40715,103,-0.8777,86,-1.1417,198,0.14685,204,0.19386,205,0.20849,232,0.40423,173,-0.0704,262,0.60846
ENSG00000116670,MAD2L2,26,0.01316,20,-0.4396,20,-0.4052,28,0.12918,29,0.16181,25,-0.0613,24,-0.1607,16,-0.7843,36,0.51597,37,0.58412
ENSG00000177000,MTHFR,16,-0.2902,13,-0.6601,12,-0.7373,18,-0.1250,25,0.42052,24,0.31332,14,-0.4730,25,0.41219,21,0.14096,26,0.46803
ENSG00000011021,CLCN6,48,-0.0274,35,-0.5141,38,-0.3935,36,-0.4771,34,-0.5635,69,0.57744,79,0.79786,59,0.32737,45,-0.1286,43,-0.1865
ENSG00000116685,KIAA2013,15,-1.1512,22,-0.6081,23,-0.4857,22,-0.5702,21,-0.6562,57,0.96637,46,0.60474,30,-0.0840,49,0.68726,34,0.09159
ENSG00000083444,PLOD1,33,0.23684,28,-0.0253,8,-1.8407,15,-0.9740,16,-0.8738,48,0.86839,37,0.42022,31,0.15880,44,0.71081,23,-0.3013
ENSG00000116688,MFN2,56,-0.5688,81,0.01583,64,-0.3429,83,0.06329,50,-0.7357,97,0.31637,107,0.46709,99,0.33960,58,-0.4939,105,0.44171
ENSG00000116691,MIIP,14,-0.4199,12,-0.5857,18,-0.0512,9,-1.1068,12,-0.6343,21,0.18685,20,0.13235,30,0.82818,18,-0.0487,29,0.76763
ENSG00000048707,VPS13D,32,-0.5064,74,0.85685,31,-0.5673,34,-0.3996,22,-1.0335,60,0.51164,69,0.71991,34,-0.4059,29,-0.6310,55,0.36597
ENSG00000162496,DHRS3,36,1.02997,20,0.10788,14,-0.4482,15,-0.3645,10,-0.9843,13,-0.5317,8,-1.2119,16,-0.2433,45,1.46365,12,-0.7323
ENSG00000116731,PRDM2,52,-0.4429,72,0.07836,55,-0.3629,61,-0.2055,67,-0.0578,88,0.39458,79,0.21053,75,0.13220,81,0.25360,61,-0.1912
ENSG00000189337,KAZN,21,-0.7222,42,0.38068,37,0.16185,25,-0.4087,27,-0.2960,62,1.04580,28,-0.2542,41,0.33978,31,-0.1126,17,-1.0344
ENSG00000142634,EFHD2,37,-1.2023,114,0.53407,114,0.53837,69,-0.2632,68,-0.2944,112,0.51329,195,1.48970,72,-0.2032,20,-2.1263,17,-2.3692
ENSG00000116138,DNAJC16,15,-0.6573,8,-1.4862,7,-1.7034,13,-0.8700,20,-0.1767,34,0.64343,30,0.44460,32,0.53792,22,-0.0660,47,1.18903
ENSG00000197312,DDI2,16,-0.3061,10,-1.0525,20,0.07140,13,-0.5701,17,-0.1769,22,0.22903,29,0.67038,26,0.49883,21,0.15352,18,-0.1355
ENSG00000116786,PLEKHM2,91,-0.1892,139,0.48714,137,0.47044,94,-0.1511,108,0.07406,108,0.07158,84,-0.3212,74,-0.5061,77,-0.4573,117,0.20757
ENSG00000065526,SPEN,27,-0.1135,39,0.43200,29,-0.0304,37,0.36177,14,-1.1525,27,-0.1530,29,0.00026,28,-0.0640,44,0.64985,21,-0.5518
ENSG00000116809,ZBTB17,14,-0.4011,29,0.78559,12,-0.6323,10,-0.8901,13,-0.4784,20,0.12110,16,-0.2134,16,-0.1844,38,1.25668,13,-0.5571
ENSG00000037637,FBXO42,23,0.58710,8,-1.1007,12,-0.4503,8,-0.9843,14,-0.2200,12,-0.4812,19,0.31297,21,0.47590,24,0.68435,18,0.18109
ENSG00000055070,SZRD1,29,0.23273,16,-0.6788,20,-0.3392,28,0.20531,36,0.61056,20,-0.3426,17,-0.5785,19,-0.4427,32,0.40532,31,0.38376
ENSG00000159363,ATP13A2,105,-0.5274,111,-0.4336,170,0.24546,162,0.15902,158,0.11991,153,0.06918,174,0.27572,183,0.35999,108,-0.4819,141,-0.0575
ENSG00000117118,SDHB,78,-0.0929,57,-0.6033,89,0.10268,105,0.38123,57,-0.5922,76,-0.1390,97,0.25140,103,0.34028,78,-0.1021,92,0.15727
ENSG00000117115,PADI2,45,0.80564,26,-0.0945,25,-0.1477,29,0.09317,42,0.66688,41,0.62023,4,-2.9087,11,-1.3676,27,-0.0134,26,-0.0795
ENSG00000117154,IGSF21,24,-1.4863,89,0.54331,49,-0.4217,69,0.13728,48,-0.4539,101,0.75610,88,0.52872,79,0.33858,50,-0.3713,40,-0.7118
ENSG00000159423,ALDH4A1,60,0.97035,25,-0.4554,32,-0.0569,21,-0.6740,29,-0.2202,14,-1.3238,13,-1.3570,28,-0.2356,84,1.59727,25,-0.4405
ENSG00000127463,EMC1,19,-0.5853,25,-0.1442,8,-1.7692,13,-1.1748,52,1.05388,29,0.07841,42,0.69663,38,0.51533,32,0.24054,17,-0.7223
ENSG00000053372,MRTO4,25,-0.4710,14,-1.3094,24,-0.5572,31,-0.1521,56,0.83867,33,-0.0252,50,0.64062,24,-0.5582,50,0.62479,32,-0.1077
ENSG00000053371,AKR7A2,49,0.31200,41,0.01202,40,-0.0485,58,0.56051,38,-0.1226,31,-0.4275,38,-0.1141,29,-0.5183,49,0.28261,35,-0.2189
ENSG00000077549,CAPZB,140,-0.4191,219,0.30124,203,0.17717,132,-0.5117,121,-0.6387,228,0.36728,189,0.06128,227,0.35619,176,-0.0516,185,0.02793
ENSG00000173436,MICOS10,284,-0.1482,276,-0.1922,434,0.54058,419,0.48233,296,-0.0804,344,0.15954,255,-0.3192,274,-0.2065,268,-0.2388,267,-0.2473
ENSG00000158747,NBL1,187,-0.1217,186,-0.1297,178,-0.1921,221,0.14938,155,-0.4085,236,0.25749,173,-0.2417,205,0.02524,228,0.19690,246,0.32062
ENSG00000169914,OTUD3,17,0.31051,10,-0.6082,14,-0.0759,18,0.32225,13,-0.1277,11,-0.4400,29,1.19280,13,-0.2023,9,-0.6177,9,-0.6188
ENSG00000162545,CAMK2N1,1430,-0.2808,1284,-0.4493,1688,-0.0183,1864,0.14160,2045,0.29300,1070,-0.7319,1099,-0.6907,1411,-0.3024,2663,0.73409,2515,0.63706
ENSG00000090432,MUL1,12,-0.6579,18,-0.0842,21,0.12058,16,-0.2791,12,-0.6939,29,0.66087,32,0.81207,16,-0.2468,21,0.11822,15,-0.4029
ENSG00000158828,PINK1,343,-0.2755,373,-0.1418,389,-0.0771,577,0.56898,411,0.01131,450,0.15847,562,0.52273,308,-0.4422,339,-0.2948,327,-0.3477
ENSG00000244038,DDOST,20,-0.1909,14,-0.7707,21,-0.0938,20,-0.2063,19,-0.2749,29,0.41461,24,0.06232,38,0.84559,22,-0.0792,20,-0.1792
ENSG00000117245,KIF17,10,-0.6228,8,-0.9263,22,0.51207,24,0.64453,9,-0.8626,10,-0.7549,34,1.29124,21,0.47734,6,-1.4222,13,-0.2441
ENSG00000189410,SH2D5,17,-0.8275,19,-0.6535,19,-0.6043,17,-0.7654,29,-0.0001,34,0.27254,30,0.07938,35,0.29473,43,0.66973,44,0.69116
ENSG00000127483,HP1BP3,134,-0.1536,136,-0.1301,143,-0.0541,95,-0.6868,109,-0.4750,151,0.03378,157,0.09634,184,0.36168,153,0.05613,214,0.60965
ENSG00000075151,EIF4G3,70,-0.8349,139,0.23291,77,-0.7004,116,-0.0671,92,-0.4301,160,0.46465,126,0.06837,201,0.84789,82,-0.5956,141,0.25897
ENSG00000117298,ECE1,28,0.82162,6,-1.4066,10,-0.8227,16,-0.1181,5,-1.7318,14,-0.3210,17,0.01283,13,-0.4349,31,0.97634,30,0.91754
ENSG00000076864,RAP1GAP,66,-1.0909,132,-0.0102,144,0.13047,108,-0.3302,86,-0.6778,176,0.45003,239,0.97665,173,0.42370,74,-0.9055,133,-0.0069
ENSG00000090686,USP48,26,-0.7148,31,-0.4217,43,0.08138,29,-0.5007,41,0.01425,81,1.14724,49,0.29818,39,-0.0488,28,-0.5956,40,-0.0336
ENSG00000070831,CDC42,139,-0.2861,264,0.76626,113,-0.6081,101,-0.7706,92,-0.9210,152,-0.1388,320,1.09901,164,-0.0181,124,-0.4614,192,0.23396
ENSG00000173369,C1QB,46,1.45471,20,0.02008,19,-0.0295,19,-0.0486,13,-0.5765,5,-2.0580,2,-2.9757,14,-0.5029,30,0.67550,27,0.52001
ENSG00000004487,KDM1A,50,-0.1277,52,-0.0507,42,-0.3978,56,0.05932,27,-1.0324,58,0.10883,71,0.45516,55,0.04935,63,0.24277,64,0.28517
ENSG00000169641,LUZP1,9,-2.2368,47,0.25974,37,-0.1391,36,-0.1706,49,0.33328,50,0.36139,70,0.93662,34,-0.2589,44,0.17354,23,-0.8343
ENSG00000125944,HNRNPR,75,-0.5130,71,-0.6112,74,-0.5303,112,0.10493,83,-0.3585,157,0.66301,143,0.51422,102,-0.0302,112,0.11216,115,0.15537
ENSG00000125945,ZNF436,16,-0.3453,7,-1.4908,9,-1.1592,8,-1.3059,17,-0.2558,34,0.90330,21,0.13116,21,0.13612,29,0.63098,34,0.88079
ENSG00000117318,ID3,63,2.56741,25,0.79291,23,0.66158,9,-0.8106,11,-0.4519,3,-2.1856,7,-1.1926,5,-1.6005,3,-2.4996,5,-1.7261
ENSG00000142676,RPL11,561,0.51462,517,0.38032,589,0.59513,334,-0.3223,459,0.18499,334,-0.3209,297,-0.5044,303,-0.4764,277,-0.6130,422,0.05017
ENSG00000057757,PITHD1,127,-0.5813,155,-0.2713,107,-0.8457,164,-0.1825,131,-0.5292,379,1.22295,264,0.59062,206,0.18472,135,-0.4849,170,-0.1206
ENSG00000011009,LYPLA2,21,-0.8790,32,-0.2675,33,-0.2051,44,0.23819,39,0.05187,44,0.24131,51,0.48896,37,-0.0158,32,-0.2781,44,0.26118
ENSG00000117308,GALE,19,-0.0461,15,-0.4851,15,-0.4452,33,0.81482,13,-0.6761,20,-0.0213,17,-0.2171,20,-0.0323,12,-0.7323,36,0.96975
ENSG00000117305,HMGCL,27,0.70295,11,-0.6716,10,-0.8137,17,-0.0246,12,-0.6371,27,0.66531,13,-0.4440,15,-0.2724,27,0.68039,17,-0.0600
ENSG00000189266,PNRC2,40,-0.0772,35,-0.2637,35,-0.2635,37,-0.1870,20,-1.1091,23,-0.9377,37,-0.1702,54,0.41257,65,0.71926,71,0.87427
ENSG00000188529,SRSF10,44,-0.0621,48,0.08307,34,-0.4577,32,-0.5624,38,-0.2940,55,0.29375,62,0.51436,59,0.42862,46,0.02206,37,-0.3096
ENSG00000001461,NIPAL3,42,-0.3500,63,0.30688,54,0.05798,60,0.22925,35,-0.6271,82,0.72743,68,0.41467,58,0.16522,24,-1.1882,37,-0.5336
ENSG00000133226,SRRM1,36,-0.3345,58,0.40751,61,0.49991,24,-0.9930,28,-0.7136,25,-0.9224,43,-0.0798,53,0.25859,69,0.69333,53,0.27241
ENSG00000117614,SYF2,64,0.29048,51,-0.0532,74,0.54385,40,-0.4405,43,-0.3248,35,-0.6623,40,-0.4419,43,-0.3349,53,-0.0160,89,0.84009
ENSG00000117616,RSRP1,19,-1.0657,44,0.17192,32,-0.3331,24,-0.7567,15,-1.4783,58,0.63528,51,0.43084,45,0.22556,64,0.81100,40,0.02678
ENSG00000183726,TMEM50A,59,-0.4594,47,-0.8277,63,-0.3726,56,-0.5423,46,-0.8576,122,0.70581,72,-0.1566,90,0.19828,103,0.41500,137,0.90732
ENSG00000204178,MACO1,8,-1.7541,43,0.75374,22,-0.3522,33,0.30172,15,-0.8681,37,0.48950,31,0.19291,24,-0.2052,16,-0.8487,43,0.76419
ENSG00000117643,MAN1C1,13,-1.8875,43,-0.0651,31,-0.5683,35,-0.3716,34,-0.4326,27,-0.7854,38,-0.2595,80,0.95279,73,0.80484,74,0.82994
ENSG00000162430,SELENON,55,0.64989,24,-0.6729,33,-0.2007,33,-0.1655,22,-0.7821,49,0.43316,22,-0.7997,36,-0.0723,48,0.42526,49,0.44713
ENSG00000117640,MTFR1L,49,-0.4215,45,-0.5489,62,-0.0548,79,0.34031,73,0.21783,68,0.09015,68,0.11040,62,-0.0417,81,0.38585,52,-0.3272
ENSG00000117632,STMN1,850,-0.7678,1388,0.00059,1424,0.04170,1172,-0.2671,1108,-0.3562,1468,0.09104,2499,0.98344,1622,0.25273,848,-0.7702,1494,0.11895
ENSG00000158008,EXTL1,26,-0.9921,51,0.06780,60,0.33870,35,-0.5030,63,0.40513,57,0.24948,58,0.28616,49,0.01424,34,-0.5814,55,0.19170
ENSG00000142684,ZNF593,36,0.17211,24,-0.5012,57,0.91015,41,0.38047,22,-0.6362,17,-0.9549,37,0.21775,29,-0.1720,29,-0.1984,34,0.05439
ENSG00000142669,SH3BGRL3,211,-0.0105,284,0.47439,231,0.13540,244,0.22751,234,0.15746,170,-0.3453,277,0.43540,189,-0.1865,166,-0.3869,115,-0.9478
ENSG00000158062,UBXN11,24,-0.3491,42,0.56737,25,-0.2890,58,1.10769,31,0.04851,30,0.02745,18,-0.7414,22,-0.4913,23,-0.4317,25,-0.2510
ENSG00000117682,DHDDS,12,-0.3572,15,-0.0424,15,-0.0090,17,0.14937,25,0.77207,12,-0.3355,24,0.76129,9,-0.8329,12,-0.3510,11,-0.4358
ENSG00000198830,HMGN2,175,0.48566,74,-0.8725,97,-0.4658,153,0.26330,117,-0.1646,133,0.03853,105,-0.3323,139,0.10786,150,0.22690,156,0.29970
