Cluster,Description,geneID,p.adjust,GeneRatio,ONTOLOGY,n_valid,valid_genes,n_valid_anc,valid_genes_anc,GeneRatio_num
Oligo-3_up_AA,protein localization to cell periphery,OLFM1/CPLX1/IQSEC2/FLNA/GRIP1/RAB26/NSF/SCN3B/SORL1/STXBP1/TUB/KCNIP4/GRIP2/CAMK2A/CAMK2B/NETO1/LGI1,0.035555168920065085,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,dendritic spine development,BAIAP2/DBN1/PAK3/SLC12A5/CAPRIN2/LRP8/CAMK2A/CAMK2B,0.036449772006821236,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,regulation of cytosolic calcium ion concentration,CNR1/ERC2/GRM5/ATP2B2/SLC8A2/TSPOAP1,0.03654657492251411,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,vesicle docking involved in exocytosis,CPLX2/SNAP25/STXBP1/SNPH/RIMS3,0.03659985211754273,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,positive regulation of neurotransmitter transport,RAB3B/STX1A/STXBP1/BAIAP3,0.03884936580026521,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,regulation of modification of synaptic structure,BAIAP2/PDXP/MRTFB/CAMKV,0.03884936580026521,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,cytoskeleton-dependent intracellular transport,TRAK1/BLOC1S2/HSPB1/MAP2/CCDC88C/FNBP1L/SYT4/TUB/UCHL1/NETO1/KIFC2/BICDL1,0.040650492486184166,12/307,BP,0,,0,,0.03908794788273615
Oligo-3_up_AA,presynaptic active zone organization,ERC2/PCLO/RIMS3,0.04074026677088675,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,excitatory postsynaptic potential,BAIAP2/SLC29A1/MAPK8IP2/GRIN1/BEGAIN/SLC8A2/STX1A/NETO1,0.04142614274132587,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,vesicle cytoskeletal trafficking,TRAK1/BLOC1S2/MAP2/FNBP1L/SYT4/BICDL1,0.04142614274132587,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,positive regulation of synaptic transmission,EFNB3/IQSEC2/GRIN1/SLC8A2/SNAP25/STX1A/STXBP1/BAIAP3/LGI1/CLSTN3,0.04142614274132587,10/307,BP,0,,0,,0.03257328990228013
Oligo-3_up_AA,organelle localization by membrane tethering,CPLX2/NDRG4/SNAP25/STX1A/STXBP1/SNPH/RIMS3,0.04197291860563068,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,postsynapse organization,BAIAP2/DBN1/FRRS1L/NRCAM/PAK3/SLC12A5/CASKIN1/RTN4R/CAPRIN2/LRP8/CAMK2B/CNTNAP1/DCLK1,0.04219588249433199,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,peptide transport,CPLX1/RAPGEF4/CNR1/PLCB1/PCLO/NNAT/PTPRN/SNAP25/STX1A/VGF/PDE8B/BAIAP3/BRSK2,0.045205971331058165,13/307,BP,0,,0,,0.04234527687296417
Oligo-3_up_AA,cell junction assembly,NRG3/ADD2/CBLN2/EFNB3/DMTN/IQSEC2/GABRB3/PCLO/NRCAM/SLC12A5/ADGRB1/CASKIN1/RTN4R/SLIT1/SNAP25/ICAM5/HOPX/CNTNAP1/DCLK1/CLSTN3/SPOCK2,0.045260402981378386,21/307,BP,1,NRG3,0,,0.06840390879478828
Oligo-3_up_AA,positive regulation of dendritic spine development,BAIAP2/DBN1/CAPRIN2/LRP8/CAMK2B,0.04659511250851651,5/307,BP,0,,0,,0.016286644951140065
Oligo-3_up_AA,"synaptic transmission, GABAergic",CNR1/GABRB3/STXBP1/ALDH5A1/BAIAP3/CLSTN3,0.04659511250851651,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,dendritic spine morphogenesis,BAIAP2/DBN1/PAK3/CAPRIN2/LRP8/CAMK2B,0.04659511250851651,6/307,BP,0,,0,,0.019543973941368076
Oligo-3_up_AA,positive regulation of neuron projection development,BAIAP2/CNR1/DBN1/FLNA/CX3CL1/NDRG4/CAPRIN2/LRP8/CAMK2B/ENC1,0.04743711751286051,10/307,BP,1,ENC1,0,,0.03257328990228013
Oligo-3_up_AA,positive regulation of muscle cell apoptotic process,E2F3/PPARG/CAMK2A/CAPN2,0.04778486474297773,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,regulation of long-term neuronal synaptic plasticity,GRM5/SYP/CAMK2B/NETO1,0.04778486474297773,4/307,BP,0,,0,,0.013029315960912053
Oligo-3_up_AA,synaptic vesicle docking,SNAP25/SNPH/RIMS3,0.047864200416620276,3/307,BP,0,,0,,0.009771986970684038
Oligo-3_up_AA,axo-dendritic transport,TRAK1/BLOC1S2/HSPB1/MAP2/UCHL1/NETO1/KIFC2,0.047864200416620276,7/307,BP,0,,0,,0.02280130293159609
Oligo-3_up_AA,release of sequestered calcium ion into cytosol,FLNA/PLCB1/PLCB2/JPH3/PTPRC/CX3CL1/CALM3/JPH4,0.047864200416620276,8/307,BP,0,,0,,0.026058631921824105
Oligo-3_up_AA,sodium ion transmembrane transport,GRIN1/SLC6A17/SCN3B/SLC17A7/SCN2A/SCN3A/SCNN1D/WNK2/SLC6A7/SLC8A2,0.04997480934210659,10/307,BP,1,SLC17A7,0,,0.03257328990228013
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of intracellular mRNA localization,ZFP36L1/ZFP36,0.004900573625924096,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",cellular response to epidermal growth factor stimulus,FOS/ZFP36L1/ZFP36,0.004900573625924096,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",response to epidermal growth factor,FOS/ZFP36L1/ZFP36,0.004900573625924096,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay",ZFP36L1/ZFP36,0.004900573625924096,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",negative regulation of erythrocyte differentiation,ZFP36L1/ZFP36,0.004900573625924096,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",keratinocyte apoptotic process,ZFP36L1/ZFP36,0.004900573625924096,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of keratinocyte apoptotic process,ZFP36L1/ZFP36,0.004900573625924096,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to oxygen levels,FOS/SMAD3/ZFP36L1/TFRC/SLC7A5,0.00553556768909571,5/19,BP,1,FOS,0,,0.2631578947368421
"Oligo-3_up_AA, Oligo-3_up_EA",myeloid cell differentiation,FOS/MAF/ZFP36L1/TFRC/ZFP36,0.01073866821859911,5/19,BP,1,FOS,0,,0.2631578947368421
"Oligo-3_up_AA, Oligo-3_up_EA","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",ZFP36L1/ZFP36,0.01073866821859911,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",intracellular mRNA localization,ZFP36L1/ZFP36,0.014798622992125402,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",vascular transport,SLC2A3/TFRC/SLC7A5,0.014798622992125402,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",transport across blood-brain barrier,SLC2A3/TFRC/SLC7A5,0.014798622992125402,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of glial cell proliferation,GFAP/SLC7A5,0.016517495034095907,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",3'-UTR-mediated mRNA destabilization,ZFP36L1/ZFP36,0.016517495034095907,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of cellular component biogenesis,DPYSL3/DZIP1/GPM6A/SMAD3/TFRC,0.018197036674587278,5/19,BP,1,GPM6A,0,,0.2631578947368421
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of plasma membrane bounded cell projection assembly,DPYSL3/DZIP1/GPM6A,0.018629919096280693,3/19,BP,1,GPM6A,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",ZFP36L1/ZFP36,0.02071613958022247,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to hypoxia,FOS/SMAD3/ZFP36L1/TFRC,0.021333718005652723,4/19,BP,1,FOS,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",response to glucocorticoid,FOS/ZFP36L1/ZFP36,0.021333718005652723,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of fat cell differentiation,SMAD3/ZFP36L1/ZFP36,0.022744618494695404,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",response to decreased oxygen levels,FOS/SMAD3/ZFP36L1/TFRC,0.022744618494695404,4/19,BP,1,FOS,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of filopodium assembly,DPYSL3/GPM6A,0.02683717055883255,2/19,BP,1,GPM6A,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to corticosteroid,FOS/ZFP36L1/ZFP36,0.02683717055883255,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",camera-type eye development,FOS/GPM6A/SMAD3/MAF,0.02683717055883255,4/19,BP,2,FOS/GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of keratinocyte differentiation,ZFP36L1/ZFP36,0.02683717055883255,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of protein localization to nucleus,DCLK2/SMAD3/TFRC,0.028779638152051305,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of cell projection organization,DPYSL3/DZIP1/GPM6A/CAMK1D,0.0299011952130075,4/19,BP,1,GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of glial cell proliferation,GFAP/SLC7A5,0.0299011952130075,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",lens fiber cell differentiation,SMAD3/MAF,0.0299011952130075,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",eye development,FOS/GPM6A/SMAD3/MAF,0.03398753062721404,4/19,BP,2,FOS/GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of keratinocyte proliferation,ZFP36L1/ZFP36,0.03398753062721404,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",visual system development,FOS/GPM6A/SMAD3/MAF,0.03398753062721404,4/19,BP,2,FOS/GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",sensory system development,FOS/GPM6A/SMAD3/MAF,0.034364400800426215,4/19,BP,2,FOS/GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of erythrocyte differentiation,ZFP36L1/ZFP36,0.03471657022955226,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of DNA-binding transcription factor activity,SMAD3/CAMK1D/TFRC,0.03471657022955226,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of epithelial cell apoptotic process,ZFP36L1/ZFP36,0.035241584043902395,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of cell development,FOS/GFAP/ZFP36L1/SLC7A5,0.03716279029982171,4/19,BP,1,FOS,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of myeloid cell differentiation,FOS/ZFP36L1/ZFP36,0.03716279029982171,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",integrated stress response signaling,FOS/MAF,0.03716279029982171,2/19,BP,1,FOS,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",import across plasma membrane,GFAP/SLC2A3/SLC7A5,0.03716279029982171,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",cellular response to tumor necrosis factor,FOS/ZFP36L1/ZFP36,0.03716279029982171,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of myeloid leukocyte differentiation,FOS/ZFP36L1,0.03716279029982171,2/19,BP,1,FOS,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of chondrocyte differentiation,SMAD3/MAF,0.03716279029982171,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",keratinocyte proliferation,ZFP36L1/ZFP36,0.03716279029982171,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of filopodium assembly,DPYSL3/GPM6A,0.03716279029982171,2/19,BP,1,GPM6A,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of epidermal cell differentiation,ZFP36L1/ZFP36,0.03716279029982171,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",amino acid import across plasma membrane,GFAP/SLC7A5,0.03716279029982171,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of plasma membrane bounded cell projection assembly,DPYSL3/DZIP1/GPM6A,0.037165037324349254,3/19,BP,1,GPM6A,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of miRNA transcription,FOS/SMAD3,0.037165037324349254,2/19,BP,1,FOS,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of cell projection assembly,DPYSL3/DZIP1/GPM6A,0.03719519338052997,3/19,BP,1,GPM6A,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",cellular response to glucocorticoid stimulus,ZFP36L1/ZFP36,0.03719519338052997,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",glial cell proliferation,GFAP/SLC7A5,0.040954156327858635,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of epidermis development,ZFP36L1/ZFP36,0.04170877131158283,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to tumor necrosis factor,FOS/ZFP36L1/ZFP36,0.041709912422474675,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",myeloid leukocyte differentiation,FOS/ZFP36L1/TFRC,0.041969930890053256,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",ZFP36L1/ZFP36,0.041969930890053256,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",p38MAPK cascade,ZFP36L1/ZFP36,0.041969930890053256,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of miRNA metabolic process,FOS/SMAD3,0.041969930890053256,2/19,BP,1,FOS,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",fat cell differentiation,SMAD3/ZFP36L1/ZFP36,0.041969930890053256,3/19,BP,0,,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",cellular response to corticosteroid stimulus,ZFP36L1/ZFP36,0.041969930890053256,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to starvation,FOS/ZFP36/SLC7A5,0.041969930890053256,3/19,BP,1,FOS,0,,0.15789473684210525
"Oligo-3_up_AA, Oligo-3_up_EA",response to nutrient levels,FOS/TFRC/ZFP36/SLC7A5,0.041969930890053256,4/19,BP,1,FOS,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of protein localization,FARP1/DZIP1/SMAD3/TFRC,0.042308215488395966,4/19,BP,0,,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of fat cell differentiation,ZFP36L1/ZFP36,0.04406745085249151,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",positive regulation of gliogenesis,GFAP/SLC7A5,0.04624369847421913,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of cartilage development,SMAD3/MAF,0.0462948756485012,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",epithelial cell apoptotic process,ZFP36L1/ZFP36,0.0462948756485012,2/19,BP,0,,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",response to bacterium,FOS/GPM6A/ZFP36/SLC7A5,0.048961809467839526,4/19,BP,2,FOS/GPM6A,0,,0.21052631578947367
"Oligo-3_up_AA, Oligo-3_up_EA",filopodium assembly,DPYSL3/GPM6A,0.04920545721071557,2/19,BP,1,GPM6A,0,,0.10526315789473684
"Oligo-3_up_AA, Oligo-3_up_EA",regulation of miRNA transcription,FOS/SMAD3,0.049943050007020796,2/19,BP,1,FOS,0,,0.10526315789473684
Oligo-3_up_ALL,modulation of chemical synaptic transmission,BAIAP2/NRG3/CHRM1/ADCY8/LRRK2/CNR1/CBLN2/DNM1/EPHA4/SORCS3/VPS13A/PLCB1/SYNE1/RNF19A/GFAP/GRIK1/GRM5/GRM7/NXPH1/KCNQ3/MEF2C/ATP1A2/SLC4A10/JPH3/ADGRB1/NLGN4X/SYT13/RGS4/BCR/CX3CL1/SLC1A1/SNAP25/STX1A/STXBP1/SYT4/TRIO/VGF/YWHAH/CACNA1B/LRP8/CACNB4/MCTP1/CAMK2A/CAMK2B/CAMK2G/PPFIA3/SYT12/LGI1/CACNA2D2/NRXN1/HOMER1/CLSTN3,3.998256695663465e-7,52/596,BP,2,NRG3/LRRK2,0,,0.087248322147651
Oligo-3_up_ALL,regulation of trans-synaptic signaling,BAIAP2/NRG3/CHRM1/ADCY8/LRRK2/CNR1/CBLN2/DNM1/EPHA4/SORCS3/VPS13A/PLCB1/SYNE1/RNF19A/GFAP/GRIK1/GRM5/GRM7/NXPH1/KCNQ3/MEF2C/ATP1A2/SLC4A10/JPH3/ADGRB1/NLGN4X/SYT13/RGS4/BCR/CX3CL1/SLC1A1/SNAP25/STX1A/STXBP1/SYT4/TRIO/VGF/YWHAH/CACNA1B/LRP8/CACNB4/MCTP1/CAMK2A/CAMK2B/CAMK2G/PPFIA3/SYT12/LGI1/CACNA2D2/NRXN1/HOMER1/CLSTN3,3.998256695663465e-7,52/596,BP,2,NRG3/LRRK2,0,,0.087248322147651
Oligo-3_up_ALL,regulation of metal ion transport,ABCC9/GNB5/DIAPH1/DPP6/EPB41/FGF14/FHL1/FLNA/NKAIN3/KCNN2/LYN/ASPH/ATP1A2/PDE4D/PDGFRB/PER1/FXYD1/TESC/SCN3B/JPH3/DPP10/RGS4/CX3CL1/WNK2/SNTA1/STIM1/TRPC3/UTRN/WFS1/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/KCNIP4/CALM3/CAMK2A/CAMK2B/CAMK2G/HOMER1,1.106544069717725e-6,41/596,BP,1,SNTA1,0,,0.06879194630872483
Oligo-3_up_ALL,regulation of monoatomic ion transport,ABCC9/GNB5/CHRM1/CNR1/DIAPH1/DPP6/EPB41/STOM/FGF14/FHL1/FLNA/NKAIN3/KCNJ3/KCNN2/LYN/ASPH/ATP1A2/PDE4D/PDGFRB/PER1/FXYD1/TESC/SCN3B/JPH3/DPP10/RGS4/CX3CL1/WNK2/SNTA1/STIM1/TRPC3/UTRN/WFS1/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/KCNIP4/CALM3/CAMK2A/CAMK2B/CAMK2G/HOMER1,1.656051642654414e-6,45/596,BP,1,SNTA1,0,,0.07550335570469799
Oligo-3_up_ALL,calcium ion transport,CALCRL/RAMP1/GNB5/DIAPH1/EPB41/FGF2/FLNA/PLCB1/GPM6A/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PDGFRB/PLCB2/PLCB4/CACNA2D3/JPH3/SLC24A3/CACHD1/PTPRC/RGS4/CX3CL1/STIM1/TRPC3/NALF1/WFS1/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNB2/CACNB4/AHNAK/TRPM3/CALM3/CAMK2A/CAMK2B/CAMK2G/CACNA2D2/HOMER1,6.453640682995354e-6,42/596,BP,1,GPM6A,0,,0.07046979865771812
Oligo-3_up_ALL,actin filament-based movement,ABCC9/FLNA/KCND3/KCNJ3/KCNN2/CCDC88C/MYO1B/MYH10/ATP1A2/PDE4D/EPDR1/FNBP1L/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/LUZP1/CACNB2,2.1046138554228896e-5,21/596,BP,1,SNTA1,0,,0.03523489932885906
Oligo-3_up_ALL,regulation of monoatomic cation transmembrane transport,ABCC9/GNB5/DIAPH1/DPP6/FGF14/FHL1/FLNA/KCNN2/LYN/ASPH/ATP1A2/PDE4D/FXYD1/TESC/JPH3/DPP10/RGS4/CX3CL1/WNK2/SNTA1/STIM1/TRPC3/UTRN/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/KCNIP4/CALM3/HOMER1,2.1443231527672212e-5,32/596,BP,1,SNTA1,0,,0.053691275167785234
Oligo-3_up_ALL,regulation of monoatomic ion transmembrane transport,ABCC9/GNB5/DIAPH1/DPP6/STOM/FGF14/FHL1/FLNA/KCNJ3/KCNN2/LYN/ASPH/ATP1A2/PDE4D/FXYD1/TESC/JPH3/DPP10/RGS4/CX3CL1/WNK2/SNTA1/STIM1/TRPC3/UTRN/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/KCNIP4/CALM3/HOMER1,2.4173270093829806e-5,34/596,BP,1,SNTA1,0,,0.05704697986577181
Oligo-3_up_ALL,neurotransmitter transport,LRRK2/ERC2/GFAP/PCLO/NR4A1/SLC6A17/MEF2C/ATP1A2/SLC17A7/SYT13/PTPRN2/SLC1A1/SLC1A2/SLC6A7/SLC6A13/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/MCTP1/CAMK2A/DOC2A/PPFIA3/SYT12/NRXN1,3.483686629159243e-5,27/596,BP,2,LRRK2/SLC17A7,0,,0.04530201342281879
Oligo-3_up_ALL,response to calcium ion,ABCC9/ADCY8/CPNE4/CPNE8/FOS/CPNE7/ANXA11/HCN1/JUNB/KCNQ3/MEF2C/ASPH/PRKAA2/CPNE5/STIM1/THBS1/TRPC3/CALM3/ADGRV1/NRXN1/HOMER1,3.483686629159243e-5,21/596,BP,2,CPNE4/FOS,0,,0.03523489932885906
Oligo-3_up_ALL,regulation of system process,ABCC9/BAIAP2/CELF2/LRRK2/ABAT/EPAS1/EPB41/FLNA/SYNE1/TENM4/NR4A1/IGFBP5/ITGA4/ITGA9/ITGAX/KCND3/KCNJ3/KCNN2/SMAD3/ASPH/ATP1A2/ATP2B2/PDE4D/FXYD1/PPARG/SCN3B/PRKG1/PARD3/NLGN4X/RGS4/SLC1A1/BMPR2/SNTA1/STX1A/THRB/TNFRSF1B/TRPC3/CACNA1C/CACNA1D/CACNB2/NR4A3/CALM3/CAMK2B/CAMK2G/NRXN1/ROCK2,4.438287608779597e-5,46/596,BP,3,LRRK2/IGFBP5/SNTA1,0,,0.07718120805369127
Oligo-3_up_ALL,actin-mediated cell contraction,ABCC9/FLNA/KCND3/KCNJ3/KCNN2/CCDC88C/ATP1A2/PDE4D/EPDR1/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/LUZP1/CACNB2,5.042848332622077e-5,18/596,BP,1,SNTA1,0,,0.030201342281879196
Oligo-3_up_ALL,regulation of transmembrane transport,ABCC9/SORBS1/GNB5/DAPK1/DIAPH1/DPP6/STOM/FGF14/FHL1/FLNA/KCNJ3/KCNN2/LYN/ASPH/ATP1A2/PDE4D/FXYD1/TESC/JPH3/DPP10/RGS4/CX3CL1/SLC1A2/WNK2/SNTA1/STIM1/THBS1/TRPC3/UTRN/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/NR4A3/KCNIP4/CALM3/SLC7A5/HOMER1,5.600495630429627e-5,40/596,BP,1,SNTA1,0,,0.06711409395973154
Oligo-3_up_ALL,regulation of membrane potential,ABCC9/BAIAP2/CHRM1/LRRK2/CNR1/COL6A1/ABAT/FHL1/FLNA/SYNE1/GRIK1/GRM5/HCN1/KCND3/KCNJ3/KCNN2/KCNQ2/KCNQ3/MEF2C/ATP1A2/NRCAM/FXYD1/SCN3B/NLGN4X/KCTD16/BEGAIN/RGS4/SCN2A/SCN3A/SCN9A/SNTA1/STX1A/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/CALM3/SLC4A4/KCNH7/NRXN1,1.5946504166488177e-4,41/596,BP,3,LRRK2/SNTA1/SLC4A4,0,,0.06879194630872483
Oligo-3_up_ALL,muscle system process,ABCC9/COL6A1/ABAT/INPP5F/FLNA/NR4A1/IGFBP5/KCND3/KCNJ3/KCNN2/SMAD3/ASPH/ATP1A2/PDE4D/FXYD1/PPARG/SCN3B/PRKG1/SULF2/RGS4/SCN2A/SCN3A/SCN9A/SNTA1/TNFRSF1B/TPM2/TRPC3/UTRN/CACNA1C/CACNA1D/CACNB2/NR4A3/CALM3/GRIP2/CAMK2B/CAMK2G/HOMER1/ROCK2,1.5946504166488177e-4,38/596,BP,2,IGFBP5/SNTA1,0,,0.06375838926174497
Oligo-3_up_ALL,blood circulation,ABCC9/CELF2/CNR1/ABAT/ELN/EPAS1/FLNA/DDAH1/ID2/ITGA4/ITGA9/KCND3/KCNJ3/KCNN2/SMAD3/ASPH/ATP1A2/ATP2B2/OLR1/PDE4D/FXYD1/PPARG/SCN3B/PRKG1/RGS4/BCR/SCN2A/SCN3A/SCN9A/SLC1A1/BMPR2/SNTA1/STAT1/THRB/VEGFA/CACNA1C/CACNA1D/CACNB2/CALM3/GRIP2/NCALD/ROCK2,1.5946504166488177e-4,42/596,BP,1,SNTA1,0,,0.07046979865771812
Oligo-3_up_ALL,cardiac muscle cell contraction,ABCC9/FLNA/KCND3/KCNJ3/KCNN2/ATP1A2/PDE4D/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/CACNB2,1.5946504166488177e-4,15/596,BP,1,SNTA1,0,,0.025167785234899327
Oligo-3_up_ALL,calcium ion transmembrane transport,GNB5/DIAPH1/FGF2/FLNA/PLCB1/GPM6A/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PLCB2/PLCB4/CACNA2D3/JPH3/SLC24A3/CACHD1/PTPRC/CX3CL1/STIM1/TRPC3/NALF1/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNB2/CACNB4/AHNAK/TRPM3/CALM3/CACNA2D2,2.1895948040473687e-4,32/596,BP,1,GPM6A,0,,0.053691275167785234
