Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000278376,AP004609.3,93,2.16104,14,-2.0118,40,0.57158,45,0.77541
ENSG00000186166,CCDC84,3,-2.1861,15,0.10463,30,1.18904,8,-0.8246
ENSG00000118181,RPS25,847,0.26905,506,-1.2583,1143,0.77066,1642,1.41688
ENSG00000196655,TRAPPC4,3,-3.7672,51,0.93627,45,0.02952,32,-0.4960
ENSG00000149428,HYOU1,17,-2.2045,93,1.59346,45,-0.7861,30,-1.4042
ENSG00000160695,VPS11,3,-3.3289,38,1.01046,32,-0.0180,21,-0.6622
ENSG00000188486,H2AFX,38,0.04062,30,-0.7607,66,0.97790,51,0.53368
ENSG00000172269,DPAGT1,3,-2.1904,16,0.38508,25,0.85028,8,-0.8935
ENSG00000172375,C2CD2L,69,-0.3263,99,0.94086,73,-0.2364,12,-2.8755
ENSG00000172273,HINFP,3,-2.2262,18,0.99098,11,-0.4158,11,-0.4073
ENSG00000110395,CBL,3,-2.2369,19,1.42030,4,-2.0736,13,-0.1806
ENSG00000076706,MCAM,81,1.89721,10,-2.7716,73,1.67492,53,1.08489
ENSG00000173456,RNF26,18,-0.9702,38,0.78887,26,-0.3742,22,-0.6498
ENSG00000036672,USP2,3,-3.2730,31,-0.0683,63,1.18045,30,-0.0402
ENSG00000154096,THY1,230,-2.4493,1512,2.19556,599,-1.0234,159,-2.9903
ENSG00000110400,NECTIN1,3,-4.1862,69,0.95592,19,-1.6744,83,0.56593
ENSG00000184232,OAF,3,-3.4743,27,-0.9998,155,2.75237,8,-2.2084
ENSG00000196914,ARHGEF12,97,-0.1480,117,0.48350,104,-0.0496,49,-1.1870
ENSG00000109929,SC5D,76,-0.4488,107,0.28171,100,-0.0108,87,-0.2388
ENSG00000137642,SORL1,75,-1.5101,235,0.93269,144,-0.5286,149,-0.4692
ENSG00000255248,MIR100HG,3,-4.2426,69,0.72893,61,-0.0012,61,-0.0048
ENSG00000109971,HSPA8,500,-0.2127,626,0.50232,610,0.10612,217,-1.4930
ENSG00000023171,GRAMD1B,60,-0.3013,87,1.19012,40,-0.9369,15,-2.4036
ENSG00000166257,SCN3B,25,-4.1800,558,2.40491,241,-0.8744,49,-3.2391
ENSG00000110002,VWA5A,44,0.90268,23,-0.3358,37,0.61478,8,-1.6749
ENSG00000154144,TBRG1,121,1.18609,63,0.27555,5,-3.7080,30,-1.0405
ENSG00000110013,SIAE,48,0.86058,26,-0.3727,29,0.05833,24,-0.2527
ENSG00000064199,SPA17,46,1.54669,19,0.02905,0,-7.4978,9,-1.0745
ENSG00000154146,NRGN,690,-1.0843,1741,1.63999,747,-0.9645,238,-2.6644
ENSG00000154134,ROBO3,50,1.29619,17,-1.1570,40,0.92213,23,0.00609
ENSG00000165478,HEPACAM,81,-0.6336,69,-1.8031,302,1.58065,343,1.82895
ENSG00000165495,PKNOX2,11,-1.0932,26,1.05207,24,0.12069,3,-2.9681
ENSG00000149557,FEZ1,262,0.08491,190,-1.0214,268,0.12067,628,1.60058
ENSG00000149547,EI24,3,-4.6132,96,1.26031,38,-1.1168,78,-0.0241
ENSG00000134910,STT3A,3,-3.1672,27,-0.2345,61,1.24198,33,0.22427
ENSG00000109832,DDX25,3,-2.9052,30,1.62596,20,-0.2749,5,-2.2259
ENSG00000165526,RPUSD4,3,-2.3979,19,0.50283,32,1.05399,4,-2.1686
ENSG00000182934,SRPRA,3,-2.7816,27,1.42604,18,-0.3495,9,-1.3617
ENSG00000110074,FOXRED1,3,-3.5635,41,0.41839,72,1.05249,17,-1.1974
ENSG00000110080,ST3GAL4,3,-2.6189,20,0.06328,20,-0.0159,35,0.92378
ENSG00000149571,KIRREL3,3,-3.4870,47,2.22543,12,-1.6540,14,-1.4137
ENSG00000134909,ARHGAP32,3,-4.1735,75,2.05585,33,-0.8645,17,-1.8545
ENSG00000170322,NFRKB,50,1.57363,16,-0.8491,28,0.53248,9,-1.1183
ENSG00000084234,APLP2,362,0.14048,357,0.39055,327,-0.0210,128,-1.4694
ENSG00000196323,ZBTB44,3,-3.8231,51,0.56681,36,-0.3740,63,0.52264
ENSG00000134917,ADAMTS8,3,-3.1267,36,1.90455,13,-1.1599,12,-1.3138
ENSG00000255455,AP003486.1,3,-2.2659,18,1.11909,13,-0.2636,9,-0.8649
ENSG00000120451,SNX19,3,-3.3177,37,0.76939,23,-0.5185,38,0.26672
ENSG00000182667,NTM,3,-5.7785,175,-0.0644,200,0.19660,345,1.11968
ENSG00000183715,OPCML,3,-5.0591,141,2.21304,60,-0.9004,27,-2.1089
ENSG00000080854,IGSF9B,3,-2.7580,28,1.76491,19,-0.2196,1,-3.6596
ENSG00000166086,JAM3,3,-4.0320,36,-1.3677,42,-0.3607,233,2.81488
ENSG00000151502,VPS26B,62,-0.6534,105,0.59967,86,-0.1463,59,-0.7185
ENSG00000151500,THYN1,144,1.44877,58,-0.2804,42,-0.5852,25,-1.3904
ENSG00000151498,ACAD8,3,-2.5504,22,1.04419,17,-0.1551,12,-0.7316
ENSG00000109956,B3GAT1,93,-0.7202,152,0.14465,157,0.10608,161,0.14438
ENSG00000120645,IQSEC3,58,-0.0550,69,0.83407,48,-0.3517,10,-2.6755
ENSG00000060237,WNK1,4,-5.1611,111,-0.7949,127,-0.1053,450,2.14666
ENSG00000082805,ERC1,3,-3.0781,32,1.09625,28,0.06505,13,-1.0821
ENSG00000006831,ADIPOR2,3,-3.5558,28,-1.1060,31,-0.2989,148,2.51040
ENSG00000166159,LRTM2,3,-2.8156,30,2.68251,10,-1.1985,0,-7.0007
ENSG00000151067,CACNA1C,3,-2.8218,29,1.88206,9,-1.3123,10,-1.2089
ENSG00000004478,FKBP4,78,-0.0295,81,0.07895,91,0.21139,61,-0.4240
ENSG00000171792,RHNO1,3,-2.3781,19,0.75670,19,0.24332,11,-0.6725
ENSG00000111218,PRMT8,3,-3.2678,42,2.79515,10,-1.7170,4,-2.9621
ENSG00000118971,CCND2,5,-5.2893,236,1.78631,125,-0.6180,74,-1.4084
ENSG00000078237,TIGAR,3,-2.3066,20,1.37953,5,-1.6348,13,-0.2598
ENSG00000047621,C12orf4,34,0.70509,25,0.73830,6,-1.8094,4,-2.4222
ENSG00000010219,DYRK4,3,-2.1289,13,-0.2243,23,0.81640,21,0.61262
ENSG00000139180,NDUFA9,3,-4.4134,85,1.42356,42,-0.7619,49,-0.5381
ENSG00000130035,GALNT8,3,-4.3489,82,1.56165,36,-0.9142,43,-0.6604
ENSG00000111262,KCNA1,3,-2.3754,22,2.43030,1,-3.7962,7,-1.2457
ENSG00000110799,VWF,10,-1.8469,14,-2.5002,193,3.58909,35,0.09243
ENSG00000010278,CD9,113,0.72632,28,-2.6315,119,0.82434,296,2.62561
ENSG00000067182,TNFRSF1A,233,3.81305,8,-3.6357,53,0.55835,35,-0.1382
ENSG00000215039,CD27-AS1,3,-3.7549,47,0.42751,33,-0.4180,68,0.74204
ENSG00000139190,VAMP1,3,-3.0901,37,2.54623,5,-2.4711,9,-1.5800
ENSG00000111639,MRPL51,144,0.29247,110,-0.4089,114,-0.0867,179,0.64655
ENSG00000111640,GAPDH,1945,-0.1439,2205,0.17562,2536,0.28326,1375,-0.6862
ENSG00000010295,IFFO1,110,1.75042,36,-0.5083,22,-0.9309,20,-1.0315
ENSG00000111642,CHD4,61,-0.7120,92,-0.1508,93,-0.0473,155,0.79681
ENSG00000111653,ING4,3,-3.0463,30,0.67928,33,0.32430,20,-0.4394
ENSG00000126746,ZNF384,3,-2.2254,18,0.96796,13,-0.1739,10,-0.6331
ENSG00000139200,PIANP,3,-4.9980,136,2.29320,70,-0.6167,9,-3.5526
ENSG00000111652,COPS7A,115,0.28786,100,0.16889,94,-0.0411,57,-0.8229
ENSG00000089693,MLF2,27,-3.4824,340,1.49323,216,-0.3790,119,-1.2865
ENSG00000159335,PTMS,393,0.23106,368,0.41569,348,0.03518,87,-2.0816
ENSG00000250510,GPR162,62,-0.9544,138,1.16030,114,-0.0141,8,-3.8677
ENSG00000111667,USP5,103,-0.0747,122,0.73203,65,-0.7869,53,-1.1033
ENSG00000111669,TPI1,1038,0.60964,762,0.32950,507,-0.5417,275,-1.4745
ENSG00000010626,LRRC23,77,2.27505,16,-1.0098,7,-1.7243,17,-0.3345
ENSG00000111674,ENO2,383,-0.9264,840,1.23944,524,-0.4454,159,-2.2414
ENSG00000111676,ATN1,93,-0.3332,115,4.16897,144,0.36102,109,-0.0977
ENSG00000111678,C12orf57,134,-0.5592,173,-0.4423,292,0.69213,279,0.61840
ENSG00000215021,PHB2,33,-1.3898,86,0.24062,119,0.59883,67,-0.3251
ENSG00000126749,EMG1,3,-2.3221,18,0.63868,16,-0.0141,15,-0.0820
ENSG00000139182,CLSTN3,76,-1.2869,224,1.87929,87,-1.0763,18,-3.3564
ENSG00000139197,PEX5,120,1.41409,51,-0.1530,18,-1.6564,31,-0.7937
ENSG00000059804,SLC2A3,3,-4.7438,113,2.15239,60,-0.5755,12,-2.9256
ENSG00000065970,FOXJ2,169,3.17065,21,-1.5635,5,-2.7044,14,-1.3433
ENSG00000089818,NECAP1,3,-5.0864,148,2.23710,54,-1.1272,35,-1.7646
ENSG00000166532,RIMKLB,26,-0.0766,24,-0.6135,59,1.28486,24,-0.2095
ENSG00000111752,PHC1,37,0.96715,17,-0.7414,21,0.03368,28,0.51290
ENSG00000003056,M6PR,7,-2.7860,49,0.64928,65,0.65247,22,-1.0757
ENSG00000175899,A2M,356,1.34044,67,-2.5054,666,2.64927,127,-0.3847
ENSG00000139112,GABARAPL1,398,0.17509,411,0.84347,194,-0.9497,96,-2.0050
ENSG00000060140,STYK1,5,-1.7604,21,2.65758,5,-1.7793,0,-7.8065
ENSG00000256537,SMIM10L1,44,-0.3943,62,0.52843,40,-0.5203,44,-0.3689
ENSG00000070018,LRP6,3,-2.2937,15,-0.0951,20,0.41890,26,0.80461
ENSG00000111261,MANSC1,8,-1.4877,28,1.83882,5,-2.1655,10,-1.2472
ENSG00000111269,CREBL2,3,-4.0843,68,1.48557,41,-0.4521,28,-1.0446
ENSG00000111276,CDKN1B,4,-3.7127,45,-0.2952,64,0.45702,99,1.20487
ENSG00000178878,APOLD1,6,-1.6240,9,-2.0189,100,3.41589,10,-0.8699
ENSG00000013583,HEBP1,3,-3.0502,27,0.00688,37,0.51668,40,0.65156
ENSG00000084444,FAM234B,31,-1.0730,76,1.39724,36,-0.8535,19,-1.7561
ENSG00000273079,GRIN2B,3,-5.1243,151,2.65591,56,-1.0844,12,-3.3595
ENSG00000171681,ATF7IP,3,-2.8343,23,0.05424,28,0.33823,35,0.70839
ENSG00000084463,WBP11,167,1.59405,57,-0.6172,56,-0.2704,40,-0.7711
ENSG00000151490,PTPRO,3,-3.2125,40,2.46083,15,-1.0096,2,-3.7697
ENSG00000023734,STRAP,92,-0.4422,137,0.67920,103,-0.2701,62,-1.0425
ENSG00000008394,MGST1,62,-0.6714,80,-0.7028,210,1.34286,120,0.37363
ENSG00000048540,LMO3,3,-5.8234,238,2.10525,85,-1.1772,76,-1.3491
ENSG00000052126,PLEKHA5,58,0.81020,36,0.09139,26,-0.4611,17,-1.1049
ENSG00000139154,AEBP2,7,-1.7386,27,1.14712,17,-0.4075,12,-1.0003
ENSG00000084453,SLCO1A2,3,-3.3069,17,-1.9737,10,-1.6681,188,3.65013
ENSG00000111711,GOLT1B,84,1.71122,28,-0.4883,17,-0.9066,16,-0.9963
ENSG00000134548,SPX,3,-2.5287,9,-2.0769,51,1.75702,66,2.28939
ENSG00000111716,LDHB,476,-0.4671,667,0.20586,821,0.40475,437,-0.6003
ENSG00000111726,CMAS,3,-5.3725,178,2.50272,45,-1.6603,45,-1.6730
ENSG00000111728,ST8SIA1,3,-3.1083,33,1.06300,22,-0.3297,21,-0.4284
ENSG00000111731,C2CD5,3,-2.9234,31,1.81106,8,-1.5917,14,-0.8292
ENSG00000139163,ETNK1,60,-0.0473,69,0.68622,26,-1.3036,43,-0.5580
ENSG00000060982,BCAT1,3,-3.1487,36,1.56117,4,-2.6650,28,-0.0450
ENSG00000205707,ETFRF1,119,1.81939,28,-1.3985,43,0.03335,62,0.62985
ENSG00000133703,KRAS,3,-3.6622,51,1.48810,38,-0.1010,12,-1.8470
ENSG00000246695,RASSF8-AS1,3,-2.2332,14,-0.2913,27,0.93757,22,0.61570
ENSG00000123094,RASSF8,3,-2.4797,16,-0.5471,37,1.19923,29,0.80185
ENSG00000123095,BHLHE41,146,1.47850,41,-1.4154,71,0.22257,113,1.00381
ENSG00000123096,SSPN,3,-3.0013,8,-2.9680,97,2.40282,101,2.50333
ENSG00000111790,FGFR1OP2,3,-3.9272,66,1.29063,29,-0.9859,48,-0.1909
ENSG00000064115,TM7SF3,3,-3.5968,41,0.20665,46,0.26784,56,0.59501
ENSG00000152944,MED21,3,-2.6158,22,0.55044,25,0.40238,16,-0.3432
ENSG00000029153,ARNTL2,3,-2.1739,20,3.02638,2,-3.0169,1,-3.1455
ENSG00000110841,PPFIBP1,176,1.66619,59,-0.5678,57,-0.2736,29,-1.2853
ENSG00000061794,MRPS35,51,0.09205,52,0.37177,39,-0.3243,29,-0.7640
ENSG00000087448,KLHL42,3,-4.2171,74,1.41044,31,-1.0239,49,-0.3323
ENSG00000087494,PTHLH,3,-3.1666,40,3.94726,4,-2.9296,0,-7.9902
ENSG00000123106,CCDC91,150,1.22021,68,-0.3100,59,-0.3409,44,-0.7821
ENSG00000087502,ERGIC2,50,0.27828,43,0.12477,19,-1.2406,50,0.27485
ENSG00000133687,TMTC1,3,-2.8913,29,1.14471,31,0.41086,4,-2.5279
ENSG00000133704,IPO8,3,-2.5786,20,0.31673,25,0.40481,21,0.14632
ENSG00000110888,CAPRIN2,84,1.54857,32,-0.2267,13,-1.4816,17,-1.0645
ENSG00000170456,DENND5B,3,-3.7083,55,2.23572,22,-0.9912,9,-2.3017
ENSG00000151743,AMN1,61,0.26103,56,0.39959,29,-0.8927,37,-0.5344
ENSG00000151746,BICD1,3,-2.9210,30,1.25466,17,-0.5599,16,-0.6132
ENSG00000139132,FGD4,3,-2.1311,13,-0.4210,31,1.31546,17,0.33918
ENSG00000087470,DNM1L,3,-5.2540,151,1.34095,109,-0.1969,66,-0.9769
ENSG00000139116,KIF21A,3,-5.4724,188,2.26144,27,-2.5189,87,-0.7860
ENSG00000151229,SLC2A13,3,-4.6867,113,2.91967,35,-1.3062,5,-4.1296
ENSG00000018236,CNTN1,3,-6.2770,312,1.53735,164,-0.6630,154,-0.7579
ENSG00000015153,YAF2,3,-3.8774,61,1.50480,29,-0.7907,31,-0.7162
ENSG00000134283,PPHLN1,62,0.59406,46,0.38216,27,-0.7488,18,-1.3484
ENSG00000139168,ZCRB1,87,-0.5098,106,-0.5324,104,-0.2367,271,1.37831
ENSG00000139174,PRICKLE1,3,-3.3717,43,1.97126,21,-0.6847,7,-2.2225
ENSG00000151239,TWF1,3,-3.0589,24,-0.4736,48,0.96178,49,1.00203
ENSG00000184613,NELL2,59,-2.0091,297,2.65158,58,-2.0423,23,-3.3575
ENSG00000139218,SCAF11,18,-1.1576,33,-0.5645,83,1.32063,47,0.33937
ENSG00000111371,SLC38A1,5,-4.2158,97,0.10143,186,1.11577,81,-0.2501
ENSG00000134294,SLC38A2,3,-4.7653,92,0.24513,77,-0.1985,152,0.91505
ENSG00000005175,RPAP3,74,1.99013,20,-0.6782,16,-0.6235,8,-1.6896
ENSG00000079337,RAPGEF3,3,-3.1289,22,-0.9107,56,1.15147,67,1.47280
ENSG00000211584,SLC48A1,3,-4.9126,88,-0.4155,129,0.45803,222,1.40729
ENSG00000061273,HDAC7,77,2.36497,13,-1.5037,28,0.47015,10,-1.0421
ENSG00000134291,TMEM106C,3,-3.2513,35,0.83182,39,0.40615,16,-0.9558
ENSG00000152556,PFKM,35,-1.7546,129,1.00156,112,0.03576,46,-1.3351
ENSG00000177981,ASB8,46,-0.4722,67,0.43655,42,-0.6071,61,-0.0263
ENSG00000177875,CCDC184,3,-3.5932,52,2.75922,11,-1.8799,8,-2.3653
ENSG00000174233,ADCY6,3,-2.3494,17,0.25703,26,0.76730,14,-0.2847
ENSG00000167535,CACNB3,3,-4.7568,113,2.06659,66,-0.4497,11,-3.0223
ENSG00000174243,DDX23,3,-2.8545,25,0.28165,30,0.40378,27,0.25926
ENSG00000172602,RND1,3,-3.6131,51,2.00369,18,-1.1864,16,-1.3777
ENSG00000134287,ARF3,95,-2.3777,558,1.36934,349,-0.4225,204,-1.2443
ENSG00000169884,WNT10B,5,-2.5581,37,3.25256,4,-2.6448,1,-3.9658
ENSG00000181418,DDN,56,-2.2474,300,1.21609,300,0.30650,30,-3.1849
ENSG00000181929,PRKAG1,3,-3.2389,36,1.11153,29,-0.0486,17,-0.8816
ENSG00000167548,KMT2D,3,-2.8604,29,1.31635,21,-0.1794,10,-1.3271
ENSG00000123416,TUBA1B,980,-1.0337,2362,1.49227,921,-1.1277,616,-1.7335
ENSG00000167552,TUBA1A,420,-1.7386,1342,0.13874,1037,-0.3637,2199,0.86688
ENSG00000123352,SPATS2,3,-3.1698,40,2.92748,8,-1.9629,4,-3.0298
ENSG00000135519,KCNH3,3,-4.8076,117,2.09840,65,-0.5052,13,-2.9244
ENSG00000187778,MCRS1,3,-3.4590,40,0.73428,44,0.33171,25,-0.5145
ENSG00000110844,PRPF40B,3,-2.5930,23,1.02555,26,0.48502,4,-2.3557
ENSG00000139644,TMBIM6,500,0.40644,321,-0.7692,526,0.49356,617,0.76124
ENSG00000135472,FAIM2,75,-2.6706,544,1.43220,319,-0.5081,209,-1.1579
ENSG00000110881,ASIC1,59,0.76406,33,-0.5114,50,0.50758,31,-0.2756
ENSG00000066117,SMARCD1,3,-3.2090,35,0.92986,25,-0.2563,26,-0.2276
ENSG00000167588,GPD1,3,-2.5856,14,-1.2194,21,0.11304,73,2.42702
ENSG00000178449,COX14,3,-5.0988,128,0.55471,105,-0.1582,153,0.45382
ENSG00000139624,CERS5,40,0.64122,25,-0.4155,43,0.73624,16,-0.8040
ENSG00000161813,LARP4,24,0.42980,17,-0.2128,18,-0.0358,19,0.06141
ENSG00000066084,DIP2B,3,-3.7731,37,-0.6972,28,-0.7190,150,2.20463
ENSG00000185432,METTL7A,81,-0.1575,59,-1.4350,258,1.86796,141,0.75212
ENSG00000110911,SLC11A2,3,-3.4313,33,-0.1912,55,0.73812,57,0.79897
ENSG00000050426,LETMD1,120,1.39751,49,-0.3464,30,-0.8854,36,-0.5720
ENSG00000110925,CSRNP2,3,-3.1697,39,2.59801,3,-3.0724,12,-1.3825
ENSG00000135457,TFCP2,3,-2.7337,25,0.79146,15,-0.4931,23,0.13696
ENSG00000184271,POU6F1,3,-3.0530,35,2.41292,4,-2.7332,12,-1.2431
ENSG00000183283,DAZAP2,106,-0.5232,125,-0.6878,231,0.73149,269,0.99109
ENSG00000050438,SLC4A8,3,-4.0782,66,1.27195,19,-1.5708,59,0.12592
ENSG00000196876,SCN8A,97,-0.2976,146,1.59995,35,-1.8133,12,-3.4132
ENSG00000135503,ACVR1B,57,0.15751,59,0.83728,32,-0.7487,11,-2.3606
ENSG00000161835,GRASP,68,-0.2826,98,1.15118,57,-0.5725,7,-3.6892
ENSG00000123358,NR4A1,181,1.34640,40,-2.1528,350,2.74022,7,-3.5355
ENSG00000123395,ATG101,4,-2.8323,33,0.37149,48,0.72450,24,-0.3859
ENSG00000063046,EIF4B,395,1.35866,145,-0.8161,165,-0.1154,205,0.22994
ENSG00000111077,TNS2,192,2.97189,12,-3.0665,74,0.97864,56,0.51220
ENSG00000167778,SPRYD3,190,-0.4291,297,1.10649,154,-0.7522,69,-1.9538
ENSG00000167779,IGFBP6,68,0.86996,33,-0.7664,98,1.53533,3,-3.5741
ENSG00000182544,MFSD5,70,1.61102,24,-0.6212,15,-0.9662,25,-0.1661
ENSG00000123349,PFDN5,390,-0.3353,382,-0.8976,758,0.74992,990,1.21975
ENSG00000139637,C12orf10,12,-2.3395,71,1.01031,60,-0.0065,32,-0.9507
ENSG00000094914,AAAS,3,-2.1998,13,-0.5936,34,1.42287,21,0.54616
ENSG00000205352,PRR13,3,-4.4325,78,0.67443,67,-0.0511,76,0.14940
ENSG00000197111,PCBP2,24,-3.7408,318,0.42223,383,0.43038,305,0.06069
ENSG00000139625,MAP3K12,3,-3.7718,51,0.92772,48,0.12381,30,-0.6111
ENSG00000135390,ATP5MC2,286,0.24489,204,-0.7537,361,0.62651,386,0.74213
ENSG00000012822,CALCOCO1,3,-3.5880,42,0.44444,62,0.77871,27,-0.5562
ENSG00000123415,SMUG1,3,-2.6988,22,0.26621,31,0.61555,21,0.00692
ENSG00000094916,CBX5,73,-0.3832,91,-0.1066,134,0.59578,87,-0.1079
ENSG00000135486,HNRNPA1,197,-0.7230,274,-0.5534,395,0.37768,617,1.14169
ENSG00000111481,COPZ1,34,-1.1777,82,0.63384,80,0.14031,44,-0.7868
ENSG00000161642,ZNF385A,67,0.09650,58,-0.4205,84,0.45196,80,0.38100
ENSG00000123360,PDE1B,3,-3.8977,62,2.02760,33,-0.5861,9,-2.5357
ENSG00000135447,PPP1R1A,33,-1.7909,119,0.56475,120,0.17845,88,-0.3178
ENSG00000135426,TESPA1,3,-3.9442,65,2.17381,35,-0.5320,4,-3.7452
ENSG00000135424,ITGA7,3,-2.4721,13,-1.2176,64,2.30409,22,0.36567
ENSG00000135441,BLOC1S1,51,-1.9997,186,-0.1071,274,0.60193,275,0.60402
ENSG00000135404,CD63,713,1.25055,234,-1.3275,582,0.88975,471,0.53171
ENSG00000135414,GDF11,3,-3.1992,31,0.15977,42,0.57116,37,0.34438
ENSG00000205323,SARNP,8,-2.8343,67,0.83264,52,-0.1621,51,-0.1982
ENSG00000135392,DNAJC14,3,-2.5584,22,0.89014,11,-0.7733,20,0.12779
ENSG00000170473,PYM1,3,-2.3786,18,0.53276,17,0.06488,17,0.05523
ENSG00000065357,DGKA,3,-2.3921,23,2.80696,0,-4.7601,5,-1.7077
ENSG00000111540,RAB5B,3,-5.5115,165,0.63974,125,-0.2544,189,0.40292
ENSG00000139531,SUOX,3,-2.3353,20,1.18558,6,-1.4484,16,-0.0342
ENSG00000197728,RPS26,584,-0.1271,480,-1.0384,950,0.66855,1428,1.39156
ENSG00000065361,ERBB3,41,0.10734,18,-2.2176,37,-0.0581,180,2.95376
ENSG00000170515,PA2G4,3,-4.7177,96,0.69203,107,0.36778,68,-0.3524
ENSG00000229117,RPL41,4560,1.05283,1693,-1.2977,4192,0.90456,3738,0.70714
ENSG00000139641,ESYT1,35,0.37907,27,-0.0119,43,0.72791,5,-2.4400
ENSG00000196465,MYL6B,3,-5.7351,193,0.63087,244,0.57112,125,-0.4966
ENSG00000092841,MYL6,723,0.93476,310,-1.0748,671,0.80517,564,0.51077
ENSG00000139613,SMARCC2,3,-3.8797,55,0.85020,46,-0.0589,42,-0.1999
ENSG00000181852,RNF41,185,1.50612,72,-0.2994,65,-0.2577,15,-2.4164
ENSG00000139579,NABP2,3,-4.1185,64,0.72248,63,0.19165,49,-0.2175
ENSG00000139645,ANKRD52,3,-2.9315,29,1.06688,31,0.39089,7,-1.9309
ENSG00000062485,CS,22,-2.0159,102,1.17798,64,-0.4445,48,-0.8774
ENSG00000257727,CNPY2,47,-1.0495,99,0.36768,103,0.17746,80,-0.2259
ENSG00000170581,STAT2,301,2.38491,53,-1.4902,85,0.06511,61,-0.4561
ENSG00000135423,GLS2,3,-2.9660,34,2.99298,7,-1.9406,2,-3.6237
ENSG00000076108,BAZ2A,3,-3.1264,29,0.21420,28,0.00723,44,0.74252
ENSG00000110955,ATP5F1B,513,-0.3052,698,0.65861,557,-0.1731,256,-1.3663
ENSG00000110958,PTGES3,280,-0.0732,317,0.40610,164,-0.9083,273,-0.1164
ENSG00000196531,NACA,450,-0.0259,383,-0.7161,582,0.39078,859,1.05555
ENSG00000166886,NAB2,61,0.56805,48,0.58673,23,-0.9534,11,-2.0394
ENSG00000166888,STAT6,32,0.96844,15,-0.8242,40,1.32416,6,-1.6065
ENSG00000123384,LRP1,255,0.83698,122,-0.8932,329,1.29292,97,-0.7096
ENSG00000182199,SHMT2,30,0.70224,19,-0.0408,19,-0.0298,10,-0.9406
ENSG00000185633,NDUFA4L2,73,1.81422,10,-2.5023,91,2.28448,19,-0.4308
ENSG00000179912,R3HDM2,151,1.20801,72,-0.0967,46,-0.7217,34,-1.1751
ENSG00000166986,MARS,179,1.86374,54,-0.5640,41,-0.6377,20,-1.6911
ENSG00000175197,DDIT3,86,1.46584,29,-0.9240,52,0.59623,25,-0.5658
ENSG00000175203,DCTN2,138,-0.2040,168,0.36709,176,0.18577,77,-1.1011
ENSG00000155980,KIF5A,3,-6.5363,370,1.44197,198,-0.6496,206,-0.5861
ENSG00000166908,PIP4K2C,64,0.63572,47,0.46854,23,-0.9684,15,-1.5927
ENSG00000178498,DTX3,19,-1.9297,75,0.57248,93,0.51092,40,-0.8334
ENSG00000240771,ARHGEF25,3,-3.5587,51,2.81420,16,-1.3056,1,-4.4444
ENSG00000135454,B4GALNT1,3,-4.5881,103,2.43169,38,-1.0973,15,-2.4726
ENSG00000135506,OS9,158,0.78105,85,-0.6064,158,0.78528,73,-0.4792
ENSG00000135439,AGAP2,3,-5.4316,178,1.81901,110,-0.3684,37,-2.0295
ENSG00000135452,TSPAN31,277,2.99738,33,-1.8383,29,-1.0749,50,-0.2598
ENSG00000135446,CDK4,149,2.97472,16,-2.0295,31,-0.0128,22,-0.5417
ENSG00000139266,MARCH9,3,-3.0552,30,0.58793,43,0.75582,13,-1.0570
ENSG00000123297,TSFM,39,0.48852,31,0.38458,22,-0.3911,9,-1.6507
ENSG00000175215,CTDSP2,3,-3.2430,30,-0.0255,36,0.25678,54,0.93229
ENSG00000257698,GIHCG,106,1.50713,37,-0.7356,35,-0.3496,42,-0.0615
ENSG00000198673,TAFA2,3,-4.1234,75,2.50608,30,-0.9422,5,-3.5883
ENSG00000135655,USP15,3,-2.9397,31,1.67587,13,-1.0090,12,-1.0279
ENSG00000061987,MON2,3,-3.1588,29,0.07156,39,0.48972,41,0.57999
ENSG00000111110,PPM1H,3,-3.1590,35,1.17575,13,-1.2207,29,0.02654
ENSG00000184575,XPOT,4,-3.3836,49,0.76695,50,0.24480,32,-0.4689
ENSG00000183735,TBK1,3,-2.3740,20,1.17919,9,-0.9306,14,-0.2943
ENSG00000135677,GNS,8,-1.5815,27,0.53933,31,0.36980,16,-0.6438
ENSG00000111490,TBC1D30,3,-2.4503,23,2.05281,12,-0.5641,0,-4.8648
ENSG00000156076,WIF1,3,-3.0792,31,0.84716,44,0.79035,5,-2.5810
ENSG00000174106,LEMD3,3,-2.9416,32,2.00086,0,-5.3831,20,-0.3573
ENSG00000139233,LLPH,44,0.72300,23,-0.7105,38,0.49108,34,0.32498
ENSG00000155957,TMBIM4,3,-3.6778,39,-0.2414,63,0.68929,73,0.94005
ENSG00000111530,CAND1,3,-4.6411,98,1.24649,74,-0.1421,46,-0.8760
ENSG00000127334,DYRK2,3,-2.1075,18,1.93125,5,-1.4861,5,-1.5024
ENSG00000127314,RAP1B,188,2.28380,34,-1.5072,51,-0.0622,54,0.03037
ENSG00000175782,SLC35E3,87,2.04780,19,-1.1919,15,-0.8720,33,0.33194
ENSG00000135679,MDM2,3,-3.1790,30,0.10758,29,-0.0341,51,0.92857
ENSG00000111605,CPSF6,51,-0.0432,55,0.26118,62,0.27300,25,-1.1492
ENSG00000166225,FRS2,3,-2.3702,17,0.24638,2,-2.6906,38,1.40580
ENSG00000166226,CCT2,3,-4.8976,118,1.33880,77,-0.3577,59,-0.7646
