Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000114503,NCBP2,146,1.39508,20,-1.7984,51,-0.4471,53,-0.3363,52,-0.3997,70,0.09960,94,0.59063
ENSG00000270170,NCBP2AS2,146,2.12924,12,-2.0603,31,-0.6952,57,0.35636,56,0.39710,19,-1.3523,3,-3.7237
ENSG00000075711,DLG1,146,0.96703,31,-1.4870,89,0.14056,73,-0.2039,58,-0.6292,147,0.97167,52,-0.7155
ENSG00000161267,BDH1,146,2.58488,0,-5.8397,38,0.02340,12,-1.7532,37,-0.0069,10,-2.0155,19,-1.0456
ENSG00000145016,RUBCN,146,1.86068,29,-0.9220,49,-0.0941,19,-1.5102,31,-0.8666,42,-0.3436,69,0.46974
ENSG00000122068,FYTTD1,146,1.74652,56,0.03272,51,-0.1394,29,-0.9702,40,-0.5572,54,-0.0139,26,-1.1757
ENSG00000182899,RPL35A,146,-2.7524,1932,1.33401,499,-1.0131,885,-0.0183,924,0.05853,1151,0.41467,1097,0.33455
ENSG00000182903,ZNF721,146,2.41571,6,-2.7623,42,0.06441,22,-0.9469,13,-1.8986,18,-1.2618,62,0.71397
ENSG00000273238,TMEM271,146,1.60380,0,-6.7222,97,1.00466,44,-0.4531,58,-0.0187,15,-2.0934,14,-2.1716
ENSG00000169020,ATP5ME,146,-2.6082,782,-0.0601,720,-0.2181,976,0.30353,1037,0.47175,1104,0.51013,782,-0.0593
ENSG00000215375,MYL5,146,2.81886,11,-1.7576,17,-1.1637,8,-2.0978,23,-0.7048,27,-0.3634,36,0.07740
ENSG00000185619,PCGF3,146,2.80572,34,-0.0160,24,-0.6291,21,-0.7633,25,-0.5347,10,-1.8621,0,-6.8205
ENSG00000168993,CPLX1,146,-0.6418,59,-2.0127,361,1.01150,226,0.04695,324,0.77343,63,-1.9247,110,-1.0770
ENSG00000178950,GAK,146,1.35215,76,0.20352,79,0.31157,47,-0.5505,28,-1.4482,83,0.34721,36,-0.9729
ENSG00000127419,TMEM175,146,1.87147,18,-1.6058,46,-0.2224,39,-0.4193,43,-0.3176,28,-0.9394,54,0.08173
ENSG00000145214,DGKQ,146,2.68130,12,-1.6359,40,0.20719,19,-1.0080,29,-0.4028,10,-1.9646,0,-6.8911
ENSG00000159692,CTBP1,146,-0.0954,132,-0.2632,216,0.64868,193,0.35875,133,-0.2809,100,-0.6913,127,-0.3169
ENSG00000090316,MAEA,146,1.36670,6,-3.4668,109,1.00595,64,-0.0647,62,-0.1297,11,-2.6887,28,-1.3219
ENSG00000163950,SLBP,146,1.29690,41,-0.8202,119,1.12380,62,-0.1721,51,-0.5417,6,-3.5069,25,-1.5699
ENSG00000168936,TMEM129,146,2.15332,36,-0.3686,27,-0.8658,15,-1.6603,26,-0.9516,27,-0.7957,75,0.85999
ENSG00000068078,FGFR3,146,-0.5123,10,-4.4461,65,-1.8739,371,1.03626,114,-0.9854,165,-0.3202,765,2.53577
ENSG00000168924,LETM1,146,1.66342,31,-0.9690,56,-0.0383,55,-0.0570,36,-0.7870,12,-2.3765,85,0.66943
ENSG00000109685,NSD2,146,2.01536,0,-6.4406,42,-0.2654,38,-0.3592,52,0.14593,44,-0.1488,17,-1.5664
ENSG00000243449,C4orf48,146,-1.8467,264,-0.9580,537,0.19023,439,-0.1617,611,0.44241,597,0.33922,626,0.42133
ENSG00000185818,NAT8L,146,-1.0378,126,-1.2690,381,0.57426,404,0.58798,295,0.07263,218,-0.4226,307,0.13015
ENSG00000123933,MXD4,146,1.25869,78,0.16063,38,-1.0661,60,-0.2642,46,-0.7413,59,-0.2894,123,0.94604
ENSG00000063978,RNF4,146,2.37230,8,-2.4008,32,-0.4607,26,-0.7049,37,-0.2036,7,-2.6287,45,0.15598
ENSG00000087274,ADD1,146,-0.4666,141,-0.5224,283,0.71861,189,-0.0571,149,-0.4861,117,-0.8106,307,0.75278
ENSG00000109736,MFSD10,146,1.62435,87,0.66875,50,-0.2862,22,-1.5006,44,-0.4960,30,-1.0519,52,-0.1924
ENSG00000197386,HTT,146,1.33880,11,-2.7622,89,0.53545,85,0.37422,67,-0.0113,26,-1.4707,27,-1.3944
ENSG00000159788,RGS12,146,1.10475,37,-1.1221,29,-1.6073,104,0.51305,56,-0.5374,30,-1.4481,199,1.69724
ENSG00000163956,LRPAP1,146,-0.2547,139,-0.3319,222,0.49784,77,-1.2479,212,0.40396,74,-1.3017,239,0.55078
ENSG00000168824,NSG1,146,0.38706,23,-2.4251,183,0.92509,37,-1.7351,169,0.75216,27,-2.1951,101,-0.2120
ENSG00000072832,CRMP1,146,-0.2910,17,-3.5004,365,1.58164,115,-0.6631,197,0.21508,27,-2.8322,152,-0.2360
ENSG00000181215,C4orf50,146,2.88499,0,-5.4737,46,0.62751,17,-1.0036,16,-1.2885,4,-3.0977,10,-1.8686
ENSG00000152969,JAKMIP1,146,1.42149,5,-3.7689,104,0.95959,83,0.40998,57,-0.2185,21,-1.6807,3,-4.4214
ENSG00000109501,WFS1,146,0.10275,161,0.26076,136,-0.0141,108,-0.3785,137,-0.0004,107,-0.3947,166,0.30986
ENSG00000074211,PPP2R2C,146,-0.0244,0,-7.6635,246,1.02098,143,-0.0619,206,0.64240,108,-0.5089,35,-2.1818
ENSG00000013288,MAN2B2,146,1.98277,47,-0.0652,54,0.20415,21,-1.2629,38,-0.4509,23,-1.1368,17,-1.6316
ENSG00000179010,MRFAP1,146,-1.0700,212,-0.4975,330,0.24261,329,0.20897,325,0.21808,297,0.04150,314,0.12783
ENSG00000170846,AC093323.1,146,1.41232,33,-1.0672,95,0.75850,56,-0.2338,45,-0.6448,55,-0.2491,13,-2.4437
ENSG00000178988,MRFAP1L1,146,0.97462,27,-1.7288,80,-0.0612,90,0.14768,86,0.07569,50,-0.7921,97,0.27162
ENSG00000170871,KIAA0232,146,1.03395,30,-1.5199,114,0.70047,65,-0.3269,61,-0.4669,60,-0.4591,66,-0.3014
ENSG00000132405,TBC1D14,146,1.69703,29,-1.0458,55,-0.0354,57,0.01394,45,-0.3932,42,-0.4507,31,-0.9199
ENSG00000173011,TADA2B,146,2.74691,17,-1.1285,33,-0.1079,22,-0.7375,26,-0.5153,9,-2.0628,4,-3.0638
ENSG00000109519,GRPEL1,146,2.02840,6,-2.9926,49,0.04113,27,-0.8667,47,-0.0393,15,-1.7326,44,-0.1430
ENSG00000163995,ABLIM2,146,2.31780,0,-6.2464,45,0.11836,21,-1.0614,47,0.19979,7,-2.6785,21,-1.1040
ENSG00000071127,WDR1,146,0.08028,552,2.64621,88,-0.8015,36,-2.0813,75,-1.0658,45,-1.7277,148,0.10200
ENSG00000038219,BOD1L1,146,0.57432,107,0.05093,149,0.72107,84,-0.3347,54,-1.1225,125,0.31042,63,-0.7795
ENSG00000137449,CPEB2,146,2.23303,0,-6.1776,69,0.93235,46,0.09945,17,-1.5355,22,-1.0315,3,-3.6531
ENSG00000118564,FBXL5,146,1.41192,34,-1.0000,62,-0.0688,51,-0.3934,36,-1.0057,19,-1.8769,137,1.28220
ENSG00000237765,FAM200B,146,1.21647,87,0.30233,32,-1.3472,50,-0.5687,67,-0.1189,121,0.87782,44,-0.7864
ENSG00000169762,TAPT1,146,2.53369,8,-2.2467,49,0.44819,7,-2.5377,10,-2.1678,42,0.13259,25,-0.6752
ENSG00000169744,LDB2,146,1.85420,12,-2.2135,103,1.44718,60,0.24361,19,-1.6998,6,-3.1284,0,-7.4076
ENSG00000151552,QDPR,146,-1.5636,32,-3.7883,311,-0.4609,396,-0.0248,233,-0.9456,1524,2.54173,429,0.10792
ENSG00000002549,LAP3,146,1.48782,144,1.45524,16,-2.1751,41,-0.6737,29,-1.2820,40,-0.6837,99,0.76951
ENSG00000118579,MED28,146,2.15868,37,-0.3178,28,-0.8504,30,-0.6257,37,-0.3667,47,0.05713,17,-1.4955
ENSG00000145147,SLIT2,146,2.81219,0,-5.9617,26,-0.4943,0,-7.6418,46,0.54689,0,-7.6880,20,-0.8192
ENSG00000185774,KCNIP4,146,1.42582,1,-5.6683,112,1.14253,66,0.04530,62,-0.0692,4,-3.9086,13,-2.4210
ENSG00000109606,DHX15,146,1.76382,23,-1.3179,50,-0.1471,21,-1.4728,24,-1.3562,59,0.12421,91,0.86814
ENSG00000250317,SMIM20,146,2.01109,27,-0.8746,17,-1.7507,69,0.59097,38,-0.4386,22,-1.2128,60,0.37094
ENSG00000168214,RBPJ,146,1.24851,74,0.06854,49,-0.6493,68,-0.0615,38,-1.0661,116,0.82852,59,-0.2971
ENSG00000169851,PCDH7,146,0.76534,6,-3.9405,234,2.14789,38,-1.3786,55,-0.9153,17,-2.5520,49,-0.9785
ENSG00000065882,TBC1D1,146,1.81353,187,2.35707,16,-1.9460,27,-1.0499,19,-1.7041,19,-1.5289,27,-1.0686
ENSG00000109790,KLHL5,146,1.83205,78,0.66199,22,-1.4491,44,-0.2809,22,-1.4221,60,0.21134,55,0.07163
ENSG00000035928,RFC1,146,1.93915,59,0.28694,29,-0.9408,26,-1.0285,27,-1.0771,64,0.42030,42,-0.2724
ENSG00000163682,RPL9,146,-3.0626,2122,1.11523,595,-1.0737,1042,-0.0962,1121,0.02470,1773,0.79309,1441,0.43709
ENSG00000163683,SMIM14,146,1.49477,58,-0.1190,61,-0.0271,89,0.58490,53,-0.2920,26,-1.3480,13,-2.3834
ENSG00000078140,UBE2K,146,0.62601,33,-1.7157,162,0.96560,58,-0.8578,97,-0.0695,30,-1.8351,119,0.27170
ENSG00000121892,PDS5A,146,2.29891,58,0.51235,25,-0.9331,30,-0.5606,21,-1.2060,26,-0.7887,31,-0.4871
ENSG00000163697,APBB2,146,1.78908,74,0.53270,29,-1.0516,15,-1.9506,18,-1.7580,59,0.14222,94,0.94166
ENSG00000154277,UCHL1,146,-3.2168,79,-4.1173,2717,1.75587,1270,0.05254,1732,0.67376,288,-2.2250,383,-1.8013
ENSG00000064042,LIMCH1,146,0.32507,76,-0.7136,158,0.52573,77,-0.6971,79,-0.7340,179,0.66274,129,0.11137
ENSG00000109133,TMEM33,146,1.30295,42,-0.7587,112,0.98747,55,-0.3603,38,-1.0039,23,-1.6865,51,-0.4649
ENSG00000014824,SLC30A9,146,1.01074,24,-1.8199,123,0.84628,58,-0.5086,84,0.06940,34,-1.3475,48,-0.7991
ENSG00000124406,ATP8A1,146,0.75851,1,-5.8868,143,0.86518,84,-0.1612,38,-1.5160,76,-0.3139,166,0.98462
ENSG00000151806,GUF1,146,2.73708,0,-5.9345,26,-0.5353,52,0.62642,15,-1.4546,12,-1.6131,26,-0.4599
ENSG00000163285,GABRG1,146,1.37138,0,-6.8865,14,-2.5385,105,0.77526,44,-0.7014,42,-0.7246,187,1.85713
ENSG00000260878,AC104072.1,146,2.42110,0,-6.1838,56,0.62546,21,-0.9832,16,-1.5043,1,-5.4655,50,0.35163
ENSG00000151834,GABRA2,146,1.38494,0,-6.8890,68,0.05444,54,-0.3209,45,-0.6489,2,-4.9654,164,1.60107
ENSG00000109158,GABRA4,146,2.87522,1,-4.6888,40,0.33157,5,-2.6619,32,-0.0795,0,-6.6316,5,-2.7011
ENSG00000163288,GABRB1,146,2.08168,21,-1.2567,59,0.43471,41,-0.1935,23,-1.1881,9,-2.4174,39,-0.2885
ENSG00000260918,AC107398.3,146,1.29930,3,-4.4107,110,0.93122,70,0.03084,50,-0.5489,34,-1.0864,46,-0.6453
ENSG00000109180,OCIAD1,146,-0.6384,91,-1.3712,403,1.27077,117,-0.9802,229,0.08146,115,-1.0058,239,0.14159
ENSG00000145247,OCIAD2,146,1.92195,21,-1.3372,41,-0.3761,31,-0.7432,64,0.46677,20,-1.4237,24,-1.1328
ENSG00000109184,DCUN1D4,146,1.68366,10,-2.5180,76,0.57177,52,-0.1391,41,-0.5850,14,-2.0653,52,-0.1205
ENSG00000163069,SGCB,146,1.12803,37,-1.1190,69,-0.1566,76,0.00689,41,-1.0686,86,0.21330,115,0.70156
ENSG00000109189,USP46,146,1.22182,0,-7.0136,86,0.34873,35,-1.0952,91,0.46075,72,0.01230,37,-1.0468
ENSG00000226950,DANCR,146,1.64510,28,-1.1419,33,-0.9437,73,0.38685,51,-0.2086,50,-0.2161,52,-0.1679
ENSG00000072201,LNX1,146,3.14166,0,-5.7957,33,0.13536,4,-2.8358,30,-0.0589,0,-7.5194,0,-6.6539
ENSG00000134853,PDGFRA,146,2.09452,85,1.02763,11,-2.3662,31,-0.6387,15,-1.8012,38,-0.3290,65,0.56192
ENSG00000157404,KIT,146,2.16722,0,-6.3415,16,-1.7233,71,0.75284,33,-0.5532,11,-2.0711,78,0.93976
ENSG00000134851,TMEM165,146,1.45318,104,0.82402,22,-1.7466,42,-0.6535,32,-1.1430,104,0.83095,66,0.05996
ENSG00000134852,CLOCK,146,2.53630,17,-1.2225,30,-0.4192,26,-0.6229,26,-0.6586,17,-1.2484,26,-0.6355
ENSG00000090989,EXOC1,146,1.93572,57,0.21625,55,0.18743,26,-1.0005,22,-1.3623,25,-1.0668,40,-0.3541
ENSG00000128050,PAICS,146,1.62984,17,-1.8655,46,-0.4318,44,-0.4491,35,-0.8764,49,-0.2605,105,1.00065
ENSG00000174780,SRP72,146,1.18589,94,0.40540,70,-0.0829,66,-0.1735,54,-0.5401,60,-0.3293,46,-0.7399
ENSG00000171476,HOPX,146,-0.6708,52,-2.2186,288,0.49064,75,-1.6750,523,1.91798,30,-3.0414,86,-1.4828
ENSG00000047315,POLR2B,146,1.55972,51,-0.2730,70,0.29631,14,-2.2292,43,-0.5713,12,-2.4161,91,0.68281
ENSG00000163453,IGFBP7,146,-2.0276,4048,5.18874,34,-4.3447,141,-2.0804,54,-3.6496,76,-2.9900,344,-0.7357
ENSG00000150471,ADGRL3,146,1.70848,1,-5.8413,64,0.26126,35,-0.7194,29,-1.1182,16,-1.9009,118,1.28471
ENSG00000145242,EPHA5,146,2.20508,0,-6.3173,75,1.06777,52,0.27307,24,-1.0621,0,-5.8614,1,-4.7913
ENSG00000033178,UBA6,146,2.27337,62,0.59976,28,-0.7272,6,-2.8145,16,-1.5816,46,0.13250,35,-0.3070
ENSG00000083896,YTHDC1,146,1.27025,90,0.40955,42,-0.8924,86,0.34208,44,-0.8043,87,0.35582,48,-0.5778
ENSG00000018189,RUFY3,146,-0.1074,44,-1.9317,265,1.07907,117,-0.4560,158,0.01613,82,-1.0180,172,0.15388
ENSG00000132463,GRSF1,146,0.51262,92,-0.2480,124,0.27823,125,0.24715,97,-0.1868,107,0.00192,53,-1.1022
ENSG00000173542,MOB1B,146,1.42585,43,-0.6439,75,0.28547,54,-0.2888,33,-1.1514,28,-1.2750,93,0.61129
ENSG00000156136,DCK,146,2.24779,18,-1.3157,34,-0.4405,45,0.05264,24,-0.9940,31,-0.5230,33,-0.4189
ENSG00000080493,SLC4A4,146,1.41587,0,-6.4486,17,-2.1697,135,1.26804,34,-1.0957,50,-0.4124,148,1.44254
ENSG00000132466,ANKRD17,146,1.13603,51,-0.6234,88,0.30346,119,0.76531,34,-1.3594,112,0.66702,5,-4.0060
ENSG00000169116,PARM1,146,0.95593,43,-1.0110,126,0.81926,22,-2.0508,106,0.45954,4,-4.3980,70,-0.2683
ENSG00000163743,RCHY1,146,2.52812,5,-2.9572,36,-0.1055,26,-0.6317,34,-0.2281,15,-1.4750,14,-1.5261
ENSG00000138769,CDKL2,146,2.82864,0,-5.9530,37,0.15225,26,-0.4092,17,-1.1639,20,-0.7954,6,-2.5891
ENSG00000138757,G3BP2,146,-0.4856,53,-2.0176,334,1.05891,371,1.06719,192,-0.0604,74,-1.5209,90,-1.2297
ENSG00000138768,USO1,146,1.85174,90,0.92461,51,-0.0502,20,-1.4888,32,-0.8155,25,-1.1046,20,-1.4473
ENSG00000198301,SDAD1,146,2.25028,32,-0.4966,44,0.04843,37,-0.2482,31,-0.5782,12,-1.9740,12,-1.9697
ENSG00000138760,SCARB2,146,0.58640,64,-0.7351,65,-0.8074,96,-0.1017,50,-1.2428,123,0.29523,266,1.68535
ENSG00000138758,SEPTIN11,146,0.30702,143,0.27444,117,-0.0702,159,0.44146,77,-0.7976,103,-0.2693,154,0.38781
ENSG00000118816,CCNI,146,-1.0703,445,0.71751,173,-0.8988,212,-0.4978,371,0.47456,381,0.45176,337,0.24395
ENSG00000138764,CCNG2,146,2.24747,34,-0.3626,32,-0.5323,15,-1.6218,27,-0.7899,17,-1.4537,58,0.49156
ENSG00000169288,MRPL1,146,1.86346,56,0.11986,57,0.19755,11,-2.2753,42,-0.3740,29,-0.8829,24,-1.1972
ENSG00000152784,PRDM8,146,1.83391,0,-6.5633,75,0.70337,8,-2.8339,73,0.64050,13,-2.0618,8,-2.7323
ENSG00000138668,HNRNPD,146,0.42791,136,0.30483,107,-0.1033,85,-0.4561,101,-0.2076,148,0.45010,86,-0.4375
ENSG00000152795,HNRNPDL,146,-0.9187,226,-0.2404,286,0.16134,251,-0.0733,220,-0.3158,272,0.05954,454,0.92696
ENSG00000145293,ENOPH1,146,0.45279,22,-2.4471,121,0.15513,136,0.32946,97,-0.2478,141,0.39172,120,0.11941
ENSG00000249242,TMEM150C,146,2.13383,5,-3.1977,57,0.42696,22,-1.0903,47,0.06507,8,-2.4939,19,-1.3253
ENSG00000145284,SCD5,146,-1.3659,88,-2.1280,416,0.31418,465,0.45907,274,-0.4499,411,0.25333,681,1.12764
ENSG00000138674,SEC31A,146,1.72445,73,0.45316,53,-0.0758,42,-0.4265,35,-0.8138,26,-1.1427,35,-0.7361
ENSG00000251022,THAP9-AS1,146,2.92678,4,-3.0848,30,-0.1553,7,-2.2790,17,-1.0810,38,0.22934,6,-2.4674
ENSG00000138663,COPS4,146,1.04046,56,-0.5359,92,0.28859,123,0.73949,62,-0.4421,36,-1.2078,42,-0.9788
ENSG00000163319,MRPS18C,146,1.57129,46,-0.4246,49,-0.3389,35,-0.8447,78,0.51389,25,-1.3597,31,-1.0107
ENSG00000163624,CDS1,146,1.87794,10,-2.3861,88,1.10199,17,-1.6613,36,-0.6121,1,-5.4811,38,-0.4581
ENSG00000163625,WDFY3,146,1.68008,53,-0.0920,61,0.14525,33,-0.8277,33,-0.9355,38,-0.6299,50,-0.1951
ENSG00000109339,MAPK10,146,-0.0412,44,-1.8957,300,1.48246,118,-0.3825,157,0.08590,65,-1.3031,63,-1.3465
ENSG00000198189,HSD17B11,146,2.17252,8,-2.5925,26,-0.9233,42,-0.1058,31,-0.6379,46,0.03887,46,0.06097
ENSG00000170502,NUDT9,146,2.09756,23,-1.0875,38,-0.3743,39,-0.2888,39,-0.3238,24,-1.0244,33,-0.5482
ENSG00000152583,SPARCL1,146,-3.6264,1761,0.12842,987,-0.8751,1448,-0.1884,1566,-0.0715,587,-1.5812,5602,2.30762
ENSG00000118785,SPP1,146,-1.3964,9,-5.3793,122,-1.8101,218,-0.7926,189,-1.1046,1493,2.77509,747,1.26204
ENSG00000163644,PPM1K,146,0.44028,0,-7.6527,128,0.25563,139,0.35075,117,0.07883,96,-0.2440,136,0.32342
ENSG00000145337,PYURF,146,0.88409,90,0.06909,72,-0.3189,50,-0.8452,88,0.03381,44,-1.0490,126,0.62839
ENSG00000177432,NAP1L5,146,0.08614,16,-3.2036,230,1.02112,125,-0.1630,177,0.46949,23,-2.6846,124,-0.1784
ENSG00000145335,SNCA,146,-0.8155,5,-5.5737,548,1.77908,487,1.17362,129,-1.1115,154,-0.7351,65,-2.0456
ENSG00000163110,PDLIM5,146,0.97320,311,2.52319,7,-3.7942,36,-1.2694,23,-2.0682,38,-1.1882,148,0.99617
ENSG00000138698,RAP1GDS1,146,0.35438,4,-4.9757,162,0.61785,148,0.36820,152,0.48614,67,-0.8910,69,-0.8332
ENSG00000168785,TSPAN5,146,0.95414,0,-7.2239,125,0.81067,58,-0.5617,89,0.11977,26,-1.7902,90,0.13233
ENSG00000151247,EIF4E,146,1.05933,42,-0.9850,108,0.62042,57,-0.5040,77,-0.0429,65,-0.2924,27,-1.6612
ENSG00000164024,METAP1,146,2.92372,16,-1.1164,28,-0.3121,6,-2.4314,26,-0.4418,4,-2.9520,17,-0.9875
ENSG00000197894,ADH5,146,0.99546,118,0.62126,44,-1.0646,98,0.29960,59,-0.5564,41,-1.0533,122,0.67360
ENSG00000109270,LAMTOR3,146,1.54792,3,-4.3305,78,0.48755,35,-0.8430,58,-0.0678,19,-1.7896,69,0.20459
ENSG00000164031,DNAJB14,146,1.03422,3,-4.5729,142,1.18765,54,-0.6028,50,-0.8042,29,-1.5689,100,0.37664
ENSG00000164032,H2AFZ,146,0.25086,193,0.71647,128,0.03812,89,-0.5515,165,0.52591,49,-1.4504,67,-0.9824
ENSG00000138814,PPP3CA,146,-0.8978,89,-1.6450,588,1.82872,396,0.71203,191,-0.5445,91,-1.6165,51,-2.4700
ENSG00000109332,UBE2D3,146,-0.0579,152,0.00312,165,0.15364,139,-0.1412,142,-0.1231,85,-0.9173,230,0.69810
ENSG00000145354,CISD2,146,1.57774,23,-1.4432,61,0.05833,44,-0.4910,51,-0.2683,29,-1.1022,68,0.21363
ENSG00000164039,BDH2,146,1.96416,45,-0.1331,11,-2.3588,47,-0.0594,13,-2.1565,29,-0.8061,126,1.65909
ENSG00000168772,CXXC4,146,2.68119,0,-6.0331,60,1.02905,23,-0.7050,13,-1.6643,9,-2.0612,0,-6.0954
ENSG00000138777,PPA2,146,1.57755,64,0.11293,58,-0.0561,38,-0.7213,44,-0.5500,36,-0.7697,49,-0.3102
ENSG00000164022,AIMP1,146,2.05404,47,-0.0051,23,-1.2102,53,0.18498,32,-0.6790,44,-0.1026,24,-1.0349
ENSG00000138801,PAPSS1,146,1.35970,25,-1.5196,103,0.85797,34,-1.0538,53,-0.4244,45,-0.6345,40,-0.7918
ENSG00000138796,HADH,146,2.31183,47,0.16687,35,-0.3162,17,-1.3592,26,-0.8323,26,-0.7591,20,-1.1358
ENSG00000109475,RPL34,146,-3.8544,3357,0.96300,881,-1.3172,1801,-0.0893,1967,0.06036,3371,0.97018,2763,0.62107
ENSG00000198856,OSTC,146,2.04705,106,1.39621,21,-1.3527,10,-2.3403,31,-0.7373,37,-0.4057,23,-1.1142
ENSG00000164089,ETNPPL,146,0.24539,26,-2.3938,59,-1.3013,305,1.55106,81,-0.7735,76,-0.7864,301,1.52797
ENSG00000123739,PLA2G12A,146,2.01445,13,-1.9832,40,-0.3375,17,-1.5931,31,-0.7717,39,-0.3421,77,0.77774
ENSG00000138660,AP1AR,146,2.50667,21,-0.9766,34,-0.2256,24,-0.7476,32,-0.3660,25,-0.6782,1,-4.5345
ENSG00000174720,LARP7,146,1.00578,94,0.23877,49,-0.8746,50,-0.7482,46,-0.9616,140,0.92368,107,0.46477
ENSG00000145362,ANK2,146,-1.1736,45,-2.9217,580,1.31322,445,0.60137,354,0.24877,171,-0.9357,117,-1.5161
ENSG00000145349,CAMK2D,146,0.01087,32,-2.2964,340,1.91580,113,-0.4080,132,-0.1790,43,-1.8531,30,-2.3766
ENSG00000269893,SNHG8,146,-0.2417,295,0.93000,92,-1.0595,114,-0.6367,154,-0.1854,215,0.38238,270,0.77466
ENSG00000164096,C4orf3,146,-0.3381,220,0.32340,159,-0.2364,182,0.01470,141,-0.4513,250,0.53477,230,0.39654
ENSG00000164111,ANXA5,146,0.49095,329,2.01407,18,-2.8511,47,-1.2848,35,-1.8850,175,0.79817,174,0.79115
ENSG00000164112,TMEM155,146,2.88893,0,-5.9212,45,0.56583,28,-0.2902,14,-1.4772,10,-1.8725,0,-6.7796
ENSG00000138686,BBS7,146,2.54427,18,-1.1705,55,0.69725,11,-1.8719,21,-1.0310,14,-1.4755,3,-3.5709
ENSG00000138688,KIAA1109,146,1.21639,36,-1.0853,98,0.60855,52,-0.5190,40,-0.9960,45,-0.7210,91,0.37897
ENSG00000164070,HSPA4L,146,1.87951,9,-2.5759,67,0.50046,20,-1.4192,52,0.02262,4,-3.6476,45,-0.2168
ENSG00000138709,LARP1B,146,2.57638,28,-0.4465,31,-0.3302,17,-1.2122,25,-0.6841,9,-2.0740,24,-0.6729
ENSG00000164040,PGRMC2,146,1.31216,121,0.96930,58,-0.2839,27,-1.4328,53,-0.4524,59,-0.2378,39,-0.8795
ENSG00000077684,JADE1,146,2.29868,81,1.09795,29,-0.6722,11,-2.0286,25,-0.9035,32,-0.4499,3,-3.6269
ENSG00000138650,PCDH10,146,1.05356,9,-3.1906,112,0.69282,66,-0.2925,63,-0.3926,44,-0.9091,93,0.26768
ENSG00000151012,SLC7A11,146,1.16103,55,-0.4770,7,-3.7368,101,0.50748,26,-1.7430,61,-0.3194,240,2.15477
ENSG00000109390,NDUFC1,146,-0.4732,229,0.24262,195,-0.0189,175,-0.1909,290,0.76395,79,-1.4189,175,-0.1932
ENSG00000164134,NAA15,146,2.75364,24,-0.5915,27,-0.4879,21,-0.8363,13,-1.6100,38,0.12971,8,-2.2608
ENSG00000145391,SETD7,146,1.92550,32,-0.7171,23,-1.2949,18,-1.5457,41,-0.3679,54,0.11486,73,0.62409
ENSG00000153130,SCOC,146,-0.7065,56,-2.1403,418,1.25487,282,0.34373,265,0.27614,119,-1.0222,90,-1.4439
ENSG00000109436,TBC1D9,146,1.78987,6,-3.1698,62,0.27368,25,-1.1893,58,0.16304,10,-2.4371,53,-0.0031
ENSG00000170153,RNF150,146,2.37556,0,-6.2112,59,0.71619,41,0.01708,27,-0.7560,6,-2.8937,4,-3.3761
ENSG00000153147,SMARCA5,146,0.77924,118,0.41036,64,-0.6247,63,-0.5915,65,-0.6068,90,-0.0308,150,0.82204
ENSG00000164163,ABCE1,146,2.42461,0,-6.1187,38,-0.0828,26,-0.6490,30,-0.4979,10,-2.0442,41,0.02222
ENSG00000170390,DCLK2,146,1.31491,59,-0.2291,76,0.19144,36,-0.9758,38,-1.0224,62,-0.1458,84,0.33066
ENSG00000145425,RPS3A,146,-2.8803,1985,1.22156,478,-1.2275,783,-0.3554,955,-0.0414,1553,0.77882,1459,0.67066
ENSG00000059691,GATB,146,2.85714,30,-0.1960,36,0.10624,14,-1.2975,16,-1.2453,9,-1.9782,1,-4.8068
ENSG00000109670,FBXW7,146,0.16265,0,-7.8934,326,2.07731,172,0.43390,78,-0.9179,45,-1.6652,19,-2.9111
ENSG00000109654,TRIM2,146,-0.4916,30,-2.8645,274,0.61763,239,0.29749,188,-0.1037,262,0.45430,192,-0.0569
ENSG00000145428,RNF175,146,2.71101,0,-5.8072,44,0.37221,7,-2.3820,38,0.10028,0,-5.9094,5,-2.7902
ENSG00000171566,PLRG1,146,2.24423,52,0.28726,37,-0.2734,18,-1.3304,13,-1.9362,34,-0.3983,39,-0.1529
ENSG00000164114,MAP9,146,0.43903,28,-2.1128,208,1.28554,75,-0.6310,123,0.17760,60,-0.9888,38,-1.6504
ENSG00000061918,GUCY1B1,146,0.24112,42,-1.6880,260,1.55755,46,-1.5413,139,0.18381,15,-3.1983,88,-0.5737
ENSG00000109738,GLRB,146,1.04095,23,-1.8770,179,1.80593,25,-1.7355,71,-0.1954,11,-2.9346,7,-3.5168
ENSG00000120251,GRIA2,146,-0.2338,22,-3.0901,397,1.92607,177,0.07444,137,-0.3868,50,-1.8724,61,-1.5757
ENSG00000164125,GASK1B,146,1.77783,27,-1.0644,19,-1.7550,61,0.20913,8,-2.9378,46,-0.2486,150,1.83304
ENSG00000164124,TMEM144,146,0.76750,0,-6.8829,30,-1.8461,85,-0.1375,8,-3.8655,336,2.42753,189,1.22833
