"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"IL6R","Micro.1",1.34781934685809,"Micro.3",1.23325688964349,1.0928942365347,1,"Micro.1/Micro.3: 1.093","ENSG00000160712","IL6R"
"TALAM1","Micro.1",1.81795442034808,"Micro.3",1.66415415564903,1.09241948179919,2,"Micro.1/Micro.3: 1.092","ENSG00000289740","TALAM1"
"MAP4K3","Micro.1",1.47603748123937,"Micro.4",1.36255031933158,1.08329025379662,3,"Micro.1/Micro.4: 1.083","ENSG00000011566","MAP4K3"
"NLK","Micro.1",1.36806201103076,"Micro.4",1.26762944957682,1.07922864326596,4,"Micro.1/Micro.4: 1.079","ENSG00000087095","NLK"
"PPARD","Micro.1",1.47598028351929,"Micro.4",1.3678320726681,1.07906541527443,5,"Micro.1/Micro.4: 1.079","ENSG00000112033","PPARD"
"ELL2","Micro.1",1.63421859859211,"Micro.4",1.52015310482393,1.07503552991223,6,"Micro.1/Micro.4: 1.075","ENSG00000118985","ELL2"
"SKIL","Micro.1",1.5919311609537,"Micro.4",1.48187004464337,1.07427177349874,7,"Micro.1/Micro.4: 1.074","ENSG00000136603","SKIL"
"CBFB","Micro.1",1.15754012952925,"Micro.4",1.07795890978142,1.07382583791061,8,"Micro.1/Micro.4: 1.074","ENSG00000067955","CBFB"
"TLR2","Micro.1",1.53665378838391,"Micro.4",1.44676929690977,1.06212772946325,9,"Micro.1/Micro.4: 1.062","ENSG00000137462","TLR2"
"FNBP4","Micro.1",1.09319550156392,"Micro.4",1.02953113010734,1.06183821896666,10,"Micro.1/Micro.4: 1.062","ENSG00000109920","FNBP4"
"TM6SF1","Micro.3",1.06525187590898,"Micro.1",0.9641099690129,1.10490702320985,1,"Micro.3/Micro.1: 1.105","ENSG00000136404","TM6SF1"
"FBXL17","Micro.3",1.83357843939581,"Micro.1",1.67394518852439,1.09536348738643,2,"Micro.3/Micro.1: 1.095","ENSG00000145743","FBXL17"
"CACNA1D","Micro.3",1.43314419578486,"Micro.4",1.31117953499307,1.09301903937391,3,"Micro.3/Micro.4: 1.093","ENSG00000157388","CACNA1D"
"ENSG00000285367","Micro.3",1.53112666006687,"Micro.1",1.40188889409769,1.09218830858373,4,"Micro.3/Micro.1: 1.092","ENSG00000285367","ENSG00000285367"
"GGTA1","Micro.3",1.21153849122191,"Micro.4",1.10930748338842,1.09215750309483,5,"Micro.3/Micro.4: 1.092","ENSG00000204136","GGTA1"
"PGM5","Micro.3",1.42918269047552,"Micro.1",1.30956155577198,1.0913444153704,6,"Micro.3/Micro.1: 1.091","ENSG00000154330","PGM5"
"TTBK2","Micro.3",1.16918663883862,"Micro.1",1.07222368756589,1.09043164443872,7,"Micro.3/Micro.1: 1.09","ENSG00000128881","TTBK2"
"FOXP1","Micro.3",1.44080584819043,"Micro.1",1.32339112964658,1.08872261262263,8,"Micro.3/Micro.1: 1.089","ENSG00000114861","FOXP1"
"TTC14","Micro.3",1.19821999920565,"Micro.1",1.10361445080401,1.08572336863904,9,"Micro.3/Micro.1: 1.086","ENSG00000163728","TTC14"
"NAALADL2","Micro.3",1.84053444247522,"Micro.4",1.69750870677541,1.08425626044152,10,"Micro.3/Micro.4: 1.084","ENSG00000177694","NAALADL2"
"CDIN1","Micro.4",2.32621938220507,"Micro.5",0.81565217900837,2.85197470450355,1,"Micro.4/Micro.5: 2.852","ENSG00000186073","CDIN1"
"FKBP5","Micro.4",2.34801484883359,"Micro.1",2.15971892411787,1.08718538445582,2,"Micro.4/Micro.1: 1.087","ENSG00000096060","FKBP5"
"SLC2A5","Micro.4",1.55838480633588,"Micro.1",1.46051105049067,1.06701336207784,3,"Micro.4/Micro.1: 1.067","ENSG00000142583","SLC2A5"
"SNX9","Micro.4",1.24772336993745,"Micro.3",1.17027923726108,1.06617577259391,4,"Micro.4/Micro.3: 1.066","ENSG00000130340","SNX9"
"IGSF21","Micro.4",2.37847961904756,"Micro.3",2.24380548534627,1.06002041379291,5,"Micro.4/Micro.3: 1.06","ENSG00000117154","IGSF21"
"UGGT2","Micro.4",1.21144277226839,"Micro.3",1.14285452502658,1.06001485380671,6,"Micro.4/Micro.3: 1.06","ENSG00000102595","UGGT2"
"WDFY2","Micro.4",2.15497673442287,"Micro.3",2.04073629439201,1.05598001091312,7,"Micro.4/Micro.3: 1.056","ENSG00000139668","WDFY2"
"LINC02642","Micro.4",1.47901969768726,"Micro.3",1.401828486926,1.05506466124863,8,"Micro.4/Micro.3: 1.055","ENSG00000232591","LINC02642"
"ARHGAP32","Micro.4",1.50635832611918,"Micro.3",1.4333227587342,1.0509554229429,9,"Micro.4/Micro.3: 1.051","ENSG00000134909","ARHGAP32"
"HCLS1","Micro.4",1.29612840926466,"Micro.1",1.23533046396822,1.04921593619665,10,"Micro.4/Micro.1: 1.049","ENSG00000180353","HCLS1"
"EIF1B-AS1","Micro.5",2.77188069423758,"Micro.3",2.27991824787378,1.21578073986758,1,"Micro.5/Micro.3: 1.216","ENSG00000280739","EIF1B-AS1"
"PCDH9","Micro.5",1.58012080973466,"Micro.2",1.46241210658731,1.08048942060664,2,"Micro.5/Micro.2: 1.08","ENSG00000184226","PCDH9"
"FRMD4A","Micro.5",6.02346344400526,"Micro.3",5.98783804312929,1.00594962666314,3,"Micro.5/Micro.3: 1.006","ENSG00000151474","FRMD4A"
