"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","Micro.1","GPNMB",3.41760020573589,0.000832660336936174,0.578079895344539,2612,0.962169374124846,"ENSG00000136235",1
2,"enrichment","Micro.1","ENSG00000234428",3.4078580621973,0.000860522117495589,0.578079895344539,4117,0.928048364582297,"ENSG00000234428",2
3,"enrichment","Micro.1","ENSG00000266846",3.33000459513389,0.0011166953912369,0.578079895344539,5584,0.801547384333919,"ENSG00000266846",3
4,"enrichment","Micro.1","BRWD3",3.14948903083743,0.00200923903521607,0.578079895344539,6438,0.275178510396941,"ENSG00000165288",4
5,"enrichment","Micro.1","ENSG00000286153",3.12351150499697,0.00218218610340191,0.578079895344539,6154,0.757893185069568,"ENSG00000286153",5
6,"enrichment","Micro.1","KCNMB1",3.1068994622468,0.00229990825299062,0.578079895344539,2178,0.676426437528441,"ENSG00000145936",6
7,"enrichment","Micro.1","ARL5A",3.09377576707832,0.00239703885622812,0.578079895344539,935,0.272386366824812,"ENSG00000162980",7
8,"enrichment","Micro.1","RNF20",3.09266364601445,0.0024054419448644,0.578079895344539,3316,0.689024998082864,"ENSG00000155827",8
9,"enrichment","Micro.1","APOC1",3.07243254750395,0.00256314432735094,0.578079895344539,5903,0.728331218494935,"ENSG00000130208",9
10,"enrichment","Micro.1","C11orf65",3.06257329834006,0.00264341357294167,0.578079895344539,3984,0.688393116126584,"ENSG00000166323",10
11,"enrichment","Micro.1","HLA-DRB5",3.04325274988794,0.00280748830582983,0.578079895344539,2299,0.711411428363531,"ENSG00000198502",11
12,"enrichment","Micro.1","ADAM7-AS1",3.04285850697549,0.00281093214673023,0.578079895344539,2958,0.627848022310322,"ENSG00000253535",12
13,"enrichment","Micro.1","ENTPD1-AS1",3.01360403600604,0.00307763550933253,0.578079895344539,3632,0.305835267516628,"ENSG00000226688",13
14,"enrichment","Micro.1","NPL",2.98540537037475,0.0033566134044285,0.578079895344539,479,0.260155663050619,"ENSG00000135838",14
15,"enrichment","Micro.1","NOC3L",2.9812328422704,0.00339981689465873,0.578079895344539,3628,0.603126613627374,"ENSG00000173145",15
16,"enrichment","Micro.1","C11orf54",2.91737084918313,0.00412817853816169,0.578079895344539,3956,0.613559015400827,"ENSG00000182919",16
17,"enrichment","Micro.1","GAB2",2.91517025564716,0.00415565756198677,0.578079895344539,3932,0.151944234135382,"ENSG00000033327",17
18,"enrichment","Micro.1","SASH3",2.91183098364134,0.00419767595793117,0.578079895344539,6483,0.627004200979246,"ENSG00000122122",18
19,"enrichment","Micro.1","CAST",2.89273063363399,0.00444559705704437,0.578079895344539,2033,0.209678649575619,"ENSG00000153113",19
20,"enrichment","Micro.1","OXR1-AS1",2.88528805277491,0.00454578095346652,0.578079895344539,3107,0.60179117821918,"ENSG00000253582",20
21,"enrichment","Micro.1","KCTD12",2.8803029358593,0.00461403688437361,0.578079895344539,4521,0.296632963883948,"ENSG00000178695",21
22,"enrichment","Micro.1","FCGR2A",2.84739472812974,0.00508866569154805,0.578079895344539,425,0.55290202206286,"ENSG00000143226",22
23,"enrichment","Micro.1","SEC31A",2.84086327010957,0.00518801676352241,0.578079895344539,1721,0.247594458033634,"ENSG00000138674",23
24,"enrichment","Micro.1","LINC00513",2.82626951224566,0.00541643813512751,0.578079895344539,2850,0.673455797836992,"ENSG00000233559",24
25,"enrichment","Micro.1","RPL18",2.81151927699203,0.00565660194154604,0.578079895344539,5921,0.446156179784428,"ENSG00000063177",25
26,"enrichment","Micro.1","ENSG00000229751",2.79555741054235,0.00592740227585177,0.578079895344539,3458,0.688226677808887,"ENSG00000229751",26
27,"enrichment","Micro.1","CCDC18",2.79191342707755,0.00599085728230334,0.578079895344539,278,0.625747838890434,"ENSG00000122483",27
28,"enrichment","Micro.1","ENSG00000254420",2.79189652289139,0.0059911530821353,0.578079895344539,3933,0.585356494342069,"ENSG00000254420",28
29,"enrichment","Micro.1","DDX5",2.78286245307971,0.00615115367601635,0.578079895344539,5505,0.202225295985157,"ENSG00000108654",29
30,"enrichment","Micro.1","LINC02762",2.78079080446097,0.00618838828524556,0.578079895344539,3997,0.53778568552705,"ENSG00000250303",30
31,"enrichment","Micro.1","CD74",2.76809889706964,0.00642101895931433,0.578079895344539,2148,0.29703000458601,"ENSG00000019582",31
32,"enrichment","Micro.1","ENSG00000286044",2.76650201485666,0.00645084495742434,0.578079895344539,4020,0.671438677628267,"ENSG00000286044",32
33,"enrichment","Micro.1","GLRX",2.76423274247175,0.00649344640646745,0.578079895344539,2030,0.604153672379244,"ENSG00000173221",33
34,"enrichment","Micro.1","OGFRL1",2.75196045390032,0.00672830117360287,0.578079895344539,2378,0.245946381179284,"ENSG00000119900",34
35,"enrichment","Micro.1","SMCO4",2.74794849074442,0.00680673617307275,0.578079895344539,3953,0.57607297988283,"ENSG00000166002",35
36,"enrichment","Micro.1","ELMO1-AS1",2.74290472861754,0.00690652141470098,0.578079895344539,2649,0.654234844896538,"ENSG00000224101",36
37,"enrichment","Micro.1","BCCIP",2.73612335317965,0.00704277732204823,0.578079895344539,3713,0.525224715181983,"ENSG00000107949",37
38,"enrichment","Micro.1","RASSF5",2.7344946685601,0.00707586328651038,0.578079895344539,531,0.591159113239905,"ENSG00000266094",38
39,"enrichment","Micro.1","CLN8",2.72296320662494,0.00731418428396703,0.578079895344539,2915,0.537882307939763,"ENSG00000182372",39
40,"enrichment","Micro.1","APOE",2.71748432441092,0.00742994835192376,0.578079895344539,5902,0.470576663146811,"ENSG00000130203",40
41,"enrichment","Micro.1","PIK3R1",2.7111833563205,0.00756513468639314,0.578079895344539,1970,0.168391576530211,"ENSG00000145675",41
42,"enrichment","Micro.1","RDH11",2.69424854950024,0.00793958701668361,0.578079895344539,4691,0.503811354293636,"ENSG00000072042",42
43,"enrichment","Micro.1","GNAQ",2.67817288212049,0.00831048645167555,0.578079895344539,3257,0.135137117503409,"ENSG00000156052",43
44,"enrichment","Micro.1","CYTL1",2.66832210926245,0.0085454382839807,0.578079895344539,1595,0.621221821033012,"ENSG00000170891",44
45,"enrichment","Micro.1","ALKBH8",2.66197916646019,0.00869988536451505,0.578079895344539,3978,0.479720613664193,"ENSG00000137760",45
46,"enrichment","Micro.1","BMP2K",2.6572997430504,0.00881543853572376,0.578079895344539,1714,0.158149666144033,"ENSG00000138756",46
47,"enrichment","Micro.1","SNAPC1",2.62391790585528,0.00968079315141919,0.578079895344539,4675,0.615752369372787,"ENSG00000023608",47
48,"enrichment","Micro.1","PIWIL4",2.61988242839195,0.00979043236184761,0.578079895344539,3960,0.455728905399443,"ENSG00000134627",48
49,"enrichment","Micro.1","ADPGK",2.61800121153377,0.00984192411437201,0.578079895344539,4964,0.227026544482643,"ENSG00000159322",49
50,"enrichment","Micro.1","LINC02008",2.61288933949462,0.00998307815108847,0.578079895344539,1327,0.567716188808862,"ENSG00000239440",50
51,"enrichment","Micro.1","SLC16A3",2.61115413869003,0.010031405061527,0.578079895344539,5567,0.603807941912965,"ENSG00000141526",51
52,"enrichment","Micro.1","TNIP1",2.60898793543679,0.0100920313523412,0.578079895344539,2151,0.479411794800676,"ENSG00000145901",52
53,"enrichment","Micro.1","FAM76B",2.6051293518514,0.0102008404798856,0.578079895344539,3963,0.549808739320425,"ENSG00000077458",53
54,"enrichment","Micro.1","GK",2.59950670886324,0.0103612853744438,0.578079895344539,6367,0.619632631895741,"ENSG00000198814",54
55,"enrichment","Micro.1","ATP11A",2.5989148353475,0.0103783061704732,0.578079895344539,4561,0.226532218994973,"ENSG00000068650",55
56,"enrichment","Micro.1","MAT2A",2.59769481116392,0.0104134703889658,0.578079895344539,822,0.359124911054312,"ENSG00000168906",56
