Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000049245,VAMP3,150,2.77764,86,1.57759,13,-2.1076,15,-1.5176
ENSG00000049246,PER3,27,0.38624,6,-1.8242,21,-0.0233,25,0.30906
ENSG00000116288,PARK7,288,-0.4555,488,0.38776,388,0.03213,375,-0.0514
ENSG00000116285,ERRFI1,14,-0.3131,23,0.38422,19,0.20001,15,-0.3118
ENSG00000162426,SLC45A1,15,-0.9081,14,-1.0283,35,0.90616,21,-0.4375
ENSG00000142599,RERE,81,-0.2971,107,0.14202,104,0.19588,89,-0.1836
ENSG00000074800,ENO1,447,-0.4553,895,0.66621,586,-0.0499,564,-0.1130
ENSG00000171612,SLC25A33,19,-0.8984,17,-1.0061,32,-0.1017,46,0.69103
ENSG00000188807,TMEM201,13,0.29990,6,-0.8007,13,0.55763,8,-0.5679
ENSG00000171608,PIK3CD,2,-2.1167,10,0.06006,8,-0.4514,14,0.92594
ENSG00000171603,CLSTN1,161,-2.0715,628,0.00676,812,0.88953,468,-0.5669
ENSG00000178585,CTNNBIP1,51,0.46704,36,-0.0628,34,-0.3264,41,0.18135
ENSG00000162441,LZIC,70,1.27291,45,0.52508,25,-0.6540,28,-0.2722
ENSG00000130939,UBE4B,26,-0.4877,55,0.72574,35,-0.0342,33,-0.1596
ENSG00000054523,KIF1B,274,0.18369,380,0.72662,204,-0.4814,257,0.10359
ENSG00000142657,PGD,34,-0.4510,86,1.05729,46,0.03077,35,-0.5070
ENSG00000175279,CENPS,6,-0.6178,2,-2.0738,12,0.71438,9,-0.1014
ENSG00000241563,CORT,7,-4.1108,76,-0.6856,179,1.59857,70,-0.9924
ENSG00000160049,DFFA,61,1.02549,45,0.50461,26,-0.6186,31,-0.1049
ENSG00000142655,PEX14,25,0.15643,13,-0.8602,27,0.66363,16,-0.6109
ENSG00000120948,TARDBP,62,0.29420,58,0.18614,54,0.10614,43,-0.3665
ENSG00000116649,SRM,48,-0.9428,90,0.03548,94,0.18607,91,0.07429
ENSG00000171824,EXOSC10,23,0.22847,27,0.44728,18,-0.2660,20,-0.0053
ENSG00000198793,MTOR,15,-1.3226,51,0.60654,39,0.28643,31,-0.2620
ENSG00000120942,UBIAD1,29,1.78876,7,-0.5512,8,-0.4188,7,-0.5686
ENSG00000116661,FBXO2,189,-0.0059,91,-1.1262,210,0.31804,188,-0.0203
ENSG00000132879,FBXO44,37,-1.7273,60,-1.0183,155,1.01917,94,-0.3941
ENSG00000116670,MAD2L2,43,1.22627,17,-0.2743,20,-0.0111,14,-0.6763
ENSG00000177000,MTHFR,10,-0.4592,13,0.01514,13,-0.0118,15,0.17674
ENSG00000011021,CLCN6,27,-0.8426,35,-0.4636,50,0.18191,53,0.23716
ENSG00000175206,NPPA,2,-2.1084,0,-7.8055,18,2.17504,5,-1.2168
ENSG00000116685,KIAA2013,45,0.52482,44,0.49072,32,-0.0856,26,-0.4250
ENSG00000083444,PLOD1,31,0.75520,41,1.27950,16,-0.3897,12,-0.8069
ENSG00000116688,MFN2,59,-0.4653,102,0.39491,92,0.44167,59,-0.5859
ENSG00000116691,MIIP,17,0.22100,14,-0.0314,14,-0.1319,15,0.06898
ENSG00000048707,VPS13D,40,-0.2408,37,-0.3649,53,0.38491,42,-0.2248
ENSG00000162496,DHRS3,23,1.09853,12,0.04075,9,-0.6210,12,0.07631
ENSG00000116731,PRDM2,60,-0.3603,68,-0.1783,78,0.09575,79,0.09724
ENSG00000189337,KAZN,74,0.61123,82,0.78629,47,-0.2201,39,-0.5032
ENSG00000142634,EFHD2,19,-2.9655,476,2.21368,97,-0.9073,139,-0.0130
ENSG00000132906,CASP9,12,0.61647,8,-0.0875,8,-0.1811,8,-0.0614
ENSG00000116138,DNAJC16,16,-0.5062,32,0.58596,23,0.13580,19,-0.2792
ENSG00000197312,DDI2,15,-0.5197,18,-0.1831,24,0.41360,18,-0.2290
ENSG00000116786,PLEKHM2,42,-0.6148,47,-0.4229,64,0.10561,69,0.24949
ENSG00000065526,SPEN,60,0.90994,34,-0.0404,26,-0.7217,41,0.34389
ENSG00000116809,ZBTB17,23,0.76019,9,-0.7092,15,0.15017,12,-0.3473
ENSG00000185519,FAM131C,4,-1.7263,7,-1.0795,14,-0.2002,23,0.94572
ENSG00000037637,FBXO42,16,-0.3032,11,-0.7736,24,0.71009,15,-0.4744
ENSG00000055070,SZRD1,50,1.43080,23,0.08848,17,-0.6313,19,-0.2013
ENSG00000157191,NECAP2,38,1.81649,31,1.41186,7,-1.4756,10,-0.5530
ENSG00000219481,NBPF1,26,1.56324,18,0.92117,7,-0.9940,8,-0.4034
ENSG00000058453,CROCC,7,-0.5633,7,-0.5662,12,0.38158,11,-0.0378
ENSG00000238142,BX284668.5,8,-0.0866,14,0.89712,7,-0.3749,8,-0.0107
ENSG00000159363,ATP13A2,38,-1.7401,115,-0.0554,141,0.54053,111,-0.1499
ENSG00000117118,SDHB,67,-0.5077,111,0.30013,101,0.26807,80,-0.2802
ENSG00000117115,PADI2,246,3.10707,63,0.38821,16,-2.3378,36,-0.6137
ENSG00000179051,RCC2,26,1.07356,6,-1.0746,14,0.23428,10,-0.6048
ENSG00000074964,ARHGEF10L,18,0.27443,18,0.26300,15,-0.0282,14,-0.2214
ENSG00000117154,IGSF21,19,-2.1342,148,1.08534,86,0.30766,60,-0.5093
ENSG00000159423,ALDH4A1,43,0.75831,45,0.80901,17,-1.0806,32,0.37862
ENSG00000169991,IFFO2,9,-0.0360,16,0.87159,8,-0.4594,10,0.08301
ENSG00000127463,EMC1,18,-0.7364,47,0.79408,33,0.40240,20,-0.7183
ENSG00000053372,MRTO4,22,-0.6860,28,-0.3170,38,0.37377,33,-0.0756
ENSG00000053371,AKR7A2,65,0.56500,60,0.43638,41,-0.3161,43,-0.1210
ENSG00000040487,SLC66A1,6,-0.5868,12,0.54380,8,-0.1651,9,0.13695
ENSG00000077549,CAPZB,140,-0.4728,175,-0.1180,218,0.45334,161,-0.3237
ENSG00000173436,MICOS10,310,-0.0581,306,-0.0815,321,-0.0049,332,0.06399
ENSG00000158747,NBL1,79,-1.3781,203,0.07578,212,0.26229,200,0.06031
ENSG00000169914,OTUD3,9,-0.4979,12,-0.0092,14,0.27797,11,-0.1429
ENSG00000162545,CAMK2N1,874,-0.5519,503,-1.3927,1468,0.53483,1230,-0.0184
ENSG00000090432,MUL1,26,0.04867,45,0.92962,25,0.00871,19,-0.5973
ENSG00000183114,FAM43B,3,-2.1411,29,1.19488,12,-0.3504,16,0.22078
ENSG00000158828,PINK1,218,-0.8206,324,-0.2069,433,0.50453,328,-0.2385
ENSG00000244038,DDOST,22,-0.1585,24,-0.0564,28,0.39821,20,-0.4062
ENSG00000117245,KIF17,4,-2.5134,8,-1.4288,27,0.77340,22,0.07060
ENSG00000189410,SH2D5,3,-3.2435,14,-1.2597,45,1.18298,27,-0.3638
ENSG00000127483,HP1BP3,176,0.30471,187,0.40787,142,-0.0669,127,-0.2683
ENSG00000075151,EIF4G3,67,-0.8343,95,-0.3018,144,0.75887,88,-0.5199
ENSG00000117298,ECE1,38,1.58119,17,0.19213,11,-0.7186,13,-0.2875
ENSG00000162551,ALPL,5,-1.0683,7,-0.6388,11,-0.0428,14,0.58006
ENSG00000076864,RAP1GAP,34,-2.0422,264,1.17728,150,0.41238,88,-0.7602
ENSG00000090686,USP48,61,0.50609,77,0.89243,42,-0.2113,34,-0.5267
ENSG00000070831,CDC42,222,0.03541,266,0.32966,238,0.27755,165,-0.5429
ENSG00000173372,C1QA,46,1.63476,14,-0.3117,11,-1.1324,21,0.31698
ENSG00000159189,C1QC,42,1.50618,16,-0.1380,10,-1.3145,22,0.52611
ENSG00000173369,C1QB,56,1.60552,22,-0.0026,12,-1.3026,26,0.38629
ENSG00000133216,EPHB2,8,-0.5496,10,-0.2814,15,0.65649,9,-0.4896
ENSG00000004487,KDM1A,29,-0.5390,64,0.72221,44,0.24476,31,-0.5066
ENSG00000169641,LUZP1,10,-2.1617,28,-0.6704,52,0.57025,45,0.08798
ENSG00000125944,HNRNPR,109,0.10206,157,0.71378,100,-0.0503,84,-0.3778
ENSG00000125945,ZNF436,9,-0.7487,15,-0.0175,19,0.70967,11,-0.6161
ENSG00000249087,ZNF436-AS1,6,-0.6672,1,-3.2406,12,0.80159,9,-0.0865
ENSG00000204219,TCEA3,12,0.43154,10,0.10581,4,-1.5059,16,1.23667
ENSG00000117318,ID3,89,3.65566,24,0.77419,1,-4.2428,10,-0.7173
ENSG00000142676,RPL11,916,1.50250,535,0.55126,273,-0.8480,336,-0.2612
ENSG00000011007,ELOA,22,0.45657,33,1.15174,14,-0.4320,13,-0.4089
ENSG00000057757,PITHD1,115,-0.7442,160,-0.2256,223,0.60860,152,-0.3850
ENSG00000011009,LYPLA2,10,-1.8491,39,0.24855,38,0.40175,32,-0.1095
ENSG00000117308,GALE,7,-1.0591,7,-1.1539,20,0.97941,12,-0.4538
ENSG00000117305,HMGCL,28,0.47767,30,0.58872,19,-0.2481,18,-0.2439
ENSG00000179163,FUCA1,5,-1.2138,17,0.52331,16,0.80239,7,-0.9553
ENSG00000189266,PNRC2,70,0.29957,82,0.56515,52,-0.2741,55,-0.0983
ENSG00000188529,SRSF10,49,0.02160,81,0.84891,47,-0.0489,39,-0.4376
ENSG00000001460,STPG1,5,-0.9733,9,-0.0275,11,0.72012,7,-0.5545
ENSG00000001461,NIPAL3,147,1.23143,148,1.25455,54,-0.6835,47,-0.7792
ENSG00000133226,SRRM1,130,1.25843,62,-0.0019,44,-0.8728,70,0.24572
ENSG00000169504,CLIC4,236,3.74351,97,1.56054,6,-3.4360,9,-2.4989
ENSG00000117614,SYF2,124,1.04670,78,0.26231,56,-0.4419,60,-0.2000
ENSG00000117616,RSRP1,70,1.11534,39,0.14435,36,0.04264,22,-0.8768
ENSG00000183726,TMEM50A,111,0.54059,88,0.16771,89,0.35647,50,-0.8841
ENSG00000204178,MACO1,28,0.19374,28,0.20004,24,-0.1012,24,-0.0581
ENSG00000117643,MAN1C1,10,-1.8942,8,-2.3305,56,1.68541,23,-0.9022
ENSG00000162430,SELENON,55,1.10023,28,-0.0221,25,-0.2669,24,-0.3234
ENSG00000117640,MTFR1L,34,-0.9182,56,-0.1409,69,0.35940,60,-0.0625
ENSG00000117632,STMN1,926,-0.7493,1771,0.27562,1646,0.29639,1335,-0.2252
ENSG00000158008,EXTL1,6,-2.6225,32,-0.1505,42,0.59473,34,-0.0717
ENSG00000175087,PDIK1L,9,-0.6103,23,0.94301,12,-0.2969,13,0.05055
ENSG00000142684,ZNF593,23,-0.1762,32,0.35864,25,0.02877,24,-0.1345
ENSG00000142669,SH3BGRL3,194,-0.3243,268,0.18725,238,-0.0095,245,0.05349
ENSG00000158062,UBXN11,12,-0.8772,11,-0.9654,22,0.08123,27,0.48573
ENSG00000117682,DHDDS,7,-1.0648,28,0.97439,16,0.17390,12,-0.4384
ENSG00000198830,HMGN2,258,1.37716,176,0.69953,87,-0.7200,94,-0.3980
ENSG00000117713,ARID1A,59,0.00661,110,1.04411,55,-0.1594,47,-0.4344
ENSG00000060642,PIGV,6,-0.5405,15,0.84092,9,0.00157,8,-0.2659
ENSG00000204160,ZDHHC18,13,-0.7121,28,0.51630,22,0.18666,18,-0.2341
ENSG00000142751,GPN2,11,-0.6351,10,-0.7457,19,0.49374,15,-0.0950
ENSG00000198746,GPATCH3,12,0.39816,13,0.49704,9,-0.1247,8,-0.2992
ENSG00000090273,NUDC,162,-0.1377,148,-0.2839,191,0.24074,167,-0.1186
ENSG00000253368,TRNP1,12,-2.0022,32,-0.5994,54,0.47241,50,0.15841
ENSG00000090020,SLC9A1,4,-2.3311,10,-0.9807,24,0.91364,17,-0.1989
ENSG00000142784,WDTC1,38,0.45188,30,0.07204,25,-0.3747,31,0.18799
ENSG00000186501,TMEM222,48,-0.3756,71,0.23483,64,0.12358,58,-0.1111
ENSG00000158195,WASF2,135,2.57982,63,1.03646,11,-2.2317,27,-0.4428
ENSG00000126705,AHDC1,21,-1.2378,66,0.53195,55,0.44248,38,-0.4365
ENSG00000126709,IFI6,186,0.83828,287,1.63025,86,-0.6810,72,-0.8304
ENSG00000009780,FAM76A,13,0.06329,16,0.40375,14,0.29893,9,-0.6356
ENSG00000117758,STX12,76,-0.4572,189,1.04444,90,-0.3290,100,-0.0314
ENSG00000117751,PPP1R8,40,0.60816,52,1.08152,26,-0.1378,17,-0.8821
ENSG00000117748,RPA2,42,-0.7818,128,1.01267,79,0.39441,43,-0.8860
ENSG00000126698,DNAJC8,144,0.12400,150,0.19155,131,-0.0546,128,-0.0774
ENSG00000130770,ATP5IF1,208,-1.3673,424,-0.2785,602,0.55496,472,-0.1416
ENSG00000130766,SESN2,9,-0.2416,6,-0.7915,13,0.76792,8,-0.5721
ENSG00000204138,PHACTR4,39,1.78914,26,1.05104,5,-1.9332,15,0.18689
ENSG00000242125,SNHG3,12,0.31846,15,0.72229,11,0.24928,6,-0.9622
ENSG00000180098,TRNAU1AP,21,0.45217,25,0.74891,13,-0.5722,16,0.05850
ENSG00000197989,SNHG12,22,0.93601,11,-0.1757,9,-0.8358,16,0.49190
ENSG00000120656,TAF12,19,0.25841,18,0.22846,15,-0.2058,16,0.02137
ENSG00000198492,YTHDF2,48,-0.7119,92,0.32359,87,0.46287,59,-0.4814
ENSG00000116350,SRSF4,61,0.46865,37,-0.3372,47,0.11431,40,-0.2412
ENSG00000116353,MECR,15,-1.1370,34,0.13429,34,0.30258,30,-0.0625
ENSG00000060656,PTPRU,9,-0.8324,35,1.30769,12,-0.6679,18,0.26077
ENSG00000162511,LAPTM5,91,1.53710,56,0.69122,19,-1.5360,43,0.31430
ENSG00000162512,SDC3,145,0.01369,221,0.70471,138,-0.1229,128,-0.2337
ENSG00000134644,PUM1,80,-0.8555,232,0.85526,146,0.16759,113,-0.3953
ENSG00000060688,SNRNP40,33,0.96427,14,-0.3832,17,-0.2465,17,-0.0978
ENSG00000121766,ZCCHC17,73,-0.7640,143,0.29059,129,0.23000,111,-0.1461
ENSG00000121769,FABP3,27,-2.2607,60,-1.0899,161,0.96394,108,-0.2372
ENSG00000162517,PEF1,42,-0.9636,46,-0.8180,105,1.04558,55,-0.6617
ENSG00000084636,COL16A1,65,1.39768,24,-0.2954,26,-0.2549,22,-0.4837
ENSG00000121753,ADGRB2,60,-1.8078,165,-0.2846,256,0.87728,157,-0.4552
ENSG00000184007,PTP4A2,652,2.28535,265,0.58703,124,-0.9961,106,-1.0479
ENSG00000121774,KHDRBS1,82,-0.4482,158,0.60591,116,0.18888,90,-0.3829
ENSG00000121775,TMEM39B,14,0.38743,10,-0.1619,12,0.32025,8,-0.5413
ENSG00000025800,KPNA6,49,0.05064,59,0.36173,48,0.07028,41,-0.2890
ENSG00000084652,TXLNA,19,0.29376,29,1.03016,15,-0.0715,11,-0.7103
ENSG00000160050,CCDC28B,18,-0.0905,8,-1.3014,23,0.43408,19,-0.0853
ENSG00000084623,EIF3I,67,-0.4548,113,0.37989,101,0.38624,69,-0.5032
ENSG00000175130,MARCKSL1,1171,2.51744,510,0.87478,117,-2.0398,247,-0.3912
ENSG00000160058,BSDC1,67,0.00426,105,0.75979,62,-0.1783,60,-0.1961
ENSG00000160062,ZBTB8A,13,0.52229,2,-2.1552,10,0.02604,11,0.22366
ENSG00000176261,ZBTB8OS,44,-0.0061,23,-0.9850,46,0.13148,48,0.16439
ENSG00000162521,RBBP4,106,0.31430,103,0.27717,94,0.21882,64,-0.5859
ENSG00000162522,KIAA1522,2,-2.6917,0,-4.9473,16,0.29268,22,0.80964
ENSG00000134684,YARS,53,-1.1174,119,0.13849,127,0.46151,96,-0.2641
ENSG00000116497,S100PBP,23,1.05300,24,1.09237,8,-0.8815,11,-0.2177
ENSG00000160097,FNDC5,2,-3.3577,3,-3.1243,35,1.30758,22,-0.2534
ENSG00000121905,HPCA,20,-3.7022,42,-2.6582,320,0.95002,255,0.10374
ENSG00000121900,TMEM54,41,0.25794,16,-1.1772,38,0.22991,34,-0.0266
ENSG00000116514,RNF19B,10,-1.5573,23,-0.2957,35,0.67266,25,-0.2410
ENSG00000004455,AK2,79,1.85742,46,0.87946,19,-0.8249,16,-0.9417
ENSG00000142920,AZIN2,25,0.13076,22,-0.1192,27,0.46407,17,-0.6119
ENSG00000160094,ZNF362,14,-0.3785,43,1.41285,14,-0.7099,19,0.09201
ENSG00000134686,PHC2,98,1.00799,61,0.22252,53,-0.0386,37,-0.6952
ENSG00000163866,SMIM12,25,-1.1162,31,-0.7651,68,0.94462,40,-0.5062
ENSG00000116544,DLGAP3,4,-3.0939,8,-2.2244,45,0.67120,43,0.32724
ENSG00000163867,ZMYM6,11,-0.3703,14,0.01853,17,0.66552,9,-0.7209
ENSG00000116560,SFPQ,166,0.18119,180,0.31752,137,-0.2122,150,0.02194
ENSG00000146463,ZMYM4,21,-0.5619,23,-0.4551,33,0.23172,32,0.10141
ENSG00000142687,KIAA0319L,48,-0.1986,60,0.16056,61,0.34883,44,-0.4319
ENSG00000020129,NCDN,74,-2.7298,296,-0.6640,622,1.14692,345,-0.5282
ENSG00000126067,PSMB2,91,-0.2722,167,0.71154,119,0.27618,77,-0.6537
ENSG00000142686,C1orf216,12,-2.4650,63,-0.0106,73,0.44949,64,0.02510
ENSG00000134698,AGO4,18,0.72328,19,0.77688,10,-0.2671,9,-0.5108
ENSG00000092847,AGO1,26,0.16472,44,1.01424,22,-0.2639,20,-0.3505
ENSG00000126070,AGO3,32,0.93686,27,0.64968,13,-0.7747,19,0.04962
ENSG00000116863,ADPRHL2,25,0.38197,27,0.48332,20,0.04500,15,-0.5104
ENSG00000054116,TRAPPC3,32,-0.7479,46,-0.1775,61,0.55731,43,-0.3388
ENSG00000116871,MAP7D1,217,0.49321,158,-0.0278,164,0.05661,137,-0.3116
ENSG00000054118,THRAP3,56,0.16475,56,0.15986,49,-0.0711,49,-0.0613
ENSG00000196182,STK40,11,-0.6001,20,0.36910,16,0.01386,16,0.02608
ENSG00000181817,LSM10,33,-0.4270,29,-0.6383,47,0.18407,47,0.16916
ENSG00000116885,OSCP1,1,-3.4997,14,-0.1464,20,0.80985,13,-0.2695
ENSG00000116898,MRPS15,30,-0.7500,43,-0.1566,56,0.47635,42,-0.2450
ENSG00000163873,GRIK3,5,-2.5677,125,2.54044,21,-1.0123,27,-0.3050
ENSG00000163875,MEAF6,54,-0.8679,104,0.13779,115,0.59378,74,-0.5028
ENSG00000163877,SNIP1,13,0.10491,7,-0.8688,15,0.61705,10,-0.5160
ENSG00000134697,GNL2,23,0.42085,12,-0.6192,17,-0.0111,18,0.03410
ENSG00000116922,C1orf109,6,-1.0710,10,-0.4267,15,0.39088,13,0.04164
ENSG00000183317,EPHA10,0,-7.5571,6,-0.5906,12,1.09798,7,-0.3694
ENSG00000185090,MANEAL,6,-2.3775,37,0.34335,38,0.70961,24,-0.4806
ENSG00000196449,YRDC,10,-0.6299,26,0.95666,14,-0.1636,14,-0.1120
ENSG00000197982,C1orf122,429,1.16531,238,0.16615,171,-0.5946,209,-0.0604
ENSG00000188786,MTF1,29,1.53781,27,1.42923,8,-0.7998,6,-1.1599
ENSG00000183431,SF3A3,22,-0.5643,58,0.97055,35,0.24542,22,-0.6988
ENSG00000183386,FHL3,6,-0.5078,5,-0.7186,9,0.31148,9,0.07150
ENSG00000183520,UTP11,20,-0.6245,22,-0.5284,36,0.55012,27,-0.2341
ENSG00000185668,POU3F1,1,-3.0482,0,-7.5830,14,1.68697,7,-0.5772
ENSG00000116954,RRAGC,39,-0.1048,73,0.91941,45,0.22570,27,-0.8354
ENSG00000174574,AKIRIN1,64,-0.3985,83,0.00726,101,0.68439,56,-0.7295
ENSG00000168653,NDUFS5,423,-0.6645,493,-0.4253,667,0.09655,734,0.27416
ENSG00000127603,MACF1,139,0.48793,160,0.72914,83,-0.5542,104,0.03097
ENSG00000090621,PABPC4,118,1.35970,53,0.02157,42,-0.5888,49,-0.1587
ENSG00000116983,HPCAL4,52,-2.1659,289,0.45881,236,0.23792,220,0.01522
ENSG00000084072,PPIE,29,-0.1447,31,-0.0198,31,0.00537,32,0.06115
ENSG00000168389,MFSD2A,17,0.65601,29,1.59234,8,-0.7171,8,-0.5883
ENSG00000131236,CAP1,147,0.04352,123,-0.2363,161,0.36772,118,-0.3804
ENSG00000131238,PPT1,90,-0.4086,146,0.36662,125,0.21124,101,-0.2797
ENSG00000117000,RLF,13,0.30694,11,0.04221,9,-0.3717,12,0.26901
ENSG00000259943,AL050341.2,15,0.03752,14,-0.0608,17,0.36221,12,-0.4490
ENSG00000084073,ZMPSTE24,49,0.67310,31,-0.0763,35,0.22874,23,-0.6493
ENSG00000049089,COL9A2,67,2.89772,32,1.32177,3,-2.9617,10,-0.6383
ENSG00000084070,SMAP2,31,-1.9104,81,-0.4785,136,0.72580,100,-0.1815
ENSG00000117016,RIMS3,10,-3.2939,40,-1.3145,115,0.60941,108,0.27814
ENSG00000066136,NFYC,12,-1.5682,53,0.74509,36,0.19421,30,-0.1885
ENSG00000179862,CITED4,18,-0.0987,7,-1.4310,25,0.93920,13,-0.6961
ENSG00000171793,CTPS1,5,-1.0216,6,-0.7462,12,0.65624,9,-0.1820
ENSG00000010803,SCMH1,4,-1.4037,11,-0.0551,14,0.53327,10,-0.2000
ENSG00000127124,HIVEP3,8,-1.3026,18,-0.1267,17,-0.4563,30,0.89174
ENSG00000198815,FOXJ3,22,-1.2228,60,0.33829,55,0.42038,42,-0.2937
ENSG00000177181,RIMKLA,7,-1.9666,12,-1.2587,36,1.01051,23,-0.2888
ENSG00000127125,PPCS,43,-0.4867,72,0.34000,62,0.18508,53,-0.2037
