top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results,anno,SpD
3,pairwise,Sp11D02-Sp11D10,NDRG2,8.723237454011537,1.4606870655048398e-16,1.308663250148836e-13,7614,0.6693776108704679,ENSG00000165795,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
4,pairwise,Sp11D02-Sp11D10,ARPP19,8.603148534065562,3.434666085591386e-16,2.857396849920205e-13,8151,0.6890569323773654,ENSG00000128989,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
5,pairwise,Sp11D02-Sp11D10,MAST3,8.528831103229038,5.809375275235783e-16,4.510786255378078e-13,10059,0.8182235347443267,ENSG00000099308,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
6,pairwise,Sp11D02-Sp11D10,MT3,8.229777364311934,4.6804317434379354e-15,3.0284993619900907e-12,8681,0.6989661987555795,ENSG00000087250,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
7,pairwise,Sp11D02-Sp11D10,FXYD1,8.19909282349613,5.782624493931154e-15,3.5447488147797978e-12,10143,0.8564778636933958,ENSG00000266964,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
8,pairwise,Sp11D02-Sp11D10,TSC22D4,8.070636457196809,1.3939443125093856e-14,8.117634703898407e-12,4516,0.7352852965102077,ENSG00000166925,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
9,pairwise,Sp11D02-Sp11D10,C1orf61,7.741104222973991,1.278625792178755e-13,5.956861840602384e-11,809,0.6552112151735852,ENSG00000125462,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
10,pairwise,Sp11D02-Sp11D10,PMP2,7.5494349627833595,4.5128393930889206e-13,1.946705200418765e-10,4964,0.8476030026804509,ENSG00000147588,,,,LD-Inhib,LD~Sp11D02-Inhib~Sp11D10
1,pairwise,Sp11D02-Sp11D11,HOPX,14.314826128634767,2.4914140308329085e-36,1.7069117186535816e-33,2774,2.1501337180693447,ENSG00000171476,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
2,pairwise,Sp11D02-Sp11D11,OLFM1,13.149703870934468,6.371901939489451e-32,2.3191731840385513e-29,5581,1.3075977449594856,ENSG00000130558,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
3,pairwise,Sp11D02-Sp11D11,ENC1,12.825413636960114,1.0295388390342031e-30,3.3308441272864897e-28,3195,1.7065498134883317,ENSG00000171617,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
4,pairwise,Sp11D02-Sp11D11,NEFL,12.75905126507826,1.8145755103299953e-30,5.283590242203364e-28,4802,1.5444429223221121,ENSG00000277586,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
5,pairwise,Sp11D02-Sp11D11,NSF,11.90721978317856,2.395907702078731e-27,4.500828549372738e-25,9295,1.3168759212181183,ENSG00000073969,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
6,pairwise,Sp11D02-Sp11D11,CHN1,11.803644379062114,5.6701024310010884e-27,9.735648961454203e-25,1714,1.224377100653534,ENSG00000128656,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
7,pairwise,Sp11D02-Sp11D11,NPTXR,11.767320333057325,7.66477933703055e-27,1.2753097848342115e-24,11118,1.6374213919988954,ENSG00000221890,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
8,pairwise,Sp11D02-Sp11D11,SNCB,11.611021665211398,2.7924963657970233e-26,4.45537057156684e-24,3528,1.2615903640683772,ENSG00000074317,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
9,pairwise,Sp11D02-Sp11D11,PRKCG,11.579520216767392,3.620770010332535e-26,5.622814441379071e-24,10426,1.5886451269082693,ENSG00000126583,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
10,pairwise,Sp11D02-Sp11D11,NEFM,11.32696496641828,2.8755385544654567e-25,3.8943485516115314e-23,4801,1.7790113190664885,ENSG00000104722,,,,LD-WMa,LD~Sp11D02-WMa~Sp11D11
1,pairwise,Sp11D03-Sp11D04,HOPX,6.792424482085202,5.3137832426432704e-11,2.6690364105788836e-7,2774,1.028042558345609,ENSG00000171476,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
2,pairwise,Sp11D03-Sp11D04,MET,6.651458076412757,1.2417208128899315e-10,2.6690364105788836e-7,4587,2.3145258672275038,ENSG00000105976,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
3,pairwise,Sp11D03-Sp11D04,PRKCA,6.634385463577784,1.3749650951724308e-10,2.6690364105788836e-7,9414,0.7319260746806453,ENSG00000154229,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
4,pairwise,Sp11D03-Sp11D04,COL5A2,6.508990111971998,2.890089237838774e-10,4.8086956218726e-7,1742,2.1901462297245384,ENSG00000204262,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
5,pairwise,Sp11D03-Sp11D04,GPR6,5.865308541441443,1.1094678288594241e-8,9.93997830978901e-6,3995,1.7529692770193026,ENSG00000146360,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
6,pairwise,Sp11D03-Sp11D04,GPR88,5.673360533393923,3.114857772933474e-8,2.5913391772397266e-5,574,1.7373196258411658,ENSG00000181656,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
7,pairwise,Sp11D03-Sp11D04,CBLN4,5.413935432030463,1.205391279231102e-7,9.35946148613643e-5,10753,1.778612788058207,ENSG00000054803,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
8,pairwise,Sp11D03-Sp11D04,CALB1,5.352706882145753,1.6471213125262127e-7,1.19900137043705e-4,4979,1.5733936172654515,ENSG00000104327,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
9,pairwise,Sp11D03-Sp11D04,CAMK2N2,5.3120623682135,2.0233688646555793e-7,1.3092320648135295e-4,2553,0.7097737734846241,ENSG00000163888,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
10,pairwise,Sp11D03-Sp11D04,CUX2,5.288000440613265,2.2841297796619936e-7,1.400171554932802e-4,7259,1.8725589786604067,ENSG00000111249,,,,L5a-L5b,L5a~Sp11D03-L5b~Sp11D04
1,pairwise,Sp11D03-Sp11D05,MEF2C,10.665174207218875,5.973277422775566e-23,7.730084682563001e-20,3243,1.650563623583798,ENSG00000081189,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
2,pairwise,Sp11D03-Sp11D05,HOPX,10.599903638216773,1.003155573945975e-22,1.1683752969748772e-19,2774,1.5922166989138855,ENSG00000171476,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
3,pairwise,Sp11D03-Sp11D05,PAM,10.564666774472299,1.326332509490906e-22,1.4043449761855074e-19,3269,1.2932510273177948,ENSG00000145730,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
4,pairwise,Sp11D03-Sp11D05,C14orf132,10.527129290602979,1.785034318037298e-22,1.7325245585150344e-19,7947,1.209944915724245,ENSG00000227051,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
5,pairwise,Sp11D03-Sp11D05,TMEM200A,10.006809905935466,1.0390449156353615e-20,8.06783742160337e-18,4054,2.8580548812512863,ENSG00000164484,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
6,pairwise,Sp11D03-Sp11D05,CBLN4,9.99754356619021,1.1159970290685768e-20,8.123760873476071e-18,10753,3.2596849403440364,ENSG00000054803,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
7,pairwise,Sp11D03-Sp11D05,ATP1A1,9.56642586925592,2.9833390332613616e-19,1.9303860955775043e-16,654,0.777262258579877,ENSG00000163399,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
8,pairwise,Sp11D03-Sp11D05,ATP1B1,9.550798393575764,3.355866246507964e-19,2.057146009109382e-16,887,0.6978317332407133,ENSG00000143153,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
9,pairwise,Sp11D03-Sp11D05,MET,9.345227014150439,1.5623834792683776e-18,7.582116826266165e-16,4587,3.2273719388759714,ENSG00000105976,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
10,pairwise,Sp11D03-Sp11D05,CNTN5,8.98508100092409,2.2101278724734356e-17,9.193342618106466e-15,6636,3.2437733582263966,ENSG00000149972,,,,L5a-L6,L5a~Sp11D03-L6~Sp11D05
1,pairwise,Sp11D03-Sp11D06,WASF1,13.718878111889316,4.600674157317225e-34,2.1433620764109487e-31,3996,1.2993452092500393,ENSG00000112290,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
2,pairwise,Sp11D03-Sp11D06,SERPINI1,13.525240947865715,2.478014401687498e-33,9.62047791215143e-31,2503,1.2085859660178402,ENSG00000163536,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
3,pairwise,Sp11D03-Sp11D06,LMO4,12.546058186079032,1.1116462905812565e-29,3.157888864975584e-27,522,1.5100306532817633,ENSG00000143013,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
4,pairwise,Sp11D03-Sp11D06,YWHAB,12.353820836129184,5.657871066523257e-29,1.402068602378646e-26,10699,0.8178850152640322,ENSG00000166913,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
5,pairwise,Sp11D03-Sp11D06,HSP90AB1,12.27704814202425,1.0810104866111036e-28,2.4687312034430437e-26,3861,0.6907546605696258,ENSG00000096384,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
6,pairwise,Sp11D03-Sp11D06,PREPL,11.582121628538903,3.543967824897333e-26,5.095875710688795e-24,1331,0.890058664996765,ENSG00000138078,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
7,pairwise,Sp11D03-Sp11D06,RTN3,11.55455370532946,4.447546221812328e-26,6.317142786030266e-24,6395,0.7305075906670027,ENSG00000133318,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
8,pairwise,Sp11D03-Sp11D06,ATP1B1,11.393532976094178,1.6684335057080953e-25,2.2082096637479757e-23,887,0.8324716465370088,ENSG00000143153,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
9,pairwise,Sp11D03-Sp11D06,DCLK1,11.359921045763874,2.196596697145389e-25,2.8426401924058154e-23,7452,1.1603049081275891,ENSG00000133083,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
10,pairwise,Sp11D03-Sp11D06,KLC1,11.268506452575489,4.6329032291671135e-25,5.679939358958881e-23,7987,0.7948551944268161,ENSG00000126214,,,,L5a-L1,L5a~Sp11D03-L1~Sp11D06
1,pairwise,Sp11D03-Sp11D07,CHN1,21.98481591217325,4.0089543214904297e-66,2.594016165688835e-63,1714,2.3003478210891064,ENSG00000128656,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
2,pairwise,Sp11D03-Sp11D07,PRKAR1B,20.876646173886996,7.399072263736125e-62,3.9171361207152107e-59,4174,2.0128997101531025,ENSG00000188191,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
3,pairwise,Sp11D03-Sp11D07,ENC1,20.738887394049172,2.5242609689967527e-61,1.1760027002362072e-58,3195,2.7835859463891044,ENSG00000171617,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
4,pairwise,Sp11D03-Sp11D07,NEFL,20.334504778010324,9.322527556410886e-60,3.8778385160541995e-57,4802,2.482896825012282,ENSG00000277586,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
5,pairwise,Sp11D03-Sp11D07,SV2A,20.16915774247076,4.088858124340565e-59,1.443119108308926e-56,687,1.727317281547803,ENSG00000159164,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
6,pairwise,Sp11D03-Sp11D07,RTN1,20.11077758686912,6.893725680562667e-59,2.294034942900382e-56,7776,1.8646317645924633,ENSG00000139970,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
7,pairwise,Sp11D03-Sp11D07,CAP2,19.854189459740617,6.861026173671885e-58,2.2197325512432346e-55,3637,2.6300888686244033,ENSG00000112186,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
8,pairwise,Sp11D03-Sp11D07,DNM1,19.80298892924083,1.0856420045742175e-57,3.327492744019977e-55,5502,2.0898263640224997,ENSG00000106976,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
9,pairwise,Sp11D03-Sp11D07,SNAP25,19.73415715896697,2.0123162060327753e-57,6.0096017568368546e-55,10561,1.9168841683046605,ENSG00000132639,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
10,pairwise,Sp11D03-Sp11D07,CLSTN1,19.661254205619016,3.8695293985423443e-57,1.120778815400923e-54,86,1.2177676277410239,ENSG00000171603,,,,L5a-WMd,L5a~Sp11D03-WMd~Sp11D07
1,pairwise,Sp11D03-Sp11D08,ATP1A1,15.277193910182975,4.9604297401811536e-40,1.92580417279633e-36,654,1.241256285856232,ENSG00000163399,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
2,pairwise,Sp11D03-Sp11D08,SERPINI1,14.745137065416955,5.586100615325787e-38,1.3012262773339889e-34,2503,1.3175932164879125,ENSG00000163536,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
3,pairwise,Sp11D03-Sp11D08,RTN3,14.54293688725595,3.336845876464927e-37,4.8580304903983755e-34,6395,0.919440599582094,ENSG00000133318,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
4,pairwise,Sp11D03-Sp11D08,ATP1B1,14.413515964646695,1.044850888671357e-36,1.3521531444839215e-33,887,1.0531275410930725,ENSG00000143153,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
5,pairwise,Sp11D03-Sp11D08,KLC1,13.731102486187625,4.135860294638469e-34,3.7054126808964804e-31,7987,0.9685612003939248,ENSG00000126214,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
6,pairwise,Sp11D03-Sp11D08,HSP90AB1,13.307571399043214,1.6323693183216083e-32,8.641911568405351e-30,3861,0.7487359223824406,ENSG00000096384,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
7,pairwise,Sp11D03-Sp11D08,ENC1,13.290823206634066,1.8865166434375732e-32,9.553156237442353e-30,3195,1.7685621857079958,ENSG00000171617,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
8,pairwise,Sp11D03-Sp11D08,WASF1,13.179334858773187,4.936409383760469e-32,2.395598337194091e-29,3996,1.2482438775374947,ENSG00000112290,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
9,pairwise,Sp11D03-Sp11D08,MEF2C,12.715343756412858,2.634273774301292e-30,9.897221499770047e-28,3243,1.967851950462542,ENSG00000081189,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
10,pairwise,Sp11D03-Sp11D08,PREPL,12.573075859719928,8.837986982329392e-30,3.216751074474701e-27,1331,0.9662111548743164,ENSG00000138078,,,,L5a-WMuf,L5a~Sp11D03-WMuf~Sp11D08
1,pairwise,Sp11D03-Sp11D09,WASF1,15.064896338492941,3.277892951409104e-39,1.2725873068353946e-36,3996,1.426829564751742,ENSG00000112290,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
2,pairwise,Sp11D03-Sp11D09,RTN3,14.95340654899866,8.820812087854048e-39,3.31406446410439e-36,6395,0.9453915113428177,ENSG00000133318,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
3,pairwise,Sp11D03-Sp11D09,SERPINI1,14.797305284638337,3.519746457879501e-38,1.1652067545439799e-35,2503,1.322254854522023,ENSG00000163536,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
4,pairwise,Sp11D03-Sp11D09,PRNP,14.36025719453201,1.6702622212332744e-36,4.524080021093941e-34,10546,0.8322192463728229,ENSG00000171867,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
5,pairwise,Sp11D03-Sp11D09,ATP1B1,13.982971910953358,4.5842309621691294e-35,1.026779577238151e-32,887,1.0216697204120901,ENSG00000143153,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
6,pairwise,Sp11D03-Sp11D09,KLC1,13.719320242604724,4.582987636727001e-34,8.340321407024904e-32,7987,0.9677301073335176,ENSG00000126214,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
7,pairwise,Sp11D03-Sp11D09,PREPL,13.221769690307655,3.423931128958084e-32,4.923274797404297e-30,1331,1.016061742129578,ENSG00000138078,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
8,pairwise,Sp11D03-Sp11D09,GNAO1,12.528002641958484,1.295678141231501e-29,1.4651226515459507e-27,8676,0.8337765133147723,ENSG00000087258,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
9,pairwise,Sp11D03-Sp11D09,ATP6V1B2,12.335201348340586,6.620672437365865e-29,7.13990480351854e-27,4774,1.2470501163307635,ENSG00000147416,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
10,pairwise,Sp11D03-Sp11D09,RTN1,12.328732512188386,6.992058230302217e-29,7.471238734709167e-27,7776,1.1332661519891403,ENSG00000139970,,,,L5a-Vasc,L5a~Sp11D03-Vasc~Sp11D09
1,pairwise,Sp11D03-Sp11D10,ARPP19,10.488016030082713,2.431224612567945e-22,3.1462747847309837e-19,8151,0.8464027107313505,ENSG00000128989,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
2,pairwise,Sp11D03-Sp11D10,CHN1,9.448730973568484,7.218607798560869e-19,8.407512502983844e-16,1714,0.9875962867061503,ENSG00000128656,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
3,pairwise,Sp11D03-Sp11D10,WASF1,9.175460408329876,5.487240267234995e-18,4.916145184037383e-15,3996,0.8756283928063002,ENSG00000112290,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
4,pairwise,Sp11D03-Sp11D10,ENC1,9.007954464251572,1.8711342867285208e-17,1.5566500741090773e-14,3195,1.207760032817177,ENSG00000171617,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
5,pairwise,Sp11D03-Sp11D10,MAST3,8.79558608047694,8.697060209054543e-17,5.958509426756368e-14,10059,0.8502237925832716,ENSG00000099308,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
6,pairwise,Sp11D03-Sp11D10,LINGO1,8.619785213996131,3.0522931129103857e-16,1.8710556782140665e-13,8276,1.0304898045381954,ENSG00000169783,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
7,pairwise,Sp11D03-Sp11D10,TYRO3,8.538418672615764,5.429392573400992e-16,2.874369786472789e-13,8080,0.9162966663081837,ENSG00000092445,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
8,pairwise,Sp11D03-Sp11D10,BAIAP2,8.520189580208998,6.174354914899392e-16,3.126639638862314e-13,9533,1.0214367010132497,ENSG00000175866,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
9,pairwise,Sp11D03-Sp11D10,SV2B,8.358917542442118,1.9117379238551244e-15,9.277504832975265e-13,8343,1.1017602145823542,ENSG00000185518,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
10,pairwise,Sp11D03-Sp11D10,PTK2B,8.126193703699569,9.537767856932215e-15,4.240769221819874e-12,4812,1.0407080306607286,ENSG00000120899,,,,L5a-Inhib,L5a~Sp11D03-Inhib~Sp11D10
1,pairwise,Sp11D03-Sp11D11,GABRA1,17.01137188430468,8.830647093268588e-47,2.1195091246498995e-44,3485,2.168519593356499,ENSG00000022355,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
2,pairwise,Sp11D03-Sp11D11,NSF,16.976168070296687,1.2122703971686357e-46,2.7684928070241374e-44,9295,1.893850730077423,ENSG00000073969,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
3,pairwise,Sp11D03-Sp11D11,SERPINI1,16.929155627061977,1.850727580195699e-46,4.145273870488328e-44,2503,1.5258736083791824,ENSG00000163536,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
4,pairwise,Sp11D03-Sp11D11,WASF1,16.676806972695687,1.7911165548840368e-45,3.725202591916853e-43,3996,1.5931973734520186,ENSG00000112290,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
5,pairwise,Sp11D03-Sp11D11,ENC1,16.318816542791968,4.464829632627832e-44,8.000287804802518e-42,3195,2.1903213767992167,ENSG00000171617,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
6,pairwise,Sp11D03-Sp11D11,NEFL,16.267550999994487,7.073087706042043e-44,1.2295560076458458e-41,4802,1.9863110102533685,ENSG00000277586,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
7,pairwise,Sp11D03-Sp11D11,RTN3,16.076849885013843,3.911386529014097e-43,6.156205257219891e-41,6395,1.0252345703634678,ENSG00000133318,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
8,pairwise,Sp11D03-Sp11D11,ATP1A1,16.044387760097393,5.232065815850782e-43,8.125049407628541e-41,654,1.3148970378086364,ENSG00000163399,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
9,pairwise,Sp11D03-Sp11D11,PREPL,15.776220449270479,5.771646103314113e-42,8.29905705744438e-40,1331,1.2228810222210882,ENSG00000138078,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
10,pairwise,Sp11D03-Sp11D11,CLSTN1,15.730228577303908,8.707780850111691e-42,1.2073752804910817e-39,86,0.9742899887298577,ENSG00000171603,,,,L5a-WMa,L5a~Sp11D03-WMa~Sp11D11
1,pairwise,Sp11D04-Sp11D05,C14orf132,8.693692500718953,1.8038407772379623e-16,1.0504666766245274e-12,7947,0.9992172366976195,ENSG00000227051,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
2,pairwise,Sp11D04-Sp11D05,MEF2C,7.058705432560204,1.0332798207232124e-11,2.005768345327209e-8,3243,1.0924193257613322,ENSG00000081189,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
3,pairwise,Sp11D04-Sp11D05,SERPINI1,6.642297822199099,1.3115529358154075e-10,1.6972952270491168e-7,2503,0.5935412138655805,ENSG00000163536,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
4,pairwise,Sp11D04-Sp11D05,SLC39A10,6.516961286529808,2.7576269814708805e-10,2.8012694926317086e-7,1759,0.8225150683477471,ENSG00000196950,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
5,pairwise,Sp11D04-Sp11D05,NCAM2,5.962869950323791,6.500156197930685e-9,5.047154615819913e-6,10835,0.6898380415232879,ENSG00000154654,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
6,pairwise,Sp11D04-Sp11D05,DPP6,5.925662092373973,7.976589052071746e-9,5.3954528988083365e-6,4720,0.5367864018909465,ENSG00000130226,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
7,pairwise,Sp11D04-Sp11D05,ATP1B1,5.919683712421198,8.242540415498483e-9,5.3954528988083365e-6,887,0.4325233320864914,ENSG00000143153,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
8,pairwise,Sp11D04-Sp11D05,TMEM200A,5.883826062292101,1.0029202470068475e-8,5.840506058444376e-6,4054,1.6804853850369421,ENSG00000164484,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
9,pairwise,Sp11D04-Sp11D05,ATP1A1,5.750782791417909,2.0605017347545067e-8,8.888393964698423e-6,654,0.4672451845808778,ENSG00000163399,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
10,pairwise,Sp11D04-Sp11D05,SNCG,5.699613092353491,2.7088984205756694e-8,1.051684663481494e-5,5885,0.6960672588580277,ENSG00000173267,,,,L5b-L6,L5b~Sp11D04-L6~Sp11D05
1,pairwise,Sp11D04-Sp11D06,YWHAB,14.089207500769838,1.8075640725176736e-35,3.007528393230478e-32,10699,0.9327763324950276,ENSG00000166913,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
2,pairwise,Sp11D04-Sp11D06,HSP90AB1,13.09173357976474,1.0494009833880117e-31,8.730266609657266e-29,3861,0.7365920439949747,ENSG00000096384,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
3,pairwise,Sp11D04-Sp11D06,TUBA1B,12.96490987121441,3.118676464302192e-31,2.0179569322070905e-28,6970,0.9704858548311428,ENSG00000123416,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
4,pairwise,Sp11D04-Sp11D06,SYT1,12.41783052414307,3.2942595583932273e-29,1.3230427957450318e-26,7150,1.2712009909047097,ENSG00000067715,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
5,pairwise,Sp11D04-Sp11D06,LMO4,12.412064490861892,3.458870979425633e-29,1.342849009912345e-26,522,1.493903310006015,ENSG00000143013,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
6,pairwise,Sp11D04-Sp11D06,BASP1,12.140056471209245,3.419941229022119e-28,1.0682147676319457e-25,3073,1.198413902895913,ENSG00000176788,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
7,pairwise,Sp11D04-Sp11D06,PDE1A,12.129237048640821,3.7448752532017053e-28,1.1183733865138528e-25,1732,1.5577595416461607,ENSG00000115252,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
8,pairwise,Sp11D04-Sp11D06,WASF1,11.999184672948699,1.1123939447416567e-27,3.0847743510490656e-25,3996,1.1364692500759608,ENSG00000112290,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
9,pairwise,Sp11D04-Sp11D06,SERPINI1,11.734670887141045,1.0046910723304052e-26,2.3880891672310675e-24,2503,1.0485845394328992,ENSG00000163536,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
10,pairwise,Sp11D04-Sp11D06,YWHAG,11.665657653404073,1.7784875260442388e-26,3.835934114043935e-24,4420,0.9634306411873759,ENSG00000170027,,,,L5b-L1,L5b~Sp11D04-L1~Sp11D06
1,pairwise,Sp11D04-Sp11D07,SYT1,22.013965554079796,3.1000199841931424e-66,6.017655459316255e-63,7150,2.273094571058847,ENSG00000067715,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
2,pairwise,Sp11D04-Sp11D07,CHN1,21.72674132543137,3.9170654912493695e-65,5.069117975175712e-62,1714,2.273344578684812,ENSG00000128656,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
3,pairwise,Sp11D04-Sp11D07,SNAP25,20.377577553321466,6.344296569397422e-60,4.1051123413206537e-57,10561,1.9793830304332616,ENSG00000132639,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
4,pairwise,Sp11D04-Sp11D07,HSP90AB1,20.10843222030645,7.039943579959357e-59,4.099711143789331e-56,3861,1.1411922256063836,ENSG00000096384,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
5,pairwise,Sp11D04-Sp11D07,PRKAR1B,20.01670983046661,1.600078693896735e-58,8.874341213245367e-56,4174,1.9299857400640663,ENSG00000188191,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
6,pairwise,Sp11D04-Sp11D07,SV2A,19.69221605435319,2.931212131981896e-57,1.2644380630071534e-54,687,1.6864712714815848,ENSG00000159164,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
7,pairwise,Sp11D04-Sp11D07,TUBB2A,19.429749756212388,3.0905062644124752e-56,1.1998375487204033e-53,3591,2.0479138706845568,ENSG00000137267,,,,L5b-WMd,L5b~Sp11D04-WMd~Sp11D07
