t_stat_Sp02D01,t_stat_Sp02D02,p_value_Sp02D01,p_value_Sp02D02,fdr_Sp02D01,fdr_Sp02D02,logFC_Sp02D01,logFC_Sp02D02,ensembl,gene
7.703503545642456,-7.7035035456424605,1.1380102537120216e-10,1.138010253712005e-10,4.4761994610474894e-10,4.4761994610474243e-10,4.514593257293519,-4.514593257293525,ENSG00000224870,MRPL20-AS1
3.7058783072307118,-3.705878307230711,4.446514501228618e-4,4.4465145012286277e-4,5.027099271912886e-4,5.027099271912897e-4,2.090342240017631,-2.0903422400176312,ENSG00000242485,MRPL20
7.537837465040703,-7.537837465040703,2.222704098266597e-10,2.222704098266597e-10,8.103448159075951e-10,8.103448159075951e-10,4.794105922427814,-4.794105922427819,ENSG00000235098,ANKRD65
2.9139695740747698,-2.9139695740747706,0.004925473285318685,0.004925473285318671,0.005165718491801138,0.005165718491801123,2.08358056131571,-2.0835805613157117,ENSG00000179403,VWA1
8.131296852731946,-8.131296852731948,2.0212227466445134e-11,2.0212227466445134e-11,9.458537513423839e-11,9.458537513423839e-11,4.691113117348198,-4.691113117348204,ENSG00000160072,ATAD3B
6.161638900903025,-6.161638900903028,5.520842105657203e-8,5.520842105657134e-8,1.1919578476715664e-7,1.1919578476715513e-7,4.089610870482998,-4.089610870483002,ENSG00000197785,ATAD3A
5.216493583700787,-5.216493583700791,2.1374685488628235e-6,2.1374685488627764e-6,3.432292639262235e-6,3.4322926392621595e-6,3.749760418674497,-3.7497604186745024,ENSG00000205090,TMEM240
3.5083925606228066,-3.50839256062281,8.35063279670323e-4,8.350632796703133e-4,9.183393877009502e-4,9.183393877009396e-4,1.534962906923139,-1.5349629069231412,ENSG00000160075,SSU72
8.247801000467167,-8.247801000467174,1.2631842328925868e-11,1.2631842328925502e-11,6.24466461799207e-11,6.24466461799189e-11,5.55514723648669,-5.5551472364866985,ENSG00000228594,FNDC10
6.487502542667839,-6.487502542667841,1.515683262987859e-8,1.515683262987837e-8,3.705288247304216e-8,3.7052882473041626e-8,4.439430519822671,-4.439430519822676,ENSG00000272106,AL691432.2
5.9192663128023595,-5.919266312802363,1.4312577991990073e-7,1.4312577991989914e-7,2.838469093285465e-7,2.8384690932854333e-7,4.24449162807156,-4.2444916280715645,ENSG00000197530,MIB2
7.399655782161562,-7.399655782161567,3.8839769213519917e-10,3.883976921351921e-10,1.3395898934466261e-9,1.3395898934466017e-9,4.142406573529066,-4.1424065735290725,ENSG00000248333,CDK11B
7.758709595134026,-7.758709595134029,9.104425691775657e-11,9.104425691775591e-11,3.6722453417873356e-10,3.672245341787309e-10,4.802304856528511,-4.802304856528516,ENSG00000189339,SLC35E2B
6.034914759739823,-6.034914759739829,9.094410376594234e-8,9.094410376594053e-8,1.8783099310202126e-7,1.878309931020175e-7,3.567036817412883,-3.567036817412889,ENSG00000008128,CDK11A
5.7561593216881235,-5.756159321688126,2.703360633534098e-7,2.7033606335340685e-7,5.109046856514041e-7,5.109046856513985e-7,3.878208388167391,-3.878208388167395,ENSG00000215790,SLC35E2A
8.78290532596841,-8.782905325968407,1.4677049880676522e-12,1.4677049880676678e-12,9.242466685882745e-12,9.242466685882842e-12,5.461669695224448,-5.461669695224451,ENSG00000008130,NADK
3.8335759493645214,-3.8335759493645227,2.9294537720641164e-4,2.9294537720641017e-4,3.3847683543130415e-4,3.3847683543130035e-4,1.466532336937499,-1.4665323369375003,ENSG00000078369,GNB1
5.719299485967085,-5.719299485967093,3.1191996142376055e-7,3.119199614237503e-7,5.820761596628589e-7,5.820761596628397e-7,4.28459157338198,-4.284591573381989,ENSG00000187730,GABRD
3.4374283122264977,-3.4374283122265004,0.0010423967533871755,0.0010423967533871679,0.001137267343504937,0.0011372673435049287,1.8121602781926183,-1.8121602781926205,ENSG00000067606,PRKCZ
5.724964863214385,-5.724964863214387,3.0514005749244255e-7,3.0514005749244085e-7,5.713596932781767e-7,5.713596932781735e-7,4.343642066093733,-4.343642066093738,ENSG00000162585,FAAP20
4.996189575937718,-4.9961895759377235,4.876368815970569e-6,4.876368815970482e-6,7.34503052905567e-6,7.345030529055538e-6,3.745229310544301,-3.7452293105443073,ENSG00000157933,SKI
7.66521923882135,-7.66521923882135,1.3284317774645114e-10,1.3284317774645114e-10,5.12072602522808e-10,5.12072602522808e-10,4.061894270469346,-4.061894270469349,ENSG00000272420,AL513477.2
4.827543436479101,-4.827543436479102,9.087183390039977e-6,9.08718339003994e-6,1.3111346394232417e-5,1.3111346394232261e-5,3.603347108869883,-3.6033471088698863,ENSG00000157916,RER1
5.562549959217559,-5.562549959217562,5.715717291248702e-7,5.715717291248672e-7,1.017065338027457e-6,1.0170653380274517e-6,3.8186713786256994,-3.8186713786257034,ENSG00000157911,PEX10
7.852892894808561,-7.852892894808564,6.222403146983593e-11,6.222403146983549e-11,2.598293593344016e-10,2.598293593343969e-10,5.081289594136806,-5.081289594136812,ENSG00000149527,PLCH2
9.600505066183924,-9.600505066183928,5.654667493937474e-14,5.654667493937433e-14,5.305206291149123e-13,5.305206291149085e-13,5.219021711761382,-5.219021711761387,ENSG00000157881,PANK4
4.342611291179689,-4.342611291179692,5.1784488090636705e-5,5.178448809063613e-5,6.589406646490875e-5,6.589406646490802e-5,3.1669921709946394,-3.1669921709946434,ENSG00000197921,HES5
12.52750464853594,-12.527504648535947,8.387259448930322e-19,8.387259448930084e-19,3.170712983830914e-17,3.170712983830824e-17,5.156134449797459,-5.156134449797464,ENSG00000272449,AL139246.5
7.942837293169753,-7.942837293169756,4.326450239320765e-11,4.326450239320702e-11,1.8765795413746757e-10,1.8765795413746485e-10,4.6323255856318255,-4.63232558563183,ENSG00000157873,TNFRSF14
5.96332027442239,-5.963320274422394,1.2044819036780756e-7,1.2044819036780627e-7,2.420261709527181e-7,2.4202617095271543e-7,4.21111460930333,-4.211114609303335,ENSG00000157870,PRXL2B
5.824987641355147,-5.824987641355149,2.0682093173881627e-7,2.0682093173881402e-7,3.9841874077512517e-7,3.9841874077512083e-7,3.930850277576526,-3.93085027757653,ENSG00000177133,PRDM16-DT
14.880719936069449,-14.880719936069454,2.353909254727722e-22,2.3539092547276717e-22,2.4312519873830615e-20,2.4312519873830097e-20,5.295975472175707,-5.295975472175712,ENSG00000142611,PRDM16
4.459593150814361,-4.459593150814359,3.428105756938924e-5,3.428105756938959e-5,4.4900733012080464e-5,4.4900733012080925e-5,3.0835736970441916,-3.083573697044194,ENSG00000158109,TPRG1L
7.496609332078854,-7.496609332078857,2.625531973260462e-10,2.6255319732604336e-10,9.42649095800032e-10,9.426490958000216e-10,4.495157538657045,-4.49515753865705,ENSG00000116213,WRAP73
4.86998744012589,-4.8699874401258905,7.77549782640138e-6,7.775497826401351e-6,1.1326905787156676e-5,1.1326905787156634e-5,3.540158157079036,-3.5401581570790395,ENSG00000130764,LRRC47
4.303546520205836,-4.303546520205838,5.9366244481508416e-5,5.9366244481507833e-5,7.487447843023216e-5,7.487447843023143e-5,3.0613721078574336,-3.0613721078574376,ENSG00000116198,CEP104
9.921666187510777,-9.92166618751079,1.5964603135261183e-14,1.596460313526038e-14,1.7521682074829351e-13,1.7521682074828468e-13,5.120841742604043,-5.120841742604052,ENSG00000198912,C1orf174
5.718988034069153,-5.718988034069152,3.1229696958281905e-7,3.1229696958282074e-7,5.826857006667824e-7,5.826857006667856e-7,4.087987285766763,-4.087987285766765,ENSG00000196581,AJAP1
12.2429643882789,-12.242964388278912,2.365180244907743e-18,2.3651802449076243e-18,8.070915950764829e-17,8.070915950764424e-17,5.228925942778109,-5.228925942778118,ENSG00000131697,NPHP4
4.2210189051398785,-4.22101890513988,7.908197020514432e-5,7.908197020514379e-5,9.804096359801837e-5,9.804096359801772e-5,2.478345398776933,-2.478345398776936,ENSG00000069424,KCNAB2
3.930320035460536,-3.9303200354605377,2.1250218521457888e-4,2.125021852145767e-4,2.49287625855618e-4,2.492876258556154e-4,2.8021330013419044,-2.8021330013419075,ENSG00000116254,CHD5
1.750404284367509,-1.7504042843675105,0.08488831119631608,0.08488831119631582,0.08602610459211428,0.08602610459211402,0.390687533925896,-0.39068753392589656,ENSG00000116251,RPL22
7.4691659224186795,-7.469165922418683,2.933332627267648e-10,2.933332627267627e-10,1.038652948645e-9,1.0386529486449926e-9,5.102606589541877,-5.1026065895418835,ENSG00000116237,ICMT
8.755767901708811,-8.755767901708813,1.6364643141362426e-12,1.6364643141362365e-12,1.0134360774560122e-11,1.0134360774559795e-11,5.0226083985611565,-5.022608398561161,ENSG00000158292,GPR153
4.307474642642259,-4.307474642642259,5.855768382675427e-5,5.855768382675427e-5,7.39514504921281e-5,7.39514504921281e-5,2.9769745144266495,-2.9769745144266517,ENSG00000097021,ACOT7
10.548105152803746,-10.548105152803751,1.3935362895586452e-15,1.393536289558615e-15,2.1269363642300137e-14,2.126936364230029e-14,5.685571621059135,-5.685571621059142,ENSG00000215788,TNFRSF25
8.37949521423369,-8.379495214233696,7.428811266663398e-12,7.428811266663212e-12,3.8710130059802785e-11,3.8710130059801816e-11,5.401016600955415,-5.401016600955422,ENSG00000171680,PLEKHG5
6.8321068380979515,-6.832106838097957,3.819489215751609e-9,3.819489215751512e-9,1.0588030493125955e-8,1.0588030493125687e-8,4.870859063663199,-4.8708590636632065,ENSG00000162408,NOL9
8.628202278641725,-8.62820227864173,2.731029639010134e-12,2.7310296390100656e-12,1.607763402751615e-11,1.6077634027515745e-11,4.708297664750992,-4.708297664750996,ENSG00000204859,ZBTB48
7.501624026141872,-7.501624026141874,2.572879671013318e-10,2.5728796710132995e-10,9.260445561382098e-10,9.260445561382031e-10,5.0115442868138365,-5.01154428681384,ENSG00000162413,KLHL21
7.9606404988907995,-7.960640498890805,4.026217501426176e-11,4.0262175014261176e-11,1.7560788618222808e-10,1.756078861822256e-10,4.726373817405042,-4.726373817405048,ENSG00000116273,PHF13
6.591555403022104,-6.591555403022107,1.0007359841957463e-8,1.0007359841957316e-8,2.5431708842654642e-8,2.543170884265427e-8,4.2577006647527105,-4.257700664752715,ENSG00000041988,THAP3
5.167824652308436,-5.167824652308441,2.567417554282857e-6,2.5674175542828143e-6,4.0640238461882995e-6,4.064023846188232e-6,3.776869504768408,-3.776869504768413,ENSG00000007923,DNAJC11
3.5689978349496023,-3.568997834949606,6.896044026303234e-4,6.896044026303155e-4,7.642597939861641e-4,7.642597939861553e-4,1.814180689539384,-1.8141806895393864,ENSG00000171735,CAMTA1
0.9472309264144532,-0.9472309264144535,0.3471191076717647,0.34711910767176446,0.34862596262779766,0.34862596262779744,0.5581435819398184,-0.558143581939819,ENSG00000049245,VAMP3
5.633622687105091,-5.633622687105095,4.345722990470941e-7,4.34572299047087e-7,7.890648807686054e-7,7.890648807685925e-7,3.9971014856265774,-3.9971014856265836,ENSG00000049246,PER3
3.098085954911532,-3.0980859549115336,0.002902373097512741,0.002902373097512725,0.0030751650478134628,0.003075165047813446,1.7866260635617937,-1.7866260635617957,ENSG00000116288,PARK7
7.789915614144014,-7.78991561414402,8.025702042209871e-11,8.025702042209727e-11,3.2771380594523044e-10,3.2771380594522455e-10,4.804200081273673,-4.80420008127368,ENSG00000116285,ERRFI1
9.945587682933535,-9.945587682933548,1.4534830723051822e-14,1.453483072305104e-14,1.6120701994656136e-13,1.6120701994655267e-13,5.811168269075693,-5.811168269075703,ENSG00000162426,SLC45A1
4.801122448408851,-4.801122448408855,1.0010486674824542e-5,1.0010486674824366e-5,1.4347826769219464e-5,1.4347826769219211e-5,3.5240683228586116,-3.5240683228586174,ENSG00000142599,RERE
4.984398766043085,-4.984398766043087,5.09460127987091e-6,5.09460127987086e-6,7.65579989679744e-6,7.655799896797364e-6,1.058753764187754,-1.0587537641877554,ENSG00000074800,ENO1
6.167110789344848,-6.167110789344851,5.4028638725727305e-8,5.402863872572671e-8,1.1693232792875835e-7,1.1693232792875707e-7,3.7121907854473344,-3.7121907854473384,ENSG00000142583,SLC2A5
4.562701491801031,-4.562701491801032,2.3736569798748208e-5,2.3736569798748147e-5,3.1999142224906104e-5,3.199914222490602e-5,3.048244178662485,-3.048244178662488,ENSG00000049239,H6PD
6.300710035114076,-6.300710035114078,3.18467209171276e-8,3.1846720917127264e-8,7.227837307618836e-8,7.227837307618759e-8,4.062840717922687,-4.0628407179226915,ENSG00000171612,SLC25A33
5.682195858312868,-5.682195858312871,3.601516948128659e-7,3.6015169481286195e-7,6.643653014822569e-7,6.643653014822496e-7,3.8425083939883766,-3.842508393988381,ENSG00000188807,TMEM201
9.7708781661551,-9.770878166155104,2.8876117058655454e-14,2.8876117058655144e-14,2.9665978875179957e-13,2.966597887517964e-13,5.180133346610826,-5.180133346610831,ENSG00000171608,PIK3CD
4.081512916060924,-4.081512916060927,1.2763488700333328e-4,1.2763488700333204e-4,1.5404072747569737e-4,1.5404072747569588e-4,1.59506292138082,-1.595062921380822,ENSG00000171603,CLSTN1
5.172811555163047,-5.172811555163047,2.5197201323301586e-6,2.5197201323301586e-6,3.996178021770671e-6,3.996178021770671e-6,3.559787379685759,-3.559787379685762,ENSG00000178585,CTNNBIP1
4.266295342717544,-4.266295342717544,6.759163792884135e-5,6.759163792884135e-5,8.447494247632205e-5,8.447494247632205e-5,2.883175783248717,-2.883175783248719,ENSG00000162441,LZIC
4.907849205511162,-4.907849205511167,6.763060509723391e-6,6.763060509723287e-6,9.951040953508038e-6,9.951040953507883e-6,3.1456737112788584,-3.1456737112788633,ENSG00000173614,NMNAT1
3.4274783153444117,-3.427478315344415,0.0010750995940791623,0.0010750995940791506,0.0011717309312519078,0.001171730931251895,2.4316587582692732,-2.431658758269277,ENSG00000162444,RBP7
4.59472050169029,-4.594720501690292,2.1160484193513372e-5,2.1160484193513203e-5,2.8764333860230634e-5,2.8764333860230404e-5,3.2590044046196494,-3.259004404619653,ENSG00000130939,UBE4B
2.8934621123264868,-2.893462112326489,0.0052179813816482035,0.005217981381648177,0.005464567139499042,0.005464567139499013,1.128355777135713,-1.1283557771357144,ENSG00000054523,KIF1B
12.595178346176908,-12.59517834617691,6.564304171815115e-19,6.564304171815023e-19,2.5481835791797738e-17,2.5481835791797378e-17,5.381050631079678,-5.381050631079683,ENSG00000284642,AL139424.2
4.096873098834248,-4.09687309883425,1.2112837251159646e-4,1.2112837251159555e-4,1.4658573210734886e-4,1.4658573210734777e-4,2.9321597518580687,-2.9321597518580718,ENSG00000142657,PGD
8.476844281373067,-8.47684428137307,5.019658848651471e-12,5.0196588486513646e-12,2.753315010014235e-11,2.7533150100141765e-11,4.478611855186697,-4.478611855186702,ENSG00000175279,CENPS
3.6484596902545676,-3.6484596902545703,5.35104023570479e-4,5.351040235704746e-4,6.00046853883608e-4,6.000468538836031e-4,2.585915771189932,-2.5859157711899354,ENSG00000241563,CORT
5.329309880370406,-5.329309880370411,1.3945571890605175e-6,1.3945571890604866e-6,2.308924683112848e-6,2.3089246831128094e-6,3.6937584554206695,-3.693758455420675,ENSG00000160049,DFFA
7.854874502567937,-7.854874502567944,6.172777481090926e-11,6.172777481090747e-11,2.580653773084923e-10,2.5806537730848484e-10,5.01722303681877,-5.017223036818778,ENSG00000142655,PEX14
4.4218890155338455,-4.421889015533848,3.91766653255699e-5,3.917666532556954e-5,5.081808303276436e-5,5.081808303276389e-5,2.948855793354723,-2.948855793354727,ENSG00000120948,TARDBP
7.443454095880788,-7.443454095880791,3.2543372045561264e-10,3.254337204556091e-10,1.1419703262101338e-9,1.141970326210101e-9,4.270042894588591,-4.270042894588596,ENSG00000271895,AL109811.2
5.821193268431383,-5.8211932684313865,2.0990152586642134e-7,2.09901525866419e-7,4.036138383016559e-7,4.0361383830165146e-7,4.0024660307151185,-4.002466030715124,ENSG00000116649,SRM
5.86351759598716,-5.863517595987163,1.779639939122068e-7,1.7796399391220516e-7,3.46813928836996e-7,3.4681392883699283e-7,4.163000699014039,-4.163000699014043,ENSG00000171824,EXOSC10
7.726964532827014,-7.726964532827016,1.0350685335161248e-10,1.0350685335161248e-10,4.1203278718907546e-10,4.1203278718907546e-10,4.981069879098801,-4.981069879098805,ENSG00000198793,MTOR
8.873656167303931,-8.873656167303938,1.0202362273692245e-12,1.020236227369199e-12,6.667848970738525e-12,6.667848970738358e-12,4.667632658375266,-4.667632658375273,ENSG00000120942,UBIAD1
6.992259619792992,-6.992259619792997,2.006953156929527e-9,2.006953156929476e-9,5.8790666293645914e-9,5.879066629364442e-9,4.113321674433662,-4.113321674433668,ENSG00000204624,DISP3
3.1984985360626332,-3.1984985360626346,0.0021576008055539013,0.0021576008055538896,0.0023018653618599584,0.0023018653618599462,1.521920692667086,-1.5219206926670874,ENSG00000116661,FBXO2
4.311638149548352,-4.311638149548356,5.771232645652835e-5,5.771232645652741e-5,7.296351830045027e-5,7.296351830044908e-5,2.7849836912267207,-2.784983691226725,ENSG00000132879,FBXO44
12.161832706329255,-12.161832706329271,3.1845744393836474e-18,3.1845744393834424e-18,1.0348077841233156e-16,1.034807784123249e-16,5.223909061315216,-5.223909061315225,ENSG00000116663,FBXO6
6.19962295628061,-6.199622956280612,4.751695453824323e-8,4.751695453824323e-8,1.0404621050509136e-7,1.0404621050509136e-7,4.270391112010442,-4.270391112010445,ENSG00000116670,MAD2L2
4.5942580398453785,-4.594258039845381,2.1195675884438748e-5,2.119567588443853e-5,2.8798635028328334e-5,2.879863502832804e-5,3.2525766414520563,-3.2525766414520603,ENSG00000177674,AGTRAP
8.766470143282085,-8.76647014328209,1.5677014267446777e-12,1.5677014267446438e-12,9.783435002241192e-12,9.783435002241084e-12,5.129950396387884,-5.12995039638789,ENSG00000177000,MTHFR
5.112979977005135,-5.1129799770051365,3.154162300534668e-6,3.154162300534668e-6,4.914783067427941e-6,4.914783067427941e-6,3.461067919455368,-3.461067919455373,ENSG00000011021,CLCN6
4.751208428255225,-4.751208428255227,1.2011554537871139e-5,1.2011554537871046e-5,1.7003140344357968e-5,1.7003140344357836e-5,3.602259176388125,-3.602259176388129,ENSG00000116685,KIAA2013
6.96230544120765,-6.96230544120765,2.2638997151447505e-9,2.2638997151447505e-9,6.564389642783461e-9,6.5643896427833895e-9,4.534864576343809,-4.5348645763438125,ENSG00000083444,PLOD1
4.6062045157628875,-4.60620451576289,2.0304626490064257e-5,2.0304626490064017e-5,2.765292197281179e-5,2.765292197281146e-5,3.4859696697228837,-3.485969669722888,ENSG00000116688,MFN2
7.44061121520641,-7.440611215206413,3.2919174730010845e-10,3.2919174730010483e-10,1.1546665047809747e-9,1.154666504780962e-9,4.70443588393768,-4.704435883937685,ENSG00000116691,MIIP
5.222713086350702,-5.222713086350704,2.0878997833539693e-6,2.0878997833539616e-6,3.358757432045434e-6,3.358757432045422e-6,3.8445280202607384,-3.8445280202607424,ENSG00000048707,VPS13D
3.4445784187255986,-3.4445784187256,0.0010194806005233304,0.001019480600523327,0.0011136309336028222,0.0011136309336028183,2.4083999632342126,-2.4083999632342152,ENSG00000162496,DHRS3
4.0688931972722635,-4.068893197272266,1.3323163227533274e-4,1.3323163227533158e-4,1.60377057456925e-4,1.603770574569236e-4,2.630901480478234,-2.6309014804782374,ENSG00000116731,PRDM2
6.325359776748972,-6.325359776748978,2.8880697178072155e-8,2.8880697178071467e-8,6.634313305268405e-8,6.634313305268288e-8,4.3157641043634305,-4.315764104363437,ENSG00000189337,KAZN
8.334697511826297,-8.3346975118263,8.898453138070291e-12,8.898453138070133e-12,4.5406839832905664e-11,4.5406839832904857e-11,4.307903957480017,-4.307903957480021,ENSG00000171729,TMEM51
2.010940799675024,-2.0109407996750246,0.04859019645311653,0.048590196453116505,0.04950166381062546,0.04950166381062543,1.0558045295455196,-1.0558045295455205,ENSG00000142634,EFHD2
6.5758862260314155,-6.575886226031423,1.0653608430698462e-8,1.0653608430698194e-8,2.6896757382435575e-8,2.68967573824349e-8,4.104240577953357,-4.104240577953364,ENSG00000132906,CASP9
8.099910297790082,-8.099910297790085,2.2942354122803582e-11,2.2942354122803252e-11,1.0577805998110475e-10,1.0577805998110323e-10,5.179039285154092,-5.179039285154097,ENSG00000116138,DNAJC16
6.322857033751956,-6.322857033751961,2.9168884403965442e-8,2.9168884403964906e-8,6.690970747274881e-8,6.690970747274758e-8,4.183809400979252,-4.183809400979258,ENSG00000197312,DDI2
4.25821423476662,-4.258214234766623,6.951649094271869e-5,6.951649094271801e-5,8.674002450926219e-5,8.674002450926135e-5,2.9685278511552577,-2.9685278511552613,ENSG00000116786,PLEKHM2
6.749795094695356,-6.749795094695359,5.313244939670574e-9,5.313244939670536e-9,1.430384395208499e-8,1.4303843952084888e-8,4.7625750694285625,-4.762575069428568,ENSG00000065526,SPEN
6.68011297413588,-6.680112974135887,7.023425948790053e-9,7.023425948789876e-9,1.8477823828884087e-8,1.847782382888362e-8,4.287235490291039,-4.287235490291046,ENSG00000116809,ZBTB17
8.747557538866603,-8.747557538866607,1.6912613954585811e-12,1.691261395458563e-12,1.0417737924741676e-11,1.0417737924741564e-11,5.170393638555588,-5.170393638555592,ENSG00000185519,FAM131C
6.953605772387462,-6.9536057723874665,2.3444909993882734e-9,2.344490999388231e-9,6.778573326899162e-9,6.778573326899039e-9,4.055117752790696,-4.055117752790701,ENSG00000288398,AL109627.1
9.387566357868629,-9.387566357868634,1.3142676369396817e-13,1.3142676369396625e-13,1.103298114957782e-12,1.103298114957766e-12,5.304026614812253,-5.304026614812259,ENSG00000037637,FBXO42
5.4436523561938195,-5.443652356193821,9.019238075876578e-7,9.01923807587648e-7,1.544324246029311e-6,1.5443242460292943e-6,3.869535203997119,-3.869535203997123,ENSG00000055070,SZRD1
5.73064877706001,-5.730648777060009,2.9848432286014175e-7,2.9848432286014175e-7,5.595311370679177e-7,5.595311370679177e-7,3.85447791187238,-3.854477911872382,ENSG00000157191,NECAP2
7.092358301148044,-7.092358301148052,1.341383368435223e-9,1.3413833684351793e-9,4.093147667121778e-9,4.093147667121645e-9,4.216980198301797,-4.216980198301803,ENSG00000219481,NBPF1
6.997698280513521,-6.997698280513527,1.9635205665767843e-9,1.9635205665767347e-9,5.761918483343151e-9,5.761918483343089e-9,4.420787707342135,-4.420787707342142,ENSG00000058453,CROCC
9.149203274047418,-9.149203274047427,3.392388181016553e-13,3.3923881810164307e-13,2.538366525096991e-12,2.5383665250969e-12,4.818957873173479,-4.818957873173486,ENSG00000238142,BX284668.5
4.557678567532763,-4.557678567532767,2.4167470481933205e-5,2.416747048193302e-5,3.251940194660967e-5,3.251940194660942e-5,3.07368518106568,-3.0736851810656844,ENSG00000159363,ATP13A2
5.2519098722959745,-5.2519098722959745,1.869902474829313e-6,1.869902474829313e-6,3.027859998435819e-6,3.027859998435819e-6,3.908226456431017,-3.9082264564310196,ENSG00000117118,SDHB
2.0771973010177542,-2.0771973010177547,0.04184191149516845,0.04184191149516841,0.04269447227450901,0.04269447227450897,1.4355379642383859,-1.435537964238387,ENSG00000117115,PADI2
6.092036472778466,-6.092036472778474,7.264134519918229e-8,7.264134519917977e-8,1.533421681138943e-7,1.53342168113889e-7,4.085784777045065,-4.085784777045072,ENSG00000179051,RCC2
8.58098147540282,-8.58098147540282,3.3017861841163563e-12,3.3017861841163563e-12,1.9002518695451746e-11,1.9002518695451746e-11,4.97523655595268,-4.975236555952684,ENSG00000074964,ARHGEF10L
4.344145193763957,-4.3441451937639615,5.1506809525970615e-5,5.1506809525969734e-5,6.555515156743625e-5,6.5555151567435135e-05,2.9657442962246954,-2.9657442962247007,ENSG00000117154,IGSF21
5.835906350690387,-5.83590635069039,1.9820344907925931e-7,1.9820344907925825e-7,3.8328610814925976e-7,3.832861081492577e-7,4.315707580200922,-4.315707580200926,ENSG00000159423,ALDH4A1
10.55732856179419,-10.557328561794193,1.3447944172233827e-15,1.3447944172233635e-15,2.0703469448591282e-14,2.0703469448590395e-14,5.245084852146045,-5.24508485214605,ENSG00000169991,IFFO2
8.47393502356038,-8.47393502356039,5.07878168379673e-12,5.078781683796511e-12,2.7804707296810492e-11,2.7804707296809293e-11,4.685325493936677,-4.685325493936687,ENSG00000127481,UBR4
