top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results
10,pairwise,Sp09D07-Sp09D04,DDR1,5.8190801015630225,1.698717452773995e-8,2.454769976155442e-7,3937,-0.6285021823871562,ENSG00000204580,,,
1,pairwise,Sp09D08-Sp09D04,HBA1,21.44352298984406,6.840352874324881e-60,8.520343540259071e-56,8920,-5.1213037044278,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D04,HBA2,20.922107717314006,4.194943755699162e-58,2.612610971049438e-54,8919,-5.60675018276949,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D04,HBB,19.493977600892677,3.7474854180538346e-53,1.5559559455759521e-49,6560,-5.849546813997662,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D04,VIM,15.249799939113387,3.7923086056532564e-38,1.180924899800424e-34,6075,-2.1509326358410235,ENSG00000026025,,,
5,pairwise,Sp09D08-Sp09D04,B2M,13.785480249825198,5.604868017395806e-33,1.1635706004113693e-29,8646,-1.395309877507012,ENSG00000166710,,,
6,pairwise,Sp09D08-Sp09D04,S100A6,13.72087229660762,9.443587120967783e-33,1.6804188739824956e-29,789,-1.727949816143231,ENSG00000197956,,,
7,pairwise,Sp09D08-Sp09D04,TAGLN,13.67631120241729,1.353030752785854e-32,2.1066688820875744e-29,7131,-4.128487311129027,ENSG00000149591,,,
8,pairwise,Sp09D08-Sp09D04,CALD1,13.632040081462678,1.933658778398331e-32,2.67618374930329e-29,4939,-2.1871368680839733,ENSG00000122786,,,
9,pairwise,Sp09D08-Sp09D04,IGFBP7,13.456739759964465,7.935589229806616e-32,9.88456994464712e-29,2947,-1.7389661377287027,ENSG00000163453,,,
10,pairwise,Sp09D08-Sp09D04,IFI27,13.310412470821582,2.572434959490863e-31,2.6701874879515157e-28,8456,-1.831380077428718,ENSG00000165949,,,
1,pairwise,Sp09D09-Sp09D04,HOPX,10.815858640403937,7.836743509244203e-23,1.2201809643893224e-19,2943,-1.5780724144195641,ENSG00000171476,,,
2,pairwise,Sp09D09-Sp09D04,C14orf132,10.630865306782741,3.1658538222870175e-22,4.134204719946692e-19,8467,-1.208124418263723,ENSG00000227051,,,
3,pairwise,Sp09D09-Sp09D04,MEF2C,10.624582646628367,3.3190468207664517e-22,4.134204719946692e-19,3453,-1.632219402022887,ENSG00000081189,,,
4,pairwise,Sp09D09-Sp09D04,TMEM200A,10.083405052321934,1.8636781925632755e-20,1.7856904281975508e-17,4313,-2.909476084349855,ENSG00000164484,,,
5,pairwise,Sp09D09-Sp09D04,CBLN4,9.973322112826057,4.183248894738187e-20,3.4737698821905904e-17,11492,-3.20319705225193,ENSG00000054803,,,
6,pairwise,Sp09D09-Sp09D04,ATP1B1,9.59548438035255,6.511016772205626e-19,4.2684855218206986e-16,941,-0.7138824126444501,ENSG00000143153,,,
7,pairwise,Sp09D09-Sp09D04,NTNG1,9.435541489453811,2.050601583408176e-18,1.2162996820443923e-15,620,-2.8146674410582992,ENSG00000162631,,,
8,pairwise,Sp09D09-Sp09D04,ATP1A1,9.333180726232879,4.252511130784373e-18,2.4076944838659157e-15,692,-0.7741193712856411,ENSG00000163399,,,
9,pairwise,Sp09D09-Sp09D04,MET,9.15719603811345,1.476727740161883e-17,7.074661819790929e-15,4881,-3.2305456694501755,ENSG00000105976,,,
10,pairwise,Sp09D09-Sp09D04,COL5A2,9.030883943173357,3.5825336200682755e-17,1.53875995764036e-14,1842,-2.9147688467279873,ENSG00000204262,,,
1,pairwise,Sp09D06-Sp09D05,CNP,16.77898382842424,1.4092030707532191e-43,1.7553033449302096e-39,9841,-2.184521543757338,ENSG00000173786,,,
2,pairwise,Sp09D06-Sp09D05,CLDND1,16.62726115901205,4.8716785584737286e-43,3.0340814062174385e-39,2425,-2.1333253532964402,ENSG00000080822,,,
3,pairwise,Sp09D06-Sp09D05,QDPR,15.6112299808051,1.9788117461487568e-39,8.216026370009638e-36,2862,-1.6516951953995394,ENSG00000151552,,,
4,pairwise,Sp09D06-Sp09D05,DBNDD2,15.374922461793759,1.3648377095228993e-38,4.2501046274543083e-35,11443,-2.033876886089489,ENSG00000244274,,,
5,pairwise,Sp09D06-Sp09D05,PLP1,15.111781444904233,1.1701007719275768e-37,2.9149550430259793e-34,12276,-2.609305679415918,ENSG00000123560,,,
6,pairwise,Sp09D06-Sp09D05,CNTN2,14.971588497768055,3.6723620654570566e-37,7.623823647888849e-34,1059,-2.211014333599195,ENSG00000184144,,,
7,pairwise,Sp09D06-Sp09D05,RNASE1,14.120734278056245,3.7182343284654227e-34,6.616332399337901e-31,8120,-2.060275582684084,ENSG00000129538,,,
8,pairwise,Sp09D06-Sp09D05,SOX2-OT,14.018126829306631,8.538321985970519e-34,1.3294167332156098e-30,2690,-1.740135220899644,ENSG00000242808,,,
9,pairwise,Sp09D06-Sp09D05,TF,13.878034924121753,2.6527812162788682e-33,3.671449203329954e-30,2556,-2.6359059963182085,ENSG00000091513,,,
10,pairwise,Sp09D06-Sp09D05,PTP4A2,13.651810499501737,1.6486883948036904e-32,1.866914785970433e-29,277,-1.453383366067234,ENSG00000184007,,,
1,pairwise,Sp09D07-Sp09D05,MBP,8.452157588839787,1.913308470850767e-15,4.863708227125949e-13,10400,-1.6958824959456944,ENSG00000197971,,,
2,pairwise,Sp09D07-Sp09D05,MOBP,8.31084209830875,4.945259471916571e-15,1.02663586636988e-12,2203,-1.673871705923628,ENSG00000168314,,,
3,pairwise,Sp09D07-Sp09D05,BCAS1,7.971223400969128,4.6678465909608255e-14,6.4602996818897825e-12,11489,-1.4559639256670716,ENSG00000064787,,,
4,pairwise,Sp09D07-Sp09D05,CLDND1,7.011391363200864,1.9497945203484062e-11,1.037890621600844e-9,2425,-0.8995816457055517,ENSG00000080822,,,
5,pairwise,Sp09D07-Sp09D05,TP53INP2,6.961575323664049,2.6313497099559578e-11,1.3222017730464118e-9,11368,-1.09844576659986,ENSG00000078804,,,
6,pairwise,Sp09D07-Sp09D05,ERMN,6.848957875569977,5.155211009556605e-11,2.326569142573807e-9,1748,-1.406660790126181,ENSG00000136541,,,
7,pairwise,Sp09D07-Sp09D05,PLP1,6.773031444159016,8.079383305985212e-11,3.4347030190905054e-9,12276,-1.169478891587998,ENSG00000123560,,,
8,pairwise,Sp09D07-Sp09D05,CNTN2,6.757308655412781,8.863495226975148e-11,3.6652480064007853e-9,1059,-0.9979239207582307,ENSG00000184144,,,
9,pairwise,Sp09D07-Sp09D05,QDPR,6.730781434494358,1.0359372606992648e-10,4.122566939063911e-9,2862,-0.7121283441668567,ENSG00000151552,,,
10,pairwise,Sp09D07-Sp09D05,LPAR1,6.717455194077956,1.1201864887526726e-10,4.415519906298509e-9,5771,-1.3059115107061094,ENSG00000198121,,,
1,pairwise,Sp09D08-Sp09D05,HBA1,23.98429791520475,2.005063056187595e-68,2.497506542787268e-64,8920,-5.728110712937069,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D05,HBA2,20.723052564901053,2.033060735637505e-57,1.2661902261550382e-53,8919,-5.553406966720138,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D05,HBB,18.730005064785438,1.7812273969927368e-50,7.395656152313843e-47,6560,-5.620302007931858,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D05,CALD1,10.349152764536278,2.606133769546353e-21,4.057750279183671e-18,4939,-1.66042745102623,ENSG00000122786,,,
5,pairwise,Sp09D08-Sp09D05,TAGLN,9.659927379486206,4.0907409997863307e-19,4.2461891577782113e-16,7131,-2.9160558737203743,ENSG00000149591,,,
6,pairwise,Sp09D08-Sp09D05,HLA-B,9.172701004848307,1.3239470137096735e-17,9.700637648686879e-15,3942,-1.1168119226612898,ENSG00000234745,,,
7,pairwise,Sp09D08-Sp09D05,TPM1,9.052166472148185,3.0869406191620046e-17,1.9225466176140965e-14,8710,-0.9498544947437644,ENSG00000140416,,,
8,pairwise,Sp09D08-Sp09D05,FLNA,8.957819755105318,5.964704305645429e-17,3.230276383961716e-14,12404,-1.6912632989092256,ENSG00000196924,,,
9,pairwise,Sp09D08-Sp09D05,CLDN5,8.836538386799388,1.3837218615013753e-16,6.894255802744452e-14,11713,-1.456678107860606,ENSG00000184113,,,
10,pairwise,Sp09D08-Sp09D05,COL1A2,8.785434415639696,1.9690841535825452e-16,8.759611506080065e-14,4749,-2.521976409702033,ENSG00000164692,,,
1,pairwise,Sp09D09-Sp09D05,SERPINI1,14.021710694919383,8.29408336813518e-34,9.391918403044708e-31,2655,-1.2135851647710219,ENSG00000163536,,,
2,pairwise,Sp09D09-Sp09D05,WASF1,13.207818996677034,5.85903207990163e-31,2.919204143490188e-28,4252,-1.2713141121824405,ENSG00000112290,,,
3,pairwise,Sp09D09-Sp09D05,LMO4,12.861008972116576,9.377712955680674e-30,3.768025566966403e-27,552,-1.5060445089743943,ENSG00000143013,,,
4,pairwise,Sp09D09-Sp09D05,PJA2,11.949216339159452,1.263363834254626e-26,2.861174530813749e-24,3490,-0.745947493812249,ENSG00000198961,,,
5,pairwise,Sp09D09-Sp09D05,HSP90AB1,11.909413123757352,1.7247682216139898e-26,3.769072450600676e-24,4107,-0.6752485735198306,ENSG00000096384,,,
6,pairwise,Sp09D09-Sp09D05,CHN1,11.751557863173078,5.910460443601829e-26,1.2068966440246619e-23,1810,-1.1620879391849286,ENSG00000128656,,,
7,pairwise,Sp09D09-Sp09D05,DCLK1,11.744167669403968,6.260523301571471e-26,1.2577593265221653e-23,7948,-1.124212032797237,ENSG00000133083,,,
8,pairwise,Sp09D09-Sp09D05,YWHAB,11.647358041286058,1.3289876189688183e-25,2.5865421534180626e-23,11436,-0.7971421070894582,ENSG00000166913,,,
9,pairwise,Sp09D09-Sp09D05,ATP6V1B2,11.589368315652504,2.0842112581510666e-25,3.8747664823178634e-23,5089,-1.0661493947539666,ENSG00000147416,,,
10,pairwise,Sp09D09-Sp09D05,STMN2,11.422691256677606,7.566641105415646e-25,1.2083343796032985e-22,5278,-1.1771322261814259,ENSG00000104435,,,
1,pairwise,Sp09D07-Sp09D06,FAM131A,7.718974141057319,2.3866075921241514e-13,4.514358079780579e-11,2712,-0.7411793820112393,ENSG00000175182,,,
2,pairwise,Sp09D07-Sp09D06,CHN1,7.717423613319435,2.410432043996807e-13,4.514358079780579e-11,1810,-0.7564068898714069,ENSG00000128656,,,
3,pairwise,Sp09D07-Sp09D06,TMEM130,7.671899773203178,3.224911315149305e-13,5.6576754002112316e-11,4767,-0.729861585892948,ENSG00000166448,,,
4,pairwise,Sp09D07-Sp09D06,BASP1,7.1234324848992525,9.885112343562506e-12,9.471458411647274e-10,3271,-0.676110312358837,ENSG00000176788,,,
5,pairwise,Sp09D07-Sp09D06,SYT1,7.084328623016396,1.2539685545949331e-11,1.1656292773160065e-9,7625,-0.6736422894433325,ENSG00000067715,,,
6,pairwise,Sp09D07-Sp09D06,SNCB,7.058886475881679,1.4631965984536065e-11,1.29259410144242e-9,3750,-0.6975073726384116,ENSG00000074317,,,
7,pairwise,Sp09D07-Sp09D06,SNAP25,6.933070161433092,3.121771182252155e-11,2.4197823946213247e-9,11290,-0.604646713775054,ENSG00000132639,,,
8,pairwise,Sp09D07-Sp09D06,EFR3A,6.9280730707848495,3.216562946697998e-11,2.458006629697562e-9,5415,-0.9240534074066762,ENSG00000132294,,,
9,pairwise,Sp09D07-Sp09D06,PPP3CB,6.805953297047435,6.651905084339154e-11,4.55253460057849e-9,6237,-0.5744878092102628,ENSG00000107758,,,
10,pairwise,Sp09D07-Sp09D06,GNG3,6.763149072478896,8.563860175869644e-11,5.387446583365267e-9,6804,-0.6047487443602,ENSG00000162188,,,
1,pairwise,Sp09D08-Sp09D06,HBA1,20.099721892680613,2.914535228182337e-55,3.630345080223919e-51,8920,-4.800367002927004,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D06,HBA2,17.970908155202633,8.436626210437015e-48,5.254330803860172e-44,8919,-4.815881551949669,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D06,HBB,16.170945700321056,2.0346556222447967e-41,6.335917607670297e-38,6560,-4.852406514323215,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D06,TPM1,13.230091096862703,4.900781902771669e-31,3.0522069690461955e-28,8710,-1.388249048765263,ENSG00000140416,,,
5,pairwise,Sp09D08-Sp09D06,TAGLN,10.832585965336843,6.904218203110018e-23,1.482740378240317e-20,7131,-3.2700479714663855,ENSG00000149591,,,
6,pairwise,Sp09D08-Sp09D06,VIM,10.409247807043421,1.6654244394527287e-21,3.05066570850341e-19,6075,-1.4681891508163663,ENSG00000026025,,,
7,pairwise,Sp09D08-Sp09D06,FLNA,10.107538834244961,1.5601551557999814e-20,2.4498663335402746e-18,12404,-1.9083337173552337,ENSG00000196924,,,
8,pairwise,Sp09D08-Sp09D06,DCN,10.066765462213176,2.1064658003223578e-20,3.1726916593578496e-18,7644,-1.9340643104630395,ENSG00000011465,,,
9,pairwise,Sp09D08-Sp09D06,COL1A2,10.01557859092118,3.06846365575093e-20,4.444277127445766e-18,4749,-2.8751057421650343,ENSG00000164692,,,
10,pairwise,Sp09D08-Sp09D06,IGFBP7,9.84054536140796,1.1035647302566369e-19,1.4780647612985667e-17,2947,-1.2716583262747836,ENSG00000163453,,,
1,pairwise,Sp09D09-Sp09D06,SV2A,20.15434773545787,1.8836631435011357e-55,1.2348899008131655e-52,737,-1.4985378372846814,ENSG00000159164,,,
2,pairwise,Sp09D09-Sp09D06,NEFL,19.93445089211927,1.0933591643728656e-54,6.4851817863944825e-52,5118,-2.2282211364359403,ENSG00000277586,,,
3,pairwise,Sp09D09-Sp09D06,ENC1,19.381978213886583,9.227251218472018e-53,4.420563122203363e-50,3402,-2.3888827906413344,ENSG00000171617,,,
4,pairwise,Sp09D09-Sp09D06,NSF,19.181696297806315,4.6329709112666224e-52,1.9236095223579017e-49,9913,-1.9570252520809994,ENSG00000073969,,,
5,pairwise,Sp09D09-Sp09D06,CHN1,18.761862858706298,1.3764177492275488e-50,5.1953513589025295e-48,1810,-1.8553229111069705,ENSG00000128656,,,
6,pairwise,Sp09D09-Sp09D06,GABRA1,18.42912500671928,2.0394921964759627e-49,6.685240736659102e-47,3705,-2.2346156580207044,ENSG00000022355,,,
7,pairwise,Sp09D09-Sp09D06,PRKAR1B,17.915542842118523,1.3237663464237773e-47,3.664185246901016e-45,4438,-1.614346941883995,ENSG00000188191,,,
8,pairwise,Sp09D09-Sp09D06,RAB6B,17.86216979699779,2.0439550959525719e-47,5.199468570435189e-45,2558,-1.440478717590823,ENSG00000154917,,,
9,pairwise,Sp09D09-Sp09D06,SNAP25,17.862083498668945,2.0453914575411388e-47,5.199468570435189e-45,11290,-1.571696300340225,ENSG00000132639,,,
10,pairwise,Sp09D09-Sp09D06,DNM1,17.835906250694393,2.5312003027737905e-47,6.305726194270067e-45,5870,-1.6476519276340387,ENSG00000106976,,,
1,pairwise,Sp09D08-Sp09D07,HBA1,21.330540146794696,1.665161935884655e-59,2.0741257073379264e-55,8920,-5.094320290698658,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D07,HBA2,19.61340201427583,1.435210482326585e-53,8.93849088392997e-50,8919,-5.256040491430484,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D07,HBB,18.3366430550192,4.319401446795906e-49,1.79341548070966e-45,6560,-5.502266092528409,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D07,FLNA,14.384205553426067,4.3826450674053937e-35,1.3647556739900396e-31,12404,-2.715781250522581,ENSG00000196924,,,
5,pairwise,Sp09D08-Sp09D07,ACTA2,13.907878595450669,2.0839213465718207e-33,5.1914648585797195e-30,6289,-4.6249042072044535,ENSG00000107796,,,
6,pairwise,Sp09D08-Sp09D07,DUSP5,12.868601076447998,8.826876860360878e-30,1.8324596362109183e-26,6407,-3.7345075283690354,ENSG00000138166,,,
7,pairwise,Sp09D08-Sp09D07,CYP1B1,12.83628585393715,1.142047343589743e-29,2.032191673107691e-26,1385,-3.9419202929582706,ENSG00000138061,,,
8,pairwise,Sp09D08-Sp09D07,VIM,12.677644183016108,4.036323899519976e-29,6.284556311552602e-26,6075,-1.7881387774071271,ENSG00000026025,,,
9,pairwise,Sp09D08-Sp09D07,DCN,12.343354611561717,5.701661714182562e-28,7.891099812428666e-25,7644,-2.371451059947752,ENSG00000011465,,,
10,pairwise,Sp09D08-Sp09D07,COL1A2,11.8752866575003,2.2518844588248974e-26,2.804947281912292e-23,4749,-3.4089598068537175,ENSG00000164692,,,
1,pairwise,Sp09D09-Sp09D07,SERPINI1,15.859921540144821,2.5899885566023044e-40,1.0753632487012768e-36,2655,-1.3726831136607487,ENSG00000163536,,,
2,pairwise,Sp09D09-Sp09D07,ATP1A1,15.162113904750568,7.759094874941412e-38,2.1042623482230025e-34,692,-1.2575869285715928,ENSG00000163399,,,
3,pairwise,Sp09D09-Sp09D07,ATP1B1,15.151710392929985,8.446782065763499e-38,2.1042623482230025e-34,941,-1.127253105965396,ENSG00000143153,,,
4,pairwise,Sp09D09-Sp09D07,RTN3,14.894043663451033,6.911115362435508e-37,1.4347475492416114e-33,6823,-0.9653109106761075,ENSG00000133318,,,
5,pairwise,Sp09D09-Sp09D07,ENC1,13.909858119369224,2.0508195641201446e-33,2.3222734991527743e-30,3402,-1.7144287499929298,ENSG00000171617,,,
6,pairwise,Sp09D09-Sp09D07,SV2A,13.845194831102685,3.459449365176566e-33,3.5909084410532756e-30,737,-1.0294328842249838,ENSG00000159164,,,
7,pairwise,Sp09D09-Sp09D07,TUBB3,13.600890600649322,2.485648105319001e-32,2.0640821866568985e-29,9489,-1.3709439198393545,ENSG00000258947,,,
8,pairwise,Sp09D09-Sp09D07,KLC1,13.525190244923209,4.574074472866757e-32,3.56091697712677e-29,8508,-0.9563200769865716,ENSG00000126214,,,
9,pairwise,Sp09D09-Sp09D07,HSP90AB1,13.463726185704509,7.501830185035253e-32,5.191266488044395e-29,4107,-0.7633761468080049,ENSG00000096384,,,
10,pairwise,Sp09D09-Sp09D07,MEF2C,13.437936599370532,9.231448877807268e-32,5.598573530296052e-29,3453,-2.0644256410021473,ENSG00000081189,,,
1,pairwise,Sp09D09-Sp09D08,SERPINI1,15.813537088176044,3.784745720483384e-40,2.6190440385745017e-37,2655,-1.368668519150125,ENSG00000163536,,,
2,pairwise,Sp09D09-Sp09D08,WASF1,14.89754933775188,6.716395351536196e-37,2.7886473499578282e-34,4252,-1.4339585297756674,ENSG00000112290,,,
3,pairwise,Sp09D09-Sp09D08,RTN3,14.743287553799044,2.3608505256502163e-36,8.649045337499734e-34,6823,-0.9555401243949255,ENSG00000133318,,,
4,pairwise,Sp09D09-Sp09D08,ATP1B1,14.634348702896219,5.7318328431130204e-36,2.039877425537594e-33,941,-1.0887625622001043,ENSG00000143153,,,
5,pairwise,Sp09D09-Sp09D08,PRNP,14.319988107888197,7.38351089199002e-35,2.358179786426351e-32,11274,-0.8639397649077516,ENSG00000171867,,,
6,pairwise,Sp09D09-Sp09D08,SV2A,14.17954468960955,2.30806141689229e-34,6.533912047456901e-32,737,-1.054292826131305,ENSG00000159164,,,
7,pairwise,Sp09D09-Sp09D08,KLC1,13.698268423288301,1.1333544162403917e-32,2.714819732440446e-30,8508,-0.9685578447267265,ENSG00000126214,,,
8,pairwise,Sp09D09-Sp09D08,ATP6V1B2,13.391784079165475,1.337943701857631e-31,2.7320371721866644e-29,5089,-1.2319603710751696,ENSG00000147416,,,
9,pairwise,Sp09D09-Sp09D08,NSF,13.342995966925223,1.9801535228601843e-31,3.942178824071505e-29,9913,-1.361327988947144,ENSG00000073969,,,
10,pairwise,Sp09D09-Sp09D08,NDRG4,13.234933715742132,4.7140918314045295e-31,8.896776947268912e-29,9293,-1.0616235650098567,ENSG00000103034,,,
1,anova,,GFAP,154.9443866163628,2.027682489126399e-95,2.5256813084558424e-91,9897,NA,ENSG00000131095,,,
2,anova,,HBA1,151.95294511429634,1.6865900602661896e-94,1.050408289533783e-90,8920,NA,ENSG00000206172,,,
3,anova,,SCD,136.4181366081687,1.8016770016846175e-89,7.480562910994531e-86,6353,NA,ENSG00000099194,,,
4,anova,,CRYAB,134.53081418471277,7.898553997367018e-89,2.4596097147800893e-85,7107,NA,ENSG00000109846,,,
5,anova,,HBA2,128.6312894490472,8.937535323162029e-87,2.2265187997061244e-83,8919,NA,ENSG00000188536,,,
6,anova,,SELENOP,127.49166881481958,2.2723880049106006e-86,4.7174774981944066e-83,3319,NA,ENSG00000250722,,,
7,anova,,PLP1,124.4742006116971,2.776321029518346e-85,4.940264963382931e-82,12276,NA,ENSG00000123560,,,
8,anova,,LINC00844,122.9807908073561,9.752228143528566e-85,1.5184219219473977e-81,6171,NA,ENSG00000237949,,,
9,anova,,RNASE1,119.88328973193518,1.3724877723161402e-83,1.899523076885538e-80,8120,NA,ENSG00000129538,,,
10,anova,,PPP1R14A,118.12609647190827,6.299170509096035e-83,7.846246786130021e-80,10883,NA,ENSG00000167641,,,
