top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results,anno,SpD
7,pairwise,Sp10D01-Sp10D07,TMEM130,19.78071614783724,4.70700756031118e-56,7.407962819589739e-54,4584,1.7601411005493004,ENSG00000166448,,,,NA,NA
8,pairwise,Sp10D01-Sp10D07,MAPK1,19.481071743572528,6.0855614069859545e-55,8.98634567764926e-53,11279,1.541753724327915,ENSG00000100030,,,,NA,NA
9,pairwise,Sp10D01-Sp10D07,SV2A,19.427347741785518,9.63462991613695e-55,1.3884314268302898e-52,702,1.3148174857138404,ENSG00000159164,,,,NA,NA
10,pairwise,Sp10D01-Sp10D07,NSF,19.380901659626893,1.4334919973165332e-54,2.0171762094003594e-52,9538,1.8998051257071191,ENSG00000073969,,,,NA,NA
1,pairwise,Sp10D01-Sp10D08,ENC1,16.947093682250802,1.7716202582806354e-45,1.5135964220924773e-42,3267,1.9984295645364494,ENSG00000171617,,,,NA,NA
2,pairwise,Sp10D01-Sp10D08,ATP6V1H,16.691334000449586,1.607527901291574e-44,1.281842748489901e-41,5006,1.5372588082418188,ENSG00000047249,,,,NA,NA
3,pairwise,Sp10D01-Sp10D08,NPTN,16.455158343825346,1.231172389040689e-43,8.662384085479813e-41,8450,1.3688039108445569,ENSG00000156642,,,,NA,NA
4,pairwise,Sp10D01-Sp10D08,NPTXR,16.043825783402628,4.255877068533634e-42,2.1210227340304498e-39,11416,2.0603521429676164,ENSG00000221890,,,,NA,NA
5,pairwise,Sp10D01-Sp10D08,MAPK1,15.945743909679997,9.898405297977088e-42,4.7357930307641584e-39,11279,1.2619639403586476,ENSG00000100030,,,,NA,NA
6,pairwise,Sp10D01-Sp10D08,HOPX,15.4116783652914,9.740045550520581e-40,3.4264907302875494e-37,2836,2.0961941626025062,ENSG00000171476,,,,NA,NA
7,pairwise,Sp10D01-Sp10D08,ATP1A1,15.356471905914109,1.563954758611235e-39,5.344703676499708e-37,666,1.1853245894642832,ENSG00000163399,,,,NA,NA
8,pairwise,Sp10D01-Sp10D08,YWHAZ,14.755771146487831,2.669645695405172e-37,7.982908040685315e-35,5139,1.0323270741579655,ENSG00000164924,,,,NA,NA
9,pairwise,Sp10D01-Sp10D08,RTN4,14.467023141896238,3.126741164423306e-36,8.499761606287992e-34,1383,0.9639938209417078,ENSG00000115310,,,,NA,NA
10,pairwise,Sp10D01-Sp10D08,NCDN,14.422137688860952,4.580499972569693e-36,1.2174968927090245e-33,301,1.2440532640810584,ENSG00000020129,,,,NA,NA
1,pairwise,Sp10D01-Sp10D09,NPTN,15.831252183236426,2.65020420266413e-41,7.20433919728765e-39,8450,1.3169049758862945,ENSG00000156642,,,,NA,NA
2,pairwise,Sp10D01-Sp10D09,PRNP,15.77533454054078,4.2863961160306534e-41,1.1393240876409478e-38,10830,0.8606420553493273,ENSG00000171867,,,,NA,NA
3,pairwise,Sp10D01-Sp10D09,MAPK1,15.55864548715516,2.758695523890107e-40,6.734032073724403e-38,11279,1.2313285398804368,ENSG00000100030,,,,NA,NA
4,pairwise,Sp10D01-Sp10D09,WASF1,15.306889714785356,2.392596938843107e-39,5.503433074135078e-37,4086,1.4257448747628247,ENSG00000112290,,,,NA,NA
5,pairwise,Sp10D01-Sp10D09,ATP6V1H,15.185469145777832,6.772794511099586e-39,1.3967137094355543e-36,5006,1.3985698327648697,ENSG00000047249,,,,NA,NA
6,pairwise,Sp10D01-Sp10D09,ARPP19,14.634995939092404,7.478667854634593e-37,1.2423936973511718e-34,8359,1.0699142456916668,ENSG00000128989,,,,NA,NA
7,pairwise,Sp10D01-Sp10D09,ENC1,13.89555076585947,3.976282272495688e-34,5.343855310260779e-32,3267,1.6385865321022148,ENSG00000171617,,,,NA,NA
8,pairwise,Sp10D01-Sp10D09,GRIA2,13.541438665729501,7.853435686761173e-33,9.032206177822153e-31,3038,1.1873801666744477,ENSG00000120251,,,,NA,NA
9,pairwise,Sp10D01-Sp10D09,KLC1,13.3743922178998,3.1890766426084623e-32,3.598542049267907e-30,8189,0.8791384432025549,ENSG00000126214,,,,NA,NA
10,pairwise,Sp10D01-Sp10D09,CHN1,13.26744565800167,7.805060385046543e-32,8.564800666563459e-30,1749,1.1705164478670476,ENSG00000128656,,,,NA,NA
1,pairwise,Sp10D01-Sp10D10,ARPP19,13.772658531359227,1.1217515793319547e-33,2.2362117733982517e-30,8359,1.0158321916027173,ENSG00000128989,,,,NA,NA
2,pairwise,Sp10D01-Sp10D10,MAST3,13.398006664256474,2.616589722922457e-32,4.471004239410787e-29,10328,1.208020589167428,ENSG00000099308,,,,NA,NA
3,pairwise,Sp10D01-Sp10D10,FKBP1A,12.977388354441048,8.764504947381562e-31,1.3104030459453859e-27,10798,1.20667921639415,ENSG00000088832,,,,NA,NA
4,pairwise,Sp10D01-Sp10D10,BAIAP2,12.380133064164902,1.2175633469809134e-28,1.4563275193238705e-25,9780,1.2961590736274493,ENSG00000175866,,,,NA,NA
5,pairwise,Sp10D01-Sp10D10,MAPK1,12.366674075038171,1.3596841220488564e-28,1.4784710712569428e-25,11279,0.9874222362313709,ENSG00000100030,,,,NA,NA
6,pairwise,Sp10D01-Sp10D10,ENC1,12.163981634815457,7.137569475598454e-28,7.114372374802759e-25,3267,1.4471621630435205,ENSG00000171617,,,,NA,NA
7,pairwise,Sp10D01-Sp10D10,ATP2B4,12.059434449174093,1.6730020200527738e-27,1.5392905509116328e-24,1007,1.1821961933651872,ENSG00000058668,,,,NA,NA
8,pairwise,Sp10D01-Sp10D10,NPTX1,11.507349946804977,1.4420631990150257e-25,1.2320369945299087e-22,9776,1.630627343470218,ENSG00000171246,,,,NA,NA
9,pairwise,Sp10D01-Sp10D10,YWHAZ,11.27000835543012,9.570695806342034e-25,7.631672835977137e-22,5139,0.79547671585836,ENSG00000164924,,,,NA,NA
10,pairwise,Sp10D01-Sp10D10,PTK2B,11.26140731277398,1.024728059584427e-24,7.660482700430831e-22,4926,1.293081233232079,ENSG00000120899,,,,NA,NA
1,pairwise,Sp10D02-Sp10D03,FAM107A,10.440415304457451,6.301774637509492e-22,7.537552643925102e-18,2289,0.7391078796137585,ENSG00000168309,,,,NA,NA
2,pairwise,Sp10D02-Sp10D03,MT3,9.447907368027707,1.1000597080300979e-18,6.5789070838740004e-15,8908,0.7599205802380684,ENSG00000087250,,,,NA,NA
3,pairwise,Sp10D02-Sp10D03,CST3,9.265313039562113,4.1702258340855264e-18,1.6626690400498993e-14,10881,0.8052059534711731,ENSG00000101439,,,,NA,NA
4,pairwise,Sp10D02-Sp10D03,FTL,9.142931570212692,1.0109147624560324e-17,3.0228878684341506e-14,10637,0.6143782154268234,ENSG00000087086,,,,NA,NA
5,pairwise,Sp10D02-Sp10D03,C1orf61,8.989631910297415,3.037615655036649e-17,7.266584169978671e-14,824,0.7470764963692762,ENSG00000125462,,,,NA,NA
6,pairwise,Sp10D02-Sp10D03,RPS21,8.853561193618726,7.997154273381563e-17,1.5942327043986144e-13,11071,0.6181144978324777,ENSG00000171858,,,,NA,NA
7,pairwise,Sp10D02-Sp10D03,METRN,8.671117085665232,2.8905176664839705e-16,4.939068829830682e-13,8612,0.664182474759655,ENSG00000103260,,,,NA,NA
8,pairwise,Sp10D02-Sp10D03,ENHO,8.533854256504531,7.52401413055753e-16,1.1249341626949827e-12,5362,0.679759690553368,ENSG00000168913,,,,NA,NA
9,pairwise,Sp10D02-Sp10D03,NDRG2,8.460210238544322,1.2524985277148017e-15,1.6645705433329715e-12,7814,0.6520924645854471,ENSG00000165795,,,,NA,NA
10,pairwise,Sp10D02-Sp10D03,MT1E,8.34883434645958,2.693807263469843e-15,3.176809403666439e-12,8910,0.8164292545678151,ENSG00000169715,,,,NA,NA
1,pairwise,Sp10D02-Sp10D04,HOPX,10.168783551714835,5.034108178171235e-21,3.010648395955307e-17,2836,1.383090421214483,ENSG00000171476,,,,NA,NA
2,pairwise,Sp10D02-Sp10D04,CBLN4,8.32021770265884,3.276429975492733e-15,3.918937893686858e-12,11041,2.385140862637966,ENSG00000054803,,,,NA,NA
3,pairwise,Sp10D02-Sp10D04,ATP6V1H,7.406374501200954,1.3654672813442787e-12,1.006534454255161e-9,5006,0.6821212995199843,ENSG00000047249,,,,NA,NA
4,pairwise,Sp10D02-Sp10D04,PRKCA,7.023628098323391,1.491636032360987e-11,8.495932658604652e-9,9660,0.7344698031191133,ENSG00000154229,,,,NA,NA
5,pairwise,Sp10D02-Sp10D04,CCK,6.957205632825269,2.2391738049832816e-11,1.2173980855184103e-8,2132,1.0801114793787594,ENSG00000187094,,,,NA,NA
6,pairwise,Sp10D02-Sp10D04,CAMK2N1,6.91848345278843,2.8340722955165172e-11,1.4738408142031767e-8,157,0.6298183005072548,ENSG00000162545,,,,NA,NA
7,pairwise,Sp10D02-Sp10D04,NECAB2,6.875214177113401,3.6837273141119806e-11,1.6946562463112847e-8,9072,1.2250162194653909,ENSG00000103154,,,,NA,NA
8,pairwise,Sp10D02-Sp10D04,PCDH8,6.762667060262582,7.247457298126907e-11,2.9892012669964115e-8,7720,1.766480348487879,ENSG00000136099,,,,NA,NA
9,pairwise,Sp10D02-Sp10D04,TMEM200A,6.719223457613773,9.391460710782676e-11,3.744375385389053e-8,4145,1.9217666079251603,ENSG00000164484,,,,NA,NA
10,pairwise,Sp10D02-Sp10D04,MT1H,6.709876504806311,9.928462997432432e-11,3.830785352009333e-8,8915,2.3196953513942553,ENSG00000205358,,,,NA,NA
1,pairwise,Sp10D02-Sp10D05,HOPX,14.271368033822915,1.649195006510676e-35,1.9726021472874193e-31,2836,1.9410967226142208,ENSG00000171476,,,,NA,NA
2,pairwise,Sp10D02-Sp10D05,C14orf132,11.530163024857256,1.2012782701526039e-25,1.5964988210328105e-22,8149,1.2725107948877854,ENSG00000227051,,,,NA,NA
3,pairwise,Sp10D02-Sp10D05,CAMK2N1,11.239354688826227,1.2207552833903917e-24,1.3274049040574977e-21,157,1.023165165779469,ENSG00000162545,,,,NA,NA
4,pairwise,Sp10D02-Sp10D05,RAMP1,11.086268558352947,4.099637285332802e-24,4.08631346415547e-21,1956,1.1011364348861594,ENSG00000132329,,,,NA,NA
5,pairwise,Sp10D02-Sp10D05,COX6A1,10.900505632934808,1.767222455842736e-23,1.5098391281667835e-20,7499,0.7721494649726264,ENSG00000111775,,,,NA,NA
6,pairwise,Sp10D02-Sp10D05,CUX2,9.973279952533645,2.211177509347414e-20,1.5930030160974012e-17,7447,3.4696943011570984,ENSG00000111249,,,,NA,NA
7,pairwise,Sp10D02-Sp10D05,MT1F,9.970139906997908,2.264112638881015e-20,1.5930030160974012e-17,8913,1.1742503380506495,ENSG00000198417,,,,NA,NA
8,pairwise,Sp10D02-Sp10D05,PRKCA,9.858129233955118,5.252738341936217e-20,3.073877136414804e-17,9660,1.0308772241676882,ENSG00000154229,,,,NA,NA
9,pairwise,Sp10D02-Sp10D05,GLUL,9.854517261095403,5.396824668899831e-20,3.073877136414804e-17,943,0.9190051155145245,ENSG00000135821,,,,NA,NA
10,pairwise,Sp10D02-Sp10D05,SLC6A1,9.78212189126474,9.273701877026722e-20,4.7884559451047405e-17,2029,0.802127010523801,ENSG00000157103,,,,NA,NA
1,pairwise,Sp10D02-Sp10D06,LMO4,10.411051085252177,7.898372453991452e-22,1.574540548703196e-18,529,1.1209527904024874,ENSG00000143013,,,,NA,NA
2,pairwise,Sp10D02-Sp10D06,ARPP19,9.332635907157549,2.5554194758091147e-18,1.9103357718845514e-15,8359,0.6822769304806968,ENSG00000128989,,,,NA,NA
3,pairwise,Sp10D02-Sp10D06,CHN1,9.093129085306972,1.4468476856266385e-17,8.240831032276296e-15,1749,0.8022386095480858,ENSG00000128656,,,,NA,NA
4,pairwise,Sp10D02-Sp10D06,YWHAB,8.795265772315206,1.2076836696973158e-16,5.5558093743267674e-14,10986,0.560777303686482,ENSG00000166913,,,,NA,NA
5,pairwise,Sp10D02-Sp10D06,WASF1,8.647569843827128,3.4081556355387916e-16,1.455891055595696e-13,4086,0.8054692111671082,ENSG00000112290,,,,NA,NA
6,pairwise,Sp10D02-Sp10D06,YWHAZ,8.567359907770202,5.961903389517871e-16,2.228447701313227e-13,5139,0.599380235641009,ENSG00000164924,,,,NA,NA
7,pairwise,Sp10D02-Sp10D06,SNAP25,8.45070854271126,1.3373709838274035e-15,4.3078526964258016e-13,10845,0.676692904076722,ENSG00000132639,,,,NA,NA
8,pairwise,Sp10D02-Sp10D06,GAP43,8.297847405500445,3.817275552733222e-15,1.1136203142985871e-12,2383,0.8258867867536832,ENSG00000172020,,,,NA,NA
9,pairwise,Sp10D02-Sp10D06,VSNL1,8.01909567581038,2.5090867821208717e-14,6.252330625197447e-12,1238,0.8123409388720155,ENSG00000163032,,,,NA,NA
10,pairwise,Sp10D02-Sp10D06,TUBA1B,8.00530109758576,2.751326142015401e-14,6.716043262172697e-12,7149,0.5492040308243382,ENSG00000123416,,,,NA,NA
1,pairwise,Sp10D02-Sp10D07,ENC1,17.263557950220928,1.1564456972087329e-46,5.32009499396679e-44,3267,2.035747559060388,ENSG00000171617,,,,NA,NA
2,pairwise,Sp10D02-Sp10D07,CHN1,17.153161586785746,2.9962864152754022e-46,1.2799493504681818e-43,1749,1.5133325801975115,ENSG00000128656,,,,NA,NA
3,pairwise,Sp10D02-Sp10D07,HOPX,17.072692519528907,5.9974374841545856e-46,2.3140435402571935e-43,2836,2.322114279256005,ENSG00000171476,,,,NA,NA
4,pairwise,Sp10D02-Sp10D07,NEFL,16.992024071653773,1.202526485283244e-45,4.358611906203903e-43,4916,1.8565242716970731,ENSG00000277586,,,,NA,NA
5,pairwise,Sp10D02-Sp10D07,SNCB,16.513044758260534,7.475630097032658e-44,2.292718245913016e-41,3602,1.5079262447440733,ENSG00000074317,,,,NA,NA
6,pairwise,Sp10D02-Sp10D07,OLFM1,16.49957690871235,8.395775500070112e-44,2.510546768908465e-41,5722,1.4780134228797461,ENSG00000130558,,,,NA,NA
7,pairwise,Sp10D02-Sp10D07,SV2A,16.449790345715844,1.289466676605036e-43,3.672216885445913e-41,702,1.1133002955598563,ENSG00000159164,,,,NA,NA
8,pairwise,Sp10D02-Sp10D07,SNAP25,15.943431165970527,1.0097345631611663e-41,2.1044939374259583e-39,10845,1.2766748115994684,ENSG00000132639,,,,NA,NA
9,pairwise,Sp10D02-Sp10D07,RAB6B,15.918659763791682,1.2495819846427422e-41,2.4910416863853064e-39,2465,1.200316969493774,ENSG00000154917,,,,NA,NA
10,pairwise,Sp10D02-Sp10D07,PRKCG,15.592732494681945,2.0585733100687637e-40,3.730696266929164e-38,10702,1.8358946947278367,ENSG00000126583,,,,NA,NA
1,pairwise,Sp10D02-Sp10D08,HOPX,12.67375816974812,1.085510958030762e-29,2.163966094834324e-26,2836,1.7238004365243267,ENSG00000171476,,,,NA,NA
2,pairwise,Sp10D02-Sp10D08,NPTXR,12.005714503593465,2.589297333073008e-27,3.4411761556540275e-24,11416,1.541776876617897,ENSG00000221890,,,,NA,NA
3,pairwise,Sp10D02-Sp10D08,ENC1,11.525407652310474,1.2479203785071715e-25,9.950917098216186e-23,3267,1.3590953013869704,ENSG00000171617,,,,NA,NA
4,pairwise,Sp10D02-Sp10D08,OLFM1,11.40491670729494,3.269771459162893e-25,2.44435852644046e-22,5722,1.0216395289085565,ENSG00000130558,,,,NA,NA
5,pairwise,Sp10D02-Sp10D08,HS6ST3,11.307779451702988,7.088720710269196e-25,4.710454911973881e-22,7754,2.4536252722639933,ENSG00000185352,,,,NA,NA
6,pairwise,Sp10D02-Sp10D08,MEF2C,11.07793364981192,4.3783321517520615e-24,2.6184615433553203e-21,3315,1.6580480895686023,ENSG00000081189,,,,NA,NA
7,pairwise,Sp10D02-Sp10D08,TMEM200A,10.815031053265002,3.44975946540043e-23,1.8755714984388427e-20,4145,3.0932094568587933,ENSG00000164484,,,,NA,NA
8,pairwise,Sp10D02-Sp10D08,WIF1,10.671647433694242,1.0542532019344115e-22,5.254134395140623e-20,7290,3.0095459579011603,ENSG00000156076,,,,NA,NA
9,pairwise,Sp10D02-Sp10D08,PRKCG,10.514572204201242,3.558278594801829e-22,1.6369450104778722e-19,10702,1.2379900273162203,ENSG00000126583,,,,NA,NA
10,pairwise,Sp10D02-Sp10D08,CUX2,10.45516730034734,5.625301777601888e-22,2.4030083772105783e-19,7447,3.6373424362206386,ENSG00000111249,,,,NA,NA
1,pairwise,Sp10D02-Sp10D09,ARPP19,10.660190782413528,1.15236847939227e-22,2.6137537019419414e-20,8359,0.779329903975535,ENSG00000128989,,,,NA,NA
2,pairwise,Sp10D02-Sp10D09,GNAO1,10.63421586571566,1.409762870806134e-22,3.0658497632203946e-20,8903,0.6730321866683191,ENSG00000087258,,,,NA,NA
3,pairwise,Sp10D02-Sp10D09,SNAP25,9.959863955027373,2.4463059106825255e-20,3.8000344152822975e-18,10845,0.7975389554464751,ENSG00000132639,,,,NA,NA
4,pairwise,Sp10D02-Sp10D09,WASF1,9.846390562885496,5.735523866505009e-20,8.265373610514025e-18,4086,0.9171321634588452,ENSG00000112290,,,,NA,NA
5,pairwise,Sp10D02-Sp10D09,RAB6B,9.675460423819228,2.0516102469282785e-19,2.6966274904955098e-17,2465,0.7295601204312305,ENSG00000154917,,,,NA,NA
6,pairwise,Sp10D02-Sp10D09,CHN1,9.562232764346934,4.743467013543594e-19,5.972274626209993e-17,1749,0.8436251421350924,ENSG00000128656,,,,NA,NA
7,pairwise,Sp10D02-Sp10D09,CDK5R1,9.542754460308544,5.476410094370006e-19,6.823264701954129e-17,9388,0.9692888518753104,ENSG00000176749,,,,NA,NA
8,pairwise,Sp10D02-Sp10D09,OLFM1,9.478090428245373,8.814271665306524e-19,1.0649242766538518e-16,5722,0.8490366118913997,ENSG00000130558,,,,NA,NA
9,pairwise,Sp10D02-Sp10D09,RNF11,9.419847401715618,1.351248974704704e-18,1.6002266323210855e-16,422,0.5662211213061479,ENSG00000123091,,,,NA,NA
10,pairwise,Sp10D02-Sp10D09,ANK2,9.28275458684114,3.673949109799468e-18,3.958928405613643e-16,2959,0.593548569871051,ENSG00000145362,,,,NA,NA
1,pairwise,Sp10D02-Sp10D10,ARPP19,9.83291440226071,6.344324403713782e-20,6.898587653892775e-17,8359,0.7252478498865855,ENSG00000128989,,,,NA,NA
2,pairwise,Sp10D02-Sp10D10,MAST3,9.631682295288398,2.838485797832707e-19,2.611625279067462e-16,10328,0.8684329551849403,ENSG00000099308,,,,NA,NA
3,pairwise,Sp10D02-Sp10D10,TTYH1,9.310266675643422,3.0076301038972226e-18,2.3982842448476453e-15,10714,0.6891944893012454,ENSG00000167614,,,,NA,NA
4,pairwise,Sp10D02-Sp10D10,FAM107A,8.96307977916442,3.6715149698265277e-17,2.4397216974497277e-14,2289,0.6345229281788072,ENSG00000168309,,,,NA,NA
5,pairwise,Sp10D02-Sp10D10,SLC17A7,8.219300460009059,6.51458796060843e-15,3.5418630271289736e-12,10645,0.8060475675137813,ENSG00000104888,,,,NA,NA
6,pairwise,Sp10D02-Sp10D10,CTXN1,8.200348183768295,7.407970606193716e-15,3.852466800899263e-12,10162,0.7338409264619301,ENSG00000178531,,,,NA,NA
7,pairwise,Sp10D02-Sp10D10,MT3,8.062023060987993,1.8822934179912456e-14,8.65927368176665e-12,8908,0.6484501809502419,ENSG00000087250,,,,NA,NA
8,pairwise,Sp10D02-Sp10D10,PEA15,8.052234760882694,2.0099561193629006e-14,8.90410560877765e-12,850,0.5185025915341352,ENSG00000162734,,,,NA,NA
9,pairwise,Sp10D02-Sp10D10,FXYD1,8.02484475472784,2.4144690797242347e-14,1.0314094522350562e-11,10412,0.7949930962186702,ENSG00000266964,,,,NA,NA
10,pairwise,Sp10D02-Sp10D10,NDRG2,7.986421033695567,3.120727308233616e-14,1.2871385977166301e-11,7814,0.6155739429917144,ENSG00000165795,,,,NA,NA
1,pairwise,Sp10D03-Sp10D04,ATP1B1,9.56631259499094,4.602753297112679e-19,3.238443069809692e-16,903,0.6651885787371956,ENSG00000143153,,,,NA,NA
2,pairwise,Sp10D03-Sp10D04,ATP1A1,9.510317500931285,6.954506273507214e-19,4.621269418745544e-16,666,0.74060849281096,ENSG00000163399,,,,NA,NA
3,pairwise,Sp10D03-Sp10D04,SERPINI1,9.189055877397976,7.246020910505342e-18,3.768245917850192e-15,2557,0.743797592286116,ENSG00000163536,,,,NA,NA
4,pairwise,Sp10D03-Sp10D04,RTN3,8.51733685623916,8.436988316073762e-16,2.4443696788196476e-13,6554,0.521191338806064,ENSG00000133318,,,,NA,NA
5,pairwise,Sp10D03-Sp10D04,ATP6V1B2,8.447437984755902,1.367882437431429e-15,3.5154112042245143e-13,4887,0.7214450460056927,ENSG00000147416,,,,NA,NA
6,pairwise,Sp10D03-Sp10D04,SV2A,8.27862440824194,4.3519706745389955e-15,9.295343078243023e-13,702,0.5652726384687767,ENSG00000159164,,,,NA,NA
7,pairwise,Sp10D03-Sp10D04,PRNP,7.99554023067131,2.936558398479405e-14,5.017739286316023e-12,10830,0.4400881012200184,ENSG00000171867,,,,NA,NA
8,pairwise,Sp10D03-Sp10D04,CLSTN1,7.83859927173374,8.315103474645347e-14,1.2916487358471818e-11,86,0.4435272598111748,ENSG00000171603,,,,NA,NA
9,pairwise,Sp10D03-Sp10D04,RTN1,7.704331733111806,2.0050704128187885e-13,2.6946794615421945e-11,7977,0.6243105205798596,ENSG00000139970,,,,NA,NA
10,pairwise,Sp10D03-Sp10D04,NSF,7.482134340698524,8.422757113754746e-13,9.158599803420046e-11,9538,0.7399602770918658,ENSG00000073969,,,,NA,NA
1,pairwise,Sp10D03-Sp10D05,C14orf132,10.103747829711045,8.248435858732477e-21,1.973190826125983e-17,8149,1.1250099239238862,ENSG00000227051,,,,NA,NA
2,pairwise,Sp10D03-Sp10D05,MEF2C,8.997275506547158,2.8761577960354564e-17,4.3002154247975116e-14,3315,1.3586175168633279,ENSG00000081189,,,,NA,NA
3,pairwise,Sp10D03-Sp10D05,CUX2,8.2618046516857,4.880183498581798e-15,4.490144217425915e-12,7447,2.8998527946256316,ENSG00000111249,,,,NA,NA
4,pairwise,Sp10D03-Sp10D05,NTNG1,8.0796449306841,1.6723487740766514e-14,1.4287831204807735e-11,596,2.516044553729435,ENSG00000162631,,,,NA,NA
5,pairwise,Sp10D03-Sp10D05,COL5A2,7.951563746485838,3.936059304468861e-14,2.9424503337970025e-11,1778,2.6652839899663743,ENSG00000204262,,,,NA,NA
6,pairwise,Sp10D03-Sp10D05,HOPX,7.833355180888365,8.607470131445104e-14,5.7196639023452715e-11,2836,1.0749226564015473,ENSG00000171476,,,,NA,NA
7,pairwise,Sp10D03-Sp10D05,TCF4,7.481301547948067,8.467756346904001e-13,5.064141683265937e-10,9960,0.6722233002567348,ENSG00000196628,,,,NA,NA
8,pairwise,Sp10D03-Sp10D05,FRMPD2,7.22585572788495,4.2617669909930894e-12,2.3101099297423865e-9,5914,2.306826545100862,ENSG00000170324,,,,NA,NA
9,pairwise,Sp10D03-Sp10D05,CNTN5,7.219224860498682,4.442147678628449e-12,2.3101099297423865e-9,6800,2.549429960892186,ENSG00000149972,,,,NA,NA
10,pairwise,Sp10D03-Sp10D05,CBLN4,7.073766070776167,1.095822003235882e-11,5.242850792281754e-9,11041,2.0458691993589486,ENSG00000054803,,,,NA,NA
1,pairwise,Sp10D03-Sp10D06,SERPINI1,14.081160268415056,8.273567259560782e-35,3.298671266386884e-32,2557,1.1397833731758515,ENSG00000163536,,,,NA,NA
2,pairwise,Sp10D03-Sp10D06,HSP90AB1,13.995265392733483,1.7116727451177542e-34,5.849519344100987e-32,3947,0.7216599026758139,ENSG00000096384,,,,NA,NA
3,pairwise,Sp10D03-Sp10D06,LMO4,13.566173580117734,6.379650437817003e-33,1.5261399777345835e-30,529,1.4736621939651258,ENSG00000143013,,,,NA,NA
4,pairwise,Sp10D03-Sp10D06,SYT1,13.473794361197633,1.385857293290122e-32,3.0138616518260273e-30,7333,1.2163403307740168,ENSG00000067715,,,,NA,NA
5,pairwise,Sp10D03-Sp10D06,YWHAB,13.445197163593162,1.7616151864801824e-32,3.6966103939455194e-30,10986,0.8648812132000696,ENSG00000166913,,,,NA,NA
6,pairwise,Sp10D03-Sp10D06,ATP6V1B2,12.943838420902471,1.1583298346925553e-30,1.8473044203676871e-28,4887,1.1054556567221825,ENSG00000147416,,,,NA,NA
7,pairwise,Sp10D03-Sp10D06,DCLK1,12.885216849159198,1.884681418419142e-30,2.8900864673988915e-28,7648,1.1620311801416854,ENSG00000133083,,,,NA,NA
8,pairwise,Sp10D03-Sp10D06,TUBA1B,12.827151585932747,3.0505816974449146e-30,4.618735149764383e-28,7149,0.8878387567102468,ENSG00000123416,,,,NA,NA
9,pairwise,Sp10D03-Sp10D06,STMN2,12.787224849540175,4.246633893074343e-30,6.270862715439779e-28,5074,1.2737087252490262,ENSG00000104435,,,,NA,NA
10,pairwise,Sp10D03-Sp10D06,CHN1,12.714365286136452,7.760403291594755e-30,1.0793277182647078e-27,1749,1.131703646920128,ENSG00000128656,,,,NA,NA
1,pairwise,Sp10D03-Sp10D07,SV2A,21.57994014308911,1.1377084603347663e-62,1.1340109078386784e-59,702,1.4734995937897324,ENSG00000159164,,,,NA,NA
2,pairwise,Sp10D03-Sp10D07,SYT1,21.02825601705406,1.1835462097625347e-60,7.052895315909106e-58,7333,1.8983157374765476,ENSG00000067715,,,,NA,NA
3,pairwise,Sp10D03-Sp10D07,CHN1,20.70330171857696,1.8468960178842128e-59,9.204468029130446e-57,1749,1.8427976175695537,ENSG00000128656,,,,NA,NA
4,pairwise,Sp10D03-Sp10D07,SNAP25,19.928673975643953,1.3328037902237026e-56,4.308558414828569e-54,10845,1.6099957469754838,ENSG00000132639,,,,NA,NA
5,pairwise,Sp10D03-Sp10D07,NEFL,19.150176239478906,1.033599855075913e-53,2.4725775733125988e-51,4916,2.110941118569566,ENSG00000277586,,,,NA,NA
6,pairwise,Sp10D03-Sp10D07,NSF,19.011784918198263,3.384779535271616e-53,7.497286670626629e-51,9538,1.8802075711951973,ENSG00000073969,,,,NA,NA
7,pairwise,Sp10D03-Sp10D07,RTN1,19.001897589923516,3.6842797352800653e-53,8.012303620669974e-51,7977,1.5397941038007197,ENSG00000139970,,,,NA,NA
8,pairwise,Sp10D03-Sp10D07,DNM1,18.92799226549398,6.944688893308876e-53,1.4833111402297762e-50,5641,1.6284263143669122,ENSG00000106976,,,,NA,NA
9,pairwise,Sp10D03-Sp10D07,ATP6V1B2,18.862819174261297,1.2148306278466578e-52,2.5052739895989436e-50,4887,1.6109603256667464,ENSG00000147416,,,,NA,NA
10,pairwise,Sp10D03-Sp10D07,ENC1,18.696703384677182,5.057092817987188e-52,9.756110838055605e-50,3267,2.2243671952373045,ENSG00000171617,,,,NA,NA
1,pairwise,Sp10D03-Sp10D08,SERPINI1,15.629461826270203,1.5015709253797893e-40,8.98014491923383e-37,2557,1.265108867571647,ENSG00000163536,,,,NA,NA
2,pairwise,Sp10D03-Sp10D08,HSP90AB1,15.168064265534921,7.861608485099393e-39,2.350817477256846e-35,3947,0.7821347773318976,ENSG00000096384,,,,NA,NA
3,pairwise,Sp10D03-Sp10D08,RTN3,14.957522340749161,4.764152327458702e-38,1.1396805197746706e-34,6554,0.9152780059750842,ENSG00000133318,,,,NA,NA
4,pairwise,Sp10D03-Sp10D08,SV2A,14.354818243783823,8.11806336443803e-36,9.710015590204327e-33,702,0.980161145531012,ENSG00000159164,,,,NA,NA
5,pairwise,Sp10D03-Sp10D08,ATP6V1B2,13.94454484037765,2.62834363183167e-34,2.2455441557384716e-31,4887,1.1909199939732265,ENSG00000147416,,,,NA,NA
