Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000228794,LINC01128,7,-2.0767,14,-1.0258,32,1.59111
ENSG00000188976,NOC2L,23,-1.1366,32,-0.6354,54,0.95735
ENSG00000188290,HES4,62,-0.7081,62,-0.7006,107,0.78188
ENSG00000187608,ISG15,179,-0.2902,212,-0.0190,220,0.16970
ENSG00000188157,AGRN,33,-0.7175,39,-0.4745,57,0.65942
ENSG00000131591,C1orf159,13,-0.0368,13,0.02562,13,0.00611
ENSG00000078808,SDF4,67,-0.2687,56,-0.5530,84,0.45472
ENSG00000176022,B3GALT6,13,-1.3816,24,-0.4654,37,0.95066
ENSG00000160087,UBE2J2,27,-0.8978,40,-0.2678,52,0.61823
ENSG00000131584,ACAP3,77,-0.1772,83,-0.0691,88,0.13903
ENSG00000169972,PUSL1,5,-1.6600,9,-0.7531,18,1.25231
ENSG00000127054,INTS11,40,-0.6266,43,-0.4979,64,0.62600
ENSG00000224051,CPTP,8,-1.9257,27,-0.1975,34,0.93331
ENSG00000107404,DVL1,45,-0.4978,82,0.44841,62,-0.0398
ENSG00000175756,AURKAIP1,184,0.04331,185,0.04812,178,-0.0523
ENSG00000221978,CCNL2,46,-0.3314,47,-0.3044,60,0.35806
ENSG00000242485,MRPL20,141,-0.3924,137,-0.4431,193,0.46845
ENSG00000235098,ANKRD65,40,0.62310,20,-0.4962,27,-0.1668
ENSG00000179403,VWA1,163,3.07031,34,-0.0395,17,-2.5173
ENSG00000160072,ATAD3B,7,-0.8447,10,-0.3868,14,0.66894
ENSG00000197785,ATAD3A,25,0.03284,12,-1.0844,26,0.49001
ENSG00000205090,TMEM240,21,-1.0320,28,-0.6286,46,0.90470
ENSG00000160075,SSU72,98,-0.8257,145,-0.2173,179,0.55339
ENSG00000228594,FNDC10,12,-1.9940,40,-0.1572,49,0.91963
ENSG00000272106,AL691432.2,19,-0.3138,15,-0.7024,25,0.55605
ENSG00000197530,MIB2,33,-0.4886,54,0.28613,46,0.06902
ENSG00000215790,SLC35E2A,17,-1.6924,51,0.00875,56,0.70708
ENSG00000008130,NADK,13,-1.1104,25,-0.1876,30,0.65451
ENSG00000078369,GNB1,223,-1.0935,457,0.03248,479,0.49364
ENSG00000187730,GABRD,19,-3.0758,60,-1.4019,179,2.16809
ENSG00000067606,PRKCZ,83,-1.4247,189,-0.1602,229,0.75144
ENSG00000162585,FAAP20,96,0.25741,73,-0.1896,82,-0.0541
ENSG00000157933,SKI,32,0.71487,22,0.12994,19,-0.5195
ENSG00000157916,RER1,71,0.02419,57,-0.3473,72,0.17250
ENSG00000157911,PEX10,36,-0.0490,29,-0.4072,39,0.24796
ENSG00000149527,PLCH2,18,0.17332,16,-0.0274,16,-0.0867
ENSG00000157870,PRXL2B,26,-0.8429,40,-0.1426,47,0.51257
ENSG00000177133,PRDM16-DT,12,-0.1567,35,1.73210,10,-1.1876
ENSG00000158109,TPRG1L,60,-1.7036,145,-0.3441,202,0.97900
ENSG00000116213,WRAP73,9,-0.9337,11,-0.5054,17,0.78361
ENSG00000130764,LRRC47,50,-0.9849,55,-0.8472,106,1.00828
ENSG00000116198,CEP104,35,1.20008,15,-0.2145,15,-0.7223
ENSG00000198912,C1orf174,10,-0.3155,13,0.02617,13,0.15513
ENSG00000196581,AJAP1,10,-1.6641,11,-1.5261,37,1.72524
ENSG00000069424,KCNAB2,49,-2.3722,227,-0.0254,258,0.89785
ENSG00000116254,CHD5,37,-1.6780,80,-0.5203,126,1.09800
ENSG00000116251,RPL22,1234,1.70688,565,0.29248,351,-1.3569
ENSG00000116237,ICMT,17,-1.3690,35,-0.3032,47,0.83387
ENSG00000097021,ACOT7,72,-2.1682,163,-0.9509,350,1.56984
ENSG00000215788,TNFRSF25,2,-3.3939,12,-0.7062,22,1.66000
ENSG00000171680,PLEKHG5,11,-1.3464,14,-0.9946,31,1.27063
ENSG00000162408,NOL9,18,-0.6070,20,-0.4466,29,0.58652
ENSG00000162413,KLHL21,25,-0.5648,23,-0.6703,39,0.68675
ENSG00000116273,PHF13,7,-1.1873,7,-1.1420,18,1.27439
ENSG00000041988,THAP3,19,-0.1716,17,-0.3173,22,0.27458
ENSG00000007923,DNAJC11,18,-0.8298,32,0.05386,32,0.37483
ENSG00000171735,CAMTA1,101,-0.7035,127,-0.3576,171,0.58315
ENSG00000049245,VAMP3,129,3.37766,30,0.31687,9,-3.0283
ENSG00000049246,PER3,28,0.53140,17,-0.3068,20,-0.1821
ENSG00000116288,PARK7,309,-0.1646,328,-0.0689,349,0.13199
ENSG00000116285,ERRFI1,22,0.07065,12,-0.8073,22,0.35396
ENSG00000162426,SLC45A1,15,-1.5067,28,-0.5510,45,1.05701
ENSG00000142599,RERE,57,-0.6553,68,-0.3942,94,0.58087
ENSG00000074800,ENO1,478,-0.5612,488,-0.5267,736,0.60721
ENSG00000171612,SLC25A33,26,-0.4140,29,-0.2520,36,0.37282
ENSG00000188807,TMEM201,8,-0.5052,13,0.20170,12,0.13363
ENSG00000171608,PIK3CD,6,-1.4415,14,-0.1770,18,0.76946
