"cluster_validate","vlmf_mediator_logFC","vlmf_mediator_t","vlmf_mediator_P.Value","vlmf_mediator_adj.P.Val","validate_mediator","pair","mediator","outcome","cluster_outcome","vlmf_outcome_logFC","vlmf_outcome_t","vlmf_outcome_P.Value","vlmf_outcome_adj.P.Val","validate_outcome"
"Astro.1",0.371310122183364,2.70785014321453,0.0149393107474431,0.258612864807148,TRUE,"NPTXR|ENC1","NPTXR","ENC1","Oligo.3",0.210751037111807,1.79687563489809,0.0899645295775299,0.725889073821862,TRUE
"Astro.1",0.371310122183364,2.70785014321453,0.0149393107474431,0.258612864807148,TRUE,"NPTXR|GAD1","NPTXR","GAD1","Oligo.3",0.155773349350906,1.40088737047883,0.179058301856378,0.763788240872958,FALSE
"Astro.1",0.371310122183364,2.70785014321453,0.0149393107474431,0.258612864807148,TRUE,"NPTXR|NPTXR","NPTXR","NPTXR","Oligo.3",0.364406918142273,1.91640389313389,0.0721096968222644,0.671692991249741,TRUE
"Astro.1",0.371310122183364,2.70785014321453,0.0149393107474431,0.258612864807148,TRUE,"NPTXR|SLC17A7","NPTXR","SLC17A7","Oligo.3",0.220923306066298,1.95610879028713,0.066918335281222,0.671692991249741,TRUE
"Astro.1",-0.009041116979038,-0.0554279052624278,0.956444535800164,0.992733472067807,FALSE,"PLPPR4|ENC1","PLPPR4","ENC1","Oligo.3",0.210751037111807,1.79687563489809,0.0899645295775299,0.725889073821862,TRUE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|CABLES1","FZD8","CABLES1","Oligo.3",0.279550016075241,1.61696838967182,0.124104402208256,0.763788240872958,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|CPNE4","FZD8","CPNE4","Oligo.3",0.102772110515409,0.819318956780966,0.423829399235051,0.856351112344369,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|GAD1","FZD8","GAD1","Oligo.3",0.155773349350906,1.40088737047883,0.179058301856378,0.763788240872958,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|GPM6A","FZD8","GPM6A","Oligo.3",0.0914507236260638,1.07142861011661,0.298803547138507,0.792478972845605,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|IGFBP5","FZD8","IGFBP5","Oligo.3",0.0143573079871201,0.105901897000606,0.916887363122279,0.996312003946535,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|KCNJ3","FZD8","KCNJ3","Oligo.3",-0.0695390465097125,-0.721614208334898,0.480241937376614,0.866591000781393,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|NRXN1","FZD8","NRXN1","Oligo.3",-0.0334045676732331,-0.422270630936731,0.678066780862461,0.950778030551237,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|NTRK3","FZD8","NTRK3","Oligo.3",0.0699729207549378,0.64296894284042,0.528736319616221,0.893097867797048,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|SORCS1","FZD8","SORCS1","Oligo.3",0.0112491890982197,0.0861484654194453,0.932344832419397,0.996312003946535,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|SPHKAP","FZD8","SPHKAP","Oligo.3",-0.0260790160141147,-0.13663137789287,0.892911115125209,0.996312003946535,FALSE
"Astro.2",0.336749437852181,2.32761767819881,0.0329742983603819,0.408167526217933,TRUE,"FZD8|TESPA1","FZD8","TESPA1","Oligo.3",0.348729388355234,1.99803199017628,0.0618028023060984,0.671692991249741,TRUE
"Astro.2",-0.198468840898108,-1.01917219738619,0.322862808009493,0.711381853257888,FALSE,"ST18|NAP1L3","ST18","NAP1L3","Oligo.3",-0.097492792029968,-1.14151598452593,0.269322876032943,0.772928309453152,FALSE
