Feature ID,Feature Name,Feature count topic 1to6,Feature log2 fold change topic 1to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000168393,DTYMK,9,-1.7182,36,1.62917,25,0.95270
ENSG00000168395,ING5,34,0.11519,24,-0.4864,38,0.22165
ENSG00000180902,D2HGDH,23,-0.1309,32,0.53582,18,-0.4308
ENSG00000188011,RTP5,25,-0.0730,37,0.60471,16,-0.6940
ENSG00000224318,CHL1-AS2,16,-0.5528,17,-0.0243,29,0.85413
ENSG00000134121,CHL1,320,0.40028,284,-0.0896,200,-0.6530
ENSG00000144619,CNTN4,28,0.55795,17,-0.6863,21,-0.3137
ENSG00000072756,TRNT1,19,0.90589,13,-0.3245,6,-1.4826
ENSG00000113851,CRBN,65,0.52489,44,-0.5190,47,-0.4041
ENSG00000271870,AC024060.2,15,1.23484,7,-0.8670,5,-1.3978
ENSG00000144455,SUMF1,14,0.05243,18,0.37095,10,-0.5785
ENSG00000175928,LRRN1,20,-0.6967,36,0.74550,29,0.38850
ENSG00000150995,ITPR1,132,0.44124,120,-0.0464,74,-0.8048
ENSG00000134107,BHLHE40,71,-0.0442,90,0.37429,57,-0.3697
ENSG00000134108,ARL8B,192,0.50669,151,-0.2735,120,-0.6332
ENSG00000134109,EDEM1,15,-0.1685,21,0.48559,13,-0.2710
ENSG00000196277,GRM7,34,0.21557,44,0.47604,15,-1.2334
ENSG00000196220,SRGAP3,92,0.70970,82,-0.0219,30,-1.5680
ENSG00000206573,THUMPD3-AS1,30,0.22508,22,-0.4397,29,0.02118
ENSG00000134077,THUMPD3,22,0.44996,18,-0.2017,14,-0.6085
ENSG00000168137,SETD5,23,0.49591,11,-0.9984,21,-0.0073
ENSG00000156959,LHFPL4,47,0.50851,37,-0.2591,29,-0.6546
ENSG00000163719,MTMR14,18,-0.4085,25,0.42110,23,0.26109
ENSG00000144550,CPNE9,19,1.50691,9,-0.9200,4,-1.9872
ENSG00000114026,OGG1,14,-0.7326,23,0.59900,23,0.60560
ENSG00000134072,CAMK1,104,0.03784,111,0.10997,92,-0.1864
ENSG00000171148,TADA3,96,-0.1241,109,0.17364,100,0.03543
ENSG00000241553,ARPC4,180,0.09250,200,0.19637,138,-0.4029
ENSG00000214021,TTLL3,13,-0.7004,29,1.10376,14,-0.1163
ENSG00000156990,RPUSD3,50,0.27721,33,-0.5787,49,0.04463
ENSG00000171135,JAGN1,32,0.34128,23,-0.4617,28,-0.1462
ENSG00000163703,CRELD1,76,-0.1481,113,0.62298,56,-0.5408
ENSG00000163704,PRRT3,47,0.79734,37,-0.2376,18,-1.3557
ENSG00000125037,EMC3,98,0.32115,100,0.11214,57,-0.7788
ENSG00000254999,BRK1,281,0.46920,168,-0.7105,238,-0.1541
ENSG00000157014,TATDN2,45,0.57617,37,-0.1765,23,-0.9131
ENSG00000157020,SEC13,41,-0.0094,39,-0.1105,45,0.11990
ENSG00000157087,ATP2B2,307,0.58488,221,-0.3917,188,-0.6464
ENSG00000132164,SLC6A11,12,-2.0589,88,2.70682,18,-0.3817
ENSG00000157103,SLC6A1,147,-1.0979,415,1.39921,216,0.22080
ENSG00000196639,HRH1,20,-0.1260,30,0.67528,13,-0.6970
ENSG00000197548,ATG7,30,0.35933,27,-0.0336,19,-0.6437
ENSG00000144560,VGLL4,55,-0.3747,78,0.48327,64,0.13150
ENSG00000144559,TAMM41,14,0.26627,11,-0.3694,13,-0.1024
ENSG00000157152,SYN2,957,1.11142,431,-1.0370,454,-0.9564
ENSG00000075975,MKRN2,34,0.18359,40,0.33343,19,-0.8304
ENSG00000132155,RAF1,43,-0.3699,73,0.77856,39,-0.2956
ENSG00000144712,CAND2,21,0.94941,4,-2.1125,17,-0.1334
ENSG00000144713,RPL32,1416,-0.5424,1516,-0.0656,2609,0.86715
ENSG00000144711,IQSEC1,221,0.57186,153,-0.4554,144,-0.5514
ENSG00000163517,HDAC11,53,-0.5564,71,0.32026,84,0.59610
ENSG00000163520,FBLN2,32,0.42898,25,-0.2545,22,-0.5040
ENSG00000163528,CHCHD4,18,-0.0193,18,0.02124,18,0.01195
ENSG00000170876,TMEM43,33,0.16747,34,0.08142,25,-0.4020
ENSG00000154767,XPC,15,-0.2538,18,0.17061,18,0.25788
ENSG00000170860,LSM3,119,-0.0815,133,0.16112,118,-0.0263
ENSG00000225733,FGD5-AS1,113,0.06331,78,-0.5747,138,0.35342
ENSG00000177463,NR2C2,43,0.27701,29,-0.5402,41,0.01706
ENSG00000131368,MRPS25,88,0.41301,67,-0.3304,64,-0.3915
ENSG00000131381,RBSN,54,0.40844,41,-0.3257,40,-0.3882
ENSG00000131375,CAPN7,12,-0.1529,14,0.18157,13,0.07724
ENSG00000131370,SH3BP5,72,0.64858,45,-0.5959,46,-0.5482
ENSG00000206562,METTL6,13,0.19452,13,0.04050,10,-0.4034
ENSG00000144597,EAF1,36,0.54447,24,-0.5306,26,-0.4272
ENSG00000169814,BTD,11,-0.8314,25,1.01531,16,0.28506
ENSG00000206560,ANKRD28,39,0.34027,42,0.21605,19,-1.0131
ENSG00000154813,DPH3,22,0.14300,14,-0.7352,27,0.33680
ENSG00000131378,RFTN1,52,0.61213,36,-0.4359,32,-0.6485
ENSG00000154822,PLCL2,41,0.59473,29,-0.4051,25,-0.6500
ENSG00000131374,TBC1D5,52,-0.0470,55,0.09615,52,-0.0174
ENSG00000182568,SATB1,115,1.80032,29,-1.8217,36,-1.4866
ENSG00000144566,RAB5A,106,0.30626,88,-0.2314,84,-0.3017
ENSG00000114166,KAT2B,25,-1.2502,42,0.36200,78,1.49550
ENSG00000151789,ZNF385D,21,1.69388,4,-2.0994,8,-1.1331
ENSG00000182247,UBE2E2,95,1.05156,46,-0.9180,45,-0.9637
ENSG00000170142,UBE2E1,50,0.07776,39,-0.3717,55,0.19564
ENSG00000197885,NKIRAS1,77,1.02449,36,-1.0043,40,-0.8314
ENSG00000174748,RPL15,882,-0.1531,1087,0.30337,874,-0.0594
ENSG00000174738,NR1D2,49,-0.0013,57,0.27231,40,-0.3145
ENSG00000151090,THRB,133,1.13780,71,-0.7659,49,-1.3218
ENSG00000077097,TOP2B,91,0.34716,76,-0.1866,66,-0.4259
ENSG00000151092,NGLY1,20,0.23821,21,0.12421,13,-0.6096
ENSG00000179796,LRRC3B,25,-1.4618,94,1.74490,45,0.35954
ENSG00000033867,SLC4A7,13,-0.5115,16,0.23483,20,0.60205
ENSG00000187118,CMC1,45,0.56422,22,-0.9633,38,-0.1268
ENSG00000163512,AZI2,46,0.12239,50,0.14806,35,-0.3987
ENSG00000163527,STT3B,69,0.64166,50,-0.3697,38,-0.7864
ENSG00000144645,OSBPL10,19,1.01435,1,-3.8061,17,0.08431
ENSG00000152642,GPD1L,65,0.36891,37,-0.8026,64,0.05803
ENSG00000144635,DYNC1LI1,63,0.41752,51,-0.2307,43,-0.5095
ENSG00000182973,CNOT10,13,0.01168,18,0.45018,9,-0.6175
ENSG00000170266,GLB1,18,-0.1700,14,-0.3731,25,0.55435
ENSG00000170275,CRTAP,32,-0.7707,56,0.66134,54,0.60251
ENSG00000153558,FBXL2,79,1.70944,21,-1.7458,26,-1.3913
ENSG00000153560,UBP1,56,0.37219,46,-0.2274,41,-0.4271
ENSG00000163539,CLASP2,223,0.42015,170,-0.3350,163,-0.3997
ENSG00000170248,PDCD6IP,50,0.17346,54,0.17334,35,-0.5412
ENSG00000172995,ARPP21,209,0.58391,166,-0.2356,113,-0.8437
ENSG00000168016,TRANK1,17,0.11871,12,-0.5370,19,0.25052
ENSG00000178567,EPM2AIP1,66,0.55641,49,-0.3621,41,-0.6254
ENSG00000076242,MLH1,24,-0.0156,28,0.27429,20,-0.2883
ENSG00000093167,LRRFIP2,32,0.12567,32,0.06054,26,-0.2939
ENSG00000144674,GOLGA4,33,-0.4996,37,-0.0183,58,0.77743
ENSG00000235257,ITGA9-AS1,17,-0.0471,16,-0.1320,20,0.19855
ENSG00000144677,CTDSPL,26,-0.4049,36,0.39473,33,0.28305
ENSG00000136059,VILL,11,-0.6014,21,0.83242,14,0.10383
ENSG00000060971,ACAA1,63,-0.4533,99,0.61544,73,0.11298
ENSG00000172939,OXSR1,19,0.03474,16,-0.2449,21,0.16353
ENSG00000114742,WDR48,60,0.11249,72,0.33782,39,-0.6635
ENSG00000114745,GORASP1,31,0.07603,33,0.09699,27,-0.2430
ENSG00000144655,CSRNP1,14,-1.2315,44,1.43984,25,0.41244
ENSG00000144659,SLC25A38,37,0.25036,39,0.14310,23,-0.6654
ENSG00000168028,RPSA,443,-0.4214,455,-0.0893,732,0.71788
ENSG00000168314,MOBP,34,-1.7355,6,-3.3275,226,2.87686
ENSG00000170011,MYRIP,49,1.11064,10,-2.1194,34,-0.3325
ENSG00000114784,EIF1B,203,0.75589,143,-0.3959,98,-0.9942
ENSG00000223797,ENTPD3-AS1,13,0.11744,5,-1.3705,19,0.64587
ENSG00000168032,ENTPD3,17,-0.1217,28,0.75287,10,-0.8780
ENSG00000188846,RPL14,637,-0.3169,786,0.25121,801,0.28295
ENSG00000168036,CTNNB1,210,-0.0252,195,-0.1307,233,0.16283
ENSG00000182606,TRAK1,68,0.20664,52,-0.3852,66,0.00688
ENSG00000187094,CCK,1760,0.53338,1215,-0.4689,1217,-0.4674
ENSG00000281160,AC018358.1,19,0.46495,13,-0.5057,15,-0.3135
ENSG00000114812,VIPR1,34,0.62151,21,-0.6388,23,-0.4607
ENSG00000093183,SEC22C,44,-0.2000,51,0.20167,49,0.13718
ENSG00000008324,SS18L2,73,0.64029,40,-0.7857,53,-0.3680
ENSG00000114857,NKTR,27,-0.2775,35,0.33076,31,0.13339
ENSG00000114853,ZBTB47,43,-0.5659,42,-0.2396,86,1.00213
ENSG00000010282,HHATL,39,-1.7770,161,1.72500,106,0.91728
ENSG00000181061,HIGD1A,304,0.43692,197,-0.5873,252,-0.1978
ENSG00000144647,POMGNT2,60,0.04769,72,0.33582,43,-0.5113
ENSG00000163788,SNRK,35,0.31906,41,0.34060,15,-1.2229
ENSG00000160746,ANO10,24,-0.1503,30,0.34294,23,-0.1134
ENSG00000261786,AC006058.1,19,0.43358,22,0.36465,6,-1.6832
ENSG00000179152,TCAIM,14,-0.4808,19,0.28751,22,0.50977
ENSG00000185219,ZNF445,21,0.24870,14,-0.5831,21,0.09054
ENSG00000163807,KIAA1143,34,0.73265,14,-1.2512,27,-0.2020
ENSG00000169964,TMEM42,43,0.10488,55,0.45585,24,-0.8639
ENSG00000163812,ZDHHC3,33,-0.2114,51,0.70032,24,-0.5290
ENSG00000075914,EXOSC7,33,-0.1615,48,0.59821,25,-0.4652
ENSG00000249992,TMEM158,117,0.33226,109,-0.0279,77,-0.5942
ENSG00000011376,LARS2,20,-0.0378,21,0.06616,21,-0.0020
ENSG00000211456,SACM1L,59,0.43144,48,-0.2303,39,-0.5370
ENSG00000163818,LZTFL1,43,0.42806,30,-0.4513,33,-0.3001
ENSG00000163827,LRRC2,15,1.05434,6,-1.2329,8,-0.6965
ENSG00000181585,TMIE,14,0.12802,14,0.01995,12,-0.2505
ENSG00000160799,CCDC12,59,0.17135,53,-0.1272,51,-0.1691
ENSG00000181555,SETD2,27,-0.2370,40,0.58657,24,-0.2777
ENSG00000088727,KIF9,24,0.52036,11,-1.0564,22,-0.0092
ENSG00000114648,KLHL18,33,0.28462,31,-0.0085,22,-0.5216
ENSG00000076201,PTPN23,40,-0.5765,72,0.80806,47,0.08968
ENSG00000114650,SCAP,56,-0.1699,66,0.23102,59,0.05375
ENSG00000163832,ELP6,32,-0.2644,47,0.54170,31,-0.1542
ENSG00000114646,CSPG5,163,-0.6238,237,0.42101,264,0.60794
ENSG00000173473,SMARCC1,10,-1.3706,13,-0.0618,39,1.86676
ENSG00000132153,DHX30,147,0.17201,134,-0.1115,128,-0.1864
ENSG00000047849,MAP4,335,0.26851,262,-0.3244,293,-0.1460
ENSG00000164050,PLXNB1,44,-1.9269,199,1.77041,140,1.07489
ENSG00000164051,CCDC51,14,0.37249,10,-0.4327,12,-0.2229
ENSG00000232112,TMA7,957,0.08161,715,-0.4503,1094,0.24615
ENSG00000164054,SHISA5,118,0.18481,99,-0.2331,109,-0.0892
ENSG00000010256,UQCRC1,246,0.34025,193,-0.3091,196,-0.2835
ENSG00000008300,CELSR3,25,0.03573,29,0.23994,20,-0.3461
ENSG00000213672,NCKIPSD,79,0.41679,60,-0.3527,59,-0.3755
ENSG00000068745,IP6K2,83,0.20188,72,-0.1771,72,-0.1723
ENSG00000114302,PRKAR2A,27,-0.0438,42,0.74441,13,-1.0962
ENSG00000177479,ARIH2,46,0.50034,29,-0.6086,36,-0.2834
ENSG00000178467,P4HTM,162,0.31538,165,0.11441,95,-0.7690
ENSG00000178252,WDR6,50,-0.4360,77,0.57328,59,0.13386
ENSG00000178149,DALRD3,29,0.15877,24,-0.2066,27,-0.0701
ENSG00000178057,NDUFAF3,198,-0.3224,284,0.50624,211,0.00666
ENSG00000178035,IMPDH2,45,-0.0282,44,-0.0734,49,0.11703
ENSG00000198218,QRICH1,44,0.59179,27,-0.6210,31,-0.4257
ENSG00000172053,QARS,30,-0.6857,65,1.09453,32,-0.1326
ENSG00000172046,USP19,23,-0.1382,32,0.50384,19,-0.3634
ENSG00000185909,KLHDC8B,30,-0.2306,52,0.83204,20,-0.7477
ENSG00000114316,USP4,29,0.02485,27,-0.1186,31,0.07125
ENSG00000067560,RHOA,210,-0.2396,223,0.02305,274,0.36794
ENSG00000145022,TCTA,45,0.61247,31,-0.4741,28,-0.6070
ENSG00000145020,AMT,13,-0.6393,31,1.22532,11,-0.5064
ENSG00000145029,NICN1,54,0.50386,36,-0.5407,40,-0.3480
ENSG00000173402,DAG1,50,-1.2430,167,1.64732,71,0.08850
ENSG00000164061,BSN,321,0.80901,211,-0.4969,155,-0.9711
ENSG00000164062,APEH,61,0.25412,67,0.22879,35,-0.8162
ENSG00000164068,RNF123,30,0.05679,41,0.53220,17,-0.8921
ENSG00000176095,IP6K1,108,-0.1319,160,0.63014,76,-0.5938
ENSG00000164076,CAMKV,337,0.28523,300,-0.1150,253,-0.3908
ENSG00000164077,MON1A,32,0.47081,24,-0.3792,23,-0.4458
ENSG00000004534,RBM6,39,-0.2238,47,0.25196,43,0.12539
ENSG00000003756,RBM5,61,0.22640,45,-0.4073,58,-0.0065
ENSG00000114353,GNAI2,148,-0.3594,178,0.19140,202,0.40755
ENSG00000012171,SEMA3B,8,-2.4391,39,1.29134,58,2.13019
ENSG00000214706,IFRD2,12,-1.2316,33,1.28477,23,0.62840
ENSG00000243477,NAA80,22,0.46135,18,-0.1570,13,-0.6900
ENSG00000068001,HYAL2,9,-1.5997,23,0.78296,36,1.62085
ENSG00000114383,TUSC2,156,0.61838,113,-0.3721,90,-0.7360
ENSG00000068028,RASSF1,14,-0.1040,25,0.90516,6,-1.3604
ENSG00000114388,NPRL2,30,0.23891,20,-0.5568,30,0.08681
ENSG00000114395,CYB561D2,13,0.27100,13,0.05709,9,-0.5831
ENSG00000126062,TMEM115,35,0.00779,38,0.13919,32,-0.1645
ENSG00000088543,C3orf18,23,0.21327,14,-0.6546,25,0.18986
ENSG00000088538,DOCK3,130,0.86554,78,-0.6126,63,-0.9421
ENSG00000145050,MANF,29,0.24988,19,-0.5785,29,0.08561
ENSG00000259956,RBM15B,37,0.63089,20,-0.7865,27,-0.3522
ENSG00000145041,DCAF1,14,0.60410,6,-1.2132,13,-0.0424
ENSG00000164080,RAD54L2,17,0.76509,8,-0.9835,12,-0.4179
ENSG00000164081,TEX264,48,-0.1905,75,0.71362,34,-0.6067
ENSG00000164082,GRM2,26,0.25311,36,0.59204,8,-1.7266
ENSG00000090097,PCBP4,40,-0.2635,37,-0.1892,58,0.56473
ENSG00000248487,ABHD14A,136,0.38055,125,-0.0387,84,-0.6820
ENSG00000162244,RPL29,698,-0.7616,1156,0.58191,1213,0.66732
ENSG00000164086,DUSP7,28,0.65904,16,-0.7277,19,-0.4464
ENSG00000023330,ALAS1,39,0.39288,31,-0.2540,28,-0.4363
ENSG00000247596,TWF2,69,0.49163,56,-0.2129,41,-0.6791
ENSG00000164088,PPM1M,17,-0.2320,26,0.67754,13,-0.4385
ENSG00000164091,WDR82,157,0.37068,126,-0.2688,117,-0.3792
ENSG00000163930,BAP1,92,-0.1517,89,-0.1024,116,0.33625
ENSG00000010322,NISCH,241,0.49950,156,-0.5742,184,-0.3111
ENSG00000168268,NT5DC2,18,-0.0726,15,-0.3083,23,0.37298
ENSG00000168273,SMIM4,51,-0.2137,58,0.16374,59,0.19845
ENSG00000163939,PBRM1,31,0.46046,10,-1.5435,34,0.28544
ENSG00000163938,GNL3,41,0.36469,33,-0.2433,30,-0.3956
ENSG00000016864,GLT8D1,29,-0.4878,46,0.62287,35,0.16699
ENSG00000114902,SPCS1,188,0.04175,236,0.39192,129,-0.5886
ENSG00000114904,NEK4,20,0.22375,17,-0.2247,17,-0.1634
ENSG00000163933,RFT1,17,0.47080,11,-0.4994,12,-0.3290
ENSG00000163932,PRKCD,41,0.06576,54,0.49312,24,-0.8350
ENSG00000163931,TKT,98,-0.1113,123,0.33716,90,-0.1816
ENSG00000272886,DCP1A,15,-0.6564,37,1.37781,10,-0.8444
ENSG00000157388,CACNA1D,18,0.56120,11,-0.5419,12,-0.4457
ENSG00000016391,CHDH,11,-1.6475,38,1.34669,34,1.17853
ENSG00000113811,SELENOK,151,-0.3679,202,0.37193,188,0.24465
ENSG00000157445,CACNA2D3,34,0.78035,20,-0.6376,19,-0.7472
ENSG00000187672,ERC2,101,0.53347,59,-0.7222,80,-0.2462
ENSG00000163946,TASOR,25,-0.1730,25,-0.0554,31,0.33075
ENSG00000163947,ARHGEF3,55,1.04392,28,-0.8550,25,-1.0161
ENSG00000157500,APPL1,53,0.61336,36,-0.4952,33,-0.5863
ENSG00000174840,PDE12,23,-0.1263,30,0.37770,21,-0.2056
ENSG00000168374,ARF4,90,0.09933,100,0.20136,68,-0.4240
ENSG00000163681,SLMAP,32,-0.6169,53,0.63863,45,0.37525
ENSG00000136068,FLNB,13,-0.4242,17,0.27199,19,0.43569
ENSG00000163686,ABHD6,50,0.44264,22,-1.1958,52,0.16741
ENSG00000163684,RPP14,21,0.39993,21,0.07531,11,-0.9055
ENSG00000168297,PXK,20,-0.1084,15,-0.4826,29,0.53604
ENSG00000168291,PDHB,90,0.44445,54,-0.6996,78,-0.1238
ENSG00000168301,KCTD6,36,0.43718,24,-0.5183,29,-0.2557
ENSG00000168309,FAM107A,510,-0.6832,665,0.20670,973,0.87056
ENSG00000144724,PTPRG,41,-0.6872,101,1.36044,30,-0.6985
ENSG00000114405,C3orf14,125,0.78395,62,-0.9289,82,-0.4888
ENSG00000153266,FEZF2,29,2.73424,1,-3.8868,6,-1.8490
ENSG00000163618,CADPS,171,0.78605,95,-0.7665,103,-0.6296
ENSG00000163630,SYNPR,223,0.63555,116,-0.8891,170,-0.2833
ENSG00000163634,THOC7,145,0.51839,80,-0.8194,122,-0.1523
ENSG00000163636,PSMD6,74,0.62106,45,-0.6366,50,-0.4618
ENSG00000163637,PRICKLE2,90,0.87024,51,-0.7185,47,-0.8307
ENSG00000151276,MAGI1,67,0.72988,39,-0.6735,41,-0.6181
ENSG00000144741,SLC25A26,32,0.00343,43,0.49651,21,-0.6809
ENSG00000144749,LRIG1,48,-2.2539,292,2.14749,170,1.03367
ENSG00000183662,TAFA1,62,0.73330,49,-0.2252,26,-1.2110
ENSG00000144747,TMF1,22,0.58569,6,-1.7748,23,0.20835
ENSG00000144744,UBA3,45,-0.1479,54,0.26771,45,-0.0270
ENSG00000144746,ARL6IP5,226,0.20853,211,-0.0570,180,-0.3128
ENSG00000114861,FOXP1,63,1.34910,25,-1.1804,24,-1.2567
ENSG00000163412,EIF4E3,68,0.63098,36,-0.8522,51,-0.3028
ENSG00000170837,GPR27,37,0.08175,23,-0.7451,47,0.42565
ENSG00000163602,RYBP,43,0.31855,35,-0.2417,34,-0.3132
ENSG00000163605,PPP4R2,57,0.43782,51,-0.0717,33,-0.7593
ENSG00000121440,PDZRN3,30,0.50248,25,-0.1737,17,-0.7544
ENSG00000113805,CNTN3,44,1.12564,26,-0.5793,14,-1.5916
ENSG00000185008,ROBO2,48,0.89875,21,-1.1266,31,-0.5259
ENSG00000169855,ROBO1,25,-0.5617,39,0.55330,35,0.37669
ENSG00000175161,CADM2,245,0.40260,191,-0.3034,180,-0.4008
ENSG00000083937,CHMP2B,49,0.25068,52,0.15910,31,-0.6912
ENSG00000163320,CGGBP1,73,0.08520,77,0.11027,61,-0.2766
ENSG00000269028,MTRNR2L12,4906,-0.9449,3229,-0.9961,15659,1.74659
ENSG00000261292,AC110491.1,31,0.54833,30,0.07674,12,-1.3040
ENSG00000113966,ARL6,30,0.43535,25,-0.1797,19,-0.6068
ENSG00000170854,RIOX2,16,-0.6086,28,0.69799,22,0.29167
ENSG00000080822,CLDND1,87,-0.7379,56,-0.9330,235,1.49939
ENSG00000080819,CPOX,22,0.22521,19,-0.1161,17,-0.2776
ENSG00000064225,ST3GAL6,19,1.02528,10,-0.7809,8,-1.0638
ENSG00000184220,CMSS1,80,0.84966,37,-1.0346,52,-0.5145
ENSG00000036054,TBC1D23,23,-0.3727,37,0.65035,24,-0.0900
ENSG00000114021,NIT2,63,0.61375,50,-0.2295,32,-0.9186
ENSG00000154174,TOMM70,90,0.52226,61,-0.4934,64,-0.4237
ENSG00000114354,TFG,69,0.36389,63,-0.0443,44,-0.6385
ENSG00000174173,TRMT10C,33,0.75455,16,-0.9596,23,-0.4186
ENSG00000081154,PCNP,140,0.29687,99,-0.4719,128,-0.0664
ENSG00000066422,ZBTB11,39,0.76325,20,-0.8570,25,-0.5121
ENSG00000114391,RPL24,789,-0.2735,835,0.01057,1072,0.43008
ENSG00000182504,CEP97,18,0.17669,22,0.37634,10,-0.8955
ENSG00000144815,NXPE3,25,0.00342,28,0.22534,21,-0.2620
ENSG00000170017,ALCAM,53,-0.4719,78,0.47441,70,0.31100
ENSG00000242759,LINC00882,17,0.00816,12,-0.5200,21,0.39722
ENSG00000114439,BBX,18,-0.8619,23,0.09602,43,1.18218
ENSG00000196776,CD47,181,0.46786,147,-0.2200,114,-0.6216
ENSG00000114446,IFT57,45,0.35937,39,-0.1256,30,-0.5224
ENSG00000198919,DZIP3,74,0.27918,61,-0.2363,61,-0.2486
ENSG00000177707,NECTIN3,16,0.78914,5,-1.5138,13,-0.1500
ENSG00000144827,ABHD10,69,0.93686,36,-0.8403,36,-0.8295
ENSG00000144834,TAGLN3,715,0.86721,408,-0.7072,375,-0.8371
ENSG00000091972,CD200,141,0.74931,116,-0.1438,51,-1.4109
ENSG00000144848,ATG3,43,-0.1183,38,-0.2548,57,0.40179
ENSG00000138459,SLC35A5,29,-0.1795,25,-0.2670,40,0.49851
ENSG00000163608,NEPRO,29,0.39950,31,0.20235,13,-1.1479
ENSG00000206530,CFAP44,23,0.66260,18,-0.1986,10,-1.0811
ENSG00000072858,SIDT1,30,0.86064,23,-0.2263,10,-1.5579
ENSG00000176542,USF3,17,-0.5047,30,0.77852,18,-0.0096
ENSG00000121579,NAA50,52,-0.1015,63,0.27617,49,-0.1232
ENSG00000114573,ATP6V1A,309,1.20405,126,-1.1810,142,-0.9894
ENSG00000184307,ZDHHC23,36,1.42441,15,-1.1276,12,-1.4681
ENSG00000172020,GAP43,993,1.06965,491,-0.8971,454,-1.0200
ENSG00000185565,LSAMP,153,0.10923,133,-0.1949,150,0.00154
ENSG00000144847,IGSF11,14,-1.1284,47,1.71550,15,-0.3276
ENSG00000113845,TIMMDC1,45,-0.1677,62,0.45578,41,-0.2296
ENSG00000138495,COX17,192,0.10869,200,0.10109,156,-0.3108
ENSG00000082701,GSK3B,98,0.73143,62,-0.5610,56,-0.7375
ENSG00000163428,LRRC58,21,-0.7825,39,0.79135,33,0.48054
ENSG00000065518,NDUFB4,497,0.10419,431,-0.2047,494,0.01859
ENSG00000144840,RABL3,24,-0.1261,22,-0.2088,31,0.37978
ENSG00000145087,STXBP5L,67,0.97721,37,-0.7237,30,-1.0346
ENSG00000173230,GOLGB1,52,0.12149,55,0.11890,41,-0.3586
ENSG00000173226,IQCB1,17,1.34759,8,-0.7809,4,-1.8136
ENSG00000163406,SLC15A2,13,-2.3232,95,2.40458,43,0.75785
ENSG00000114023,FAM162A,161,-0.2151,233,0.56295,140,-0.2884
ENSG00000114030,KPNA1,66,0.03790,84,0.41221,45,-0.6140
ENSG00000138463,SLC49A4,11,-0.7147,17,0.44471,20,0.72323
ENSG00000082684,SEMA5B,28,-0.1282,40,0.52892,22,-0.4255
ENSG00000121542,SEC22A,17,0.06363,22,0.46494,10,-0.7736
ENSG00000173175,ADCY5,53,0.13118,54,0.07084,42,-0.3171
ENSG00000206527,HACD2,53,-0.1645,73,0.47935,46,-0.2702
ENSG00000065534,MYLK,10,-1.9010,29,0.83713,51,1.92209
ENSG00000175455,CCDC14,16,0.53478,11,-0.4377,10,-0.5018
ENSG00000160145,KALRN,177,0.46366,169,0.04212,87,-1.0054
ENSG00000082781,ITGB5,10,-2.2201,57,2.01449,38,1.16298
ENSG00000221955,SLC12A8,15,-0.1365,21,0.56221,11,-0.4619
ENSG00000163848,ZNF148,32,-0.2656,47,0.55836,30,-0.1757
ENSG00000114520,SNX4,32,0.85552,11,-1.4272,24,-0.2822
ENSG00000114544,SLC41A3,112,-0.1129,161,0.58494,81,-0.5570
ENSG00000144908,ALDH1L1,23,-2.3229,190,2.80856,47,-0.0006
ENSG00000159685,CHCHD6,104,0.13528,103,0.01646,87,-0.2600
ENSG00000114554,PLXNA1,71,0.77749,41,-0.6822,41,-0.6956
ENSG00000163870,TPRA1,28,-0.0476,27,-0.0918,31,0.16487
ENSG00000114631,PODXL2,148,0.54989,86,-0.7378,116,-0.2603
ENSG00000114626,ABTB1,53,0.92991,22,-1.1410,33,-0.5647
ENSG00000074416,MGLL,130,-0.1748,146,0.13274,148,0.16411
ENSG00000058262,SEC61A1,61,-0.6725,135,1.15759,59,-0.2796
ENSG00000175792,RUVBL1,21,0.36752,14,-0.4928,18,-0.1629
ENSG00000132394,EEFSEC,12,-0.1883,19,0.71370,8,-0.6125
ENSG00000163902,RPN1,42,0.11374,40,-0.0449,37,-0.1526
ENSG00000075785,RAB7A,207,0.01862,224,0.13145,186,-0.1756
ENSG00000177646,ACAD9,30,0.30036,27,-0.0694,21,-0.4751
ENSG00000240682,ISY1,21,-0.0666,29,0.48819,16,-0.4986
ENSG00000169714,CNBP,191,0.19124,133,-0.5391,202,0.14564
ENSG00000181789,COPG1,52,0.98742,27,-0.8014,24,-0.9655
ENSG00000183624,HMCES,49,-0.1495,60,0.28386,49,-0.0429
ENSG00000184897,H1FX,242,0.09599,236,-0.0145,216,-0.1532
ENSG00000129071,MBD4,32,0.51607,16,-0.9624,28,-0.0572
ENSG00000163913,IFT122,33,0.29138,29,-0.1446,25,-0.3685
ENSG00000004399,PLXND1,47,-0.0902,69,0.64848,30,-0.7367
ENSG00000172765,TMCC1,37,0.35276,25,-0.5080,32,-0.1266
ENSG00000271270,TMCC1-AS1,16,-0.2339,20,0.22444,19,0.17142
ENSG00000196455,PIK3R4,24,0.11848,29,0.34902,15,-0.6972
ENSG00000017260,ATP2C1,120,0.60608,94,-0.2566,64,-0.8625
ENSG00000198585,NUDT16,51,-0.2092,57,0.10045,62,0.25160
ENSG00000114686,MRPL3,57,0.09251,65,0.24703,41,-0.4748
ENSG00000196353,CPNE4,60,3.20093,6,-2.9233,6,-3.0901
ENSG00000138246,DNAJC13,29,0.87371,8,-1.7697,23,-0.1551
ENSG00000081307,UBA5,39,0.28879,33,-0.1808,30,-0.3237
