Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000145495,MARCH6,179,-0.2735,113,-0.9733,279,0.44605,295,0.62251,213,0.00770,186,-0.2060,135,-0.7031
ENSG00000164236,ANKRD33B,9,-1.4342,9,-1.5215,69,1.80820,42,1.05315,19,-0.5117,15,-0.6974,1,-4.1258
ENSG00000112977,DAP,56,0.48089,33,-0.3727,21,-1.0282,30,-0.5482,31,-0.5824,118,1.79738,37,-0.2051
ENSG00000169862,CTNND2,264,0.19841,318,0.50330,255,0.14139,259,0.18741,268,0.29172,122,-1.0078,55,-2.1987
ENSG00000038382,TRIO,39,-0.9823,35,-1.1363,120,0.82414,107,0.72449,82,0.25662,57,-0.3800,18,-2.1369
ENSG00000154122,ANKH,79,0.05450,44,-0.8303,98,0.41097,102,0.54779,84,0.20956,63,-0.2996,20,-1.9897
ENSG00000173545,ZNF622,28,0.45237,12,-0.8438,44,1.23019,14,-0.6671,26,0.39139,22,0.07222,0,-5.4746
ENSG00000154153,RETREG1,16,-1.5084,45,0.07610,101,1.46939,59,0.59203,19,-1.4764,78,0.98268,15,-1.6117
ENSG00000145555,MYO10,175,1.54005,131,1.01219,35,-1.1128,38,-1.0518,64,-0.2132,53,-0.4591,51,-0.5277
ENSG00000176788,BASP1,402,-1.2574,648,-0.5290,1701,1.05711,1659,1.20916,842,-0.1485,154,-2.6844,309,-1.6498
ENSG00000248455,LINC02217,11,-0.8877,45,1.39420,17,-0.1930,36,1.16801,9,-1.3123,3,-2.5772,20,0.05661
ENSG00000145526,CDH18,6,-1.9164,10,-1.2322,40,0.93408,39,1.08667,30,0.62439,0,-5.3380,0,-4.8871
ENSG00000040731,CDH10,41,0.53043,21,-0.5538,80,1.72157,36,0.38464,23,-0.4362,2,-3.9334,8,-1.8783
ENSG00000113360,DROSHA,21,-0.3533,22,-0.3094,24,-0.1679,22,-0.3638,31,0.32317,37,0.53238,26,-0.0398
ENSG00000082213,C5orf22,11,-1.0651,6,-1.9335,37,0.77520,47,1.48315,10,-1.4874,13,-0.8511,37,0.77276
ENSG00000133401,PDZD2,19,-0.9775,44,0.31914,35,-0.0268,28,-0.4253,50,0.72984,39,0.13595,16,-1.2279
ENSG00000113384,GOLPH3,31,-0.4237,34,-0.2505,56,0.54023,35,-0.2629,33,-0.4225,87,1.29938,28,-0.5724
ENSG00000150712,MTMR12,10,-1.2468,12,-0.9960,47,1.13269,30,0.40794,30,0.49425,12,-1.0375,7,-1.8578
ENSG00000056097,ZFR,101,-0.2020,97,-0.2685,145,0.37865,119,0.07108,130,0.27460,121,0.08522,53,-1.1920
ENSG00000113387,SUB1,296,-0.4002,179,-1.1706,531,0.54173,396,0.06720,522,0.69917,230,-0.7920,221,-0.8541
ENSG00000113407,TARS,19,-0.4290,17,-0.6407,31,0.34779,27,0.09616,33,0.54738,30,0.24731,5,-2.3844
ENSG00000113460,BRIX1,7,-1.2783,8,-1.1338,23,0.39011,28,0.88345,21,0.37432,2,-3.1389,17,-0.0705
ENSG00000168724,DNAJC21,19,-0.6988,16,-0.9976,21,-0.5776,37,0.32669,28,-0.2069,62,1.17155,32,0.06742
ENSG00000164187,LMBRD2,54,-0.8136,36,-1.4269,200,1.32964,171,1.26044,73,-0.4300,26,-1.9157,34,-1.4908
ENSG00000152620,NADK2,84,0.85283,48,-0.0653,63,0.37470,61,0.36819,37,-0.5526,48,-0.0688,22,-1.2350
ENSG00000164188,RANBP3L,30,0.42877,9,-1.4466,6,-2.0348,13,-0.9515,27,0.34082,54,1.47328,23,0.03601
ENSG00000079215,SLC1A3,1236,1.22127,421,-0.5610,147,-2.1421,446,-0.5172,823,0.70198,517,-0.2369,324,-0.9606
ENSG00000285967,NIPBL-DT,12,-1.2596,28,0.05166,30,0.18467,17,-0.7891,34,0.52471,41,0.67984,22,-0.3270
ENSG00000164190,NIPBL,28,-0.4187,33,-0.1971,25,-0.6042,39,0.10726,19,-1.2387,54,0.60428,96,1.63402
ENSG00000197603,CPLANE1,26,0.00551,28,0.07309,24,-0.1346,31,0.32345,20,-0.5176,36,0.51642,26,-0.0441
ENSG00000113594,LIFR,98,0.86636,40,-0.5891,29,-1.0695,53,-0.1457,50,-0.2967,80,0.52837,76,0.44516
ENSG00000164327,RICTOR,20,-0.0194,18,-0.2109,32,0.72620,29,0.68224,19,-0.1068,17,-0.2620,0,-5.4288
ENSG00000113638,TTC33,15,-1.1825,22,-0.6168,72,1.34565,34,0.08642,39,0.38431,19,-0.7981,12,-1.5307
ENSG00000132356,PRKAA1,17,-0.1587,8,-1.3349,27,0.56325,16,-0.2616,24,0.49534,24,0.34295,10,-0.9726
ENSG00000145592,RPL37,2435,0.37352,3084,0.77100,809,-1.3471,1067,-1.0119,1291,-0.7751,3900,1.18375,3112,0.78648
ENSG00000182836,PLCXD3,21,-0.9670,28,-0.4817,24,-0.7483,53,0.56612,65,1.21239,2,-4.2187,14,-1.5676
ENSG00000083720,OXCT1,60,-0.8831,79,-0.4724,190,0.95724,112,0.08522,135,0.51454,55,-1.0147,53,-1.0750
ENSG00000205765,C5orf51,22,0.03487,19,-0.1874,14,-0.6635,29,0.51179,13,-0.9174,18,-0.2881,47,1.27771
ENSG00000250722,SELENOP,164,0.62786,150,0.48493,23,-2.4025,28,-2.2106,24,-2.6381,530,3.01617,122,0.14284
ENSG00000172262,ZNF131,16,-0.2123,16,-0.1428,32,0.91547,23,0.42643,18,-0.0451,6,-1.5696,12,-0.6353
ENSG00000112972,HMGCS1,145,-0.2791,129,-0.4630,494,1.84162,173,-0.0032,145,-0.3492,85,-1.0955,97,-0.9078
ENSG00000172239,PAIP1,89,0.68064,31,-0.9681,94,0.76708,54,-0.1313,60,0.03156,57,-0.0323,28,-1.1519
ENSG00000248092,NNT-AS1,27,-0.2252,39,0.35220,19,-0.7581,32,0.07916,29,-0.1065,51,0.81933,22,-0.5669
ENSG00000112992,NNT,52,-0.4953,71,-0.0148,87,0.30737,107,0.76339,63,-0.2513,62,-0.2210,41,-0.8703
ENSG00000112996,MRPS30,20,-0.4796,22,-0.3054,56,1.19860,23,-0.2829,35,0.55237,6,-2.3217,17,-0.7400
ENSG00000164588,HCN1,12,-2.1268,15,-1.8082,118,1.48101,85,1.04235,56,0.23726,15,-1.7971,0,-6.5227
ENSG00000151883,PARP8,6,-1.7590,10,-1.0331,40,1.08096,18,-0.2189,25,0.41449,10,-1.0916,28,0.50840
ENSG00000164172,MOCS2,82,-0.0760,88,0.04364,136,0.74744,85,-0.0268,106,0.45598,60,-0.5703,6,-3.8221
ENSG00000164258,NDUFS4,98,0.60770,58,-0.2468,82,0.31564,30,-1.3687,85,0.48641,118,0.92925,6,-3.4543
ENSG00000185305,ARL15,10,-1.1561,9,-1.3199,52,1.41816,29,0.49972,24,0.11522,18,-0.3207,4,-2.3691
ENSG00000067248,DHX29,18,-0.7316,31,0.09913,25,-0.2618,26,-0.1985,26,-0.2409,28,-0.0490,60,1.20677
ENSG00000039123,MTREX,29,0.01940,26,-0.1614,50,0.91291,32,0.20571,28,-0.0679,27,-0.1000,7,-1.9752
ENSG00000067113,PLPP1,36,-0.3586,32,-0.5022,52,0.22953,13,-1.9460,39,-0.2807,82,1.01000,103,1.40782
ENSG00000134352,IL6ST,212,0.78913,113,-0.2361,77,-0.8310,98,-0.5032,116,-0.2532,154,0.25681,213,0.80249
ENSG00000062194,GPBP1,70,-0.2241,60,-0.4665,90,0.16981,78,-0.0666,83,0.04824,85,0.07893,100,0.33336
ENSG00000145632,PLK2,29,-1.5166,32,-1.3817,232,1.88018,113,0.66807,88,0.21258,11,-2.9590,0,-6.5065
ENSG00000152932,RAB3C,117,-0.6168,50,-1.8909,350,1.18364,254,0.72996,199,0.28760,63,-1.5598,50,-1.8982
ENSG00000113448,PDE4D,21,-0.3975,20,-0.4797,25,-0.1356,36,0.52881,30,0.18716,12,-1.2280,32,0.27169
ENSG00000164182,NDUFAF2,30,-0.8568,42,-0.3411,43,-0.3185,36,-0.6593,80,0.96384,71,0.48259,28,-0.9783
ENSG00000188725,SMIM15,13,-0.7407,15,-0.4782,18,-0.2385,28,0.57893,28,0.64517,10,-1.0925,11,-0.9328
ENSG00000130449,ZSWIM6,33,0.54052,28,0.26179,51,1.28531,27,0.25878,19,-0.3975,8,-1.6057,4,-2.5005
ENSG00000068796,KIF2A,41,0.05108,29,-0.4684,67,0.84991,33,-0.3464,39,-0.0382,31,-0.3712,47,0.26376
ENSG00000086189,DIMT1,11,-0.6937,12,-0.5869,22,0.41630,17,-0.0522,20,0.28853,20,0.22927,15,-0.2655
ENSG00000086200,IPO11,8,-0.9408,10,-0.5372,29,1.12796,16,0.12728,20,0.73566,6,-1.2921,0,-4.6383
ENSG00000153006,SREK1IP1,8,-2.0036,42,0.40514,33,0.01812,59,1.14603,29,-0.2738,28,-0.2432,13,-1.4181
ENSG00000153015,CWC27,59,0.44839,32,-0.5071,27,-0.7579,28,-0.8077,40,-0.2111,30,-0.6156,122,1.74526
ENSG00000113595,TRIM23,27,-1.1919,36,-0.7509,116,1.15974,77,0.52390,59,0.02972,32,-0.9033,39,-0.6072
ENSG00000113597,TRAPPC13,36,0.49212,17,-0.6960,45,0.83826,23,-0.2259,31,0.28885,30,0.16602,1,-4.6759
ENSG00000197860,SGTB,61,-0.5380,47,-0.9171,135,0.74782,129,0.79045,96,0.24521,53,-0.7280,12,-2.9159
ENSG00000123213,NLN,21,0.29898,14,-0.3529,19,0.14133,26,0.68927,15,-0.3036,25,0.58166,0,-5.2439
ENSG00000112851,ERBIN,96,0.87786,92,0.80290,29,-1.0024,39,-0.6193,32,-1.0405,61,0.12874,111,1.12266
ENSG00000153914,SREK1,27,-0.9948,37,-0.4867,36,-0.5391,49,-0.0686,29,-1.0334,69,0.48083,155,1.96687
ENSG00000069020,MAST4,36,-0.0312,25,-0.5974,26,-0.5450,50,0.59226,34,-0.1581,75,1.21286,2,-4.0378
ENSG00000145675,PIK3R1,67,-0.8028,70,-0.7490,222,1.14291,191,1.03341,81,-0.6340,48,-1.3261,94,-0.2814
ENSG00000145740,SLC30A5,12,-0.7236,12,-0.7983,35,0.94208,24,0.33043,18,-0.1706,36,0.98786,1,-4.3336
ENSG00000134056,MRPS36,65,0.11711,39,-0.6713,76,0.38067,40,-0.7135,85,0.79047,49,-0.3213,37,-0.7694
ENSG00000085231,AK6,38,-0.2313,29,-0.6340,48,0.15358,37,-0.3122,65,0.88421,31,-0.5484,25,-0.8823
ENSG00000273841,TAF9,48,-0.5578,31,-1.2024,104,0.68379,83,0.33825,82,0.36589,56,-0.3233,37,-0.9383
ENSG00000152942,RAD17,22,0.44104,12,-0.5255,23,0.52516,13,-0.4612,16,-0.0942,20,0.28150,17,0.00467
ENSG00000145734,BDP1,45,-0.2970,47,-0.2229,31,-0.8434,73,0.55998,53,-0.0636,24,-1.2717,91,0.85880
ENSG00000131844,MCCC2,21,0.11251,12,-0.7433,17,-0.2254,20,0.07017,28,0.81986,20,0.03765,0,-5.3243
ENSG00000164326,CARTPT,21,-1.1462,10,-2.2545,67,0.65810,70,0.85784,69,0.97985,2,-4.4539,2,-4.3697
ENSG00000131711,MAP1B,538,-1.7686,1156,-0.6114,1957,0.22310,3949,1.78673,1340,-0.4742,462,-1.9942,1019,-0.8047
ENSG00000113048,MRPS27,28,-0.3390,25,-0.4892,80,1.42363,27,-0.4185,35,0.02067,26,-0.4564,28,-0.3383
ENSG00000083312,TNPO1,42,0.22590,21,-0.8424,45,0.34404,51,0.62753,33,-0.2132,35,-0.0763,21,-0.8206
ENSG00000145741,BTF3,162,-0.2595,154,-0.3361,172,-0.1615,76,-1.5301,184,-0.0757,392,1.21620,325,0.88097
ENSG00000171617,ENC1,359,-1.7625,247,-2.3196,3025,1.71060,1748,0.83389,1201,0.11861,283,-2.1165,329,-1.8926
ENSG00000049860,HEXB,14,-1.1699,24,-0.3021,46,0.71430,28,-0.0841,26,-0.2367,55,1.04450,21,-0.5160
ENSG00000164347,GFM2,21,-0.1672,16,-0.6100,36,0.71478,23,-0.0437,24,0.05888,20,-0.2598,23,-0.0142
ENSG00000164346,NSA2,116,-0.2672,109,-0.3764,89,-0.6763,96,-0.6315,154,0.23424,238,0.90458,173,0.36693
ENSG00000198780,FAM169A,58,0.07707,25,-1.2184,92,0.85387,77,0.63208,55,-0.0124,24,-1.2570,33,-0.7891
ENSG00000113161,HMGCR,53,-1.0989,36,-1.6840,335,2.00642,161,0.76200,91,-0.3373,35,-1.7218,27,-2.1147
ENSG00000113163,CERT1,47,-0.2354,29,-0.9898,85,0.70393,60,0.15579,72,0.59749,38,-0.5653,14,-2.0313
ENSG00000145708,CRHBP,0,-6.8320,12,-1.4704,13,-1.3506,30,-0.1734,82,2.69492,0,-7.5832,0,-6.1261
ENSG00000164252,AGGF1,28,-0.7338,34,-0.4300,51,0.22606,60,0.54869,50,0.22297,38,-0.2451,26,-0.8184
ENSG00000113231,PDE8B,42,-0.3180,20,-1.4428,67,0.41858,37,-0.5851,84,1.14918,47,-0.1432,14,-1.9464
ENSG00000164253,WDR41,29,0.33348,16,-0.6215,48,1.19196,13,-0.9680,30,0.55415,17,-0.5069,8,-1.6022
ENSG00000171530,TBCA,266,-0.0161,190,-0.5494,278,0.05499,212,-0.4145,296,0.20566,364,0.49602,276,0.04399
ENSG00000132842,AP3B1,28,0.31278,27,0.25851,15,-0.6494,13,-0.8765,13,-1.0616,31,0.51557,62,1.72023
ENSG00000085365,SCAMP1,67,-1.0306,67,-1.0346,214,0.83038,186,0.68544,129,-0.0156,74,-0.8791,117,-0.1583
ENSG00000152409,JMY,8,-1.5456,12,-0.9840,22,-0.0588,28,0.37903,23,-0.0230,39,0.84295,24,0.08718
ENSG00000152413,HOMER1,36,-1.3161,36,-1.2965,122,0.59115,143,1.02437,94,0.22425,35,-1.3399,49,-0.8553
ENSG00000164329,TENT2,24,0.31458,6,-1.6842,22,0.12870,11,-0.9202,26,0.57057,23,0.20106,24,0.26755
ENSG00000177034,MTX3,24,0.08028,11,-1.1331,32,0.54126,20,-0.2315,29,0.49477,26,0.19436,10,-1.3198
ENSG00000113296,THBS4,55,1.48191,25,0.09071,13,-0.9317,17,-0.5022,20,-0.2483,15,-0.6201,28,0.29176
ENSG00000164300,SERINC5,50,1.46593,24,0.20581,8,-1.4155,8,-1.5219,14,-0.7107,49,1.41801,20,-0.0813
ENSG00000039319,ZFYVE16,40,0.88629,46,1.16141,11,-1.0799,25,0.14483,17,-0.5914,14,-0.7151,18,-0.3687
ENSG00000249042,AC008771.1,18,-0.0570,18,-0.0390,23,0.34511,27,0.68938,20,0.14665,9,-1.0033,3,-2.3996
ENSG00000228716,DHFR,26,0.28488,29,0.48327,12,-0.8987,16,-0.4723,18,-0.3624,20,-0.0969,42,1.10850
ENSG00000113318,MSH3,23,-0.2255,32,0.33973,23,-0.1915,14,-0.9955,19,-0.6484,44,0.83992,55,1.25201
ENSG00000113319,RASGRF2,7,-2.5290,10,-1.9616,33,-0.1950,25,-0.6478,70,1.57823,28,-0.4644,34,-0.1429
ENSG00000145687,SSBP2,62,0.00424,48,-0.3909,73,0.27383,82,0.54164,66,0.15777,65,0.08424,4,-3.8702
ENSG00000186468,RPS23,1675,0.27063,2028,0.58779,634,-1.2466,746,-1.0872,989,-0.6935,3004,1.27551,2370,0.85400
ENSG00000174695,TMEM167A,90,0.18699,69,-0.2459,110,0.50287,79,-0.0384,77,-0.0791,77,-0.0792,70,-0.2310
ENSG00000038427,VCAN,97,0.81487,63,0.08667,10,-2.6459,19,-1.8307,25,-1.5432,235,2.54067,76,0.38872
ENSG00000164176,EDIL3,131,0.03695,137,0.10858,145,0.20846,109,-0.2749,120,-0.1256,158,0.34063,128,0.00459
ENSG00000127184,COX7C,925,-0.0083,873,-0.1001,764,-0.3116,672,-0.5650,1291,0.73632,959,0.04996,559,-0.7955
ENSG00000145715,RASA1,29,-0.4444,21,-0.9281,63,0.78769,37,-0.0870,44,0.26322,29,-0.4432,40,0.04245
ENSG00000134480,CCNH,52,0.02039,33,-0.6628,94,1.00294,36,-0.5899,58,0.26217,19,-1.5118,68,0.44771
ENSG00000247828,TMEM161B-AS1,63,0.28273,35,-0.6455,35,-0.6229,41,-0.4397,85,1.12689,28,-0.9828,29,-0.9329
ENSG00000245526,LINC00461,69,0.67846,41,-0.1774,28,-0.7591,44,-0.0603,59,0.56314,37,-0.3455,16,-1.5547
ENSG00000081189,MEF2C,177,-1.2591,103,-2.0579,619,0.72157,684,1.05909,506,0.51639,72,-2.5804,136,-1.6575
ENSG00000153140,CETN3,40,0.98807,25,0.23041,17,-0.4233,16,-0.5290,19,-0.3266,42,1.05589,8,-1.5096
ENSG00000176055,MBLAC2,13,-0.5951,7,-1.4248,44,1.45691,35,1.24675,14,-0.4756,3,-2.4372,5,-1.8471
ENSG00000164199,ADGRV1,127,1.92206,22,-1.0206,14,-1.6589,24,-0.9632,37,-0.2949,48,0.18800,57,0.46374
ENSG00000113369,ARRDC3,11,-0.8521,12,-0.7191,14,-0.5044,30,0.76345,20,-0.0082,27,0.47726,15,-0.4450
ENSG00000237187,NR2F1-AS1,42,0.20097,41,0.16992,28,-0.4549,44,0.32803,45,0.39028,15,-1.3535,22,-0.7883
ENSG00000175745,NR2F1,134,0.19579,97,-0.3198,110,-0.1203,134,0.21836,92,-0.4894,194,0.80965,107,-0.1604
ENSG00000113391,FAM172A,44,0.35845,26,-0.4726,31,-0.1942,30,-0.2768,39,0.20458,47,0.47712,27,-0.4122
ENSG00000175471,MCTP1,11,-1.3268,40,0.72013,44,0.87888,25,-0.0391,36,0.73283,5,-2.4806,0,-5.7813
ENSG00000198677,TTC37,26,-0.9408,42,-0.2110,45,-0.0837,49,0.06476,54,0.25105,43,-0.1448,60,0.38156
ENSG00000164292,RHOBTB3,228,1.81196,112,0.53289,14,-2.5805,58,-0.5786,56,-0.7170,92,0.21103,80,-0.0246
ENSG00000173221,GLRX,23,0.15319,15,-0.4600,28,0.46551,23,0.21109,22,0.12412,5,-2.0496,24,0.20198
ENSG00000118985,ELL2,18,-1.3225,30,-0.5582,50,0.25414,60,0.63220,45,0.10976,39,-0.1693,36,-0.2604
ENSG00000175426,PCSK1,8,-1.8143,12,-1.3352,64,1.33466,72,1.95529,19,-0.7859,2,-3.5675,2,-3.8429
ENSG00000153113,CAST,35,-0.2369,33,-0.3368,32,-0.3870,19,-1.2514,16,-1.6496,161,2.54684,59,0.61921
ENSG00000113441,LNPEP,24,-1.3656,40,-0.5851,69,0.28174,108,1.22690,43,-0.6028,51,-0.2127,55,-0.0990
ENSG00000145721,LIX1,129,2.49478,42,0.36520,3,-3.5805,10,-1.9098,18,-1.0859,36,0.12756,47,0.57359
ENSG00000174136,RGMB,61,-0.0363,22,-1.5722,107,0.88464,81,0.47111,81,0.57832,13,-2.3648,17,-1.9840
ENSG00000174132,FAM174A,24,-1.1875,30,-0.8683,67,0.38785,72,0.56606,62,0.35174,52,-0.0163,24,-1.1874
ENSG00000145730,PAM,45,-1.8567,41,-2.0185,246,0.77672,144,-0.1108,237,1.00247,141,-0.1374,64,-1.3444
ENSG00000145725,PPIP5K2,31,0.23280,12,-1.2418,33,0.35316,39,0.71541,32,0.39023,15,-0.9038,2,-3.6794
ENSG00000181751,C5orf30,21,-0.6404,15,-1.1105,76,1.48455,49,0.80989,26,-0.4305,3,-3.2570,29,-0.1704
ENSG00000145743,FBXL17,55,-0.6794,60,-0.5456,91,0.11376,124,0.72753,94,0.21465,59,-0.5758,53,-0.7298
ENSG00000151422,FER,16,-0.3108,13,-0.6335,12,-0.7831,19,-0.0623,16,-0.4718,43,1.27319,30,0.66024
ENSG00000198961,PJA2,227,-0.6861,192,-0.9370,736,1.25192,503,0.68361,333,-0.1109,164,-1.1754,189,-0.9662
ENSG00000164209,SLC25A46,43,-1.1100,41,-1.1665,182,1.22915,138,0.86401,86,-0.0402,30,-1.6297,49,-0.9144
ENSG00000152495,CAMK4,63,-0.3671,37,-1.1704,204,1.62454,85,0.10408,90,0.24314,45,-0.8839,10,-3.0380
ENSG00000164211,STARD4,14,-0.3659,15,-0.3051,40,1.34534,20,0.15783,9,-1.2623,36,1.14597,9,-1.0498
ENSG00000134986,NREP,56,0.09519,29,-0.9365,60,0.21563,78,0.76917,56,0.14616,32,-0.7490,22,-1.3318
ENSG00000224032,EPB41L4A-AS1,68,0.16682,72,0.26006,52,-0.2565,62,0.00072,75,0.41299,35,-0.8782,41,-0.6487
ENSG00000134982,APC,175,0.18253,196,0.36957,89,-0.8782,199,0.44816,157,0.01779,97,-0.7502,135,-0.2288
ENSG00000153037,SRP19,54,0.05307,41,-0.3966,66,0.37062,52,-0.0186,56,0.14419,65,0.34687,26,-1.0767
ENSG00000129625,REEP5,196,-0.5267,171,-0.7336,486,0.95640,304,0.18904,323,0.34795,180,-0.6585,131,-1.1431
ENSG00000172795,DCP2,23,-0.1534,13,-0.9815,40,0.72175,38,0.74787,25,-0.0260,28,0.10367,0,-5.4861
ENSG00000047188,YTHDC2,14,-0.7634,13,-0.8199,27,0.24566,29,0.45680,21,-0.1757,22,-0.0520,31,0.49799
ENSG00000080709,KCNN2,25,0.10488,11,-1.1625,34,0.62536,17,-0.5587,19,-0.3931,19,-0.3286,53,1.40402
ENSG00000152503,TRIM36,33,-0.9639,27,-1.2336,122,1.17607,105,1.07649,61,9.32298,12,-2.3704,20,-1.6567
ENSG00000164221,CCDC112,16,-0.1457,23,0.41167,30,0.88236,15,-0.2284,16,-0.1414,10,-0.8844,17,-0.0404
ENSG00000145780,FEM1C,21,-0.1562,13,-0.8259,25,0.11703,21,-0.1450,25,0.19724,31,0.48669,21,-0.0950
ENSG00000134970,TMED7,88,0.41042,41,-0.8021,86,0.36535,67,-0.0364,59,-0.2956,63,-0.1372,96,0.54698
ENSG00000129596,CDO1,47,-0.2174,33,-0.7423,76,0.58062,38,-0.5681,82,0.97162,48,-0.1689,9,-2.6740
ENSG00000145782,ATG12,53,-0.1046,61,0.12824,85,0.65220,41,-0.5548,61,0.15630,69,0.31640,33,-0.8206
ENSG00000177879,AP3S1,58,-1.0007,83,-0.4630,244,1.33183,122,0.15941,110,-0.0346,55,-1.0869,102,-0.1453
ENSG00000092421,SEMA6A,89,2.33055,28,0.20422,26,0.13063,12,-1.2044,11,-1.3985,29,0.28286,15,-0.7303
ENSG00000172869,DMXL1,32,0.01442,25,-0.4044,46,0.57975,25,-0.4271,38,0.37930,36,0.17251,17,-0.9825
ENSG00000133835,HSD17B4,99,0.73940,45,-0.5234,60,-0.0815,56,-0.2149,58,-0.1498,122,1.10201,17,-1.9314
ENSG00000205302,SNX2,39,0.00527,26,-0.6210,63,0.79773,32,-0.3417,41,0.12631,72,1.02556,0,-5.4871
ENSG00000064652,SNX24,9,-1.1485,13,-0.5760,16,-0.3246,26,0.51614,18,-0.2098,31,0.74999,22,0.15717
ENSG00000151292,CSNK1G3,56,0.37711,41,-0.1147,37,-0.2956,37,-0.3141,43,-0.0632,34,-0.4213,73,0.80871
ENSG00000155324,GRAMD2B,101,1.71616,45,0.29112,5,-2.8355,19,-1.1003,17,-1.4128,92,1.53419,42,0.16871
ENSG00000164904,ALDH7A1,207,1.49951,110,0.38625,28,-1.7006,70,-0.3740,69,-0.4322,129,0.66060,42,-1.1113
ENSG00000164902,PHAX,49,-0.3094,63,0.09338,61,0.04385,68,0.24121,50,-0.3255,53,-0.1806,81,0.51162
ENSG00000164241,C5orf63,54,-1.5483,425,1.86455,26,-2.6237,265,1.16936,83,-1.0626,40,-1.9840,147,0.00245
ENSG00000145794,MEGF10,61,1.82720,17,-0.3391,6,-1.9185,14,-0.6870,24,0.23856,29,0.48477,0,-5.1476
ENSG00000205279,CTXN3,21,-0.2134,12,-1.0102,69,1.84763,21,-0.2142,27,0.22982,14,-0.7831,0,-5.6654
ENSG00000245937,LINC01184,19,-0.4189,29,0.22846,41,0.78781,29,0.26177,24,-0.1016,25,-0.0296,8,-1.7060
ENSG00000064651,SLC12A2,55,0.86738,46,0.55642,42,0.39104,29,-0.2169,8,-2.3560,90,1.75694,12,-1.5500
ENSG00000169567,HINT1,559,0.14211,300,-0.8357,686,0.47613,385,-0.4983,731,0.80379,363,-0.5433,251,-1.1045
ENSG00000186687,LYRM7,33,-0.7315,41,-0.3797,46,-0.2114,90,1.04905,57,0.16750,20,-1.4317,34,-0.6619
ENSG00000158985,CDC42SE2,74,-0.8567,100,-0.3904,172,0.48423,187,0.72435,132,0.07686,49,-1.4577,111,-0.2208
ENSG00000158987,RAPGEF6,18,0.28584,18,0.29108,25,0.88006,24,0.87801,8,-1.0494,13,-0.1986,2,-2.7171
ENSG00000217128,FNIP1,27,0.40325,14,-0.6185,35,0.85761,23,0.17453,15,-0.6266,38,0.97483,4,-2.4273
ENSG00000164398,ACSL6,221,0.77253,60,-1.2727,157,0.20427,184,0.54257,153,0.21006,48,-1.6049,68,-1.0960
ENSG00000113522,RAD50,27,-1.0924,45,-0.3150,60,0.14549,66,0.32453,52,-0.1004,41,-0.4559,88,0.77856
ENSG00000131437,KIF3A,145,-0.6684,134,-0.7911,349,0.74168,431,1.33592,202,-0.1964,68,-1.8003,61,-1.9681
ENSG00000164402,SEPTIN8,224,0.84146,235,0.92252,194,0.59542,125,-0.1322,101,-0.5584,62,-1.2091,80,-0.8193
ENSG00000198944,SOWAHA,139,0.11205,100,-0.4121,104,-0.3537,126,-0.0521,204,1.05111,69,-0.9723,22,-2.6413
ENSG00000164405,UQCRQ,596,0.12553,416,-0.4426,452,-0.3141,372,-0.6801,797,0.83878,510,-0.1240,401,-0.4994
ENSG00000072364,AFF4,64,0.20804,47,-0.2792,67,0.27060,58,0.04622,56,-0.0162,48,-0.2570,54,-0.0604
ENSG00000155329,ZCCHC10,17,-0.0034,12,-0.5236,15,-0.1993,22,0.47038,19,0.22217,9,-0.9508,16,-0.0766
ENSG00000170606,HSPA4,49,-0.7314,51,-0.6586,151,1.09487,70,-0.2034,83,0.12635,58,-0.4776,85,0.13460
ENSG00000113583,C5orf15,24,-0.2342,20,-0.5519,52,0.98385,27,-0.0662,28,-0.0196,39,0.50468,10,-1.5314
ENSG00000213585,VDAC1,133,-0.8622,101,-1.2759,505,1.33377,247,0.12261,274,0.36923,130,-0.8933,122,-0.9885
ENSG00000113558,SKP1,529,-0.1909,400,-0.6301,829,0.53709,467,-0.4311,693,0.31760,607,0.02779,592,-0.0136
ENSG00000113575,PPP2CA,151,-0.5905,118,-0.9740,472,1.29406,342,0.84444,199,-0.2074,122,-0.9206,61,-1.9652
ENSG00000119048,UBE2B,93,-0.6662,69,-1.1247,238,0.85131,155,0.16115,153,0.15904,110,-0.4061,142,-0.0062
ENSG00000237190,CDKN2AIPNL,22,-0.9573,18,-1.2876,64,0.72611,38,-0.1330,58,0.77037,38,-0.1272,19,-1.1786
ENSG00000043143,JADE2,29,-0.2877,24,-0.5706,42,0.31140,43,0.41302,44,0.53628,13,-1.4188,18,-0.9933
ENSG00000152700,SAR1B,65,0.55285,44,-0.0620,33,-0.5395,55,0.32563,49,0.11303,27,-0.7995,35,-0.4062
ENSG00000164615,CAMLG,129,-0.0323,68,-1.0181,200,0.68561,111,-0.2973,160,0.42187,86,-0.6558,130,-0.0205
ENSG00000145833,DDX46,19,-0.8730,39,0.22365,42,0.32518,36,0.10432,33,-0.0929,38,0.18941,32,-0.0846
