"","APOE_carrier","registration_variable","n","enough_samples"
"1","E2+","Astro",14,TRUE
"2","E2+","Macro",10,TRUE
"3","E2+","Micro",14,TRUE
"4","E2+","OPC",14,TRUE
"5","E2+","Oligo",14,TRUE
"6","E2+","Vasc",14,TRUE
"7","E2+","Excit",14,TRUE
"8","E2+","Inhib",14,TRUE
"9","E4+","Astro",17,TRUE
"10","E4+","Macro",9,TRUE
"11","E4+","Micro",17,TRUE
"12","E4+","OPC",17,TRUE
"13","E4+","Oligo",17,TRUE
"14","E4+","Vasc",16,TRUE
"15","E4+","Excit",17,TRUE
"16","E4+","Inhib",17,TRUE
