Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000188976,NOC2L,284,3.05383,34,-3.0538
ENSG00000188290,HES4,284,1.61065,93,-1.6106
ENSG00000187608,ISG15,284,0.90230,151,-0.9023
ENSG00000078808,SDF4,284,1.20674,123,-1.2067
ENSG00000160087,UBE2J2,284,2.79489,40,-2.7948
ENSG00000131584,ACAP3,284,1.62981,91,-1.6298
ENSG00000127054,INTS11,284,1.90830,75,-1.9083
ENSG00000107404,DVL1,284,2.27586,58,-2.2758
ENSG00000175756,AURKAIP1,284,1.51855,99,-1.5185
ENSG00000221978,CCNL2,284,2.50470,50,-2.5047
ENSG00000242485,MRPL20,284,1.32151,113,-1.3215
ENSG00000179403,VWA1,284,0.38564,217,-0.3856
ENSG00000205090,TMEM240,284,2.72223,43,-2.7222
ENSG00000160075,SSU72,284,1.50782,99,-1.5078
ENSG00000078369,GNB1,284,0.35718,221,-0.3571
ENSG00000067606,PRKCZ,284,2.22103,60,-2.2210
ENSG00000162585,FAAP20,284,1.64105,91,-1.6410
ENSG00000157933,SKI,284,2.45425,51,-2.4542
ENSG00000157916,RER1,284,1.98910,71,-1.9891
ENSG00000157870,PRXL2B,284,2.88735,38,-2.8873
ENSG00000158109,TPRG1L,284,2.08619,66,-2.0861
ENSG00000069424,KCNAB2,284,1.95659,73,-1.9565
ENSG00000116254,CHD5,284,1.61136,92,-1.6113
ENSG00000116251,RPL22,284,-1.6982,921,1.69823
ENSG00000097021,ACOT7,284,2.10500,66,-2.1050
ENSG00000171735,CAMTA1,284,0.97651,144,-0.9765
ENSG00000049245,VAMP3,284,1.27549,117,-1.2754
ENSG00000116288,PARK7,284,0.25256,238,-0.2525
ENSG00000142599,RERE,284,1.85710,78,-1.8571
ENSG00000074800,ENO1,284,-0.8467,510,0.84678
ENSG00000171603,CLSTN1,284,0.02599,279,-0.0259
ENSG00000054523,KIF1B,284,0.24137,240,-0.2413
ENSG00000120948,TARDBP,284,2.21640,61,-2.2164
ENSG00000116649,SRM,284,1.74745,84,-1.7474
ENSG00000116661,FBXO2,284,0.28267,233,-0.2826
ENSG00000132879,FBXO44,284,1.77878,82,-1.7787
ENSG00000011021,CLCN6,284,3.18328,31,-3.1832
ENSG00000116688,MFN2,284,2.51936,49,-2.5193
ENSG00000116731,PRDM2,284,2.90792,37,-2.9079
ENSG00000116786,PLEKHM2,284,2.36098,55,-2.3609
ENSG00000065526,SPEN,284,3.00186,35,-3.0018
ENSG00000055070,SZRD1,284,1.92567,74,-1.9256
ENSG00000159363,ATP13A2,284,2.35936,55,-2.3593
ENSG00000117118,SDHB,284,2.38905,54,-2.3890
ENSG00000117115,PADI2,284,1.57793,95,-1.5779
ENSG00000077549,CAPZB,284,0.78221,165,-0.7822
ENSG00000173436,MICOS10,284,0.20502,246,-0.2050
ENSG00000158747,NBL1,284,0.77253,166,-0.7725
ENSG00000162545,CAMK2N1,284,-0.5761,423,0.57614
ENSG00000158828,PINK1,284,0.68765,176,-0.6876
ENSG00000127483,HP1BP3,284,1.34681,111,-1.3468
ENSG00000075151,EIF4G3,284,1.92158,74,-1.9215
ENSG00000076864,RAP1GAP,284,2.50059,50,-2.5005
ENSG00000070831,CDC42,284,0.49039,202,-0.4903
ENSG00000125944,HNRNPR,284,1.89219,76,-1.8921
ENSG00000117318,ID3,284,1.58221,94,-1.5822
ENSG00000142676,RPL11,284,-1.7781,974,1.77818
ENSG00000057757,PITHD1,284,1.55231,96,-1.5523
ENSG00000189266,PNRC2,284,1.83822,79,-1.8382
ENSG00000001461,NIPAL3,284,2.33558,56,-2.3355
ENSG00000133226,SRRM1,284,2.23864,60,-2.2386
ENSG00000169504,CLIC4,284,1.18840,124,-1.1884
ENSG00000117614,SYF2,284,1.47768,102,-1.4776
ENSG00000117616,RSRP1,284,1.80862,81,-1.8086
ENSG00000183726,TMEM50A,284,1.52758,98,-1.5275
ENSG00000162430,SELENON,284,1.80011,81,-1.8001
ENSG00000117640,MTFR1L,284,2.64099,45,-2.6409
ENSG00000117632,STMN1,284,-0.3803,369,0.38033
ENSG00000142669,SH3BGRL3,284,0.12722,260,-0.1272
ENSG00000198830,HMGN2,284,0.96511,145,-0.9651
ENSG00000117713,ARID1A,284,2.41650,53,-2.4165
ENSG00000090273,NUDC,284,0.97220,144,-0.9722
ENSG00000186501,TMEM222,284,2.11875,65,-2.1187
ENSG00000158195,WASF2,284,1.89490,76,-1.8949
ENSG00000126709,IFI6,284,-0.2917,347,0.29179
ENSG00000117758,STX12,284,1.93055,74,-1.9305
ENSG00000126698,DNAJC8,284,1.31673,114,-1.3167
ENSG00000130770,ATP5IF1,284,0.52137,197,-0.5213
ENSG00000116350,SRSF4,284,2.58449,47,-2.5844
ENSG00000162512,SDC3,284,1.69406,87,-1.6940
ENSG00000134644,PUM1,284,1.86524,77,-1.8652
ENSG00000121766,ZCCHC17,284,2.11593,65,-2.1159
ENSG00000121769,FABP3,284,3.00397,35,-3.0039
ENSG00000162517,PEF1,284,2.57792,47,-2.5779
ENSG00000084636,COL16A1,284,2.31564,57,-2.3156
ENSG00000121753,ADGRB2,284,2.02233,69,-2.0223
ENSG00000184007,PTP4A2,284,0.07181,270,-0.0718
ENSG00000121774,KHDRBS1,284,1.30209,115,-1.3020
ENSG00000084623,EIF3I,284,2.16148,63,-2.1614
ENSG00000175130,MARCKSL1,284,-0.6493,445,0.64939
ENSG00000160058,BSDC1,284,2.83471,39,-2.8347
ENSG00000162521,RBBP4,284,2.00002,71,-2.0000
ENSG00000134684,YARS,284,2.66578,44,-2.6657
ENSG00000121905,HPCA,284,1.96232,72,-1.9623
ENSG00000121900,TMEM54,284,2.58830,47,-2.5883
ENSG00000134686,PHC2,284,1.87541,77,-1.8754
ENSG00000116544,DLGAP3,284,3.56927,23,-3.5692
ENSG00000116560,SFPQ,284,0.85091,157,-0.8509
ENSG00000020129,NCDN,284,1.23389,120,-1.2338
ENSG00000126067,PSMB2,284,1.95474,73,-1.9547
ENSG00000116871,MAP7D1,284,1.05917,136,-1.0591
ENSG00000054118,THRAP3,284,2.10889,65,-2.1088
ENSG00000163875,MEAF6,284,2.49663,50,-2.4966
ENSG00000197982,C1orf122,284,0.17665,251,-0.1766
ENSG00000174574,AKIRIN1,284,2.36776,55,-2.3677
ENSG00000168653,NDUFS5,284,-0.2335,334,0.23352
ENSG00000127603,MACF1,284,0.94685,147,-0.9468
ENSG00000090621,PABPC4,284,2.29765,57,-2.2976
ENSG00000116983,HPCAL4,284,1.42611,105,-1.4261
ENSG00000131236,CAP1,284,1.65926,89,-1.6592
ENSG00000131238,PPT1,284,1.38105,109,-1.3810
ENSG00000049089,COL9A2,284,2.48097,50,-2.4809
ENSG00000065978,YBX1,284,0.08795,267,-0.0879
ENSG00000117394,SLC2A1,284,0.10463,264,-0.1046
ENSG00000066322,ELOVL1,284,1.19108,124,-1.1910
ENSG00000142949,PTPRF,284,1.61623,92,-1.6162
ENSG00000126091,ST3GAL3,284,3.54304,24,-3.5430
ENSG00000117408,IPO13,284,1.57024,95,-1.5702
