Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000142657,PGD,146,1.73100,44,-0.3667,51,-0.1258,34,-0.7669,40,-0.5118,24,-1.2761,50,-0.1474,48,-0.2060,59,0.10206
ENSG00000241563,CORT,146,1.08720,0,-7.1189,264,2.27925,7,-3.4434,57,-0.4727,48,-0.7524,67,-0.2270,14,-2.6070,92,0.28227
ENSG00000160049,DFFA,146,2.34960,1,-4.7311,32,-0.4070,11,-2.0423,30,-0.4955,41,-0.0150,22,-1.0057,21,-1.0368,69,0.84144
ENSG00000142655,PEX14,146,2.73203,18,-1.0440,54,0.69255,12,-1.5982,10,-1.9125,20,-0.8643,18,-1.0742,14,-1.4420,27,-0.4277
ENSG00000120948,TARDBP,146,1.43697,32,-1.0672,60,-0.1134,52,-0.3449,66,0.04731,31,-1.1311,48,-0.4540,61,-0.0863,81,0.38496
ENSG00000116649,SRM,146,0.48455,110,0.01962,144,0.46028,114,0.06665,136,0.35652,72,-0.6520,150,0.52728,68,-0.7534,42,-1.4812
ENSG00000171824,EXOSC10,146,2.34576,35,-0.2673,15,-1.5280,29,-0.5746,22,-1.0049,11,-2.0481,31,-0.4520,17,-1.3283,67,0.80545
ENSG00000198793,MTOR,146,2.32826,14,-1.6194,90,1.31928,13,-1.7795,31,-0.4653,19,-1.2259,46,0.15803,0,-7.1601,17,-1.3962
ENSG00000116661,FBXO2,146,-1.1781,146,-1.1785,282,-0.1570,193,-0.7513,256,-0.3113,256,-0.3147,195,-0.7425,394,0.38937,932,1.99354
ENSG00000132879,FBXO44,146,-0.0297,13,-3.6619,318,1.31220,252,0.88846,186,0.35998,126,-0.2704,184,0.34943,60,-1.4120,56,-1.5134
ENSG00000116670,MAD2L2,146,2.71382,34,-0.0622,4,-3.1692,11,-1.7296,13,-1.4867,21,-0.8305,27,-0.4257,43,0.31894,20,-0.8682
ENSG00000011021,CLCN6,146,1.74476,20,-1.5233,91,0.84133,75,0.50973,31,-0.8812,22,-1.3716,35,-0.7009,16,-1.8861,57,0.05984
ENSG00000116685,KIAA2013,146,1.86262,60,0.24576,88,0.89133,37,-0.5136,22,-1.3068,22,-1.3166,13,-2.0738,34,-0.6621,43,-0.3074
ENSG00000083444,PLOD1,146,2.04660,93,1.13962,31,-0.6489,31,-0.6576,12,-2.1197,12,-2.0434,17,-1.5884,15,-1.7539,70,0.64203
ENSG00000116688,MFN2,146,1.02978,18,-2.2254,185,1.47084,79,-0.0189,45,-0.9067,64,-0.3495,55,-0.5835,65,-0.3212,60,-0.4523
ENSG00000048707,VPS13D,146,1.65839,46,-0.3405,53,-0.1143,55,-0.0497,39,-0.5866,41,-0.5333,34,-0.8150,33,-0.8717,67,0.24876
ENSG00000162496,DHRS3,146,1.29375,72,0.06722,24,-1.6257,27,-1.4185,63,-0.1588,44,-0.6939,31,-1.2384,82,0.28009,132,1.10169
ENSG00000116731,PRDM2,146,1.54091,46,-0.4474,37,-0.7822,87,0.58815,73,0.29287,52,-0.2526,20,-1.6663,54,-0.1941,32,-0.9894
ENSG00000189337,KAZN,146,1.66397,34,-0.8199,40,-0.5494,39,-0.5808,53,-0.1300,28,-1.0987,38,-0.6415,52,-0.1372,83,0.61237
ENSG00000142634,EFHD2,146,0.26841,12,-3.5151,82,-0.6484,236,1.09341,432,2.32844,34,-1.9888,3,-5.5078,115,-0.1253,58,-1.1842
ENSG00000116786,PLEKHM2,146,0.91424,52,-0.7873,55,-0.6789,85,-0.0036,92,0.12983,74,-0.2257,79,-0.1133,59,-0.5726,123,0.61327
ENSG00000065526,SPEN,146,2.02070,88,1.03000,37,-0.3938,39,-0.3101,21,-1.3001,8,-2.6720,20,-1.3481,31,-0.6786,41,-0.2538
ENSG00000185519,FAM131C,146,2.90815,15,-1.2309,17,-1.0563,11,-1.7200,21,-0.7283,29,-0.1951,31,-0.1328,16,-1.1523,14,-1.3123
ENSG00000055070,SZRD1,146,1.84751,105,1.19807,2,-4.3471,24,-1.2083,21,-1.3696,28,-0.9433,26,-1.0821,34,-0.6503,81,0.74026
ENSG00000159363,ATP13A2,146,0.02779,36,-2.0944,247,0.91636,133,-0.1314,76,-1.0084,157,0.14673,346,1.54223,40,-1.9674,113,-0.3861
ENSG00000117118,SDHB,146,1.07047,89,0.21850,84,0.12224,67,-0.2445,61,-0.3797,74,-0.0820,93,0.28587,31,-1.4049,56,-0.5371
ENSG00000117115,PADI2,146,1.01812,38,-1.1781,15,-2.5163,22,-1.9402,10,-3.1043,24,-1.8578,16,-2.4088,302,2.51412,149,1.04873
ENSG00000074964,ARHGEF10L,146,2.29207,69,0.79932,21,-1.0847,20,-1.1297,51,0.29438,17,-1.3740,26,-0.7735,23,-0.9419,9,-2.3610
ENSG00000117154,IGSF21,146,1.51861,14,-2.2261,35,-0.8974,117,1.09002,63,0.04485,46,-0.4713,65,0.10079,30,-1.0982,37,-0.8012
ENSG00000159423,ALDH4A1,146,1.85563,47,-0.1568,13,-2.1250,25,-1.1248,39,-0.4581,28,-0.9470,39,-0.4694,31,-0.8096,99,1.10562
ENSG00000127463,EMC1,146,2.35899,71,0.90039,24,-0.8596,27,-0.6506,4,-3.2545,12,-1.8726,47,0.19874,14,-1.6050,26,-0.7090
ENSG00000053372,MRTO4,146,1.61473,52,-0.1841,38,-0.6735,82,0.54921,44,-0.4486,40,-0.5824,28,-1.1164,38,-0.6950,58,-0.0221
ENSG00000053371,AKR7A2,146,1.21343,54,-0.4694,43,-0.8118,13,-2.6194,86,0.29218,42,-0.8294,45,-0.7508,70,-0.0504,150,1.26288
ENSG00000077549,CAPZB,146,-0.7186,291,0.38267,294,0.39870,348,0.68727,190,-0.3078,198,-0.2422,227,-0.0241,155,-0.6260,225,-0.0378
ENSG00000173436,MICOS10,146,-0.8375,256,0.04674,238,-0.0723,206,-0.3010,261,0.07882,315,0.38847,361,0.61685,232,-0.1166,225,-0.1628
ENSG00000158747,NBL1,146,-0.8514,512,1.22466,292,0.24544,347,0.53480,334,0.46950,189,-0.4575,180,-0.5333,103,-1.3840,159,-0.7195
ENSG00000162545,CAMK2N1,146,-2.4674,46,-4.1608,953,0.42263,705,-0.0722,488,-0.6562,1293,0.95227,1746,1.51295,517,-0.5644,744,0.01390
ENSG00000090432,MUL1,146,2.16251,70,0.73505,43,-0.0684,37,-0.2988,24,-0.9943,20,-1.2434,18,-1.3736,9,-2.4336,37,-0.2962
ENSG00000158828,PINK1,146,-1.4738,212,-0.9141,598,0.76947,440,0.24671,543,0.59975,406,0.11462,439,0.24455,345,-0.1504,277,-0.4993
ENSG00000244038,DDOST,146,1.83881,77,0.63473,72,0.52873,38,-0.5158,22,-1.3122,17,-1.7023,18,-1.6350,10,-2.4973,71,0.49795
ENSG00000189410,SH2D5,146,2.62087,0,-6.0662,49,0.45614,50,0.47873,35,-0.1020,26,-0.5450,20,-0.9301,6,-2.6665,1,-4.7473
ENSG00000127483,HP1BP3,146,-0.0516,130,-0.2441,160,0.09162,172,0.21112,149,-0.0271,114,-0.4477,107,-0.5451,136,-0.1671,246,0.81890
ENSG00000075151,EIF4G3,146,0.79130,35,-1.4551,131,0.60506,123,0.48830,65,-0.5358,58,-0.7242,133,0.62571,72,-0.3812,58,-0.7179
ENSG00000076864,RAP1GAP,146,0.40093,41,-1.5666,239,1.26568,166,0.61651,115,-0.0018,73,-0.7209,118,0.04132,61,-0.9913,73,-0.7027
ENSG00000090686,USP48,146,2.21803,0,-5.9318,52,0.28158,37,-0.2825,49,0.17283,22,-1.0788,25,-0.9024,21,-1.1468,43,-0.0213
ENSG00000070831,CDC42,146,-0.5432,240,0.24924,300,0.62636,224,0.13339,147,-0.5413,138,-0.6338,238,0.23435,158,-0.4190,263,0.40464
ENSG00000173372,C1QA,146,-0.5342,1056,3.41615,44,-2.3450,48,-2.2066,105,-1.0502,67,-1.7194,52,-2.0950,162,-0.3710,163,-0.3645
ENSG00000159189,C1QC,146,-0.4016,719,2.55496,19,-3.3977,81,-1.3106,129,-0.5957,88,-1.1909,63,-1.6817,316,0.87365,132,-0.5589
ENSG00000173369,C1QB,146,-1.2737,1426,2.87047,38,-3.2732,110,-1.7051,212,-0.7082,148,-1.2575,106,-1.7560,434,0.44439,363,0.14976
ENSG00000004487,KDM1A,146,2.16412,14,-1.7835,70,0.73362,43,-0.0710,11,-2.1355,21,-1.2050,85,1.07182,12,-2.0061,4,-3.6133
ENSG00000169641,LUZP1,146,2.04917,78,0.82797,35,-0.4675,50,0.07309,7,-2.8677,48,0.01111,52,0.15582,8,-2.6666,3,-3.9402
ENSG00000125944,HNRNPR,146,0.68909,111,0.21860,98,0.01463,69,-0.5333,118,0.31761,61,-0.7333,77,-0.3573,60,-0.7476,131,0.50611
ENSG00000142676,RPL11,146,-2.4977,1852,1.58765,352,-1.1887,259,-1.6493,405,-0.9756,531,-0.5558,558,-0.4788,1520,1.20889,1155,0.71575
ENSG00000057757,PITHD1,146,0.02363,67,-1.1902,218,0.68643,214,0.65704,141,-0.0419,130,-0.1613,226,0.74951,73,-1.0628,83,-0.8637
ENSG00000011009,LYPLA2,146,1.63354,92,0.77580,53,-0.1528,59,0.03417,62,0.09927,31,-0.9760,36,-0.7377,12,-2.3406,30,-1.0201
ENSG00000117305,HMGCL,146,2.48034,25,-0.7098,32,-0.3205,30,-0.4015,38,-0.0313,17,-1.3010,26,-0.6629,17,-1.2479,21,-0.9638
ENSG00000189266,PNRC2,146,1.57476,78,0.43118,52,-0.2156,46,-0.4116,62,0.05395,24,-1.4246,16,-2.0267,23,-1.4651,91,0.70147
ENSG00000188529,SRSF10,146,2.02801,29,-0.7839,49,0.04927,47,-0.0155,49,0.03324,26,-0.9599,23,-1.1249,30,-0.7124,30,-0.7053
ENSG00000001461,NIPAL3,146,1.37827,1,-5.5219,72,0.14595,62,-0.1133,46,-0.5553,48,-0.5117,35,-0.9718,110,0.85883,73,0.16922
ENSG00000133226,SRRM1,146,1.23183,47,-0.6633,27,-1.4847,67,-0.0968,43,-0.8075,30,-1.3262,31,-1.2796,116,0.80692,135,1.08798
ENSG00000169504,CLIC4,146,0.81282,368,2.72267,0,-7.5208,26,-1.9048,19,-2.3645,8,-3.6004,6,-3.9756,107,0.27933,131,0.62244
ENSG00000117614,SYF2,146,1.13000,148,1.15501,40,-0.9758,45,-0.8139,54,-0.5302,44,-0.8299,51,-0.6259,84,0.17873,66,-0.2174
ENSG00000117616,RSRP1,146,2.11729,33,-0.5420,36,-0.3880,35,-0.4316,17,-1.4738,14,-1.7604,16,-1.6178,34,-0.4609,81,0.96599
ENSG00000183726,TMEM50A,146,1.23836,91,0.39656,60,-0.2835,40,-0.9031,43,-0.7906,18,-2.0530,54,-0.4397,41,-0.8556,148,1.25306
ENSG00000117643,MAN1C1,146,2.43830,40,0.01416,14,-1.6361,20,-1.0852,6,-2.6851,20,-1.0716,62,0.74394,0,-6.4185,50,0.38083
ENSG00000162430,SELENON,146,1.30134,145,1.28648,42,-0.7748,35,-1.0303,60,-0.2303,20,-1.8545,15,-2.2764,55,-0.3443,100,0.61385
ENSG00000117640,MTFR1L,146,1.11059,77,0.00924,62,-0.3211,64,-0.2695,99,0.42881,63,-0.3034,85,0.17548,57,-0.4728,33,-1.2953
ENSG00000117632,STMN1,146,-2.5937,76,-3.5552,1988,1.59909,1308,0.81985,1030,0.40864,873,0.13430,739,-0.1350,612,-0.4353,463,-0.8710
ENSG00000158008,EXTL1,146,1.83740,25,-1.1619,55,0.07949,68,0.42240,97,1.04537,47,-0.1774,13,-2.0454,20,-1.4899,0,-6.3297
ENSG00000142684,ZNF593,146,1.40245,47,-0.5188,38,-0.8611,57,-0.2070,38,-0.8313,52,-0.3545,69,0.08084,25,-1.4764,115,0.95304
ENSG00000142669,SH3BGRL3,146,-1.0002,497,0.99352,311,0.18851,304,0.15011,577,1.26715,185,-0.6360,109,-1.4493,192,-0.5832,172,-0.7563
ENSG00000158062,UBXN11,146,2.79893,5,-2.8242,17,-1.0530,34,-0.0455,17,-1.1161,26,-0.4189,29,-0.2596,30,-0.2319,6,-2.4852
ENSG00000117682,DHDDS,146,2.24249,38,-0.2126,29,-0.6256,32,-0.4953,39,-0.1766,9,-2.2799,21,-1.1504,6,-2.9284,71,0.81661
ENSG00000198830,HMGN2,146,-0.4693,427,1.34665,98,-1.0805,136,-0.5895,145,-0.4823,128,-0.6752,85,-1.2991,213,0.12794,390,1.17594
ENSG00000117713,ARID1A,146,1.92532,29,-0.8492,45,-0.1823,64,0.39452,57,0.19711,34,-0.6338,31,-0.7543,20,-1.3895,26,-1.0105
ENSG00000204160,ZDHHC18,146,2.37460,49,0.28151,47,0.21400,43,0.08798,5,-3.0419,27,-0.6749,20,-1.1200,16,-1.4800,17,-1.3717
ENSG00000090273,NUDC,146,0.10325,143,0.06427,141,0.04490,193,0.56632,124,-0.1653,153,0.17674,123,-0.1727,111,-0.3335,101,-0.4950
ENSG00000253368,TRNP1,146,1.32400,3,-4.4124,119,0.95200,80,0.26442,69,0.02584,77,0.20153,109,0.78494,7,-3.4128,1,-5.3045
ENSG00000090020,SLC9A1,146,2.90931,0,-5.9110,68,1.23117,45,0.48189,4,-3.1661,12,-1.4993,12,-1.5314,1,-4.6761,10,-1.7535
ENSG00000142784,WDTC1,146,2.08564,36,-0.3969,24,-1.0366,38,-0.3304,37,-0.3767,19,-1.3520,51,0.13466,29,-0.7487,39,-0.2622
ENSG00000186501,TMEM222,146,0.73961,140,0.66461,115,0.33227,97,0.05355,53,-0.9054,77,-0.3083,85,-0.1624,75,-0.3611,57,-0.7827
ENSG00000158195,WASF2,146,1.08957,192,1.60120,18,-2.2254,24,-1.7875,44,-0.8845,21,-2.0123,15,-2.4843,99,0.40704,137,0.96770
ENSG00000126705,AHDC1,146,1.72097,37,-0.6325,64,0.24114,79,0.58702,59,0.09512,50,-0.1518,31,-0.9077,10,-2.4962,21,-1.4519
ENSG00000126709,IFI6,146,0.14450,193,0.60781,216,0.79904,165,0.34621,79,-0.8361,65,-1.1209,26,-2.4957,148,0.16485,167,0.36258
ENSG00000117758,STX12,146,0.86496,33,-1.4966,152,0.93015,82,-0.1120,113,0.41711,80,-0.1402,62,-0.5530,74,-0.2632,46,-1.0118
ENSG00000117751,PPP1R8,146,2.52354,16,-1.3473,62,0.78133,29,-0.4592,26,-0.6308,7,-2.5471,10,-2.0307,27,-0.5501,24,-0.7135
ENSG00000117748,RPA2,146,1.47926,32,-1.0579,64,0.04014,58,-0.1163,54,-0.2285,19,-1.7919,43,-0.5762,56,-0.1791,90,0.60355
ENSG00000126698,DNAJC8,146,0.26460,199,0.78706,129,0.06154,121,-0.0444,103,-0.2962,74,-0.8238,87,-0.5706,73,-0.8444,188,0.68618
ENSG00000130770,ATP5IF1,146,-1.4331,137,-1.5328,460,0.36570,406,0.15762,412,0.18342,380,0.05219,852,1.46756,177,-1.1495,345,-0.1070
ENSG00000198492,YTHDF2,146,1.30652,20,-1.8680,108,0.75049,110,0.78963,44,-0.7062,56,-0.3363,54,-0.3751,40,-0.8368,40,-0.8529
ENSG00000116350,SRSF4,146,1.79234,64,0.28803,50,-0.1113,24,-1.2383,48,-0.1708,20,-1.5072,40,-0.4747,31,-0.8711,59,0.16408
ENSG00000116353,MECR,146,2.18505,28,-0.7034,47,0.07446,28,-0.6978,76,0.89506,21,-1.1310,37,-0.2950,16,-1.5503,0,-5.6839
ENSG00000162511,LAPTM5,146,0.12459,211,0.73917,25,-2.5710,46,-1.6693,123,-0.1574,78,-0.8638,65,-1.1546,320,1.50139,207,0.70644
ENSG00000162512,SDC3,146,-0.4555,137,-0.5537,227,0.24894,223,0.21780,244,0.37153,163,-0.2885,205,0.08242,144,-0.4756,264,0.50126
ENSG00000134644,PUM1,146,0.69217,51,-1.0121,166,0.91778,155,0.79292,128,0.46212,58,-0.8029,84,-0.2245,37,-1.4798,44,-1.2100
ENSG00000121766,ZCCHC17,146,0.42010,63,-0.9237,212,1.06956,196,0.92160,122,0.11325,94,-0.2970,76,-0.6353,51,-1.2536,61,-0.9727
ENSG00000121769,FABP3,146,0.27983,35,-1.9300,260,1.29053,151,0.33086,121,-0.0316,123,-0.0068,222,0.99382,10,-3.6723,42,-1.6692
ENSG00000162517,PEF1,146,0.94595,116,0.54687,142,0.89584,54,-0.6905,91,0.13944,74,-0.2020,44,-0.9979,38,-1.2356,47,-0.9048
ENSG00000084636,COL16A1,146,1.32784,53,-0.3932,42,-0.7363,30,-1.2832,47,-0.5905,48,-0.5536,17,-2.0555,88,0.42163,140,1.23937
ENSG00000121753,ADGRB2,146,-0.4975,66,-1.7132,463,1.46572,399,1.18373,193,-0.0550,235,0.26174,190,-0.0845,78,-1.4656,31,-2.7981
ENSG00000184007,PTP4A2,146,-0.4921,154,-0.4148,169,-0.2611,209,0.07425,112,-0.9113,90,-1.2350,106,-0.9914,662,2.22228,146,-0.4922
ENSG00000121774,KHDRBS1,146,0.37781,93,-0.3589,137,0.26715,120,0.05714,104,-0.1743,92,-0.3754,86,-0.4744,43,-1.5277,224,1.12234
ENSG00000025800,KPNA6,146,1.97835,28,-0.8620,73,0.67049,57,0.24571,26,-1.0086,28,-0.8673,26,-0.9886,34,-0.5846,23,-1.1939
ENSG00000084652,TXLNA,146,1.94056,74,0.66256,38,-0.4478,37,-0.4694,19,-1.4535,23,-1.2060,24,-1.0982,31,-0.7428,56,0.18088
ENSG00000160050,CCDC28B,146,2.82284,30,-0.2342,16,-1.1254,11,-1.7257,13,-1.4458,27,-0.3819,30,-0.2316,6,-2.4660,29,-0.2644
