"","gene_id","Factor","weight","weight_rank","gene_name"
"1","ENSG00000171587","nmf1",0.00223031289731816,1,"DSCAM"
"2","ENSG00000187416","nmf1",0.00218251176255201,2,"LHFPL3"
"3","ENSG00000150275","nmf1",0.00204311062770805,3,"PCDH15"
"4","ENSG00000148948","nmf1",0.00204109411916108,4,"LRRC4C"
"5","ENSG00000116147","nmf1",0.00201328850081209,5,"TNR"
"6","ENSG00000183715","nmf1",0.0020100630955504,6,"OPCML"
"7","ENSG00000179915","nmf1",0.00198003042876325,7,"NRXN1"
"8","ENSG00000183117","nmf1",0.00192607445689162,8,"CSMD1"
"9","ENSG00000185774","nmf1",0.00190245991834016,9,"KCNIP4"
"10","ENSG00000169760","nmf1",0.00188310989230474,10,"NLGN1"
"11","ENSG00000108654","nmf2",0.000749938046388464,1,"DDX5"
"12","ENSG00000213079","nmf2",0.000745160202690002,2,"SCAF8"
"13","ENSG00000164329","nmf2",0.000723061512113513,3,"TENT2"
"14","ENSG00000144357","nmf2",0.000716943408534445,4,"UBR3"
"15","ENSG00000107669","nmf2",0.000698757594854632,5,"ATE1"
"16","ENSG00000204120","nmf2",0.000697023270973661,6,"GIGYF2"
"17","ENSG00000173889","nmf2",0.000680833460675974,7,"PHC3"
"18","ENSG00000090060","nmf2",0.000661870454418162,8,"PAPOLA"
"19","ENSG00000139746","nmf2",0.000660701329716639,9,"RBM26"
"20","ENSG00000075568","nmf2",0.000649762032217963,10,"TMEM131"
"21","ENSG00000151474","nmf3",0.00219783018788953,1,"FRMD4A"
"22","ENSG00000120594","nmf3",0.00217311720425306,2,"PLXDC2"
"23","ENSG00000148655","nmf3",0.00206026782019187,3,"LRMDA"
"24","ENSG00000128512","nmf3",0.00201786174582049,4,"DOCK4"
"25","ENSG00000198879","nmf3",0.00188444828829316,5,"SFMBT2"
"26","ENSG00000123104","nmf3",0.00186483265138259,6,"ITPR2"
"27","ENSG00000138639","nmf3",0.00185754103503509,7,"ARHGAP24"
"28","ENSG00000251562","nmf3",0.00183898859910055,8,"MALAT1"
"29","ENSG00000137642","nmf3",0.00178642198807825,9,"SORL1"
"30","ENSG00000184005","nmf3",0.00177337677419015,10,"ST6GALNAC3"
"31","ENSG00000179399","nmf4",0.00173174211076605,1,"GPC5"
"32","ENSG00000179915","nmf4",0.00171320192772197,2,"NRXN1"
"33","ENSG00000150625","nmf4",0.00162152456438044,3,"GPM6A"
"34","ENSG00000110436","nmf4",0.00156518826718136,4,"SLC1A2"
"35","ENSG00000178568","nmf4",0.00155969294983734,5,"ERBB4"
"36","ENSG00000185565","nmf4",0.00151743827632758,6,"LSAMP"
"37","ENSG00000185942","nmf4",0.0014985477216911,7,"NKAIN3"
"38","ENSG00000185737","nmf4",0.00147019325665904,8,"NRG3"
"39","ENSG00000234377","nmf4",0.00146710148234446,9,"OBI1-AS1"
"40","ENSG00000134532","nmf4",0.00143873560657353,10,"SOX5"
"41","ENSG00000109046","nmf5",0.00234834980994653,1,"WSB1"
"42","ENSG00000117616","nmf5",0.00198537174997554,2,"RSRP1"
"43","ENSG00000099622","nmf5",0.00170794830542171,3,"CIRBP"
"44","ENSG00000100836","nmf5",0.00168094015245226,4,"PABPN1"
"45","ENSG00000251562","nmf5",0.00156825397974451,5,"MALAT1"
"46","ENSG00000143442","nmf5",0.00149162016399754,6,"POGZ"
"47","ENSG00000108654","nmf5",0.00146258379682637,7,"DDX5"
"48","ENSG00000100201","nmf5",0.00144057764251489,8,"DDX17"
"49","ENSG00000104852","nmf5",0.00143001185658467,9,"SNRNP70"
"50","ENSG00000100650","nmf5",0.00139063780566561,10,"SRSF5"
"51","ENSG00000253877","nmf6",0.00247363123929397,1,"LINC01608"
"52","ENSG00000257585","nmf6",0.00207555582371684,2,"LINC00609"
"53","ENSG00000120594","nmf6",0.00186672029597357,3,"PLXDC2"
"54","ENSG00000033122","nmf6",0.00184912777869598,4,"LRRC7"
"55","ENSG00000152910","nmf6",0.00177480927162163,5,"CNTNAP4"
"56","ENSG00000028116","nmf6",0.00174011649519168,6,"VRK2"
"57","ENSG00000154027","nmf6",0.00166373490749594,7,"AK5"
"58","ENSG00000154864","nmf6",0.00164827188834399,8,"PIEZO2"
"59","ENSG00000135298","nmf6",0.00160148317369384,9,"ADGRB3"
"60","ENSG00000108381","nmf6",0.00154618825517428,10,"ASPA"
"61","ENSG00000185774","nmf7",0.00169831485816878,1,"KCNIP4"
"62","ENSG00000229618","nmf7",0.00148814854628688,2,"ENSG00000229618"
"63","ENSG00000174482","nmf7",0.00140129143734641,3,"LINGO2"
"64","ENSG00000078328","nmf7",0.0013775630018855,4,"RBFOX1"
"65","ENSG00000176204","nmf7",0.00134386002986611,5,"LRRTM4"
"66","ENSG00000183117","nmf7",0.00134013345744054,6,"CSMD1"
"67","ENSG00000152578","nmf7",0.00127194019500356,7,"GRIA4"
"68","ENSG00000113448","nmf7",0.00126692636193936,8,"PDE4D"
"69","ENSG00000107518","nmf7",0.00124563469675335,9,"ATRNL1"
"70","ENSG00000154162","nmf7",0.00123233057395339,10,"CDH12"
"71","ENSG00000188580","nmf8",0.002110306185473,1,"NKAIN2"
"72","ENSG00000183230","nmf8",0.00203478756077378,2,"CTNNA3"
"73","ENSG00000257585","nmf8",0.00202709329629166,3,"LINC00609"
"74","ENSG00000147488","nmf8",0.00201280431875343,4,"ST18"
"75","ENSG00000169306","nmf8",0.00189886680225053,5,"IL1RAPL1"
"76","ENSG00000112893","nmf8",0.00185407025777989,6,"MAN2A1"
"77","ENSG00000184226","nmf8",0.00184364810936062,7,"PCDH9"
"78","ENSG00000152910","nmf8",0.00183124101803334,8,"CNTNAP4"
"79","ENSG00000187391","nmf8",0.0018308909018197,9,"MAGI2"
"80","ENSG00000187147","nmf8",0.00182227667431971,10,"RNF220"
"81","ENSG00000084676","nmf9",0.00310208529392976,1,"NCOA1"
"82","ENSG00000204406","nmf9",0.00273953125034286,2,"MBD5"
"83","ENSG00000251562","nmf9",0.00258911024876564,3,"MALAT1"
"84","ENSG00000115464","nmf9",0.0025079833477832,4,"USP34"
"85","ENSG00000121964","nmf9",0.00242447835986588,5,"GTDC1"
"86","ENSG00000120071","nmf9",0.00239785619139026,6,"KANSL1"
"87","ENSG00000075292","nmf9",0.00237161802543458,7,"ZNF638"
"88","ENSG00000144357","nmf9",0.00233116778044444,8,"UBR3"
"89","ENSG00000115760","nmf9",0.00230337479566687,9,"BIRC6"
"90","ENSG00000117020","nmf9",0.00216730384382455,10,"AKT3"
"91","ENSG00000169306","nmf10",0.0041172987927498,1,"IL1RAPL1"
"92","ENSG00000183230","nmf10",0.0036701430474459,2,"CTNNA3"
"93","ENSG00000155886","nmf10",0.00362349989656815,3,"SLC24A2"
"94","ENSG00000175161","nmf10",0.00356986685964205,4,"CADM2"
"95","ENSG00000151150","nmf10",0.00336417949036088,5,"ANK3"
"96","ENSG00000184226","nmf10",0.00335560375393414,6,"PCDH9"
"97","ENSG00000187391","nmf10",0.00334357798726229,7,"MAGI2"
"98","ENSG00000156475","nmf10",0.00333605396147412,8,"PPP2R2B"
"99","ENSG00000171877","nmf10",0.0033344598859162,9,"FRMD5"
"100","ENSG00000070214","nmf10",0.00332443639868604,10,"SLC44A1"
"101","ENSG00000251562","nmf11",0.00521829202041344,1,"MALAT1"
"102","ENSG00000108848","nmf11",0.00337848632268785,2,"LUC7L3"
"103","ENSG00000171634","nmf11",0.00317265722910004,3,"BPTF"
"104","ENSG00000151914","nmf11",0.00314034398785009,4,"DST"
"105","ENSG00000174501","nmf11",0.00293216156761333,5,"ANKRD36C"
"106","ENSG00000115355","nmf11",0.0028384965147126,6,"CCDC88A"
"107","ENSG00000159140","nmf11",0.00277787638231358,7,"SON"
"108","ENSG00000127914","nmf11",0.00269432891558241,8,"AKAP9"
"109","ENSG00000132424","nmf11",0.00265794893777568,9,"PNISR"
"110","ENSG00000232931","nmf11",0.00262725990392809,10,"LINC00342"
"111","ENSG00000123560","nmf12",0.00359974168129494,1,"PLP1"
"112","ENSG00000173786","nmf12",0.00337850696284803,2,"CNP"
