Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000005882,PDK2,60,-0.5176,30,-1.5634,51,-0.8215,70,-0.3019,79,-0.0984,92,0.16509,173,1.18520,119,0.63076
ENSG00000167100,SAMD14,0,-6.2489,18,-0.6199,29,0.13305,31,0.21722,14,-1.0108,34,0.38694,18,-0.6025,44,0.86847
ENSG00000108819,PPP1R9B,27,-2.4015,50,-1.5229,179,0.48456,207,0.76460,116,-0.2440,146,0.12503,92,-0.6021,141,0.06799
ENSG00000108826,MRPL27,4,-3.3181,47,0.11548,46,0.06722,34,-0.4041,72,0.80138,45,0.04882,71,0.76782,41,-0.1296
ENSG00000108829,LRRC59,5,-2.5756,28,-0.0770,28,-0.0855,40,0.58389,43,0.64048,13,-1.2358,17,-0.8219,46,0.85091
ENSG00000136444,RSAD1,0,-5.4410,14,-0.0836,11,-0.5154,8,-1.1006,21,0.53404,9,-0.8501,35,1.37596,28,1.12531
ENSG00000006282,SPATA20,31,-0.0465,15,-1.1124,51,0.87615,20,-0.7697,39,0.33595,25,-0.3547,24,-0.4132,38,0.35013
ENSG00000154945,ANKRD40,61,-0.4898,408,2.90484,60,-0.5422,61,-0.5244,48,-0.8537,37,-1.3133,35,-1.3314,67,-0.3693
ENSG00000108848,LUC7L3,189,0.52718,351,1.59079,96,-0.5724,119,-0.2176,91,-0.6188,116,-0.2637,114,-0.2718,110,-0.3555
ENSG00000141232,TOB1,90,1.36406,47,0.28186,14,-1.6403,34,-0.2319,65,0.82138,40,0.02964,21,-0.9759,36,-0.1479
ENSG00000008294,SPAG9,98,-0.2451,227,1.11503,108,-0.1041,84,-0.5277,115,0.01105,149,0.46033,93,-0.3283,81,-0.5757
ENSG00000239672,NME1,6,-3.8315,54,-0.6949,74,-0.2260,72,-0.2703,64,-0.4264,104,0.35713,156,0.98587,118,0.59778
ENSG00000243678,NME2,607,1.86508,257,0.37575,152,-0.4888,77,-1.5603,232,0.21178,166,-0.3426,243,0.28248,154,-0.4668
ENSG00000011260,UTP18,31,0.18410,31,0.18382,23,-0.2897,14,-1.1298,35,0.37232,19,-0.6372,36,0.42685,43,0.81535
ENSG00000154975,CA10,0,-8.0047,22,-2.1522,77,-0.3146,96,0.06686,112,0.30067,52,-0.9275,191,1.19127,166,1.10034
ENSG00000166260,COX11,85,0.82613,29,-0.8447,32,-0.7445,38,-0.4779,74,0.60002,57,0.18984,81,0.75229,43,-0.2832
ENSG00000108924,HLF,55,-1.3116,18,-2.9574,102,-0.4114,160,0.35234,120,-0.1384,130,-0.0034,233,0.93616,179,0.56397
ENSG00000108960,MMD,0,-8.8941,50,-2.4081,180,-0.5530,352,0.61755,162,-0.6699,128,-1.0897,611,1.49372,426,0.99086
ENSG00000153933,DGKE,2,-4.1667,5,-3.1489,38,-0.2213,52,0.30746,42,-0.0396,66,0.73553,19,-1.2382,71,0.90022
ENSG00000121064,SCPEP1,178,1.44378,21,-1.8871,29,-1.5280,35,-1.2166,81,0.13113,75,0.01136,118,0.73942,109,0.68707
ENSG00000121057,AKAP1,114,1.33476,28,-0.8929,39,-0.4261,28,-0.9808,53,0.08285,57,0.20344,38,-0.4381,63,0.38718
ENSG00000153944,MSI2,82,0.59022,60,0.08252,67,0.30331,37,-0.7217,88,0.70155,91,0.86512,19,-1.6435,21,-1.6070
ENSG00000181610,MRPS23,0,-7.0279,37,-0.3388,40,-0.2745,26,-0.9423,65,0.52313,44,-0.1005,109,1.40071,64,0.57683
ENSG00000180891,CUEDC1,32,0.65146,61,1.77147,11,-1.0179,26,0.39011,29,0.51008,13,-0.7625,0,-7.7466,15,-0.5507
ENSG00000136451,VEZF1,0,-5.9806,97,2.61084,12,-1.0076,23,0.01913,33,0.59962,25,0.17249,1,-3.9555,9,-1.3729
ENSG00000136450,SRSF1,0,-7.3855,85,0.56265,53,-0.1939,62,0.06820,62,0.04596,54,-0.1602,55,-0.1354,88,0.69729
ENSG00000264364,DYNLL2,54,-2.7047,222,-0.6181,287,-0.2454,274,-0.3247,328,-0.0179,425,0.44203,471,0.56236,466,0.61011
ENSG00000005379,TSPOAP1,0,-7.3318,18,-1.7135,54,-0.1020,87,0.74355,69,0.27998,73,0.40915,69,0.28172,54,-0.1164
ENSG00000213246,SUPT4H1,110,1.22574,45,-0.2120,38,-0.5328,42,-0.3541,75,0.58070,40,-0.4476,66,0.37353,44,-0.2707
ENSG00000108389,MTMR4,0,-6.9145,34,-0.3606,34,-0.4161,55,0.44608,39,-0.1672,55,0.44287,34,-0.3443,60,0.60455
ENSG00000108387,SEPTIN4,38,-2.6199,1864,4.66800,126,-0.9321,127,-0.9221,38,-2.6201,62,-2.0263,6,-5.1899,44,-2.5398
ENSG00000108384,RAD51C,0,-6.0233,22,-0.0958,18,-0.4282,31,0.54364,34,0.59771,30,0.44512,19,-0.2901,22,-0.0604
ENSG00000175175,PPM1E,0,-5.6491,2,-2.8782,17,-0.0390,15,-0.2516,26,0.60456,21,0.31070,23,0.41501,27,0.74390
ENSG00000108395,TRIM37,97,-1.0874,25,-3.0979,156,-0.4030,289,0.67824,156,-0.3695,227,0.23955,115,-0.8314,321,0.88167
ENSG00000182628,SKA2,26,-0.6286,54,0.49512,32,-0.3658,37,-0.0899,57,0.59786,65,0.91940,16,-1.3220,25,-0.7260
ENSG00000153982,GDPD1,0,-6.5002,8,-2.0495,31,-0.0601,31,-0.0873,27,-0.2622,73,1.59570,17,-0.9248,32,-0.0151
ENSG00000175155,YPEL2,0,-6.4378,87,1.73411,24,-0.3982,37,0.33836,33,0.09722,9,-1.8395,25,-0.3170,42,0.52596
ENSG00000108406,DHX40,44,0.64294,30,0.03417,27,-0.1247,29,-0.0298,24,-0.2873,41,0.63039,7,-2.0857,25,-0.2377
ENSG00000141367,CLTC,320,-0.2374,191,-1.0297,226,-0.8290,288,-0.4360,357,-0.0693,485,0.46656,640,0.87554,485,0.46711
ENSG00000141378,PTRH2,0,-5.5603,4,-1.8662,9,-1.0128,14,-0.3100,17,0.05251,30,1.10000,0,-6.3072,36,1.47485
ENSG00000062716,VMP1,99,0.85663,57,-0.0276,33,-0.9302,34,-0.8723,58,-0.0132,92,0.83152,43,-0.4519,61,0.09335
ENSG00000108443,RPS6KB1,0,-5.9339,17,-0.3410,26,0.29196,28,0.47421,12,-0.9199,15,-0.6433,22,0.03376,36,0.90839
ENSG00000170832,USP32,0,-5.7064,47,1.56054,16,-0.2603,15,-0.3351,14,-0.3835,22,0.33468,9,-1.1195,22,0.32338
ENSG00000062725,APPBP2,2,-4.7630,95,0.57831,39,-0.8488,76,0.25695,82,0.34711,86,0.46913,55,-0.2774,77,0.26779
ENSG00000141376,BCAS3,61,0.78647,22,-0.8052,22,-0.8675,39,0.08699,29,-0.3593,29,-0.4079,39,0.07770,57,0.78496
ENSG00000108510,MED13,0,-6.0403,44,1.00896,25,0.09427,26,0.19993,20,-0.2193,24,0.02830,28,0.29801,19,-0.3109
ENSG00000146872,TLK2,74,1.46505,22,-0.5085,18,-0.8137,46,0.73379,19,-0.6933,41,0.54516,0,-8.2614,19,-0.7220
ENSG00000170921,TANC2,1,-5.9547,21,-1.7888,34,-1.1425,97,0.62844,36,-0.9663,64,-0.1229,156,1.35524,109,0.85282
ENSG00000008283,CYB561,0,-7.2762,3,-4.1349,32,-0.8923,68,0.35638,38,-0.5723,84,0.73944,81,0.61193,88,0.83697
ENSG00000136485,DCAF7,0,-7.7564,63,-0.3120,49,-0.7658,90,0.26065,78,0.01028,89,0.23651,130,0.83814,102,0.48280
ENSG00000136463,TACO1,0,-5.7075,15,-0.3546,8,-1.3509,13,-0.6070,22,0.28266,25,0.51186,56,1.87277,19,0.05331
ENSG00000266173,STRADA,27,-0.0327,20,-0.4681,21,-0.4454,34,0.38513,23,-0.2765,35,0.39405,9,-1.6559,36,0.45857
ENSG00000136490,LIMD2,29,-0.0697,0,-7.4240,22,-0.5328,41,0.53833,30,-0.0043,7,-2.2848,42,0.53884,61,1.32644
ENSG00000108588,CCDC47,51,-0.4491,66,-0.0517,60,-0.2276,47,-0.6355,68,-0.0097,52,-0.4566,126,0.98830,96,0.61256
ENSG00000198231,DDX42,76,0.14132,49,-0.5465,51,-0.5304,82,0.29231,82,0.24880,84,0.31859,66,-0.0955,65,-0.1095
ENSG00000087191,PSMC5,202,0.60849,142,0.03829,111,-0.3744,92,-0.6771,157,0.19694,128,-0.1288,126,-0.1451,185,0.52183
ENSG00000266402,SNHG25,321,1.36126,335,1.43959,121,-0.2621,103,-0.5249,204,0.59087,81,-0.9028,89,-0.7046,66,-1.2415
ENSG00000136478,TEX2,22,-1.5541,78,0.39521,42,-0.6335,69,0.20828,75,0.32696,47,-0.4380,74,0.29383,84,0.57888
ENSG00000261371,PECAM1,460,5.80726,13,-1.8687,8,-2.5809,16,-1.6365,0,-9.4972,3,-4.0319,0,-8.8386,9,-2.4754
ENSG00000108654,DDX5,622,1.08240,430,0.46544,197,-0.8067,197,-0.8076,283,-0.1938,369,0.24508,373,0.23759,308,-0.0719
ENSG00000120063,GNA13,23,-0.0010,43,1.02453,31,0.53049,17,-0.5144,35,0.66606,22,-0.0676,6,-1.9098,14,-0.7887
ENSG00000154229,PRKCA,27,-3.6975,76,-2.1961,213,-0.7133,148,-1.2931,548,0.83494,605,1.15486,478,0.60979,432,0.49544
ENSG00000075461,CACNG4,0,-6.1820,38,0.62915,26,0.04082,34,0.47388,18,-0.5334,34,0.46514,17,-0.6665,24,-0.0937
ENSG00000198265,HELZ,14,-1.6433,19,-1.2026,33,-0.4413,48,0.21296,55,0.38369,70,0.89152,58,0.47790,33,-0.4447
ENSG00000197170,PSMD12,0,-7.3192,32,-0.8995,50,-0.2394,67,0.27513,65,0.20423,87,0.75064,42,-0.4697,70,0.36701
ENSG00000154217,PITPNC1,29,-0.9613,21,-1.4776,31,-0.9420,80,0.66897,113,1.16363,119,1.47696,2,-4.3777,19,-1.7248
ENSG00000130935,NOL11,55,1.23774,24,-0.0795,17,-0.6754,18,-0.5397,24,-0.1172,27,0.11000,10,-1.3543,34,0.51953
ENSG00000171634,BPTF,121,1.28703,99,0.94050,63,0.22537,36,-0.7258,48,-0.2136,33,-0.8444,14,-2.0764,59,0.11937
ENSG00000186665,C17orf58,0,-5.7106,6,-1.6863,10,-1.0461,16,-0.2432,32,0.85457,32,0.97992,15,-0.2774,27,0.69139
ENSG00000182481,KPNA2,0,-7.3824,20,-1.6492,43,-0.5448,68,0.23177,53,-0.1767,86,0.65339,42,-0.5321,103,1.01367
ENSG00000278730,AC005332.6,0,-5.7667,46,1.42981,22,0.19889,17,-0.2334,15,-0.3495,25,0.49524,25,0.44087,8,-1.3415
ENSG00000274712,AC005332.4,25,0.40360,14,-0.4667,16,-0.2585,16,-0.3237,33,0.85503,21,0.19124,9,-1.1917,21,0.17812
ENSG00000196704,AMZ2,0,-8.0438,90,-0.0719,73,-0.4370,86,-0.1583,159,0.83765,122,0.45086,91,-0.0596,116,0.36389
ENSG00000108946,PRKAR1A,129,-1.8318,353,-0.3183,290,-0.6693,359,-0.3165,431,-0.0060,435,0.01000,634,0.61494,738,0.98934
ENSG00000141338,ABCA8,110,2.75161,154,3.63296,4,-2.7200,5,-2.4047,0,-6.3421,0,-6.3491,0,-7.9205,2,-3.2620
ENSG00000154265,ABCA5,0,-6.5322,9,-1.9657,27,-0.3372,25,-0.4303,25,-0.4406,50,0.75949,37,0.19957,60,1.10035
ENSG00000125398,SOX9,0,-6.6987,36,-0.0271,38,0.04041,11,-1.8715,225,3.46820,12,-1.7948,12,-1.6223,24,-0.6928
ENSG00000180616,SSTR2,5,-3.9126,20,-1.8602,43,-0.8035,206,2.24115,23,-1.6832,51,-0.5303,27,-1.4334,84,0.31322
ENSG00000166685,COG1,33,-0.7464,21,-1.4443,45,-0.3134,93,0.98236,37,-0.6037,30,-0.9745,72,0.43502,78,0.62823
ENSG00000133193,FAM104A,0,-5.8289,11,-0.8522,15,-0.4372,22,0.15161,25,0.37396,22,0.13510,20,0.01296,33,0.89056
ENSG00000179604,CDC42EP4,58,0.44847,60,0.50434,46,0.11216,24,-0.9868,146,2.07404,40,-0.1420,5,-3.1918,17,-1.5034
ENSG00000172809,RPL38,2209,1.36244,2296,1.43203,978,0.01235,574,-0.8719,892,-0.1336,731,-0.4780,798,-0.3067,446,-1.2688
ENSG00000141540,TTYH2,54,-0.4679,590,4.45623,43,-0.8895,31,-1.3783,52,-0.5389,2,-4.9194,4,-4.2306,14,-2.5507
ENSG00000109062,SLC9A3R1,0,-7.1626,75,0.61444,45,-0.2127,28,-0.9882,222,2.61971,37,-0.5490,59,0.21193,20,-1.5377
ENSG00000109065,NAT9,22,0.23923,18,-0.0883,9,-1.1427,20,0.10082,11,-0.8205,23,0.37001,18,-0.0357,26,0.56941
ENSG00000161509,GRIN2C,0,-6.5867,8,-2.1528,34,-0.0095,22,-0.7123,147,2.59089,51,0.70990,16,-1.1223,13,-1.5479
ENSG00000167861,HID1,19,-1.6168,68,0.27589,34,-0.8249,83,0.68358,36,-0.6843,69,0.34564,28,-1.0600,78,0.57480
ENSG00000167862,MRPL58,0,-5.7936,19,-0.0491,10,-1.0131,21,0.10617,22,0.16747,31,0.83327,16,-0.3090,27,0.55059
ENSG00000180901,KCTD2,138,0.58576,43,-1.2045,57,-0.8466,109,0.23458,78,-0.3164,104,0.15852,65,-0.5853,140,0.68858
ENSG00000167863,ATP5PD,183,0.25509,160,0.03679,110,-0.5884,80,-1.0990,219,0.54494,163,0.07722,319,1.17242,143,-0.1509
ENSG00000125458,NT5C,15,0.09471,34,1.38232,13,-0.2094,5,-1.6240,43,1.81215,14,-0.1001,0,-6.2236,10,-0.6785
ENSG00000189159,JPT1,0,-8.1337,16,-2.7837,70,-0.6236,98,-0.0719,98,-0.0621,106,0.06136,176,0.87176,195,1.21128
ENSG00000188612,SUMO2,248,-0.1071,246,-0.1210,205,-0.4332,227,-0.2671,336,0.37535,252,-0.0884,418,0.73130,284,0.12021
ENSG00000125447,GGA3,0,-6.9751,15,-1.6284,40,-0.1889,58,0.44537,27,-0.7871,49,0.13505,43,-0.0568,80,1.07830
ENSG00000125445,MRPS7,81,0.15607,56,-0.4283,52,-0.5884,57,-0.4148,105,0.56643,88,0.31194,77,0.06131,85,0.25531
ENSG00000177885,GRB2,141,0.33800,99,-0.2185,61,-1.0335,114,0.00224,99,-0.2179,116,0.03065,183,0.76161,132,0.25703
ENSG00000177728,TMEM94,28,-1.4545,61,-0.2877,67,-0.1429,49,-0.6481,131,0.94492,79,0.13513,100,0.50293,83,0.21972
ENSG00000177303,CASKIN2,103,2.27715,38,0.47701,22,-0.3799,27,-0.0305,52,0.99703,9,-1.7415,0,-8.0157,12,-1.3133
ENSG00000108469,RECQL5,0,-5.3819,25,0.82551,14,-0.1045,13,-0.1872,19,0.40905,12,-0.3597,4,-1.6793,25,0.97836
ENSG00000161526,SAP30BP,4,-3.2464,81,1.05198,27,-0.7308,41,-0.0421,59,0.52913,61,0.64362,39,-0.1199,33,-0.4144
ENSG00000132470,ITGB4,64,2.17267,39,1.24892,11,-0.7835,10,-0.9086,50,1.70223,9,-1.1513,0,-7.5184,2,-3.3034
ENSG00000132475,H3F3B,616,1.37947,676,1.54685,177,-0.6888,125,-1.2463,281,0.07623,270,0.01107,191,-0.5270,154,-0.9101
ENSG00000132471,WBP2,190,-1.1067,278,-0.5280,350,-0.1888,370,-0.0939,393,0.00757,408,0.07560,354,-0.1534,609,0.81092
ENSG00000132481,TRIM47,38,1.21389,38,1.21066,14,-0.4277,4,-2.1629,46,1.55080,9,-1.0797,15,-0.2889,12,-0.6391
ENSG00000204316,MRPL38,28,-0.9351,43,-0.2941,41,-0.3854,45,-0.2601,53,0.04061,59,0.22507,77,0.62967,66,0.42269
ENSG00000161533,ACOX1,24,-0.9373,26,-0.7986,38,-0.2604,38,-0.2344,88,1.12692,44,-0.0195,44,0.01355,54,0.34119
ENSG00000167881,SRP68,92,0.87124,43,-0.3308,37,-0.5966,34,-0.7285,69,0.39856,42,-0.4047,86,0.76447,62,0.26227
ENSG00000182473,EXOC7,86,0.47486,56,-0.2082,60,-0.1216,90,0.61550,75,0.23975,45,-0.5925,25,-1.4005,68,0.11187
ENSG00000141576,RNF157,0,-7.4330,14,-2.1855,88,0.62952,72,0.25291,47,-0.4243,91,0.68362,15,-2.0621,83,0.52309
ENSG00000185262,UBALD2,38,-0.2152,45,0.05404,41,-0.1205,66,0.75217,19,-1.2370,49,0.20481,2,-4.3930,54,0.36665
ENSG00000161542,PRPSAP1,0,-6.5396,42,0.35803,32,-0.0730,27,-0.3104,39,0.26684,55,0.94214,15,-1.1379,36,0.13597
ENSG00000175931,UBE2O,0,-7.1567,11,-2.2000,48,-0.0935,81,0.84413,45,-0.1996,46,-0.1643,43,-0.2707,81,0.83568
ENSG00000161544,CYGB,0,-6.2253,11,-1.2647,13,-1.1681,12,-1.2201,31,0.25886,95,2.82562,9,-1.5269,14,-1.0795
ENSG00000163597,SNHG16,0,-5.7093,25,0.45160,18,-0.0368,14,-0.4370,17,-0.1584,30,0.87485,6,-1.6343,25,0.52694
ENSG00000182534,MXRA7,435,1.78538,178,0.25254,93,-0.8144,104,-0.6228,143,-0.0880,166,0.16131,121,-0.3560,108,-0.5699
ENSG00000070495,JMJD6,69,2.01305,25,0.28215,14,-0.6095,14,-0.6618,9,-1.3110,25,0.27618,1,-4.3056,21,0.02416
ENSG00000181038,METTL23,0,-5.2393,41,1.88891,15,0.26440,7,-0.9790,9,-0.5215,6,-1.3256,23,0.86764,15,0.17470
ENSG00000161547,SRSF2,77,-1.0366,103,-0.5881,105,-0.6009,187,0.37247,141,-0.1063,188,0.38739,134,-0.1886,199,0.48982
ENSG00000167889,MGAT5B,0,-7.3369,6,-3.1891,55,-0.0750,16,-2.0105,74,0.38280,78,0.52286,149,1.57711,84,0.66021
ENSG00000129657,SEC14L1,120,1.19519,34,-0.8269,39,-0.6372,48,-0.3212,89,0.68649,42,-0.5200,55,-0.0910,69,0.30711
ENSG00000184640,SEPTIN9,141,1.35700,38,-0.7558,44,-0.5727,65,0.08151,84,0.48456,48,-0.4391,55,-0.1773,56,-0.1688
ENSG00000078687,TNRC6C,44,-0.5293,95,0.68445,55,-0.2095,75,0.33105,15,-2.1131,90,0.65555,29,-1.1570,62,-0.0123
ENSG00000108639,SYNGR2,181,3.05488,140,2.45849,14,-1.4685,14,-1.3950,4,-2.9251,5,-2.8658,1,-5.0774,12,-1.7215
ENSG00000183077,AFMID,0,-5.7994,68,2.13458,14,-0.5704,22,0.20252,10,-1.0223,14,-0.5232,3,-2.5472,27,0.55394
ENSG00000087157,PGS1,23,-0.0861,35,0.59835,8,-1.6321,21,-0.2346,22,-0.1356,39,0.90513,19,-0.3877,26,0.13782
ENSG00000108669,CYTH1,0,-7.0227,152,2.03459,29,-0.7789,38,-0.3457,42,-0.1509,74,0.84797,13,-1.8809,34,-0.5109
ENSG00000035862,TIMP2,474,0.89188,260,-0.0780,187,-0.6337,147,-1.0203,190,-0.5630,509,1.16520,134,-1.0877,269,-0.0299
ENSG00000108679,LGALS3BP,231,2.76450,154,1.90861,22,-1.3496,17,-1.6761,87,0.88971,18,-1.6054,1,-4.9176,7,-3.0747
ENSG00000171302,CANT1,26,-0.7551,20,-1.1043,33,-0.4320,69,0.88849,28,-0.6446,40,-0.1161,26,-0.7480,63,0.71324
ENSG00000167281,RBFOX3,0,-8.2685,5,-4.3924,110,-0.0145,158,0.63469,91,-0.3021,95,-0.2600,224,1.15432,142,0.43741
ENSG00000141582,CBX4,35,-0.1869,58,0.59117,30,-0.4529,49,0.37267,39,-0.0291,39,-0.0451,18,-1.2325,46,0.23944
ENSG00000167291,TBC1D16,0,-5.1834,11,-0.2554,19,0.73870,14,0.11272,35,1.67319,15,0.27815,1,-3.0609,5,-1.4552
ENSG00000171298,GAA,47,0.41204,49,0.49399,33,-0.1566,33,-0.1554,34,-0.0847,26,-0.5436,9,-2.0918,55,0.76569
ENSG00000141543,EIF4A3,33,-0.2753,34,-0.2391,28,-0.5674,34,-0.2413,56,0.54698,54,0.54340,25,-0.6806,47,0.30726
ENSG00000181045,SLC26A11,0,-6.3327,17,-0.7508,15,-1.0649,41,0.63186,23,-0.3595,56,1.24866,7,-1.9940,37,0.43770
ENSG00000173821,RNF213,38,1.36193,43,1.56187,16,-0.0800,19,0.26792,16,-0.0215,7,-1.3014,0,-7.4017,8,-1.0511
ENSG00000173818,ENDOV,1,-4.1213,29,0.24056,18,-0.5271,24,-0.0390,29,0.23776,32,0.40383,35,0.52868,29,0.23935
ENSG00000171246,NPTX1,104,-2.8129,46,-3.9925,272,-1.4832,1349,1.30628,459,-0.6060,219,-1.8145,2019,1.85621,921,0.54646
ENSG00000141564,RPTOR,0,-6.7310,15,-1.3819,33,-0.2195,66,1.03579,18,-1.0862,41,0.13503,46,0.30002,47,0.37767
ENSG00000176108,CHMP6,13,-0.1324,13,-0.1289,13,-0.0906,11,-0.3934,29,1.16386,3,-2.2301,24,0.81793,18,0.39453
ENSG00000226137,BAIAP2-DT,13,-1.6613,8,-2.4239,50,0.37329,54,0.51114,43,0.08204,28,-0.6425,41,0.03153,59,0.67056
ENSG00000175866,BAIAP2,60,-2.3377,30,-3.3700,189,-0.6921,450,0.82493,158,-0.9100,190,-0.6874,443,0.70012,545,1.21160
ENSG00000181409,AATK,6,-4.3127,456,2.28153,81,-0.7101,182,0.69486,52,-1.3248,131,0.10263,9,-3.8723,87,-0.5875
ENSG00000224877,NDUFAF8,56,-1.3433,201,0.64015,160,0.30307,96,-0.5722,195,0.59468,111,-0.3259,193,0.57849,119,-0.2148
ENSG00000157637,SLC38A10,18,-0.9016,57,0.89684,24,-0.4642,29,-0.1708,40,0.34025,37,0.22974,35,0.14487,28,-0.2166
ENSG00000266074,BAHCC1,32,0.75395,29,0.60985,17,-0.2267,18,-0.1780,5,-1.9566,20,0.01425,0,-4.4913,31,0.76830
ENSG00000184009,ACTG1,1561,0.90180,669,-0.4528,535,-0.8534,557,-0.7914,1277,0.56846,948,0.09882,1156,0.40595,1003,0.19775
ENSG00000182446,NPLOC4,63,0.30943,47,-0.1590,39,-0.4528,44,-0.2680,34,-0.6509,40,-0.4362,58,0.18982,86,0.93117
ENSG00000204237,OXLD1,35,0.85723,13,-0.6770,13,-0.7300,13,-0.7169,17,-0.2884,31,0.70615,19,-0.1289,24,0.29168
ENSG00000185298,CCDC137,0,-5.5962,19,0.17331,15,-0.2008,30,1.04187,13,-0.3691,11,-0.7229,22,0.41715,19,0.16511
ENSG00000214087,ARL16,0,-7.0761,35,-0.4856,40,-0.2993,38,-0.4048,44,-0.1514,80,0.93498,58,0.28597,62,0.45591
ENSG00000185359,HGS,76,0.18201,69,0.01888,49,-0.5497,56,-0.3249,49,-0.4959,91,0.51945,58,-0.2510,86,0.40999
ENSG00000262814,MRPL12,29,-0.8539,36,-0.5488,40,-0.3948,58,0.23221,33,-0.6866,76,0.72830,56,0.14185,55,0.11311
ENSG00000225663,MCRIP1,195,0.70994,134,0.10766,123,-0.0340,163,0.46984,103,-0.3065,116,-0.1248,40,-1.7221,113,-0.1722
ENSG00000185624,P4HB,284,1.19824,104,-0.4271,88,-0.7320,129,-0.0946,138,0.01214,155,0.21428,100,-0.4791,136,-0.0141
ENSG00000141522,ARHGDIA,239,0.14939,162,-0.4540,188,-0.2478,264,0.33939,142,-0.6622,209,-0.0659,210,-0.0544,268,0.36523
ENSG00000141552,ANAPC11,146,0.33986,161,0.49886,104,-0.2176,52,-1.3293,213,0.96057,126,0.10680,151,0.39458,91,-0.4432
ENSG00000185813,PCYT2,21,-1.8779,63,-0.2731,79,0.10082,104,0.58371,63,-0.2720,79,0.10506,43,-0.8531,91,0.35530
ENSG00000197063,MAFG,9,-2.9735,15,-2.1809,67,0.04450,88,0.52237,91,0.52101,65,-0.0150,43,-0.6346,94,0.64960
ENSG00000169696,ASPSCR1,0,-6.1157,47,1.02806,21,-0.2821,17,-0.5588,17,-0.5788,34,0.58840,7,-1.9072,40,0.88179
ENSG00000169689,CENPX,26,-1.0560,44,-0.2612,62,0.30714,47,-0.1583,48,-0.1219,69,0.50404,51,-0.0164,49,-0.1057
ENSG00000169750,RAC3,0,-6.2971,10,-1.5171,26,-0.1207,38,0.53817,28,0.01364,39,0.57439,4,-2.9015,44,0.82851
ENSG00000169738,DCXR,65,-0.3151,95,0.27173,79,-0.0331,57,-0.5553,162,1.15402,105,0.47733,48,-0.7811,54,-0.6448
ENSG00000169733,RFNG,0,-6.6774,27,-0.4443,28,-0.4382,39,0.13339,42,0.21531,46,0.38908,28,-0.3781,57,0.80962
ENSG00000169727,GPS1,82,-0.0386,85,0.02922,63,-0.4876,90,0.12782,77,-0.1199,94,0.20744,46,-0.9128,110,0.48553
ENSG00000169718,DUS1L,0,-6.5862,38,0.17442,22,-0.6945,38,0.15629,52,0.66997,39,0.23509,28,-0.3063,47,0.56540
ENSG00000169710,FASN,51,-1.6674,135,-0.2072,133,-0.2530,134,-0.2338,183,0.27200,148,-0.0665,272,0.92141,188,0.35736
ENSG00000141551,CSNK1D,54,-1.1212,64,-0.8671,76,-0.6539,135,0.32619,124,0.15642,112,-0.0029,103,-0.1352,179,0.84521
ENSG00000178927,CYBC1,0,-5.5257,26,0.74286,16,-0.0459,15,-0.0832,24,0.60661,24,0.71663,0,-7.3755,17,0.08867
ENSG00000141562,NARF,24,-1.0381,39,-0.3239,39,-0.3862,66,0.53771,39,-0.3452,70,0.66313,9,-2.4729,61,0.39964
ENSG00000141568,FOXK2,51,0.12588,34,-0.4812,41,-0.2512,35,-0.4889,49,0.04651,45,-0.0894,26,-0.8774,82,1.02179
ENSG00000141580,WDR45B,34,-1.3061,94,0.21699,56,-0.6192,112,0.56733,94,0.22659,87,0.11169,83,0.01969,82,0.00284
ENSG00000141542,RAB40B,2,-6.0583,222,0.86050,72,-0.9666,104,-0.3767,159,0.31193,77,-0.8739,328,1.54074,174,0.50998
ENSG00000141560,FN3KRP,5,-3.2576,76,0.86312,25,-0.9253,32,-0.5596,40,-0.1578,35,-0.3952,151,2.11134,38,-0.2431
ENSG00000141556,TBCD,17,-1.4836,34,-0.4415,36,-0.4083,46,0.00921,59,0.38482,33,-0.5689,87,1.03262,62,0.54213
ENSG00000101557,USP14,66,-0.5312,55,-0.8092,65,-0.6022,94,0.02096,73,-0.3789,85,-0.1416,107,0.23012,162,1.03872
ENSG00000158270,COLEC12,379,4.95637,27,-0.7026,10,-2.1821,12,-1.9335,11,-1.9814,9,-2.4137,20,-1.0966,4,-3.5066
ENSG00000141433,ADCYAP1,0,-6.8981,2,-4.0968,36,-0.2845,53,0.40004,5,-3.1958,87,1.36095,0,-6.7623,75,1.05861
ENSG00000101596,SMCHD1,0,-6.0106,31,0.47630,17,-0.5035,33,0.67592,20,-0.1707,32,0.62232,8,-1.5683,25,0.14083
ENSG00000101577,LPIN2,46,-0.0327,24,-0.9864,39,-0.2799,46,-0.0330,38,-0.3121,77,0.92593,19,-1.3199,53,0.23805
ENSG00000101608,MYL12A,508,4.77855,40,-0.5797,22,-1.5693,17,-1.9948,25,-1.3040,20,-1.7266,1,-5.7152,8,-3.0468
ENSG00000118680,MYL12B,508,1.22668,95,-1.4188,166,-0.6296,229,-0.0888,210,-0.2141,222,-0.1409,278,0.22613,285,0.29107
