Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000116688,MFN2,67,-0.4787,93,0.47874
ENSG00000116691,MIIP,13,-0.8405,24,0.84059
ENSG00000048707,VPS13D,39,-0.3538,50,0.35387
ENSG00000162496,DHRS3,19,-0.0012,19,0.00121
ENSG00000116731,PRDM2,61,-0.3220,77,0.32208
ENSG00000189337,KAZN,30,-0.2297,36,0.22978
ENSG00000142634,EFHD2,80,-0.0495,83,0.04958
ENSG00000116138,DNAJC16,13,-1.3357,33,1.33574
ENSG00000197312,DDI2,15,-0.6032,23,0.60324
ENSG00000116786,PLEKHM2,114,0.30490,92,-0.3049
ENSG00000065526,SPEN,29,-0.0337,30,0.03374
ENSG00000116809,ZBTB17,16,-0.3733,20,0.37336
ENSG00000037637,FBXO42,13,-0.5384,19,0.53847
ENSG00000055070,SZRD1,26,0.11387,24,-0.1138
ENSG00000159363,ATP13A2,141,-0.1035,152,0.10351
ENSG00000117118,SDHB,77,-0.2071,89,0.20719
ENSG00000117115,PADI2,33,0.60874,22,-0.6087
ENSG00000117154,IGSF21,56,-0.3595,72,0.35951
ENSG00000159423,ALDH4A1,33,0.01396,33,-0.0139
ENSG00000127463,EMC1,23,-0.4289,32,0.42892
ENSG00000053372,MRTO4,30,-0.3245,38,0.32450
ENSG00000053371,AKR7A2,45,0.30341,36,-0.3034
ENSG00000077549,CAPZB,163,-0.3031,201,0.30318
ENSG00000173436,MICOS10,342,0.27987,282,-0.2798
ENSG00000158747,NBL1,185,-0.2287,217,0.22875
ENSG00000169914,OTUD3,14,-0.0075,14,0.00757
ENSG00000162545,CAMK2N1,1662,-0.0755,1752,0.07551
ENSG00000090432,MUL1,16,-0.4859,22,0.48592
ENSG00000158828,PINK1,419,0.07544,397,-0.0754
ENSG00000244038,DDOST,19,-0.4888,27,0.48887
ENSG00000117245,KIF17,15,-0.2029,17,0.20293
ENSG00000189410,SH2D5,20,-0.8656,37,0.86562
ENSG00000127483,HP1BP3,123,-0.4760,172,0.47606
ENSG00000075151,EIF4G3,99,-0.5238,142,0.52387
ENSG00000117298,ECE1,13,-0.6531,21,0.65317
ENSG00000076864,RAP1GAP,107,-0.5638,159,0.56380
ENSG00000090686,USP48,34,-0.4722,47,0.47220
ENSG00000070831,CDC42,142,-0.4244,190,0.42447
ENSG00000173369,C1QB,23,0.58034,15,-0.5803
ENSG00000004487,KDM1A,45,-0.4523,62,0.45238
ENSG00000169641,LUZP1,35,-0.3202,44,0.32024
ENSG00000125944,HNRNPR,83,-0.5971,126,0.59719
ENSG00000125945,ZNF436,11,-1.2639,28,1.26398
ENSG00000117318,ID3,26,2.42145,5,-2.4214
ENSG00000142676,RPL11,492,0.58989,327,-0.5898
ENSG00000057757,PITHD1,137,-0.7535,231,0.75354
ENSG00000011009,LYPLA2,34,-0.2980,42,0.29802
ENSG00000117308,GALE,19,-0.1463,21,0.14632
ENSG00000117305,HMGCL,16,-0.3305,20,0.33051
ENSG00000189266,PNRC2,34,-0.5692,50,0.56926
ENSG00000188529,SRSF10,39,-0.4101,52,0.41013
ENSG00000001461,NIPAL3,51,-0.0747,54,0.07476
ENSG00000133226,SRRM1,41,-0.2223,48,0.22237
ENSG00000117614,SYF2,55,0.07459,52,-0.0745
ENSG00000117616,RSRP1,27,-0.9392,52,0.93926
ENSG00000183726,TMEM50A,54,-0.9480,105,0.94809
ENSG00000204178,MACO1,24,-0.3035,30,0.30356
ENSG00000117643,MAN1C1,31,-0.8929,58,0.89297
ENSG00000162430,SELENON,34,-0.2744,41,0.27443
ENSG00000117640,MTFR1L,61,-0.1063,66,0.10636
ENSG00000117632,STMN1,1188,-0.4165,1586,0.41651
ENSG00000158008,EXTL1,47,-0.1075,51,0.10750
ENSG00000142684,ZNF593,36,0.28872,29,-0.2887
ENSG00000142669,SH3BGRL3,241,0.39025,183,-0.3902
ENSG00000158062,UBXN11,36,0.59226,24,-0.5922
ENSG00000117682,DHDDS,17,0.26525,14,-0.2652
ENSG00000198830,HMGN2,123,-0.1492,137,0.14923
ENSG00000117713,ARID1A,52,-0.2841,63,0.28413
ENSG00000204160,ZDHHC18,20,-0.5943,30,0.59434
ENSG00000142751,GPN2,15,-0.1086,16,0.10865
ENSG00000090273,NUDC,186,-0.3278,233,0.32780
ENSG00000253368,TRNP1,67,0.00459,67,-0.0045
ENSG00000090020,SLC9A1,17,-0.8713,32,0.87132
ENSG00000142784,WDTC1,42,0.39650,32,-0.3965
ENSG00000186501,TMEM222,56,-0.4534,77,0.45347
ENSG00000158195,WASF2,20,-0.1053,22,0.10533
ENSG00000126705,AHDC1,38,-0.5307,55,0.53079
ENSG00000126709,IFI6,93,-0.2668,112,0.26689
ENSG00000009780,FAM76A,17,-0.1618,19,0.16184
ENSG00000117758,STX12,69,-0.6158,106,0.61582
ENSG00000117751,PPP1R8,14,-1.1466,32,1.14662
ENSG00000117748,RPA2,38,-0.5779,57,0.57795
ENSG00000126698,DNAJC8,104,-0.1918,118,0.19180
ENSG00000130770,ATP5IF1,540,0.21158,466,-0.2115
ENSG00000180098,TRNAU1AP,19,-0.3526,24,0.35266
ENSG00000198492,YTHDF2,45,-0.9260,86,0.92603
ENSG00000116350,SRSF4,30,-0.7800,52,0.78003
ENSG00000116353,MECR,27,-0.0763,29,0.07632
ENSG00000162511,LAPTM5,22,-0.0028,22,0.00285
ENSG00000162512,SDC3,104,-0.3337,132,0.33374
ENSG00000134644,PUM1,94,-0.8620,171,0.86202
ENSG00000060688,SNRNP40,13,-0.4038,17,0.40381
ENSG00000121766,ZCCHC17,115,-0.2005,132,0.20056
ENSG00000121769,FABP3,104,-0.3820,136,0.38200
ENSG00000162517,PEF1,67,-0.7941,116,0.79414
ENSG00000084636,COL16A1,24,-0.3076,29,0.30762
ENSG00000121753,ADGRB2,206,-0.5363,299,0.53634
ENSG00000184007,PTP4A2,115,-0.1440,127,0.14408
ENSG00000121774,KHDRBS1,100,-0.2973,124,0.29733
ENSG00000121775,TMEM39B,11,-0.9451,22,0.94511
ENSG00000025800,KPNA6,38,-0.5323,56,0.53237
ENSG00000084652,TXLNA,14,-0.9586,27,0.95869
ENSG00000160050,CCDC28B,20,0.00944,20,-0.0094
ENSG00000084623,EIF3I,90,-0.4441,122,0.44412
ENSG00000175130,MARCKSL1,207,0.23699,176,-0.2369
ENSG00000160058,BSDC1,57,-0.3145,70,0.31456
ENSG00000176261,ZBTB8OS,37,0.33319,29,-0.3331
ENSG00000162521,RBBP4,67,-0.6054,103,0.60547
ENSG00000162522,KIAA1522,33,0.31805,27,-0.3180
ENSG00000134684,YARS,77,-0.5204,111,0.52043
ENSG00000160097,FNDC5,22,-0.6780,36,0.67801
ENSG00000121905,HPCA,302,0.06712,288,-0.0671
ENSG00000121900,TMEM54,78,0.23403,66,-0.2340
ENSG00000116514,RNF19B,22,-0.2386,26,0.23863
ENSG00000004455,AK2,21,0.47709,15,-0.4770
ENSG00000142920,AZIN2,23,-0.4659,32,0.46591
ENSG00000160094,ZNF362,18,-0.3691,23,0.36915
ENSG00000134686,PHC2,50,-0.2873,61,0.28738
ENSG00000163866,SMIM12,44,-0.6012,67,0.60123
ENSG00000116544,DLGAP3,67,-0.1144,73,0.11443
ENSG00000116560,SFPQ,121,-0.2330,142,0.23305
ENSG00000146463,ZMYM4,29,-0.1851,33,0.18511
ENSG00000142687,KIAA0319L,59,-0.1254,64,0.12541
ENSG00000020129,NCDN,573,-0.7815,985,0.78156
ENSG00000126067,PSMB2,83,-0.6339,130,0.63391
ENSG00000142686,C1orf216,75,-0.7472,127,0.74721
ENSG00000092847,AGO1,24,-0.2891,29,0.28911
ENSG00000126070,AGO3,16,-0.0903,17,0.09035
ENSG00000116863,ADPRHL2,17,-0.6153,26,0.61531
ENSG00000054116,TRAPPC3,53,-0.2092,61,0.20923
ENSG00000116871,MAP7D1,181,-0.0826,191,0.08265
ENSG00000054118,THRAP3,58,-0.1813,66,0.18132
ENSG00000196182,STK40,16,0.02763,16,-0.0276
ENSG00000181817,LSM10,36,-0.0819,38,0.08198
ENSG00000116885,OSCP1,14,-0.5877,22,0.58770
ENSG00000116898,MRPS15,48,0.09345,45,-0.0934
ENSG00000163873,GRIK3,15,-0.5639,23,0.56396
ENSG00000163875,MEAF6,82,-0.4247,110,0.42473
ENSG00000183317,EPHA10,14,-0.5559,21,0.55598
ENSG00000185090,MANEAL,28,-0.7661,49,0.76614
ENSG00000197982,C1orf122,241,0.59430,159,-0.5943
ENSG00000183431,SF3A3,26,-0.7335,43,0.73351
ENSG00000183520,UTP11,24,-0.4838,34,0.48387
ENSG00000116954,RRAGC,27,-0.5733,40,0.57339
ENSG00000174574,AKIRIN1,58,-0.5012,82,0.50121
ENSG00000168653,NDUFS5,702,0.04559,680,-0.0455
ENSG00000127603,MACF1,82,-0.3553,105,0.35536
ENSG00000090621,PABPC4,50,0.11656,46,-0.1165
ENSG00000116983,HPCAL4,332,-0.2461,394,0.24617
ENSG00000084072,PPIE,38,-0.0271,38,0.02719
ENSG00000131236,CAP1,101,-0.6193,155,0.61938
ENSG00000131238,PPT1,99,-0.3019,122,0.30192
ENSG00000259943,AL050341.2,13,-0.8352,24,0.83529
ENSG00000084073,ZMPSTE24,17,-0.9414,33,0.94141
ENSG00000084070,SMAP2,104,-0.5336,151,0.53366
ENSG00000117016,RIMS3,140,-0.1666,157,0.16668
ENSG00000066136,NFYC,33,-0.6031,51,0.60317
ENSG00000179862,CITED4,23,-0.2982,29,0.29820
ENSG00000171793,CTPS1,12,-0.5566,18,0.55668
ENSG00000127124,HIVEP3,18,-0.3689,23,0.36890
ENSG00000198815,FOXJ3,39,-0.7202,64,0.72023
ENSG00000177181,RIMKLA,28,0.05418,27,-0.0541
ENSG00000127125,PPCS,55,-0.2349,65,0.23499
ENSG00000171960,PPIH,17,0.27743,14,-0.2774
ENSG00000065978,YBX1,82,0.58705,54,-0.5870
ENSG00000164008,C1orf50,20,-0.0604,21,0.06042
ENSG00000177868,SVBP,36,0.19158,32,-0.1915
ENSG00000117394,SLC2A1,40,0.15701,36,-0.1570
ENSG00000117395,EBNA1BP2,83,-0.1822,94,0.18223
ENSG00000066322,ELOVL1,19,0.65224,12,-0.6522
ENSG00000159479,MED8,14,-0.7041,23,0.70418
ENSG00000178922,HYI,24,0.37003,19,-0.3700
ENSG00000142949,PTPRF,110,-0.4801,153,0.48015
ENSG00000066135,KDM4A,11,-0.6417,18,0.64179
ENSG00000126091,ST3GAL3,36,-0.5612,53,0.56127
ENSG00000117408,IPO13,50,-0.1106,54,0.11062
ENSG00000117410,ATP6V0B,285,-0.9449,549,0.94493
ENSG00000117411,B4GALT2,73,0.03538,71,-0.0353
ENSG00000159214,CCDC24,23,-0.0256,23,0.02564
ENSG00000178028,DMAP1,48,-0.3778,63,0.37787
ENSG00000117419,ERI3,144,-0.4876,202,0.48766
ENSG00000187147,RNF220,87,-0.6078,133,0.60782
ENSG00000126106,TMEM53,13,-0.1994,15,0.19940
ENSG00000142937,RPS8,1049,0.54007,722,-0.5400
ENSG00000070785,EIF2B3,20,-0.6470,31,0.64706
ENSG00000126107,HECTD3,13,-0.5884,19,0.58842
ENSG00000126088,UROD,70,-0.2541,84,0.25411
ENSG00000117450,PRDX1,279,-0.2119,323,0.21196
ENSG00000117448,AKR1A1,41,-0.3342,51,0.33421
ENSG00000132780,NASP,29,0.25262,24,-0.2526
ENSG00000159592,GPBP1L1,29,-0.0467,30,0.04678
ENSG00000159596,TMEM69,8,-1.5544,24,1.55442
ENSG00000086015,MAST2,26,-0.1470,28,0.14700
ENSG00000117461,PIK3R3,19,-0.1822,22,0.18225
ENSG00000085998,POMGNT1,48,-0.4635,67,0.46354
ENSG00000132128,LRRC41,40,-0.5059,57,0.50595
ENSG00000173660,UQCRH,586,0.15423,527,-0.1542
ENSG00000117480,FAAH,32,-0.5522,47,0.55226
ENSG00000079277,MKNK1,16,-0.8197,29,0.81978
ENSG00000123472,ATPAF1,118,-0.1341,130,0.13413
ENSG00000159658,EFCAB14,45,0.04327,43,-0.0432
ENSG00000186377,CYP4X1,16,-0.9617,31,0.96173
ENSG00000162368,CMPK1,68,-0.3274,85,0.32748
ENSG00000162373,BEND5,22,-0.2110,26,0.21105
ENSG00000162374,ELAVL4,119,-0.4124,159,0.41244
ENSG00000185104,FAF1,29,-0.4734,41,0.47340
ENSG00000123091,RNF11,325,-0.5059,461,0.50597
ENSG00000085832,EPS15,134,-0.1409,148,0.14098
ENSG00000078618,NRDC,50,-0.5433,74,0.54336
ENSG00000169213,RAB3B,40,-0.1714,45,0.17146
ENSG00000117862,TXNDC12,27,-0.2718,33,0.27183
ENSG00000134717,BTF3L4,53,-0.6068,81,0.60682
ENSG00000157077,ZFYVE9,29,-0.1059,31,0.10599
ENSG00000134748,PRPF38A,22,0.29271,18,-0.2927
ENSG00000134744,TUT4,14,-0.7439,25,0.74392
ENSG00000162377,COA7,12,-0.5859,18,0.58594
ENSG00000162378,ZYG11B,118,-0.3914,155,0.39141
ENSG00000116171,SCP2,66,-0.3942,87,0.39424
ENSG00000162384,CZIB,56,-0.1283,61,0.12839
ENSG00000162385,MAGOH,27,-0.5421,40,0.54216
ENSG00000157193,LRP8,19,-0.9421,38,0.94217
ENSG00000058799,YIPF1,15,-0.5453,22,0.54536
ENSG00000081870,HSPB11,35,-0.1088,37,0.10882
ENSG00000116209,TMEM59,151,-0.4993,213,0.49932
ENSG00000116221,MRPL37,51,-0.3978,67,0.39783
ENSG00000157216,SSBP3,165,-0.1646,185,0.16460
ENSG00000243725,TTC4,13,-0.5625,19,0.56255
ENSG00000116133,DHCR24,93,-0.8577,169,0.85777
ENSG00000162402,USP24,23,-0.3175,29,0.31752
ENSG00000162407,PLPP3,112,-0.1813,127,0.18131
ENSG00000162409,PRKAA2,31,-0.7856,53,0.78561
ENSG00000162601,MYSM1,14,-1.2071,33,1.20714
ENSG00000177606,JUN,61,-0.8524,110,0.85241
ENSG00000134709,HOOK1,15,-1.1264,34,1.12648
ENSG00000162599,NFIA,69,0.28956,56,-0.2895
ENSG00000162604,TM2D1,47,-0.5689,70,0.56894
ENSG00000162607,USP1,18,-0.8665,32,0.86655
ENSG00000116641,DOCK7,22,-0.3823,29,0.38234
ENSG00000125703,ATG4C,12,-0.5836,18,0.58369
ENSG00000079739,PGM1,26,-0.5130,38,0.51305
ENSG00000158966,CACHD1,24,-0.2283,28,0.22836
ENSG00000162437,RAVER2,13,-0.3373,16,0.33731
ENSG00000162434,JAK1,43,-0.7673,74,0.76730
ENSG00000162433,AK4,51,-0.4291,69,0.42913
ENSG00000116675,DNAJC6,258,-0.5800,385,0.58003
ENSG00000213625,LEPROT,22,0.13454,20,-0.1345
ENSG00000184588,PDE4B,30,-0.5970,45,0.59701
ENSG00000118473,SGIP1,65,-0.6205,100,0.62053
ENSG00000198160,MIER1,21,-0.2780,25,0.27803
ENSG00000142864,SERBP1,95,-0.3251,119,0.32513
ENSG00000116717,GADD45A,18,0.13439,16,-0.1343
ENSG00000172380,GNG12,16,0.35358,12,-0.3535
ENSG00000116729,WLS,43,-0.6922,69,0.69229
ENSG00000033122,LRRC7,44,-0.6693,70,0.66938
ENSG00000066557,LRRC40,12,-1.2830,30,1.28304
ENSG00000116754,SRSF11,113,-0.1051,122,0.10515
ENSG00000118454,ANKRD13C,17,-0.9581,34,0.95816
ENSG00000050628,PTGER3,13,-0.6241,20,0.62412
ENSG00000132485,ZRANB2,70,-0.4695,97,0.46950
ENSG00000172260,NEGR1,179,-0.1785,203,0.17853
ENSG00000178965,ERICH3,47,-0.9772,94,0.97721
ENSG00000162623,TYW3,23,0.05443,22,-0.0544
ENSG00000117054,ACADM,33,-0.4190,44,0.41902
ENSG00000137955,RABGGTB,38,0.14456,34,-0.1445
ENSG00000117069,ST6GALNAC5,36,-1.0905,78,1.09054
ENSG00000142892,PIGK,18,-1.2575,44,1.25755
ENSG00000154027,AK5,293,-0.8885,542,0.88852
ENSG00000036549,AC118549.1,17,-0.2833,20,0.28339
ENSG00000077254,USP33,60,-1.1100,130,1.11007
ENSG00000180488,MIGA1,57,-0.6395,89,0.63952
ENSG00000162613,FUBP1,42,-0.3853,55,0.38533
ENSG00000162616,DNAJB4,22,-0.4538,30,0.45388
ENSG00000117114,ADGRL2,24,-1.1099,51,1.10994
ENSG00000137941,TTLL7,95,-0.5229,136,0.52291
ENSG00000142875,PRKACB,317,-0.6410,494,0.64104
ENSG00000117133,RPF1,21,-0.4864,30,0.48648
ENSG00000174021,GNG5,58,0.87196,31,-0.8719
ENSG00000117155,SSX2IP,79,-0.7579,134,0.75791
ENSG00000162642,C1orf52,38,-0.7517,65,0.75176
ENSG00000153904,DDAH1,194,-0.3928,255,0.39283
ENSG00000117174,ZNHIT6,21,-0.3226,27,0.32261
ENSG00000122417,ODF2L,25,-0.6939,40,0.69398
ENSG00000097033,SH3GLB1,28,-0.1632,31,0.16320
ENSG00000183291,SELENOF,80,-0.6655,127,0.66556
ENSG00000153936,HS2ST1,28,-0.7363,48,0.73639
ENSG00000143013,LMO4,524,-0.4227,703,0.42274
ENSG00000137947,GTF2B,25,-0.0851,27,0.08514
ENSG00000137944,KYAT3,16,-0.5770,24,0.57706
ENSG00000197147,LRRC8B,63,-0.9787,125,0.97871
ENSG00000171492,LRRC8D,21,-0.4979,30,0.49792
ENSG00000162664,ZNF326,17,-0.1094,18,0.10946
ENSG00000233593,LINC02609,30,0.20501,26,-0.2050
ENSG00000122482,ZNF644,18,-0.3593,24,0.35937
ENSG00000172031,EPHX4,22,-1.1495,50,1.14950
ENSG00000189195,BTBD8,88,-0.5354,128,0.53543
ENSG00000067208,EVI5,20,-0.0830,21,0.08301
ENSG00000122406,RPL5,488,0.05561,469,-0.0556
ENSG00000154511,DIPK1A,23,-0.8795,42,0.87953
ENSG00000143033,MTF2,13,-0.4562,18,0.45621
ENSG00000117500,TMED5,22,-0.2683,27,0.26836
ENSG00000117505,DR1,41,-0.5702,61,0.57024
ENSG00000137942,FNBP1L,18,-0.2969,22,0.29690
ENSG00000067334,DNTTIP2,33,-0.0256,33,0.02562
ENSG00000023909,GCLM,17,-0.6835,28,0.68356
ENSG00000117528,ABCD3,27,-0.2105,32,0.21056
ENSG00000117525,F3,23,-0.7412,39,0.74128
ENSG00000117519,CNN3,84,-0.0024,84,0.00248
ENSG00000152078,TLCD4,37,-0.7756,64,0.77564
ENSG00000228971,LINC02607,44,-0.2097,51,0.20971
ENSG00000117569,PTBP2,32,-0.7581,55,0.75813
ENSG00000117598,PLPPR5,28,-0.4740,39,0.47402
ENSG00000117600,PLPPR4,98,-0.9798,194,0.97988
ENSG00000162688,AGL,14,-0.3287,18,0.32878
ENSG00000117620,SLC35A3,13,-0.3826,17,0.38262
ENSG00000156875,MFSD14A,26,-0.6469,41,0.64694
ENSG00000137992,DBT,26,-0.2546,32,0.25460
ENSG00000137996,RTCA,37,-0.4283,50,0.42838
ENSG00000181656,GPR88,9,-1.3411,24,1.34110
ENSG00000162694,EXTL2,27,-0.5318,39,0.53188
ENSG00000170989,S1PR1,40,0.04434,39,-0.0443
ENSG00000118733,OLFM3,35,-0.8534,63,0.85341
ENSG00000185946,RNPC3,21,0.12524,19,-0.1252
ENSG00000162631,NTNG1,13,-0.8135,23,0.81356
ENSG00000162636,FAM102B,32,-0.4189,43,0.41894
ENSG00000162639,HENMT1,15,-0.7399,26,0.73992
ENSG00000134186,PRPF38B,29,-0.1207,31,0.12074
ENSG00000116266,STXBP3,24,-0.3514,30,0.35145
ENSG00000121940,CLCC1,22,-0.2456,26,0.24567
ENSG00000085433,WDR47,82,-0.7891,142,0.78912
ENSG00000197780,TAF13,64,-0.1600,72,0.16000
ENSG00000215717,TMEM167B,33,-0.5224,47,0.52247
ENSG00000116299,KIAA1324,23,-0.5034,33,0.50341
ENSG00000031698,SARS,176,-0.3367,222,0.33672
ENSG00000143126,CELSR2,117,-0.5574,172,0.55743
ENSG00000134222,PSRC1,30,-0.6352,46,0.63520
ENSG00000134243,SORT1,171,-0.7076,279,0.70769
ENSG00000143106,PSMA5,58,-0.4539,79,0.45395
ENSG00000174151,CYB561D1,12,-0.4070,16,0.40705
ENSG00000181754,AMIGO1,25,-1.0945,53,1.09453
ENSG00000065135,GNAI3,15,-0.0209,15,0.02091
ENSG00000116337,AMPD2,73,-0.4871,102,0.48718
ENSG00000168765,GSTM4,29,-0.2486,34,0.24869
ENSG00000134201,GSTM5,41,0.56356,27,-0.5635
ENSG00000134202,GSTM3,137,0.10860,127,-0.1086
ENSG00000168710,AHCYL1,210,0.22525,180,-0.2252
ENSG00000143093,STRIP1,33,-0.3132,41,0.31323
ENSG00000197106,SLC6A17,87,-0.7689,148,0.76898
ENSG00000116396,KCNC4,58,-0.1395,64,0.13953
ENSG00000134248,LAMTOR5,163,-0.0167,165,0.01672
ENSG00000177301,KCNA2,62,-0.6324,96,0.63247
ENSG00000259834,AL365361.1,16,-0.7470,27,0.74707
ENSG00000121931,LRIF1,13,-0.6209,20,0.62099
ENSG00000134255,CEPT1,18,-0.1997,21,0.19974
ENSG00000116455,WDR77,11,-0.9515,22,0.95150
ENSG00000116459,ATP5PB,123,-0.5160,177,0.51604
ENSG00000116473,RAP1A,42,0.29814,34,-0.2981
ENSG00000197852,INKA2,26,-0.6442,41,0.64426
ENSG00000171385,KCND3,68,-0.9371,131,0.93718
ENSG00000116489,CAPZA1,39,-0.5476,57,0.54762
ENSG00000155366,RHOC,69,0.30634,56,-0.3063
ENSG00000081026,MAGI3,24,0.12554,22,-0.1255
ENSG00000116793,PHTF1,14,-0.0659,15,0.06598
ENSG00000081019,RSBN1,27,-0.0605,29,0.06050
ENSG00000134262,AP4B1,16,-0.7366,27,0.73665
ENSG00000163349,HIPK1,50,-0.4073,66,0.40739
ENSG00000197323,TRIM33,27,-0.6990,44,0.69905
ENSG00000116752,BCAS2,68,-0.3365,85,0.33657
ENSG00000213281,NRAS,19,-0.3118,23,0.31180
ENSG00000009307,CSDE1,188,-0.4835,263,0.48357
ENSG00000163399,ATP1A1,393,-0.9264,748,0.92649
ENSG00000143061,IGSF3,12,-0.9617,23,0.96170
ENSG00000134247,PTGFRN,12,-0.9405,23,0.94050
ENSG00000198162,MAN1A2,212,0.32880,168,-0.3288
ENSG00000092621,PHGDH,69,0.41842,52,-0.4184
ENSG00000134250,NOTCH2,21,-0.1842,24,0.18423
ENSG00000265808,SEC22B,43,-0.4453,59,0.44535
ENSG00000226067,LINC00623,35,0.72353,21,-0.7235
ENSG00000171943,SRGAP2C,17,-0.1470,19,0.14703
ENSG00000232527,LINC02802,34,0.58712,23,-0.5871
ENSG00000265491,RNF115,46,-0.1903,53,0.19031
