Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000175061,SNHG29,149,-0.3206,211,0.22872,160,-0.2336,262,0.57883,126,-0.5850,134,-0.4797,236,0.40777,191,0.09184
ENSG00000181350,LRRC75A,13,-1.2387,53,0.89718,23,-0.4562,27,-0.2049,36,0.24718,43,0.52994,19,-0.7086,33,0.14560
ENSG00000260328,AC104024.2,34,2.07535,1,-2.7195,15,0.67687,5,-1.0669,9,-0.2123,18,0.89437,8,-0.4169,2,-2.2099
ENSG00000133030,MPRIP,124,0.10830,99,-0.2432,135,0.26882,65,-0.8899,156,0.47879,140,0.30863,111,-0.0625,103,-0.2282
ENSG00000141030,COPS3,60,0.07181,61,0.11064,84,0.71773,30,-0.9647,42,-0.4803,61,0.11392,50,-0.1898,51,-0.2015
ENSG00000205309,NT5M,3,-2.0706,12,-0.1217,18,0.69837,14,0.20062,7,-0.8338,6,-1.0113,22,0.91749,12,-0.0551
ENSG00000141026,MED9,10,-0.7363,16,0.05796,18,0.24575,16,0.02799,23,0.62285,12,-0.4316,8,-0.9577,17,0.16912
ENSG00000108551,RASD1,12,-2.0480,14,-1.8313,103,1.59858,15,-1.6575,80,0.89094,48,0.06229,38,-0.3222,32,-0.6671
ENSG00000133027,PEMT,31,-0.1484,43,0.37942,41,0.34578,39,0.20088,23,-0.5843,28,-0.2890,31,-0.1620,32,-0.1044
ENSG00000108557,RAI1,40,0.03299,56,0.56305,43,0.15259,17,-1.2483,66,0.83147,49,0.32232,22,-0.9218,33,-0.3474
ENSG00000072310,SREBF1,30,0.02619,29,-0.0554,19,-0.7035,79,1.66098,12,-1.3748,11,-1.4889,25,-0.2293,34,0.25622
ENSG00000175662,TOM1L2,157,0.80172,110,0.21683,96,-0.0032,71,-0.4601,81,-0.2675,81,-0.2718,80,-0.2909,95,-0.0240
ENSG00000108591,DRG2,55,1.23554,22,-0.2493,35,0.52885,24,-0.1387,25,-0.0970,23,-0.1901,19,-0.5088,17,-0.8319
ENSG00000091542,ALKBH5,60,-0.2253,48,-0.5630,81,0.28092,57,-0.2969,69,-0.0016,60,-0.2164,75,0.14271,76,0.19577
ENSG00000177731,FLII,43,0.86109,63,1.51164,27,0.14191,29,0.23681,20,-0.3557,14,-0.9433,18,-0.5553,12,-1.2468
ENSG00000177427,MIEF2,10,-0.4188,19,0.58174,17,0.44508,3,-2.1016,20,0.67834,15,0.17287,13,-0.0338,10,-0.4368
ENSG00000176994,SMCR8,19,0.57316,10,-0.4190,10,-0.4743,10,-0.3699,24,0.99011,24,0.99324,6,-1.1766,10,-0.4355
ENSG00000273018,FAM106A,43,2.01269,3,-2.2507,16,0.33431,13,-0.0754,16,0.31741,4,-1.7869,7,-1.0269,10,-0.5793
ENSG00000141127,PRPSAP2,40,0.68093,21,-0.3100,37,0.64154,27,0.05431,37,0.55805,27,0.07722,17,-0.6634,14,-1.0588
ENSG00000072134,EPN2,82,0.44790,41,-0.6225,55,-0.2237,67,0.12149,48,-0.4123,87,0.54147,34,-0.9166,71,0.28582
ENSG00000108641,B9D1,53,0.20515,25,-0.9848,72,0.79632,23,-1.0955,83,0.92755,35,-0.4622,36,-0.4177,39,-0.3425
ENSG00000128482,RNF112,80,1.81764,13,-1.1021,31,0.22254,10,-1.5774,20,-0.5257,37,0.47434,17,-0.7194,21,-0.4760
ENSG00000072210,ALDH3A2,36,0.08473,32,-0.0991,45,0.48213,32,-0.1402,45,0.43382,47,0.49142,33,-0.0631,21,-0.8822
ENSG00000083290,ULK2,74,1.26546,22,-0.7118,33,-0.0652,45,0.41758,22,-0.7147,54,0.71592,17,-1.1083,27,-0.4722
ENSG00000108599,AKAP10,31,0.75366,27,0.56217,24,0.40421,19,-0.0193,13,-0.6080,14,-0.4758,12,-0.6728,16,-0.3913
ENSG00000128487,SPECC1,26,-0.2416,35,0.19648,25,-0.3358,50,0.76840,71,1.38467,33,0.11652,24,-0.3644,16,-1.1214
ENSG00000124422,USP22,347,0.56741,248,0.02444,317,0.47360,115,-1.1615,210,-0.2370,333,0.50256,170,-0.5597,209,-0.2943
ENSG00000109016,DHRS7B,14,-0.5067,25,0.35184,30,0.71950,22,0.16042,17,-0.2731,22,0.12669,12,-0.7399,16,-0.3999
ENSG00000178307,TMEM11,7,-1.6247,10,-1.0304,34,1.00019,17,-0.2132,15,-0.4049,19,-0.0543,24,0.28422,20,-0.0333
ENSG00000212719,LINC02693,47,0.31104,42,0.13848,40,0.05309,14,-1.5609,44,0.20771,92,1.45182,30,-0.4053,25,-0.7550
ENSG00000256618,MTRNR2L1,31,-1.4276,45,-0.8823,31,-1.5112,111,0.53296,81,0.02541,78,-0.0410,158,1.12502,104,0.54704
ENSG00000109046,WSB1,68,0.84739,44,0.13924,33,-0.3551,88,1.28991,46,0.20008,48,0.27338,24,-0.7962,20,-1.2219
ENSG00000141068,KSR1,26,1.03900,14,0.10259,13,-0.0225,10,-0.4042,5,-1.3858,10,-0.4084,19,0.54153,12,-0.1788
ENSG00000232859,LYRM9,101,0.16194,97,0.10632,94,0.06393,55,-0.7680,111,0.31985,102,0.17656,85,-0.1025,87,-0.0901
ENSG00000087095,NLK,64,-0.5584,87,-0.0754,133,0.69473,29,-1.7258,153,0.84059,105,0.22532,78,-0.2428,74,-0.3993
ENSG00000109084,TMEM97,2,-2.4492,15,0.33549,20,0.89676,10,-0.2603,18,0.61579,8,-0.6210,17,0.51956,8,-0.7633
ENSG00000109083,IFT20,32,0.55840,24,0.13008,25,0.20324,23,0.02513,28,0.37042,17,-0.4092,23,0.02760,16,-0.5857
ENSG00000109079,TNFAIP1,29,-0.1870,54,0.80239,45,0.60621,9,-1.8516,37,0.22081,18,-0.9084,30,-0.1319,30,-0.1512
ENSG00000004142,POLDIP2,74,0.24585,61,-0.0492,83,0.49303,52,-0.3151,59,-0.1035,54,-0.2535,51,-0.3297,59,-0.1167
ENSG00000244045,TMEM199,23,0.05405,23,0.03420,37,0.93708,17,-0.4657,11,-1.0326,18,-0.3642,15,-0.6059,22,-0.0440
ENSG00000004139,SARM1,14,0.26468,11,-0.1589,18,0.70337,11,-0.0959,8,-0.6403,18,0.64913,15,0.35450,6,-1.0866
ENSG00000109103,UNC119,35,-0.6230,110,1.21039,65,0.36603,27,-1.0249,79,0.64925,38,-0.4976,43,-0.3311,40,-0.5289
ENSG00000087111,PIGS,34,-0.0091,31,-0.1234,44,0.48082,29,-0.2642,33,-0.0602,45,0.43696,21,-0.7543,31,-0.1757
ENSG00000109107,ALDOC,437,-0.4999,1060,0.92908,490,-0.3563,801,0.45917,350,-0.8420,349,-0.8453,532,-0.1938,705,0.32273
ENSG00000007202,KIAA0100,31,-0.2357,19,-0.9559,34,-0.1093,25,-0.5978,32,-0.2082,55,0.66483,31,-0.2283,46,0.48858
ENSG00000132581,SDF2,33,0.03339,65,1.12018,49,0.75860,34,0.04968,23,-0.5143,14,-1.2650,33,-0.0041,20,-0.9188
ENSG00000109111,SUPT6H,46,0.64795,30,-0.0289,32,0.04989,26,-0.3004,31,-0.0263,39,0.34364,24,-0.3984,27,-0.2431
ENSG00000109113,RAB34,4,-1.5144,4,-1.5210,6,-1.0356,20,0.78898,15,0.32507,11,-0.2003,19,0.70099,16,0.56084
ENSG00000198242,RPL23A,621,-0.3574,562,-0.5115,478,-0.8248,1589,1.18462,698,-0.1753,591,-0.4323,710,-0.1477,950,0.40790
ENSG00000173065,FAM222B,18,0.29223,8,-0.9068,27,1.16800,9,-0.8068,18,0.34846,17,0.24408,10,-0.5668,9,-0.8614
ENSG00000132591,ERAL1,49,0.61970,36,0.15505,34,0.03914,31,-0.1179,24,-0.5049,28,-0.2498,29,-0.1769,33,-0.0076
ENSG00000132589,FLOT2,146,0.58980,96,-0.0898,100,-0.0189,60,-0.8013,85,-0.2717,141,0.53087,79,-0.3985,103,0.02301
ENSG00000063015,SEZ6,284,1.67901,43,-1.3632,153,0.67038,46,-1.2900,101,-0.0748,120,0.19991,55,-1.0115,71,-0.7483
ENSG00000108256,NUFIP2,65,0.61659,28,-0.7261,48,0.14543,40,-0.1642,34,-0.4079,59,0.46031,21,-1.1677,48,0.17322
ENSG00000160551,TAOK1,108,0.52475,58,-0.4747,81,0.06920,65,-0.2787,109,0.53448,94,0.29802,55,-0.5485,69,-0.2330
ENSG00000108262,GIT1,173,0.34581,86,-0.7514,120,-0.2646,87,-0.7382,172,0.33598,227,0.79135,133,-0.0723,139,-0.0049
ENSG00000198720,ANKRD13B,31,0.55368,29,0.42573,28,0.45348,19,-0.1997,20,-0.1257,23,0.08202,11,-1.0580,17,-0.4560
ENSG00000167549,CORO6,27,0.45871,27,0.46250,31,0.76507,10,-1.0381,10,-1.0547,29,0.54805,9,-1.1651,17,-0.3998
ENSG00000141298,SSH2,22,0.38380,24,0.52895,19,0.18466,22,0.42410,10,-0.7849,29,0.83857,9,-0.8760,11,-0.7694
ENSG00000126653,NSRP1,25,-0.2917,19,-0.7321,28,-0.1768,54,0.92435,40,0.41303,41,0.44648,14,-1.2186,30,-0.0547
ENSG00000108578,BLMH,26,1.13188,2,-2.6158,24,1.14712,11,-0.3230,6,-1.1718,12,-0.1139,12,-0.0932,9,-0.7000
ENSG00000108582,CPD,121,1.91482,15,-1.4791,43,0.11917,20,-1.0432,40,-0.0023,42,0.09351,30,-0.4218,28,-0.6378
ENSG00000108587,GOSR1,14,0.21875,0,-4.9781,17,0.65841,11,-0.1557,7,-0.8493,20,0.82321,13,0.09660,11,-0.1619
ENSG00000196712,NF1,66,0.04265,84,0.42303,73,0.22336,44,-0.5798,58,-0.1586,74,0.23447,54,-0.2590,60,-0.1310
ENSG00000126861,OMG,196,1.19279,63,-0.6337,116,0.35122,126,0.44392,65,-0.6034,74,-0.3948,30,-1.7554,88,-0.1577
ENSG00000126860,EVI2A,73,1.81565,7,-1.8740,6,-2.2282,125,3.01770,11,-1.2602,12,-1.1421,3,-3.1212,11,-1.3851
ENSG00000131242,RAB11FIP4,147,0.11468,57,-1.3231,207,0.77261,81,-0.8028,148,0.13367,137,0.00909,145,0.09978,124,-0.1899
ENSG00000172301,COPRS,214,0.04308,184,-0.1981,306,0.71066,142,-0.6027,238,0.20883,194,-0.1142,141,-0.6052,190,-0.1846
ENSG00000108651,UTP6,16,0.17799,24,0.84652,16,0.15958,14,-0.0191,22,0.68396,16,0.17747,3,-2.0768,10,-0.6386
ENSG00000178691,SUZ12,27,0.39576,8,-1.3579,28,0.47644,14,-0.5855,17,-0.3477,27,0.38063,18,-0.2466,22,0.06505
ENSG00000126858,RHOT1,32,-0.6403,47,-0.0389,70,0.70164,32,-0.6149,66,0.51734,46,-0.0773,27,-0.8649,46,-0.0908
ENSG00000108666,C17orf75,17,0.10376,16,0.05523,20,0.45337,6,-1.3051,31,1.10873,6,-1.4581,12,-0.4515,15,-0.1241
ENSG00000010244,ZNF207,69,0.35104,26,-1.1357,70,0.42174,47,-0.2689,49,-0.1902,69,0.34465,33,-0.7938,59,0.11999
ENSG00000108671,PSMD11,50,0.05457,66,0.50787,68,0.62553,31,-0.6789,44,-0.1189,59,0.31569,27,-0.9041,39,-0.3975
ENSG00000176749,CDK5R1,249,0.07540,187,-0.3735,363,0.78978,75,-1.7632,398,0.84013,287,0.30230,169,-0.5355,175,-0.5786
ENSG00000006042,TMEM98,22,1.23066,12,0.25101,1,-2.7654,44,2.55317,2,-2.3839,2,-2.0374,8,-0.4824,7,-0.6515
ENSG00000108684,ASIC2,121,2.57738,28,-0.0514,8,-1.9304,9,-1.8026,17,-0.7711,64,1.32350,11,-1.4824,17,-0.9222
ENSG00000198783,ZNF830,15,0.50381,3,-1.6680,18,1.01232,8,-0.4929,13,0.26715,11,0.09559,8,-0.4193,7,-0.6220
ENSG00000005156,LIG3,19,0.41837,8,-0.9724,13,-0.2451,13,-0.1915,24,0.81269,19,0.38930,11,-0.4084,14,-0.0944
ENSG00000092871,RFFL,17,0.88257,0,-4.6901,6,-0.7722,32,2.00036,11,0.16096,5,-0.8908,9,-0.1792,7,-0.5253
ENSG00000185379,RAD51D,19,0.50892,18,0.48382,17,0.43659,5,-1.4041,17,0.35691,10,-0.4335,12,-0.1702,11,-0.4022
ENSG00000073536,NLE1,25,0.94188,13,-0.0752,9,-0.7289,6,-1.2977,21,0.69471,14,0.00812,16,0.26113,13,-0.1154
ENSG00000267321,SNHG30,12,0.24848,2,-2.2020,16,0.76260,25,1.44720,7,-0.6517,11,0.10348,6,-0.7544,6,-0.8553
ENSG00000006125,AP2B1,318,0.82989,141,-0.4785,267,0.61308,93,-1.1126,160,-0.2803,368,1.08333,84,-1.2613,135,-0.6464
ENSG00000270647,TAF15,56,0.66408,27,-0.5041,48,0.44005,34,-0.1571,39,0.07746,39,0.08443,22,-0.8099,33,-0.2626
ENSG00000270885,RASL10B,23,-0.2602,31,0.20338,20,-0.5746,22,-0.3315,9,-1.6737,23,-0.2682,31,0.16624,41,0.87969
ENSG00000271447,MMP28,25,0.12587,11,-1.0584,16,-0.5493,33,0.61868,7,-1.7956,10,-1.2306,22,-0.0556,36,1.03319
ENSG00000274767,AC243829.1,16,0.61420,0,-4.0842,21,1.20902,6,-0.8497,14,0.35439,4,-1.3046,19,0.82421,7,-0.9060
ENSG00000273611,ZNHIT3,51,-0.6621,94,0.29855,107,0.57339,67,-0.2522,67,-0.2410,41,-0.9996,81,0.06341,82,0.08691
ENSG00000278311,GGNBP2,84,0.62406,60,0.07532,86,0.76740,40,-0.5511,49,-0.2485,51,-0.1801,28,-1.0814,48,-0.3368
ENSG00000278535,DHRS11,18,-0.3515,46,1.13059,32,0.60778,12,-0.9523,32,0.52305,20,-0.1905,14,-0.7580,15,-0.7382
ENSG00000275700,AATF,12,-0.0149,7,-0.7965,15,0.35458,29,1.45301,17,0.53303,3,-2.0039,17,0.51037,6,-1.1577
ENSG00000278540,ACACA,30,-0.0622,36,0.24194,26,-0.2694,21,-0.5587,30,-0.0253,43,0.52153,21,-0.6099,35,0.26824
ENSG00000276023,DUSP14,13,-1.1478,28,-0.0368,42,0.72282,10,-1.5880,42,0.60627,35,0.31139,19,-0.6448,28,-0.0578
ENSG00000275066,SYNRG,23,0.76115,6,-1.2347,19,0.53686,6,-1.2671,8,-0.8825,20,0.50007,11,-0.4476,15,0.10187
ENSG00000278845,MRPL45,14,-0.9430,50,1.04835,32,0.33872,20,-0.3836,22,-0.2362,34,0.40035,15,-0.8161,23,-0.2477
ENSG00000274211,SOCS7,37,0.55193,15,-0.8248,21,-0.3506,10,-1.4047,27,0.04226,44,0.82490,15,-0.8725,33,0.44691
ENSG00000275832,ARHGAP23,78,0.94047,57,0.40267,31,-0.5970,94,1.26376,38,-0.2356,22,-1.0325,36,-0.2990,32,-0.5809
ENSG00000277363,SRCIN1,130,0.94676,46,-0.6995,67,-0.1418,71,-0.0463,65,-0.1833,77,0.08160,46,-0.7006,77,0.12228
ENSG00000273604,EPOP,34,1.19241,0,-5.2025,9,-1.0040,10,-0.6618,8,-1.0300,53,2.04330,2,-3.1430,18,0.20854
ENSG00000275023,MLLT6,41,0.29727,33,-0.0323,14,-1.4817,45,0.45305,35,0.03943,55,0.77848,34,0.00400,35,0.02824
ENSG00000277972,CISD3,46,-0.5049,51,-0.3419,63,-0.0001,70,0.15501,74,0.25499,61,-0.0412,81,0.39590,62,-0.0375
ENSG00000277791,PSMB3,141,-0.3004,160,-0.0979,241,0.63892,145,-0.2515,186,0.13853,120,-0.5484,137,-0.3354,167,-0.0325
ENSG00000276293,PIP4K2B,210,0.48903,96,-0.7448,166,0.11557,101,-0.6691,176,0.19781,270,0.90893,118,-0.4288,135,-0.2695
ENSG00000125691,RPL23,422,0.21105,363,-0.0318,329,-0.2039,614,0.82771,247,-0.6264,270,-0.4907,386,0.06715,370,-0.0010
ENSG00000002834,LASP1,85,0.60665,27,-1.1697,53,-0.1756,57,-0.0480,64,0.14631,77,0.43496,32,-0.9082,65,0.21573
ENSG00000263874,LINC00672,152,1.65920,39,-0.5810,33,-0.9106,58,0.01273,27,-1.1363,67,0.25845,36,-0.7349,62,0.14369
ENSG00000067191,CACNB1,129,0.62900,57,-0.6567,103,0.29562,34,-1.4276,115,0.44041,151,0.88473,46,-0.9927,75,-0.3032
ENSG00000108298,RPL19,766,0.08385,708,-0.0417,596,-0.3422,1370,1.04763,480,-0.6467,511,-0.5518,660,-0.1525,770,0.11438
ENSG00000108306,FBXL20,26,0.98052,3,-2.3817,15,0.13383,5,-1.6538,31,1.25484,16,0.14664,12,-0.2346,11,-0.4203
ENSG00000171532,NEUROD2,325,1.34566,45,-1.7667,164,0.21929,40,-1.9416,125,-0.2312,198,0.49966,85,-0.8215,150,0.06655
ENSG00000131771,PPP1R1B,176,1.19073,50,-0.8402,45,-1.0784,125,0.59686,34,-1.4079,68,-0.3643,51,-0.8130,118,0.66216
ENSG00000131748,STARD3,71,1.36205,27,-0.2377,31,-0.0163,20,-0.6663,25,-0.3410,54,0.88103,20,-0.6723,22,-0.6751
ENSG00000141744,PNMT,34,1.13388,2,-2.8356,10,-0.7980,11,-0.6373,19,0.14061,34,1.14733,7,-1.2843,20,0.27706
ENSG00000141741,MIEN1,106,0.00186,105,-0.0129,127,0.32511,98,-0.1210,92,-0.2203,80,-0.4302,118,0.17794,104,-0.0414
ENSG00000172057,ORMDL3,28,0.18788,24,-0.0846,20,-0.3917,22,-0.2426,40,0.72434,38,0.65818,10,-1.4283,25,0.01556
ENSG00000108344,PSMD3,94,0.33462,134,0.92220,81,0.10987,47,-0.7436,52,-0.5929,77,0.00640,41,-0.9450,77,0.02442
ENSG00000008838,MED24,105,1.46887,31,-0.5526,47,0.12958,28,-0.6966,50,0.22255,44,-0.0095,22,-1.0257,36,-0.3772
ENSG00000126351,THRA,195,0.38977,193,0.36881,94,-0.8152,165,0.11317,181,0.26329,251,0.80179,103,-0.6119,137,-0.2239
ENSG00000126368,NR1D1,14,-0.4476,14,-0.5238,32,0.91896,12,-0.7375,13,-0.5933,21,0.14140,19,-0.0359,19,-0.0652
ENSG00000188895,MSL1,83,0.25108,82,0.23946,84,0.30974,67,-0.0812,72,0.03383,78,0.15877,48,-0.5870,59,-0.3279
ENSG00000108349,CASC3,38,-0.0947,29,-0.5284,39,-0.0536,56,0.53273,25,-0.7438,62,0.68165,39,-0.0596,39,-0.0590
ENSG00000108352,RAPGEFL1,53,0.29107,18,-1.3451,58,0.48614,12,-1.8955,92,1.22498,47,0.11795,30,-0.5674,39,-0.2559
ENSG00000171475,WIPF2,47,-0.2259,50,-0.1258,79,0.68055,39,-0.5305,52,-0.0747,80,0.61492,42,-0.3871,44,-0.4164
ENSG00000131759,RARA,26,1.16669,22,0.86625,12,-0.1036,3,-1.9571,10,-0.4025,22,0.92460,9,-0.4336,8,-0.9014
ENSG00000141753,IGFBP4,7,-1.3453,82,2.75370,6,-1.6881,30,0.81915,11,-0.7583,5,-1.9734,22,0.31698,10,-1.0489
ENSG00000073584,SMARCE1,53,0.70895,14,-1.3414,40,0.27686,34,-0.0261,35,0.02746,24,-0.5623,32,-0.0979,35,0.04261
ENSG00000213424,KRT222,55,0.26718,33,-0.5218,69,0.69768,19,-1.4006,28,-0.7960,48,0.03869,43,-0.1344,51,0.15772
ENSG00000186395,KRT10,86,0.04968,79,-0.0908,99,0.30044,126,0.66228,60,-0.5240,76,-0.1571,92,0.15392,68,-0.3990
ENSG00000128422,KRT17,1399,5.41091,0,-7.9434,0,-12.085,120,-0.4174,0,-11.179,17,-3.3237,0,-9.0605,63,-1.6001
ENSG00000173812,EIF1,693,0.04470,827,0.32752,692,0.04719,800,0.27443,594,-0.1990,704,0.06974,563,-0.2830,616,-0.1752
ENSG00000141698,NT5C3B,159,0.49055,141,0.29877,136,0.26161,71,-0.7700,147,0.36316,87,-0.4638,93,-0.3665,106,-0.1856
ENSG00000131473,ACLY,59,0.28541,66,0.44952,84,0.98765,32,-0.6802,41,-0.2824,44,-0.1737,42,-0.2598,31,-0.8509
ENSG00000173786,CNP,391,1.10489,164,-0.3209,89,-1.3292,928,2.85477,112,-0.9045,86,-1.3027,74,-1.5172,91,-1.3996
ENSG00000168259,DNAJC7,122,0.15984,116,0.07248,113,0.03897,82,-0.4565,95,-0.2386,101,-0.1422,85,-0.4050,129,0.32187
ENSG00000168256,NKIRAS2,6,-0.9395,3,-1.5565,16,0.73545,16,0.68554,12,0.24570,13,0.35527,9,-0.2778,8,-0.4675
ENSG00000108771,DHX58,16,0.64701,0,-3.9586,15,0.63775,9,-0.2592,13,0.25536,11,0.03443,8,-0.4833,10,-0.1097
ENSG00000108773,KAT2A,38,-0.1543,36,-0.2228,61,0.68844,30,-0.5235,51,0.32824,65,0.70218,22,-0.9781,32,-0.4954
ENSG00000108774,RAB5C,147,0.56577,110,0.10566,135,0.49296,113,0.13954,75,-0.4968,109,0.09419,99,-0.0667,70,-0.7082
ENSG00000173757,STAT5B,8,-1.3164,47,1.43941,21,0.10761,17,-0.1981,12,-0.7899,15,-0.3683,19,-0.0585,19,-0.0901
ENSG00000168610,STAT3,28,0.16401,32,0.38398,22,-0.2157,43,0.85299,20,-0.3770,25,0.00964,19,-0.4252,22,-0.2642
ENSG00000033627,ATP6V0A1,404,0.43638,336,0.13586,395,0.44741,100,-1.7124,282,-0.1422,476,0.70475,204,-0.6416,267,-0.2782
ENSG00000266962,AC067852.2,14,0.55983,0,-4.8286,15,0.77594,13,0.43946,16,0.78623,2,-1.9442,13,0.43581,6,-0.7588
ENSG00000068120,COASY,32,0.10748,21,-0.5648,39,0.43115,27,-0.1629,18,-0.7811,28,-0.1336,31,0.03233,33,0.16211
ENSG00000108788,MLX,26,0.26148,28,0.36316,30,0.58772,15,-0.5310,24,0.16125,9,-1.2748,16,-0.4828,21,-0.1175
ENSG00000141699,RETREG3,17,-0.5205,42,0.90457,31,0.46581,19,-0.3805,22,-0.1624,32,0.43788,17,-0.5171,18,-0.5460
ENSG00000131462,TUBG1,43,0.04758,61,0.61817,63,0.77623,13,-1.7060,34,-0.3255,41,-0.0120,32,-0.4125,35,-0.2970
ENSG00000037042,TUBG2,121,0.28103,91,-0.1743,122,0.33251,86,-0.2713,78,-0.4210,81,-0.3505,116,0.21115,100,-0.0263
ENSG00000108797,CNTNAP1,168,0.41627,167,0.40640,172,0.51400,43,-1.6714,115,-0.1876,140,0.11360,81,-0.7277,123,-0.1043
ENSG00000108799,EZH1,27,0.20904,26,0.14917,17,-0.5024,17,-0.5040,23,-0.0459,34,0.56619,12,-1.0397,29,0.40265
ENSG00000131477,RAMP2,8,-1.4593,39,0.88335,12,-0.9860,71,1.96073,12,-1.0129,7,-1.7112,22,-0.0183,22,-0.0835
ENSG00000131475,VPS25,56,0.61764,29,-0.4476,49,0.43486,34,-0.1672,32,-0.2643,36,-0.0791,32,-0.2742,34,-0.1994
ENSG00000183978,COA3,120,-0.3430,170,0.20089,168,0.20556,139,-0.1152,111,-0.4664,152,0.02068,94,-0.7173,175,0.31700
ENSG00000126581,BECN1,49,0.04210,59,0.33820,49,0.04929,26,-0.9126,56,0.23541,40,-0.2995,45,-0.0903,51,0.12806
ENSG00000131467,PSME3,69,0.35886,42,-0.4344,73,0.50238,38,-0.5840,65,0.24820,37,-0.6383,39,-0.5324,58,0.08295
ENSG00000266967,AARSD1,51,0.49275,38,0.02329,61,0.91982,20,-0.9386,45,0.29473,31,-0.2842,28,-0.4480,25,-0.7206
ENSG00000198863,RUNDC1,25,-0.0112,34,0.52457,38,0.80291,19,-0.4399,26,0.09662,30,0.30985,19,-0.4231,14,-0.9810
ENSG00000131469,RPL27,549,-0.2026,584,-0.1053,549,-0.2224,959,0.69926,448,-0.5162,621,-0.0087,554,-0.1880,684,0.18481
ENSG00000108828,VAT1,49,1.10441,49,1.08848,24,-0.0419,40,0.77692,14,-0.8491,19,-0.3876,14,-0.8721,13,-1.1050
ENSG00000108830,RND2,18,-0.2823,30,0.53387,13,-0.7716,53,1.50687,26,0.34012,5,-2.0520,20,-0.0729,19,-0.2610
ENSG00000267002,AC060780.1,18,0.45107,11,-0.3309,11,-0.4359,10,-0.4578,12,-0.2655,8,-0.8866,16,0.19741,19,0.62335
ENSG00000188554,NBR1,60,0.29595,43,-0.2384,46,-0.1574,69,0.50803,50,0.01285,30,-0.8074,42,-0.2546,55,0.18458
ENSG00000175906,ARL4D,53,1.20565,20,-0.3464,28,0.14884,13,-1.0077,12,-1.1563,38,0.61115,11,-1.2897,26,0.05159
ENSG00000067596,DHX8,21,1.21953,1,-2.8576,17,0.98383,11,0.12582,14,0.56649,4,-1.2577,6,-0.6991,6,-0.9068
ENSG00000108861,DUSP3,131,-0.0257,109,-0.3211,153,0.24052,86,-0.6807,103,-0.4032,135,0.01921,114,-0.2496,161,0.39255
ENSG00000108852,MPP2,70,0.47476,76,0.60875,61,0.25839,33,-0.7264,51,-0.0422,85,0.77974,31,-0.8171,36,-0.6775
ENSG00000091947,TMEM101,26,0.58305,9,-1.0728,26,0.68041,19,0.09422,10,-0.8185,17,-0.1289,14,-0.3560,17,-0.1289
ENSG00000161654,LSM12,20,-0.7806,80,1.46655,29,-0.2595,21,-0.6792,23,-0.5481,28,-0.2579,30,-0.1582,35,0.12116
ENSG00000141349,G6PC3,36,0.03751,45,0.35978,41,0.23488,65,0.98861,25,-0.5679,21,-0.8193,27,-0.4454,31,-0.2871
ENSG00000108840,HDAC5,113,-0.0673,101,-0.2418,95,-0.3672,117,-0.0221,105,-0.1876,117,-0.0177,126,0.10464,143,0.39726
ENSG00000168591,TMUB2,59,0.65380,33,-0.2637,66,0.97224,20,-1.0210,38,-0.0546,38,-0.0562,33,-0.2514,26,-0.7382
ENSG00000087152,ATXN7L3,108,0.31244,76,-0.2373,84,-0.0993,42,-1.1511,75,-0.2646,154,0.89865,56,-0.7101,99,0.22596
ENSG00000108312,UBTF,112,0.92766,38,-0.8028,70,0.15659,60,-0.0819,76,0.28627,112,0.92967,51,-0.3542,37,-0.9787
ENSG00000108309,RUNDC3A,256,-0.5735,297,-0.3446,386,0.07447,176,-1.1478,524,0.56100,558,0.66477,342,-0.1257,383,0.06578
ENSG00000013306,SLC25A39,34,-0.2282,68,0.88006,42,0.10837,59,0.63932,33,-0.3123,36,-0.1744,31,-0.3654,31,-0.4971
ENSG00000030582,GRN,85,0.73176,54,-0.0137,63,0.25868,69,0.38013,38,-0.5403,66,0.32675,36,-0.6203,41,-0.5366
ENSG00000161682,FAM171A2,58,0.15470,28,-0.9560,66,0.37970,26,-1.0815,67,0.37637,81,0.68137,31,-0.8145,53,0.01295
ENSG00000186566,GPATCH8,20,0.49156,22,0.63854,16,0.12107,16,0.11416,10,-0.5478,20,0.52852,9,-0.6964,11,-0.5712
ENSG00000180329,CCDC43,40,0.71184,26,0.01736,23,-0.1872,21,-0.3346,23,-0.1871,31,0.29355,25,-0.0235,24,-0.1616
ENSG00000073670,ADAM11,92,0.50932,34,-1.0254,100,0.74163,25,-1.4990,75,0.17919,115,0.88201,38,-0.8871,53,-0.4544
ENSG00000108883,EFTUD2,59,0.58208,37,-0.1775,57,0.60152,25,-0.7847,42,0.04885,57,0.52015,25,-0.7358,31,-0.5339
ENSG00000131095,GFAP,363,-0.2475,69,-2.7282,82,-2.6050,3281,4.55267,192,-1.2232,196,-1.1908,84,-2.4375,108,-2.3206
ENSG00000131094,C1QL1,21,-1.1486,142,2.03757,29,-0.6931,58,0.43492,43,-0.0354,24,-0.9079,53,0.30210,28,-0.8060
