Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000138107,ACTR1A,1,-6.6423,204,0.63439,60,-1.4063,226,0.88384,107,-0.5350,100,-0.6884
ENSG00000171206,TRIM8,1,-6.2165,204,1.42325,116,0.07273,79,-0.6266,140,0.37367,56,-1.1338
ENSG00000138175,ARL3,10,-3.5122,204,1.44527,23,-2.3658,103,-0.1283,125,0.20994,65,-0.8771
ENSG00000166275,BORCS7,17,-2.6291,204,1.73524,140,0.55101,50,-1.2508,77,-0.4061,52,-1.0861
ENSG00000148798,INA,177,-0.0534,204,0.21934,7,-4.6777,312,1.21150,114,-0.7268,83,-1.3044
ENSG00000173915,ATP5MD,35,-3.5018,204,-1.0572,339,-0.1129,596,1.10281,565,0.71322,334,-0.1489
ENSG00000107954,NEURL1,272,0.76583,204,0.36926,49,-1.8942,161,-0.1031,119,-0.5608,168,-0.0187
ENSG00000107957,SH3PXD2A,47,-1.3246,204,1.37068,68,-0.7874,116,0.05321,42,-1.4910,62,-0.9988
ENSG00000065613,SLK,392,1.74945,204,0.78320,119,-0.2762,104,-0.5860,27,-2.4874,48,-1.7377
ENSG00000148834,GSTO1,2,-5.5661,204,1.70851,71,-0.5324,74,-0.5816,81,-0.3434,60,-0.8593
ENSG00000156395,SORCS3,1,-5.8334,204,2.33152,20,-2.1558,52,-0.8825,13,-2.7327,65,-0.4637
ENSG00000148700,ADD3,407,0.63024,204,-0.5719,172,-0.7311,268,-0.0593,426,0.70825,308,0.19340
ENSG00000119950,MXI1,236,0.84632,204,0.79504,194,0.51842,43,-2.0151,124,-0.2054,126,-0.1859
ENSG00000150593,PDCD4,1,-6.0229,204,1.84148,202,1.22767,49,-1.2212,37,-1.4768,33,-1.7464
ENSG00000108061,SHOC2,60,-1.1721,204,1.02329,75,-0.8380,129,0.01750,91,-0.5415,93,-0.5399
ENSG00000119927,GPAM,122,0.27061,204,1.64800,19,-2.4842,22,-2.5543,171,0.83777,69,-0.6656
ENSG00000099204,ABLIM1,211,0.47640,204,0.54577,199,0.37990,117,-0.5452,142,-0.1614,105,-0.6714
ENSG00000165832,TRUB1,1,-5.7830,204,2.48197,0,-6.5653,62,-0.5076,22,-1.9865,39,-1.2231
ENSG00000107518,ATRNL1,243,0.54494,204,0.32975,81,-1.1751,237,0.66397,111,-0.6968,75,-1.3708
ENSG00000165868,HSPA12A,64,-1.6843,204,0.09111,162,-0.2911,301,0.95971,186,-0.0732,107,-0.9952
ENSG00000187164,SHTN1,289,0.72252,204,0.18717,133,-0.5146,157,-0.3167,106,-0.8624,215,0.26024
ENSG00000165650,PDZD8,1,-6.0708,204,1.73168,115,0.22716,65,-0.7995,74,-0.4725,52,-1.0888
ENSG00000229847,EMX2OS,104,0.16679,204,1.93656,1,-6.6926,50,-1.1254,106,0.19062,30,-1.8100
ENSG00000170370,EMX2,1,-5.9134,204,2.11196,14,-2.7317,61,-0.7051,78,-0.2149,48,-1.0207
ENSG00000107560,RAB11FIP2,180,0.81696,204,1.45508,28,-2.0378,80,-0.5758,72,-0.6392,35,-1.8475
ENSG00000165669,FAM204A,46,-1.1821,204,1.72488,46,-1.1995,85,-0.3097,61,-0.7768,41,-1.4512
ENSG00000151893,CACUL1,1,-6.0900,204,1.68915,83,-0.3043,79,-0.4727,75,-0.4704,53,-1.0616
ENSG00000107581,EIF3A,1,-6.4384,204,1.00863,162,0.36440,95,-0.5687,91,-0.5465,134,0.06742
ENSG00000119979,DENND10,1,-5.8459,204,2.29569,3,-4.6020,64,-0.5536,40,-1.1551,47,-1.0054
ENSG00000165672,PRDX3,1,-6.5092,204,0.88685,98,-0.5115,160,0.33836,125,-0.1292,88,-0.7255
ENSG00000151923,TIAL1,73,-0.5609,204,1.56792,139,0.44763,70,-0.7640,61,-0.8509,32,-1.8883
ENSG00000151929,BAG3,97,0.01248,204,1.87189,44,-1.1824,20,-2.5686,207,1.28950,16,-2.7593
ENSG00000198825,INPP5F,13,-4.2227,204,-0.2298,93,-1.3869,394,1.23439,171,-0.4583,226,-0.0278
ENSG00000066468,FGFR2,1,-6.0619,204,1.75152,66,-0.6350,43,-1.4748,176,0.93828,55,-0.9955
ENSG00000107669,ATE1,1,-5.8647,204,2.24289,17,-2.4502,68,-0.4568,45,-0.9923,37,-1.3887
ENSG00000107679,PLEKHA1,307,1.29647,204,0.78963,82,-0.8342,111,-0.4586,52,-1.5080,84,-0.8750
ENSG00000166033,HTRA1,233,-0.8588,204,-1.2391,328,-0.3345,293,-0.6098,1598,2.47758,407,0.00376
ENSG00000065154,OAT,55,-1.8166,204,0.21643,113,-0.7512,256,0.72011,300,0.80506,83,-1.3099
ENSG00000107902,LHPP,1,-6.3860,204,1.10170,203,0.80212,53,-1.5025,112,-0.1612,141,0.21852
ENSG00000019995,ZRANB1,1,-6.0803,204,1.71046,65,-0.6766,77,-0.5058,74,-0.4847,62,-0.8024
ENSG00000175029,CTBP2,1,-6.0493,204,1.78040,96,-0.0388,82,-0.3456,74,-0.4431,27,-2.0649
ENSG00000188690,UROS,1,-6.5594,204,0.45645,20,-3.0892,203,0.44874,160,-0.0379,198,0.34631
ENSG00000150760,DOCK1,1,-5.7413,204,2.61431,31,-1.4132,27,-1.8741,32,-1.3698,59,-0.5064
ENSG00000132334,PTPRE,1,-5.8992,204,2.14922,16,-2.5881,85,-0.0868,20,-2.2078,36,-1.4488
ENSG00000175470,PPP2R2D,1,-5.8665,204,2.23815,0,-6.9614,73,-0.3311,41,-1.1439,41,-1.2458
ENSG00000176171,BNIP3,1,-6.8629,204,0.33110,64,-1.5095,231,0.60219,239,0.52067,149,-0.2607
ENSG00000165752,STK32C,1,-5.9188,204,2.09725,55,-0.7595,56,-0.8664,51,-0.8865,51,-0.9277
ENSG00000068383,INPP5A,3,-5.1475,204,1.79609,129,0.44171,70,-0.6299,71,-0.5010,27,-2.0507
ENSG00000197177,ADGRA1,2,-5.7011,204,1.71021,5,-4.2516,91,-0.1853,23,-2.2136,96,-0.0894
ENSG00000171798,KNDC1,185,-0.0351,204,0.14775,96,-1.0490,294,0.96563,167,-0.2010,71,-1.5909
ENSG00000130640,TUBGCP2,1,-5.9647,204,1.97901,59,-0.7041,67,-0.6140,64,-0.5766,43,-1.2689
ENSG00000130643,CALY,188,-0.6340,204,-0.6160,153,-0.9493,548,1.57753,174,-0.7508,170,-0.8547
ENSG00000127884,ECHS1,262,0.83909,204,0.54618,152,-0.0535,101,-0.8112,113,-0.5091,142,-0.1714
ENSG00000203772,SPRN,41,-1.4704,204,1.50084,10,-3.4969,127,0.34530,45,-1.3415,48,-1.3364
ENSG00000177963,RIC8A,1,-6.1464,204,1.56735,85,-0.3374,82,-0.4781,71,-0.6161,73,-0.6304
ENSG00000185627,PSMD13,1,-6.0947,204,1.67870,71,-0.5537,81,-0.4407,90,-0.1837,51,-1.1363
ENSG00000185201,IFITM2,62,-1.3247,204,0.67921,827,3.36259,12,-3.9889,47,-1.7247,21,-3.0048
ENSG00000142089,IFITM3,342,0.02320,204,-0.9235,2014,3.57077,54,-3.0123,327,-0.0461,124,-1.6306
ENSG00000182272,B4GALNT4,1,-6.4107,204,1.05766,0,-7.2422,123,-0.0564,138,0.13824,136,0.12985
ENSG00000185187,SIGIRR,1,-5.9358,204,2.05409,113,0.35287,44,-1.2931,59,-0.6582,42,-1.2797
ENSG00000174915,PTDSS2,1,-5.8889,204,2.17705,75,-0.2578,40,-1.3831,29,-1.6977,66,-0.4916
ENSG00000023191,RNH1,1,-5.8246,204,2.35718,100,0.28246,18,-2.5829,83,-0.0172,38,-1.2905
ENSG00000174775,HRAS,1,-6.2677,204,1.32263,3,-5.0953,132,0.28912,61,-0.9677,94,-0.3448
ENSG00000177030,DEAF1,186,0.10651,204,0.31674,104,-0.8065,157,-0.2038,153,-0.2095,197,0.21577
ENSG00000177156,TALDO1,1,-6.0580,204,1.76059,79,-0.3473,50,-1.2111,83,-0.2688,82,-0.3325
ENSG00000177225,GATD1,1,-5.9436,204,2.03385,42,-1.1864,61,-0.7514,68,-0.4527,50,-0.9934
ENSG00000184524,CEND1,102,-1.2612,204,-0.2483,66,-1.9105,352,0.91888,224,-0.0521,244,0.08987
ENSG00000177542,SLC25A22,177,0.66746,204,1.26495,7,-4.1752,98,-0.3370,83,-0.5422,58,-1.1635
ENSG00000177600,RPLP2,693,0.02936,204,-2.0745,2096,1.95776,495,-0.5996,617,-0.1552,993,0.69884
ENSG00000177697,CD151,98,-0.5394,204,0.82541,600,2.68442,24,-2.8851,70,-1.0541,39,-2.0521
ENSG00000177700,POLR2L,1,-7.0945,204,0.00215,411,1.16964,223,0.18204,235,0.22754,156,-0.4570
ENSG00000177830,CHID1,1,-6.0611,204,1.75349,103,0.06022,58,-0.9744,80,-0.3373,61,-0.8158
ENSG00000183020,AP2A2,236,0.35331,204,0.14347,69,-1.5415,254,0.62044,148,-0.3873,129,-0.6518
ENSG00000078902,TOLLIP,117,-0.7953,204,0.08631,111,-0.8770,250,0.51536,235,0.29790,162,-0.3248
ENSG00000174672,BRSK2,1,-6.5043,204,0.86540,161,0.25786,176,0.53284,62,-1.2096,70,-1.1151
ENSG00000184545,DUSP8,63,-1.4117,204,0.51463,58,-1.5321,180,0.25125,122,-0.4117,178,0.19674
ENSG00000117984,CTSD,82,-1.9986,204,-0.7580,570,1.02590,330,0.14879,452,0.62934,332,0.14547
ENSG00000110651,CD81,79,-2.3774,204,-1.1392,1041,1.71646,233,-0.9096,960,1.56402,407,0.11232
ENSG00000269821,KCNQ1OT1,392,1.90838,204,0.98111,1,-6.5238,76,-0.9934,35,-1.9694,84,-0.7430
ENSG00000205531,NAP1L4,1,-6.3723,204,1.12658,119,-0.0552,103,-0.3381,102,-0.2900,106,-0.2609
ENSG00000167323,STIM1,24,-2.2772,204,1.38935,60,-0.9557,134,0.37154,39,-1.5862,47,-1.4275
ENSG00000244734,HBB,7344,6.09985,204,-2.2561,398,-1.0102,17,-5.9032,3,-7.9619,2,-8.6873
ENSG00000166311,SMPD1,1,-5.7571,204,2.56356,14,-2.6099,40,-1.2412,86,0.10149,26,-1.8229
ENSG00000166313,APBB1,153,-1.1317,204,-0.8333,228,-0.5308,516,1.06474,294,-0.1308,342,0.11951
ENSG00000132254,ARFIP2,24,-1.8254,204,2.55317,4,-4.4301,37,-1.3864,50,-0.7287,43,-1.0325
ENSG00000166333,ILK,1,-5.8507,204,2.02871,161,0.92693,20,-2.5277,105,0.21035,34,-1.5842
ENSG00000166337,TAF10,1,-6.4977,204,0.90626,104,-0.3967,131,-0.0542,161,0.28667,105,-0.4309
ENSG00000166340,TPP1,1,-6.7235,204,0.54101,173,0.15594,128,-0.3905,351,1.34329,104,-0.6911
ENSG00000175390,EIF3F,122,-0.0462,204,1.07972,107,-0.2477,70,-1.0527,122,-0.0404,104,-0.3307
ENSG00000166402,TUB,55,-0.7881,204,2.03402,53,-0.8319,51,-1.0557,59,-0.6783,37,-1.4590
ENSG00000166441,RPL27A,371,-0.5735,204,-1.6965,1380,1.60829,438,-0.3883,582,0.12871,822,0.79610
ENSG00000175348,TMEM9B,51,-1.3331,204,1.15862,65,-0.9579,123,0.02300,88,-0.5123,77,-0.7632
ENSG00000175352,NRIP3,66,-0.8684,204,1.29483,4,-4.8715,81,-0.6558,62,-0.9520,143,0.37802
ENSG00000184014,DENND5A,1,-6.2232,204,1.40987,94,-0.2540,73,-0.7824,86,-0.4018,106,-0.0889
ENSG00000205339,IPO7,222,0.63145,204,0.63876,127,-0.2706,138,-0.1727,92,-0.7646,95,-0.7676
ENSG00000133812,SBF2,223,1.29168,204,1.64003,24,-2.1969,36,-1.8135,79,-0.4203,43,-1.4104
ENSG00000255823,MTRNR2L8,17628,2.81925,204,-4.6842,1667,-1.2954,2330,-0.9334,3017,-0.3915,6342,0.93204
ENSG00000110315,RNF141,1,-6.0715,204,1.72999,14,-2.9033,61,-0.9170,70,-0.5600,111,0.18567
ENSG00000072952,MRVI1,316,1.56090,204,1.07150,131,0.06039,35,-2.1678,88,-0.5623,67,-1.0561
ENSG00000110321,EIF4G2,480,0.65973,204,-0.8346,492,0.70069,358,0.23011,311,-0.0456,275,-0.2633
ENSG00000170242,USP47,201,0.99322,204,1.44094,69,-0.7111,58,-1.1637,47,-1.3012,54,-1.1759
ENSG00000050165,DKK3,224,-1.5957,204,-1.9723,602,-0.0910,1127,1.30998,1245,1.10790,476,-0.4999
ENSG00000133816,MICAL2,1,-5.8491,204,2.28668,88,0.04822,51,-0.9436,20,-2.1666,34,-1.4966
ENSG00000197702,PARVA,64,-0.6674,204,1.79531,101,0.05141,42,-1.4988,83,-0.2587,47,-1.2202
ENSG00000187079,TEAD1,335,1.87273,204,1.35071,75,-0.6498,18,-2.9984,89,-0.3736,41,-1.6366
ENSG00000148925,BTBD10,51,-1.1186,204,1.57862,1,-6.5405,96,-0.1783,99,-0.0881,53,-1.1384
ENSG00000197601,FAR1,255,1.30485,204,1.26542,54,-1.1733,67,-1.0225,80,-0.5926,43,-1.6224
ENSG00000262655,SPON1,1,-5.7532,204,2.57587,22,-1.9549,12,-3.1179,147,0.99670,32,-1.4695
ENSG00000129084,PSMA1,1,-6.2118,204,1.43279,129,0.25020,99,-0.2095,80,-0.4989,47,-1.3872
ENSG00000110696,C11orf58,22,-2.8974,204,0.57977,224,0.60139,165,0.13445,133,-0.2307,107,-0.6278
ENSG00000110700,RPS13,404,0.08280,204,-1.1450,711,1.01915,289,-0.5337,557,0.60538,534,0.60754
ENSG00000011405,PIK3C2A,230,0.68426,204,0.63601,67,-1.2328,94,-0.8601,258,0.88041,104,-0.6260
ENSG00000129159,KCNC1,1,-6.0693,204,1.73512,17,-2.6606,91,-0.1789,72,-0.5138,62,-0.7966
ENSG00000129158,SERGEF,1,-5.8168,204,2.37985,49,-0.8105,40,-1.3174,34,-1.3677,53,-0.7744
ENSG00000134333,LDHA,151,-0.3926,204,0.09658,286,0.63009,241,0.44515,156,-0.3433,104,-1.0333
ENSG00000074319,TSG101,144,0.48586,204,1.52462,74,-0.5656,68,-0.8264,62,-0.8301,39,-1.6279
ENSG00000110786,PTPN5,1,-6.2126,204,1.43122,41,-1.5128,136,0.42684,66,-0.8028,44,-1.5046
ENSG00000165973,NELL1,1,-5.8923,204,2.16798,35,-1.4132,83,-0.1242,26,-1.8219,24,-2.0462
ENSG00000091664,SLC17A6,52,-1.0877,204,1.58133,38,-1.5576,129,0.43285,43,-1.3635,11,-3.4497
ENSG00000198168,SVIP,103,-0.2970,204,1.10775,78,-0.7094,111,-0.2206,63,-1.0428,89,-0.5674
ENSG00000187398,LUZP2,1,-5.8060,204,2.41180,0,-6.9010,53,-0.8110,25,-1.7875,58,-0.6116
ENSG00000134343,ANO3,138,0.26070,204,1.25774,44,-1.4754,137,0.31394,50,-1.2986,18,-2.9204
ENSG00000148943,LIN7C,1,-6.2766,204,1.30537,33,-1.8902,148,0.51569,90,-0.3915,45,-1.5269
ENSG00000254584,AL035078.1,279,1.27373,204,0.98754,16,-3.0722,91,-0.6734,69,-0.9673,91,-0.5974
ENSG00000049449,RCN1,290,1.25797,204,0.87363,77,-0.8776,113,-0.3630,103,-0.4428,40,-1.9653
ENSG00000149100,EIF3M,14,-3.1476,204,1.16292,184,0.67438,87,-0.6219,123,0.01874,71,-0.8930
ENSG00000110422,HIPK3,168,0.66448,204,1.40161,191,0.88407,24,-2.5424,83,-0.4510,49,-1.3328
ENSG00000110427,KIAA1549L,1,-7.1117,204,-0.0222,138,-0.6263,376,1.39791,140,-0.5963,124,-0.8509
ENSG00000085063,CD59,141,-1.2339,204,-0.8077,1238,2.47109,237,-0.5394,302,-0.0662,232,-0.5245
ENSG00000110429,FBXO3,1,-6.3949,204,1.08585,32,-2.0514,169,0.63080,67,-0.9695,80,-0.7583
ENSG00000135387,CAPRIN1,187,0.33975,204,0.63174,113,-0.4485,138,-0.1701,131,-0.2242,102,-0.6631
ENSG00000110435,PDHX,60,-0.7049,204,1.92200,28,-1.8429,74,-0.4522,65,-0.5741,26,-2.0761
ENSG00000110436,SLC1A2,3664,0.68910,204,-3.9804,749,-1.7749,2267,-0.1108,9860,2.57622,2351,-0.0351
ENSG00000149090,PAMR1,1,-5.7353,204,2.63462,29,-1.5333,17,-2.5288,99,0.35578,39,-1.1560
ENSG00000166326,TRIM44,411,1.31249,204,0.16752,67,-1.5572,173,-0.1509,93,-1.0808,180,-0.0750
ENSG00000110442,COMMD9,1,-5.7977,204,2.43696,0,-6.8927,48,-0.9986,57,-0.5671,48,-0.9050
ENSG00000148948,LRRC4C,1,-5.9111,204,2.11817,2,-5.5933,96,0.15192,34,-1.4719,23,-2.1435
ENSG00000166181,API5,6,-4.2298,204,1.43630,21,-2.4580,114,0.06976,112,0.02192,59,-1.0235
ENSG00000149084,HSD17B12,87,-0.5739,204,1.06802,164,0.41857,66,-1.1528,196,0.72131,64,-1.1133
ENSG00000187479,C11orf96,191,-0.5586,204,-0.5535,2079,4.48265,26,-3.7805,8,-5.1868,19,-4.1143
ENSG00000175274,TP53I11,316,0.97232,204,0.31034,224,0.39530,185,0.11064,85,-1.1096,67,-1.5652
ENSG00000019505,SYT13,4,-5.3040,204,0.28452,47,-1.9952,352,1.65816,115,-0.6730,57,-1.8407
ENSG00000175264,CHST1,48,-2.1378,204,0.06177,128,-0.6700,328,1.14315,193,-0.0386,104,-1.0718
ENSG00000121671,CRY2,1,-6.4837,204,0.93033,165,0.34241,135,0.03356,83,-0.7258,99,-0.5074
ENSG00000121653,MAPK8IP1,174,-1.0583,204,-0.9710,337,-0.0411,479,0.69001,412,0.27816,419,0.34333
ENSG00000149091,DGKZ,338,-0.1310,204,-1.0698,159,-1.2826,592,1.06666,366,-0.0051,393,0.12202
ENSG00000175224,ATG13,39,-1.6757,204,1.21470,116,-0.0488,117,-0.0286,93,-0.3896,50,-1.4248
ENSG00000175220,ARHGAP1,15,-2.9241,204,1.41754,177,0.76244,84,-0.5130,77,-0.5694,43,-1.5551
ENSG00000175216,CKAP5,1,-6.1186,204,1.49559,0,-7.2361,104,-0.0799,108,0.00392,78,-0.5605
ENSG00000134569,LRP4,28,-1.9031,204,1.77590,21,-2.3191,40,-1.5947,158,0.76571,74,-0.4932
ENSG00000149179,C11orf49,50,-1.1385,204,1.57613,28,-1.9680,105,0.00171,77,-0.4883,37,-1.6946
ENSG00000149182,ARFGAP2,1,-6.5011,204,0.90054,114,-0.2658,118,-0.2506,161,0.28456,120,-0.1999
ENSG00000110514,MADD,163,-0.0866,204,0.34508,149,-0.2301,203,0.34057,128,-0.4563,116,-0.6662
ENSG00000165916,PSMC3,24,-2.9391,204,0.36508,164,-0.0639,213,0.46369,108,-0.7120,165,-0.0598
ENSG00000149187,CELF1,240,0.16187,204,-0.1198,233,0.11378,279,0.52833,98,-1.2180,182,-0.2993
ENSG00000213619,NDUFS3,1,-6.2194,204,1.41754,51,-1.1791,103,-0.1460,130,0.25570,58,-1.0626
ENSG00000110536,PTPMT1,1,-5.8726,204,2.22123,78,-0.1658,41,-1.3518,83,-0.0766,31,-1.6632
ENSG00000172247,C1QTNF4,242,0.08872,204,-0.2233,154,-0.6094,297,0.55135,167,-0.4871,224,-0.0372
ENSG00000109919,MTCH2,1,-5.9376,204,2.04964,19,-2.3209,58,-0.8317,81,-0.1872,58,-0.7633
ENSG00000149136,SSRP1,122,0.16897,204,1.45690,74,-0.6149,92,-0.3231,51,-1.1765,34,-1.8676
ENSG00000186907,RTN4RL2,1,-6.0467,204,1.78393,0,-7.1409,113,0.28184,42,-1.2842,44,-1.3221
ENSG00000156587,UBE2L6,1,-5.7890,204,2.46342,20,-2.1457,28,-1.8457,61,-0.4688,63,-0.4470
ENSG00000156603,MED19,16,-2.6057,204,1.98335,58,-0.7125,77,-0.3595,40,-1.2781,32,-1.7169
ENSG00000213593,TMX2,92,-0.7003,204,0.74123,242,0.84999,109,-0.5276,103,-0.5181,105,-0.5436
ENSG00000211450,SELENOH,160,-0.0581,204,0.42868,98,-0.8178,194,0.32292,146,-0.1954,112,-0.6556
ENSG00000198561,CTNND1,165,0.60095,204,1.34333,196,0.89163,46,-1.5704,83,-0.4934,28,-2.2108
ENSG00000186660,ZFP91,204,0.98913,204,1.39541,32,-1.9069,71,-0.8412,45,-1.3724,62,-0.9755
ENSG00000110107,PRPF19,1,-6.3122,204,1.23763,68,-0.8575,122,0.06850,95,-0.3458,79,-0.6780
ENSG00000006118,TMEM132A,244,0.54530,204,0.31735,37,-2.3205,173,-0.0148,286,0.80807,110,-0.7758
ENSG00000167986,DDB1,100,-0.6643,204,0.60209,206,0.47923,125,-0.3889,135,-0.1976,128,-0.3019
ENSG00000149532,CPSF7,293,1.49809,204,1.18055,73,-0.7836,49,-1.5874,85,-0.5504,60,-1.1585
ENSG00000011347,SYT7,1,-6.8799,204,0.30384,1,-6.8140,310,1.30876,107,-0.7661,140,-0.3933
ENSG00000134780,DAGLA,1,-5.7924,204,2.45286,21,-2.0297,47,-1.0150,69,-0.2849,31,-1.5737
ENSG00000124920,MYRF,1,-5.8310,204,2.33858,95,0.19199,15,-2.8374,15,-2.6045,81,-0.0680
ENSG00000134825,TMEM258,1,-6.2107,204,1.43518,156,0.55729,47,-1.5060,123,0.17994,90,-0.3496
ENSG00000134824,FADS2,105,-0.0301,204,1.51462,10,-3.4600,42,-1.6496,102,-0.0844,113,0.09300
ENSG00000149485,FADS1,24,-2.0162,204,1.97675,0,-7.0614,56,-0.9305,58,-0.7332,81,-0.2455
ENSG00000221968,FADS3,131,0.57485,204,2.03162,1,-6.4520,48,-1.1504,44,-1.1246,38,-1.4421
ENSG00000167996,FTH1,2031,-0.0480,204,-3.7789,2325,0.16741,2648,0.49002,4125,1.12567,2996,0.66203
ENSG00000162174,ASRGL1,1,-6.3104,204,1.24115,60,-1.0436,77,-0.7838,113,-0.0665,141,0.31484
ENSG00000124942,AHNAK,1028,2.18299,204,-0.7148,1043,2.21280,34,-3.5329,199,-0.6314,153,-1.1163
ENSG00000254772,EEF1G,497,0.70851,204,-0.8412,641,1.14570,247,-0.4994,368,0.21583,338,0.09275
ENSG00000149541,B3GAT3,1,-5.9920,204,1.91470,1,-5.7102,84,-0.2241,74,-0.3870,50,-1.0531
ENSG00000089597,GANAB,1,-6.0644,204,1.74612,142,0.58019,60,-0.9307,71,-0.5233,45,-1.3169
ENSG00000162191,UBXN1,175,0.66223,204,1.28310,149,0.39949,60,-1.1832,90,-0.4072,37,-1.8559
ENSG00000168000,BSCL2,90,-1.7012,204,-0.5600,230,-0.2785,476,1.26118,308,0.18507,174,-0.7631
ENSG00000162188,GNG3,1,-7.6076,204,-0.7640,117,-1.4725,558,1.38675,321,0.06656,328,0.11466
ENSG00000214753,HNRNPUL2,136,-0.0046,204,0.86787,142,0.06361,99,-0.6033,94,-0.5867,111,-0.3549
ENSG00000168002,POLR2G,20,-2.5841,204,1.39723,201,0.96561,51,-1.3841,142,0.38471,50,-1.3111
ENSG00000168003,SLC3A2,1,-6.7002,204,0.57708,340,1.31457,77,-1.2483,346,1.34680,87,-0.9680
ENSG00000168539,CHRM1,1,-6.3080,204,1.24553,39,-1.6680,173,0.83022,36,-1.7930,45,-1.5729
ENSG00000176485,PLAAT3,236,1.03708,204,1.07317,181,0.58731,38,-2.0320,77,-0.7545,82,-0.7302
ENSG00000133318,RTN3,686,0.08408,204,-2.0044,322,-1.0853,1202,1.43475,662,0.02712,637,-0.0394
ENSG00000072518,MARK2,1,-5.9510,204,2.01572,21,-2.1976,83,-0.1993,46,-1.0464,41,-1.3136
ENSG00000176340,COX8A,380,-0.3040,204,-1.4531,600,0.42055,738,1.04370,565,0.32469,354,-0.4579
ENSG00000167770,OTUB1,114,-0.4950,204,0.54390,112,-0.5268,183,0.31209,148,-0.0894,96,-0.8201
ENSG00000168439,STIP1,1,-6.0508,204,1.77690,132,0.46431,77,-0.4561,53,-0.9434,27,-2.0545
ENSG00000110011,DNAJC4,99,0.07825,204,1.93965,45,-1.1158,43,-1.3648,38,-1.3947,55,-0.8949
ENSG00000173511,VEGFB,1,-6.4013,204,0.74191,76,-0.9840,95,-0.7712,186,0.40920,212,0.71957
ENSG00000173457,PPP1R14B,1,-6.1489,204,1.56225,144,0.49708,61,-0.9923,99,-0.1041,61,-0.9107
ENSG00000002330,BAD,1,-6.6380,204,0.67504,130,-0.2099,172,0.30849,134,-0.1638,119,-0.3802
ENSG00000173264,GPR137,1,-5.9576,204,1.99918,93,0.01504,57,-0.8740,33,-1.5556,53,-0.9369
ENSG00000173113,TRMT112,1,-6.2039,204,1.44874,99,-0.1607,98,-0.2116,88,-0.3479,56,-1.1118
ENSG00000126432,PRDX5,41,-2.4878,204,-0.0904,292,0.50923,219,0.05555,297,0.53202,224,0.08422
ENSG00000110076,NRXN2,201,-1.3397,204,-1.5193,207,-1.2966,960,1.67039,412,-0.2416,489,0.03137
ENSG00000168066,SF1,17,-3.1110,204,0.85178,289,1.23645,104,-0.5239,108,-0.3715,87,-0.7648
ENSG00000068971,PPP2R5B,1,-6.0802,204,1.71071,70,-0.5558,103,0.04664,46,-1.1910,34,-1.7339
ENSG00000213465,ARL2,208,0.14561,204,0.13700,162,-0.2549,220,0.29793,172,-0.1556,139,-0.5323
ENSG00000149823,VPS51,1,-6.2014,204,1.45368,78,-0.5331,79,-0.6154,107,-0.0341,85,-0.4287
ENSG00000149809,TM7SF2,1,-6.2997,204,1.26129,8,-3.9852,122,0.08124,136,0.23481,83,-0.5757
ENSG00000149806,FAU,289,-0.8821,204,-1.6203,1231,1.48358,468,-0.1741,617,0.29886,738,0.67811
ENSG00000245532,NEAT1,1551,2.08174,204,-1.4945,2319,3.00237,18,-5.0977,213,-1.2259,230,-1.1954
ENSG00000251562,MALAT1,57438,4.12056,204,-5.7815,8159,-0.0124,3817,-1.3711,2725,-1.6866,5034,-0.8270
ENSG00000142186,SCYL1,1,-5.9328,204,2.06171,30,-1.6672,76,-0.3502,52,-0.8603,39,-1.3911
ENSG00000168056,LTBP3,69,-0.8154,204,1.24728,193,0.80666,41,-1.8103,110,-0.1118,94,-0.3888
ENSG00000176973,FAM89B,38,-1.4595,204,1.74658,160,0.77065,47,-1.3312,59,-0.8175,43,-1.3817
ENSG00000173442,EHBP1L1,1,-6.1995,204,1.45758,231,1.24507,79,-0.5972,24,-2.2822,48,-1.3366
ENSG00000172757,CFL1,202,-1.7283,204,-1.9473,1076,0.88283,945,0.89241,642,0.03651,770,0.36871
ENSG00000172500,FIBP,1,-6.1252,204,1.61245,23,-2.2440,90,-0.2762,82,-0.3633,77,-0.5076
ENSG00000175602,CCDC85B,178,-1.4218,204,-1.4154,520,0.22631,597,0.58993,538,0.28046,663,0.71244
ENSG00000175573,C11orf68,109,-0.0086,204,1.44138,43,-1.4452,85,-0.4906,76,-0.5659,58,-1.0709
ENSG00000175550,DRAP1,1,-6.1881,204,1.48061,62,-0.8604,79,-0.5928,105,-0.0499,88,-0.3570
ENSG00000175334,BANF1,112,0.07928,204,1.53599,80,-0.4461,77,-0.6108,64,-0.7907,37,-1.7166
ENSG00000087365,SF3B2,1,-6.5001,204,0.90226,138,0.03998,128,-0.0996,118,-0.2068,114,-0.2808
ENSG00000175115,PACS1,1,-6.0257,204,1.83503,21,-2.3046,97,0.00290,48,-1.0836,47,-1.2003
ENSG00000174996,KLC2,1,-6.1619,204,1.53482,10,-3.4382,112,0.09803,61,-0.8638,76,-0.5697
