cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_p01,cor_p01,p_value_p01,cluster_match,FDR,FDR_p01
Astro.1,Astro.1,279,0.3466747339455624,3.413529027817559e-9,78,0.22717788540573344,0.045678505552412416,TRUE,7.358487853885113e-7,0.15749251916439796
Astro.1,Astro.2,279,0.23447656621246782,8.030994874076331e-5,78,0.11918461285549892,0.2979836607371601,FALSE,0.0010693444261677724,0.5229452410135063
Astro.1,Astro.3,222,0.3555159363653165,6.372544738753106e-8,59,0.23027469316189367,0.0794327726672848,FALSE,4.591980767630915e-6,0.22241176346839742
Astro.1,Astro.4,268,0.11146182125586093,0.0684985918888307,72,0.11685638947842307,0.32752205981286997,FALSE,0.1866458133013594,0.5544114525993105
Astro.1,Astro.5,280,0.3455833073672587,3.604157316188627e-9,78,0.25595923064277487,0.023959176354357653,FALSE,7.358487853885113e-7,0.10039232345663947
Astro.1,Macro,243,0.17769933144995237,0.005526490537435868,63,0.38604070660522277,0.0019108455595771246,FALSE,0.02956310440331414,0.016126994438984243
Astro.1,Micro.2,277,0.2513570371139911,2.453561607104087e-5,78,0.19558922090567654,0.0861686252774931,FALSE,4.174462456531259e-4,0.2351850093582954
Astro.1,Micro.3,243,0.1689824223356265,0.008365140185929995,66,0.167644296002505,0.17807143411602638,FALSE,0.03957637759747273,0.37668141965690694
Astro.1,Micro.4,192,0.22050565607791014,0.0021614787026193578,54,0.5020392605298265,1.3520066446453342e-4,FALSE,0.014159419308602745,0.0023423480761728
Astro.1,Micro.5,280,0.11828558308870557,0.04804350168310157,78,-0.03175305706951276,0.7821574568120183,FALSE,0.14676630813416314,0.8915396298910937
Astro.1,OPC.2,278,0.21546791913156324,3.049397325117712e-4,78,0.14204782559212936,0.21429055109153233,FALSE,0.0030220933143754705,0.42549283817196737
Astro.1,OPC.4,263,0.11393255106429576,0.06508159483637804,76,-0.040874914559125085,0.7253741208407413,FALSE,0.17998820823189182,0.860613363709354
Astro.1,OPC.5,277,0.16187558507581,0.006991604839543404,78,0.11308944220336622,0.32351020271276804,FALSE,0.03467496327303915,0.549182797757766
Astro.1,Oligo.1,279,0.25128192376973996,2.305379952564172e-5,78,0.30143274447071905,0.007525153110976765,FALSE,4.034414916987301e-4,0.04455190150279777
Astro.1,Oligo.2,269,0.24897569155461846,3.8417501725746054e-5,76,0.3346001367053999,0.003279190086281274,FALSE,5.957144254941635e-4,0.023794123187040953
Astro.1,Oligo.3,281,0.2587702408895715,1.1960615659375272e-5,78,0.21175027504141422,0.0628638203076095,FALSE,2.6278141761744466e-4,0.19333203665247958
Astro.1,Oligo.4,281,0.06780603359690207,0.2570944966897717,78,0.0043880170462448935,0.9696005734284555,FALSE,0.4512045249927941,0.978646889211079
Astro.1,Oligo.5,265,0.24630637485652385,5.3237041916240124e-5,73,0.3543132173269159,0.002225236411755684,FALSE,7.672397217340489e-4,0.018013818571355537
Astro.1,Vasc.Endo,280,0.268197298434929,5.7810701192168575e-6,78,0.27232261409476594,0.016114183443855828,FALSE,1.5067682757533297e-4,0.07701155943047563
Astro.1,Vasc.PC,279,0.16411221253412017,0.006054189896741611,78,0.2871432365103251,0.011035650917800715,FALSE,0.03142535009961218,0.05915506573055338
Astro.1,Vasc.VLMC,258,0.12278313708048573,0.04887900257816855,69,0.17409572524662043,0.1522427212709254,FALSE,0.14857761329592178,0.34118425294237514
Astro.1,Excit.L2,281,0.03743415288429296,0.5317879590321688,78,-0.008839262003818965,0.9387188419682526,FALSE,0.7135161553279372,0.9680029652878861
Astro.1,Excit.L2_5.1,277,0.09246992611529987,0.12465078203419844,78,0.0978388699907687,0.3933284189082037,FALSE,0.28116493877111703,0.6282695550345804
Astro.1,Excit.L2_5.2,279,0.04456453270563273,0.45821476071049994,77,-0.03625322046374678,0.7537959170440259,FALSE,0.6504207205913817,0.8779115347037858
Astro.1,Excit.L5.1,275,0.009225931161824531,0.8788744563846639,78,-0.21668205212509006,0.056874947912420384,FALSE,0.9427705190598398,0.18120287772678217
Astro.1,Excit.L5.2,267,0.1341675923836087,0.02844943421446817,77,0.21328671328671328,0.06267453819124227,FALSE,0.09600704383670387,0.19333203665247958
Astro.1,Excit.L5_6_NP,249,0.02286358336572095,0.7194023996564504,69,0.051918158567774944,0.6711291635966533,FALSE,0.8424200947338253,0.830909137369656
Astro.1,Excit.L6_CT,271,0.06814147553240238,0.2634414712271071,77,-0.07232241442767759,0.5311453159395088,FALSE,0.45915171117223935,0.7349568906604831
Astro.1,Excit.L6b,271,0.10832670091406796,0.07504340123108738,75,0.11186344238975816,0.338568342866249,FALSE,0.19684832228711358,0.5658656292287026
Astro.1,Inhib.Pax6,255,0.20827640111162576,8.382780861800968e-4,73,0.25706528446254473,0.02839799973378111,FALSE,0.006582632407503965,0.11416763406486324
Astro.1,Inhib.Lamp5_Lhx6,273,0.07529937859478435,0.21475515730135078,78,0.12570973330466997,0.2721664275046258,FALSE,0.4004186722894288,0.4916372301970328
Astro.1,Inhib.Pvalb,276,0.03731796064553873,0.5367576955301991,78,-0.08706483390027692,0.44767302477006676,FALSE,0.717503269867245,0.6659136243454743
Astro.1,Inhib.Vip,276,0.14280446911431058,0.01766980356552502,78,0.08322057689146295,0.46803532822815413,FALSE,0.06871590275481952,0.6833890068607404
Astro.1,Inhib.Chandelier,253,0.1008631332150675,0.10946147119337417,74,0.047286190299888925,0.6884961902427912,FALSE,0.2571306103550232,0.8403879141456224
Astro.1,Inhib.Sst,272,0.12152314800458927,0.045291169358340835,77,-0.02090015247909985,0.8565748777955242,FALSE,0.1397689611875174,0.9297387597389716
Astro.2,Astro.1,188,0.324252718495522,6.351722395587547e-6,75,0.4574395448079658,4.496913372808896e-5,FALSE,1.6210124863739051e-4,0.0010492797869887424
Astro.2,Astro.2,188,0.35988708829760147,4.737297372121873e-7,75,0.5101564722617353,4.082141148184366e-6,TRUE,2.1493293632775168e-5,1.7349099879783556e-4
Astro.2,Astro.3,169,0.21675451245586988,0.004721117430772777,64,0.25398351648351647,0.04312032712834467,FALSE,0.02616908983120657,0.15092114494920633
Astro.2,Astro.4,185,0.14639134225389488,0.04684460769364437,74,0.14896704924102183,0.2047910882579422,FALSE,0.14346161106178587,0.4144581548077402
Astro.2,Astro.5,188,0.3920755923259052,3.4527162007136174e-8,75,0.5329729729729729,1.2870882058310721e-6,FALSE,3.2535210352878316e-6,9.476163075133121e-5
Astro.2,Macro,172,0.22493355313273097,0.0030718487851282513,67,0.4136403543778434,5.599332388431632e-4,FALSE,0.019005125059505596,0.006350060046305013
Astro.2,Micro.2,186,0.40973196760673036,8.75435709023558e-9,74,0.6040577563865234,2.4502676818640145e-8,FALSE,1.1915652706153984e-6,7.289546353545443e-6
Astro.2,Micro.3,173,0.3694091252532089,6.893468794991179e-7,67,0.5095777795514407,1.4160264950238158e-5,FALSE,2.814833091288065e-5,4.10993055872766e-4
Astro.2,Micro.4,138,0.29025614798545163,5.820974487931658e-4,51,0.47927601809954745,4.364183629922849e-4,FALSE,0.005021615315293155,0.005466714231166517
Astro.2,Micro.5,188,0.28505870433279695,7.849039952397529e-5,75,0.2859743954480796,0.01312736718482474,FALSE,0.0010683415490763304,0.06704535171648686
Astro.2,OPC.2,187,0.35672156177626724,6.476037200965801e-7,75,0.5325462304409672,1.3160734917091077e-6,FALSE,2.7355674383390018e-5,9.476163075133121e-5
Astro.2,OPC.4,184,0.27216004315077724,1.9609908009402894e-4,72,0.38787060261110046,8.305308874661615e-4,FALSE,0.0021792544374755305,0.008520101345558037
Astro.2,OPC.5,187,0.3122433100026059,1.5015574941453005e-5,75,0.44725462304409663,6.867124996348622e-5,FALSE,3.065679883879989e-4,0.0014537573483455535
