cell_type_anno,cluster_sn,cluster_xenium,n_genes,cor,p_value,n_genes_FDR05,cor_FDR05,p_value_FDR05,cluster_match,FDR,FDR_fdr05
Astro.1,Astro.1,Astro.1,277,0.31148278677324975,1.4034457294398168e-7,NA,NA,NA,TRUE,8.104899087514942e-5,NA
Astro.1,Astro.2,Astro.1,187,0.20439956103487134,0.005085242274113365,14,0.30549450549450546,0.2877382390697336,FALSE,0.050200468603426814,0.5144410940943722
Astro.1,Astro.3,Astro.1,220,0.21732755560313982,0.0012068323466234972,NA,NA,NA,FALSE,0.0170028813698536,NA
Astro.1,Astro.4,Astro.1,169,0.14311570782159017,0.06346512165669331,NA,NA,NA,FALSE,0.265587737367684,NA
Astro.1,Astro.5,Astro.1,83,0.1499097435036312,0.17582849554201693,NA,NA,NA,FALSE,0.4679306736198838,NA
Astro.1,Macro,Astro.1,77,0.06375203743624797,0.5810095247030513,NA,NA,NA,FALSE,0.8287365621886966,NA
Astro.1,Micro.1,Astro.1,182,0.06597487287642165,0.3758759161537109,NA,NA,NA,FALSE,0.6735850664046136,NA
Astro.1,Micro.2,Astro.1,202,0.00852660076683354,0.9040603123317419,NA,NA,NA,FALSE,0.9673192652778454,NA
Astro.1,Micro.3,Astro.1,144,0.08463949843260188,0.312759617645788,NA,NA,NA,FALSE,0.6234885719857635,NA
Astro.1,Micro.4,Astro.1,133,0.03542098121831036,0.6852834134407316,NA,NA,NA,FALSE,0.869717041967847,NA
Astro.1,Micro.5,Astro.1,69,-0.05955425648520278,0.62615312908815,NA,NA,NA,FALSE,0.8458559813997816,NA
Astro.1,OPC.1,Astro.1,234,0.08488488347861924,0.1955608052868016,NA,NA,NA,FALSE,0.49080282088682975,NA
Astro.1,OPC.2,Astro.1,195,0.08185113855216947,0.2550632123521339,NA,NA,NA,FALSE,0.5558453023900276,NA
Astro.1,OPC.3,Astro.1,245,0.043642950982872165,0.4962699053634497,NA,NA,NA,FALSE,0.766299118575915,NA
Astro.1,OPC.4,Astro.1,205,0.09326656544692231,0.18332873433947391,NA,NA,NA,FALSE,0.47476387480289767,NA
Astro.1,OPC.5,Astro.1,69,0.09919620021921814,0.41651694187537214,NA,NA,NA,FALSE,0.7106012819291799,NA
Astro.1,Oligo.1,Astro.1,240,0.09196947863678187,0.15540507256005007,NA,NA,NA,FALSE,0.43355762996825564,NA
Astro.1,Oligo.2,Astro.1,220,0.06024579771558015,0.37355274039814146,NA,NA,NA,FALSE,0.6710006456607363,NA
Astro.1,Oligo.3,Astro.1,264,0.1481017941811399,0.01609838941991205,63,0.2724174347158218,0.031089357621736965,FALSE,0.10747768658958623,0.15285600830687343
Astro.1,Oligo.4,Astro.1,240,0.14842271567214704,0.021519309353028395,NA,NA,NA,FALSE,0.12863544879657948,NA
Astro.1,Oligo.5,Astro.1,233,0.1260620515097354,0.0547055792638028,NA,NA,NA,FALSE,0.2420879082363687,NA
Astro.1,Vasc.Endo,Astro.1,118,-0.09792965426066123,0.29097636889898526,NA,NA,NA,FALSE,0.6066384586251408,NA
Astro.1,Vasc.VLMC,Astro.1,149,-0.06582622891347724,0.42466376265098643,NA,NA,NA,FALSE,0.7115005711127194,NA
Astro.1,Excit.L2,Astro.1,292,0.08146976020528908,0.16489571466091515,NA,NA,NA,FALSE,0.44826595881532383,NA
Astro.1,Excit.L2_5.mix,Astro.1,326,0.16665001233921142,0.002568988207173031,NA,NA,NA,FALSE,0.03128896879029733,NA
Astro.1,Excit.L2_5.RELN,Astro.1,214,-0.0616785695699955,0.3689736943697578,NA,NA,NA,FALSE,0.6700701525111168,NA
Astro.1,Excit.L5.RELN,Astro.1,240,0.036828764388270624,0.5699402039859213,NA,NA,NA,FALSE,0.8240506820279303,NA
Astro.1,Excit.L5.RORB,Astro.1,277,0.14239827726580312,0.01778905570349851,NA,NA,NA,FALSE,0.11478413037732278,NA
Astro.1,Excit.L6.CT,Astro.1,240,-0.0038333998854146764,0.9528605203758017,NA,NA,NA,FALSE,0.9935324780489085,NA
Astro.1,Excit.L6b,Astro.1,244,0.05374273570994882,0.40301342258628065,NA,NA,NA,FALSE,0.6999706813340664,NA
Astro.1,Inhib.LAMP5_LHX6,Astro.1,230,-0.05921555186791565,0.37108161045340315,NA,NA,NA,FALSE,0.6710006456607363,NA
Astro.1,Inhib.PVALB,Astro.1,249,0.08835211815001943,0.16446038892524245,NA,NA,NA,FALSE,0.44826595881532383,NA
Astro.1,Inhib.VIP,Astro.1,308,0.1006662923743345,0.07774276213389286,NA,NA,NA,FALSE,0.29440291890047954,NA
Astro.1,Inhib.Chandelier,Astro.1,157,0.03352476758104429,0.6764864444707955,NA,NA,NA,FALSE,0.868157603737521,NA
Astro.1,Inhib.SST,Astro.1,210,0.06213098450564153,0.37003256223377784,NA,NA,NA,FALSE,0.6709381622920148,NA
Astro.2,Astro.1,Astro.2,277,0.26862277247735633,6.270406279926262e-6,NA,NA,NA,FALSE,5.173085180939166e-4,NA
Astro.2,Astro.2,Astro.2,187,0.34447751771826224,1.612533239264103e-6,14,0.35384615384615387,0.2148905205560947,TRUE,3.1041264855833983e-4,0.4878063156035079
