Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9
ENSG00000228794,LINC01128,17,-0.8235,30,0.82351
ENSG00000188976,NOC2L,44,-0.6733,70,0.67337
ENSG00000188290,HES4,201,1.40180,76,-1.4018
ENSG00000187608,ISG15,123,0.66781,77,-0.6678
ENSG00000188157,AGRN,64,0.61677,41,-0.6167
ENSG00000131591,C1orf159,7,-0.9929,14,0.99294
ENSG00000078808,SDF4,88,-0.0550,92,0.05508
ENSG00000176022,B3GALT6,44,-0.1458,48,0.14588
ENSG00000160087,UBE2J2,45,-0.5266,65,0.52664
ENSG00000162572,SCNN1D,4,-1.6242,14,1.62426
ENSG00000131584,ACAP3,127,-0.0557,132,0.05571
ENSG00000169972,PUSL1,16,0.33774,13,-0.3377
ENSG00000127054,INTS11,51,-0.3547,66,0.35471
ENSG00000224051,CPTP,40,-0.1337,44,0.13376
ENSG00000107404,DVL1,104,0.34120,82,-0.3412
ENSG00000175756,AURKAIP1,175,0.11454,162,-0.1145
ENSG00000221978,CCNL2,80,0.49975,57,-0.4997
ENSG00000224870,MRPL20-AS1,12,-0.2174,14,0.21745
ENSG00000242485,MRPL20,138,-0.0883,147,0.08832
ENSG00000235098,ANKRD65,9,-1.0338,18,1.03384
ENSG00000179403,VWA1,117,1.59571,38,-1.5957
ENSG00000160072,ATAD3B,1,-3.4862,14,3.48627
ENSG00000197785,ATAD3A,10,-1.1340,22,1.13408
ENSG00000205090,TMEM240,45,-0.7469,76,0.74697
ENSG00000160075,SSU72,160,-0.0749,169,0.07491
ENSG00000228594,FNDC10,35,-0.5244,50,0.52442
ENSG00000272106,AL691432.2,26,-0.5204,38,0.52048
ENSG00000197530,MIB2,60,0.59307,39,-0.5930
ENSG00000189339,SLC35E2B,29,-0.7870,50,0.78705
ENSG00000215790,SLC35E2A,18,-0.6372,29,0.63720
ENSG00000008130,NADK,35,-0.1359,38,0.13595
ENSG00000078369,GNB1,394,-0.2460,468,0.24607
ENSG00000187730,GABRD,66,-1.5714,198,1.57143
ENSG00000067606,PRKCZ,114,-1.0233,232,1.02338
ENSG00000162585,FAAP20,90,0.70996,55,-0.7099
ENSG00000157933,SKI,58,0.32341,46,-0.3234
ENSG00000157916,RER1,65,-0.3395,82,0.33955
ENSG00000157911,PEX10,28,-0.5874,43,0.58742
ENSG00000149527,PLCH2,17,-1.2275,39,1.22757
ENSG00000157881,PANK4,13,-0.4259,18,0.42591
ENSG00000197921,HES5,26,-1.1120,58,1.11204
ENSG00000272449,AL139246.5,4,-1.8620,15,1.86203
ENSG00000157873,TNFRSF14,35,1.44013,13,-1.4401
ENSG00000157870,PRXL2B,74,-0.4746,103,0.47461
ENSG00000177133,PRDM16-DT,9,-1.3984,24,1.39849
ENSG00000158109,TPRG1L,117,-0.7308,194,0.73082
ENSG00000116213,WRAP73,18,0.51656,12,-0.5165
ENSG00000130764,LRRC47,62,-0.3308,78,0.33084
ENSG00000116198,CEP104,32,0.68870,20,-0.6887
ENSG00000198912,C1orf174,2,-2.4100,14,2.41002
ENSG00000196581,AJAP1,27,-0.9120,50,0.91207
ENSG00000069424,KCNAB2,203,-0.6105,311,0.61050
ENSG00000116254,CHD5,105,-1.2049,243,1.20490
ENSG00000116251,RPL22,662,0.64696,423,-0.6469
ENSG00000116237,ICMT,54,-0.1243,58,0.12431
ENSG00000158292,GPR153,23,-0.0533,24,0.05333
ENSG00000097021,ACOT7,84,-1.4483,230,1.44834
ENSG00000215788,TNFRSF25,15,-0.7658,26,0.76586
ENSG00000171680,PLEKHG5,23,-1.5361,68,1.53616
ENSG00000162408,NOL9,34,-0.5949,52,0.59499
ENSG00000204859,ZBTB48,17,0.49881,12,-0.4988
ENSG00000162413,KLHL21,21,-0.7951,36,0.79513
