Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000007080,CCDC124,3,-4.2959,84,0.34644,48,-0.5121,59,-0.2308,32,-1.1317,132,1.31395,48,-0.5107,71,0.09945
ENSG00000105642,KCNN1,3,-2.7971,0,-7.3327,68,1.79700,45,1.20105,1,-3.8201,22,-0.0986,39,0.80312,8,-1.7566
ENSG00000105643,ARRDC2,3,-5.1256,12,-3.3731,83,-0.5627,31,-2.1758,96,-0.3526,201,0.98115,95,-0.3661,283,1.75010
ENSG00000099308,MAST3,3,-5.9389,1128,3.24049,60,-1.8928,156,-0.5135,34,-2.7323,311,0.71889,50,-2.1678,54,-2.1668
ENSG00000105647,PIK3R2,115,1.56035,140,1.94527,33,-0.5173,38,-0.3239,24,-0.9893,20,-1.3391,57,0.36004,9,-2.5859
ENSG00000105649,RAB3A,3,-5.3144,1081,4.66269,54,-1.4030,72,-1.0618,25,-2.5252,43,-1.8569,61,-1.2305,24,-2.7414
ENSG00000130522,JUND,110,-2.0572,1139,1.66744,325,-0.4342,238,-0.9829,327,-0.4244,629,0.70906,314,-0.4861,385,-0.1900
ENSG00000130520,LSM4,239,1.57822,244,1.62205,124,0.44756,53,-0.9456,28,-1.8059,104,0.17432,11,-3.1840,37,-1.5166
ENSG00000130511,SSBP4,990,3.60098,244,0.64874,155,-0.0863,78,-1.2174,93,-0.8679,24,-2.9688,37,-2.2490,38,-2.3132
ENSG00000105701,FKBP8,3,-5.9815,442,1.18319,269,0.34690,76,-1.6993,233,0.10978,346,0.87470,214,-0.0225,191,-0.2228
ENSG00000105700,KXD1,3,-4.3441,61,-0.2117,63,-0.1458,29,-1.4412,174,1.54717,151,1.53685,8,-3.1348,49,-0.6027
ENSG00000221983,UBA52,815,-0.3924,661,-0.7154,617,-0.8210,310,-1.9644,1507,0.58967,1110,0.10343,1436,0.50974,1821,1.05712
ENSG00000006016,CRLF1,945,4.60556,57,-1.1500,162,0.46789,40,-1.7817,47,-1.4489,19,-2.8480,0,-9.4500,0,-9.0677
ENSG00000006015,REX1BD,142,0.60126,127,0.41321,119,0.31625,40,-1.4528,98,-0.0036,173,1.07935,81,-0.3041,43,-1.3575
ENSG00000105696,TMEM59L,3,-5.5573,931,3.44802,173,0.10388,152,-0.1049,114,-0.5454,54,-1.7671,41,-2.0849,52,-1.8171
ENSG00000105662,CRTC1,167,2.11893,119,1.45705,61,0.32088,41,-0.3204,1,-4.8818,14,-2.0319,20,-1.3873,35,-0.5993
ENSG00000223802,CERS1,3,-4.2858,64,-0.0691,106,0.75110,40,-0.8753,12,-2.4979,146,1.55204,61,-0.1364,59,-0.2176
ENSG00000105669,COPE,303,1.13565,132,-0.2248,241,0.73972,64,-1.4349,178,0.24470,165,0.13884,92,-0.7775,138,-0.1759
ENSG00000064607,SUGP2,3,-3.9717,173,2.03607,80,0.63895,28,-1.0655,66,0.31693,75,0.60484,0,-6.2827,32,-0.8843
ENSG00000130287,NCAN,3,-4.2909,123,0.99352,360,3.23165,89,0.50407,1,-5.3071,10,-2.9692,35,-0.9871,9,-3.0158
ENSG00000186010,NDUFA13,1080,1.16924,471,-0.1993,635,0.27414,229,-1.3914,372,-0.5655,610,0.23540,562,0.07876,541,0.02227
ENSG00000250067,YJEFN3,3,-3.4113,221,3.59195,32,-0.2048,39,0.13806,2,-3.8991,6,-2.7622,12,-1.6869,20,-1.0126
ENSG00000169021,UQCRFS1,263,1.49961,159,0.61981,119,0.14858,61,-0.9669,88,-0.3193,117,0.13238,98,-0.1607,55,-1.1274
ENSG00000131943,C19orf12,3,-3.1996,160,3.08133,31,0.00062,35,0.16907,8,-2.0640,23,-0.5526,1,-4.4997,14,-1.3409
ENSG00000105176,URI1,3,-3.9717,57,0.08454,50,-0.1005,14,-2.1574,18,-1.6276,83,0.79969,77,0.56862,97,1.11945
ENSG00000198597,ZNF536,3,-4.0303,19,-1.5928,44,-0.3581,12,-2.3739,1,-4.9541,208,3.20797,33,-0.8331,37,-0.7115
ENSG00000105185,PDCD5,3,-4.4792,141,1.00468,70,-0.1343,37,-1.1866,20,-2.0264,100,0.48354,66,-0.2413,134,1.06230
ENSG00000124299,PEPD,3,-3.8634,54,0.12121,66,0.44939,37,-0.5133,2,-4.5983,95,1.24385,17,-1.5875,71,0.65411
ENSG00000257103,LSM14A,372,2.76493,19,-2.1867,56,-0.6214,28,-1.7676,52,-0.7299,54,-0.7389,28,-1.6716,113,0.55979
ENSG00000105220,GPI,496,1.47132,743,2.26870,215,0.05444,154,-0.5107,157,-0.4318,78,-1.5902,21,-3.3698,93,-1.3262
ENSG00000126261,UBA2,3,-4.1456,117,1.07837,55,-0.1506,29,-1.2027,87,0.58908,81,0.51575,10,-2.6509,88,0.67441
ENSG00000105711,SCN1B,3,-3.9652,207,2.42167,40,-0.4582,55,0.03777,1,-4.9824,48,-0.1957,49,-0.1334,42,-0.4254
ENSG00000153902,LGI4,3,-4.4927,38,-1.1027,135,0.90886,69,-0.2022,124,0.77365,138,1.11022,25,-1.6866,55,-0.5624
ENSG00000266964,FXYD1,521,1.32414,152,-0.6857,564,1.46795,207,-0.2326,186,-0.3741,128,-1.0162,240,0.02569,133,-0.9606
ENSG00000221946,FXYD7,3,-5.1887,744,3.54403,72,-0.8521,86,-0.6400,13,-3.3111,43,-1.7113,66,-0.9920,110,-0.2205
ENSG00000105698,USF2,443,1.70689,179,0.14933,128,-0.3762,85,-1.0885,77,-1.1521,181,0.18363,140,-0.2446,149,-0.1641
ENSG00000105695,MAG,3,-6.7179,69,-2.4875,23,-4.0680,16,-4.7705,12,-5.0232,1684,4.62664,127,-1.5983,172,-1.2291
ENSG00000105677,TMEM147,3,-3.9039,70,0.50036,144,1.77025,17,-1.7576,106,1.20585,27,-1.0461,29,-0.8508,61,0.31258
ENSG00000126254,RBM42,109,0.94355,111,0.97399,75,0.32641,19,-1.8724,69,0.19811,94,0.79827,2,-4.6534,40,-0.7007
ENSG00000126267,COX6B1,1150,2.12902,305,-0.1845,349,0.02396,112,-1.8179,181,-0.9908,480,0.61609,148,-1.2949,230,-0.6761
ENSG00000105290,APLP1,3,-7.8891,848,0.06297,130,-2.7636,52,-4.2292,145,-2.5987,2931,3.08758,338,-1.3494,766,-0.1084
ENSG00000105270,CLIP3,3,-6.0029,1105,3.06373,217,-0.0211,116,-1.0686,82,-1.5042,212,-0.0688,70,-1.7364,145,-0.7106
ENSG00000105258,POLR2I,298,0.45049,111,-1.0873,151,-0.6227,90,-1.5007,222,-0.0236,378,0.97744,230,0.03086,266,0.29652
ENSG00000105254,TBCB,290,0.02655,476,0.83750,122,-1.3062,66,-2.3390,153,-0.9609,646,1.65417,140,-1.0987,266,-0.1178
ENSG00000126247,CAPNS1,175,-0.0725,391,1.26169,181,-0.0219,93,-1.1231,125,-0.5929,279,0.78298,85,-1.1806,158,-0.2604
ENSG00000161281,COX7A1,3,-4.5965,77,-0.1174,141,0.85994,49,-0.8900,155,1.02392,60,-0.5391,29,-1.6045,145,1.06473
ENSG00000011332,DPF1,3,-3.2276,159,3.01124,45,0.55678,41,0.43735,1,-4.2467,0,-6.4660,22,-0.5461,19,-0.8217
ENSG00000167642,SPINT2,3,-3.9490,359,3.97546,46,-0.2137,20,-1.5484,1,-4.9663,5,-3.5101,51,-0.0428,35,-0.6851
ENSG00000167641,PPP1R14A,3,-7.7004,25,-4.9604,59,-3.7049,44,-4.2664,474,-0.6397,2435,2.87067,344,-1.1275,999,0.61647
ENSG00000099341,PSMD8,3,-4.3728,89,0.35213,90,0.37873,49,-0.6144,77,0.12088,166,1.72375,4,-4.0412,44,-0.8058
ENSG00000178982,EIF3K,576,1.87095,195,-0.0036,181,-0.1173,55,-2.0337,228,0.24818,176,-0.1843,112,-0.8540,197,0.01566
ENSG00000130402,ACTN4,554,0.93979,336,0.11329,179,-0.8582,82,-2.1459,498,0.76002,421,0.54466,73,-2.2048,396,0.43070
ENSG00000104823,ECH1,371,2.19931,139,0.41825,153,0.57971,37,-1.7145,1,-5.9250,148,0.59326,20,-2.4888,61,-0.9411
ENSG00000104824,HNRNPL,3,-4.0843,86,0.63402,69,0.27169,29,-1.1372,118,1.16966,95,0.91300,22,-1.4645,47,-0.3701
ENSG00000068903,SIRT2,31,-3.9217,201,-1.1885,234,-0.9628,113,-2.1667,14,-5.0594,1319,2.45829,180,-1.3531,636,0.69811
ENSG00000179134,SAMD4B,3,-4.4485,68,-0.1442,61,-0.3080,48,-0.7303,169,1.36584,108,0.67361,33,-1.2690,88,0.28571
ENSG00000063322,MED29,3,-3.8236,88,0.97848,91,1.03056,31,-0.7675,13,-1.9202,54,0.19186,27,-0.8720,70,0.68552
ENSG00000128016,ZFP36,348,1.42827,11,-3.8056,123,-0.3034,24,-2.8292,427,1.81502,18,-3.3084,12,-3.6852,316,1.49804
ENSG00000105193,RPS16,421,-1.2901,323,-1.6869,508,-1.0077,294,-1.9351,727,-0.4603,1483,0.78059,1397,0.58096,1901,1.30305
ENSG00000196235,SUPT5H,3,-4.0196,122,1.30411,27,-1.1152,29,-1.0921,38,-0.5920,112,1.37745,65,0.25777,37,-0.6735
ENSG00000105202,FBL,3,-4.1776,45,-0.4883,46,-0.4625,11,-2.7085,211,2.15129,74,0.32274,66,0.09252,70,0.22342
ENSG00000130758,MAP3K10,3,-3.4173,90,1.51567,89,1.50047,52,0.64603,1,-4.4370,28,-0.4228,47,0.40842,5,-3.0656
ENSG00000174521,TTC9B,3,-5.0598,399,2.20569,99,-0.2234,96,-0.2977,90,-0.3746,57,-1.1590,188,0.80523,87,-0.4673
ENSG00000105223,PLD3,3,-5.8196,1108,3.42805,216,0.17380,148,-0.4594,60,-1.7753,122,-0.7758,73,-1.4945,66,-1.7536
ENSG00000160460,SPTBN4,3,-3.4716,214,3.35843,24,-0.6884,62,0.91485,1,-4.4907,9,-2.2049,21,-0.8825,6,-2.8858
ENSG00000167578,RAB4B,3,-3.9463,102,1.08136,27,-1.0500,20,-1.5623,1,-4.9637,161,2.45444,27,-1.0324,30,-0.9384
ENSG00000269858,EGLN2,3,-3.8883,129,1.58027,79,0.71469,21,-1.3969,1,-4.9060,69,0.55508,52,0.03461,56,0.18725
ENSG00000105323,HNRNPUL1,374,2.35228,139,0.52452,89,-0.1867,43,-1.3988,55,-0.9323,88,-0.2320,33,-1.6968,76,-0.4620
ENSG00000105372,RPS19,530,-1.5692,396,-2.0030,887,-0.7942,430,-1.9931,1683,0.20649,1880,0.43508,2320,0.73369,2918,1.33113
ENSG00000105404,RABAC1,3,-5.8765,326,0.78426,196,-0.0437,55,-2.0786,206,0.03065,391,1.28859,124,-0.7569,236,0.28064
ENSG00000105409,ATP1A3,3,-4.7732,755,4.74212,57,-0.7796,78,-0.3073,10,-3.2260,0,-8.0041,50,-0.9690,0,-7.7287
ENSG00000105737,GRIK5,3,-3.9680,319,3.53282,31,-0.8198,62,0.26664,5,-3.4569,26,-1.1849,55,0.04667,0,-7.8958
ENSG00000105723,GSK3A,3,-4.1300,254,2.63358,51,-0.2539,38,-0.7521,1,-5.1469,67,0.20170,29,-1.0971,55,-0.1543
ENSG00000105429,MEGF8,3,-3.5291,89,1.35779,36,-0.1274,36,-0.1669,74,1.03518,10,-2.2098,44,0.18660,48,0.34570
ENSG00000079435,LIPE,3,-4.0977,0,-8.6217,1,-5.1959,6,-3.4243,1,-5.1146,200,2.85856,7,-3.0134,110,1.20469
ENSG00000131116,ZNF428,3,-3.9847,47,-0.2161,105,1.08509,33,-0.8157,1,-4.9738,97,1.10783,63,0.22707,58,0.12947
ENSG00000105767,CADM4,70,-1.2152,148,-0.0798,153,-0.0328,71,-1.2820,13,-3.6671,385,1.87457,86,-0.9113,165,0.09856
ENSG00000130203,APOE,6,-7.4610,578,-0.8027,5473,3.39701,1163,0.32751,1050,0.12640,206,-2.4630,242,-2.1018,289,-1.9542
ENSG00000130208,APOC1,3,-4.5341,54,-0.5890,275,2.18584,112,0.63524,53,-0.6167,69,-0.2403,2,-5.0290,62,-0.4316
ENSG00000104853,CLPTM1,3,-4.6846,219,1.53736,171,1.09205,72,-0.3492,5,-4.1220,115,0.47440,51,-0.8366,74,-0.3070
ENSG00000012061,ERCC1,3,-3.7074,61,0.47712,55,0.33099,18,-1.4813,1,-4.7313,83,1.17720,26,-0.8565,73,0.90754
ENSG00000125744,RTN2,3,-2.8628,71,1.77936,40,0.76300,49,1.30319,40,0.77966,0,-6.1046,11,-1.1631,5,-2.4470
ENSG00000125746,EML2,105,0.72499,51,-0.4289,17,-2.0237,21,-1.8206,1,-5.3005,167,1.90277,52,-0.3755,65,-0.0384
ENSG00000125743,SNRPD2,120,-0.7197,226,0.27247,200,0.07563,60,-1.8515,114,-0.7979,311,0.92594,109,-0.8697,292,0.79663
ENSG00000185800,DMWD,197,2.50482,123,1.54622,37,-0.4224,54,0.16842,1,-4.8439,5,-3.4314,7,-2.7605,28,-0.9304
ENSG00000125755,SYMPK,332,2.71553,36,-1.1416,39,-1.0092,25,-1.7861,23,-1.7735,127,0.97114,4,-4.3052,48,-0.7678
ENSG00000011485,PPP5C,3,-3.8547,222,2.76179,52,0.06134,48,-0.0701,40,-0.3215,35,-0.5705,0,-5.9887,31,-0.7885
ENSG00000182013,PNMA8A,7,-3.0784,399,3.90199,50,-0.2937,30,-1.1594,1,-5.1482,25,-1.4223,1,-5.8836,47,-0.4235
ENSG00000204851,PNMA8B,3,-4.1414,339,3.35612,70,0.23249,47,-0.4421,1,-5.1579,0,-7.3746,63,0.07324,48,-0.4085
ENSG00000160014,CALM3,3,-7.1630,2153,2.71959,300,-0.7708,283,-0.9290,332,-0.6143,335,-0.6538,382,-0.3965,505,0.04622
ENSG00000197380,DACT3,3,-4.3242,136,1.12946,21,-1.7774,33,-1.1972,1,-5.3404,175,1.94926,50,-0.4928,63,-0.1362
ENSG00000090372,STRN4,3,-3.5209,163,2.57860,51,0.41163,28,-0.5458,1,-4.5402,33,-0.2949,42,0.09054,24,-0.7881
ENSG00000042753,AP2S1,3,-5.0070,446,2.52909,74,-0.6157,65,-0.8911,122,0.15596,133,0.34087,27,-2.1308,73,-0.6981
ENSG00000160007,ARHGAP35,3,-4.7068,364,2.53737,144,0.76662,69,-0.4346,1,-5.7205,59,-0.7065,65,-0.4984,76,-0.2829
ENSG00000130748,TMEM160,3,-5.6968,345,1.09377,184,0.04941,142,-0.3866,80,-1.2228,150,-0.2923,239,0.47031,262,0.71125
ENSG00000142230,SAE1,3,-3.3141,107,1.97196,13,-1.4055,41,0.33351,21,-0.7245,39,0.23403,12,-1.5011,29,-0.2794
ENSG00000118160,SLC8A2,3,-3.9816,465,5.10282,13,-2.1655,43,-0.3953,1,-4.9987,4,-3.7324,0,-6.1294,9,-2.7587
ENSG00000105402,NAPA,184,0.02486,870,2.94965,109,-0.7903,125,-0.6261,127,-0.5561,175,-0.0618,8,-4.5348,47,-2.1466
ENSG00000105373,NOP53,3,-5.1093,41,-1.6105,86,-0.5015,33,-2.0567,111,-0.1042,157,0.51779,137,0.23539,272,1.68596
ENSG00000178980,SELENOW,538,-1.0895,1123,0.04773,1015,-0.1115,460,-1.4185,689,-0.7133,1780,0.92687,1157,0.09526,1492,0.57698
ENSG00000142235,LMTK3,3,-3.5501,239,3.52628,31,-0.3900,46,0.25738,1,-4.5690,24,-0.8237,20,-1.0433,2,-4.0335
ENSG00000063177,RPL18,436,-1.2809,463,-1.1897,665,-0.6417,339,-1.7616,1136,0.19789,1324,0.50554,1303,0.42003,1856,1.18727
ENSG00000105516,DBP,3,-3.3845,66,0.99561,76,1.23799,39,0.13239,7,-2.3312,38,0.10530,0,-7.6929,44,0.38276
ENSG00000063180,CA11,3,-5.5030,320,1.19479,206,0.45227,125,-0.3795,65,-1.3308,115,-0.5189,272,0.91336,184,0.29547
ENSG00000104805,NUCB1,3,-4.4853,120,0.72033,74,-0.0592,43,-0.9821,78,0.01488,109,0.63288,32,-1.3476,118,0.80420
ENSG00000087086,FTL,1224,-1.5441,1520,-1.2204,3154,-0.0988,1474,-1.3565,3130,-0.1111,5103,0.78091,3902,0.24023,5425,0.90428
ENSG00000104852,SNRNP70,3,-4.2479,129,1.13402,51,-0.3786,33,-1.1286,1,-5.2643,139,1.51090,18,-1.9263,84,0.46822
ENSG00000177380,PPFIA3,3,-4.3625,309,2.70913,77,0.14443,112,0.85509,86,0.31827,0,-7.5951,43,-0.7648,17,-2.2061
ENSG00000104888,SLC17A7,3,-6.2858,2050,4.50617,134,-1.0633,295,0.16824,32,-3.1843,5,-5.7895,118,-1.2559,5,-5.8837
ENSG00000142541,RPL13A,2286,0.40690,444,-2.1031,921,-1.0130,522,-1.9739,1959,0.15750,1949,0.16665,2351,0.45317,3310,1.20681
ENSG00000142534,RPS11,1869,0.66303,476,-1.4699,866,-0.5648,365,-1.9776,1347,0.12838,1226,-0.0247,1572,0.37760,2181,1.07539
ENSG00000126464,PRR12,3,-3.2694,105,2.00031,39,0.25127,39,0.31078,1,-4.2895,38,0.23997,15,-1.1585,23,-0.6284
ENSG00000126457,PRMT1,157,1.10059,140,0.90661,60,-0.4613,28,-1.7119,45,-0.8923,124,0.79538,7,-3.4707,87,0.13292
ENSG00000196961,AP2A1,30,-0.6792,194,2.54715,56,0.25541,44,-0.1167,1,-4.8083,41,-0.2420,8,-2.6137,31,-0.7347
ENSG00000104960,PTOV1,402,0.95568,309,0.51281,233,0.05503,60,-2.1169,286,0.38625,385,1.02044,118,-0.9914,118,-1.0711
ENSG00000204673,AKT1S1,3,-4.1411,79,0.42694,39,-0.6667,24,-1.4928,141,1.41332,119,1.32475,1,-5.2527,57,-0.0883
ENSG00000104946,TBC1D17,3,-3.7864,94,1.13352,36,-0.4124,20,-1.4084,40,-0.2768,90,1.23233,11,-2.1272,58,0.37832
ENSG00000131408,NR1H2,3,-4.1993,90,0.57701,45,-0.5091,46,-0.5382,38,-0.7891,109,1.03961,35,-0.9077,86,0.56590
ENSG00000161671,EMC10,16,-2.6848,142,0.60344,131,0.47119,54,-0.9886,2,-5.4359,244,1.89936,36,-1.5072,75,-0.4395
ENSG00000161677,JOSD2,3,-4.0727,11,-2.4448,60,0.06483,21,-1.6593,1,-5.0799,174,2.43869,80,0.52713,44,-0.4454
ENSG00000131409,LRRC4B,392,1.93591,276,1.27632,91,-0.5312,71,-0.9828,40,-1.7819,127,-0.0209,59,-1.1800,79,-0.8130
ENSG00000167755,KLK6,4,-5.1058,0,-9.5690,10,-3.8639,2,-5.9121,5,-4.7948,622,3.98550,84,-0.8376,120,-0.3197
ENSG00000105379,ETFB,3,-5.1440,57,-1.1478,115,-0.0870,59,-1.1940,87,-0.5184,187,0.80009,225,1.01724,178,0.71185
ENSG00000105568,PPP2R1A,255,-0.3200,1540,3.01447,305,-0.0420,221,-0.5887,158,-1.0536,220,-0.5975,138,-1.2581,81,-2.1558
ENSG00000126583,PRKCG,3,-4.2672,521,4.62786,37,-0.9018,74,0.21275,1,-5.2836,0,-7.4998,16,-2.1072,0,-8.2007
ENSG00000142408,CACNG8,3,-3.6012,237,3.39978,26,-0.7083,60,0.67376,41,-0.0274,5,-3.0827,13,-1.7324,3,-3.8845
ENSG00000170906,NDUFA3,1273,1.76873,490,0.11831,489,0.11570,163,-1.6670,123,-1.9905,561,0.37844,307,-0.6121,437,-0.0702
ENSG00000105619,TFPT,3,-4.0992,45,-0.4015,59,0.01224,30,-1.1191,1,-5.1159,104,1.09378,74,0.36508,97,0.95244
ENSG00000125505,MBOAT7,3,-4.5686,378,2.83220,42,-1.0304,80,-0.0488,44,-0.9437,95,0.26462,17,-2.3751,35,-1.4070
ENSG00000170889,RPS9,290,-2.0772,287,-2.0898,417,-1.5355,284,-2.2264,1210,0.09600,1605,0.63240,1790,0.73723,2378,1.46100
ENSG00000167614,TTYH1,120,-1.8670,429,0.07539,1380,2.14514,390,-0.0832,231,-0.8822,511,0.40499,182,-1.2395,176,-1.3833
ENSG00000167615,LENG8,308,2.47380,115,0.63003,37,-1.1484,23,-1.9691,75,-0.0563,49,-0.7931,9,-3.1216,85,0.16295
ENSG00000125503,PPP1R12C,3,-3.9115,67,0.42759,61,0.25968,51,-0.0349,58,0.17672,40,-0.4384,46,-0.1744,76,0.70445
ENSG00000129990,SYT5,3,-3.2223,267,4.89941,16,-1.0594,23,-0.5688,1,-4.2427,0,-6.4609,19,-0.7815,0,-7.1622
ENSG00000105063,PPP6R1,3,-3.5609,80,1.13030,56,0.51602,35,-0.2246,36,-0.1991,52,0.44054,59,0.61148,18,-1.3007
ENSG00000133265,HSPBP1,369,3.35039,81,0.31507,43,-0.6676,35,-1.0538,16,-2.1200,32,-1.1834,39,-0.8215,23,-1.7162
ENSG00000160469,BRSK1,3,-4.9467,232,1.30967,64,-0.7819,85,-0.3849,27,-2.0781,182,1.03050,168,0.75327,69,-0.7301
ENSG00000108107,RPL28,1226,-0.9727,795,-1.6227,1216,-0.9855,710,-1.9010,1883,-0.3138,2920,0.43409,3558,0.71089,4677,1.40091
ENSG00000090971,NAT14,315,2.29304,298,2.17827,25,-1.8786,65,-0.4870,1,-5.6755,58,-0.6877,22,-2.0714,23,-2.0851
ENSG00000213015,ZNF580,84,1.00470,100,1.29719,50,0.13866,24,-1.0245,3,-4.0541,45,-0.0192,2,-4.6191,62,0.57014
ENSG00000173581,CCDC106,22,-0.7125,107,1.90106,49,0.50151,30,-0.2965,62,0.91863,24,-0.6286,7,-2.3671,17,-1.1737
ENSG00000063245,EPN1,3,-4.1989,108,0.88519,61,-0.0541,39,-0.8057,84,0.46502,110,1.06740,43,-0.6000,47,-0.4837
ENSG00000198300,PEG3,3,-4.5812,511,3.68411,28,-1.6232,23,-2.0117,20,-2.1261,47,-0.9228,64,-0.3827,68,-0.3191
ENSG00000268205,AC005261.1,3,-3.8608,50,-0.0040,58,0.25083,31,-0.8074,1,-4.8786,150,2.42235,30,-0.7686,22,-1.3337
ENSG00000121413,ZSCAN18,467,2.20274,179,0.46332,68,-1.0515,29,-2.4406,55,-1.3667,266,1.33459,12,-3.5722,54,-1.4876
ENSG00000283103,AC010642.2,3,-3.4489,76,1.15923,81,1.29135,25,-0.6932,2,-4.0951,34,-0.1400,45,0.30034,43,0.23765
ENSG00000083845,RPS5,3,-7.5934,235,-1.5866,579,-0.2151,194,-1.9809,719,0.12703,750,0.21633,1030,0.71400,1425,1.52509
ENSG00000130726,TRIM28,136,0.89777,145,1.01943,95,0.31029,25,-1.8358,11,-2.9155,127,0.90415,33,-1.3133,69,-0.2225
ENSG00000130724,CHMP2A,3,-4.6650,82,-0.0989,128,0.61770,35,-1.4877,1,-5.6224,209,1.78165,64,-0.4779,97,0.18868
ENSG00000130725,UBE2M,213,0.49137,308,1.11185,119,-0.4385,107,-0.6579,270,0.88558,106,-0.6706,162,0.04841,116,-0.5135
ENSG00000125841,NRSN2,3,-3.8989,334,3.83720,55,0.12651,24,-1.2060,40,-0.3644,8,-2.8378,35,-0.5638,15,-1.9859
ENSG00000101266,CSNK2A1,305,2.80750,189,1.78053,34,-1.0438,22,-1.7700,1,-5.3024,51,-0.4607,4,-4.0418,28,-1.4035
ENSG00000125818,PSMF1,310,2.24597,120,0.51331,94,0.11271,37,-1.3929,50,-0.8706,83,-0.0877,16,-2.5507,65,-0.4951
ENSG00000101298,SNPH,3,-3.5630,201,3.01470,53,0.42789,77,1.23730,1,-4.5816,0,-6.7990,8,-2.2989,12,-1.8995
ENSG00000088832,FKBP1A,3,-4.8893,418,2.56520,93,-0.1417,31,-1.9104,35,-1.6272,164,0.89136,24,-2.1684,79,-0.4380
ENSG00000088833,NSFL1C,3,-4.2022,86,0.50062,82,0.41009,23,-1.6407,52,-0.3153,90,0.64347,65,0.04280,91,0.67122
ENSG00000198053,SIRPA,3,-5.4910,698,2.79588,306,1.13386,138,-0.1957,79,-1.0236,89,-0.9180,42,-1.9729,58,-1.5945
ENSG00000132670,PTPRA,175,-0.0881,496,1.68530,129,-0.5650,174,-0.1019,160,-0.2272,199,0.13441,58,-1.7632,135,-0.5420
ENSG00000125901,MRPS26,280,1.83022,206,1.25620,135,0.53131,36,-1.6195,16,-2.6867,111,0.24035,9,-3.4218,63,-0.7224
ENSG00000088899,LZTS3,3,-3.8649,252,3.06329,43,-0.2381,55,0.15494,51,0.03287,31,-0.7881,16,-1.6856,6,-3.1508
ENSG00000198171,DDRGK1,3,-3.6016,62,0.63555,40,-0.0434,20,-1.1556,2,-4.5124,70,0.98879,52,0.36192,58,0.61506
ENSG00000125817,CENPB,149,0.05150,29,-2.4014,64,-1.2573,52,-1.6598,27,-2.5224,186,0.45619,318,1.31715,264,1.15763
ENSG00000171867,PRNP,154,-1.7783,1930,2.45356,625,0.37286,338,-0.6471,19,-4.7959,793,0.88588,110,-2.2741,174,-1.7025
ENSG00000101265,RASSF2,3,-5.9154,27,-3.0628,53,-2.0647,33,-2.8644,148,-0.5218,459,1.59783,232,0.17697,416,1.36945
ENSG00000089057,SLC23A2,3,-3.7067,186,2.58623,65,0.60661,48,0.13795,22,-1.0813,38,-0.2973,4,-3.3538,20,-1.3416
ENSG00000089063,TMEM230,319,1.52974,159,0.33246,102,-0.3772,36,-2.0497,152,0.25919,172,0.51729,83,-0.6910,96,-0.5076
ENSG00000101290,CDS2,3,-4.0051,146,1.65785,82,0.63410,20,-1.5921,82,0.64619,40,-0.5386,39,-0.5430,66,0.33325
ENSG00000125827,TMX4,181,1.48217,267,2.24136,47,-0.7372,54,-0.5462,1,-5.4692,48,-0.7495,26,-1.6145,50,-0.6867
ENSG00000182621,PLCB1,3,-3.6972,297,3.92438,54,0.31063,50,0.20906,1,-4.7156,0,-6.9326,9,-2.4085,12,-2.0588
ENSG00000132639,SNAP25,3,-7.3457,4761,5.09680,338,-0.7804,295,-1.0630,54,-3.4735,2,-7.8693,164,-1.8677,116,-2.4988
ENSG00000132640,BTBD3,3,-4.5163,264,2.13070,62,-0.3702,27,-1.6899,4,-4.1345,161,1.40677,20,-2.0789,67,-0.2733
ENSG00000089048,ESF1,376,2.65317,55,-0.7330,24,-1.9644,24,-2.0597,41,-1.1829,93,0.09897,69,-0.3726,85,-0.0632
ENSG00000125870,SNRPB2,155,2.01543,43,-0.2000,33,-0.5747,45,-0.1348,1,-4.8433,46,-0.0866,12,-2.0827,54,0.18062
ENSG00000125868,DSTN,838,1.35796,380,0.02935,231,-0.7459,79,-2.4592,1120,1.90440,332,-0.2018,163,-1.2711,275,-0.5201
ENSG00000125844,RRBP1,3,-4.4783,17,-2.2102,33,-1.2589,16,-2.4937,128,0.84161,203,2.06417,15,-2.4061,103,0.53956
ENSG00000089006,SNX5,195,1.74430,76,0.13295,64,-0.1447,37,-1.0614,1,-5.3732,104,0.71632,22,-1.7342,66,-0.0973
ENSG00000232388,SMIM26,286,2.24323,51,-0.7031,116,0.58393,21,-2.1645,1,-5.5688,124,0.80841,39,-1.0922,51,-0.7575
ENSG00000125814,NAPB,3,-4.8120,698,4.24732,69,-0.5237,72,-0.4967,15,-2.7777,1,-6.6071,52,-0.9342,39,-1.4774
ENSG00000101439,CST3,1336,-0.9337,1599,-0.6593,9778,2.51729,4036,0.95132,1263,-1.0185,693,-2.0296,1279,-0.9998,1071,-1.3575
ENSG00000154930,ACSS1,3,-3.4182,1,-4.4930,177,2.93889,38,0.04528,1,-4.4190,50,0.57670,5,-2.7666,19,-1.0372
