Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000115904,SOS1,112,2.82876,16,-0.5558,11,-1.1093,11,-1.0303,10,-1.1595,1,-3.8309,25,0.17085,22,-0.0424,11,-1.1473,23,0.02582,30,0.43225
ENSG00000011566,MAP4K3,112,2.06232,22,-0.6320,16,-1.1709,10,-1.7452,16,-1.0967,36,0.15030,40,0.31994,22,-0.5819,32,-0.0541,45,0.48456,30,-0.1634
ENSG00000231312,MAP4K3-DT,112,2.27547,16,-0.8857,15,-1.0661,13,-1.1796,32,0.11106,14,-1.1301,9,-1.7573,20,-0.5887,31,0.08131,31,0.06875,45,0.66177
ENSG00000152154,TMEM178A,112,-0.0882,73,-0.7424,69,-0.8679,66,-0.8881,174,0.61210,143,0.29626,110,-0.1174,81,-0.5837,116,-0.0264,249,1.20792,159,0.46951
ENSG00000183023,SLC8A1,112,0.25906,75,-0.3629,57,-0.8229,60,-0.6959,84,-0.1805,125,0.44170,84,-0.1765,98,0.05641,78,-0.3142,201,1.22022,120,0.37597
ENSG00000162878,PKDCC,112,3.00322,8,-1.4565,5,-2.1811,13,-0.7497,4,-2.3674,0,-6.4459,5,-2.0867,14,-0.6256,18,-0.2438,35,0.77830,38,0.95089
ENSG00000143924,EML4,112,2.98468,1,-4.2988,6,-1.8215,16,-0.4093,18,-0.2638,12,-0.7902,4,-2.4878,10,-1.1146,20,-0.1016,25,0.23834,26,0.30594
ENSG00000115944,COX7A2L,112,-0.7469,146,-0.3372,124,-0.6285,219,0.29092,198,0.12976,270,0.62967,219,0.28996,191,0.07347,120,-0.6890,327,0.94351,196,0.11427
ENSG00000057935,MTA3,112,1.42226,12,-1.9730,29,-0.7686,28,-0.7663,50,0.11154,14,-1.7612,41,-0.1849,42,-0.1651,71,0.73173,52,0.16790,56,0.28081
ENSG00000152518,ZFP36L2,112,2.35760,79,1.68610,27,-0.0525,27,-0.0990,20,-0.5262,3,-3.1481,1,-4.1630,18,-0.6853,14,-1.1680,9,-1.7594,19,-0.6290
ENSG00000138036,DYNC2LI1,112,2.14705,11,-1.6136,14,-1.2641,23,-0.4845,18,-0.8795,14,-1.2465,43,0.48801,32,0.02047,30,-0.0688,35,0.18086,34,0.12720
ENSG00000138095,LRPPRC,112,0.33861,55,-0.7527,63,-0.5785,54,-0.7682,53,-0.7967,113,0.36362,137,0.66589,122,0.47784,88,-0.0309,125,0.52443,95,0.07854
ENSG00000138032,PPM1B,112,1.02016,51,-0.2330,32,-0.9870,56,-0.0758,36,-0.7471,35,-0.8002,49,-0.2907,57,-0.0551,51,-0.2523,82,0.51677,125,1.21367
ENSG00000138078,PREPL,112,-1.9527,151,-1.5083,195,-1.1985,254,-0.7330,351,-0.2368,554,0.48145,659,0.76356,553,0.47740,581,0.61996,621,0.66454,511,0.35102
ENSG00000171132,PRKCE,112,-0.3241,38,-1.9255,72,-1.0482,133,-0.0554,145,0.08073,260,1.02404,233,0.84223,101,-0.4728,77,-0.9390,328,1.42697,141,0.03928
ENSG00000116016,EPAS1,112,1.63295,90,1.25772,44,0.08803,101,1.45638,43,0.06981,23,-0.8661,13,-1.6978,9,-2.2166,18,-1.2907,12,-1.8503,11,-1.9013
ENSG00000119729,RHOQ,112,1.73054,49,0.33409,32,-0.3193,33,-0.2816,31,-0.3746,56,0.54976,6,-2.6775,33,-0.2754,32,-0.3231,23,-0.7963,40,0.01960
ENSG00000151665,PIGF,112,2.60301,15,-0.8040,15,-0.8005,33,0.42158,13,-1.0381,21,-0.2564,23,-0.1591,14,-0.8475,20,-0.3630,22,-0.1846,4,-2.6274
ENSG00000119878,CRIPT,112,1.40127,72,0.66110,40,-0.2963,55,0.22155,48,0.03616,31,-0.6624,43,-0.1557,30,-0.7005,24,-1.0882,63,0.45912,35,-0.4642
ENSG00000171150,SOCS5,112,2.28728,21,-0.5354,14,-1.1899,11,-1.4080,20,-0.5866,17,-0.8044,9,-1.7094,42,0.55450,21,-0.5814,67,1.33280,14,-1.0623
ENSG00000180398,MCFD2,112,0.53131,67,-0.2752,58,-0.5233,78,-0.0410,50,-0.7247,162,1.14482,59,-0.4634,66,-0.2847,71,-0.2009,111,0.51521,76,-0.0764
ENSG00000143933,CALM2,112,-4.3362,1610,-0.4111,1520,-0.5361,1699,-0.3284,1460,-0.5601,2114,0.01071,3335,0.73978,3342,0.74335,2704,0.44228,2955,0.54249,2222,0.08850
ENSG00000119888,EPCAM,112,2.79301,13,-0.8374,8,-1.7198,5,-2.2448,4,-2.6482,0,-6.0186,19,-0.2722,38,0.77053,37,0.80867,13,-0.8563,9,-1.3918
ENSG00000095002,MSH2,112,2.01145,10,-1.7764,17,-1.0945,18,-0.9802,18,-0.9743,15,-1.1759,24,-0.4962,43,0.36088,43,0.41096,37,0.14277,43,0.38464
ENSG00000184261,KCNK12,112,1.64073,18,-1.2257,31,-0.4952,14,-1.5855,6,-2.7716,38,-0.1219,24,-0.7938,57,0.50700,74,1.04417,24,-0.8179,35,-0.2544
ENSG00000116062,MSH6,112,2.83994,17,-0.4685,8,-1.5965,7,-1.7404,9,-1.3849,28,0.31202,20,-0.2007,35,0.66871,13,-0.8716,11,-1.0601,15,-0.6513
ENSG00000138081,FBXO11,112,0.57331,43,-0.8903,54,-0.5908,68,-0.2004,67,-0.2252,107,0.49912,97,0.34613,67,-0.2249,92,0.29787,118,0.65936,38,-1.0734
ENSG00000162869,PPP1R21,112,1.56065,27,-0.7036,22,-1.0862,23,-0.9795,35,-0.3255,28,-0.6399,47,0.14089,63,0.60358,48,0.18967,46,0.10699,40,-0.1289
ENSG00000179915,NRXN1,112,-0.9894,105,-1.0760,123,-0.8993,145,-0.5985,182,-0.2468,76,-1.5605,176,-0.3009,387,0.95609,302,0.61124,369,0.87602,376,0.90596
ENSG00000115239,ASB3,112,1.70556,36,-0.1576,23,-0.9058,16,-1.3908,31,-0.4068,33,-0.2806,16,-1.3719,59,0.61511,31,-0.4202,41,0.03018,69,0.86471
ENSG00000068912,ERLEC1,112,0.24129,38,-1.3822,38,-1.4612,95,-0.0052,78,-0.3084,81,-0.2615,132,0.51226,158,0.79637,129,0.52719,124,0.40289,91,-0.0781
ENSG00000068878,PSME4,112,3.04037,13,-0.6724,8,-1.5248,11,-0.8944,23,0.16258,25,0.27162,26,0.37409,4,-2.3221,8,-1.3973,10,-1.0610,13,-0.7349
ENSG00000170634,ACYP2,112,-0.3326,174,0.36091,108,-0.4209,131,-0.0840,152,0.14176,183,0.43859,126,-0.1417,166,0.28550,169,0.34891,66,-1.1290,137,-0.0193
ENSG00000115306,SPTBN1,112,-1.9432,341,-0.2719,415,0.03452,513,0.36886,483,0.27320,348,-0.2389,448,0.15311,318,-0.3777,490,0.32426,374,-0.1304,536,0.43701
ENSG00000115310,RTN4,112,-3.2599,528,-0.9776,568,-0.9257,936,-0.1024,666,-0.6266,843,-0.2654,2072,1.18586,1133,0.19585,1412,0.60961,1387,0.51949,1365,0.49294
ENSG00000143947,RPS27A,112,-3.2752,2209,1.27811,1222,0.32947,1271,0.36240,1020,0.01457,1203,0.27424,842,-0.2838,996,-0.0231,716,-0.5711,781,-0.3981,828,-0.3087
ENSG00000085760,MTIF2,112,3.37113,16,-0.1990,7,-1.4748,10,-0.8253,7,-1.3526,1,-3.5187,20,0.18577,12,-0.6080,15,-0.2788,6,-1.5502,6,-1.5454
ENSG00000115355,CCDC88A,112,0.34789,156,0.89426,62,-0.6134,68,-0.4166,71,-0.3596,77,-0.2237,63,-0.5324,96,0.11241,78,-0.2363,146,0.78010,95,0.08878
ENSG00000163001,CFAP36,112,0.04106,73,-0.6066,84,-0.4203,116,0.10235,73,-0.6200,77,-0.5312,145,0.45542,179,0.79707,143,0.47716,72,-0.6247,112,0.04539
ENSG00000275052,PPP4R3B,112,1.46171,55,0.29592,24,-1.0505,31,-0.5892,28,-0.7648,41,-0.1534,32,-0.5464,43,-0.1027,50,0.14481,58,0.37821,47,0.05717
ENSG00000138035,PNPT1,112,3.28105,27,0.57896,6,-1.8166,3,-2.6061,4,-2.1526,5,-1.8458,19,0.01166,5,-1.9356,22,0.29039,8,-1.2712,6,-1.7588
ENSG00000115380,EFEMP1,112,2.07754,77,1.40311,21,-0.7130,74,1.32977,54,0.78315,24,-0.4401,3,-3.3368,8,-2.0916,1,-4.6348,9,-1.8331,19,-0.8091
ENSG00000055813,CCDC85A,112,2.09104,19,-0.8217,23,-0.5450,25,-0.3949,14,-1.2820,11,-1.5370,48,0.62687,45,0.52853,32,-0.0056,16,-1.0957,21,-0.6836
ENSG00000115392,FANCL,112,2.29749,13,-1.1533,12,-1.4363,18,-0.7100,7,-1.9790,9,-1.7420,42,0.56634,23,-0.3860,32,0.14035,26,-0.1985,43,0.60379
ENSG00000119866,BCL11A,112,-0.0227,54,-1.1375,83,-0.5183,99,-0.2019,100,-0.1939,124,0.13847,118,0.05791,154,0.48647,103,-0.1587,205,0.95043,136,0.28975
ENSG00000162928,PEX13,112,3.31414,9,-1.0874,6,-1.6518,1,-3.3924,7,-1.4569,0,-6.3610,9,-1.0899,15,-0.3444,22,0.25472,23,0.36094,10,-0.9333
ENSG00000162929,KIAA1841,112,3.02806,11,-0.9916,7,-1.6520,4,-2.3344,9,-1.2481,13,-0.7271,16,-0.3640,20,-0.0630,13,-0.7246,25,0.28427,21,-0.0108
ENSG00000237651,C2orf74,112,0.65379,75,0.02189,60,-0.3600,88,0.27788,57,-0.4015,103,0.52966,89,0.29309,73,-0.0283,73,-0.0312,47,-0.6949,53,-0.5088
ENSG00000115464,USP34,112,1.55932,33,-0.3988,23,-0.9809,22,-0.9977,46,0.08460,33,-0.4236,35,-0.3354,33,-0.4330,35,-0.3290,54,0.33733,78,0.93584
ENSG00000082898,XPO1,112,0.88339,48,-0.4584,38,-0.8336,77,0.29018,45,-0.5570,51,-0.3684,106,0.80176,94,0.60636,46,-0.5629,83,0.40706,51,-0.3401
ENSG00000115484,CCT4,112,-0.2822,109,-0.3253,83,-0.7931,132,-0.0256,94,-0.5519,89,-0.6309,218,0.77601,213,0.73692,161,0.31223,171,0.38797,120,-0.1757
ENSG00000173163,COMMD1,112,1.59517,42,-0.0070,25,-0.8811,24,-0.8286,24,-0.8526,60,0.54026,44,0.05360,48,0.20541,30,-0.5657,50,0.25033,38,-0.1787
ENSG00000170340,B3GNT2,112,2.71353,8,-1.5653,8,-1.7180,17,-0.5218,4,-2.4649,4,-2.4015,47,1.06230,23,-0.0403,12,-1.0942,41,0.84479,15,-0.6715
ENSG00000186889,TMEM17,112,2.81965,3,-3.0467,10,-1.2844,5,-2.0723,4,-2.3707,40,0.89457,14,-0.7410,16,-0.5500,26,0.24112,18,-0.3224,12,-0.9991
ENSG00000115504,EHBP1,112,1.27570,36,-0.5424,37,-0.5255,59,0.23679,42,-0.2790,34,-0.6270,56,0.13759,57,0.17249,46,-0.1841,57,0.16432,45,-0.1968
ENSG00000014641,MDH1,112,-2.6232,260,-1.3806,346,-1.0186,697,0.11948,372,-0.8451,1081,0.82544,1353,1.20323,1161,0.94341,772,0.30860,650,0.00821,479,-0.4621
ENSG00000169764,UGP2,112,-0.4599,149,-0.0122,139,-0.1402,200,0.44793,239,0.73909,197,0.42820,145,-0.0560,138,-0.1354,110,-0.5134,143,-0.0779,135,-0.1676
ENSG00000197329,PELI1,112,3.27970,15,-0.2912,5,-2.1052,3,-2.4122,17,-0.1526,3,-2.4846,3,-2.6181,2,-3.1799,8,-1.2977,46,1.46117,17,-0.1338
ENSG00000119862,LGALSL,112,1.90047,16,-1.2160,26,-0.5424,12,-1.5614,37,0.03317,18,-1.0579,42,0.23743,37,0.05690,38,0.10885,30,-0.2532,35,-0.0588
ENSG00000119844,AFTPH,112,1.48163,24,-0.9565,17,-1.5552,30,-0.6214,38,-0.2668,47,0.04381,43,-0.0861,51,0.17935,46,0.01429,63,0.51520,56,0.34859
ENSG00000237638,LINC02245,112,2.46329,12,-1.1767,16,-0.8242,30,0.18796,11,-1.3413,43,0.73203,23,-0.2630,26,-0.0731,18,-0.6704,16,-0.7848,10,-1.4631
ENSG00000115902,SLC1A4,112,0.39449,58,-0.6135,68,-0.4060,143,0.79309,106,0.30573,60,-0.5571,70,-0.3329,99,0.20907,81,-0.1265,86,-0.0077,98,0.18544
ENSG00000011523,CEP68,112,1.39746,30,-0.7095,27,-0.8892,29,-0.7635,31,-0.6453,33,-0.5567,39,-0.3094,45,-0.0765,32,-0.6336,80,0.82259,100,1.20898
ENSG00000138069,RAB1A,112,-0.7485,122,-0.6111,134,-0.5060,210,0.22032,126,-0.5613,224,0.32764,304,0.82282,267,0.60839,158,-0.2351,228,0.35283,189,0.05565
ENSG00000138071,ACTR2,112,-0.4314,117,-0.3542,104,-0.5749,132,-0.1793,108,-0.4789,151,0.03729,229,0.69951,174,0.25324,193,0.46693,190,0.39612,113,-0.4137
ENSG00000198369,SPRED2,112,1.68236,10,-2.0866,22,-0.9873,17,-1.2512,24,-0.8136,31,-0.3859,57,0.54844,29,-0.4789,61,0.73823,31,-0.4248,48,0.25547
ENSG00000197223,C1D,112,0.78817,35,-1.0278,40,-0.8579,45,-0.6154,80,0.24878,89,0.41533,82,0.29976,78,0.20799,91,0.50170,54,-0.3598,49,-0.5037
ENSG00000115946,PNO1,112,2.75873,8,-1.5351,12,-1.1017,22,-0.0967,10,-1.3060,16,-0.5698,8,-1.5804,19,-0.3250,24,0.05248,20,-0.2562,19,-0.3359
ENSG00000221823,PPP3R1,112,-0.3761,41,-1.8699,67,-1.2040,83,-0.8285,207,0.58858,94,-0.6377,184,0.40557,149,0.06700,182,0.42903,233,0.78435,251,0.90956
ENSG00000119865,CNRIP1,112,-0.4984,107,-0.5582,88,-0.9119,137,-0.1845,144,-0.1119,264,0.86072,263,0.85143,170,0.14943,124,-0.3604,215,0.52541,170,0.15312
ENSG00000198380,GFPT1,112,1.49340,8,-2.4851,35,-0.4159,30,-0.6335,36,-0.3222,29,-0.6522,80,0.91674,62,0.51913,51,0.22657,35,-0.3964,20,-1.2450
ENSG00000169599,NFU1,112,1.38715,44,-0.1193,30,-0.7393,35,-0.4599,31,-0.6732,94,1.09924,49,0.04949,69,0.57446,37,-0.4333,31,-0.6540,21,-1.2197
ENSG00000115977,AAK1,112,-0.3342,58,-1.3307,88,-0.7487,104,-0.4478,91,-0.6387,168,0.29726,170,0.32026,207,0.63813,191,0.56632,153,0.15248,182,0.43240
ENSG00000124380,SNRNP27,112,1.03652,65,0.15921,45,-0.4534,53,-0.1557,36,-0.7234,89,0.66470,71,0.29855,52,-0.1941,47,-0.3720,55,-0.1047,47,-0.3500
ENSG00000169564,PCBP1,112,-0.8314,216,0.18040,117,-0.8165,237,0.33102,163,-0.2603,254,0.43707,267,0.51812,249,0.40923,189,-0.0304,254,0.44019,138,-0.5140
ENSG00000116001,TIA1,112,2.12372,30,-0.1031,15,-1.2115,30,-0.0803,21,-0.6126,9,-1.8350,24,-0.4346,31,-0.0660,27,-0.2495,30,-0.0743,43,0.46893
ENSG00000116005,PCYOX1,112,1.03383,48,-0.2991,33,-0.9205,79,0.46919,33,-0.8874,106,0.95425,40,-0.5733,85,0.58805,34,-0.8682,71,0.30703,53,-0.1641
ENSG00000143977,SNRPG,112,0.52810,112,0.53032,81,0.03086,78,-0.0350,55,-0.5628,101,0.36579,65,-0.3187,91,0.20408,76,-0.0957,41,-1.0271,71,-0.1883
ENSG00000035141,FAM136A,112,2.00323,24,-0.5097,21,-0.7969,14,-1.3475,35,0.03898,37,0.11467,25,-0.4603,32,-0.1069,45,0.49192,16,-1.1177,16,-1.1299
ENSG00000075340,ADD2,112,-0.0801,34,-1.8763,71,-0.8203,97,-0.2954,103,-0.2002,126,0.11066,93,-0.3616,159,0.47244,123,0.07755,177,0.65256,239,1.15227
ENSG00000144043,TEX261,112,2.47339,28,0.05654,14,-1.0063,30,0.15425,18,-0.5798,15,-0.8367,23,-0.2487,11,-1.3247,17,-0.7769,22,-0.2683,28,0.06613
ENSG00000124357,NAGK,112,1.21153,39,-0.4492,38,-0.5478,31,-0.8173,34,-0.6521,86,0.77961,53,0.00768,65,0.32103,42,-0.3695,53,-0.0097,54,0.02225
ENSG00000124383,MPHOSPH10,112,2.15617,19,-0.7734,14,-1.2326,12,-1.3822,24,-0.4219,14,-1.1665,28,-0.1817,32,0.05433,34,0.11774,43,0.48815,28,-0.1912
ENSG00000124374,PAIP2B,112,2.73185,57,1.41849,14,-0.8422,19,-0.2995,10,-1.2029,26,0.12355,7,-1.8196,13,-0.9498,8,-1.7045,9,-1.3539,12,-1.0375
ENSG00000075292,ZNF638,112,1.14434,53,-0.0515,33,-0.8287,50,-0.1574,54,-0.0287,42,-0.3963,43,-0.3775,75,0.49288,48,-0.2264,71,0.40351,53,-0.0699
ENSG00000003137,CYP26B1,112,1.95921,17,-1.0431,13,-1.5091,29,-0.2912,26,-0.4599,19,-0.8882,51,0.59984,1,-4.5728,10,-1.9040,121,2.11231,30,-0.2484
ENSG00000144036,EXOC6B,112,1.71092,27,-0.5856,34,-0.2638,16,-1.3507,28,-0.5183,36,-0.1498,44,0.16280,44,0.14263,27,-0.6513,48,0.29946,41,0.03603
ENSG00000135638,EMX1,112,3.20615,7,-1.5580,9,-1.1462,13,-0.6272,9,-1.0809,0,-6.4814,26,0.42893,8,-1.3181,21,0.15544,8,-1.2624,9,-1.1319
ENSG00000144040,SFXN5,112,0.05742,124,0.21956,158,0.67426,181,0.82955,180,0.82208,47,-1.2543,52,-1.1085,69,-0.6812,82,-0.4554,46,-1.2911,111,0.04348
ENSG00000135631,RAB11FIP5,112,1.46517,12,-2.0020,25,-0.9552,19,-1.3230,20,-1.2268,33,-0.4719,46,-0.0037,80,0.88736,67,0.68323,40,-0.1842,47,0.04063
ENSG00000272702,AC010913.1,112,2.82534,19,-0.2974,18,-0.3916,15,-0.5927,10,-1.2822,18,-0.3444,18,-0.3868,14,-0.7194,14,-0.7704,15,-0.5971,12,-1.0098
ENSG00000135632,SMYD5,112,2.65806,13,-0.9220,10,-1.3780,11,-1.2288,21,-0.2120,6,-2.0748,24,-0.0539,38,0.67407,18,-0.4679,20,-0.3186,18,-0.4773
ENSG00000135617,PRADC1,112,2.12508,22,-0.5695,21,-0.6748,27,-0.2293,16,-1.0428,18,-0.8473,37,0.24749,23,-0.5225,38,0.31153,27,-0.2469,14,-1.2478
ENSG00000135624,CCT7,112,-0.4314,125,-0.2619,90,-0.8164,130,-0.1991,94,-0.6914,172,0.23475,241,0.78030,205,0.51903,153,0.05439,194,0.43245,164,0.16412
ENSG00000163013,FBXO41,112,0.53422,76,-0.0655,74,-0.1244,76,-0.0726,92,0.21906,56,-0.5377,51,-0.6688,49,-0.7358,79,-0.0131,89,0.17956,128,0.75252
ENSG00000135625,EGR4,112,1.58535,4,-3.4707,21,-1.1118,5,-3.0435,14,-1.6174,0,-5.5798,111,1.57746,70,0.79343,62,0.66612,31,-0.5001,40,-0.1077
ENSG00000144034,TPRKB,112,2.36474,21,-0.4362,19,-0.6552,16,-0.8943,14,-1.0048,24,-0.2449,27,-0.0759,23,-0.3396,18,-0.7375,20,-0.4872,37,0.41826
ENSG00000124356,STAMBP,112,2.33197,36,0.35113,13,-1.2311,17,-0.7626,7,-2.0947,24,-0.2945,29,0.00951,29,0.02737,20,-0.5927,17,-0.7945,37,0.37919
ENSG00000114956,DGUOK,112,0.77955,49,-0.5169,50,-0.5219,46,-0.5992,72,0.08063,69,0.01824,93,0.48494,64,-0.0966,70,0.03907,72,0.08126,72,0.08683
ENSG00000163170,BOLA3,112,0.26742,82,-0.2110,78,-0.3050,133,0.54538,59,-0.7219,129,0.49533,77,-0.3149,124,0.43947,102,0.13359,51,-0.9252,97,0.04370
ENSG00000225439,BOLA3-AS1,112,2.80122,9,-1.4234,6,-1.9620,20,-0.2214,21,-0.1223,27,0.24328,10,-1.1876,14,-0.7027,16,-0.6280,33,0.55158,9,-1.3273
ENSG00000114978,MOB1A,112,2.55936,30,0.24937,13,-1.0808,21,-0.2795,32,0.33039,27,0.05871,17,-0.6162,13,-1.0031,8,-1.7914,15,-0.7765,25,-0.0479
ENSG00000204843,DCTN1,112,-1.4233,166,-0.8309,170,-0.8527,256,-0.1705,153,-0.9535,274,-0.0666,406,0.55650,452,0.73040,431,0.72920,355,0.33966,342,0.28387
ENSG00000005448,WDR54,112,1.72908,22,-0.8762,12,-1.7898,19,-1.1214,17,-1.2256,50,0.38107,59,0.62629,41,0.07643,34,-0.2630,50,0.37458,50,0.36842
ENSG00000115274,INO80B,112,2.08572,26,-0.3597,22,-0.6212,7,-2.2611,23,-0.5149,34,0.08144,45,0.51089,41,0.37680,19,-0.8621,22,-0.5891,30,-0.1120
ENSG00000239779,WBP1,112,0.68658,94,0.40791,72,-0.0155,79,0.13441,77,0.08978,97,0.46464,80,0.15036,43,-0.7924,50,-0.5979,34,-1.1398,82,0.19497
ENSG00000115275,MOGS,112,2.86687,14,-0.6589,10,-1.1945,5,-2.1720,5,-2.0608,20,-0.1312,17,-0.3729,23,0.01522,8,-1.5295,28,0.34246,28,0.36316
ENSG00000204822,MRPL53,112,3.47448,20,0.18175,9,-1.0738,3,-2.3284,11,-0.6702,17,-0.0487,9,-1.0268,12,-0.5632,6,-1.5097,7,-1.3733,6,-1.4919
ENSG00000115307,AUP1,112,0.94191,59,-0.0679,39,-0.7465,56,-0.1652,26,-1.2958,56,-0.1519,89,0.57782,73,0.25064,70,0.19972,53,-0.2403,64,0.04853
ENSG00000115317,HTRA2,112,1.74716,25,-0.6764,21,-1.0259,63,0.76668,23,-0.8154,32,-0.3086,41,0.06788,56,0.57655,33,-0.2600,23,-0.8182,25,-0.6742
ENSG00000135622,SEMA4F,112,1.77146,3,-3.4299,21,-0.9381,22,-0.8664,21,-0.9353,15,-1.4046,72,1.00624,44,0.21639,46,0.31744,34,-0.1669,41,0.11382
ENSG00000115350,POLE4,112,0.15056,132,0.41758,95,-0.1085,98,-0.0551,116,0.20978,103,0.01842,105,0.05014,103,0.02579,80,-0.3897,91,-0.1744,109,0.11188
ENSG00000115364,MRPL19,112,2.07005,37,0.18500,18,-0.9901,16,-1.0348,23,-0.5495,29,-0.2099,37,0.18626,26,-0.3430,23,-0.5925,26,-0.3644,40,0.30914
ENSG00000176204,LRRTM4,112,1.99539,8,-2.1004,11,-1.7870,17,-1.0795,37,0.12861,25,-0.4644,28,-0.3128,17,-1.0076,34,0.01566,42,0.31521,68,1.09630
ENSG00000066032,CTNNA2,112,-0.1505,66,-0.9521,110,-0.1877,182,0.62134,98,-0.3587,93,-0.4251,224,0.96322,125,0.02074,135,0.16429,97,-0.3686,113,-0.1352
ENSG00000162951,LRRTM1,112,0.27717,35,-1.4742,53,-0.9314,61,-0.6427,41,-1.2614,87,-0.1215,94,-0.0008,142,0.65759,179,1.18958,111,0.26708,72,-0.4009
ENSG00000163541,SUCLG1,112,0.28011,75,-0.3445,56,-0.8276,120,0.38827,75,-0.3355,105,0.17859,135,0.58109,111,0.27011,85,-0.1667,66,-0.5252,135,0.58087
ENSG00000034510,TMSB10,112,-4.8823,2466,-0.3353,3041,-0.0116,3563,0.23852,4520,0.62001,2401,-0.3767,7689,1.52240,2480,-0.3269,2488,-0.3478,2694,-0.1992,2824,-0.1259
ENSG00000176407,KCMF1,112,1.12065,49,-0.1909,48,-0.2657,59,0.09718,36,-0.6728,33,-0.7974,48,-0.2380,63,0.17975,60,0.12459,52,-0.1180,59,0.07974
ENSG00000152291,TGOLN2,112,0.11445,74,-0.5112,52,-1.1116,80,-0.3952,69,-0.6239,99,-0.0723,85,-0.3083,92,-0.1835,122,0.27467,195,1.02029,194,1.01090
ENSG00000042445,RETSAT,112,2.35714,20,-0.5641,16,-0.8812,26,-0.1519,23,-0.3442,5,-2.5945,28,-0.0170,21,-0.4400,21,-0.4964,35,0.31241,26,-0.1311
ENSG00000042493,CAPG,112,3.64642,27,0.79232,16,-0.0271,1,-3.7970,6,-1.5640,9,-0.9334,0,-5.2469,4,-2.0110,6,-1.5661,8,-1.1250,4,-2.0638
ENSG00000168906,MAT2A,112,0.81515,73,0.12590,38,-0.9210,64,-0.0650,68,0.01530,85,0.38103,45,-0.6079,75,0.17467,72,0.12041,47,-0.5326,82,0.32443
ENSG00000115486,GGCX,112,1.73703,37,-0.1085,17,-1.3643,33,-0.2761,17,-1.2535,55,0.52985,54,0.49975,27,-0.5498,40,0.04090,37,-0.0946,25,-0.6597
ENSG00000168899,VAMP5,112,2.72129,63,1.57838,24,-0.0152,32,0.47361,13,-0.9039,3,-2.7356,2,-3.3087,10,-1.2708,7,-1.7829,6,-1.8923,6,-1.9551
ENSG00000168894,RNF181,112,0.25243,144,0.66308,83,-0.2326,94,-0.0249,61,-0.6725,129,0.48511,129,0.48059,106,0.16978,84,-0.2048,60,-0.7133,68,-0.5241
ENSG00000168883,USP39,112,2.56063,10,-1.4222,14,-1.0144,21,-0.3004,19,-0.4783,11,-1.3095,29,0.21150,15,-0.7678,14,-0.9389,16,-0.6732,45,0.89756
ENSG00000115525,ST3GAL5,112,0.94396,43,-0.5751,46,-0.4932,54,-0.2185,30,-1.0903,34,-0.9142,62,0.00956,69,0.17347,107,0.98143,62,-0.0018,35,-0.8791
ENSG00000132300,PTCD3,112,1.67720,39,-0.0405,20,-1.1237,49,0.28287,31,-0.4249,52,0.39333,42,0.05551,35,-0.2245,30,-0.5104,36,-0.1706,32,-0.3830
ENSG00000132305,IMMT,112,0.57022,39,-1.0505,38,-1.1576,68,-0.2094,44,-0.8578,69,-0.1896,102,0.41829,82,0.08719,86,0.17940,138,0.91785,110,0.54318
ENSG00000132313,MRPL35,112,1.40771,40,-0.2344,34,-0.5549,47,0.01083,48,0.04251,31,-0.6216,49,0.07095,34,-0.4842,45,-0.0643,39,-0.2816,53,0.17123
ENSG00000068615,REEP1,112,-0.0768,42,-1.5295,62,-1.0240,108,-0.1226,54,-1.1635,172,0.61026,161,0.50128,183,0.70611,136,0.26010,133,0.20036,161,0.50038
ENSG00000115548,KDM3A,112,2.87649,10,-1.2208,7,-1.7095,14,-0.7186,11,-1.0824,16,-0.5317,24,0.13037,12,-0.9707,26,0.26751,13,-0.7944,12,-0.8970
ENSG00000115561,CHMP3,112,-0.0081,93,-0.2876,107,-0.0797,71,-0.7096,111,-0.0115,89,-0.3623,158,0.54038,104,-0.1239,167,0.70241,114,0.01901,61,-0.9353
ENSG00000239305,RNF103,112,1.52104,17,-1.3827,26,-0.8852,23,-0.9927,54,0.30197,63,0.54828,67,0.65686,20,-1.1606,46,0.06589,45,0.04346,31,-0.5633
ENSG00000153561,RMND5A,112,1.56453,35,-0.3336,22,-1.1067,26,-0.7621,24,-0.8957,72,0.80620,63,0.59043,26,-0.7798,49,0.23213,32,-0.4747,31,-0.5131
ENSG00000222041,CYTOR,112,2.32530,4,-2.7006,21,-0.5151,8,-1.9026,11,-1.4082,21,-0.4693,24,-0.2650,28,-0.0258,54,1.14489,5,-2.6368,11,-1.4116
ENSG00000172005,MAL,112,1.20231,270,2.92695,37,-0.6119,46,-0.2347,33,-0.7447,48,-0.1498,14,-1.9671,20,-1.4743,15,-1.9555,22,-1.3224,24,-1.2223
