OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,30,Astro.1_AA_up,0.05,16,Ast_down,,Mathys_reg
0,1,0,36,Astro.1_AA_up,0.05,16,Ast_up,,Mathys_reg
0,1,0,496,Astro.1_AA_up,0.05,16,Ex_down,,Mathys_reg
0,1,0,162,Astro.1_AA_up,0.05,16,Ex_up,,Mathys_reg
0,1,0,43,Astro.1_AA_up,0.05,16,In_down,,Mathys_reg
0,1,0,2,Astro.1_AA_up,0.05,16,In_up,,Mathys_reg
0,1,0,12,Astro.1_AA_up,0.05,16,Mic_down,,Mathys_reg
0,1,0,19,Astro.1_AA_up,0.05,16,Mic_up,,Mathys_reg
0,1,0,67,Astro.1_AA_up,0.05,16,Oli_down,,Mathys_reg
12.136536175368832,0.08469979668609129,1,93,Astro.1_AA_up,0.05,16,Oli_up,SLC6A15,Mathys_reg
0,1,0,17,Astro.1_AA_up,0.05,16,Opc_down,,Mathys_reg
0,1,0,9,Astro.1_AA_up,0.05,16,Opc_up,,Mathys_reg
0,1,0,30,Astro.1_AA_down,0.05,3,Ast_down,,Mathys_reg
0,1,0,36,Astro.1_AA_down,0.05,3,Ast_up,,Mathys_reg
0,1,0,496,Astro.1_AA_down,0.05,3,Ex_down,,Mathys_reg
0,1,0,162,Astro.1_AA_down,0.05,3,Ex_up,,Mathys_reg
0,1,0,43,Astro.1_AA_down,0.05,3,In_down,,Mathys_reg
0,1,0,2,Astro.1_AA_down,0.05,3,In_up,,Mathys_reg
0,1,0,12,Astro.1_AA_down,0.05,3,Mic_down,,Mathys_reg
0,1,0,19,Astro.1_AA_down,0.05,3,Mic_up,,Mathys_reg
0,1,0,67,Astro.1_AA_down,0.05,3,Oli_down,,Mathys_reg
0,1,0,93,Astro.1_AA_down,0.05,3,Oli_up,,Mathys_reg
0,1,0,17,Astro.1_AA_down,0.05,3,Opc_down,,Mathys_reg
0,1,0,9,Astro.1_AA_down,0.05,3,Opc_up,,Mathys_reg
0,1,0,30,Astro.1_EA_up,0.05,0,Ast_down,,Mathys_reg
0,1,0,36,Astro.1_EA_up,0.05,0,Ast_up,,Mathys_reg
0,1,0,496,Astro.1_EA_up,0.05,0,Ex_down,,Mathys_reg
0,1,0,162,Astro.1_EA_up,0.05,0,Ex_up,,Mathys_reg
0,1,0,43,Astro.1_EA_up,0.05,0,In_down,,Mathys_reg
0,1,0,2,Astro.1_EA_up,0.05,0,In_up,,Mathys_reg
0,1,0,12,Astro.1_EA_up,0.05,0,Mic_down,,Mathys_reg
0,1,0,19,Astro.1_EA_up,0.05,0,Mic_up,,Mathys_reg
0,1,0,67,Astro.1_EA_up,0.05,0,Oli_down,,Mathys_reg
0,1,0,93,Astro.1_EA_up,0.05,0,Oli_up,,Mathys_reg
0,1,0,17,Astro.1_EA_up,0.05,0,Opc_down,,Mathys_reg
0,1,0,9,Astro.1_EA_up,0.05,0,Opc_up,,Mathys_reg
0,1,0,30,Astro.1_EA_down,0.05,2,Ast_down,,Mathys_reg
