OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,66,Astro.1_AA_up,0.05,16,Ast,,Mathys
0,1,0,658,Astro.1_AA_up,0.05,16,Ex,,Mathys
0,1,0,45,Astro.1_AA_up,0.05,16,In,,Mathys
0,1,0,31,Astro.1_AA_up,0.05,16,Mic,,Mathys
6.995277460149443,0.1414997334274154,1,160,Astro.1_AA_up,0.05,16,Oli,SLC6A15,Mathys
0,1,0,26,Astro.1_AA_up,0.05,16,Opc,,Mathys
0,1,0,66,Astro.1_AA_down,0.05,3,Ast,,Mathys
0,1,0,658,Astro.1_AA_down,0.05,3,Ex,,Mathys
0,1,0,45,Astro.1_AA_down,0.05,3,In,,Mathys
0,1,0,31,Astro.1_AA_down,0.05,3,Mic,,Mathys
0,1,0,160,Astro.1_AA_down,0.05,3,Oli,,Mathys
0,1,0,26,Astro.1_AA_down,0.05,3,Opc,,Mathys
0,1,0,66,Astro.1_EA_up,0.05,0,Ast,,Mathys
0,1,0,658,Astro.1_EA_up,0.05,0,Ex,,Mathys
0,1,0,45,Astro.1_EA_up,0.05,0,In,,Mathys
0,1,0,31,Astro.1_EA_up,0.05,0,Mic,,Mathys
0,1,0,160,Astro.1_EA_up,0.05,0,Oli,,Mathys
0,1,0,26,Astro.1_EA_up,0.05,0,Opc,,Mathys
0,1,0,66,Astro.1_EA_down,0.05,2,Ast,,Mathys
0,1,0,658,Astro.1_EA_down,0.05,2,Ex,,Mathys
0,1,0,45,Astro.1_EA_down,0.05,2,In,,Mathys
0,1,0,31,Astro.1_EA_down,0.05,2,Mic,,Mathys
0,1,0,160,Astro.1_EA_down,0.05,2,Oli,,Mathys
0,1,0,26,Astro.1_EA_down,0.05,2,Opc,,Mathys
0,1,0,64,Astro.2_AA_up,0.05,0,Ast,,Mathys
0,1,0,478,Astro.2_AA_up,0.05,0,Ex,,Mathys
0,1,0,32,Astro.2_AA_up,0.05,0,In,,Mathys
0,1,0,26,Astro.2_AA_up,0.05,0,Mic,,Mathys
0,1,0,135,Astro.2_AA_up,0.05,0,Oli,,Mathys
0,1,0,21,Astro.2_AA_up,0.05,0,Opc,,Mathys
0,1,0,64,Astro.2_AA_down,0.05,2,Ast,,Mathys
0,1,0,478,Astro.2_AA_down,0.05,2,Ex,,Mathys
0,1,0,32,Astro.2_AA_down,0.05,2,In,,Mathys
