OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,49,Astro.1_AA_up,0.05,16,Ast,,Mathys_early
0,1,0,1022,Astro.1_AA_up,0.05,16,Ex,,Mathys_early
0,1,0,180,Astro.1_AA_up,0.05,16,In,,Mathys_early
0,1,0,7,Astro.1_AA_up,0.05,16,Mic,,Mathys_early
12.136536175368832,0.08469979668609129,1,93,Astro.1_AA_up,0.05,16,Oli,SLC6A15,Mathys_early
0,1,0,18,Astro.1_AA_up,0.05,16,Opc,,Mathys_early
0,1,0,49,Astro.1_AA_down,0.05,3,Ast,,Mathys_early
0,1,0,1022,Astro.1_AA_down,0.05,3,Ex,,Mathys_early
0,1,0,180,Astro.1_AA_down,0.05,3,In,,Mathys_early
0,1,0,7,Astro.1_AA_down,0.05,3,Mic,,Mathys_early
0,1,0,93,Astro.1_AA_down,0.05,3,Oli,,Mathys_early
0,1,0,18,Astro.1_AA_down,0.05,3,Opc,,Mathys_early
0,1,0,49,Astro.1_EA_up,0.05,0,Ast,,Mathys_early
0,1,0,1022,Astro.1_EA_up,0.05,0,Ex,,Mathys_early
0,1,0,180,Astro.1_EA_up,0.05,0,In,,Mathys_early
0,1,0,7,Astro.1_EA_up,0.05,0,Mic,,Mathys_early
0,1,0,93,Astro.1_EA_up,0.05,0,Oli,,Mathys_early
0,1,0,18,Astro.1_EA_up,0.05,0,Opc,,Mathys_early
0,1,0,49,Astro.1_EA_down,0.05,2,Ast,,Mathys_early
0,1,0,1022,Astro.1_EA_down,0.05,2,Ex,,Mathys_early
0,1,0,180,Astro.1_EA_down,0.05,2,In,,Mathys_early
0,1,0,7,Astro.1_EA_down,0.05,2,Mic,,Mathys_early
0,1,0,93,Astro.1_EA_down,0.05,2,Oli,,Mathys_early
0,1,0,18,Astro.1_EA_down,0.05,2,Opc,,Mathys_early
0,1,0,48,Astro.2_AA_up,0.05,0,Ast,,Mathys_early
0,1,0,708,Astro.2_AA_up,0.05,0,Ex,,Mathys_early
0,1,0,146,Astro.2_AA_up,0.05,0,In,,Mathys_early
0,1,0,6,Astro.2_AA_up,0.05,0,Mic,,Mathys_early
0,1,0,76,Astro.2_AA_up,0.05,0,Oli,,Mathys_early
0,1,0,16,Astro.2_AA_up,0.05,0,Opc,,Mathys_early
0,1,0,48,Astro.2_AA_down,0.05,2,Ast,,Mathys_early
0,1,0,708,Astro.2_AA_down,0.05,2,Ex,,Mathys_early
0,1,0,146,Astro.2_AA_down,0.05,2,In,,Mathys_early
0,1,0,6,Astro.2_AA_down,0.05,2,Mic,,Mathys_early
0,1,0,76,Astro.2_AA_down,0.05,2,Oli,,Mathys_early
0,1,0,16,Astro.2_AA_down,0.05,2,Opc,,Mathys_early
0,1,0,48,Astro.2_EA_up,0.05,0,Ast,,Mathys_early
0,1,0,708,Astro.2_EA_up,0.05,0,Ex,,Mathys_early
0,1,0,146,Astro.2_EA_up,0.05,0,In,,Mathys_early
0,1,0,6,Astro.2_EA_up,0.05,0,Mic,,Mathys_early
0,1,0,76,Astro.2_EA_up,0.05,0,Oli,,Mathys_early
0,1,0,16,Astro.2_EA_up,0.05,0,Opc,,Mathys_early
0,1,0,48,Astro.2_EA_down,0.05,0,Ast,,Mathys_early
0,1,0,708,Astro.2_EA_down,0.05,0,Ex,,Mathys_early
0,1,0,146,Astro.2_EA_down,0.05,0,In,,Mathys_early
0,1,0,6,Astro.2_EA_down,0.05,0,Mic,,Mathys_early
0,1,0,76,Astro.2_EA_down,0.05,0,Oli,,Mathys_early
0,1,0,16,Astro.2_EA_down,0.05,0,Opc,,Mathys_early
0,1,0,47,Astro.3_AA_up,0.05,1,Ast,,Mathys_early
0,1,0,755,Astro.3_AA_up,0.05,1,Ex,,Mathys_early
0,1,0,150,Astro.3_AA_up,0.05,1,In,,Mathys_early
0,1,0,6,Astro.3_AA_up,0.05,1,Mic,,Mathys_early
0,1,0,84,Astro.3_AA_up,0.05,1,Oli,,Mathys_early
