OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
0,1,0,28,Astro.1_AA_up,0.05,16,Ast_down,,Mathys_early_reg
0,1,0,21,Astro.1_AA_up,0.05,16,Ast_up,,Mathys_early_reg
0,1,0,838,Astro.1_AA_up,0.05,16,Ex_down,,Mathys_early_reg
0,1,0,184,Astro.1_AA_up,0.05,16,Ex_up,,Mathys_early_reg
0,1,0,172,Astro.1_AA_up,0.05,16,In_down,,Mathys_early_reg
0,1,0,8,Astro.1_AA_up,0.05,16,In_up,,Mathys_early_reg
0,1,0,3,Astro.1_AA_up,0.05,16,Mic_down,,Mathys_early_reg
0,1,0,4,Astro.1_AA_up,0.05,16,Mic_up,,Mathys_early_reg
0,1,0,50,Astro.1_AA_up,0.05,16,Oli_down,,Mathys_early_reg
26.656065944210024,0.04003647005625266,1,43,Astro.1_AA_up,0.05,16,Oli_up,SLC6A15,Mathys_early_reg
0,1,0,15,Astro.1_AA_up,0.05,16,Opc_down,,Mathys_early_reg
0,1,0,3,Astro.1_AA_up,0.05,16,Opc_up,,Mathys_early_reg
0,1,0,28,Astro.1_AA_down,0.05,3,Ast_down,,Mathys_early_reg
0,1,0,21,Astro.1_AA_down,0.05,3,Ast_up,,Mathys_early_reg
0,1,0,838,Astro.1_AA_down,0.05,3,Ex_down,,Mathys_early_reg
0,1,0,184,Astro.1_AA_down,0.05,3,Ex_up,,Mathys_early_reg
0,1,0,172,Astro.1_AA_down,0.05,3,In_down,,Mathys_early_reg
0,1,0,8,Astro.1_AA_down,0.05,3,In_up,,Mathys_early_reg
0,1,0,3,Astro.1_AA_down,0.05,3,Mic_down,,Mathys_early_reg
0,1,0,4,Astro.1_AA_down,0.05,3,Mic_up,,Mathys_early_reg
0,1,0,50,Astro.1_AA_down,0.05,3,Oli_down,,Mathys_early_reg
0,1,0,43,Astro.1_AA_down,0.05,3,Oli_up,,Mathys_early_reg
0,1,0,15,Astro.1_AA_down,0.05,3,Opc_down,,Mathys_early_reg
0,1,0,3,Astro.1_AA_down,0.05,3,Opc_up,,Mathys_early_reg
0,1,0,28,Astro.1_EA_up,0.05,0,Ast_down,,Mathys_early_reg
0,1,0,21,Astro.1_EA_up,0.05,0,Ast_up,,Mathys_early_reg
0,1,0,838,Astro.1_EA_up,0.05,0,Ex_down,,Mathys_early_reg
0,1,0,184,Astro.1_EA_up,0.05,0,Ex_up,,Mathys_early_reg
0,1,0,172,Astro.1_EA_up,0.05,0,In_down,,Mathys_early_reg
0,1,0,8,Astro.1_EA_up,0.05,0,In_up,,Mathys_early_reg
0,1,0,3,Astro.1_EA_up,0.05,0,Mic_down,,Mathys_early_reg
0,1,0,4,Astro.1_EA_up,0.05,0,Mic_up,,Mathys_early_reg
0,1,0,50,Astro.1_EA_up,0.05,0,Oli_down,,Mathys_early_reg
0,1,0,43,Astro.1_EA_up,0.05,0,Oli_up,,Mathys_early_reg
0,1,0,15,Astro.1_EA_up,0.05,0,Opc_down,,Mathys_early_reg
0,1,0,3,Astro.1_EA_up,0.05,0,Opc_up,,Mathys_early_reg
0,1,0,28,Astro.1_EA_down,0.05,2,Ast_down,,Mathys_early_reg
0,1,0,21,Astro.1_EA_down,0.05,2,Ast_up,,Mathys_early_reg
0,1,0,838,Astro.1_EA_down,0.05,2,Ex_down,,Mathys_early_reg
0,1,0,184,Astro.1_EA_down,0.05,2,Ex_up,,Mathys_early_reg
0,1,0,172,Astro.1_EA_down,0.05,2,In_down,,Mathys_early_reg
0,1,0,8,Astro.1_EA_down,0.05,2,In_up,,Mathys_early_reg
0,1,0,3,Astro.1_EA_down,0.05,2,Mic_down,,Mathys_early_reg
0,1,0,4,Astro.1_EA_down,0.05,2,Mic_up,,Mathys_early_reg
