OR,Pval,NumSig,SetSize,test,fdr_cut,DEG_n,ID,common_genes,gene_set
5.481054258671146,0.011344208387647008,4,970,Astro.1_AA_up,0.05,16,E34_E33_AD_down,"KCNH1, MEIS3, RGS7BP, CACNG3",Blanchard
0.5255475441449906,0.8520595041706215,1,1898,Astro.1_AA_up,0.05,16,E34_E33_AD_up,SLC6A15,Blanchard
1.3780907324489449,0.4086543846926921,3,2420,Astro.1_AA_up,0.05,16,E34_E33_noAD_down,"KCNC2, MEIS3, CACNG8",Blanchard
0.36690741969174906,0.9827248348838464,4,8025,Astro.1_AA_up,0.05,16,E34_E33_noAD_up,"SIDT2, KCNH1, SLC6A15, TSPYL4",Blanchard
2.72622820069251,0.06673083588841915,5,2412,Astro.1_AA_up,0.05,16,E4+_E33_ALL_down,"KCNC2, KCNH1, RGS7BP, CACNG3, CACNG8",Blanchard
0.28920338501084664,0.9924242390393765,3,7482,Astro.1_AA_up,0.05,16,E4+_E33_ALL_up,"SIDT2, SLC6A15, TSPYL4",Blanchard
2.5396057542012755,0.33987139938556643,1,432,Astro.1_AA_up,0.05,16,ipsc_down,NXPH1,Blanchard
3.570009019124895,0.06945149839348523,3,1026,Astro.1_AA_up,0.05,16,ipsc_up,"KCNH1, ELAVL2, SLC6A15",Blanchard
11.360819788717638,9.260581182430554e-4,4,484,Astro.1_AA_up,0.05,16,Nebula_down,"PLPPR4, MEIS3, RGS7BP, CACNG3",Blanchard
0,1,0,807,Astro.1_AA_up,0.05,16,Nebula_up,,Blanchard
8.200528244278745,0.1628037504304578,1,970,Astro.1_AA_down,0.05,3,E34_E33_AD_down,PNLDC1,Blanchard
0,1,0,1898,Astro.1_AA_down,0.05,3,E34_E33_AD_up,,Blanchard
0,1,0,2420,Astro.1_AA_down,0.05,3,E34_E33_noAD_down,,Blanchard
2.203301599121651,0.463786657056951,2,8025,Astro.1_AA_down,0.05,3,E34_E33_noAD_up,"TCTN1, PNLDC1",Blanchard
2.9955793173961043,0.3707289974002571,1,2412,Astro.1_AA_down,0.05,3,E4+_E33_ALL_down,TCTN1,Blanchard
0.6271399498895165,0.8277625028560879,1,7482,Astro.1_AA_down,0.05,3,E4+_E33_ALL_up,PNLDC1,Blanchard
0,1,0,432,Astro.1_AA_down,0.05,3,ipsc_down,,Blanchard
0,1,0,1026,Astro.1_AA_down,0.05,3,ipsc_up,,Blanchard
0,1,0,484,Astro.1_AA_down,0.05,3,Nebula_down,,Blanchard
9.95803288904884,0.13678454732423573,1,807,Astro.1_AA_down,0.05,3,Nebula_up,PNLDC1,Blanchard
0,1,0,970,Astro.1_EA_up,0.05,0,E34_E33_AD_down,,Blanchard
0,1,0,1898,Astro.1_EA_up,0.05,0,E34_E33_AD_up,,Blanchard
0,1,0,2420,Astro.1_EA_up,0.05,0,E34_E33_noAD_down,,Blanchard
0,1,0,8025,Astro.1_EA_up,0.05,0,E34_E33_noAD_up,,Blanchard
0,1,0,2412,Astro.1_EA_up,0.05,0,E4+_E33_ALL_down,,Blanchard
0,1,0,7482,Astro.1_EA_up,0.05,0,E4+_E33_ALL_up,,Blanchard
0,1,0,432,Astro.1_EA_up,0.05,0,ipsc_down,,Blanchard
0,1,0,1026,Astro.1_EA_up,0.05,0,ipsc_up,,Blanchard
0,1,0,484,Astro.1_EA_up,0.05,0,Nebula_down,,Blanchard
0,1,0,807,Astro.1_EA_up,0.05,0,Nebula_up,,Blanchard
0,1,0,970,Astro.1_EA_down,0.05,2,E34_E33_AD_down,,Blanchard
0,1,0,1898,Astro.1_EA_down,0.05,2,E34_E33_AD_up,,Blanchard
0,1,0,2420,Astro.1_EA_down,0.05,2,E34_E33_noAD_down,,Blanchard
1.1015508237487746,0.7252715001751522,1,8025,Astro.1_EA_down,0.05,2,E34_E33_noAD_up,GOLGA6L10,Blanchard
