Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to13,Feature log2 fold change topic 10to13
ENSG00000150471,ADGRL3,112,0.79678,52,-0.4187,53,-0.4756,47,-0.5689,84,0.37284,72,0.14103
ENSG00000145242,EPHA5,112,0.84885,27,-1.3397,33,-1.2529,56,-0.2345,99,0.73110,82,0.47874
ENSG00000033178,UBA6,112,2.45336,32,0.24750,14,-1.2173,8,-1.6949,15,-0.9530,29,0.11664
ENSG00000083896,YTHDC1,112,1.41772,62,0.43973,45,-0.0841,36,-0.4122,29,-0.7765,40,-0.2939
ENSG00000132467,UTP3,112,2.10745,17,-0.9245,17,-1.1647,41,0.39062,27,-0.3010,31,-0.0442
ENSG00000018189,RUFY3,112,-0.6723,121,-0.5481,124,-0.6527,136,-0.3725,251,0.66064,221,0.53836
ENSG00000132463,GRSF1,112,0.07737,77,-0.4946,87,-0.3917,57,-0.9392,159,0.71685,117,0.20384
ENSG00000173542,MOB1B,112,1.11512,23,-1.3224,33,-0.9891,45,-0.3443,46,-0.3175,81,0.83950
ENSG00000156136,DCK,112,1.62271,21,-1.0121,25,-0.9648,46,0.14072,37,-0.2047,48,0.27823
ENSG00000080493,SLC4A4,112,1.32203,69,0.52545,75,0.97632,43,-0.2251,7,-3.0274,26,-1.1629
ENSG00000163626,COX18,112,3.20411,8,-1.3177,9,-1.3438,9,-1.1292,8,-1.3775,18,-0.1772
ENSG00000132466,ANKRD17,112,0.88858,49,-0.4116,47,-0.5948,58,-0.1424,48,-0.4686,82,0.54695
ENSG00000169116,PARM1,112,1.34175,8,-2.5670,30,-0.9435,6,-2.9896,102,1.37072,47,-0.0950
ENSG00000163743,RCHY1,112,1.47740,22,-1.0530,30,-0.8110,56,0.31780,51,0.20496,45,-0.0280
ENSG00000138769,CDKL2,112,2.75615,7,-1.6782,12,-1.1904,23,-0.0402,14,-0.8262,22,-0.1680
ENSG00000138757,G3BP2,112,-0.9724,106,-1.0525,168,-0.4601,154,-0.4851,328,0.78796,262,0.47186
ENSG00000138768,USO1,112,1.03444,30,-1.0317,36,-0.9135,60,0.02909,70,0.29770,69,0.35919
ENSG00000198301,SDAD1,112,2.06430,16,-1.0919,17,-1.2175,1,-4.5048,48,0.65397,34,0.06493
ENSG00000138760,SCARB2,112,0.69721,149,1.17582,50,-0.7185,109,0.65528,52,-0.5295,66,-0.1784
ENSG00000138758,SEPTIN11,112,-0.1063,93,-0.3806,96,-0.4448,112,-0.1085,150,0.39455,139,0.32225
ENSG00000118816,CCNI,112,-1.1633,307,0.38820,246,0.05088,304,0.37338,296,0.36511,205,-0.3140
ENSG00000138764,CCNG2,112,1.93241,20,-0.8172,23,-0.8342,32,-0.1416,28,-0.4018,37,0.10088
ENSG00000138767,CNOT6L,112,3.18075,29,0.62207,9,-1.3687,4,-2.3780,4,-2.4720,17,-0.3272
ENSG00000169288,MRPL1,112,1.05861,33,-0.8480,50,-0.2849,67,0.23379,62,0.11808,54,-0.1463
ENSG00000138759,FRAS1,112,3.29594,5,-1.8797,8,-1.5426,7,-1.4492,15,-0.4012,15,-0.4554
ENSG00000138756,BMP2K,112,3.27915,18,-0.1016,14,-0.5359,9,-1.0955,8,-1.3870,9,-1.4065
ENSG00000163291,PAQR3,112,2.37517,17,-0.7263,16,-1.0478,27,-0.0365,27,-0.0560,23,-0.4206
ENSG00000152784,PRDM8,112,0.96891,13,-2.2920,33,-1.1668,0,-7.0726,146,1.66977,62,0.02026
ENSG00000138670,RASGEF1B,112,2.47815,0,-8.8927,9,-1.9295,0,-6.6256,34,0.41754,33,0.47598
ENSG00000273156,AC124016.2,112,2.70146,5,-2.1249,14,-0.9941,9,-1.4075,14,-0.8548,25,0.11883
ENSG00000138668,HNRNPD,112,0.28753,108,0.23274,88,-0.1130,68,-0.4714,91,-0.0419,97,0.08528
ENSG00000152795,HNRNPDL,112,-0.8286,188,-0.0290,134,-0.7018,177,-0.1262,280,0.66730,231,0.40263
ENSG00000145293,ENOPH1,112,-0.0061,94,-0.2777,84,-0.5671,116,0.05285,174,0.78659,113,0.01549
ENSG00000249242,TMEM150C,112,1.44432,16,-1.5516,22,-1.3488,25,-0.9377,55,0.30510,62,0.66755
ENSG00000145284,SCD5,112,-1.7818,477,0.42812,371,0.03861,493,0.47840,332,-0.1537,376,0.06651
ENSG00000138674,SEC31A,112,1.24472,24,-1.1430,31,-0.9410,76,0.59482,56,0.13998,56,0.16165
ENSG00000251022,THAP9-AS1,112,2.69288,11,-1.1926,14,-1.0218,32,0.41993,22,-0.1490,15,-0.8855
ENSG00000138663,COPS4,112,0.27485,59,-0.6976,71,-0.5477,114,0.30586,117,0.38200,104,0.22227
ENSG00000163319,MRPS18C,112,0.30888,78,-0.2484,85,-0.1509,120,0.42429,108,0.27896,82,-0.2380
ENSG00000163624,CDS1,112,1.29880,19,-1.4206,31,-0.9120,46,-0.1367,68,0.51699,54,0.15928
ENSG00000163625,WDFY3,112,1.28681,43,-0.2419,28,-1.0971,44,-0.2255,49,-0.0621,62,0.45340
ENSG00000180769,WDFY3-AS2,112,3.55757,26,0.67405,10,-0.9050,0,-4.7761,8,-1.1556,6,-1.7447
ENSG00000109339,MAPK10,112,-0.6260,92,-0.9118,133,-0.4559,72,-1.2738,237,0.61038,225,0.65108
ENSG00000163629,PTPN13,112,3.70852,15,-0.0972,7,-1.3547,0,-6.2189,14,-0.1770,6,-1.7234
ENSG00000172493,AFF1,112,3.42904,14,-0.3042,11,-0.8303,2,-3.1786,10,-0.9335,9,-1.1406
ENSG00000145332,KLHL8,112,2.78013,8,-1.5579,8,-1.7831,0,-6.7375,31,0.51232,22,-0.1404
ENSG00000198189,HSD17B11,112,2.16716,33,0.07892,17,-1.0842,23,-0.4896,31,0.01681,26,-0.3236
ENSG00000170502,NUDT9,112,1.45498,30,-0.6381,32,-0.7181,22,-1.1332,57,0.37371,48,0.10389
ENSG00000152583,SPARCL1,112,-3.6099,1538,0.29921,1498,0.35393,873,-0.5811,2011,0.82136,1001,-0.4769
ENSG00000118785,SPP1,112,0.55694,534,3.70502,40,-1.2500,54,-0.5837,14,-2.6561,33,-1.5490
ENSG00000118777,ABCG2,112,3.22098,38,1.08277,19,-0.0273,2,-3.0579,1,-3.6091,5,-2.2685
ENSG00000163644,PPM1K,112,0.48905,113,0.51371,57,-0.6957,169,1.17423,64,-0.4169,79,-0.0835
ENSG00000138642,HERC6,112,2.94938,7,-1.5946,6,-2.0566,25,0.25271,17,-0.4199,19,-0.2281
ENSG00000145337,PYURF,112,0.20580,103,0.08014,79,-0.4290,114,0.23312,124,0.40870,95,-0.0556
ENSG00000138641,HERC3,112,2.08624,10,-1.7389,14,-1.4619,70,1.23741,34,0.08524,26,-0.4193
ENSG00000177432,NAP1L5,112,-0.8345,91,-1.1391,156,-0.4161,339,0.90497,275,0.62456,197,0.04995
ENSG00000138640,FAM13A,112,2.72401,4,-2.3826,13,-1.0564,6,-2.0634,24,0.01706,21,-0.2057
ENSG00000145335,SNCA,112,-1.7327,196,-0.8936,345,-0.0433,407,0.22656,503,0.63172,369,0.09995
ENSG00000163104,SMARCAD1,112,3.32371,17,-0.0850,5,-2.1526,5,-1.8544,16,-0.1945,13,-0.6408
ENSG00000163110,PDLIM5,112,2.25892,52,0.89301,34,0.30004,48,0.75418,0,-6.2158,9,-1.9759
ENSG00000138696,BMPR1B,112,3.08627,26,0.38440,15,-0.5626,0,-6.1337,15,-0.5309,9,-1.4110
ENSG00000138698,RAP1GDS1,112,-0.7746,99,-0.9543,124,-0.7697,241,0.41538,281,0.74153,224,0.41692
ENSG00000168785,TSPAN5,112,0.07849,56,-0.9680,65,-0.9405,114,0.10543,177,0.92413,121,0.28604
ENSG00000151247,EIF4E,112,0.38131,41,-1.1603,72,-0.3987,74,-0.2593,101,0.24282,106,0.41363
ENSG00000164024,METAP1,112,2.25373,12,-1.2953,13,-1.4434,5,-2.5551,50,0.93806,26,-0.2653
ENSG00000197894,ADH5,112,0.80314,66,-0.0372,52,-0.5092,124,0.97290,75,0.17947,54,-0.4253
ENSG00000109270,LAMTOR3,112,1.01687,29,-1.0769,41,-0.6977,88,0.61881,66,0.17667,61,0.07383
ENSG00000164031,DNAJB14,112,0.76623,40,-0.8209,62,-0.2233,56,-0.3211,45,-0.6861,88,0.53078
ENSG00000164032,H2AFZ,112,-0.6626,114,-0.6295,134,-0.4943,162,-0.0949,282,0.89234,187,0.17639
ENSG00000138814,PPP3CA,112,-1.6114,164,-1.0443,242,-0.5779,168,-1.0081,363,0.19240,521,1.13171
ENSG00000254531,AP001816.1,112,2.62555,14,-0.8365,18,-0.6511,30,0.29237,24,-0.0847,12,-1.2629
ENSG00000109332,UBE2D3,112,-0.4336,145,-0.0307,131,-0.2416,151,0.03091,167,0.20305,164,0.22409
ENSG00000145354,CISD2,112,0.68484,49,-0.5868,52,-0.6612,91,0.35130,88,0.33216,77,0.13231
ENSG00000164038,SLC9B2,112,2.83891,7,-1.6645,13,-0.9581,14,-0.6868,21,-0.1066,16,-0.6476
ENSG00000164039,BDH2,112,2.66623,64,1.57552,22,-0.1969,17,-0.5744,4,-2.6114,7,-2.1023
ENSG00000168772,CXXC4,112,1.69369,18,-1.2302,22,-1.0982,73,0.96023,49,0.35206,33,-0.3875
ENSG00000138777,PPA2,112,1.32404,39,-0.3831,42,-0.3162,68,0.49552,63,0.42963,32,-0.8083
ENSG00000145348,TBCK,112,2.52730,16,-0.7757,18,-0.7371,30,0.19451,13,-1.1396,22,-0.3747
ENSG00000164022,AIMP1,112,2.24016,42,0.51284,17,-1.0555,23,-0.3920,19,-0.7200,27,-0.2216
ENSG00000138801,PAPSS1,112,0.35209,74,-0.2809,52,-1.0080,111,0.33618,120,0.52025,104,0.31891
ENSG00000138796,HADH,112,2.19912,18,-0.7717,24,-0.5001,16,-0.9902,21,-0.6445,29,-0.0998
ENSG00000109475,RPL34,112,-3.6436,2907,1.31431,1653,0.52849,1397,0.10977,1058,-0.3478,946,-0.6262
ENSG00000198856,OSTC,112,1.51651,33,-0.4401,26,-0.9994,60,0.47162,53,0.31388,40,-0.1940
ENSG00000164089,ETNPPL,112,0.18097,158,0.73679,180,1.48377,116,0.23880,25,-2.1617,35,-1.8612
ENSG00000138802,SEC24B,112,2.13913,21,-0.5942,13,-1.5228,53,0.83176,40,0.40322,23,-0.6374
ENSG00000123739,PLA2G12A,112,1.40900,55,0.25449,31,-0.7885,41,-0.2205,52,0.17251,44,-0.1434
ENSG00000109534,GAR1,112,2.96450,18,-0.2949,5,-2.2739,36,0.82377,15,-0.5416,15,-0.6682
ENSG00000170522,ELOVL6,112,2.20588,14,-1.1846,20,-0.8408,30,-0.0343,27,-0.2308,28,-0.2017
ENSG00000138660,AP1AR,112,1.49356,22,-1.0748,29,-0.8155,29,-0.6510,49,0.15827,51,0.28446
ENSG00000174720,LARP7,112,1.68620,69,0.86050,33,-0.4029,9,-2.1836,34,-0.2767,34,-0.3613
ENSG00000145362,ANK2,112,-1.6701,232,-0.5753,337,-0.0028,326,-0.0539,317,-0.1054,434,0.55707
ENSG00000145349,CAMK2D,112,-0.7992,67,-1.5616,140,-0.5836,128,-0.5930,327,0.99903,232,0.45895
ENSG00000174607,UGT8,112,2.49840,136,2.94408,8,-1.9636,37,0.50511,2,-3.5398,5,-2.6603
ENSG00000269893,SNHG8,112,-0.1884,156,0.33258,131,0.07733,91,-0.5072,146,0.25178,116,-0.1619
ENSG00000172403,SYNPO2,112,2.94461,34,0.69930,6,-2.2062,3,-2.7268,1,-4.2552,27,0.46540
ENSG00000164096,C4orf3,112,-0.4777,197,0.40910,166,0.18433,167,0.13952,140,-0.1443,140,-0.1711
ENSG00000164111,ANXA5,112,2.45221,93,2.07953,20,-0.5559,14,-1.0196,8,-1.8425,9,-1.8994
ENSG00000164112,TMEM155,112,1.26553,44,-0.2494,34,-0.7646,29,-0.8628,27,-1.0181,72,0.78701
ENSG00000123737,EXOSC9,112,2.99492,13,-0.7084,7,-1.8852,13,-0.7301,18,-0.3029,18,-0.2749
ENSG00000138686,BBS7,112,1.63241,22,-0.9882,27,-0.8254,13,-1.6804,57,0.54554,43,0.07449
ENSG00000138688,KIAA1109,112,0.77859,61,-0.1820,52,-0.5467,29,-1.3123,90,0.46642,76,0.21288
ENSG00000138685,FGF2,112,3.26867,22,0.25273,22,0.29992,9,-1.0409,1,-3.5297,3,-2.9000
ENSG00000151458,ANKRD50,112,2.01001,11,-1.6325,18,-1.1887,22,-0.6374,37,0.16372,37,0.20854
ENSG00000164066,INTU,112,3.20730,7,-1.4501,10,-1.2574,1,-3.9729,7,-1.6539,20,0.07459
ENSG00000164070,HSPA4L,112,1.04145,25,-1.2595,48,-0.4053,60,0.04366,59,0.02453,63,0.17113
ENSG00000164073,MFSD8,112,3.05692,6,-1.8397,8,-1.5766,10,-1.0269,20,-0.0751,17,-0.4028
ENSG00000138709,LARP1B,112,2.77774,25,0.11341,14,-0.9324,10,-1.2923,24,0.06524,13,-1.0970
ENSG00000164040,PGRMC2,112,0.98211,29,-1.0903,53,-0.2570,30,-1.0405,65,0.13196,68,0.24395
ENSG00000077684,JADE1,112,2.47992,12,-1.2401,13,-1.3105,15,-0.8589,34,0.42495,22,-0.3655
ENSG00000138650,PCDH10,112,0.24450,66,-0.5766,78,-0.4088,84,-0.1938,108,0.20307,114,0.37376
ENSG00000151012,SLC7A11,112,1.96298,87,1.49999,45,0.58560,40,0.20681,8,-2.2160,4,-3.4712
ENSG00000109390,NDUFC1,112,-1.4770,319,0.11346,262,-0.2526,450,0.66529,349,0.28181,307,0.07439
ENSG00000164134,NAA15,112,2.38498,24,-0.2472,15,-1.1391,31,0.17820,23,-0.3124,23,-0.4201
ENSG00000145391,SETD7,112,1.96277,20,-0.8445,23,-0.7596,41,0.26027,31,-0.1967,31,-0.2295
ENSG00000085871,MGST2,112,3.42428,23,0.40060,15,-0.3945,2,-2.8084,3,-2.6851,8,-1.4878
ENSG00000153130,SCOC,112,-1.2927,163,-0.7307,220,-0.3495,281,0.10944,416,0.83149,284,0.17256
ENSG00000109436,TBC1D9,112,0.93545,27,-1.2794,33,-1.1695,53,-0.2585,100,0.83833,72,0.30155
ENSG00000170153,RNF150,112,1.38965,18,-1.4850,29,-0.9090,7,-2.7735,67,0.58809,58,0.42554
ENSG00000109445,ZNF330,112,2.70615,20,-0.2744,15,-0.8384,8,-1.5736,21,-0.2396,17,-0.6264
ENSG00000170185,USP38,112,3.39210,14,-0.3333,10,-1.1138,0,-5.8662,6,-1.6068,14,-0.4677
ENSG00000153147,SMARCA5,112,1.02884,91,0.68322,51,-0.2746,42,-0.5075,47,-0.3572,55,-0.1337
ENSG00000164161,HHIP,112,3.44896,60,2.06873,4,-2.2765,26,0.58019,4,-2.2528,1,-3.7050
ENSG00000164162,ANAPC10,112,3.06520,10,-1.1113,8,-1.5513,17,-0.2462,22,0.09664,13,-0.9044
ENSG00000164163,ABCE1,112,1.69186,31,-0.3864,22,-1.1500,19,-1.1137,51,0.42457,43,0.13421
ENSG00000164164,OTUD4,112,2.83043,17,-0.4286,9,-1.5659,11,-1.0686,21,-0.1262,19,-0.3539
ENSG00000170365,SMAD1,112,3.23240,14,-0.5008,13,-0.7760,5,-1.9133,11,-0.8415,11,-0.9659
ENSG00000151612,ZNF827,112,2.49079,20,-0.4121,15,-1.0299,44,0.79669,11,-1.3409,21,-0.4157
ENSG00000164167,LSM6,112,2.34839,31,0.14017,22,-0.5386,20,-0.5321,29,0.05782,16,-1.1171
ENSG00000164168,TMEM184C,112,2.92301,20,-0.1464,10,-1.3491,7,-1.7273,14,-0.7047,19,-0.2703
ENSG00000170390,DCLK2,112,1.00492,54,-0.1528,45,-0.5668,60,0.00852,55,-0.1363,65,0.19313
ENSG00000145425,RPS3A,112,-2.7073,1416,1.18310,803,0.34739,591,-0.2265,723,0.09508,529,-0.5091
ENSG00000059691,GATB,112,2.21360,20,-0.6547,20,-0.7719,22,-0.5124,37,0.33594,22,-0.6345
ENSG00000109670,FBXW7,112,-1.0897,98,-1.2858,165,-0.6375,65,-1.8888,395,0.99477,311,0.69895
ENSG00000109654,TRIM2,112,-0.9852,205,-0.0573,184,-0.2992,219,0.04280,280,0.47665,235,0.20740
ENSG00000145428,RNF175,112,1.04022,16,-1.9039,34,-1.0077,72,0.33051,103,1.02218,54,-0.1474
ENSG00000171566,PLRG1,112,2.01991,29,-0.2048,31,-0.1749,26,-0.4106,22,-0.7114,26,-0.5043
ENSG00000164114,MAP9,112,0.57287,53,-0.5974,50,-0.8528,45,-0.8212,72,-0.1280,115,0.89408
ENSG00000164116,GUCY1A1,112,3.16543,8,-1.3662,11,-1.0404,1,-4.4382,32,0.86688,7,-1.8412
ENSG00000260244,AC104083.1,112,3.08089,6,-1.7320,14,-0.6572,4,-2.2822,13,-0.7387,15,-0.5974
ENSG00000061918,GUCY1B1,112,-0.3883,31,-2.2685,107,-0.5719,123,-0.2423,261,1.09006,163,0.26484
ENSG00000109738,GLRB,112,-0.1114,36,-1.7942,66,-1.1097,91,-0.4257,200,0.92128,164,0.70188
ENSG00000120251,GRIA2,112,-1.3337,139,-1.0034,180,-0.7816,161,-0.7861,354,0.48179,415,1.02016
ENSG00000164125,GASK1B,112,2.36512,68,1.43895,25,-0.2239,18,-0.6901,3,-3.4196,16,-1.0785
ENSG00000164124,TMEM144,112,1.85279,231,3.45385,10,-2.2707,53,0.57753,2,-4.4186,10,-2.2039
ENSG00000171509,RXFP1,112,2.58250,18,-0.5074,9,-1.8421,41,0.76844,1,-4.3910,31,0.39269
ENSG00000171503,ETFDH,112,3.12860,22,0.13136,11,-1.0705,7,-1.4388,13,-0.6896,12,-0.9314
ENSG00000171497,PPID,112,0.86114,36,-0.8916,40,-0.9318,67,0.03517,104,0.83782,66,0.03343
ENSG00000052795,FNIP2,112,1.72723,12,-1.7390,24,-0.9338,10,-2.0167,26,-0.6497,57,0.86074
ENSG00000109756,RAPGEF2,112,1.03527,28,-1.0985,43,-0.5993,19,-1.7066,70,0.30155,73,0.47519
ENSG00000168843,FSTL5,112,1.92965,16,-1.2106,32,-0.1684,163,2.69333,5,-2.9956,7,-2.5985
ENSG00000145416,MARCH1,112,2.83555,35,0.67548,7,-1.9222,0,-6.1640,5,-2.2422,27,0.37997
ENSG00000170088,TMEM192,112,2.79978,15,-0.6156,18,-0.4729,18,-0.3385,18,-0.3740,11,-1.2899
ENSG00000109466,KLHL2,112,0.76076,47,-0.5990,55,-0.4600,16,-2.1263,86,0.37705,83,0.40318
ENSG00000052802,MSMO1,112,0.05213,69,-0.6956,75,-0.7142,92,-0.2470,179,0.90624,119,0.20408
ENSG00000109472,CPE,112,-3.5761,1211,-0.0402,1507,0.42057,823,-0.6351,1496,0.32201,1248,0.00876
ENSG00000196104,SPOCK3,112,0.13980,121,0.27181,34,-1.9366,777,4.06621,24,-2.2373,33,-1.9885
ENSG00000129116,PALLD,112,3.22700,32,0.82525,13,-0.6853,12,-0.6974,9,-1.2410,6,-2.0617
ENSG00000145439,CBR4,112,2.78361,18,-0.3811,13,-1.0709,23,0.00939,21,-0.1602,14,-0.9854
ENSG00000154447,SH3RF1,112,2.10804,16,-1.0250,22,-0.7615,8,-1.9582,38,0.30659,30,-0.1636
ENSG00000137601,NEK1,112,3.12293,17,-0.2520,13,-0.7762,7,-1.5155,9,-1.1966,13,-0.7753
ENSG00000109572,CLCN3,112,0.50314,71,-0.2098,58,-0.6461,141,0.87861,91,0.19898,79,-0.0493
ENSG00000056050,HPF1,112,1.44357,26,-0.8805,34,-0.6015,35,-0.4437,63,0.53641,42,-0.2001
ENSG00000198948,MFAP3L,112,2.26871,38,0.38090,23,-0.5049,6,-2.2456,31,0.10220,19,-0.8616
ENSG00000164104,HMGB2,112,3.14936,29,0.57432,14,-0.7220,18,-0.1220,10,-1.1159,6,-1.9406
ENSG00000164105,SAP30,112,2.95684,28,0.39905,13,-0.9371,0,-6.2418,20,-0.0971,12,-1.0833
ENSG00000164106,SCRG1,112,-0.4539,395,1.60606,199,0.63769,170,0.20107,95,-0.7403,71,-1.3792
ENSG00000145451,GLRA3,112,3.16191,6,-1.7530,4,-2.6067,3,-2.6050,17,-0.2864,22,0.19634
ENSG00000150625,GPM6A,112,-3.9513,996,-0.7376,1481,-0.1709,1589,-0.0204,1559,-0.0549,2298,0.81685
ENSG00000150627,WDR17,112,1.56598,19,-1.2585,25,-0.9853,17,-1.3723,30,-0.6086,63,0.86518
ENSG00000129128,SPCS3,112,0.73232,70,-0.0029,46,-0.8037,54,-0.3960,55,-0.3987,96,0.69191
ENSG00000218336,TENM3,112,0.95991,28,-1.2049,29,-1.3791,105,0.86544,36,-0.8635,91,0.92134
ENSG00000129187,DCTD,112,1.60466,29,-0.5524,33,-0.4952,49,0.23571,46,0.13866,34,-0.4290
ENSG00000168556,ING2,112,2.74889,18,-0.3640,10,-1.5070,3,-2.6994,23,-0.0639,22,-0.1635
ENSG00000182552,RWDD4,112,3.19887,16,-0.3070,7,-1.8581,13,-0.5895,17,-0.1700,13,-0.8066
ENSG00000168538,TRAPPC11,112,2.14987,13,-1.2629,16,-1.2314,27,-0.2454,30,-0.0687,33,0.10811
ENSG00000173320,STOX2,112,1.29989,31,-0.7254,37,-0.5793,16,-1.6603,42,-0.3113,65,0.57906
ENSG00000164305,CASP3,112,3.13333,13,-0.6706,10,-1.1834,14,-0.5136,8,-1.3597,16,-0.4701
ENSG00000151726,ACSL1,112,2.13115,41,0.39491,11,-1.7952,39,0.30405,28,-0.2380,30,-0.0977
ENSG00000151729,SLC25A4,112,-1.6238,143,-1.2592,226,-0.7211,433,0.44331,527,0.85597,402,0.45323
ENSG00000164323,CFAP97,112,2.11123,27,-0.2868,31,-0.0681,12,-1.4899,25,-0.4221,23,-0.6118
ENSG00000109762,SNX25,112,2.01011,10,-1.7530,22,-0.7849,32,-0.0624,33,-0.0192,32,-0.0975
ENSG00000186352,ANKRD37,112,3.27919,16,-0.2536,4,-2.4451,6,-1.7197,14,-0.4887,17,-0.2459
ENSG00000109775,UFSP2,112,2.23353,25,-0.2888,16,-1.2008,41,0.48606,26,-0.2589,25,-0.3681
ENSG00000154556,SORBS2,112,0.38300,34,-1.4193,49,-1.0933,26,-1.8352,102,0.25744,142,1.15851
ENSG00000109794,FAM149A,112,3.08471,7,-1.4799,14,-0.7435,5,-2.0593,10,-1.0970,16,-0.4219
ENSG00000083857,FAT1,112,2.94408,25,0.21525,15,-0.6359,35,0.74588,9,-1.3444,7,-1.8578
ENSG00000109536,FRG1,112,1.21105,51,-0.0672,32,-0.9637,85,0.75503,52,-0.0141,52,-0.0309
ENSG00000164366,CCDC127,112,2.31539,28,-0.0676,16,-1.1308,27,-0.0916,32,0.15906,21,-0.6295
ENSG00000073578,SDHA,112,0.16211,84,-0.2766,84,-0.3632,96,-0.0683,150,0.70343,95,-0.1113
ENSG00000249915,PDCD6,112,-0.3898,104,-0.5044,109,-0.5419,120,-0.2817,217,0.73393,166,0.30535
ENSG00000180104,EXOC3,112,1.32032,35,-0.5313,36,-0.6110,99,1.10694,48,-0.0445,40,-0.4476
ENSG00000225138,SLC9A3-AS1,112,3.02476,16,-0.3534,12,-1.0627,9,-1.3019,15,-0.5126,14,-0.7114
ENSG00000171368,TPPP,112,-0.8553,260,0.45334,167,-0.3220,158,-0.3285,152,-0.4205,260,0.64156
ENSG00000028310,BRD9,112,1.90248,28,-0.3972,21,-0.9889,51,0.54366,37,0.06584,29,-0.4012
ENSG00000049656,CLPTM1L,112,0.31941,52,-0.8612,53,-1.0254,54,-0.7890,144,0.82412,117,0.54407
ENSG00000153395,LPCAT1,112,1.13991,25,-1.2108,34,-0.9233,41,-0.4525,64,0.25212,69,0.49329
ENSG00000171421,MRPL36,112,0.97448,68,0.16551,44,-0.6288,72,0.25491,78,0.42350,52,-0.3086
ENSG00000145494,NDUFS6,112,-1.0105,251,0.22817,215,-0.0213,287,0.44163,264,0.34479,195,-0.2102
ENSG00000164151,ICE1,112,2.12702,25,-0.3506,17,-1.1531,27,-0.2564,36,0.20513,28,-0.2889
ENSG00000133398,MED10,112,0.50668,71,-0.2125,65,-0.4242,119,0.61116,120,0.70147,62,-0.5158
ENSG00000215218,UBE2QL1,112,-0.2676,56,-1.2953,117,-0.2630,182,0.49415,123,-0.1264,166,0.49008
ENSG00000037474,NSUN2,112,3.20563,15,-0.3406,6,-1.8742,9,-1.0775,14,-0.5177,15,-0.4552
ENSG00000145545,SRD5A1,112,1.57766,25,-0.7860,28,-0.7886,41,-0.0599,50,0.25040,41,-0.0646
ENSG00000112941,TENT4A,112,2.72106,6,-2.1072,15,-0.8870,12,-1.0571,17,-0.5050,22,-0.1884
ENSG00000078295,ADCY2,112,0.45016,56,-0.6150,67,-0.4378,300,2.17928,55,-0.6961,61,-0.6208
ENSG00000215217,C5orf49,112,2.58833,17,-0.6424,13,-1.1822,43,0.83716,10,-1.4959,21,-0.3275
ENSG00000124275,MTRR,112,3.26875,17,-0.1742,6,-1.8802,3,-2.7274,18,-0.0773,13,-0.6673
ENSG00000247516,MIR4458HG,112,1.77047,51,0.44219,42,0.15911,33,-0.2435,17,-1.2840,26,-0.7413
ENSG00000112902,SEMA5A,112,2.22079,31,0.05774,26,-0.2954,15,-1.0739,11,-1.6430,28,-0.1822
ENSG00000150753,CCT5,112,-0.0549,62,-0.9552,73,-0.8693,89,-0.3971,178,0.77087,148,0.54008
ENSG00000164237,CMBL,112,2.15527,19,-0.7235,28,-0.2093,30,-0.0497,19,-0.7878,24,-0.5426
ENSG00000145495,MARCH6,112,-0.6001,79,-1.1109,130,-0.4737,138,-0.2811,230,0.58746,209,0.52175
ENSG00000164236,ANKRD33B,112,2.44397,22,-0.3297,16,-1.0120,9,-1.6056,27,0.00014,23,-0.3037
ENSG00000112977,DAP,112,1.83176,35,-0.1142,29,-0.5143,36,-0.0621,38,0.02003,28,-0.5502
ENSG00000169862,CTNND2,112,-0.9594,254,0.30479,236,0.25786,246,0.25259,160,-0.4494,212,0.02062
ENSG00000038382,TRIO,112,0.73987,36,-1.0101,52,-0.5875,91,0.40364,65,-0.1369,84,0.39382
ENSG00000154122,ANKH,112,0.52232,59,-0.4828,83,0.08317,65,-0.3206,72,-0.1863,83,0.05852
ENSG00000183654,MARCH11,112,3.02653,8,-1.3540,6,-2.1447,34,0.76930,27,0.44529,10,-1.3340
ENSG00000173545,ZNF622,112,2.13241,26,-0.2938,19,-0.9974,10,-1.7133,42,0.46927,27,-0.3331
ENSG00000154153,RETREG1,112,0.75973,63,-0.1546,29,-1.5477,140,1.13606,52,-0.4724,91,0.60945
ENSG00000145555,MYO10,112,1.46865,126,1.68292,59,0.58956,19,-1.3441,16,-1.6664,17,-1.7772
ENSG00000176788,BASP1,112,-3.4975,638,-0.9375,1022,-0.2857,1026,-0.2139,1578,0.51432,1572,0.64848
ENSG00000248455,LINC02217,112,1.10908,62,0.16166,56,-0.0003,25,-1.1893,47,-0.2955,53,-0.1187
ENSG00000145526,CDH18,112,2.19333,14,-1.1768,11,-1.7698,32,0.05539,34,0.15004,33,0.11954
ENSG00000040731,CDH10,112,1.38141,21,-1.2098,22,-1.4200,45,-0.0969,56,0.27343,61,0.53649
ENSG00000113360,DROSHA,112,2.21567,8,-2.0351,24,-0.4679,30,-0.0325,25,-0.3177,25,-0.3754
ENSG00000082213,C5orf22,112,2.50926,12,-1.1204,7,-2.2240,33,0.36524,20,-0.4579,29,0.21696
