Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000117480,FAAH,17,-0.9238,37,0.53346,34,0.34764,9,-1.6897,42,0.66684
ENSG00000079277,MKNK1,20,0.16700,20,0.13434,23,0.45233,2,-3.2878,20,0.09231
ENSG00000123472,ATPAF1,131,0.09355,123,-0.0248,144,0.28707,110,-0.2113,92,-0.4974
ENSG00000159658,EFCAB14,46,-0.5973,49,-0.4934,59,-0.1524,85,0.46105,120,1.08819
ENSG00000162368,CMPK1,64,-0.7563,84,-0.2554,124,0.49538,153,0.77771,78,-0.3548
ENSG00000162373,BEND5,22,0.12513,19,-0.1598,31,0.79899,3,-2.7280,19,-0.1310
ENSG00000162374,ELAVL4,92,-0.4149,90,-0.4607,261,1.96662,27,-2.2140,8,-3.9154
ENSG00000185104,FAF1,28,-0.1329,19,-0.8163,35,0.32348,53,0.98638,22,-0.4821
ENSG00000123091,RNF11,358,-0.0149,309,-0.2913,629,1.21279,165,-1.2335,129,-1.6094
ENSG00000085832,EPS15,136,-0.0316,99,-0.6084,200,0.76236,121,-0.2119,115,-0.3042
ENSG00000078618,NRDC,46,-0.4124,36,-0.8242,86,0.86085,66,0.23874,55,-0.0679
ENSG00000169213,RAB3B,123,0.40859,41,-1.5412,182,1.32641,86,-0.2463,22,-2.3265
ENSG00000117862,TXNDC12,24,-0.3193,25,-0.2301,25,-0.2254,57,1.19622,23,-0.3720
ENSG00000134717,BTF3L4,52,-0.3079,72,0.33924,72,0.33355,27,-1.2902,68,0.19163
ENSG00000157077,ZFYVE9,17,-0.0956,14,-0.5146,39,1.77619,3,-2.4752,2,-3.2390
ENSG00000134748,PRPF38A,19,-0.6205,18,-0.6611,24,-0.1809,58,1.38809,32,0.28612
ENSG00000134744,TUT4,12,-0.4979,12,-0.5312,20,0.44215,25,0.70253,16,-0.0497
ENSG00000162377,COA7,12,-0.4076,23,0.85286,21,0.73069,0,-4.8843,7,-1.1011
ENSG00000162378,ZYG11B,79,-0.5367,110,0.07774,214,1.60675,14,-3.0263,27,-2.1155
ENSG00000116171,SCP2,72,-0.2326,79,-0.0427,84,0.07528,73,-0.1640,105,0.43126
ENSG00000162384,CZIB,48,-0.5357,62,-0.0670,47,-0.5827,137,1.34377,63,-0.0197
ENSG00000162385,MAGOH,21,-0.6753,33,0.15422,31,0.05485,58,1.11437,15,-1.0795
ENSG00000157193,LRP8,26,-1.0659,44,-0.1349,75,0.99043,78,0.85443,9,-2.4146
ENSG00000058799,YIPF1,11,-0.5643,15,-0.0787,31,1.49021,9,-0.8838,2,-2.7565
ENSG00000081870,HSPB11,22,-0.8518,59,1.02633,28,-0.4726,24,-0.6783,48,0.45830
ENSG00000116209,TMEM59,115,-0.6961,121,-0.6018,194,0.27300,136,-0.3431,352,1.30541
ENSG00000116221,MRPL37,41,-0.6169,87,0.83419,53,-0.1755,39,-0.6511,64,0.15741
ENSG00000157216,SSBP3,89,-0.8251,187,0.56991,213,0.86809,94,-0.6401,54,-1.4900
ENSG00000116133,DHCR24,63,-1.1921,78,-0.8184,252,1.63469,60,-1.1334,142,0.23546
ENSG00000162402,USP24,28,0.45652,19,-0.3031,31,0.66850,4,-2.5522,18,-0.3096
ENSG00000162407,PLPP3,234,0.53604,92,-1.1841,142,-0.4366,30,-2.7335,472,1.76986
ENSG00000162409,PRKAA2,19,-0.4349,36,0.77166,35,0.75768,9,-1.4762,6,-2.1962
ENSG00000173406,DAB1,27,1.35369,9,-0.8557,19,0.62170,0,-4.8174,4,-1.7631
ENSG00000162601,MYSM1,15,-0.3715,18,0.00630,23,0.50277,20,0.22473,11,-0.7072
ENSG00000177606,JUN,38,-1.1004,80,0.25136,49,-0.6631,168,1.56460,62,-0.2022
ENSG00000172456,FGGY,23,0.70106,11,-0.7310,14,-0.2478,19,0.23122,16,-0.0874
ENSG00000134709,HOOK1,12,-0.7761,19,-0.0372,31,1.02419,24,0.37783,4,-2.1453
ENSG00000162599,NFIA,71,-0.2495,78,-0.0793,41,-1.2151,79,-0.0502,192,1.54622
ENSG00000162604,TM2D1,45,-0.3950,69,0.40857,68,0.38685,30,-1.0008,54,-0.0554
ENSG00000162607,USP1,10,-1.3256,22,0.03124,26,0.29868,15,-0.5944,45,1.23254
ENSG00000116641,DOCK7,25,0.27885,17,-0.4940,26,0.36508,1,-4.6117,38,0.93460
ENSG00000079739,PGM1,56,0.96310,26,-0.5397,32,-0.1487,0,-5.5742,52,0.67217
ENSG00000158966,CACHD1,15,-0.6252,19,-0.1940,23,0.12857,22,0.07079,34,0.79935
ENSG00000162434,JAK1,45,-0.2424,35,-0.6649,69,0.62151,83,0.83299,26,-1.0485
ENSG00000162433,AK4,54,0.04164,73,0.67583,56,0.10763,23,-1.2771,32,-0.7726
ENSG00000116675,DNAJC6,187,-0.5896,279,0.14887,479,1.37666,46,-2.6426,129,-1.0999
ENSG00000213625,LEPROT,26,-0.9447,29,-0.7274,27,-0.8521,121,1.85583,67,0.69750
ENSG00000184588,PDE4B,33,-0.9309,37,-0.7408,82,0.79548,33,-0.8517,110,1.18392
ENSG00000118473,SGIP1,49,-0.5690,86,0.51589,95,0.73430,57,-0.2546,16,-2.2026
ENSG00000198160,MIER1,19,-0.1302,20,-0.0440,25,0.40772,16,-0.3600,19,-0.1303
ENSG00000142864,SERBP1,73,-0.5670,112,0.22837,89,-0.2099,84,-0.2672,164,0.85792
ENSG00000116717,GADD45A,9,-1.6999,30,0.31631,17,-0.7165,74,1.96310,18,-0.5794
ENSG00000116729,WLS,92,0.38514,66,-0.2545,85,0.22036,23,-1.8059,97,0.40789
ENSG00000033122,LRRC7,34,-0.5939,54,0.26166,83,1.24946,23,-1.1127,11,-2.2324
ENSG00000066557,LRRC40,11,-0.8346,11,-0.7760,45,2.36761,0,-4.6462,6,-1.7211
ENSG00000116754,SRSF11,45,-0.9412,93,0.40866,89,0.32487,57,-0.4563,95,0.37704
ENSG00000118454,ANKRD13C,18,-0.6470,34,0.52950,30,0.27831,20,-0.4246,24,-0.1284
ENSG00000197568,HHLA3,12,-0.6938,19,0.07663,23,0.44360,18,-0.0194,20,0.11007
ENSG00000132485,ZRANB2,37,-1.0497,77,0.25830,85,0.45386,84,0.35889,58,-0.2390
ENSG00000172260,NEGR1,57,-1.0337,134,0.54739,171,1.09894,73,-0.5450,21,-2.3826
ENSG00000178965,ERICH3,11,-1.4940,49,1.35375,44,1.12418,1,-4.1112,1,-4.7898
ENSG00000162623,TYW3,9,-1.3127,16,-0.3439,24,0.36528,20,0.02144,39,1.19658
ENSG00000117054,ACADM,37,0.06233,24,-0.6992,37,0.06790,27,-0.4840,64,0.98044
ENSG00000137955,RABGGTB,37,-0.0643,33,-0.2314,43,0.23953,26,-0.5768,51,0.49220
ENSG00000117069,ST6GALNAC5,19,-1.0675,52,0.82183,59,1.08953,6,-2.5889,15,-1.3277
ENSG00000142892,PIGK,14,-1.2728,35,0.32195,47,0.93190,5,-2.7486,42,0.57140
ENSG00000154027,AK5,83,-1.7578,378,1.03326,401,1.17885,87,-1.5312,51,-2.3341
ENSG00000036549,AC118549.1,14,-0.5717,14,-0.5369,22,0.26958,25,0.44059,28,0.62907
ENSG00000077254,USP33,33,-1.3571,80,0.17661,123,1.12279,44,-0.7828,66,-0.1514
ENSG00000180488,MIGA1,36,-0.5785,30,-0.8630,82,1.07612,46,-0.1063,52,0.09961
ENSG00000162613,FUBP1,32,-0.5948,50,0.24099,60,0.63188,31,-0.5569,38,-0.2464
ENSG00000162616,DNAJB4,27,0.00063,29,0.14928,24,-0.2110,23,-0.2935,33,0.32790
ENSG00000117114,ADGRL2,13,-0.7106,29,0.82808,29,0.86979,12,-0.7317,0,-6.8319
ENSG00000137941,TTLL7,42,-1.1236,92,0.31080,110,0.67762,13,-2.6907,130,0.85554
ENSG00000142875,PRKACB,180,-0.5917,315,0.47051,367,0.80701,80,-1.7574,187,-0.4609
ENSG00000117133,RPF1,20,0.25746,24,0.57664,20,0.23082,12,-0.6140,2,-3.0925
ENSG00000174021,GNG5,95,0.15275,65,-0.5431,42,-1.2840,197,1.43688,101,0.23772
ENSG00000117155,SSX2IP,66,-0.1803,83,0.26706,116,1.00723,39,-0.9732,10,-3.0133
ENSG00000162642,C1orf52,36,-0.5033,57,0.33471,81,1.12413,8,-2.6582,27,-0.9087
ENSG00000153904,DDAH1,259,0.49512,196,-0.0621,198,-0.0351,167,-0.3096,145,-0.5386
ENSG00000117174,ZNHIT6,17,-0.5587,17,-0.5827,27,0.31254,39,0.89306,24,0.07722
ENSG00000122417,ODF2L,10,-1.5245,39,1.05938,25,0.10733,38,0.80656,4,-2.6584
ENSG00000097033,SH3GLB1,33,-0.2895,28,-0.5607,32,-0.3747,79,1.25260,44,0.22319
ENSG00000183291,SELENOF,73,-0.5433,87,-0.2204,101,0.06486,145,0.67819,115,0.26842
ENSG00000153936,HS2ST1,41,0.06567,35,-0.2379,51,0.49155,47,0.27686,17,-1.3135
ENSG00000143013,LMO4,388,-0.3290,450,-0.0531,912,1.54025,156,-1.6990,47,-3.4692
ENSG00000137947,GTF2B,20,0.05125,28,0.74904,24,0.42283,0,-4.6530,11,-0.9306
ENSG00000137944,KYAT3,14,-0.1924,19,0.36401,11,-0.5601,17,0.16354,19,0.32329
ENSG00000197147,LRRC8B,43,-0.9793,85,0.22043,124,1.05689,57,-0.4447,43,-0.8987
ENSG00000171492,LRRC8D,13,-1.1778,15,-1.0002,35,0.56315,25,-0.0730,60,1.43904
ENSG00000162664,ZNF326,17,-0.2542,28,0.71187,22,0.20473,0,-4.6209,23,0.24861
ENSG00000233593,LINC02609,33,0.87804,24,0.23918,16,-0.5809,7,-1.6297,19,-0.1884
ENSG00000122482,ZNF644,13,-0.8808,21,0.01226,21,-0.0227,33,0.77954,25,0.31767
ENSG00000172031,EPHX4,12,-0.0465,9,-0.5354,23,1.37776,10,-0.3394,0,-5.3806
ENSG00000189195,BTBD8,62,-0.2380,70,0.00594,118,1.11386,51,-0.5212,10,-2.8621
ENSG00000122484,RPAP2,11,-0.4903,20,0.63335,18,0.36656,14,-0.0989,5,-1.4672
ENSG00000067208,EVI5,22,0.18672,19,-0.0352,22,0.17363,5,-2.1184,28,0.56447
ENSG00000122406,RPL5,405,-0.5787,606,0.17068,319,-0.9874,1129,1.25468,651,0.26556
ENSG00000154511,DIPK1A,23,-0.5335,17,-0.9833,58,1.46543,4,-2.8830,41,0.52225
ENSG00000117500,TMED5,17,-0.9966,28,-0.0925,34,0.27383,43,0.63079,35,0.30845
ENSG00000117505,DR1,42,-0.4468,65,0.36937,70,0.52228,16,-1.9031,61,0.21194
ENSG00000137942,FNBP1L,18,-0.1789,17,-0.2531,26,0.56844,2,-3.1726,32,0.87475
ENSG00000067334,DNTTIP2,27,-0.0901,28,-0.0185,30,0.07758,28,-0.0103,30,0.05851
ENSG00000023909,GCLM,18,-0.1658,14,-0.6485,22,0.19574,47,1.48630,5,-2.0454
ENSG00000117528,ABCD3,30,0.00564,29,-0.0992,35,0.27059,16,-0.9728,38,0.38598
ENSG00000117525,F3,76,0.68292,29,-1.1158,32,-0.9597,23,-1.3319,139,1.70726
ENSG00000117519,CNN3,111,-0.0157,107,-0.0785,70,-0.8388,63,-0.9212,255,1.47952
ENSG00000152078,TLCD4,23,-0.5313,30,-0.0407,39,0.50234,35,0.23142,25,-0.3075
ENSG00000228971,LINC02607,21,-1.4995,44,-0.2836,114,1.88365,51,-0.0174,1,-5.0420
ENSG00000117569,PTBP2,31,-0.7411,44,-0.1054,69,0.77679,44,-0.0925,43,-0.1290
ENSG00000117598,PLPPR5,19,-0.4861,23,-0.1604,45,1.22661,25,-9.2476,3,-3.2477
ENSG00000117600,PLPPR4,56,-1.2949,173,0.79969,218,1.36720,37,-1.7787,10,-3.6958
ENSG00000162688,AGL,15,-1.0971,20,-0.6184,42,0.80708,35,0.36513,37,0.44726
ENSG00000156875,MFSD14A,20,-0.9754,26,-0.5313,63,1.34218,34,0.00541,23,-0.6357
ENSG00000137992,DBT,20,-0.3123,19,-0.4490,32,0.55909,30,0.35111,21,-0.2294
ENSG00000137996,RTCA,26,-0.8742,40,-0.1028,67,1.00226,29,-0.5919,41,-0.0358
ENSG00000181656,GPR88,15,-0.2510,22,0.47008,26,0.76804,14,-0.3518,0,-5.8090
ENSG00000162694,EXTL2,20,-0.1878,8,-1.6168,41,1.41850,28,0.43377,7,-1.6815
ENSG00000170989,S1PR1,63,0.28118,37,-0.6827,49,-0.1841,89,0.83406,48,-0.2098
ENSG00000118733,OLFM3,7,-1.9335,31,0.63151,33,0.72669,40,0.93562,1,-3.9616
ENSG00000198890,PRMT6,13,-0.2402,13,-0.3085,29,1.39571,9,-0.8775,3,-2.2865
ENSG00000162631,NTNG1,41,0.58492,1,-4.7618,78,2.35022,2,-3.5612,3,-3.4398
ENSG00000162636,FAM102B,30,-0.8790,40,-0.3875,104,1.68979,44,-0.1965,5,-3.2798
ENSG00000162639,HENMT1,11,-0.7730,22,0.43982,29,1.09974,1,-3.3180,13,-0.4514
ENSG00000134186,PRPF38B,9,-1.9682,32,0.06423,30,-0.0436,76,1.60688,29,-0.1297
ENSG00000116266,STXBP3,19,-0.8371,25,-0.3763,39,0.45235,22,-0.5680,59,1.12304
ENSG00000121940,CLCC1,17,-0.1800,13,-0.6123,20,0.14336,1,-4.3273,48,1.70329
ENSG00000085433,WDR47,49,-0.9608,83,-0.0504,183,1.78961,17,-2.4174,33,-1.4763
ENSG00000197780,TAF13,59,-0.0773,49,-0.4232,86,0.69956,60,-0.0215,42,-0.5981
ENSG00000215717,TMEM167B,31,-0.6020,39,-0.1633,43,-0.0018,58,0.51204,59,0.53562
ENSG00000179902,C1orf194,15,-0.9876,34,0.46584,20,-0.5712,69,1.67955,9,-1.6454
ENSG00000116299,KIAA1324,11,-1.1762,20,-0.0688,50,2.06956,6,-1.9771,2,-3.5456
ENSG00000031698,SARS,115,-0.5029,181,0.35874,187,0.43539,105,-0.5833,135,-0.1743
ENSG00000143126,CELSR2,77,-0.7615,158,0.59535,195,1.07932,11,-3.4834,70,-0.8196
ENSG00000134222,PSRC1,11,-1.3489,47,1.52505,19,-0.3968,14,-0.8023,22,-0.1096
ENSG00000134243,SORT1,89,-1.2717,184,0.01267,284,0.91846,95,-1.0383,258,0.57530
ENSG00000143106,PSMA5,31,-1.0703,90,0.94581,57,-0.0325,48,-0.2788,56,-0.0556
ENSG00000174151,CYB561D1,15,-0.3094,19,0.06210,29,0.96551,5,-1.8893,14,-0.3872
ENSG00000181754,AMIGO1,21,-0.6131,31,0.10410,57,1.42724,4,-2.7657,15,-1.0623
ENSG00000065135,GNAI3,21,0.13022,11,-1.0557,17,-0.2984,20,0.00110,41,1.26956
ENSG00000116337,AMPD2,68,-0.1676,88,0.33923,81,0.18683,78,0.08479,40,-0.9716
ENSG00000168765,GSTM4,23,-0.3505,30,0.18608,29,0.06717,9,-1.7415,48,0.96446
ENSG00000134201,GSTM5,51,-0.1629,26,-1.3106,20,-1.7022,17,-1.8422,234,2.92793
ENSG00000134202,GSTM3,133,-0.1245,131,-0.1544,83,-0.9607,234,0.85645,209,0.65505
ENSG00000168710,AHCYL1,302,0.23036,154,-0.9966,188,-0.6541,187,-0.5871,677,1.68067
ENSG00000143093,STRIP1,22,-0.9337,33,-0.2129,56,0.88386,56,0.70370,17,-1.2016
ENSG00000197106,SLC6A17,99,-0.1506,61,-1.0096,220,1.65016,77,-0.5259,21,-2.4505
ENSG00000116396,KCNC4,49,-0.1729,50,-0.1330,65,0.36902,84,0.75499,18,-1.6517
ENSG00000134248,LAMTOR5,199,0.26497,195,0.22746,141,-0.3889,147,-0.2725,174,-0.0048
ENSG00000177301,KCNA2,67,0.03941,22,-1.8332,138,1.72067,53,-0.3364,18,-2.0140
ENSG00000259834,AL365361.1,13,-0.1938,25,1.15199,11,-0.4199,17,0.24186,0,-4.8769
ENSG00000121931,LRIF1,13,-0.5854,27,0.86201,22,0.44294,10,-0.8642,8,-1.2581
ENSG00000134255,CEPT1,16,-0.2861,16,-0.2303,23,0.46937,15,-0.3198,21,0.25429
ENSG00000116455,WDR77,11,-0.7539,14,-0.2855,26,0.93501,16,-0.0092,14,-0.2586
ENSG00000116459,ATP5PB,139,0.01389,119,-0.2783,193,0.68672,80,-0.8736,123,-0.1931
ENSG00000116473,RAP1A,36,-0.5946,43,-0.2962,35,-0.6746,83,0.83971,93,1.05852
ENSG00000197852,INKA2,23,-0.5168,50,1.05670,33,0.12689,24,-0.3682,8,-1.9742
ENSG00000171385,KCND3,45,-0.4069,86,0.88272,67,0.34792,46,-0.3157,7,-2.9944
ENSG00000116489,CAPZA1,27,-1.1368,62,0.35976,64,0.41511,59,0.22398,49,-0.0935
ENSG00000155366,RHOC,74,-0.7958,75,-0.7696,61,-1.1222,245,1.34110,255,1.42212
ENSG00000155380,SLC16A1,11,-1.6017,14,-1.2287,23,-0.4151,66,1.45321,69,1.55290
ENSG00000081019,RSBN1,17,-0.4029,14,-0.7669,38,1.20987,10,-1.1230,24,0.16351
ENSG00000163349,HIPK1,43,-0.1669,44,-0.1309,56,0.36230,39,-0.2964,50,0.10946
ENSG00000197323,TRIM33,35,0.03207,35,0.07594,46,0.61050,13,-1.4887,27,-0.3610
ENSG00000116752,BCAS2,62,-0.1743,100,0.79770,74,0.17126,41,-0.7905,30,-1.2707
ENSG00000213281,NRAS,17,-0.4703,17,-0.5097,34,0.85313,26,0.24361,17,-0.4301
ENSG00000009307,CSDE1,173,-0.4518,214,-0.0652,291,0.55510,170,-0.4276,244,0.16033
ENSG00000052723,SIKE1,15,-0.4670,16,-0.3771,18,-0.1543,42,1.31821,17,-0.2338
ENSG00000163399,ATP1A1,168,-0.9262,292,0.07198,510,1.31195,233,-0.3081,79,-1.9768
ENSG00000198162,MAN1A2,259,0.92131,146,-0.2604,83,-1.2303,242,0.62538,121,-0.5245
ENSG00000092621,PHGDH,95,-0.0088,51,-1.1137,57,-0.9077,89,-0.1070,268,1.91240
ENSG00000134250,NOTCH2,31,-0.0015,11,-1.6651,20,-0.7403,35,0.20779,86,1.89599
ENSG00000265808,SEC22B,45,-0.2209,43,-0.2810,61,0.37325,66,0.47055,38,-0.4357
ENSG00000226067,LINC00623,26,-0.5385,29,-0.3437,23,-0.7520,70,1.19977,55,0.74370
ENSG00000171943,SRGAP2C,24,-0.2612,23,-0.2949,33,0.36399,28,0.05446,31,0.18065
ENSG00000232527,LINC02802,33,-0.1008,53,0.84867,26,-0.5203,45,0.41475,11,-1.8071
ENSG00000265491,RNF115,30,-0.4413,53,0.68210,32,-0.3048,61,0.80269,12,-1.6875
ENSG00000131788,PIAS3,8,-0.9891,17,0.21939,19,0.41071,15,-0.0403,18,0.27757
ENSG00000198483,ANKRD35,22,-0.2781,26,-0.0004,17,-0.7159,21,-0.2952,54,1.30933
ENSG00000131779,PEX11B,19,-0.9121,34,0.08221,53,1.01297,4,-2.9047,44,0.49725
ENSG00000265241,RBM8A,58,-0.4765,105,0.68399,62,-0.3517,93,0.36068,57,-0.4300
ENSG00000271601,LIX1L,11,-0.8954,12,-0.7291,15,-0.3360,22,0.35399,46,1.70211
ENSG00000272031,ANKRD34A,27,-0.6706,51,0.50291,63,0.96340,23,-0.8700,12,-1.7921
ENSG00000121851,POLR3GL,17,-0.9685,43,0.82154,15,-1.1583,44,0.72229,38,0.44774
ENSG00000265972,TXNIP,19,-2.4357,15,-2.8466,10,-3.3736,301,2.47090,289,2.36866
ENSG00000178104,PDE4DIP,109,-0.1549,117,-0.0184,143,0.38520,52,-1.2707,154,0.44466
ENSG00000178096,BOLA1,17,-0.2096,18,-0.1142,29,0.87016,6,-1.6262,18,-0.0950
ENSG00000159164,SV2A,181,-0.4956,205,-0.2730,443,1.40049,178,-0.4626,57,-2.1795
ENSG00000143368,SF3B4,16,-0.7002,29,0.43313,18,-0.4356,35,0.66455,26,0.15264
ENSG00000136631,VPS45,31,-0.3085,37,-0.0311,39,0.09450,54,0.60986,30,-0.3549
ENSG00000023902,PLEKHO1,55,0.31177,48,0.03182,39,-0.3649,74,0.76140,20,-1.3630
ENSG00000143401,ANP32E,42,-0.3863,41,-0.4338,47,-0.1984,106,1.24033,51,-0.0475
ENSG00000117362,APH1A,34,-0.1263,27,-0.5793,40,0.15786,12,-1.6578,79,1.36713
ENSG00000118292,C1orf54,24,0.13750,15,-0.7488,13,-1.0112,38,0.85570,40,0.97177
ENSG00000266472,MRPS21,219,-0.0916,259,0.23356,243,0.10496,209,-0.1596,189,-0.3169
ENSG00000163125,RPRD2,27,-0.0925,38,0.55008,37,0.49113,2,-3.5575,24,-0.3178
ENSG00000143384,MCL1,27,-1.1401,42,-0.4108,37,-0.6303,128,1.60613,79,0.69560
ENSG00000143420,ENSA,224,-0.1011,281,0.34861,308,0.53828,162,-0.5993,99,-1.3638
ENSG00000143418,CERS2,15,-1.9204,21,-1.3788,17,-1.6932,73,0.76401,193,2.90420
ENSG00000143363,PRUNE1,10,-1.1209,27,0.60660,33,0.99823,13,-0.6707,7,-1.4908
ENSG00000197622,CDC42SE1,15,-1.2699,38,0.41506,29,-0.0559,51,0.87091,29,-0.0544
ENSG00000213190,MLLT11,299,-0.1785,455,0.67109,468,0.72931,122,-1.5462,60,-2.5889
ENSG00000143434,SEMA6C,15,-0.4451,16,-0.3295,35,1.32648,17,-0.1892,4,-2.3641
ENSG00000163156,SCNM1,18,-0.7397,31,0.22811,20,-0.5678,57,1.27367,25,-0.1726
ENSG00000163159,VPS72,35,0.28251,31,0.02869,25,-0.3451,24,-0.3842,36,0.31901
ENSG00000159352,PSMD4,106,-0.0712,125,0.25332,117,0.12535,61,-0.9399,122,0.17466
ENSG00000143393,PI4KB,36,-0.6682,64,0.40625,74,0.69142,25,-1.1532,46,-0.2099
ENSG00000143416,SELENBP1,54,-0.0024,33,-0.8995,36,-0.7343,51,-0.0946,137,1.67862
ENSG00000159377,PSMB4,151,-0.3075,205,0.28047,189,0.11984,156,-0.2191,177,-0.0077
ENSG00000143442,POGZ,27,-0.4687,39,0.25506,34,-0.0063,57,0.87069,18,-1.0390
ENSG00000143376,SNX27,34,-0.3953,53,0.45888,45,0.13409,43,0.02509,30,-0.5507
ENSG00000159409,CELF3,66,0.10631,70,0.21579,104,1.06846,16,-2.1176,6,-3.3793
ENSG00000178796,RIIAD1,41,1.14958,33,0.62554,20,-0.2976,0,-5.5592,3,-2.8897
ENSG00000143436,MRPL9,27,-0.3652,41,0.40110,40,0.39030,33,-0.0321,16,-1.1082
ENSG00000197747,S100A10,25,-2.5192,52,-1.3838,59,-1.1821,501,3.04474,150,0.44341
ENSG00000163191,S100A11,19,-2.1603,11,-3.0181,6,-3.7739,402,4.14907,84,0.30735
ENSG00000197956,S100A6,110,-1.8642,157,-1.3014,74,-2.4819,1425,3.03478,532,0.81957
ENSG00000188643,S100A16,71,0.09186,52,-0.4848,35,-1.1660,85,0.38646,141,1.28938
ENSG00000189171,S100A13,328,0.43811,252,-0.0803,178,-0.7123,180,-0.6149,411,0.76020
ENSG00000160678,S100A1,276,0.45960,245,0.21235,167,-0.5056,89,-1.4241,293,0.48271
ENSG00000160679,CHTOP,35,-0.5473,56,0.34646,59,0.46426,35,-0.4663,40,-0.2403
ENSG00000143553,SNAPIN,32,0.03333,37,0.36980,25,-0.3592,14,-1.2464,45,0.63473
ENSG00000143621,ILF2,58,0.21270,53,0.02747,52,0.01147,35,-0.6362,55,0.09138
ENSG00000143624,INTS3,38,-0.1419,41,-0.0066,62,0.85708,29,-0.5473,17,-1.3427
ENSG00000143614,GATAD2B,31,-0.3056,34,-0.1105,40,0.17935,44,0.32034,37,0.01684
ENSG00000198837,DENND4B,31,-0.2507,44,0.42829,40,0.23425,33,-0.1292,21,-0.8312
ENSG00000143570,SLC39A1,16,-0.2588,6,-1.9633,13,-0.6615,41,1.39002,39,1.27503
ENSG00000143543,JTB,144,-0.0985,190,0.44802,125,-0.3632,132,-0.2315,165,0.13652
ENSG00000143545,RAB13,16,-1.2110,26,-0.4330,10,-2.0357,98,2.02874,62,1.08593
ENSG00000177954,RPS27,1640,-0.2935,1642,-0.2911,857,-1.4054,3841,1.22538,3220,0.89529
ENSG00000143549,TPM3,178,-0.3072,266,0.47787,213,0.03024,251,0.30605,111,-0.9998
ENSG00000143612,C1orf43,101,-0.3787,141,0.25364,97,-0.4510,183,0.66163,130,0.07998
ENSG00000143569,UBAP2L,59,-0.0828,68,0.19529,87,0.70286,38,-0.7647,27,-1.2930
ENSG00000143575,HAX1,50,-0.4572,62,-0.0486,65,0.03183,109,0.92979,47,-0.4814
ENSG00000160714,UBE2Q1,52,-0.6487,98,0.54886,100,0.59544,36,-1.1381,60,-0.3471
ENSG00000160716,CHRNB2,22,-0.9188,36,-0.0673,77,1.63756,27,-0.5503,3,-3.7137
ENSG00000160710,ADAR,88,-0.4992,116,0.00564,162,0.68596,111,-0.0682,83,-0.5401
ENSG00000143603,KCNN3,43,0.17644,41,0.11916,32,-0.3805,13,-1.7081,67,0.93755
ENSG00000163344,PMVK,103,-0.0012,101,-0.0395,100,-0.0483,65,-0.7227,150,0.63759
ENSG00000163346,PBXIP1,112,0.45325,43,-1.2814,47,-1.1289,45,-1.0890,266,2.04486
ENSG00000163348,PYGO2,15,-0.5756,20,-0.1344,42,1.54113,4,-2.5983,11,-0.9502
ENSG00000160688,FLAD1,15,-0.7982,25,0.08707,30,0.43310,17,-0.5163,34,0.58510
ENSG00000143537,ADAM15,15,-1.2089,14,-1.2916,26,-0.2553,60,1.25475,67,1.45623
ENSG00000143590,EFNA3,26,-0.0176,27,0.00065,43,1.01066,11,-1.3056,9,-1.5736
ENSG00000179085,DPM3,56,-0.6135,79,0.03378,54,-0.6531,111,0.59862,134,0.92998
ENSG00000163463,KRTCAP2,90,-0.5632,95,-0.4780,77,-0.8427,241,1.18795,217,0.98598
ENSG00000163462,TRIM46,14,-0.2373,16,0.04916,28,1.24994,6,-1.3321,3,-2.3518
ENSG00000173171,MTX1,24,-0.3077,14,-1.1782,26,-0.1228,60,1.34337,35,0.40445
ENSG00000177628,GBA,36,-0.9869,59,-0.1177,98,0.94604,72,0.23488,43,-0.6016
ENSG00000160767,FAM189B,25,-0.4101,30,-0.1171,36,0.27323,57,1.02558,13,-1.3835
ENSG00000116521,SCAMP3,34,-0.9111,64,0.23673,64,0.23287,37,-0.6854,93,0.84649
ENSG00000160752,FDPS,66,-0.3412,59,-0.5243,93,0.33094,94,0.28993,101,0.40890
ENSG00000160753,RUSC1,50,-0.2205,61,0.14431,102,1.29080,5,-3.5590,21,-1.5293
ENSG00000116539,ASH1L,55,-0.4714,92,0.52376,69,-0.0444,110,0.73591,26,-1.5753
ENSG00000125459,MSTO1,11,-0.3039,14,0.11003,22,0.98803,8,-0.8147,5,-1.4499
ENSG00000163374,YY1AP1,24,-0.5061,39,0.37542,47,0.76505,11,-1.6650,26,-0.3102
ENSG00000132676,DAP3,21,-0.6668,33,0.18462,44,0.77600,31,0.07988,13,-1.2367
ENSG00000116580,GON4L,8,-1.2188,19,0.36482,22,0.66822,16,0.00338,13,-0.3172
ENSG00000132718,SYT11,261,-0.4722,360,0.13090,515,0.89242,152,-1.2521,270,-0.3617
ENSG00000116584,ARHGEF2,31,-1.2930,50,-0.4874,108,1.04876,84,0.40523,64,-0.0543
ENSG00000163479,SSR2,64,-0.4220,63,-0.4618,74,-0.1655,149,1.06487,95,0.26742
ENSG00000160803,UBQLN4,35,-0.2464,44,0.17198,51,0.45822,11,-1.9363,51,0.38856
