Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to8,Feature log2 fold change topic 4to8
ENSG00000188976,NOC2L,36,-0.2378,11,-2.1432,55,1.46813
ENSG00000188290,HES4,69,0.85058,32,-0.5160,41,-0.1150
ENSG00000187608,ISG15,275,1.43373,110,-0.2105,98,-0.7491
ENSG00000078808,SDF4,80,0.23596,37,-1.0881,80,0.62882
ENSG00000176022,B3GALT6,18,-0.8402,20,-0.8002,39,0.96934
ENSG00000160087,UBE2J2,17,-1.3212,23,-0.9586,51,1.25871
ENSG00000131584,ACAP3,76,-0.0384,48,-0.8724,90,0.65332
ENSG00000127054,INTS11,59,0.15815,28,-1.1463,63,0.70989
ENSG00000224051,CPTP,21,-0.4149,19,-0.6375,31,0.67438
ENSG00000107404,DVL1,46,-0.1286,36,-0.5554,55,0.48228
ENSG00000175756,AURKAIP1,95,-0.5465,118,-0.2265,147,0.41183
ENSG00000221978,CCNL2,68,0.46424,24,-1.3293,60,0.61309
ENSG00000242485,MRPL20,156,-0.0857,164,-0.0062,166,0.04434
ENSG00000179403,VWA1,156,2.85806,31,-0.3688,17,-2.0566
ENSG00000205090,TMEM240,3,-3.5558,27,-0.3054,39,1.05202
ENSG00000160075,SSU72,124,0.03400,76,-0.8469,139,0.59749
ENSG00000228594,FNDC10,19,-0.8752,24,-0.6510,41,0.86844
ENSG00000197530,MIB2,40,0.13615,19,-1.1370,43,0.71772
ENSG00000215790,SLC35E2A,36,0.22930,8,-2.2567,39,1.18631
ENSG00000078369,GNB1,251,-0.5643,285,-0.4139,405,0.56729
ENSG00000187730,GABRD,17,-1.8618,27,-1.3244,79,1.70661
ENSG00000067606,PRKCZ,55,-1.5310,103,-0.6486,184,1.06849
ENSG00000162585,FAAP20,87,1.05293,42,-0.2386,42,-0.4411
ENSG00000157933,SKI,66,1.14678,37,0.14046,27,-0.7889
ENSG00000157916,RER1,92,0.59454,47,-0.5887,67,0.10023
ENSG00000157870,PRXL2B,41,-0.5535,41,-0.6088,67,0.71216
ENSG00000158109,TPRG1L,92,-1.0273,82,-1.3408,231,1.43327
ENSG00000130764,LRRC47,68,-0.2002,33,-1.4415,96,1.08982
ENSG00000069424,KCNAB2,15,-3.9874,129,-0.9636,299,1.71084
ENSG00000116254,CHD5,13,-3.4677,98,-0.4881,162,1.22049
ENSG00000116251,RPL22,1126,1.31957,667,0.44072,364,-1.1691
ENSG00000116237,ICMT,61,1.02684,26,-0.4800,31,-0.2614
ENSG00000097021,ACOT7,27,-3.4163,133,-1.1782,356,1.86296
ENSG00000171680,PLEKHG5,0,-6.1554,12,-1.4304,41,2.24917
ENSG00000162408,NOL9,31,-0.0827,17,-1.1080,39,0.82662
ENSG00000162413,KLHL21,92,1.51245,11,-2.0573,40,0.06999
ENSG00000007923,DNAJC11,17,-1.2198,29,-0.4706,44,0.83500
ENSG00000171735,CAMTA1,160,0.12332,93,-0.8348,168,0.54007
ENSG00000116288,PARK7,361,0.15982,247,-0.5185,353,0.30829
ENSG00000162426,SLC45A1,13,-1.6193,25,-0.7369,47,1.16490
ENSG00000142599,RERE,77,-0.1235,67,-0.3881,91,0.35759
ENSG00000074800,ENO1,536,-0.4982,456,-0.8459,877,0.86121
ENSG00000171603,CLSTN1,344,-0.7162,263,-1.2591,687,1.24291
ENSG00000178585,CTNNBIP1,33,-0.4457,41,-0.1041,46,0.27404
ENSG00000162441,LZIC,69,1.04488,41,0.16382,30,-0.7342
ENSG00000130939,UBE4B,51,0.27344,28,-0.7578,47,0.40448
ENSG00000054523,KIF1B,347,0.23719,259,-0.2770,308,0.09398
ENSG00000142657,PGD,54,0.01243,36,-0.7315,61,0.53292
ENSG00000241563,CORT,17,-2.1123,53,-0.4926,86,1.05966
ENSG00000160049,DFFA,67,1.32412,24,-0.5084,28,-0.4666
