Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to13,Feature log2 fold change topic 4to13
ENSG00000228794,LINC01128,2,-3.1271,5,-1.7777,21,2.23770
ENSG00000188976,NOC2L,27,-0.5752,32,-0.3835,43,0.49718
ENSG00000188290,HES4,157,1.13309,54,-0.6018,75,-0.2392
ENSG00000187608,ISG15,53,-0.6743,32,-1.5149,95,1.28757
ENSG00000188157,AGRN,2,-3.8530,45,0.76348,28,-0.0865
ENSG00000131591,C1orf159,2,-2.5900,13,0.13789,13,0.44718
ENSG00000078808,SDF4,60,-0.3358,95,0.43133,71,-0.2192
ENSG00000176022,B3GALT6,2,-3.8158,18,-0.7505,33,1.37913
ENSG00000160087,UBE2J2,2,-4.3525,41,0.01352,45,0.66467
ENSG00000131584,ACAP3,69,0.07100,45,-0.6073,70,0.38221
ENSG00000127054,INTS11,7,-2.7960,59,0.35474,50,0.25854
ENSG00000224051,CPTP,41,0.55543,19,-0.6164,29,0.13029
ENSG00000107404,DVL1,101,0.98664,54,-0.0327,50,-0.4636
ENSG00000175756,AURKAIP1,2,-6.2899,194,0.33020,169,0.38215
ENSG00000221978,CCNL2,40,-0.3336,46,-0.1431,52,0.23258
ENSG00000224870,MRPL20-AS1,2,-2.2413,10,0.07664,10,0.46824
ENSG00000242485,MRPL20,45,-2.0951,212,0.24810,192,0.29280
ENSG00000235098,ANKRD65,43,0.81168,42,0.87781,21,-1.0186
ENSG00000179403,VWA1,2,-4.8269,226,3.06771,29,-2.3629
ENSG00000197785,ATAD3A,2,-3.2639,23,0.33308,20,0.30896
ENSG00000205090,TMEM240,2,-3.6763,14,-0.9831,30,1.58850
ENSG00000160075,SSU72,2,-6.1913,112,-0.4537,169,1.16044
ENSG00000228594,FNDC10,2,-3.6910,7,-2.0210,32,2.53275
ENSG00000272106,AL691432.2,2,-3.5204,23,0.03529,25,0.61002
ENSG00000197530,MIB2,47,0.42650,42,0.25399,34,-0.3665
ENSG00000189339,SLC35E2B,2,-3.9047,19,-0.7656,35,1.39894
ENSG00000215790,SLC35E2A,2,-3.6594,21,-0.2821,28,0.92276
ENSG00000008130,NADK,2,-3.5625,32,0.50138,24,0.15977
ENSG00000078369,GNB1,216,-0.8965,266,-0.6208,429,0.78165
ENSG00000187730,GABRD,2,-5.5109,8,-3.6381,118,4.18579
ENSG00000067606,PRKCZ,72,-1.4127,77,-1.3896,216,1.51096
ENSG00000162585,FAAP20,2,-4.4753,76,0.81386,47,-0.1205
ENSG00000157933,SKI,2,-3.4343,25,0.25198,23,0.39627
ENSG00000157916,RER1,2,-5.2838,103,0.46875,81,0.23461
ENSG00000157911,PEX10,43,0.33891,49,0.60743,31,-0.5979
ENSG00000149527,PLCH2,2,-3.1644,15,-0.3077,20,0.91471
ENSG00000157881,PANK4,2,-3.3977,8,-1.5161,26,2.04862
ENSG00000157870,PRXL2B,127,1.49101,20,-1.4725,50,-0.1617
ENSG00000177133,PRDM16-DT,60,2.51638,8,-0.8804,10,-1.2281
ENSG00000158109,TPRG1L,90,-0.8650,55,-1.6853,187,1.47744
ENSG00000116213,WRAP73,2,-2.3656,16,0.76325,10,-0.1653
ENSG00000130764,LRRC47,74,-0.1718,51,-0.8024,90,0.62034
ENSG00000116198,CEP104,2,-2.9832,25,0.80675,15,-0.1653
ENSG00000198912,C1orf174,2,-2.2718,8,-0.2605,10,0.77984
ENSG00000196581,AJAP1,52,0.72616,11,-1.6983,35,0.50801
ENSG00000069424,KCNAB2,234,0.42398,60,-1.7196,197,0.73325
ENSG00000116254,CHD5,79,-0.3224,18,-2.5874,115,1.56879
ENSG00000116251,RPL22,659,0.47143,833,0.96397,403,-0.9405
ENSG00000116237,ICMT,2,-3.8801,17,-0.8919,35,1.51728
ENSG00000097021,ACOT7,54,-2.5249,97,-1.7422,354,2.09018
ENSG00000215788,TNFRSF25,2,-2.7847,1,-3.2687,17,3.25520
ENSG00000171680,PLEKHG5,38,0.68672,3,-3.1050,27,0.89437
ENSG00000162408,NOL9,61,1.24335,21,-0.4469,26,-0.3919
ENSG00000162413,KLHL21,2,-3.8241,40,0.62326,29,0.05030
ENSG00000116273,PHF13,2,-2.7737,5,-1.4648,16,1.91190
ENSG00000041988,THAP3,2,-3.2422,13,-0.5692,22,1.16656
ENSG00000007923,DNAJC11,75,1.34396,16,-1.1767,32,-0.1446
ENSG00000171735,CAMTA1,2,-6.1138,147,-0.0488,168,0.75776
ENSG00000049245,VAMP3,2,-4.5135,179,3.00876,24,-2.3080
ENSG00000049246,PER3,2,-3.3840,43,1.32427,18,-0.6545
ENSG00000116288,PARK7,271,-0.4677,389,0.09974,373,0.08988
ENSG00000116285,ERRFI1,2,-3.5829,25,0.09343,26,0.55702
ENSG00000162426,SLC45A1,35,-0.1525,11,-1.9810,44,1.22454
ENSG00000142599,RERE,143,0.77939,77,-0.2096,84,-0.2354
ENSG00000074800,ENO1,551,-0.3558,727,0.08320,700,0.06690
ENSG00000142583,SLC2A5,72,2.60939,27,0.91583,8,-2.2771
ENSG00000171612,SLC25A33,44,-0.0075,69,0.79941,39,-0.6290
ENSG00000188807,TMEM201,2,-2.6055,18,0.71843,12,-0.1037
ENSG00000171608,PIK3CD,2,-2.5818,2,-2.7040,16,2.81557
ENSG00000171603,CLSTN1,1056,0.77548,289,-1.3056,682,0.32375
ENSG00000178585,CTNNBIP1,41,0.10539,36,-0.0927,38,0.02315
ENSG00000162441,LZIC,2,-3.8400,64,1.49746,24,-0.8120
ENSG00000162444,RBP7,2,-3.3080,91,3.68531,7,-3.0206
ENSG00000130939,UBE4B,2,-4.2664,40,0.02001,43,0.65565
ENSG00000054523,KIF1B,125,-1.0103,312,0.44219,240,-0.0567
ENSG00000142657,PGD,19,-1.5227,51,-0.0731,57,0.49466
ENSG00000241563,CORT,2,-8.2667,31,-4.5555,803,5.22759
ENSG00000160049,DFFA,2,-4.0688,64,1.16864,31,-0.4806
ENSG00000142655,PEX14,138,2.53461,17,-1.0286,25,-1.1966
ENSG00000120948,TARDBP,2,-4.7874,54,-0.0363,61,0.72513
ENSG00000116649,SRM,156,0.55345,68,-0.7826,114,0.22225
ENSG00000171824,EXOSC10,2,-3.8108,33,0.27515,30,0.39041
ENSG00000198793,MTOR,8,-2.4923,41,-0.0366,45,0.60061
ENSG00000120942,UBIAD1,2,-2.1160,23,1.92533,6,-1.3147
ENSG00000116661,FBXO2,32,-2.9088,335,0.69047,225,-0.0567
ENSG00000132879,FBXO44,2,-5.6922,54,-1.0525,125,1.74395
ENSG00000116670,MAD2L2,2,-3.4708,38,0.98159,21,-0.3140
ENSG00000177674,AGTRAP,2,-2.7010,56,3.37490,5,-2.7337
ENSG00000177000,MTHFR,2,-2.6282,11,-0.2119,14,0.77712
ENSG00000011021,CLCN6,39,-0.4147,29,-0.9129,57,0.80096
ENSG00000116685,KIAA2013,70,0.90028,53,0.50494,34,-0.7780
ENSG00000083444,PLOD1,2,-3.6462,56,1.51496,21,-0.8346
ENSG00000116688,MFN2,70,-0.3108,79,-0.1251,88,0.21096
ENSG00000116691,MIIP,2,-3.0479,21,0.38763,17,0.24389
ENSG00000048707,VPS13D,39,-0.1002,36,-0.2354,43,0.21032
ENSG00000162496,DHRS3,2,-4.0772,89,1.87325,26,-1.1802
ENSG00000116731,PRDM2,37,-0.7695,47,-0.4293,66,0.59644
ENSG00000189337,KAZN,64,0.48501,47,0.00079,45,-0.2156
ENSG00000142634,EFHD2,130,0.02191,46,-1.6239,144,0.95872
ENSG00000132906,CASP9,68,2.57038,19,0.30796,10,-1.8225
ENSG00000116138,DNAJC16,2,-3.8184,29,0.04650,31,0.61325
ENSG00000197312,DDI2,2,-3.4524,13,-0.8230,26,1.42097
ENSG00000116786,PLEKHM2,124,0.90486,32,-1.2808,73,0.22199
ENSG00000065526,SPEN,2,-3.6595,49,1.22793,23,-0.5503
ENSG00000116809,ZBTB17,2,-2.5344,15,0.45420,12,0.14337
ENSG00000185519,FAM131C,35,0.86826,34,0.92743,16,-1.0854
ENSG00000037637,FBXO42,2,-3.2457,16,-0.2966,21,0.91032
ENSG00000055070,SZRD1,33,0.30650,62,1.55746,19,-1.4009
ENSG00000157191,NECAP2,2,-2.9563,45,2.11922,11,-1.4587
ENSG00000219481,NBPF1,2,-2.8993,22,0.67970,15,-0.0469
