Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000142920,AZIN2,14,-0.7257,15,-0.5135,6,-1.7287,38,1.08186,17,-0.2910,32,0.74855,28,0.51634
ENSG00000160094,ZNF362,15,-0.0420,13,-0.2488,10,-0.6405,20,0.43217,28,0.98143,4,-2.1304,19,0.31565
ENSG00000134686,PHC2,49,-0.4105,45,-0.4909,46,-0.4456,67,0.15492,92,0.70091,34,-0.9001,106,0.94331
ENSG00000163866,SMIM12,29,-0.7209,46,0.06243,45,0.05058,65,0.65027,46,0.05637,72,0.83827,20,-1.2368
ENSG00000116544,DLGAP3,56,-0.0863,109,1.06628,65,0.15705,68,0.22452,72,0.33574,20,-1.6895,26,-1.2902
ENSG00000116560,SFPQ,104,-0.2878,139,0.22980,167,0.54646,134,0.17185,163,0.50321,41,-1.6893,116,-0.0674
ENSG00000146463,ZMYM4,33,-0.0160,32,-0.1028,29,-0.2418,35,0.07704,30,-0.1821,46,0.51764,31,-0.1466
ENSG00000142687,KIAA0319L,35,0.12916,43,0.44648,22,-0.6043,39,0.28990,54,0.84868,12,-1.5489,22,-0.6369
ENSG00000020129,NCDN,257,-0.9850,1105,1.65090,404,-0.1598,748,0.89315,450,0.01609,242,-0.9742,103,-2.2524
ENSG00000126067,PSMB2,64,-0.6087,137,0.71919,86,-0.0791,120,0.48543,108,0.30190,82,-0.1454,58,-0.7103
ENSG00000142686,C1orf216,56,-0.5365,111,0.65773,112,0.65996,120,0.78572,88,0.24389,35,-1.2066,27,-1.6181
ENSG00000092847,AGO1,21,-0.5918,27,-0.1590,40,0.53177,27,-0.1608,45,0.73504,25,-0.2735,29,-0.0240
ENSG00000116863,ADPRHL2,15,-0.0086,19,0.34803,21,0.57688,25,0.86670,4,-1.8135,0,-4.8955,21,0.53111
ENSG00000054116,TRAPPC3,36,-0.5496,88,1.03804,56,0.23256,63,0.43979,38,-0.3725,34,-0.5442,36,-0.4776
ENSG00000116871,MAP7D1,117,-0.4199,228,0.76190,136,-0.1170,159,0.13892,113,-0.4101,123,-0.2745,176,0.31074
ENSG00000054118,THRAP3,38,-0.3712,51,0.15310,54,0.26958,59,0.40080,72,0.75859,11,-2.1838,47,0.03018
ENSG00000196182,STK40,15,-0.6010,15,-0.4670,20,-0.0934,25,0.29941,28,0.49196,40,1.11070,9,-1.2814
ENSG00000181817,LSM10,50,-0.0416,61,0.29192,38,-0.4682,51,-0.0003,50,-0.0412,62,0.32690,46,-0.1498
ENSG00000116885,OSCP1,12,0.06183,16,0.51358,16,0.45164,22,1.04048,9,-0.4095,0,-4.5631,7,-0.7395
ENSG00000116898,MRPS15,54,0.22394,62,0.41584,53,0.15276,37,-0.4013,32,-0.6528,70,0.62801,23,-1.1391
ENSG00000163873,GRIK3,4,-3.1222,11,-1.5441,62,1.20904,15,-1.1280,151,3.41255,0,-5.6999,0,-7.6602
ENSG00000163875,MEAF6,59,-0.5648,130,0.81882,96,0.29405,119,0.66224,119,0.66140,42,-1.0179,20,-2.1498
ENSG00000185090,MANEAL,16,-0.9615,40,0.57164,14,-1.0372,55,1.17319,25,-0.2018,56,1.21384,2,-3.7364
ENSG00000196449,YRDC,12,-0.1304,18,0.58103,8,-0.7393,29,1.49192,20,0.81813,0,-4.6366,1,-2.9522
ENSG00000197982,C1orf122,262,0.22518,191,-0.3252,299,0.41527,146,-0.7528,235,0.00594,165,-0.5575,309,0.46963
ENSG00000183431,SF3A3,26,-0.2038,25,-0.2382,16,-0.9344,46,0.80508,29,0.03683,34,0.27705,28,-0.0286
ENSG00000183520,UTP11,23,-0.3077,36,0.45749,36,0.48417,36,0.45238,29,0.10464,7,-2.0212,27,0.02147
ENSG00000116954,RRAGC,25,-0.3944,16,-1.0138,15,-1.0854,55,0.98981,52,0.89623,27,-0.2102,32,0.03405
ENSG00000174574,AKIRIN1,50,-0.5073,87,0.46683,68,0.04730,75,0.21203,94,0.60234,65,-0.0157,38,-0.8697
ENSG00000168653,NDUFS5,594,0.04350,866,0.68105,740,0.40650,549,-0.0934,490,-0.2766,401,-0.5960,412,-0.5515
ENSG00000127603,MACF1,93,-0.0554,62,-0.6899,57,-0.8191,101,0.09090,139,0.62785,132,0.54265,89,-0.1260
ENSG00000090621,PABPC4,44,-0.2945,60,0.27974,73,0.59795,49,-0.0543,53,0.06730,51,0.00787,34,-0.6395
ENSG00000116983,HPCAL4,219,-0.0153,414,1.10021,233,0.08976,267,0.32068,300,0.51645,60,-2.0112,53,-2.1946
ENSG00000084072,PPIE,25,-0.1959,38,0.51598,11,-1.4062,33,0.27869,24,-0.2606,25,-0.1824,43,0.69438
ENSG00000168389,MFSD2A,11,-0.9296,29,0.71299,30,0.75417,14,-0.4405,17,-0.2035,19,0.00059,21,0.14611
ENSG00000131236,CAP1,91,-0.6038,134,0.09484,182,0.60985,153,0.31608,148,0.25625,110,-0.2314,105,-0.3069
ENSG00000131238,PPT1,95,-0.3147,94,-0.2913,123,0.14685,173,0.72993,100,-0.1886,121,0.11145,100,-0.1954
ENSG00000084073,ZMPSTE24,25,-0.2246,20,-0.5417,20,-0.5747,40,0.53936,38,0.46704,41,0.58249,20,-0.5641
ENSG00000084070,SMAP2,84,-0.2970,126,0.41178,87,-0.1989,179,1.02890,102,0.05868,75,-0.4539,52,-1.0026
ENSG00000117016,RIMS3,66,0.07033,58,-0.1286,49,-0.4224,116,1.04958,56,-0.1829,84,0.47932,11,-2.6156
ENSG00000066136,NFYC,23,-0.8157,40,0.12271,24,-0.6810,51,0.53247,47,0.40629,59,0.79846,28,-0.4459
ENSG00000179862,CITED4,12,-0.5052,20,0.34666,8,-1.0230,31,1.11963,3,-2.5340,14,-0.2122,28,0.97870
ENSG00000127124,HIVEP3,18,0.01959,10,-0.8370,22,0.37630,17,-0.1102,51,1.91783,4,-2.2492,2,-2.7810
ENSG00000198815,FOXJ3,26,-0.9994,60,0.41873,39,-0.2609,91,1.16749,80,0.93679,24,-1.0425,25,-0.9761
ENSG00000177181,RIMKLA,27,0.25816,21,-0.2061,11,-1.2045,49,1.25716,25,0.05628,27,0.21447,3,-2.7815
ENSG00000127125,PPCS,46,-0.3195,61,0.20177,56,0.04886,66,0.33816,71,0.46067,42,-0.4232,46,-0.2720
ENSG00000171960,PPIH,14,-0.5532,14,-0.4648,45,1.50800,13,-0.5831,14,-0.4591,23,0.25470,16,-0.2786
ENSG00000065978,YBX1,99,-0.6559,105,-0.4907,81,-0.9032,46,-1.7653,58,-1.3957,413,1.98918,238,0.88203
ENSG00000164008,C1orf50,18,-0.5442,33,0.47061,40,0.82660,21,-0.2495,18,-0.4749,26,0.09109,23,-0.1507
ENSG00000177868,SVBP,27,-0.6051,37,-0.0263,36,-0.0716,32,-0.2526,25,-0.6481,76,1.25157,40,0.10467
ENSG00000117394,SLC2A1,53,-1.2228,22,-2.4182,58,-0.9530,49,-1.2231,46,-1.2988,510,3.39543,57,-0.9871
ENSG00000117395,EBNA1BP2,52,-0.2485,102,0.91925,83,0.56393,71,0.28210,44,-0.4766,45,-0.4479,27,-1.2161
ENSG00000066322,ELOVL1,8,-2.4241,10,-1.9108,26,-0.5543,6,-2.7921,18,-1.1498,0,-5.8103,219,4.26458
ENSG00000159479,MED8,15,-0.0766,21,0.57360,15,0.02302,27,0.99062,19,0.37462,2,-2.6872,7,-1.1965
ENSG00000178922,HYI,17,-0.5232,20,-0.1869,14,-0.7630,8,-1.6353,11,-1.0773,8,-1.5651,87,2.62918
ENSG00000142949,PTPRF,106,0.16647,158,0.82131,54,-0.9223,148,0.71201,58,-0.8320,57,-0.8464,92,-0.0867
ENSG00000066135,KDM4A,18,0.24538,10,-0.6176,10,-0.6857,26,0.85976,18,0.26309,20,0.43344,4,-1.9319
ENSG00000126091,ST3GAL3,33,-0.0951,34,-0.0013,40,0.23153,62,1.00486,34,-0.0409,27,-0.4123,14,-1.3819
ENSG00000117408,IPO13,42,-0.5111,64,0.21400,69,0.34467,51,-0.1651,46,-0.3359,4,-3.9958,131,1.52394
ENSG00000117410,ATP6V0B,271,-0.4274,346,0.02445,250,-0.4968,712,1.30627,371,0.14034,226,-0.6615,280,-0.3205
ENSG00000117411,B4GALT2,104,0.75735,42,-0.8388,57,-0.3700,82,0.21820,48,-0.6442,64,-0.1940,74,0.04997
ENSG00000159214,CCDC24,17,0.04125,23,0.49093,25,0.62943,17,-0.0285,20,0.27586,12,-0.5651,5,-1.8525
ENSG00000178028,DMAP1,30,-1.0370,61,0.20751,29,-0.9599,62,0.24197,76,0.58264,83,0.73216,59,0.16056
ENSG00000117419,ERI3,123,-0.6091,194,0.21324,179,0.07148,221,0.43358,231,0.50445,167,-0.0369,131,-0.4347
ENSG00000187147,RNF220,89,-0.1313,99,0.05667,103,0.12201,121,0.40013,133,0.55614,66,-0.5922,64,-0.6394
ENSG00000142937,RPS8,941,-0.5154,1168,-0.1039,1248,0.00544,576,-1.2170,608,-1.1336,2834,1.47845,1636,0.46191
ENSG00000070785,EIF2B3,10,-1.0887,25,0.39439,14,-0.4990,33,0.87415,24,0.32908,22,0.18412,18,-0.1321
ENSG00000126107,HECTD3,13,-0.0087,14,0.18720,9,-0.4440,29,1.47391,11,-0.2024,1,-3.3613,11,-0.2391
ENSG00000126088,UROD,59,-0.3783,68,-0.0848,88,0.33257,83,0.23146,72,0.00400,47,-0.6720,100,0.55536
ENSG00000117450,PRDX1,359,-0.1811,368,-0.1168,375,-0.0843,277,-0.5706,344,-0.2270,317,-0.3562,761,1.15007
ENSG00000117448,AKR1A1,28,-0.7059,68,0.86065,55,0.50064,29,-0.5299,21,-1.0668,10,-2.0957,89,1.37238
ENSG00000132780,NASP,20,-0.4336,26,0.01002,26,0.01697,20,-0.4318,35,0.48935,20,-0.4481,40,0.73791
ENSG00000159592,GPBP1L1,23,-0.6421,31,-0.0739,29,-0.1698,21,-0.6520,42,0.45528,58,1.00854,31,-0.0472
ENSG00000159596,TMEM69,15,-0.3015,14,-0.3589,14,-0.3771,16,-0.1608,25,0.56836,29,0.87044,13,-0.4853
ENSG00000086015,MAST2,20,-0.1335,21,-0.0507,30,0.52254,30,0.50398,14,-0.7105,35,0.76532,5,-2.1422
ENSG00000085998,POMGNT1,34,-0.8416,62,0.17813,32,-0.8402,67,0.31447,90,0.84094,47,-0.2665,75,0.51343
ENSG00000132128,LRRC41,38,-0.4148,45,-0.1101,35,-0.5045,53,0.16501,48,0.00404,75,0.77629,50,0.08601
ENSG00000173660,UQCRH,539,0.06235,611,0.26418,655,0.38122,596,0.22175,498,-0.0772,427,-0.3253,309,-0.8363
ENSG00000117480,FAAH,17,-0.9238,43,0.69628,31,0.15804,29,0.07443,38,0.48970,9,-1.6897,42,0.66684
ENSG00000079277,MKNK1,20,0.16700,21,0.19639,19,0.02878,31,0.86328,16,-0.2544,2,-3.2878,20,0.09231
ENSG00000123472,ATPAF1,131,0.09355,112,-0.1710,134,0.11762,128,0.04595,160,0.42147,110,-0.2113,92,-0.4974
ENSG00000159658,EFCAB14,46,-0.5973,42,-0.6857,56,-0.2107,47,-0.5026,72,0.17789,85,0.46105,120,1.08819
ENSG00000162368,CMPK1,64,-0.7563,70,-0.5236,99,0.03792,119,0.33771,129,0.48633,153,0.77771,78,-0.3548
ENSG00000162373,BEND5,22,0.12513,18,-0.1838,19,-0.0933,36,0.95415,25,0.30819,3,-2.7280,19,-0.1310
ENSG00000162374,ELAVL4,92,-0.4149,58,-1.0903,122,0.09154,269,1.52388,253,1.40568,27,-2.2140,8,-3.9154
ENSG00000185104,FAF1,28,-0.1329,16,-0.9634,22,-0.5147,36,0.29577,35,0.24914,53,0.98638,22,-0.4821
ENSG00000123091,RNF11,358,-0.0149,233,-0.7001,384,0.10587,541,0.69138,717,1.21017,165,-1.2335,129,-1.6094
ENSG00000085832,EPS15,136,-0.0316,69,-1.1017,129,-0.1085,196,0.58932,204,0.66122,121,-0.2119,115,-0.3042
ENSG00000078618,NRDC,46,-0.4124,36,-0.7315,36,-0.7316,113,1.20572,59,0.05528,66,0.23874,55,-0.0679
ENSG00000169213,RAB3B,123,0.40859,13,-3.1059,69,-0.5943,225,1.44754,140,0.56963,86,-0.2463,22,-2.3265
ENSG00000117862,TXNDC12,24,-0.3193,30,0.07045,21,-0.5154,23,-0.3455,28,-0.0563,57,1.19622,23,-0.3720
ENSG00000134717,BTF3L4,52,-0.3079,58,-0.0889,87,0.60209,88,0.62613,56,-0.1347,27,-1.2902,68,0.19163
ENSG00000157077,ZFYVE9,17,-0.0956,14,-0.4072,13,-0.4966,38,1.28491,40,1.40790,3,-2.4752,2,-3.2390
ENSG00000134748,PRPF38A,19,-0.6205,18,-0.6054,19,-0.5613,12,-1.2770,37,0.53570,58,1.38809,32,0.28612
ENSG00000134744,TUT4,12,-0.4979,17,0.09204,7,-1.2878,15,-0.1684,26,0.79768,25,0.70253,16,-0.0497
ENSG00000162377,COA7,12,-0.4076,19,0.37414,27,0.97770,24,0.78754,19,0.39706,0,-4.8843,7,-1.1011
ENSG00000162378,ZYG11B,79,-0.5367,76,-0.5342,144,0.52438,235,1.42809,192,1.03218,14,-3.0263,27,-2.1155
ENSG00000116171,SCP2,72,-0.2326,76,-0.1144,83,0.03805,80,-0.0325,89,0.15652,73,-0.1640,105,0.43126
ENSG00000162384,CZIB,48,-0.5357,65,0.03056,58,-0.1501,52,-0.3250,41,-0.7223,137,1.34377,63,-0.0197
ENSG00000162385,MAGOH,21,-0.6753,40,0.45309,26,-0.2537,43,0.59133,19,-0.7145,58,1.11437,15,-1.0795
ENSG00000157193,LRP8,26,-1.0659,35,-0.4885,53,0.19393,41,-0.2295,110,1.51417,78,0.85443,9,-2.4146
ENSG00000058799,YIPF1,11,-0.5643,13,-0.3161,17,0.15177,26,0.86120,35,1.42719,9,-0.8838,2,-2.7565
ENSG00000081870,HSPB11,22,-0.8518,56,0.73438,62,0.91632,23,-0.7357,33,-0.1412,24,-0.6783,48,0.45830
ENSG00000116209,TMEM59,115,-0.6961,118,-0.5725,124,-0.4880,188,0.18323,199,0.27707,136,-0.3431,352,1.30541
ENSG00000116221,MRPL37,41,-0.6169,73,0.38532,101,0.94335,52,-0.1775,54,-0.1263,39,-0.6511,64,0.15741
ENSG00000157216,SSBP3,89,-0.8251,136,-0.0610,237,0.90086,169,0.30195,258,1.05210,94,-0.6401,54,-1.4900
ENSG00000116133,DHCR24,63,-1.1921,48,-1.4639,108,-0.2128,322,1.75521,181,0.65144,60,-1.1334,142,0.23546
ENSG00000162402,USP24,28,0.45652,17,-0.3717,20,-0.1613,37,0.85445,25,0.20097,4,-2.5522,18,-0.3096
ENSG00000162407,PLPP3,234,0.53604,74,-1.4007,110,-0.7840,32,-2.6418,252,0.57270,30,-2.7335,472,1.76986
ENSG00000162409,PRKAA2,19,-0.4349,51,1.26522,21,-0.2525,52,1.30461,19,-0.3688,9,-1.4762,6,-2.1962
ENSG00000173406,DAB1,27,1.35369,15,0.10104,2,-2.6218,32,1.39339,7,-1.0122,0,-4.8174,4,-1.7631
ENSG00000162601,MYSM1,15,-0.3715,19,0.06961,17,-0.0610,32,0.98907,14,-0.3644,20,0.22473,11,-0.7072
ENSG00000177606,JUN,38,-1.1004,146,1.28474,14,-2.4271,93,0.47770,4,-4.1525,168,1.56460,62,-0.2022
ENSG00000172456,FGGY,23,0.70106,13,-0.4255,9,-0.9002,5,-1.8178,24,0.62208,19,0.23122,16,-0.0874
ENSG00000134709,HOOK1,12,-0.7761,22,0.22725,15,-0.3320,34,0.98932,28,0.64968,24,0.37783,4,-2.1453
ENSG00000162599,NFIA,71,-0.2495,45,-0.9511,112,0.53020,11,-3.0106,70,-0.2366,79,-0.0502,192,1.54622
ENSG00000162604,TM2D1,45,-0.3950,88,0.77208,50,-0.1998,67,0.28988,70,0.35918,30,-1.0008,54,-0.0554
ENSG00000162607,USP1,10,-1.3256,20,-0.1326,24,0.17402,19,-0.2513,32,0.65489,15,-0.5944,45,1.23254
ENSG00000116641,DOCK7,25,0.27885,16,-0.4803,17,-0.3868,16,-0.4993,37,0.88353,1,-4.6117,38,0.93460
ENSG00000079739,PGM1,56,0.96310,38,0.14951,14,-1.4483,30,-0.2757,35,0.00825,0,-5.5742,52,0.67217
ENSG00000158966,CACHD1,15,-0.6252,25,0.27726,13,-0.7546,15,-0.5487,30,0.60115,22,0.07079,34,0.79935
ENSG00000162434,JAK1,45,-0.2424,48,-0.1133,23,-1.2392,97,1.11771,42,-0.3253,83,0.83299,26,-1.0485
ENSG00000162433,AK4,54,0.04164,62,0.28090,84,0.80355,33,-0.7246,78,0.66498,23,-1.2771,32,-0.7726
ENSG00000116675,DNAJC6,187,-0.5896,260,0.01186,297,0.23510,528,1.26608,430,0.88060,46,-2.6426,129,-1.0999
ENSG00000213625,LEPROT,26,-0.9447,25,-0.9073,34,-0.4144,16,-1.5300,38,-0.2276,121,1.85583,67,0.69750
ENSG00000184588,PDE4B,33,-0.9309,31,-0.9225,43,-0.4244,75,0.49879,89,0.79425,33,-0.8517,110,1.18392
ENSG00000118473,SGIP1,49,-0.5690,80,0.29735,93,0.55469,93,0.56470,97,0.64190,57,-0.2546,16,-2.2026
ENSG00000198160,MIER1,19,-0.1302,19,-0.0962,20,0.01883,21,0.05336,29,0.59526,16,-0.3600,19,-0.1303
ENSG00000142864,SERBP1,73,-0.5670,124,0.37130,99,-0.0017,95,-0.0671,82,-0.3039,84,-0.2672,164,0.85792
ENSG00000116717,GADD45A,9,-1.6999,22,-0.2511,38,0.67897,11,-1.3089,23,-0.1491,74,1.96310,18,-0.5794
ENSG00000116729,WLS,92,0.38514,82,0.12397,51,-0.6452,88,0.25088,82,0.12047,23,-1.8059,97,0.40789
ENSG00000033122,LRRC7,34,-0.5939,59,0.37109,49,0.05937,87,1.06778,80,0.91040,23,-1.1127,11,-2.2324
ENSG00000066557,LRRC40,11,-0.8346,11,-0.7986,12,-0.5834,35,1.19871,55,2.13440,0,-4.6462,6,-1.7211
ENSG00000116754,SRSF11,45,-0.9412,103,0.51594,83,0.15372,79,0.07013,100,0.45888,57,-0.4563,95,0.37704
ENSG00000118454,ANKRD13C,18,-0.6470,28,0.10741,40,0.72919,34,0.44011,26,0.00699,20,-0.4246,24,-0.1284
ENSG00000197568,HHLA3,12,-0.6938,29,0.76378,9,-1.0419,27,0.63083,19,0.07486,18,-0.0194,20,0.11007
ENSG00000132485,ZRANB2,37,-1.0497,86,0.41329,67,0.00274,90,0.48388,79,0.26988,84,0.35889,58,-0.2390
ENSG00000172260,NEGR1,57,-1.0337,139,0.51531,130,0.39354,141,0.53788,201,1.18201,73,-0.5450,21,-2.3826
ENSG00000178965,ERICH3,11,-1.4940,55,1.29830,42,0.80758,46,0.97655,43,0.81992,1,-4.1112,1,-4.7898
ENSG00000162623,TYW3,9,-1.3127,10,-1.0956,23,0.25146,23,0.27493,24,0.33875,20,0.02144,39,1.19658
ENSG00000117054,ACADM,37,0.06233,38,0.07820,11,-1.8051,31,-0.2334,44,0.31143,27,-0.4840,64,0.98044
ENSG00000137955,RABGGTB,37,-0.0643,34,-0.1708,33,-0.2307,44,0.24066,42,0.16417,26,-0.5768,51,0.49220
ENSG00000117069,ST6GALNAC5,19,-1.0675,83,1.54062,21,-0.7725,96,1.85375,21,-0.8283,6,-2.5889,15,-1.3277
ENSG00000142892,PIGK,14,-1.2728,37,0.36950,33,0.16819,39,0.45485,54,1.02294,5,-2.7486,42,0.57140
ENSG00000154027,AK5,83,-1.7578,261,0.19235,494,1.33723,377,0.82728,425,1.04670,87,-1.5312,51,-2.3341
ENSG00000036549,AC118549.1,14,-0.5717,10,-0.9703,18,-0.0826,26,0.52483,18,-0.1205,25,0.44059,28,0.62907
ENSG00000077254,USP33,33,-1.3571,80,0.16199,79,0.13797,116,0.80199,129,0.99133,44,-0.7828,66,-0.1514
ENSG00000180488,MIGA1,36,-0.5785,31,-0.7214,29,-0.8140,96,1.15967,68,0.52783,46,-0.1063,52,0.09961
ENSG00000162613,FUBP1,32,-0.5948,55,0.37401,45,0.01827,59,0.49062,61,0.55459,31,-0.5569,38,-0.2464
ENSG00000162616,DNAJB4,27,0.00063,38,0.57843,20,-0.4599,30,0.17743,18,-0.6302,23,-0.2935,33,0.32790
ENSG00000117114,ADGRL2,13,-0.7106,50,1.71964,8,-1.3865,39,1.23216,19,0.02976,12,-0.7317,0,-6.8319
ENSG00000137941,TTLL7,42,-1.1236,70,-0.1974,115,0.63666,103,0.44511,117,0.66744,13,-2.6907,130,0.85554
ENSG00000142875,PRKACB,180,-0.5917,351,0.58257,278,0.18500,423,0.91705,311,0.37081,80,-1.7574,187,-0.4609
ENSG00000117133,RPF1,20,0.25746,31,0.93771,17,-0.1057,11,-0.8049,30,0.85724,12,-0.6140,2,-3.0925
ENSG00000174021,GNG5,95,0.15275,49,-0.9146,81,-0.1264,11,-3.1475,73,-0.2913,197,1.43688,101,0.23772
ENSG00000117155,SSX2IP,66,-0.1803,100,0.53895,66,-0.1452,150,1.29276,82,0.21165,39,-0.9732,10,-3.0133
ENSG00000162642,C1orf52,36,-0.5033,56,0.27188,57,0.29182,70,0.64479,92,1.13041,8,-2.6582,27,-0.9087
ENSG00000153904,DDAH1,259,0.49512,166,-0.3215,225,0.18145,159,-0.3860,238,0.26966,167,-0.3096,145,-0.5386
ENSG00000117174,ZNHIT6,17,-0.5587,13,-0.8992,20,-0.1957,26,0.18399,28,0.34007,39,0.89306,24,0.07722
ENSG00000122417,ODF2L,10,-1.5245,42,0.98237,36,0.71355,33,0.53304,18,-0.4800,38,0.80656,4,-2.6584
ENSG00000097033,SH3GLB1,33,-0.2895,23,-0.8534,34,-0.1933,39,0.02492,24,-0.7637,79,1.25260,44,0.22319
ENSG00000183291,SELENOF,73,-0.5433,84,-0.2450,90,-0.1383,96,-0.0316,106,0.13878,145,0.67819,115,0.26842
ENSG00000153936,HS2ST1,41,0.06567,36,-0.1362,33,-0.2789,48,0.33132,53,0.48628,47,0.27686,17,-1.3135
ENSG00000143013,LMO4,388,-0.3290,242,-1.0319,659,0.59869,873,1.10907,951,1.27341,156,-1.6990,47,-3.4692
ENSG00000137947,GTF2B,20,0.05125,33,0.87492,24,0.32140,29,0.62871,20,0.03818,0,-4.6530,11,-0.9306
ENSG00000137944,KYAT3,14,-0.1924,16,0.08015,21,0.50958,14,-0.1339,8,-0.9424,17,0.16354,19,0.32329
ENSG00000197147,LRRC8B,43,-0.9793,115,0.71570,54,-0.5358,172,1.47498,76,0.00342,57,-0.4447,43,-0.8987
ENSG00000171492,LRRC8D,13,-1.1778,21,-0.3657,9,-1.6675,36,0.50543,34,0.42981,25,-0.0730,60,1.43904
ENSG00000162664,ZNF326,17,-0.2542,9,-1.1460,48,1.53322,24,0.29822,21,0.04077,0,-4.6209,23,0.24861
ENSG00000233593,LINC02609,33,0.87804,45,1.28112,4,-2.4993,28,0.44195,3,-2.8289,7,-1.6297,19,-0.1884
ENSG00000122482,ZNF644,13,-0.8808,19,-0.1482,23,0.15718,19,-0.1264,22,0.08176,33,0.77954,25,0.31767
ENSG00000172031,EPHX4,12,-0.0465,16,0.40924,2,-2.3361,44,2.39582,3,-1.9781,10,-0.3394,0,-5.3806
ENSG00000189195,BTBD8,62,-0.2380,98,0.56931,42,-0.7990,171,1.60264,65,-0.1155,51,-0.5212,10,-2.8621
ENSG00000122484,RPAP2,11,-0.4903,17,0.22910,23,0.78381,20,0.52336,15,0.06779,14,-0.0989,5,-1.4672
ENSG00000067208,EVI5,22,0.18672,19,-0.0919,20,0.02953,26,0.46288,17,-0.2277,5,-2.1184,28,0.56447
ENSG00000122406,RPL5,405,-0.5787,565,0.03017,646,0.25360,361,-0.6901,278,-1.0973,1129,1.25468,651,0.26556
ENSG00000154511,DIPK1A,23,-0.5335,16,-0.9706,18,-0.7896,54,1.00871,62,1.26842,4,-2.8830,41,0.52225
ENSG00000117500,TMED5,17,-0.9966,28,-0.0849,28,-0.0745,37,0.38293,31,0.06756,43,0.63079,35,0.30845
ENSG00000117505,DR1,42,-0.4468,48,-0.1999,82,0.71896,52,-0.0519,88,0.83096,16,-1.9031,61,0.21194
ENSG00000137942,FNBP1L,18,-0.1789,13,-0.6739,21,0.14455,18,-0.1443,34,0.95036,2,-3.1726,32,0.87475
ENSG00000067334,DNTTIP2,27,-0.0901,32,0.20255,24,-0.2626,27,-0.0805,32,0.20271,28,-0.0103,30,0.05851
ENSG00000023909,GCLM,18,-0.1658,17,-0.2187,10,-1.0152,23,0.23779,21,0.09174,47,1.48630,5,-2.0454
ENSG00000117528,ABCD3,30,0.00564,22,-0.5172,36,0.26566,24,-0.3460,45,0.67522,16,-0.9728,38,0.38598
ENSG00000117525,F3,76,0.68292,38,-0.5599,19,-1.6013,8,-2.9167,55,0.03579,23,-1.3319,139,1.70726
ENSG00000117519,CNN3,111,-0.0157,83,-0.4769,131,0.26886,48,-1.3197,92,-0.3157,63,-0.9212,255,1.47952
ENSG00000152078,TLCD4,23,-0.5313,32,0.06964,28,-0.1456,44,0.60484,35,0.21521,35,0.23142,25,-0.3075
ENSG00000228971,LINC02607,21,-1.4995,26,-1.0815,62,0.32438,79,0.74202,148,1.96927,51,-0.0174,1,-5.0420
ENSG00000117569,PTBP2,31,-0.7411,52,0.14929,37,-0.3661,58,0.33691,80,0.90154,44,-0.0925,43,-0.1290
ENSG00000117598,PLPPR5,19,-0.4861,29,0.23585,17,-0.6073,50,1.18875,39,0.73936,25,-9.2476,3,-3.2477
ENSG00000117600,PLPPR4,56,-1.2949,223,1.11434,124,0.07710,291,1.64171,145,0.34975,37,-1.7787,10,-3.6958
ENSG00000162688,AGL,15,-1.0971,15,-0.9858,25,-0.1926,33,0.23400,51,1.01920,35,0.36513,37,0.44726
ENSG00000156875,MFSD14A,20,-0.9754,21,-0.7603,30,-0.2144,73,1.33243,53,0.74760,34,0.00541,23,-0.6357
ENSG00000137992,DBT,20,-0.3123,8,-1.6035,29,0.32018,44,1.04829,19,-0.3418,30,0.35111,21,-0.2294
ENSG00000137996,RTCA,26,-0.8742,37,-0.1976,42,0.01452,76,1.02137,59,0.57613,29,-0.5919,41,-0.0358
ENSG00000181656,GPR88,15,-0.2510,45,1.67310,0,-5.6210,52,1.97019,0,-5.4601,14,-0.3518,0,-5.8090
ENSG00000162694,EXTL2,20,-0.1878,8,-1.5661,9,-1.3807,62,1.91304,21,-0.0483,28,0.43377,7,-1.6815
ENSG00000170989,S1PR1,63,0.28118,34,-0.7391,40,-0.4764,20,-1.5538,79,0.62403,89,0.83406,48,-0.2098
ENSG00000118733,OLFM3,7,-1.9335,47,1.25532,16,-0.5980,52,1.44869,13,-0.8178,40,0.93562,1,-3.9616
ENSG00000198890,PRMT6,13,-0.2402,10,-0.5927,15,0.00709,30,1.19922,27,0.98349,9,-0.8775,3,-2.2865
ENSG00000162631,NTNG1,41,0.58492,1,-4.6571,1,-4.4469,143,3.24445,13,-1.3117,2,-3.5612,3,-3.4398
ENSG00000162636,FAM102B,30,-0.8790,17,-1.6875,64,0.42146,80,0.79996,128,1.71310,44,-0.1965,5,-3.2798
ENSG00000162639,HENMT1,11,-0.7730,13,-0.4874,30,0.97205,27,0.78806,30,0.97155,1,-3.3180,13,-0.4514
ENSG00000134186,PRPF38B,9,-1.9682,26,-0.2680,38,0.33171,25,-0.3573,36,0.23631,76,1.60688,29,-0.1297
ENSG00000116266,STXBP3,19,-0.8371,14,-1.2483,37,0.27748,25,-0.3343,53,0.90849,22,-0.5680,59,1.12304
