Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000228794,LINC01128,10,-1.1444,23,1.14440
ENSG00000188976,NOC2L,39,-0.5865,59,0.58650
ENSG00000188290,HES4,57,-0.8221,101,0.82214
ENSG00000187608,ISG15,42,-0.3899,56,0.38996
ENSG00000188157,AGRN,45,0.38695,34,-0.3869
ENSG00000078808,SDF4,109,0.30176,88,-0.3017
ENSG00000176022,B3GALT6,32,-0.2312,38,0.23125
ENSG00000160087,UBE2J2,46,-0.4708,63,0.47085
ENSG00000162572,SCNN1D,15,0.29033,12,-0.2903
ENSG00000131584,ACAP3,110,-0.0499,114,0.04995
ENSG00000169972,PUSL1,6,-1.3045,15,1.30451
ENSG00000127054,INTS11,86,0.55291,58,-0.5529
ENSG00000224051,CPTP,20,-0.7542,33,0.75427
ENSG00000107404,DVL1,78,0.13741,71,-0.1374
ENSG00000175756,AURKAIP1,120,-0.4345,162,0.43451
ENSG00000221978,CCNL2,84,0.31968,67,-0.3196
ENSG00000224870,MRPL20-AS1,17,0.30786,14,-0.3078
ENSG00000242485,MRPL20,155,-0.2523,185,0.25238
ENSG00000179403,VWA1,295,3.14802,33,-3.1480
ENSG00000160072,ATAD3B,3,-2.4792,19,2.47920
ENSG00000197785,ATAD3A,9,-1.2892,22,1.28929
ENSG00000205090,TMEM240,5,-3.2762,53,3.27624
ENSG00000160075,SSU72,94,-0.8352,169,0.83527
ENSG00000228594,FNDC10,9,-2.4583,51,2.45837
ENSG00000272106,AL691432.2,55,0.60953,36,-0.6095
ENSG00000197530,MIB2,46,-0.0759,49,0.07593
ENSG00000189339,SLC35E2B,30,-0.9179,58,0.91797
ENSG00000008128,CDK11A,18,0.69049,11,-0.6904
ENSG00000008130,NADK,36,-0.0218,37,0.02181
ENSG00000078369,GNB1,316,-0.3373,400,0.33730
ENSG00000187730,GABRD,9,-2.8487,67,2.84874
ENSG00000067606,PRKCZ,100,-1.0507,208,1.05072
ENSG00000162585,FAAP20,76,0.15981,68,-0.1598
ENSG00000157933,SKI,49,0.61946,31,-0.6194
ENSG00000157916,RER1,101,0.48365,72,-0.4836
ENSG00000157911,PEX10,58,0.73946,34,-0.7394
ENSG00000149527,PLCH2,35,0.41307,26,-0.4130
ENSG00000157881,PANK4,19,-0.1331,20,0.13314
ENSG00000197921,HES5,1,-5.1465,65,5.14658
ENSG00000272449,AL139246.5,1,-3.6746,23,3.67466
ENSG00000157873,TNFRSF14,6,-1.5438,18,1.54387
ENSG00000157870,PRXL2B,23,-2.0581,96,2.05814
ENSG00000177133,PRDM16-DT,12,-0.3168,15,0.31689
ENSG00000158109,TPRG1L,50,-1.7268,167,1.72687
ENSG00000116213,WRAP73,21,0.40423,16,-0.4042
ENSG00000130764,LRRC47,86,-0.0377,89,0.03777
ENSG00000116198,CEP104,66,1.68002,20,-1.6800
ENSG00000198912,C1orf174,15,-0.2772,18,0.27723
ENSG00000196581,AJAP1,21,-0.3243,26,0.32430
ENSG00000069424,KCNAB2,19,-3.6672,250,3.66727
ENSG00000116254,CHD5,12,-3.6934,161,3.69340
ENSG00000116251,RPL22,1002,0.88557,542,-0.8855
ENSG00000116237,ICMT,43,0.40546,32,-0.4054
ENSG00000097021,ACOT7,52,-2.3137,259,2.31376
ENSG00000215788,TNFRSF25,10,-1.4684,30,1.46845
ENSG00000171680,PLEKHG5,0,-8.1045,25,8.10459
ENSG00000162408,NOL9,23,-0.6817,37,0.68175
ENSG00000204859,ZBTB48,9,-0.6945,14,0.69453
ENSG00000162413,KLHL21,54,0.51479,37,-0.5147
ENSG00000116273,PHF13,15,-0.1153,17,0.11539
ENSG00000041988,THAP3,12,-0.8173,22,0.81733
ENSG00000007923,DNAJC11,25,-0.3811,33,0.38115
ENSG00000171735,CAMTA1,92,-0.7887,159,0.78876
ENSG00000049245,VAMP3,151,2.11421,34,-2.1142
ENSG00000049246,PER3,46,0.48892,33,-0.4889
ENSG00000116288,PARK7,370,0.00144,369,-0.0014
ENSG00000116285,ERRFI1,35,1.00576,17,-1.0057
ENSG00000162426,SLC45A1,10,-1.7861,34,1.78611
ENSG00000142599,RERE,87,-0.4534,119,0.45343
ENSG00000074800,ENO1,437,-0.8294,777,0.82947
ENSG00000171612,SLC25A33,42,0.18520,37,-0.1852
ENSG00000188807,TMEM201,18,-0.1429,20,0.14295
ENSG00000171608,PIK3CD,3,-2.2689,18,2.26894
ENSG00000171603,CLSTN1,234,-1.3067,579,1.30676
ENSG00000178585,CTNNBIP1,52,0.33671,41,-0.3367
ENSG00000162441,LZIC,101,1.47325,36,-1.4732
ENSG00000130939,UBE4B,43,0.13888,39,-0.1388
ENSG00000054523,KIF1B,369,0.14573,333,-0.1457
ENSG00000142657,PGD,75,0.07765,72,-0.0776
ENSG00000241563,CORT,5,-3.9128,76,3.91286
ENSG00000160049,DFFA,58,0.88521,31,-0.8852
ENSG00000142655,PEX14,15,-0.8815,27,0.88158
ENSG00000120948,TARDBP,105,0.55552,71,-0.5555
ENSG00000271895,AL109811.2,15,0.34231,12,-0.3423
ENSG00000116649,SRM,55,-1.1771,124,1.17716
ENSG00000171824,EXOSC10,37,0.01459,36,-0.0145
ENSG00000198793,MTOR,37,-0.3614,48,0.36145
ENSG00000116661,FBXO2,551,0.63504,355,-0.6350
ENSG00000132879,FBXO44,49,-1.9854,195,1.98545
ENSG00000116670,MAD2L2,58,0.90215,31,-0.9021
ENSG00000177674,AGTRAP,45,1.38897,17,-1.3889
ENSG00000177000,MTHFR,9,-1.3292,24,1.32924
ENSG00000011021,CLCN6,51,-0.8118,90,0.81183
ENSG00000116685,KIAA2013,55,0.57149,37,-0.5714
ENSG00000083444,PLOD1,36,0.44150,26,-0.4415
ENSG00000116688,MFN2,88,-0.3159,109,0.31590
