Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,42,1.36894,16,-1.3689
ENSG00000188976,NOC2L,63,0.54445,43,-0.5444
ENSG00000188290,HES4,115,-0.5131,164,0.51314
ENSG00000187608,ISG15,104,-0.0678,109,0.06789
ENSG00000188157,AGRN,70,-0.0922,75,0.09223
ENSG00000078808,SDF4,94,-0.2214,110,0.22140
ENSG00000176022,B3GALT6,37,0.31776,29,-0.3177
ENSG00000160087,UBE2J2,59,0.39118,45,-0.3911
ENSG00000131584,ACAP3,125,0.05384,120,-0.0538
ENSG00000127054,INTS11,72,0.25095,61,-0.2509
ENSG00000224051,CPTP,36,0.74186,21,-0.7418
ENSG00000107404,DVL1,75,-0.4049,99,0.40496
ENSG00000175756,AURKAIP1,182,-0.1779,206,0.17798
ENSG00000221978,CCNL2,71,0.26990,59,-0.2699
ENSG00000242485,MRPL20,199,0.20749,172,-0.2074
ENSG00000179403,VWA1,23,-3.0046,188,3.00467
ENSG00000197785,ATAD3A,21,0.00601,21,-0.0060
ENSG00000205090,TMEM240,49,0.71764,30,-0.7176
ENSG00000160075,SSU72,190,0.42323,142,-0.4232
ENSG00000228594,FNDC10,61,0.72708,37,-0.7270
ENSG00000272106,AL691432.2,20,-0.4860,28,0.48607
ENSG00000197530,MIB2,53,0.52805,36,-0.5280
ENSG00000189339,SLC35E2B,19,-0.0196,19,0.01964
ENSG00000215790,SLC35E2A,28,0.46649,20,-0.4664
ENSG00000008130,NADK,38,0.27557,31,-0.2755
ENSG00000078369,GNB1,573,0.49114,408,-0.4911
ENSG00000187730,GABRD,157,1.70297,48,-1.7029
ENSG00000067606,PRKCZ,264,0.55779,179,-0.5577
ENSG00000162585,FAAP20,67,-0.6530,106,0.65305
ENSG00000157933,SKI,29,0.07395,28,-0.0739
ENSG00000157916,RER1,85,0.23506,72,-0.2350
ENSG00000157911,PEX10,33,-0.1836,38,0.18364
ENSG00000149527,PLCH2,30,0.06265,29,-0.0626
