Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000170871,KIAA0232,60,-0.3551,119,0.75722,80,0.10461,52,-0.5775,80,0.09726,94,0.40468,36,-1.1318,58,-0.3999
ENSG00000132405,TBC1D14,3,-3.7346,56,0.41978,59,0.60896,36,-0.2916,39,-0.1620,45,0.10002,44,0.04643,42,-0.0247
ENSG00000173011,TADA2B,3,-2.6757,27,0.46351,26,0.44084,16,-0.4073,24,0.23405,30,0.72465,15,-0.4500,7,-1.5632
ENSG00000109519,GRPEL1,3,-3.5736,63,0.81357,43,0.22086,36,-0.1100,39,0.03954,46,0.33966,35,-0.1622,29,-0.4491
ENSG00000184985,SORCS2,3,-2.4777,18,0.05120,15,-0.3461,17,-0.1054,8,-1.1820,23,0.41932,50,1.78483,8,-1.2328
ENSG00000196526,AFAP1,19,-0.0007,34,0.93482,23,0.34954,19,-0.0555,18,-0.0906,18,-0.1348,20,0.05549,0,-5.1046
ENSG00000163995,ABLIM2,3,-3.5607,65,0.88132,70,1.21257,39,0.02350,27,-0.5347,43,0.23201,13,-1.5979,7,-2.5323
ENSG00000071127,WDR1,406,2.51327,69,-0.6466,88,-0.2994,59,-0.8938,53,-1.0426,54,-1.0990,110,0.09421,61,-0.8358
ENSG00000178163,ZNF518B,3,-2.2463,17,0.21787,25,0.94822,10,-0.6529,17,0.19430,24,0.81830,5,-1.6353,2,-2.5999
ENSG00000157869,RAB28,3,-2.6017,23,0.27416,14,-0.5953,13,-0.6079,13,-0.5945,16,-0.3809,41,1.24577,43,1.30582
ENSG00000038219,BOD1L1,202,1.25860,69,-0.5152,60,-0.8096,67,-0.5699,91,-0.0898,144,0.77550,55,-0.8612,69,-0.5284
ENSG00000137449,CPEB2,3,-3.3892,60,0.94259,25,-0.5533,38,0.19642,49,0.58757,38,0.21797,28,-0.3039,35,0.06466
ENSG00000118564,FBXL5,3,-4.2113,78,0.42964,78,0.50762,47,-0.3882,44,-0.4897,47,-0.4247,99,0.83288,77,0.39973
ENSG00000237765,FAM200B,56,-0.4465,56,-0.4446,54,-0.5604,52,-0.5505,62,-0.2839,66,-0.2165,98,0.45757,179,1.51165
ENSG00000169762,TAPT1,16,-0.9933,25,-0.3164,43,0.59357,20,-0.6679,31,0.01203,29,-0.1130,34,0.14974,40,0.39778
ENSG00000169744,LDB2,3,-4.3375,93,0.57556,175,2.19510,29,-1.2233,102,0.73758,22,-1.7701,20,-1.8189,11,-2.5865
ENSG00000151552,QDPR,3,-6.5220,246,-0.3005,188,-0.7827,208,-0.5566,272,-0.1383,346,0.28224,222,-0.4554,949,2.07669
ENSG00000002549,LAP3,3,-3.0199,21,-0.3683,26,0.00776,20,-0.4439,10,-1.4310,25,-0.0607,59,1.39086,45,0.90581
ENSG00000118579,MED28,4,-3.3154,37,0.00550,41,0.20304,23,-0.6899,30,-0.3270,54,0.71378,53,0.60266,31,-0.2735
ENSG00000163257,DCAF16,3,-2.7270,28,0.46795,22,0.09805,16,-0.4411,20,-0.0592,25,0.32675,19,-0.2046,30,0.55740
ENSG00000145147,SLIT2,56,0.69871,51,0.55046,19,-1.1165,30,-0.3231,9,-2.0704,87,1.84545,7,-2.4226,1,-5.2126
ENSG00000163138,PACRGL,3,-2.5351,19,0.05130,25,0.58081,11,-0.8013,26,0.53336,27,0.70075,10,-0.9034,11,-0.7415
ENSG00000185774,KCNIP4,3,-4.5245,80,0.12122,214,2.42675,35,-1.1579,56,-0.4361,45,-0.8330,35,-1.1401,14,-2.4756
ENSG00000152990,ADGRA3,3,-2.6369,9,-1.2336,17,-0.2562,20,0.02063,7,-1.6393,12,-0.8378,54,1.72600,48,1.48334
ENSG00000109606,DHX15,3,-3.5541,64,0.86231,39,0.03479,23,-0.7874,42,0.18145,34,-0.1981,53,0.55353,48,0.39098
ENSG00000053900,ANAPC4,3,-2.5988,28,0.57572,31,0.91648,14,-0.5500,12,-0.7173,22,0.21595,17,-0.1722,14,-0.5464
ENSG00000250317,SMIM20,71,1.33025,28,-0.2416,32,-0.0157,30,-0.1180,14,-1.2156,23,-0.5747,35,0.14257,34,0.09296
ENSG00000168214,RBPJ,240,1.75509,56,-0.7117,34,-1.5422,59,-0.6128,60,-0.5969,85,-0.0526,47,-0.9513,176,1.16929
ENSG00000109689,STIM2,3,-2.5499,35,1.03443,26,0.62071,16,-0.2629,26,0.51850,11,-0.8664,22,0.27821,10,-0.8803
ENSG00000169851,PCDH7,48,-1.5065,179,0.54298,268,1.51202,69,-0.9530,162,0.37666,110,-0.2783,53,-1.3556,17,-2.9754
ENSG00000047365,ARAP2,3,-2.8806,9,-1.3661,26,0.18985,20,-0.2498,16,-0.5795,12,-1.1150,37,0.73554,74,1.99980
ENSG00000065882,TBC1D1,385,4.50513,8,-2.7763,26,-1.2000,7,-3.0465,18,-1.6699,12,-2.3215,24,-1.2016,15,-1.8941
ENSG00000109787,KLF3,3,-2.3785,13,-0.4170,11,-0.6757,13,-0.3651,9,-0.8844,15,-0.2269,42,1.58532,35,1.21180
ENSG00000109790,KLHL5,3,-3.0531,37,0.52307,7,-2.0156,24,-0.1835,32,0.29080,23,-0.2552,29,0.15793,81,1.93805
ENSG00000035928,RFC1,51,0.22784,21,-1.1377,33,-0.4912,22,-1.0547,36,-0.3351,49,0.17097,67,0.66598,82,1.02648
ENSG00000163682,RPL9,1525,0.77358,457,-1.1459,889,-0.1287,719,-0.4482,643,-0.6219,715,-0.5061,1359,0.57735,1643,0.90203
ENSG00000163683,SMIM14,75,0.25121,79,0.33397,49,-0.4630,55,-0.2266,56,-0.2069,73,0.25126,64,-0.0074,66,0.05434
ENSG00000078140,UBE2K,3,-4.8514,165,0.95075,118,0.44305,86,-0.1320,111,0.28436,126,0.55877,41,-1.2680,38,-1.3699
ENSG00000121892,PDS5A,3,-3.2466,34,0.17664,40,0.50159,26,-0.2604,36,0.25301,32,0.10619,21,-0.5583,40,0.44558
ENSG00000163697,APBB2,3,-3.4620,31,-0.2174,31,-0.2109,34,-0.0445,15,-1.3370,43,0.35819,43,0.30032,80,1.36693
ENSG00000154277,UCHL1,267,-2.6355,3139,1.22223,2171,0.67162,1212,-0.3640,1819,0.28594,1710,0.20949,868,-0.8793,179,-3.2198
ENSG00000064042,LIMCH1,3,-5.2619,119,-0.0606,109,-0.2199,93,-0.4496,82,-0.6495,165,0.53813,97,-0.3884,296,1.49227
ENSG00000109133,TMEM33,127,0.93657,81,0.18608,73,0.01840,46,-0.7071,80,0.15479,68,-0.1003,52,-0.5035,54,-0.4592
ENSG00000014824,SLC30A9,3,-4.6358,105,0.44229,99,0.39007,69,-0.2465,80,-0.0108,111,0.61830,57,-0.5314,67,-0.2782
ENSG00000124406,ATP8A1,48,-1.0073,121,0.45790,132,0.70804,36,-1.4270,144,0.75580,77,-0.3057,19,-2.3923,127,0.53438
ENSG00000151806,GUF1,3,-2.8690,30,0.36919,22,-0.1337,17,-0.5110,21,-0.1483,35,0.77810,21,-0.2014,29,0.32666
ENSG00000163281,GNPDA2,3,-2.3603,18,0.11990,21,0.48635,15,-0.1672,14,-0.2978,23,0.63156,17,0.03275,9,-0.8641
ENSG00000163285,GABRG1,3,-3.4854,12,-1.6057,31,-0.2813,53,0.62962,66,0.98874,35,-0.0777,64,0.94134,32,-0.1744
ENSG00000260878,AC104072.1,3,-3.3838,50,0.65602,73,1.60544,32,-0.0677,15,-1.2574,29,-0.2718,32,-0.0927,0,-5.6209
ENSG00000151834,GABRA2,3,-4.1085,66,0.26903,121,1.61484,48,-0.2296,35,-0.7018,35,-0.7909,71,0.39267,21,-1.4991
ENSG00000109158,GABRA4,3,-3.6000,104,1.70135,68,1.07820,40,0.05672,25,-0.6853,35,-0.1784,5,-2.8609,6,-2.7935
ENSG00000163288,GABRB1,13,-0.8863,19,-0.3594,32,0.52747,28,0.25593,36,0.66062,33,0.59337,11,-1.1384,2,-3.4265
ENSG00000260918,AC107398.3,6,-3.7589,105,0.43408,111,0.59807,76,-0.0967,114,0.57310,97,0.34880,52,-0.6707,35,-1.2685
ENSG00000169019,COMMD8,3,-2.3736,37,1.31832,19,0.26448,10,-0.8118,18,0.12360,16,-0.0679,22,0.45782,6,-1.4677
ENSG00000075539,FRYL,3,-3.0223,26,-0.0015,18,-0.6533,9,-1.5135,27,0.02362,26,-0.0267,25,-0.0465,84,2.05803
ENSG00000109180,OCIAD1,4,-5.8736,411,1.08191,331,0.82431,204,-0.0886,223,0.05552,187,-0.2497,146,-0.6135,132,-0.7670
ENSG00000145247,OCIAD2,3,-3.7198,60,0.55170,72,1.01998,46,0.13684,32,-0.4545,30,-0.6206,50,0.26961,31,-0.4900
ENSG00000109184,DCUN1D4,3,-3.9958,94,0.99310,43,-0.3309,51,-0.0089,86,0.83941,65,0.44645,22,-1.3259,43,-0.2705
ENSG00000163069,SGCB,3,-4.3694,83,0.35514,57,-0.2624,37,-0.9096,65,-0.0439,82,0.37351,85,0.38944,116,0.91189
ENSG00000109189,USP46,36,-1.2427,105,0.43212,98,0.36546,69,-0.2488,81,0.00557,102,0.44248,48,-0.7937,65,-0.3246
ENSG00000226950,DANCR,3,-3.5880,28,-0.5231,55,0.66075,40,0.06051,34,-0.1998,32,-0.3525,54,0.53447,55,0.56770
ENSG00000145216,FIP1L1,3,-2.8086,34,0.69049,26,0.28174,18,-0.3400,25,0.18067,18,-0.3546,32,0.55586,23,0.04389
ENSG00000072201,LNX1,35,-0.3880,78,0.92669,74,0.97595,38,-0.2361,30,-0.6004,52,0.28537,10,-2.1634,2,-4.3273
ENSG00000134853,PDGFRA,3,-3.0430,10,-1.3956,20,-0.5029,36,0.46746,16,-0.7698,20,-0.4495,61,1.39575,59,1.35155
ENSG00000157404,KIT,3,-2.8042,25,0.18906,16,-0.5456,20,-0.1414,37,0.81734,26,0.24834,44,1.11113,10,-1.1429
ENSG00000128039,SRD5A3,3,-2.4702,32,0.95219,15,-0.2792,19,0.10055,16,-0.1993,18,-0.0243,24,0.49440,19,0.08224
ENSG00000134851,TMEM165,3,-3.8711,35,-0.4787,37,-0.4143,26,-0.8932,53,0.18201,45,-0.0790,54,0.21253,136,1.85591
ENSG00000134852,CLOCK,3,-2.8674,46,1.11153,15,-0.7057,34,0.61213,23,-0.0547,37,0.88794,14,-0.8245,9,-1.3656
ENSG00000090989,EXOC1,3,-3.4913,53,0.62565,41,0.22460,31,-0.2356,37,0.03903,47,0.49656,32,-0.1722,28,-0.3812
ENSG00000128050,PAICS,3,-3.6960,34,-0.3385,54,0.48371,36,-0.2342,27,-0.6549,44,0.11255,72,0.88856,49,0.24125
ENSG00000174780,SRP72,115,0.66331,81,0.08073,75,-0.0473,52,-0.6130,91,0.26194,71,-0.1443,49,-0.7011,90,0.24947
ENSG00000171476,HOPX,5,-6.3601,304,-0.5076,1357,2.87140,309,-0.4789,37,-3.6288,242,-0.9349,299,-0.5343,41,-3.4663
ENSG00000047315,POLR2B,27,-1.1176,92,0.80464,76,0.54345,38,-0.6108,55,-0.0484,54,-0.0865,46,-0.3274,48,-0.2594
ENSG00000163453,IGFBP7,2779,4.35565,42,-3.3795,60,-3.0146,47,-3.1948,55,-2.9895,76,-2.6548,616,0.71200,187,-1.1767
ENSG00000150471,ADGRL3,83,0.25495,80,0.18607,110,0.84540,38,-0.9571,76,0.10032,58,-0.3604,66,-0.1121,31,-1.2724
ENSG00000145242,EPHA5,3,-3.4554,67,1.06842,43,0.37446,25,-0.5335,101,1.82790,22,-0.7941,21,-0.7665,5,-2.8927
ENSG00000033178,UBA6,3,-2.9670,28,0.15184,19,-0.5132,12,-1.1075,35,0.55217,31,0.38505,33,0.44433,41,0.78261
ENSG00000083896,YTHDC1,3,-3.8362,39,-0.2660,36,-0.4251,37,-0.3449,35,-0.4129,54,0.30497,69,0.65062,97,1.24780
ENSG00000132467,UTP3,3,-2.4582,24,0.48582,27,0.83418,16,-0.1912,18,0.06483,14,-0.3735,9,-1.0654,23,0.45604
ENSG00000018189,RUFY3,11,-4.2470,348,0.92554,214,0.12563,183,-0.1378,237,0.27806,230,0.26486,126,-0.7156,201,0.01274
ENSG00000132463,GRSF1,81,-0.4088,121,0.23526,126,0.33969,74,-0.5314,112,0.11694,117,0.21003,78,-0.4576,93,-0.1912
ENSG00000173542,MOB1B,3,-4.1005,98,0.94187,121,1.63192,29,-0.9766,20,-1.5341,33,-0.8669,51,-0.1314,43,-0.3920
ENSG00000156136,DCK,39,0.46051,48,0.78291,33,0.23150,28,-0.0979,14,-1.1359,30,0.01133,26,-0.1985,14,-1.1316
ENSG00000080493,SLC4A4,3,-4.0519,20,-1.4805,56,0.09286,95,0.94762,30,-0.8933,33,-0.7956,155,1.86703,52,-0.0433
ENSG00000132466,ANKRD17,3,-4.3637,65,-0.0398,72,0.15649,58,-0.2220,70,0.07520,91,0.60051,54,-0.3126,87,0.43272
ENSG00000169116,PARM1,3,-4.3972,124,1.00118,56,-0.3481,52,-0.4107,43,-0.7007,141,1.48929,57,-0.2812,7,-3.2743
ENSG00000163743,RCHY1,3,-3.4585,47,0.45860,46,0.46807,34,-0.0678,36,0.04353,51,0.67642,21,-0.8184,20,-0.8722
ENSG00000138769,CDKL2,3,-2.5660,41,1.27234,18,-0.0777,16,-0.2682,28,0.61096,22,0.26533,11,-0.7948,11,-0.8603
ENSG00000138757,G3BP2,3,-6.2294,469,1.10755,287,0.30905,200,-0.3042,430,0.95436,261,0.13406,146,-0.7879,81,-1.6849
ENSG00000138768,USO1,223,2.46007,55,-0.0886,43,-0.5220,25,-1.2682,52,-0.1813,45,-0.4603,24,-1.3384,28,-1.1240
ENSG00000198301,SDAD1,62,1.08236,46,0.54906,31,-0.1093,28,-0.2456,40,0.34308,30,-0.1262,20,-0.7560,8,-2.1608
ENSG00000138760,SCARB2,229,1.03064,84,-0.6051,89,-0.5714,84,-0.5995,76,-0.7639,87,-0.6125,167,0.48637,245,1.15148
ENSG00000138758,SEPTIN11,42,-1.3448,119,0.25283,143,0.64489,75,-0.4730,115,0.20067,108,0.11780,93,-0.1406,69,-0.6106
ENSG00000118816,CCNI,244,-0.0523,177,-0.5565,156,-0.8250,251,-0.0114,243,-0.0637,351,0.62062,301,0.28329,296,0.25634
ENSG00000138764,CCNG2,3,-3.1366,34,0.31152,43,0.80909,30,0.10408,29,0.02365,18,-0.7774,32,0.21141,32,0.18719
ENSG00000138767,CNOT6L,175,3.12125,18,-1.0373,16,-1.3212,10,-1.8243,15,-1.3074,23,-0.6993,35,0.00615,21,-0.8269
ENSG00000169288,MRPL1,3,-3.3894,42,0.34094,44,0.48956,42,0.36384,43,0.38054,41,0.33605,26,-0.4040,12,-1.5110
ENSG00000163291,PAQR3,3,-2.6882,39,1.03168,20,-0.0951,20,-0.0156,24,0.24271,27,0.50324,20,-0.0763,7,-1.5692
ENSG00000152784,PRDM8,3,-3.8740,105,1.35109,37,-0.4431,49,0.07071,26,-0.8907,99,1.51436,2,-4.2171,15,-1.7164
ENSG00000138670,RASGEF1B,61,0.86810,49,0.51895,29,-0.3498,32,-0.1720,9,-2.0841,65,1.18560,16,-1.2616,2,-3.7942
ENSG00000273156,AC124016.2,3,-2.7408,32,0.66644,20,-0.1009,31,0.60366,28,0.45347,25,0.24305,17,-0.3554,13,-0.8005
ENSG00000138668,HNRNPD,37,-1.4412,89,-0.0735,98,0.08044,100,0.10468,111,0.26976,95,0.02727,119,0.38822,95,0.02008
ENSG00000152795,HNRNPDL,3,-6.1254,259,0.22501,337,0.77017,166,-0.4855,224,-0.0129,248,0.17379,219,-0.0487,214,-0.0842
ENSG00000145293,ENOPH1,32,-1.8275,129,0.32271,104,-0.0265,77,-0.4867,104,-0.0238,139,0.51735,65,-0.7533,162,0.70336
ENSG00000249242,TMEM150C,168,1.54348,79,0.23802,34,-1.1743,48,-0.5524,46,-0.6322,115,1.01187,26,-1.4595,19,-1.9234
ENSG00000145284,SCD5,64,-2.5980,425,0.28912,311,-0.2352,301,-0.2625,562,0.75579,307,-0.2591,397,0.17634,570,0.77931
ENSG00000138674,SEC31A,43,-0.2680,63,0.32809,58,0.20857,32,-0.7257,53,0.03656,63,0.38600,52,0.02114,29,-0.9014
ENSG00000251022,THAP9-AS1,3,-2.3157,29,0.98274,24,0.77356,9,-0.8316,15,-0.0907,15,-0.0956,9,-0.8044,15,-0.0644
ENSG00000138663,COPS4,3,-4.1885,74,0.36991,103,1.10878,35,-0.8231,84,0.57147,58,-0.0131,38,-0.6584,31,-0.9901
ENSG00000163319,MRPS18C,3,-4.2828,69,0.14063,90,0.67075,46,-0.5008,59,-0.0972,68,0.13554,68,0.13210,69,0.14800
ENSG00000163624,CDS1,3,-3.5738,71,1.02387,45,0.27815,21,-0.9373,45,0.26338,62,0.93085,27,-0.5377,2,-3.8880
ENSG00000163625,WDFY3,63,0.39352,58,0.24422,44,-0.2120,49,-0.0236,47,-0.0918,47,-0.0691,35,-0.5378,61,0.32700
ENSG00000109339,MAPK10,90,-1.3461,356,0.82690,263,0.36095,248,0.22314,240,0.16911,272,0.42623,90,-1.3473,67,-1.7828
ENSG00000172493,AFF1,137,3.04696,9,-1.7229,10,-1.6250,8,-1.8536,12,-1.3010,17,-0.8529,34,0.30491,28,-0.0240
ENSG00000145332,KLHL8,3,-2.4890,30,0.80977,8,-1.2189,22,0.28274,29,0.75163,34,1.25324,4,-2.2742,8,-1.1380
ENSG00000198189,HSD17B11,89,1.42084,45,0.25894,31,-0.3728,23,-0.7950,36,-0.1012,35,-0.1751,31,-0.3583,29,-0.4244
ENSG00000170502,NUDT9,3,-3.3258,48,0.64247,59,1.18324,25,-0.4090,19,-0.7850,33,0.04546,26,-0.3163,17,-0.9525
ENSG00000152583,SPARCL1,340,-2.1240,1399,0.03412,1558,0.23558,1406,0.04204,650,-1.1566,1544,0.21902,2887,1.26424,814,-0.8152
ENSG00000118785,SPP1,72,-1.0558,39,-1.9690,35,-2.2784,36,-2.0871,48,-1.6767,121,-0.2976,116,-0.3325,807,3.53832
ENSG00000118777,ABCG2,32,0.29585,8,-1.6965,13,-1.1158,18,-0.5637,14,-0.9770,19,-0.5291,99,2.39890,27,0.04605
ENSG00000163644,PPM1K,3,-5.0266,133,0.38267,89,-0.2990,115,0.14939,80,-0.4397,157,0.75969,121,0.22985,108,0.04873
ENSG00000145337,PYURF,3,-4.2933,80,0.38563,80,0.42983,52,-0.3212,41,-0.6584,71,0.21269,78,0.33557,76,0.30421
ENSG00000138641,HERC3,3,-2.7341,29,0.51087,42,1.33798,14,-0.6531,23,0.10715,19,-0.1972,14,-0.6900,9,-1.2953
ENSG00000177432,NAP1L5,179,0.17751,239,0.65665,142,-0.2079,130,-0.3257,147,-0.1339,254,0.89386,78,-1.1076,34,-2.3193
ENSG00000138640,FAM13A,3,-2.9004,44,1.01456,53,1.61496,15,-0.7003,12,-1.1059,18,-0.4588,8,-1.5866,16,-0.6606
ENSG00000145335,SNCA,54,-2.4094,444,0.84484,414,0.84713,179,-0.6282,585,1.33787,197,-0.5244,91,-1.6469,91,-1.6471
ENSG00000163110,PDLIM5,48,0.57269,7,-2.2318,19,-0.9346,35,0.05756,28,-0.2667,16,-1.2616,110,2.11459,38,0.18173
ENSG00000138696,BMPR1B,3,-2.4070,18,0.11864,13,-0.4282,30,0.93219,8,-1.1611,16,-0.1511,25,0.64354,28,0.79074
ENSG00000138698,RAP1GDS1,3,-5.3124,212,0.83220,157,0.36997,109,-0.2612,146,0.21170,182,0.66326,50,-1.4404,85,-0.6512
ENSG00000168785,TSPAN5,109,-0.1260,186,0.74740,142,0.33785,100,-0.2590,123,0.05929,135,0.24415,66,-0.9009,43,-1.5341
ENSG00000151247,EIF4E,3,-4.6099,116,0.63074,86,0.15896,84,0.10611,88,0.17580,102,0.47179,78,-0.0121,43,-0.9205
ENSG00000164024,METAP1,3,-3.0037,41,0.74697,26,0.04441,19,-0.4534,27,0.08692,48,1.21375,8,-1.7723,11,-1.2356
ENSG00000197894,ADH5,106,0.76155,51,-0.4373,45,-0.6922,46,-0.5892,72,0.11225,76,0.22322,92,0.52346,62,-0.1322
ENSG00000109270,LAMTOR3,3,-3.7220,59,0.52820,50,0.29739,48,0.18713,68,0.76689,53,0.40272,28,-0.6319,13,-1.7529
ENSG00000164031,DNAJB14,3,-4.3370,95,0.61655,70,0.13163,58,-0.1746,119,1.00619,91,0.61938,26,-1.4024,28,-1.2689
ENSG00000164032,H2AFZ,3,-4.9983,118,0.21103,214,1.49951,77,-0.4516,57,-0.9258,91,-0.2134,99,-0.0721,67,-0.6742
ENSG00000138814,PPP3CA,89,-2.2063,502,0.45922,654,1.07692,230,-0.7821,666,0.93943,361,-0.0873,198,-1.0105,74,-2.4754
ENSG00000254531,AP001816.1,3,-2.2583,19,0.33419,25,0.96372,10,-0.6451,15,-0.0364,15,0.00604,13,-0.2219,11,-0.4559
ENSG00000109332,UBE2D3,160,-0.0175,202,0.36220,172,0.11274,133,-0.3051,140,-0.2253,175,0.14945,157,-0.0475,129,-0.3565
ENSG00000145354,CISD2,3,-4.0024,83,0.77366,63,0.37135,61,0.26083,69,0.47796,53,0.03211,26,-1.0781,43,-0.2763
ENSG00000164038,SLC9B2,3,-2.1764,27,1.00479,19,0.50144,19,0.39680,18,0.29995,15,0.05030,0,-7.5112,11,-0.3911
ENSG00000164039,BDH2,3,-3.2401,19,-0.7138,20,-0.6704,35,0.21787,11,-1.5486,17,-0.9609,90,1.90061,71,1.43585
ENSG00000168772,CXXC4,3,-2.4994,25,0.54513,6,-1.6420,22,0.28218,46,1.57522,23,0.40665,16,-0.2076,11,-0.7342
ENSG00000138777,PPA2,3,-3.4865,46,0.29404,57,0.77794,22,-0.8606,33,-0.2418,49,0.47974,41,0.11024,23,-0.7720
ENSG00000145348,TBCK,3,-2.4084,17,-0.0422,29,1.02253,8,-1.1984,19,0.13488,18,0.08738,15,-0.1456,15,-0.1813
ENSG00000164022,AIMP1,38,0.22403,28,-0.2862,22,-0.7102,25,-0.4221,23,-0.5956,23,-0.6121,63,1.06855,65,1.11930
ENSG00000138801,PAPSS1,3,-4.5667,114,0.65366,82,0.13310,61,-0.3655,96,0.36885,88,0.26350,48,-0.7275,102,0.46272
ENSG00000138796,HADH,11,-1.0181,36,0.76275,22,-0.0564,27,0.29178,9,-1.3612,20,-0.2065,32,0.58684,25,0.20139
ENSG00000109475,RPL34,1528,0.01478,778,-1.0355,1331,-0.2290,1279,-0.2671,916,-0.7863,1115,-0.5335,2386,0.75157,3360,1.36023
ENSG00000198856,OSTC,3,-2.8019,23,0.06067,32,0.64012,22,-0.0202,17,-0.4170,20,-0.2350,35,0.72379,21,-0.0943
ENSG00000164089,ETNPPL,3,-5.0020,32,-1.7777,120,0.26869,135,0.43419,61,-0.8183,71,-0.6557,287,1.78080,135,0.43534
ENSG00000138802,SEC24B,3,-2.5921,36,1.02639,21,0.11249,26,0.47210,25,0.38104,21,0.12298,7,-1.4700,14,-0.5163
ENSG00000123739,PLA2G12A,3,-3.2163,39,0.42526,25,-0.3285,29,-0.0423,28,-0.0911,44,0.72826,35,0.26658,27,-0.1730
ENSG00000109534,GAR1,3,-2.3978,28,0.84703,31,1.17922,16,-0.1297,12,-0.5704,12,-0.6042,4,-2.0314,21,0.31990
ENSG00000170522,ELOVL6,3,-2.7171,31,0.60472,17,-0.3825,16,-0.4630,30,0.56639,34,0.90702,9,-1.3004,21,-0.0046
ENSG00000138660,AP1AR,3,-3.1563,51,0.94201,26,-0.1521,25,-0.1886,39,0.48257,43,0.76503,16,-0.8689,14,-1.0972
ENSG00000174720,LARP7,97,0.85228,43,-0.4583,41,-0.6026,37,-0.6890,35,-0.7968,48,-0.3242,73,0.37108,116,1.17051
ENSG00000145362,ANK2,11,-5.1910,592,0.68726,371,-0.0853,406,0.06478,652,0.85304,543,0.62765,188,-1.1298,219,-0.8977
ENSG00000145349,CAMK2D,103,-0.7441,296,0.96505,252,0.80383,114,-0.5885,170,0.03939,195,0.29824,46,-1.9580,35,-2.3386
ENSG00000174607,UGT8,3,-3.0466,3,-3.1343,14,-1.0380,5,-2.4051,11,-1.3588,12,-1.2777,26,-0.0434,165,3.83252
ENSG00000269893,SNHG8,185,1.10726,84,-0.2057,85,-0.2057,76,-0.3621,59,-0.7525,61,-0.7664,100,0.06468,160,0.85307
ENSG00000172403,SYNPO2,77,2.00132,12,-1.0416,3,-2.9631,6,-2.0781,77,2.00038,9,-1.5515,31,0.36928,18,-0.5105
ENSG00000164096,C4orf3,142,-0.4452,158,-0.2767,153,-0.3564,157,-0.2875,203,0.12621,227,0.34742,140,-0.4621,319,0.87854
ENSG00000164111,ANXA5,35,-0.7231,32,-0.8676,17,-1.8800,30,-0.9525,25,-1.2261,32,-0.9264,192,2.22965,144,1.64181
ENSG00000164112,TMEM155,3,-3.2171,53,0.94120,35,0.26422,15,-1.0293,107,2.28913,23,-0.4409,3,-3.3534,3,-3.2428
ENSG00000123737,EXOSC9,3,-2.3272,27,0.83650,20,0.40189,12,-0.4626,20,0.37353,21,0.49134,7,-1.1516,9,-0.8957
ENSG00000138686,BBS7,3,-3.2007,46,0.72820,43,0.72276,26,-0.2108,39,0.45370,32,0.14082,20,-0.6360,11,-1.4897
ENSG00000138688,KIAA1109,191,1.32093,84,-0.0704,89,0.03443,66,-0.4459,81,-0.1252,87,-0.0154,65,-0.4705,37,-1.3134
ENSG00000138685,FGF2,3,-2.5600,11,-0.8829,4,-2.3666,22,0.26866,12,-0.6393,17,-0.2127,57,1.92814,42,1.33710
ENSG00000151458,ANKRD50,39,0.59411,30,0.17687,24,-0.2360,17,-0.7454,15,-0.9323,50,1.20897,18,-0.6182,5,-2.5404
ENSG00000164066,INTU,3,-2.4061,24,0.53633,20,0.30194,22,0.43642,13,-0.4308,15,-0.1982,23,0.44815,15,-0.2090
ENSG00000164070,HSPA4L,3,-4.0657,76,0.55025,60,0.18116,40,-0.4793,46,-0.2443,108,1.40709,21,-1.4015,18,-1.6579
ENSG00000138709,LARP1B,3,-2.5984,20,0.05854,24,0.38863,21,0.11137,12,-0.7424,27,0.58615,24,0.31923,13,-0.6158
ENSG00000164040,PGRMC2,5,-3.5382,85,0.51592,69,0.19821,62,-0.0032,66,0.10550,71,0.25378,70,0.19905,50,-0.3300
ENSG00000077684,JADE1,3,-3.1803,56,1.06927,13,-1.3579,31,0.09340,28,-0.0541,51,1.09977,22,-0.4340,24,-0.3065
ENSG00000138650,PCDH10,3,-4.5735,99,0.40495,53,-0.6285,62,-0.3404,189,1.54800,93,0.35579,34,-1.2471,88,0.22457
ENSG00000151012,SLC7A11,187,2.14369,9,-2.6584,16,-1.9802,31,-0.9104,17,-1.8472,18,-1.8421,187,2.14787,64,0.19612
ENSG00000109390,NDUFC1,209,0.07343,179,-0.1679,247,0.39882,161,-0.3397,111,-0.9099,203,0.02886,294,0.63450,141,-0.5496
ENSG00000164134,NAA15,3,-3.0004,38,0.62459,22,-0.2942,13,-0.9888,55,1.28216,24,-0.1526,18,-0.5568,39,0.67997
ENSG00000145391,SETD7,225,2.57010,36,-0.7025,21,-1.6092,18,-1.6962,37,-0.6403,50,-0.2041,39,-0.5572,65,0.22027
ENSG00000153130,SCOC,36,-2.7099,336,0.71188,270,0.39554,181,-0.2932,240,0.15323,313,0.69085,100,-1.1966,119,-0.9333
ENSG00000109436,TBC1D9,3,-4.0391,118,1.35653,68,0.44806,45,-0.2456,52,-0.0389,77,0.71208,17,-1.6789,5,-3.4441
