"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","Oligo.1","ERBB4",5.57781343834641,1.11880493498441e-07,5.49385236419959e-05,1691,0.31992202708194,"ENSG00000178568",1
2,"enrichment","Oligo.1","GOLGA7",5.53954564146836,1.34137779651266e-07,5.7647052182928e-05,4701,0.461121888356679,"ENSG00000147533",2
3,"enrichment","Oligo.1","EMC10",5.41962202575976,2.35697150160684e-07,7.91353181664497e-05,9647,0.507910286325014,"ENSG00000161671",3
4,"enrichment","Oligo.1","OPALIN",5.19500217608388,6.63671699409844e-07,0.000139813504675674,5696,0.497942465233796,"ENSG00000197430",4
5,"enrichment","Oligo.1","ANK3",5.18872316365478,6.82889105404559e-07,0.000140532914227746,5563,0.324863888316708,"ENSG00000151150",5
6,"enrichment","Oligo.1","SEMA6D",5.16119666647319,7.73722089372254e-07,0.000151143093240282,7725,0.280874298499555,"ENSG00000137872",6
7,"enrichment","Oligo.1","OMG",5.1485409763088,8.19330158646528e-07,0.000154436547798216,8595,0.408909272232585,"ENSG00000126861",7
8,"enrichment","Oligo.1","ENOX1",5.06935408697854,1.17007229753477e-06,0.00020952094607856,7085,0.295849890010484,"ENSG00000120658",8
9,"enrichment","Oligo.1","GPRC5B",5.04705234116524,1.2927657683278e-06,0.000227696318277277,8109,0.359675671764574,"ENSG00000167191",9
10,"enrichment","Oligo.1","PRKACB",4.99717059980696,1.61413249561826e-06,0.000262761205044281,422,0.256842918227859,"ENSG00000142875",10
11,"enrichment","Oligo.1","MARCHF1",4.97452801521522,1.78444165583596e-06,0.000270028748595796,2879,0.354433168882397,"ENSG00000145416",11
12,"enrichment","Oligo.1","AUTS2",4.89690509764725,2.51112815619741e-06,0.00034848727475008,4246,0.243881853249467,"ENSG00000158321",12
13,"enrichment","Oligo.1","PHYHIPL",4.88032683056532,2.6999698163174e-06,0.000358129329710052,5560,0.353849388433571,"ENSG00000165443",13
14,"enrichment","Oligo.1","OLIG2",4.87111783102074,2.81074212530908e-06,0.000361118787992197,10070,0.498894183428008,"ENSG00000205927",14
15,"enrichment","Oligo.1","SYT11",4.86623933433888,2.87119606191503e-06,0.000361118787992197,659,0.245747937043771,"ENSG00000132718",15
16,"enrichment","Oligo.1","PLXDC2",4.86271939675115,2.91559547273134e-06,0.000361118787992197,5470,0.324342196578526,"ENSG00000120594",16
17,"enrichment","Oligo.1","FIGN",4.81657822501598,3.5628277186257e-06,0.000425322455654606,1510,0.399008546706819,"ENSG00000182263",17
18,"enrichment","Oligo.1","PTK2",4.80354023778234,3.76962546296285e-06,0.000432488956197088,4937,0.242217917297705,"ENSG00000169398",18
19,"enrichment","Oligo.1","NLGN1",4.78766039844628,4.03722809387545e-06,0.000448276801072069,2375,0.332254635515855,"ENSG00000169760",19
20,"enrichment","Oligo.1","EXOC6B",4.78159152883621,4.14428077047318e-06,0.00044975911715115,1273,0.275555055655119,"ENSG00000144036",20
21,"enrichment","Oligo.1","PPFIA2",4.77027539331255,4.35127717496922e-06,0.000458334529096758,6762,0.283514200205526,"ENSG00000139220",21
22,"enrichment","Oligo.1","GNAI1",4.74747969320451,4.79906541832934e-06,0.000468737807768459,4291,0.333477710329755,"ENSG00000127955",22
23,"enrichment","Oligo.1","LAMP2",4.73718838408992,5.01553604362618e-06,0.000472192555919594,10630,0.361150992785718,"ENSG00000005893",23
24,"enrichment","Oligo.1","ANKRD28",4.7137437021176,5.54452219460404e-06,0.000492316912882858,1874,0.24712590428362,"ENSG00000206560",24
25,"enrichment","Oligo.1","NCAM2",4.67970037696251,6.4097415472405e-06,0.000541595924866827,10039,0.28102870241968,"ENSG00000154654",25
26,"enrichment","Oligo.1","MTHFD2L",4.66277368405827,6.88714824415481e-06,0.000569196313347687,2651,0.294766933726392,"ENSG00000163738",26
27,"enrichment","Oligo.1","CCNH",4.65694528256021,7.05934966183492e-06,0.000574410636496901,3158,0.280786829633671,"ENSG00000134480",27
28,"enrichment","Oligo.1","SPOCK1",4.63373515203149,7.78728480858782e-06,0.000605689988648859,3304,0.307394593922512,"ENSG00000152377",28
29,"enrichment","Oligo.1","AMER2",4.630556247624,7.89246076050264e-06,0.000605689988648859,7016,0.398680590339781,"ENSG00000165566",29
30,"enrichment","Oligo.1","LINC00320",4.62863260017308,7.95677054489282e-06,0.000606294629321478,10038,0.414668891972031,"ENSG00000224924",30
