"gene","cellType.target","mean.target","cellType.2nd","mean.2nd","MeanRatio","MeanRatio.rank","MeanRatio.anno","gene_ensembl","gene_name"
"OPALIN","Oligo.1",2.46900107501836,"Oligo.4",2.05760444010639,1.19993961273271,1,"Oligo.1/Oligo.4: 1.2","ENSG00000197430","OPALIN"
"SEMA6D","Oligo.1",1.19909653982856,"Oligo.2",1.01695927601892,1.17909985985147,2,"Oligo.1/Oligo.2: 1.179","ENSG00000137872","SEMA6D"
"FIGN","Oligo.1",1.57665822679286,"Oligo.4",1.37972480079489,1.1427338451005,3,"Oligo.1/Oligo.4: 1.143","ENSG00000182263","FIGN"
"LRP6","Oligo.1",1.58528738870136,"Oligo.2",1.39518120503732,1.13625913463975,4,"Oligo.1/Oligo.2: 1.136","ENSG00000070018","LRP6"
"ABCG1","Oligo.1",1.10029785067161,"Oligo.4",0.968452526359153,1.1361402038034,5,"Oligo.1/Oligo.4: 1.136","ENSG00000160179","ABCG1"
"LINC01608","Oligo.1",3.73416471606547,"Oligo.2",3.3256441919946,1.1228395163422,6,"Oligo.1/Oligo.2: 1.123","ENSG00000253877","LINC01608"
"PPP3CA","Oligo.1",1.50246846091199,"Oligo.4",1.34820247805153,1.11442345298416,7,"Oligo.1/Oligo.4: 1.114","ENSG00000138814","PPP3CA"
"LINC03048","Oligo.1",1.42606338264587,"Oligo.2",1.28427259437814,1.11040552363137,8,"Oligo.1/Oligo.2: 1.11","ENSG00000262223","LINC03048"
"ANO4","Oligo.1",3.51975326881292,"Oligo.4",3.19349001741978,1.10216510764507,9,"Oligo.1/Oligo.4: 1.102","ENSG00000151572","ANO4"
"TNIK","Oligo.1",1.91181318335546,"Oligo.4",1.73494113696988,1.10194700132276,10,"Oligo.1/Oligo.4: 1.102","ENSG00000154310","TNIK"
"ANKRD18A","Oligo.2",1.09981516420709,"Oligo.1",0.598881819026968,1.83644774188339,1,"Oligo.2/Oligo.1: 1.836","ENSG00000180071","ANKRD18A"
"LINC01877","Oligo.2",1.09673037378119,"Oligo.1",0.629144513679347,1.74320899242579,2,"Oligo.2/Oligo.1: 1.743","ENSG00000238217","LINC01877"
"ITGAV","Oligo.2",1.13095488149131,"Oligo.1",0.679925399106626,1.6633514249906,3,"Oligo.2/Oligo.1: 1.663","ENSG00000138448","ITGAV"
"ENSG00000258342","Oligo.2",1.60188165422363,"Oligo.1",0.994201114029994,1.61122496406225,4,"Oligo.2/Oligo.1: 1.611","ENSG00000258342","ENSG00000258342"
"DPYSL5","Oligo.2",1.86527870554298,"Oligo.1",1.19814857794089,1.5568008341241,5,"Oligo.2/Oligo.1: 1.557","ENSG00000157851","DPYSL5"
"PPP2R2C","Oligo.2",0.918107492742391,"Oligo.1",0.602369143918342,1.52416089371744,6,"Oligo.2/Oligo.1: 1.524","ENSG00000074211","PPP2R2C"
"SLC5A11","Oligo.2",2.56235982030184,"Oligo.5",1.71724894019173,1.49213067501777,7,"Oligo.2/Oligo.5: 1.492","ENSG00000158865","SLC5A11"
"RASGRF2","Oligo.2",2.19737242807884,"Oligo.1",1.48611394435063,1.47860292707165,8,"Oligo.2/Oligo.1: 1.479","ENSG00000113319","RASGRF2"
"CRYBG3","Oligo.2",1.20479699153681,"Oligo.1",0.816365577932433,1.47580572246583,9,"Oligo.2/Oligo.1: 1.476","ENSG00000080200","CRYBG3"
"EEPD1","Oligo.2",1.14950574564451,"Oligo.1",0.787240980029712,1.46017010649156,10,"Oligo.2/Oligo.1: 1.46","ENSG00000122547","EEPD1"
"MT-CO3","Oligo.3",1.83790472409467,"Oligo.4",1.61116054703896,1.14073344675205,1,"Oligo.3/Oligo.4: 1.141","ENSG00000198938","MT-CO3"
"CNTNAP2","Oligo.3",2.14618455708239,"Oligo.2",2.03340383532764,1.05546400562217,2,"Oligo.3/Oligo.2: 1.055","ENSG00000174469","CNTNAP2"
"ARHGEF3","Oligo.5",2.55376102564259,"Oligo.2",0.895593410157486,2.85147366726775,1,"Oligo.5/Oligo.2: 2.851","ENSG00000163947","ARHGEF3"
