"Cluster","test","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Oligo.1","Oligo","GO:0030312","external encapsulating structure","16/182","180/9211",0.0888888888888889,4.4986568986569,6.73000471960667,4.83532613434439e-07,6.96286963345592e-05,5.85328953104848e-05,"SPOCK1/EDIL3/NAV2/COL4A2/ANXA2/THSD4/SPOCK2/LAMC1/DCN/NID1/SNED1/LAMA4/FBLN1/ADAMTS12/COL18A1/ITIH5",16,"CC"
"Oligo.1","Oligo","GO:0031012","extracellular matrix","16/182","180/9211",0.0888888888888889,4.4986568986569,6.73000471960667,4.83532613434439e-07,6.96286963345592e-05,5.85328953104848e-05,"SPOCK1/EDIL3/NAV2/COL4A2/ANXA2/THSD4/SPOCK2/LAMC1/DCN/NID1/SNED1/LAMA4/FBLN1/ADAMTS12/COL18A1/ITIH5",16,"CC"
"Oligo.1","Oligo","GO:0062023","collagen-containing extracellular matrix","13/182","145/9211",0.0896551724137931,4.53743842364532,6.09551936251234,5.42368061994717e-06,0.00051351627396692,0.000431684002238274,"SPOCK1/EDIL3/NAV2/COL4A2/ANXA2/THSD4/LAMC1/DCN/NID1/LAMA4/FBLN1/COL18A1/ITIH5",13,"CC"
"Oligo.1","Oligo","GO:0031594","neuromuscular junction","8/182","52/9211",0.153846153846154,7.78613693998309,6.96700214227211,7.13217047176278e-06,0.00051351627396692,0.000431684002238274,"ERBB4/ANK3/NLGN1/SPOCK1/NRXN1/EPHA4/PDZRN3/UTRN",8,"CC"
"Oligo.1","Oligo","GO:0005604","basement membrane","7/182","44/9211",0.159090909090909,8.05157342657343,6.65647702909033,2.16455261890006e-05,0.00124678230848644,0.00104809916283582,"COL4A2/ANXA2/LAMC1/NID1/LAMA4/FBLN1/COL18A1",7,"CC"
"Oligo.1","Oligo","GO:0042641","actomyosin","7/182","59/9211",0.11864406779661,6.00456323337679,5.47494629790756,0.000150149799488262,0.00720719037543659,0.00605867611970181,"PTK2/CDC42BPA/ACTN1/ABLIM3/SYNPO2/NEBL/ABLIM1",7,"CC"
"Oligo.1","Oligo","GO:0015629","actin cytoskeleton","17/182","321/9211",0.0529595015576324,2.68027455410633,4.3503837580309,0.000200519859320524,0.00824995992633011,0.00693527332988277,"AUTS2/PTK2/CDC42BPA/EFR3B/ACTN1/MICAL2/EZR/ABLIM3/SYNE1/SYNPO2/AKAP13/AHNAK/IQGAP2/NEBL/SVIL/CGNL1/ABLIM1",17,"CC"
"Oligo.1","Oligo","GO:0005911","cell-cell junction","16/182","316/9211",0.0506329113924051,2.56252608151342,4.0127631160934,0.00051001348155046,0.0168640252563642,0.0141766294187272,"OPALIN/ANK3/CDC42BPA/YAP1/ACTN1/PALS2/EZR/ANXA2/ATP1A2/AMOTL1/EPHA4/MAGI3/AHNAK/CGNL1/USP53/PRKCH",16,"CC"
"Oligo.1","Oligo","GO:0030016","myofibril","9/182","121/9211",0.0743801652892562,3.76437199164472,4.34563163895505,0.000636314544077187,0.0168640252563642,0.0141766294187272,"ANK3/ACTN1/SYNE2/SYNE1/SYNPO2/CACNA1C/AHNAK/NEBL/SVIL",9,"CC"
"Oligo.1","Oligo","GO:0001725","stress fiber","6/182","54/9211",0.111111111111111,5.62332112332112,4.83748927083606,0.000644112075763909,0.0168640252563642,0.0141766294187272,"PTK2/ACTN1/ABLIM3/SYNPO2/NEBL/ABLIM1",6,"CC"
