Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000069424,KCNAB2,203,-0.6105,245,-0.3209,341,0.21635,278,-0.1146,338,0.27523,304,0.03187
ENSG00000116254,CHD5,105,-1.2049,165,-0.5184,244,0.10873,285,0.36633,236,0.07798,272,0.33784
ENSG00000116251,RPL22,662,0.64696,600,0.48005,562,0.36907,366,-0.3291,343,-0.5476,411,-0.1615
ENSG00000116237,ICMT,54,-0.1243,43,-0.4564,47,-0.3352,21,-1.5283,81,0.78788,57,-0.0301
ENSG00000158292,GPR153,23,-0.0533,28,0.24810,39,0.78879,5,-2.2491,23,-0.0472,25,0.09570
ENSG00000097021,ACOT7,84,-1.4483,133,-0.7443,171,-0.3519,214,0.00101,315,0.95015,187,-0.2379
ENSG00000215788,TNFRSF25,15,-0.7658,20,-0.3006,14,-0.8497,25,0.04238,31,0.54390,26,0.13539
ENSG00000171680,PLEKHG5,23,-1.5361,43,-0.5866,51,-0.3247,40,-0.7034,81,0.58305,83,0.52645
ENSG00000162408,NOL9,34,-0.5949,43,-0.2270,43,-0.2256,53,0.10091,54,0.18497,56,0.22149
ENSG00000204859,ZBTB48,17,0.49881,13,0.04149,8,-0.7119,11,-0.1263,14,0.28772,10,-0.3489
ENSG00000162413,KLHL21,21,-0.7951,40,0.24797,34,-0.0419,46,0.48622,38,0.21415,28,-0.3883
ENSG00000116273,PHF13,32,0.27715,15,-0.9136,28,0.03254,19,-0.5227,27,-0.0067,34,0.44855
ENSG00000041988,THAP3,24,0.06266,18,-0.3823,22,-0.1256,23,-0.0555,26,0.23393,23,-0.0475
ENSG00000007923,DNAJC11,23,-1.1193,29,-0.7745,39,-0.2755,60,0.41325,60,0.56171,46,-0.0476
ENSG00000171735,CAMTA1,157,-0.3636,216,0.14972,172,-0.2163,190,-0.0564,182,-0.1643,245,0.42111
ENSG00000049245,VAMP3,75,1.49837,69,1.32070,23,-0.4949,16,-1.0660,21,-0.8437,21,-0.7481
ENSG00000049246,PER3,62,0.89810,60,0.84906,28,-0.4294,31,-0.2644,28,-0.5149,31,-0.2951
ENSG00000116288,PARK7,321,0.26858,328,0.30421,328,0.30639,195,-0.5352,241,-0.2593,279,0.04357
ENSG00000116285,ERRFI1,17,-0.1318,24,0.37018,11,-0.8082,21,0.14863,23,0.44606,14,-0.5318
ENSG00000162426,SLC45A1,28,-0.6942,27,-0.7344,29,-0.6395,56,0.42959,51,0.34856,49,0.23032
ENSG00000142599,RERE,71,-0.7085,109,-0.0400,123,0.15561,124,0.16640,125,0.25475,101,-0.1778
ENSG00000074800,ENO1,529,-0.4964,894,0.35145,519,-0.5269,625,-0.2325,772,0.14686,808,0.21270
ENSG00000171612,SLC25A33,18,-1.3227,78,1.02180,48,0.18435,29,-0.6097,28,-0.8152,63,0.77659
ENSG00000188807,TMEM201,3,-2.9481,14,-0.7138,22,-0.0637,31,0.51765,26,0.27668,28,0.42625
ENSG00000171608,PIK3CD,11,-0.5855,9,-0.8555,6,-1.4806,19,0.25601,21,0.59510,19,0.26393
ENSG00000171603,CLSTN1,532,-0.7258,585,-0.5799,452,-0.9770,1059,0.37672,1137,0.71097,770,-0.1645
ENSG00000178585,CTNNBIP1,33,-0.1254,42,0.22848,47,0.43951,59,0.82864,21,-1.0194,40,0.18352
ENSG00000162441,LZIC,52,0.57653,37,-0.0129,39,0.07489,35,-0.0696,36,-0.0694,31,-0.3113
ENSG00000130939,UBE4B,24,-0.9605,45,-0.0127,21,-1.1908,81,0.98945,54,0.42433,36,-0.4086
ENSG00000054523,KIF1B,203,-0.7598,310,-0.0924,330,0.00722,404,0.33865,340,0.07694,344,0.08785
ENSG00000284642,AL139424.2,4,-2.1672,16,-0.0723,6,-1.5018,13,-0.4635,15,-0.2326,35,1.47567
ENSG00000142657,PGD,59,-0.0555,66,0.11656,46,-0.4698,83,0.50932,61,-0.0040,57,-0.1325
ENSG00000241563,CORT,65,-0.2906,58,-0.4866,70,-0.1908,43,-0.9487,69,-0.2587,131,1.04647
ENSG00000160049,DFFA,18,-0.7195,45,0.73638,35,0.32159,17,-0.8227,28,-0.0791,30,0.10228
ENSG00000142655,PEX14,21,-1.0004,16,-1.4588,36,-0.1894,55,0.48750,47,0.30190,50,0.36110
ENSG00000120948,TARDBP,63,-0.3787,82,0.05168,71,-0.1797,64,-0.3410,88,0.22565,86,0.13995
ENSG00000271895,AL109811.2,24,1.22646,15,0.36483,13,0.13974,19,0.82778,6,-1.1110,7,-0.7588
ENSG00000116649,SRM,122,-0.2031,123,-0.1915,96,-0.5743,111,-0.3603,150,0.17102,173,0.42351
ENSG00000171824,EXOSC10,27,0.08630,29,0.19525,16,-0.7151,27,0.09815,26,0.07556,26,0.01316
ENSG00000198793,MTOR,48,-0.0496,50,0.02345,33,-0.6414,56,0.19289,61,0.47923,38,-0.4844
ENSG00000204624,DISP3,33,1.34857,15,0.06239,19,0.42554,1,-3.9801,15,0.05257,10,-0.6952
ENSG00000116661,FBXO2,345,0.44575,435,0.84688,294,0.18067,189,-0.5294,239,-0.2010,194,-0.5419
ENSG00000132879,FBXO44,79,-1.4000,112,-0.8614,146,-0.4569,282,0.62085,269,0.77712,161,-0.3390
ENSG00000116663,FBXO6,12,0.09137,12,0.12739,11,0.03513,14,0.32000,12,0.18354,7,-0.6766
ENSG00000116670,MAD2L2,28,-0.2514,26,-0.3992,21,-0.7055,23,-0.5658,45,0.74449,32,-0.0739
ENSG00000177674,AGTRAP,38,1.82606,34,1.62382,10,-0.4070,11,-0.3343,5,-1.8502,7,-1.1131
ENSG00000177000,MTHFR,24,0.23264,19,-0.0942,17,-0.3020,14,-0.5796,25,0.38477,19,-0.1666
ENSG00000011021,CLCN6,73,-0.3431,73,-0.3320,77,-0.2469,125,0.53646,84,-0.1595,106,0.31310
ENSG00000175206,NPPA,0,-3.7705,8,-0.4910,20,1.04627,21,1.06579,12,0.22337,6,-0.9596
ENSG00000116685,KIAA2013,49,0.15348,48,0.13830,25,-0.9056,49,0.17726,47,0.15843,42,-0.0829
ENSG00000083444,PLOD1,49,1.21636,32,0.49485,6,-2.1222,24,0.01029,24,0.02436,16,-0.7140
ENSG00000116688,MFN2,60,-1.0169,90,-0.4064,88,-0.4390,137,0.27413,141,0.45547,121,0.08980
ENSG00000116691,MIIP,34,1.03965,13,-0.5260,12,-0.6883,27,0.64826,20,0.20943,9,-1.1573
ENSG00000048707,VPS13D,40,-0.4640,46,-0.2538,44,-0.3250,84,0.72921,60,0.23074,46,-0.2857
ENSG00000162496,DHRS3,63,1.66640,51,1.25047,16,-0.6518,26,0.11458,12,-1.3656,14,-0.9184
ENSG00000116731,PRDM2,66,-0.1377,36,-1.0802,58,-0.3383,87,0.31125,93,0.59183,61,-0.3017
ENSG00000189337,KAZN,36,-0.1821,53,0.46922,36,-0.1729,51,0.39749,47,0.36314,21,-1.0581
ENSG00000142634,EFHD2,55,-0.8911,31,-1.7532,29,-1.8372,625,4.31080,30,-2.1085,22,-2.4193
ENSG00000132906,CASP9,14,0.24304,13,0.14953,12,-0.0432,11,-0.0995,13,0.24090,9,-0.5289
ENSG00000116138,DNAJC16,19,-0.7193,26,-0.2165,13,-1.2061,30,0.00615,39,0.60125,32,0.12884
ENSG00000197312,DDI2,7,-1.7831,17,-0.6078,15,-0.7950,30,0.30676,36,0.90916,22,-0.1588
ENSG00000116786,PLEKHM2,50,-0.7406,80,-0.0089,88,0.14109,115,0.58995,64,-0.4768,100,0.41665
ENSG00000065526,SPEN,53,0.81990,38,0.28318,37,0.21245,20,-0.7073,35,0.16280,19,-0.9260
ENSG00000116809,ZBTB17,15,-0.2904,27,0.65910,24,0.47995,18,-0.0460,17,-0.1349,14,-0.4488
ENSG00000185519,FAM131C,14,-0.2422,27,0.84417,8,-1.1249,12,-0.5264,17,0.02747,18,0.21859
ENSG00000288398,AL109627.1,4,-1.4722,19,0.99295,19,1.00848,7,-0.6351,11,0.03062,7,-0.7622
ENSG00000037637,FBXO42,18,-0.4755,26,0.10172,16,-0.6054,22,-0.1728,32,0.62186,21,-0.2971
ENSG00000055070,SZRD1,47,0.83204,47,0.83629,27,-0.0884,23,-0.3676,18,-0.8690,29,0.04020
ENSG00000157191,NECAP2,26,1.19842,28,1.34269,10,-0.3130,15,0.30259,8,-0.9003,5,-1.3611
ENSG00000219481,NBPF1,11,-0.2599,19,0.61959,15,0.23424,4,-1.6445,12,-0.1757,16,0.37905
ENSG00000058453,CROCC,10,-0.6421,10,-0.6219,14,-0.1402,19,0.30635,19,0.44330,15,-0.1017
ENSG00000159363,ATP13A2,140,-0.3595,121,-0.5918,148,-0.2733,179,0.03094,206,0.36168,187,0.11661
ENSG00000117118,SDHB,40,-1.0659,89,0.16456,103,0.41965,56,-0.5698,82,0.05561,93,0.28252
ENSG00000117115,PADI2,75,1.31453,90,1.66971,39,0.17126,37,0.10536,10,-2.2305,22,-0.8104
ENSG00000179051,RCC2,15,-0.8259,22,-0.2198,15,-0.8441,26,0.00366,31,0.41585,30,0.30288
ENSG00000074964,ARHGEF10L,25,0.23899,36,0.88121,12,-0.8857,18,-0.2878,15,-0.7083,28,0.54165
ENSG00000117154,IGSF21,24,-1.7669,36,-1.1637,60,-0.4103,293,2.53661,63,-0.4182,46,-0.8960
ENSG00000159423,ALDH4A1,41,0.43533,56,0.97989,45,0.60954,26,-0.2946,14,-1.4730,36,0.24044
ENSG00000169991,IFFO2,14,0.10057,9,-0.5960,10,-0.4576,8,-0.7345,19,0.81591,11,-0.3416
ENSG00000127463,EMC1,26,-0.4680,40,0.23718,28,-0.3471,39,0.20363,40,0.33294,29,-0.3131
ENSG00000053372,MRTO4,23,-0.7013,27,-0.4874,46,0.37443,45,0.35118,43,0.38269,28,-0.4281
ENSG00000053371,AKR7A2,71,0.56498,71,0.56201,48,-0.0594,32,-0.7111,43,-0.3435,51,0.04315
ENSG00000040487,SLC66A1,8,-0.7885,18,0.52252,11,-0.2331,19,0.55427,13,-0.0479,12,-0.1650
ENSG00000077549,CAPZB,196,-0.5540,213,-0.4299,235,-0.2741,380,0.51413,328,0.37377,248,-0.2078
ENSG00000173436,MICOS10,214,-0.3737,272,0.01074,414,0.71585,307,0.21133,232,-0.3202,264,-0.0401
ENSG00000158747,NBL1,332,0.60575,194,-0.2746,194,-0.2748,498,1.33441,180,-0.5088,159,-0.6593
ENSG00000169914,OTUD3,0,-5.6107,12,-0.7546,16,-0.3266,33,0.84779,23,0.34768,24,0.33805
ENSG00000162545,CAMK2N1,607,-0.8166,924,-0.1583,1243,0.32719,337,-1.7122,1167,0.30458,1279,0.43711
ENSG00000090432,MUL1,25,-0.0363,31,0.34432,23,-0.1830,19,-0.4255,23,-0.1855,30,0.33320
ENSG00000183114,FAM43B,6,-1.4892,10,-0.8338,5,-1.6970,104,4.01688,5,-2.1391,6,-1.6485
ENSG00000158828,PINK1,292,-0.5308,312,-0.4264,514,0.38555,478,0.26330,415,0.04102,412,0.02115
ENSG00000244038,DDOST,14,-0.9363,28,0.11718,27,0.07496,36,0.51807,30,0.30261,20,-0.4836
ENSG00000117245,KIF17,13,-0.8316,7,-1.6911,12,-0.9540,25,0.15048,30,0.63235,28,0.43059
ENSG00000189410,SH2D5,25,-0.3110,16,-0.9841,19,-0.6964,27,-0.2048,35,0.33557,40,0.53462
ENSG00000127483,HP1BP3,185,0.26791,156,-0.0099,127,-0.3338,164,0.07406,147,-0.1443,170,0.15036
ENSG00000075151,EIF4G3,81,-0.6870,87,-0.5737,149,0.28345,141,0.19114,152,0.43957,107,-0.2897
ENSG00000117298,ECE1,88,2.20269,42,0.77157,7,-1.9719,16,-0.7708,11,-1.5439,25,-0.0749
ENSG00000162551,ALPL,34,1.44050,19,0.44463,6,-1.2431,37,1.61595,8,-1.1409,6,-1.5429
ENSG00000076864,RAP1GAP,61,-1.9550,141,-0.6966,140,-0.7119,417,1.09526,264,0.42268,211,-0.0677
ENSG00000090686,USP48,41,0.06480,37,-0.1214,49,0.34605,46,0.21585,38,-0.1017,36,-0.1963
ENSG00000218510,LINC00339,16,0.05075,12,-0.3214,11,-0.4605,15,-0.0831,18,0.36314,15,-0.0677
ENSG00000070831,CDC42,252,-0.1084,235,-0.2208,222,-0.3136,218,-0.3445,316,0.35642,277,0.04723
ENSG00000173372,C1QA,93,2.72391,30,0.46336,16,-0.5340,5,-2.2726,10,-1.4256,14,-0.8225
ENSG00000159189,C1QC,42,1.84095,25,0.86126,14,-0.0302,6,-1.4162,11,-0.5842,6,-1.3346
ENSG00000173369,C1QB,53,1.65063,33,0.74829,24,0.21746,11,-0.9423,12,-0.9688,14,-0.6596
ENSG00000133216,EPHB2,8,-0.5076,7,-0.7145,11,-0.0185,6,-0.9075,16,0.69160,12,0.05858
ENSG00000004487,KDM1A,47,-0.3152,42,-0.4976,39,-0.6005,63,0.16556,77,0.68647,47,-0.3572
ENSG00000169641,LUZP1,29,-0.4871,23,-0.8219,58,0.63763,52,0.45127,40,0.04141,36,-0.1607
ENSG00000125944,HNRNPR,99,-0.0895,102,-0.0333,101,-0.0585,122,0.24629,118,0.27356,81,-0.4495
ENSG00000125945,ZNF436,15,-1.1076,10,-1.7191,24,-0.3991,37,0.24692,50,1.13753,24,-0.4902
ENSG00000249087,ZNF436-AS1,11,-0.0654,21,0.95446,15,0.39774,5,-1.2704,9,-0.4581,13,0.15070
ENSG00000117318,ID3,284,3.42674,107,1.14107,21,-1.4599,15,-1.9913,12,-2.6679,15,-2.0726
ENSG00000142676,RPL11,1143,1.46205,629,0.39390,606,0.33138,340,-0.5991,300,-0.9848,421,-0.2944
ENSG00000011007,ELOA,17,-0.3943,23,0.10479,17,-0.3938,32,0.65032,18,-0.3861,26,0.35083
ENSG00000057757,PITHD1,119,-0.7207,157,-0.2856,152,-0.3367,190,0.01350,249,0.65565,164,-0.2494
ENSG00000011009,LYPLA2,39,-0.8110,52,-0.3710,28,-1.2906,71,0.13850,92,0.79745,62,-0.0968
ENSG00000117308,GALE,20,0.14683,18,-0.0232,21,0.24351,12,-0.6480,18,0.04833,18,0.02553
ENSG00000117305,HMGCL,27,0.50734,28,0.52832,13,-0.7143,24,0.28273,16,-0.3925,20,-0.0374
ENSG00000179163,FUCA1,31,1.12119,10,-0.7013,15,-0.0394,11,-0.4985,17,0.11317,12,-0.4384
ENSG00000189266,PNRC2,68,0.43108,68,0.41795,52,-0.0352,67,0.38648,49,-0.1709,37,-0.6287
ENSG00000188529,SRSF10,52,-0.0938,52,-0.1087,37,-0.6284,50,-0.1694,66,0.40922,54,-0.0405
ENSG00000001460,STPG1,3,-2.0424,8,-0.6811,12,-0.0257,19,0.69702,15,0.53385,11,-0.1885
ENSG00000001461,NIPAL3,29,-1.1110,71,0.27213,38,-0.7173,82,0.52574,71,0.37288,53,-0.2110
ENSG00000133226,SRRM1,74,0.84473,34,-0.4005,44,-0.0139,48,0.13222,34,-0.5284,48,0.16080
ENSG00000169504,CLIC4,164,2.58092,80,1.08515,21,-1.0584,16,-1.5150,21,-1.2716,17,-1.4883
ENSG00000117614,SYF2,133,1.45803,73,0.39777,55,-0.0685,42,-0.4804,48,-0.3677,35,-0.8727
ENSG00000117616,RSRP1,42,-0.5187,74,0.39930,33,-0.8661,64,0.15164,71,0.47089,48,-0.3530
ENSG00000183726,TMEM50A,123,0.24011,130,0.33992,72,-0.6010,61,-0.8666,120,0.28193,103,-0.0491
ENSG00000204178,MACO1,15,-1.0597,29,-0.0084,19,-0.6952,34,0.23182,31,0.15114,36,0.41763
ENSG00000117643,MAN1C1,58,0.31238,33,-0.5955,31,-0.7078,11,-2.2334,66,0.75943,51,0.09523
ENSG00000162430,SELENON,128,1.34529,80,0.50517,44,-0.4412,45,-0.4125,43,-0.6360,51,-0.2408
ENSG00000117640,MTFR1L,78,-0.0935,68,-0.3093,68,-0.2983,107,0.43267,80,-0.0539,90,0.15854
ENSG00000117632,STMN1,530,-1.0182,660,-0.6794,962,-0.0841,1296,0.40634,1240,0.46220,976,-0.0695
ENSG00000158008,EXTL1,37,-0.9638,55,-0.3520,64,-0.1091,120,0.95477,75,0.19992,57,-0.3139
ENSG00000175087,PDIK1L,8,-1.1028,10,-0.7489,8,-1.0265,8,-1.0376,19,0.35924,28,1.03832
ENSG00000142684,ZNF593,11,-1.1436,26,0.21209,30,0.49916,34,0.70388,17,-0.4928,24,0.13244
ENSG00000142669,SH3BGRL3,336,0.49852,213,-0.2501,240,-0.0605,501,1.20340,194,-0.5057,183,-0.5442
ENSG00000158062,UBXN11,13,-1.2100,17,-0.8215,33,0.23194,18,-0.6733,36,0.54361,33,0.30149
ENSG00000117682,DHDDS,22,-0.3171,27,0.00304,21,-0.4099,33,0.31656,34,0.54633,18,-0.6417
ENSG00000198830,HMGN2,234,1.21784,178,0.72709,111,-0.0559,100,-0.2234,94,-0.4235,66,-0.9646
ENSG00000117713,ARID1A,45,-0.5117,67,0.12988,39,-0.7128,56,-0.1663,69,0.22531,73,0.29159
ENSG00000060642,PIGV,5,-1.6247,26,0.87098,7,-1.0825,6,-1.4353,22,0.88425,13,-0.2371
ENSG00000204160,ZDHHC18,30,-0.5109,27,-0.6632,26,-0.7758,50,0.28423,49,0.36486,48,0.25579
ENSG00000142751,GPN2,22,-0.1186,24,0.06624,18,-0.3686,29,0.36703,24,0.05919,22,-0.0917
ENSG00000198746,GPATCH3,8,-0.6456,7,-0.7491,10,-0.2572,3,-1.8522,19,0.99647,13,0.05806
ENSG00000090273,NUDC,144,-0.0528,169,0.20443,144,-0.0584,138,-0.1264,136,-0.2012,170,0.24957
ENSG00000253368,TRNP1,23,-1.4132,49,-0.2471,64,0.19956,49,-0.2178,68,0.39133,62,0.15423
ENSG00000090020,SLC9A1,31,-0.3506,23,-0.8034,20,-0.9848,52,0.48191,46,0.40333,41,0.12693
ENSG00000142784,WDTC1,49,-0.0602,43,-0.2711,44,-0.2100,40,-0.3526,54,0.14212,58,0.27445
ENSG00000186501,TMEM222,83,-0.2687,83,-0.2646,71,-0.5057,81,-0.3102,114,0.32114,113,0.25889
ENSG00000158195,WASF2,86,2.22846,51,1.17198,22,-0.2233,14,-0.9355,10,-1.6874,13,-1.0890
ENSG00000126705,AHDC1,46,-0.2486,37,-0.5826,23,-1.3145,76,0.58085,64,0.41863,53,-0.0035
ENSG00000126709,IFI6,256,0.92287,153,0.05600,154,0.06630,227,0.71672,122,-0.4007,88,-0.9027
ENSG00000009780,FAM76A,22,0.40948,15,-0.2282,21,0.27913,18,0.04942,18,0.09097,13,-0.5063
ENSG00000117758,STX12,91,-0.1885,97,-0.0886,83,-0.3458,140,0.51244,102,-0.0027,103,-0.0002
ENSG00000117751,PPP1R8,30,-0.2497,40,0.25195,28,-0.3519,42,0.29531,38,0.21054,29,-0.3166
ENSG00000117748,RPA2,30,-0.7959,56,0.17768,44,-0.2212,47,-0.1071,65,0.59563,40,-0.4023
ENSG00000158161,EYA3,19,0.58986,15,0.27273,10,-0.4564,18,0.51527,12,-0.0980,9,-0.6176
ENSG00000126698,DNAJC8,109,-0.2969,128,-0.0403,131,-0.0125,143,0.13575,131,-0.0102,140,0.11661
ENSG00000130770,ATP5IF1,266,-0.6068,320,-0.3177,441,0.20065,218,-0.9164,458,0.36485,445,0.24994
ENSG00000180098,TRNAU1AP,7,-1.5622,18,-0.1327,20,-0.0376,25,0.35967,23,0.26362,21,0.10590
ENSG00000197989,SNHG12,26,0.99784,14,-0.0664,16,0.18732,13,-0.1013,11,-0.4944,13,-0.1684
ENSG00000120656,TAF12,22,0.39284,13,-0.3924,22,0.38486,19,0.17723,18,0.03774,13,-0.4931
ENSG00000198492,YTHDF2,43,-1.0049,55,-0.6282,76,-0.1128,82,0.00890,88,0.16674,108,0.52755
ENSG00000116329,OPRD1,11,-0.0959,9,-0.4853,6,-1.1466,11,-0.1492,18,0.94861,9,-0.5061
ENSG00000116350,SRSF4,34,-0.2849,48,0.23469,35,-0.2709,40,-0.0305,41,0.01018,45,0.15163
ENSG00000116353,MECR,14,-1.3620,33,-0.0661,43,0.39838,43,0.39724,37,0.20998,30,-0.2131
ENSG00000060656,PTPRU,22,0.21719,9,-1.1363,6,-1.5992,110,3.82255,6,-1.8651,1,-3.7911
ENSG00000162511,LAPTM5,106,1.90360,44,0.28189,54,0.64695,31,-0.2848,15,-1.6204,25,-0.6637
ENSG00000162512,SDC3,156,-0.3416,167,-0.2329,167,-0.2403,188,-0.0460,187,-0.0783,252,0.50862
ENSG00000134644,PUM1,51,-1.5790,109,-0.4228,122,-0.2405,218,0.71183,169,0.38933,136,-0.0764
ENSG00000060688,SNRNP40,16,-0.4549,19,-0.1591,18,-0.2529,18,-0.2098,24,0.33108,22,0.12182
ENSG00000121766,ZCCHC17,49,-1.5483,108,-0.3291,128,-0.0615,118,-0.1870,172,0.59776,139,0.07927
ENSG00000121769,FABP3,89,-0.9360,103,-0.7062,171,0.09963,132,-0.3127,205,0.56469,168,0.08706
ENSG00000162517,PEF1,89,-0.2658,73,-0.5776,93,-0.1870,102,-0.0427,140,0.67900,83,-0.4119
